ALL,industrial energy use,gas,gas cogen,share-weight,2005,2095,linear,,,,,,,,,,,,,,,
ALL,industrial energy use,refined liquids,refined liquids cogen,share-weight,2005,2095,linear,,,,,,,,,,,,,,,
ALL,industrial energy use,hydrogen,hydrogen cogen,share-weight,2020,2095,linear,,,,,,,,,,,,,,,
ALL,industrial feedstocks,biomass,biomass,share-weight,2005,2095,fixed,,,,,,,,,,,,,,,
ALL,industrial feedstocks,coal,coal,share-weight,2005,2095,fixed,,,,,,,,,,,,,,,
ALL,industrial feedstocks,gas,gas,share-weight,2005,2095,fixed,,,,,,,,,,,,,,,
ALL,industrial feedstocks,refined liquids,refined liquids,share-weight,2005,2095,fixed,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
INPUT_TABLE,,,,,,,,,,,,,,,,,,,,,,
Variable ID,,,,,,,,,,,,,,,,,,,,,,
1000-1,,,,,,,,,,,,,,,,,,,,,,
,,,,interpolation-rule,,,,,,,,,,,,,,,,,,
region,supplysector,subsector,technology,apply-to,from-year,to-year,interpolation-function,,,,,,,,,,,,,,,
China,industrial energy use,district heat,district heat,share-weight,2005,2095,fixed,,,,,,,,,,,,,,,
Eastern Europe,industrial energy use,district heat,district heat,share-weight,2005,2095,fixed,,,,,,,,,,,,,,,
Former Soviet Union,industrial energy use,district heat,district heat,share-weight,2005,2095,fixed,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
Define energy inputs and set efficiencies,,,,,,,,,,,,,,,,,,,,,,
"Industrial energy use (conv and cogen), industrial feedstocks",,,,,,,,,,,,,,,,,,,,,,
INPUT_TABLE,,,,,,,,,,,,,,,,,,,,,,
Variable ID,,,,,,,,,,,,,,,,,,,,,,
2000,,,,,,,,,,,,,,,,,,,,,,
,,,,,efficiency,,,,,,,,,,,,,,,,,
region,supplysector,subsector,technology,minicam-energy-input,1975,1990,2005,2020,2035,2050,2065,2080,2095,,,,,,,,,
ALL,industrial energy use,biomass,biomass,delivered biomass,1,0.850913079,0.79855711,0.796717238,0.804365292,0.809559721,0.816299014,0.822876135,0.8283606,,,,,,,,,
ALL,industrial energy use,coal,coal,delivered coal,1,0.8425153,0.864814171,0.890586541,0.901416631,0.90884607,0.916820208,0.925914573,0.936448358,,,,,,,,,
ALL,industrial energy use,electricity,electricity,elect_td_ind,1,1,1,1.015103087,1.03043996,1.04600391,1.06180717,1.077845334,1.094124833,,,,,,,,,
ALL,industrial energy use,gas,gas,wholesale gas,1,0.882645073,0.884015514,0.897789854,0.91263937,0.926421705,0.940685547,0.954852151,0.969367784,,,,,,,,,
ALL,industrial energy use,refined liquids,refined liquids,refined liquids industrial,1,0.97483326,0.982398583,1.000528809,1.018132684,1.03309204,1.047397191,1.061748878,1.076858471,,,,,,,,,
ALL,industrial energy use,hydrogen,hydrogen,H2 Enduse,1,1,1,1,1.015105456,1.030439088,1.04600434,1.061804713,1.077843758,,0.001,,,,,,,
ALL,industrial energy use,biomass,biomass cogen,delivered biomass,1,0.551767301,0.55176888,0.560010481,0.568424479,0.577033655,0.585824008,0.594710411,0.603709927,,,,,,,,,
ALL,industrial energy use,coal,coal cogen,delivered coal,1,0.622804177,0.622809202,0.628717506,0.636078057,0.644226723,0.652250294,0.660926195,0.669743267,,,,,,,,,
ALL,industrial energy use,gas,gas cogen,wholesale gas,1,0.60303834,0.603039613,0.611869014,0.620942471,0.630235778,0.63967963,0.649238731,0.658921335,,,,,,,,,
ALL,industrial energy use,refined liquids,refined liquids cogen,refined liquids industrial,1,0.604572024,0.604571061,0.613589694,0.623037049,0.632452562,0.642081304,0.651751166,0.661561594,,,,,,,,,
ALL,industrial energy use,hydrogen,hydrogen cogen,H2 Enduse,1,1,1,0.457000002,0.463999267,0.471000275,0.478000361,0.485001566,0.49200088,,,,,,,,,
ALL,industrial feedstocks,biomass,biomass,delivered biomass,1,1,1,1.015105923,1.030437541,1.046002141,1.061805871,1.077844932,1.094126763,,,,,,,,,
ALL,industrial feedstocks,coal,coal,delivered coal,1,1,1,1.015105801,1.030440942,1.046004915,1.061804691,1.077844825,1.094125601,,,,,,,,,
ALL,industrial feedstocks,gas,gas,wholesale gas,1,1,1,1.015106696,1.030438853,1.046003393,1.061803244,1.077844514,1.094125987,,,,,,,,,
ALL,industrial feedstocks,refined liquids,refined liquids,refined liquids industrial,1,1,1,1.015105923,1.030437541,1.046002141,1.061805871,1.077844932,1.094126763,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
INPUT_TABLE,,,,,,,,,,,,,,,,,,,,,,
Variable ID,,,,,,,,,,,,,,,,,,,,,,
2000-1,,,,,,,,,,,,,,,,,,,,,,
,,,,,efficiency,,,,,,,,,,,,,,,,,
region,supplysector,subsector,technology,minicam-energy-input,1975,1990,2005,2020,2035,2050,2065,2080,2095,,,,,,,,,
China,industrial energy use,district heat,district heat,district heat,1,1,1,1,1,1,1,1,1,,,,,,,,,
Eastern Europe,industrial energy use,district heat,district heat,district heat,1,1,1,1,1,1,1,1,1,,,,,,,,,
Former Soviet Union,industrial energy use,district heat,district heat,district heat,1,1,1,1,1,1,1,1,1,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
Non-energy costs,,,,,,,,,,,,,,,,,,,,,,
INPUT_TABLE,,,,,,,,,,,,,,,,,,,,,,
Variable ID,,,,,,,,,,,,,,,,,,,,,,
2001,,,,,,,,,,,,,,,,,,,,,,
,,,,input-cost,,,,,,,,,,,,,,,,,,
region,supplysector,subsector,technology,1975,1990,2005,2020,2035,2050,2065,2080,2095,,,,,,,,,,
ALL,industrial energy use,biomass,biomass,0,3,3,3,3,3,3,3,3,,,,,,,,,,
ALL,industrial energy use,coal,coal,0,3,3,3,3,3,3,3,3,,,,,,,,,,
ALL,industrial energy use,electricity,electricity,0,3,3,3,3,3,3,3,3,,,,,,,,,,
ALL,industrial energy use,gas,gas,0,3,3,3,3,3,3,3,3,,,,,,,,,,
ALL,industrial energy use,refined liquids,refined liquids,0,3,3,3,3,3,3,3,3,,,,,,,,,,
ALL,industrial energy use,hydrogen,hydrogen,0,3,3,3,3,3,3,3,3,,,,,,,,,,
ALL,industrial energy use,biomass,biomass cogen,0,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,,,,,,,,,,
ALL,industrial energy use,coal,coal cogen,0,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,,,,,,,,,,
ALL,industrial energy use,gas,gas cogen,0,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,,,,,,,,,,
ALL,industrial energy use,refined liquids,refined liquids cogen,0,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,,,,,,,,,,
ALL,industrial energy use,hydrogen,hydrogen cogen,0,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,,,,,,,,,,
ALL,industrial feedstocks,biomass,biomass,0,0,0,0,0,0,0,0,0,,,,,,,,,,
ALL,industrial feedstocks,coal,coal,0,0,0,0,0,0,0,0,0,,,,,,,,,,
ALL,industrial feedstocks,gas,gas,0,0,0,0,0,0,0,0,0,,,,,,,,,,
ALL,industrial feedstocks,refined liquids,refined liquids,0,0,0,0,0,0,0,0,0,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
INPUT_TABLE,,,,,,,,,,,,,,,,,,,,,,
Variable ID,,,,,,,,,,,,,,,,,,,,,,
2001-1,,,,,,,,,,,,,,,,,,,,,,
,,,,input-cost,,,,,,,,,,,,,,,,,,
region,supplysector,subsector,technology,1975,1990,2005,2020,2035,2050,2065,2080,2095,,,,,,,,,,
China,industrial energy use,district heat,district heat,0,3,3,3,3,3,3,3,3,,,,,,,,,,
Eastern Europe,industrial energy use,district heat,district heat,0,3,3,3,3,3,3,3,3,,,,,,,,,,
Former Soviet Union,industrial energy use,district heat,district heat,0,3,3,3,3,3,3,3,3,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
Shareweights for base year hydrogen techs,,,,,,,,,,,,,,,,,,,,,,
INPUT_TABLE,,,,,,,,,,,,,,,,,,,,,,
Variable ID,,,,,,,,,,,,,,,,,,,,,,
2002,,,,,,,,,,,,,,,,,,,,,,
,,,,share-weight,,,,,,,,,,,,,,,,,,
region,supplysector,subsector,technology,1990,2005,,,,,,,,,,,,,,,,,
ALL,industrial energy use,hydrogen,hydrogen,0,0,,,,,,,,,,,,,,,,,
ALL,industrial energy use,hydrogen,hydrogen cogen,0,0,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
Shareweights for technologies,,,,,,,,,,,,,,,,,,,,,,
INPUT_TABLE,,,,,,,,,,,,,,,,,,,,,,
Variable ID,,,,,,,,,,,,,,,,,,,,,,
2003,,,,,,,,,,,,,,,,,,,,,,
,,,,share-weight,,,,,,,,,,,,,,,,,,
region,supplysector,subsector,technology,1975,1990,2005,2020,2035,2050,2065,2080,2095,,,,,,,,,,
ALL,industrial energy use,biomass,biomass,1,1,1,1,1,1,1,1,1,,,,,,,,,,
ALL,industrial energy use,coal,coal,1,1,1,1,1,1,1,1,1,,,,,,,,,,
ALL,industrial energy use,electricity,electricity,1,1,1,1,1,1,1,1,1,,,,,,,,,,
ALL,industrial energy use,gas,gas,1,1,1,1,1,1,1,1,1,,,,,,,,,,
ALL,industrial energy use,refined liquids,refined liquids,1,1,1,1,1,1,1,1,1,,,,,,,,,,
ALL,industrial energy use,hydrogen,hydrogen,1,1,1,1,1,1,1,1,1,,,,,,,,,,
ALL,industrial energy use,biomass,biomass cogen,1,1,1,0.25,0.25,0.25,0.25,0.25,0.25,,,,,,,,,,
ALL,industrial energy use,coal,coal cogen,1,1,1,0.1,0.1,0.1,0.1,0.1,0.1,,,,,,,,,,
ALL,industrial energy use,gas,gas cogen,1,1,1,0.15,0.15,0.15,0.15,0.15,0.15,,,,,,,,,,
ALL,industrial energy use,refined liquids,refined liquids cogen,1,1,1,0.15,0.15,0.15,0.15,0.15,0.15,,,,,,,,,,
ALL,industrial energy use,hydrogen,hydrogen cogen,1,1,1,1,1,1,1,1,1,,,,,,,,,,
ALL,industrial feedstocks,biomass,biomass,1,1,1,1,1,1,1,1,1,,,,,,,,,,
ALL,industrial feedstocks,coal,coal,1,1,1,1,1,1,1,1,1,,,,,,,,,,
ALL,industrial feedstocks,gas,gas,1,1,1,1,1,1,1,1,1,,,,,,,,,,
ALL,industrial feedstocks,refined liquids,refined liquids,1,1,1,1,1,1,1,1,1,,,,,,,,,,
ALL,industry,industry,industry,1,1,1,1,1,1,1,1,1,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
INPUT_TABLE,,,,,,,,,,,,,,,,,,,,,,
Variable ID,,,,,,,,,,,,,,,,,,,,,,
2003-1,,,,,,,,,,,,,,,,,,,,,,
,,,,share-weight,,,,,,,,,,,,,,,,,,
region,supplysector,subsector,technology,1975,1990,2005,2020,2035,2050,2065,2080,2095,,,,,,,,,,
China,industrial energy use,district heat,district heat,1,1,1,1,1,1,1,1,1,,,,,,,,,,
Eastern Europe,industrial energy use,district heat,district heat,1,1,1,1,1,1,1,1,1,,,,,,,,,,
Former Soviet Union,industrial energy use,district heat,district heat,1,1,1,1,1,1,1,1,1,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
Secondary output ratios of cogen techs. Start in 2020 so as not to influence base year calibrated output ratios,,,,,,,,,,,,,,,,,,,,,,
INPUT_TABLE,,,,,,,,,,,,,,,,,,,,,,
Variable ID,,,,,,,,,,,,,,,,,,,,,,
2004,,,,,,,,,,,,,,,,,,,,,,
,,,,,output-ratio,,,,,,,,,,,,,,,,,
region,supplysector,subsector,technology,secondary-output,2020,2035,2050,2065,2080,2095,,,,,,,,,,,,
ALL,industrial energy use,biomass,biomass cogen,electricity,0.364,0.364,0.364,0.364,0.364,0.364,,,,,,,,,,,,
ALL,industrial energy use,coal,coal cogen,electricity,0.417,0.417,0.417,0.417,0.417,0.417,,,,,,,,,,,,
ALL,industrial energy use,gas,gas cogen,electricity,0.417,0.417,0.417,0.417,0.417,0.417,,,,,,,,,,,,
ALL,industrial energy use,refined liquids,refined liquids cogen,electricity,0.417,0.417,0.417,0.417,0.417,0.417,,,,,,,,,,,,
ALL,industrial energy use,hydrogen,hydrogen cogen,electricity,1,1,1,1,1,1,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
Secondary output ratios of cogen techs in 2005 that do not have calibrated data.  This is necessary to interpolate inbetween years,,,,,,,,,,,,,,,,,,,,,,
INPUT_TABLE,,,,,,,,,,,,,,,,,,,,,,
Variable ID,,,,,,,,,,,,,,,,,,,,,,
2004-not-calibrated,,,,,,,,,,,,,,,,,,,,,,
,,,,,output-ratio,,,,,,,,,,,,,,,,,
region,supplysector,subsector,technology,secondary-output,2005,,,,,,,,,,,,,,,,,
ALL,industrial energy use,hydrogen,hydrogen cogen,electricity,1,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
Feedstock sequestration fraction,,,,,,,,,,,,,,,,,,,,,,
INPUT_TABLE,,,,,,,,,,,,,,,,,,,,,,
Variable ID,,,,,,,,,,,,,,,,,,,,,,
2005,,,,non-energy-use-capture-component,,,,,,,,,,,,,,,,,,
,,,,remove-fraction,,,,,,,,,,,,,,,,,,
region,supplysector,subsector,technology,1990,2005,2020,2035,2050,2065,2080,2095,,,,,,,,,,,
ALL,industrial feedstocks,biomass,biomass,1,1,1,1,1,1,1,1,,,,,,,,,,,
ALL,industrial feedstocks,coal,coal,1,1,1,1,1,1,1,1,,,,,,,,,,,
ALL,industrial feedstocks,gas,gas,0,0,0,0,0,0,0,0,,,,,,,,,,,
ALL,industrial feedstocks,refined liquids,refined liquids,1,1,1,1,1,1,1,1,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
INPUT_TABLE,,,,,,,,,,,,,,,,,,,,,,
Variable ID,,,,,,,,,,,,,,,,,,,,,,
2006,,,,non-energy-use-capture-component,,,,,,,,,,,,,,,,,,
,,,,target-gas,,,,,,,,,,,,,,,,,,
region,supplysector,subsector,technology,1990,2005,2020,2035,2050,2065,2080,2095,,,,,,,,,,,
ALL,industrial feedstocks,biomass,biomass,CO2,CO2,CO2,CO2,CO2,CO2,CO2,CO2,,,,,,,,,,,
ALL,industrial feedstocks,coal,coal,CO2,CO2,CO2,CO2,CO2,CO2,CO2,CO2,,,,,,,,,,,
ALL,industrial feedstocks,gas,gas,CO2,CO2,CO2,CO2,CO2,CO2,CO2,CO2,,,,,,,,,,,
ALL,industrial feedstocks,refined liquids,refined liquids,CO2,CO2,CO2,CO2,CO2,CO2,CO2,CO2,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
General industry sector,,,,,,,,,,,,,,,,,,,,,,
Calibration,,,,,,,,,,,,,,,,,,,,,,
INPUT_TABLE,,,,,,,,,,,,,,,,,,,,,,
Variable ID,,,,,,,,,,,,,,,,,,,,,,
1003,,,,,,,,,,,,,,,,,,,,,,
,,,,,calibrated-value,,,,,,,,,,,,,,,,,
region,supplysector,subsector,technology,minicam-energy-input,1990,2005,,,,,,,,,,,,,,,,
USA,industry,industry,industry,industrial energy use,14.31648526,13.11440802,,,,,,,,,,,,,,,,
Canada,industry,industry,industry,industrial energy use,2.29004988,2.660155163,,,,,,,,,,,,,,,,
Western Europe,industry,industry,industry,industrial energy use,12.39122442,13.77533518,,,,,,,,,,,,,,,,
Japan,industry,industry,industry,industrial energy use,4.881888146,4.766252853,,,,,,,,,,,,,,,,
Australia_NZ,industry,industry,industry,industrial energy use,1.124687243,1.433442979,,,,,,,,,,,,,,,,
Former Soviet Union,industry,industry,industry,industrial energy use,18.93950938,12.1237509,,,,,,,,,,,,,,,,
China,industry,industry,industry,industrial energy use,11.55107262,23.01196356,,,,,,,,,,,,,,,,
Middle East,industry,industry,industry,industrial energy use,1.886704365,3.520450234,,,,,,,,,,,,,,,,
Africa,industry,industry,industry,industrial energy use,2.504768674,5.239288716,,,,,,,,,,,,,,,,
Latin America,industry,industry,industry,industrial energy use,6.075970197,7.9796536,,,,,,,,,,,,,,,,
Southeast Asia,industry,industry,industry,industrial energy use,3.389070208,6.042292249,,,,,,,,,,,,,,,,
Eastern Europe,industry,industry,industry,industrial energy use,4.890821635,2.752017406,,,,,,,,,,,,,,,,
Korea,industry,industry,industry,industrial energy use,1.047661302,1.761682635,,,,,,,,,,,,,,,,
India,industry,industry,industry,industrial energy use,2.109311696,4.491760091,,,,,,,,,,,,,,,,
USA,industry,industry,industry,industrial feedstocks,4.831822595,6.665113458,,,,,,,,,,,,,,,,
Canada,industry,industry,industry,industrial feedstocks,0.621836096,0.987151144,,,,,,,,,,,,,,,,
Western Europe,industry,industry,industry,industrial feedstocks,3.798884606,4.367071048,,,,,,,,,,,,,,,,
Japan,industry,industry,industry,industrial feedstocks,1.489060541,1.728084953,,,,,,,,,,,,,,,,
Australia_NZ,industry,industry,industry,industrial feedstocks,0.196829842,0.219275276,,,,,,,,,,,,,,,,
Former Soviet Union,industry,industry,industry,industrial feedstocks,1.837942398,2.080906589,,,,,,,,,,,,,,,,
China,industry,industry,industry,industrial feedstocks,1.788433488,3.854937485,,,,,,,,,,,,,,,,
Middle East,industry,industry,industry,industrial feedstocks,0.820897502,1.921598849,,,,,,,,,,,,,,,,
Africa,industry,industry,industry,industrial feedstocks,0.465643336,0.603167155,,,,,,,,,,,,,,,,
