# File: EDGAR_HFC125.csv
# Title: EDGAR F fases trend
# Units: Kt
# Source: EDGAR v4.2
# Description: EDGAR inventory of F gases (1970 - 2008)
IPCC-Annex,World Region,ISO_A3,Name,IPCC,IPCC_description,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008
Non-Annex_I,Eastern_Africa,SOM,Somalia,2F9,Other F-gas use,,,,,,,,,,,,,,,,,,,,,,,2.68E-09,1.35E-08,3.87E-08,9.97E-08,5.39E-07,1.52E-06,3.36E-06,6.66E-06,1.63E-05,2.33E-05,3.14E-05,4.07E-05,5.42E-05,6.48E-05,8.06E-05,9.20E-05,1.03E-04
Non-Annex_I,Southern_Africa,AGO,Angola,2F9,Other F-gas use,,,,,,,,,,,,,,,,,,,,,,,3.12E-09,8.50E-09,2.47E-08,7.44E-08,4.88E-07,1.59E-06,4.19E-06,8.24E-06,1.99E-05,6.57E-05,1.69E-04,2.92E-04,5.33E-04,1.08E-03,1.11E-03,1.31E-03,1.52E-03
Non-Annex_I,Southern_Africa,MOZ,Mozambique,2F9,Other F-gas use,,,,,,,,,,,,,,,,,,,,,,,1.82E-07,1.04E-06,3.37E-06,9.31E-06,2.59E-05,6.76E-05,1.72E-04,3.39E-04,5.81E-04,1.08E-03,1.64E-03,2.31E-03,3.16E-03,4.27E-03,5.14E-03,5.95E-03,6.76E-03
Non-Annex_I,Southern_Africa,ZAF,South Africa,2F9,Other F-gas use,,,,,,,,,,,,,,,,,,,,,,,7.58E-06,3.82E-05,1.12E-04,2.95E-04,7.22E-04,1.49E-03,2.83E-03,4.76E-03,7.88E-03,1.15E-02,1.54E-02,1.93E-02,2.41E-02,2.97E-02,3.66E-02,4.16E-02,4.66E-02
Non-Annex_I,Southern_Africa,ZMB,Zambia,2F9,Other F-gas use,,,,,,,,,,,,,,,,,,,,,,,3.41E-09,1.88E-08,4.22E-08,9.73E-08,2.39E-07,4.78E-07,8.26E-07,1.35E-06,2.07E-06,3.91E-06,6.29E-06,9.67E-06,1.43E-05,2.03E-05,2.39E-05,2.79E-05,3.19E-05
Annex_I,OECD_Europe,AUT,Austria,2F9,Other F-gas use,,,,,,,,,,,,,,,,,,,,,,,3.26E-05,1.69E-04,4.98E-04,1.31E-03,3.08E-03,6.23E-03,1.22E-02,2.07E-02,3.23E-02,4.64E-02,6.09E-02,7.58E-02,9.27E-02,1.10E-01,1.38E-01,1.56E-01,1.74E-01
Annex_I,OECD_Europe,BEL,Belgium,2F9,Other F-gas use,,,,,,,,,,,,,,,,,,,,,,,3.06E-05,1.57E-04,4.62E-04,1.22E-03,2.84E-03,5.84E-03,1.14E-02,1.94E-02,3.05E-02,4.41E-02,5.82E-02,7.25E-02,8.90E-02,1.06E-01,1.32E-01,1.50E-01,1.68E-01
Annex_I,OECD_Europe,CHE,Switzerland,2F9,Other F-gas use,,,,,,,,,,,,,,,,,,,,,,,3.19E-05,1.64E-04,4.72E-04,1.22E-03,2.81E-03,5.69E-03,1.11E-02,1.86E-02,2.90E-02,4.18E-02,5.48E-02,6.77E-02,8.27E-02,9.85E-02,1.23E-01,1.39E-01,1.55E-01
Annex_I,OECD_Europe,DEU,Germany,2F9,Other F-gas use,,,,,,,,,,,,,,,,,,,,,,,2.48E-04,1.27E-03,3.75E-03,9.88E-03,2.30E-02,4.66E-02,9.05E-02,1.52E-01,2.38E-01,3.44E-01,4.48E-01,5.52E-01,6.73E-01,7.97E-01,9.95E-01,1.13E+00,1.26E+00
Annex_I,OECD_Europe,DNK,Denmark,2F9,Other F-gas use,,,,,,,,,,,,,,,,,,,,,,,1.95E-05,1.01E-04,3.02E-04,8.02E-04,1.89E-03,3.89E-03,7.59E-03,1.29E-02,2.03E-02,2.92E-02,3.84E-02,4.78E-02,5.84E-02,7.02E-02,8.72E-02,9.89E-02,1.11E-01
Annex_I,OECD_Europe,ESP,Spain,2F9,Other F-gas use,,,,,,,,,,,,,,,,,,,,,,,6.44E-05,3.26E-04,9.57E-04,2.54E-03,5.98E-03,1.24E-02,2.48E-02,4.32E-02,6.95E-02,1.03E-01,1.39E-01,1.79E-01,2.23E-01,2.72E-01,3.37E-01,3.84E-01,4.31E-01
Annex_I,OECD_Europe,FIN,Finland,2F9,Other F-gas use,,,,,,,,,,,,,,,,,,,,,,,1.19E-05,6.04E-05,1.79E-04,4.78E-04,1.14E-03,2.40E-03,4.78E-03,8.16E-03,1.30E-02,1.87E-02,2.48E-02,3.12E-02,3.86E-02,4.62E-02,5.75E-02,6.53E-02,7.31E-02
Annex_I,OECD_Europe,FRA,France,2F9,Other F-gas use,,,,,,,,,,,,,,,,,,,,,,,1.92E-04,9.77E-04,2.85E-03,7.50E-03,1.74E-02,3.55E-02,6.98E-02,1.19E-01,1.88E-01,2.73E-01,3.59E-01,4.49E-01,5.52E-01,6.58E-01,8.21E-01,9.31E-01,1.04E+00
Annex_I,OECD_Europe,GBR,United Kingdom,2F9,Other F-gas use,,,,,,,,,,,,,,,,,,,,,,,1.32E-04,6.92E-04,2.06E-03,5.45E-03,1.28E-02,2.63E-02,5.18E-02,8.83E-02,1.39E-01,2.03E-01,2.69E-01,3.39E-01,4.18E-01,4.99E-01,6.23E-01,7.08E-01,7.92E-01
Annex_I,OECD_Europe,GRC,Greece,2F9,Other F-gas use,,,,,,,,,,,,,,,,,,,,,,,9.60E-06,4.85E-05,1.43E-04,3.80E-04,9.03E-04,1.89E-03,3.78E-03,6.53E-03,1.05E-02,1.58E-02,2.13E-02,2.74E-02,3.44E-02,4.17E-02,5.19E-02,5.91E-02,6.63E-02
Annex_I,OECD_Europe,IRL,Ireland,2F9,Other F-gas use,,,,,,,,,,,,,,,,,,,,,,,7.45E-06,3.93E-05,1.20E-04,3.43E-04,8.61E-04,1.92E-03,3.98E-03,7.22E-03,1.19E-02,1.78E-02,2.44E-02,3.13E-02,3.92E-02,4.80E-02,5.95E-02,6.79E-02,7.62E-02
Annex_I,OECD_Europe,ISL,Iceland,2F9,Other F-gas use,,,,,,,,,,,,,,,,,,,,,,,7.25E-07,3.77E-06,1.11E-05,2.86E-05,6.83E-05,1.42E-04,2.83E-04,4.84E-04,7.64E-04,1.12E-03,1.47E-03,1.85E-03,2.34E-03,2.85E-03,3.51E-03,4.00E-03,4.48E-03
Annex_I,OECD_Europe,ITA,Italy,2F9,Other F-gas use,,,,,,,,,,,,,,,,,,,,,,,1.56E-04,7.95E-04,2.32E-03,6.16E-03,1.43E-02,2.91E-02,5.65E-02,9.56E-02,1.51E-01,2.19E-01,2.87E-01,3.56E-01,4.33E-01,5.10E-01,6.40E-01,7.24E-01,8.09E-01
Annex_I,OECD_Europe,LUX,Luxembourg,2F9,Other F-gas use,,,,,,,,,,,,,,,,,,,,,,,1.43E-06,7.60E-06,2.24E-05,5.89E-05,1.38E-04,2.86E-04,5.66E-04,9.76E-04,1.54E-03,2.25E-03,3.00E-03,3.76E-03,4.63E-03,5.56E-03,6.92E-03,7.86E-03,8.80E-03
Annex_I,OECD_Europe,NLD,Netherlands,2F9,Other F-gas use,,,,,,,,,,,,,,,,,,,,,,,4.64E-05,2.40E-04,7.06E-04,1.87E-03,4.40E-03,9.06E-03,1.79E-02,3.06E-02,4.80E-02,6.94E-02,9.09E-02,1.13E-01,1.37E-01,1.63E-01,2.04E-01,2.31E-01,2.58E-01
Annex_I,OECD_Europe,NOR,Norway,2F9,Other F-gas use,,,,,,,,,,,,,,,,,,,,,,,5.30E-06,2.78E-05,8.25E-05,2.19E-04,5.22E-04,1.08E-03,2.10E-03,3.55E-03,5.54E-03,8.07E-03,1.06E-02,1.33E-02,1.63E-02,1.94E-02,2.42E-02,2.75E-02,3.07E-02
Annex_I,OECD_Europe,PRT,Portugal,2F9,Other F-gas use,,,,,,,,,,,,,,,,,,,,,,,9.04E-06,4.50E-05,1.30E-04,3.55E-04,8.56E-04,1.81E-03,3.69E-03,6.45E-03,1.04E-02,1.53E-02,2.02E-02,2.49E-02,3.05E-02,3.63E-02,4.53E-02,5.14E-02,5.74E-02
Annex_I,OECD_Europe,SWE,Sweden,2F9,Other F-gas use,,,,,,,,,,,,,,,,,,,,,,,1.92E-05,9.74E-05,2.90E-04,7.75E-04,1.80E-03,3.67E-03,7.21E-03,1.24E-02,1.95E-02,2.81E-02,3.72E-02,4.65E-02,5.76E-02,6.92E-02,8.60E-02,9.76E-02,1.09E-01
Non-Annex_I,Central Europe,ALB,Albania,2F9,Other F-gas use,,,,,,,,,,,,,,,,,,,,,,,2.23E-07,1.50E-06,5.31E-06,1.63E-05,4.16E-05,6.27E-05,1.43E-04,2.75E-04,4.72E-04,8.00E-04,1.17E-03,1.72E-03,2.48E-03,3.45E-03,4.07E-03,4.72E-03,5.37E-03
Annex_I,Central Europe,BGR,Bulgaria,2F9,Other F-gas use,,,,,,,,,,,,,,,,,,,,,,,3.06E-06,1.72E-05,5.51E-05,1.58E-04,2.98E-04,5.29E-04,1.09E-03,1.89E-03,3.20E-03,5.17E-03,7.74E-03,1.09E-02,1.52E-02,2.05E-02,2.45E-02,2.83E-02,3.22E-02
Non-Annex_I,Central Europe,BIH,Bosnia and Herzegovina,2F9,Other F-gas use,,,,,,,,,,,,,,,,,,,,,,,1.94E-07,1.01E-06,3.62E-06,1.37E-05,9.65E-05,3.25E-04,6.26E-04,1.32E-03,2.38E-03,4.12E-03,6.88E-03,1.08E-02,1.68E-02,2.33E-02,2.76E-02,3.23E-02,3.69E-02
Non-Annex_I,Central Europe,CYP,Cyprus,2F9,Other F-gas use,,,,,,,,,,,,,,,,,,,,,,,2.32E-06,1.17E-05,3.54E-05,9.69E-05,2.24E-04,4.52E-04,9.01E-04,1.55E-03,2.45E-03,3.78E-03,5.19E-03,6.71E-03,8.62E-03,1.08E-02,1.32E-02,1.51E-02,1.70E-02
Annex_I,Central Europe,CZE,Czech Republic,2F9,Other F-gas use,,,,,,,,,,,,,,,,,,,,,,,9.18E-06,5.42E-05,1.75E-04,5.21E-04,1.25E-03,2.46E-03,4.62E-03,7.74E-03,1.23E-02,1.88E-02,2.60E-02,3.47E-02,4.53E-02,5.89E-02,7.12E-02,8.17E-02,9.22E-02
Annex_I,Central Europe,EST,Estonia,2F9,Other F-gas use,,,,,,,,,,,,,,,,,,,,,,,1.83E-07,9.34E-07,2.73E-06,7.85E-06,1.87E-05,4.33E-05,8.64E-05,1.41E-04,2.43E-04,4.06E-04,6.32E-04,9.25E-04,1.34E-03,1.92E-03,2.24E-03,2.60E-03,2.97E-03
Annex_I,Central Europe,HRV,Croatia,2F9,Other F-gas use,,,,,,,,,,,,,,,,,,,,,,,3.28E-07,1.66E-06,5.76E-06,1.77E-05,4.45E-05,9.79E-05,1.92E-04,3.08E-04,4.85E-04,7.63E-04,1.11E-03,1.53E-03,2.02E-03,2.62E-03,3.19E-03,3.67E-03,4.15E-03
Annex_I,Central Europe,HUN,Hungary,2F9,Other F-gas use,,,,,,,,,,,,,,,,,,,,,,,8.02E-06,4.70E-05,1.55E-04,4.39E-04,1.03E-03,2.20E-03,4.53E-03,7.98E-03,1.33E-02,2.09E-02,2.98E-02,3.97E-02,5.29E-02,6.76E-02,8.25E-02,9.48E-02,1.07E-01
Annex_I,Central Europe,LTU,Lithuania,2F9,Other F-gas use,,,,,,,,,,,,,,,,,,,,,,,5.95E-06,2.53E-05,6.45E-05,1.84E-04,4.44E-04,9.67E-04,2.03E-03,3.18E-03,5.10E-03,8.38E-03,1.26E-02,1.91E-02,2.67E-02,3.65E-02,4.35E-02,5.05E-02,5.74E-02
Annex_I,Central Europe,LVA,Latvia,2F9,Other F-gas use,,,,,,,,,,,,,,,,,,,,,,,4.44E-06,2.31E-05,7.27E-05,1.89E-04,4.46E-04,9.88E-04,1.98E-03,3.38E-03,5.89E-03,1.01E-02,1.56E-02,2.32E-02,3.42E-02,4.98E-02,5.77E-02,6.71E-02,7.66E-02
Non-Annex_I,Central Europe,MKD,"Macedonia, the former Yugoslav Republic of",2F9,Other F-gas use,,,,,,,,,,,,,,,,,,,,,,,1.40E-06,7.13E-06,2.16E-05,5.78E-05,1.34E-04,2.69E-04,5.38E-04,9.47E-04,1.55E-03,2.09E-03,2.84E-03,3.80E-03,5.06E-03,6.57E-03,7.87E-03,9.02E-03,1.02E-02
Non-Annex_I,Central Europe,MLT,Malta,2F9,Other F-gas use,,,,,,,,,,,,,,,,,,,,,,,1.56E-06,8.24E-06,2.48E-05,6.80E-05,1.59E-04,3.28E-04,6.37E-04,1.08E-03,1.71E-03,2.58E-03,3.58E-03,4.49E-03,5.55E-03,6.98E-03,8.56E-03,9.75E-03,1.10E-02
Annex_I,Central Europe,POL,Poland,2F9,Other F-gas use,,,,,,,,,,,,,,,,,,,,,,,1.00E-05,6.22E-05,2.10E-04,6.42E-04,1.61E-03,3.55E-03,7.26E-03,1.28E-02,2.06E-02,3.10E-02,4.26E-02,5.75E-02,7.73E-02,9.85E-02,1.20E-01,1.37E-01,1.55E-01
Annex_I,Central Europe,ROU,Romania,2F9,Other F-gas use,,,,,,,,,,,,,,,,,,,,,,,3.22E-06,1.93E-05,6.39E-05,1.97E-04,4.76E-04,8.26E-04,1.41E-03,2.25E-03,3.53E-03,5.81E-03,8.64E-03,1.22E-02,1.78E-02,2.34E-02,2.82E-02,3.26E-02,3.71E-02
Non-Annex_I,Central Europe,SCG,Serbia and Montenegro,2F9,Other F-gas use,,,,,,,,,,,,,,,,,,,,,,,2.04E-05,1.15E-04,3.66E-04,1.05E-03,2.70E-03,5.95E-03,1.24E-02,2.31E-02,4.55E-02,7.60E-02,1.16E-01,1.41E-01,1.80E-01,2.22E-01,2.77E-01,3.17E-01,3.57E-01
Annex_I,Central Europe,SVK,Slovakia,2F9,Other F-gas use,,,,,,,,,,,,,,,,,,,,,,,2.12E-06,1.16E-05,4.01E-05,1.20E-04,3.00E-04,6.37E-04,1.28E-03,2.15E-03,3.36E-03,5.24E-03,7.53E-03,1.02E-02,1.37E-02,1.79E-02,2.16E-02,2.49E-02,2.81E-02
Annex_I,Central Europe,SVN,Slovenia,2F9,Other F-gas use,,,,,,,,,,,,,,,,,,,,,,,2.66E-06,1.63E-05,5.45E-05,1.56E-04,3.73E-04,7.82E-04,1.55E-03,2.71E-03,4.30E-03,6.54E-03,9.14E-03,1.20E-02,1.56E-02,1.97E-02,2.41E-02,2.76E-02,3.11E-02
Annex_I,Turkey,TUR,Turkey,2F9,Other F-gas use,,,,,,,,,,,,,,,,,,,,,,,3.01E-06,1.69E-05,4.20E-05,1.19E-04,8.25E-04,2.74E-03,6.79E-03,1.17E-02,3.11E-02,3.97E-02,6.09E-02,8.51E-02,1.22E-01,1.66E-01,1.95E-01,2.26E-01,2.56E-01
Annex_I,Ukraine +,BLR,Belarus,2F9,Other F-gas use,,,,,,,,,,,,,,,,,,,,,,,3.48E-06,1.73E-05,4.19E-05,9.13E-05,2.16E-04,5.22E-04,1.14E-03,1.98E-03,3.33E-03,5.35E-03,7.89E-03,1.14E-02,1.74E-02,2.49E-02,2.89E-02,3.36E-02,3.82E-02
Non-Annex_I,Ukraine +,MDA,"Moldova, Republic of",2F9,Other F-gas use,,,,,,,,,,,,,,,,,,,,,,,1.78E-07,1.00E-06,1.45E-06,3.79E-06,7.60E-06,1.52E-05,2.48E-05,3.76E-05,5.91E-05,9.81E-05,1.54E-04,2.24E-04,3.24E-04,4.53E-04,5.35E-04,6.21E-04,7.07E-04
Annex_I,Ukraine +,UKR,Ukraine,2F9,Other F-gas use,,,,,,,,,,,,,,,,,,,,,,,5.89E-06,2.60E-05,4.93E-05,1.04E-04,1.90E-04,3.49E-04,6.27E-04,1.01E-03,1.70E-03,2.95E-03,4.35E-03,6.56E-03,1.01E-02,1.29E-02,1.58E-02,1.83E-02,2.09E-02
Non-Annex_I,Asia-Stan,KAZ,Kazakhstan,2F9,Other F-gas use,,,,,,,,,,,,,,,,,,,,,,,3.15E-06,1.50E-05,3.48E-05,7.81E-05,1.74E-04,3.43E-04,6.09E-04,1.03E-03,1.86E-03,3.53E-03,5.76E-03,8.86E-03,1.34E-02,1.97E-02,2.28E-02,2.67E-02,3.05E-02
Non-Annex_I,Asia-Stan,KGZ,Kyrgyzstan,2F9,Other F-gas use,,,,,,,,,,,,,,,,,,,,,,,4.11E-07,1.67E-06,3.21E-06,7.64E-06,1.94E-05,4.55E-05,8.83E-05,1.54E-04,2.57E-04,4.20E-04,5.66E-04,8.29E-04,1.18E-03,1.41E-03,1.77E-03,2.04E-03,2.31E-03
Non-Annex_I,Asia-Stan,TJK,Tajikistan,2F9,Other F-gas use,,,,,,,,,,,,,,,,,,,,,,,3.23E-07,1.27E-06,2.34E-06,4.69E-06,7.02E-06,1.37E-05,2.75E-05,4.66E-05,8.00E-05,1.40E-04,2.20E-04,3.35E-04,5.03E-04,6.97E-04,8.26E-04,9.61E-04,1.10E-03
