# File: EDGAR_HFC152a.csv
# Title: EDGAR F gases trend
# Units: Kt
# Source: EDGAR v4.2
# Description: EDGAR inventory of F gases (1970 - 2008)
IPCC-Annex,World Region,ISO_A3,Name,IPCC,IPCC_description,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008
Non-Annex_I,Ukraine +,MDA,"Moldova, Republic of",2F9,Other F-gas use,,,,,,,,,,,,,,,,,,,,,5.48E-07,7.17E-05,8.91E-05,1.46E-04,9.74E-05,1.37E-04,1.40E-04,1.58E-04,1.50E-04,1.51E-04,1.72E-04,2.05E-04,2.82E-04,3.60E-04,4.44E-04,5.40E-04,5.94E-04,6.68E-04,7.41E-04
Annex_I,Ukraine +,UKR,Ukraine,2F9,Other F-gas use,,,,,,,,,,,,,,,,,,,,,8.73E-06,1.41E-03,2.94E-03,3.81E-03,3.31E-03,3.75E-03,3.51E-03,3.63E-03,3.79E-03,4.07E-03,4.93E-03,6.17E-03,7.96E-03,1.05E-02,1.39E-02,1.54E-02,1.75E-02,1.97E-02,2.19E-02
Non-Annex_I,Asia-Stan,KAZ,Kazakhstan,2F9,Other F-gas use,,,,,,,,,,,,,,,,,,,,,3.77E-06,5.58E-04,1.23E-03,1.71E-03,1.83E-03,2.20E-03,2.51E-03,2.79E-03,2.88E-03,3.25E-03,4.23E-03,5.77E-03,8.24E-03,1.11E-02,1.44E-02,1.84E-02,2.02E-02,2.30E-02,2.58E-02
Non-Annex_I,Asia-Stan,KGZ,Kyrgyzstan,2F9,Other F-gas use,,,,,,,,,,,,,,,,,,,,,5.74E-07,8.90E-05,1.61E-04,1.91E-04,1.69E-04,2.16E-04,2.81E-04,3.70E-04,4.18E-04,4.84E-04,5.85E-04,6.88E-04,8.11E-04,1.04E-03,1.27E-03,1.31E-03,1.50E-03,1.65E-03,1.81E-03
Non-Annex_I,Asia-Stan,TJK,Tajikistan,2F9,Other F-gas use,,,,,,,,,,,,,,,,,,,,,6.59E-07,1.04E-04,1.27E-04,1.46E-04,1.23E-04,1.32E-04,1.01E-04,1.11E-04,1.30E-04,1.46E-04,1.82E-04,2.29E-04,3.15E-04,4.22E-04,5.40E-04,6.49E-04,7.23E-04,8.18E-04,9.13E-04
Non-Annex_I,Asia-Stan,TKM,Turkmenistan,2F9,Other F-gas use,,,,,,,,,,,,,,,,,,,,,5.83E-07,9.88E-05,2.22E-04,3.08E-04,3.00E-04,3.73E-04,3.68E-04,3.13E-04,3.82E-04,5.45E-04,8.05E-04,1.27E-03,2.03E-03,2.94E-03,3.45E-03,3.98E-03,4.73E-03,5.38E-03,6.04E-03
Non-Annex_I,Asia-Stan,UZB,Uzbekistan,2F9,Other F-gas use,,,,,,,,,,,,,,,,,,,,,6.74E-06,1.22E-03,2.35E-03,3.75E-03,4.68E-03,6.56E-03,7.66E-03,9.17E-03,1.07E-02,1.23E-02,1.41E-02,1.58E-02,1.96E-02,2.32E-02,2.79E-02,3.29E-02,3.54E-02,3.91E-02,4.28E-02
Non-Annex_I,Russia +,ARM,Armenia,2F9,Other F-gas use,,,,,,,,,,,,,,,,,,,,,4.12E-06,5.82E-04,4.72E-04,6.40E-04,9.69E-04,1.55E-03,1.93E-03,2.20E-03,2.70E-03,3.09E-03,3.79E-03,4.92E-03,7.70E-03,1.17E-02,1.58E-02,2.25E-02,2.40E-02,2.77E-02,3.14E-02
Non-Annex_I,Russia +,AZE,Azerbaijan,2F9,Other F-gas use,,,,,,,,,,,,,,,,,,,,,8.65E-07,1.58E-04,2.40E-04,2.42E-04,2.21E-04,2.48E-04,2.91E-04,3.57E-04,4.67E-04,5.77E-04,7.65E-04,9.61E-04,1.35E-03,1.83E-03,2.30E-03,3.75E-03,3.75E-03,4.29E-03,4.84E-03
Non-Annex_I,Russia +,GEO,Georgia,2F9,Other F-gas use,,,,,,,,,,,,,,,,,,,,,6.92E-07,8.02E-05,5.98E-05,4.94E-05,5.46E-05,8.18E-05,1.14E-04,1.51E-04,1.72E-04,1.96E-04,2.22E-04,2.62E-04,3.52E-04,5.02E-04,6.17E-04,8.00E-04,8.66E-04,9.81E-04,1.10E-03
Annex_I,Russia +,RUS,Russian Federation,2F9,Other F-gas use,,,,,,,,,,,,,,,,,,,,,1.87E-04,3.22E-02,6.19E-02,9.00E-02,1.00E-01,1.35E-01,1.45E-01,1.63E-01,1.60E-01,1.94E-01,2.52E-01,2.92E-01,3.73E-01,4.74E-01,5.66E-01,6.63E-01,7.30E-01,8.13E-01,8.95E-01
Non-Annex_I,Middle_East,ISR,Israel,2F9,Other F-gas use,,,,,,,,,,,,,,,,,,,,,4.10E-05,4.57E-03,9.63E-03,1.55E-02,2.18E-02,3.24E-02,4.02E-02,4.71E-02,5.45E-02,6.17E-02,7.20E-02,7.44E-02,8.44E-02,9.24E-02,9.74E-02,1.03E-01,1.09E-01,1.15E-01,1.21E-01
Non-Annex_I,Middle_East,JOR,Jordan,2F9,Other F-gas use,,,,,,,,,,,,,,,,,,,,,1.19E-08,1.19E-06,3.09E-06,4.86E-06,6.74E-06,1.01E-05,2.78E-04,5.59E-04,8.40E-04,1.11E-03,2.08E-03,2.90E-03,4.21E-03,5.43E-03,7.03E-03,8.81E-03,9.76E-03,1.11E-02,1.24E-02
Non-Annex_I,Middle_East,KWT,Kuwait,2F9,Other F-gas use,,,,,,,,,,,,,,,,,,,,,2.20E-05,2.07E-03,3.69E-03,5.00E-03,6.00E-03,7.84E-03,8.82E-03,9.94E-03,1.15E-02,1.27E-02,1.55E-02,1.77E-02,2.38E-02,3.19E-02,3.74E-02,4.29E-02,4.84E-02,5.41E-02,5.97E-02
Non-Annex_I,Middle_East,OMN,Oman,2F9,Other F-gas use,,,,,,,,,,,,,,,,,,,,,2.73E-06,2.79E-04,5.71E-04,8.75E-04,1.15E-03,1.63E-03,1.64E-03,1.66E-03,1.62E-03,1.53E-03,8.99E-04,2.90E-03,5.46E-03,8.15E-03,1.09E-02,1.38E-02,1.61E-02,1.87E-02,2.13E-02
Non-Annex_I,Middle_East,SAU,Saudi Arabia,2F9,Other F-gas use,,,,,,,,,,,,,,,,,,,,,7.64E-06,7.92E-04,1.50E-03,2.15E-03,2.72E-03,3.62E-03,4.24E-03,4.70E-03,5.17E-03,5.37E-03,6.20E-03,6.57E-03,7.70E-03,9.42E-03,1.06E-02,1.21E-02,1.30E-02,1.41E-02,1.53E-02
Non-Annex_I,Korea,PRK,"Korea, Democratic People's Republic of",2F9,Other F-gas use,,,,,,,,,,,,,,,,,,,,,2.01E-05,1.74E-03,2.79E-03,3.69E-03,4.53E-03,5.54E-03,1.28E-02,1.73E-02,2.25E-02,2.77E-02,4.56E-02,4.32E-02,4.83E-02,5.14E-02,5.18E-02,5.20E-02,5.41E-02,5.54E-02,5.68E-02
Non-Annex_I,China +,CHN,China,2F9,Other F-gas use,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Non-Annex_I,Southeastern Asia,BRN,Brunei Darussalam,2F9,Other F-gas use,,,,,,,,,,,,,,,,,,,,,3.05E-06,3.10E-04,5.87E-04,8.62E-04,1.13E-03,1.58E-03,3.42E-03,5.28E-03,6.57E-03,8.30E-03,1.38E-02,1.57E-02,1.95E-02,2.31E-02,2.51E-02,2.72E-02,3.04E-02,3.31E-02,3.58E-02
Non-Annex_I,Southeastern Asia,SGP,Singapore,2F9,Other F-gas use,,,,,,,,,,,,,,,,,,,,,4.79E-05,5.04E-03,1.03E-02,1.69E-02,2.41E-02,3.56E-02,4.60E-02,5.64E-02,6.38E-02,7.48E-02,9.43E-02,9.64E-02,1.13E-01,1.25E-01,1.34E-01,1.42E-01,1.52E-01,1.62E-01,1.72E-01
Non-Annex_I,Indonesia +,PNG,Papua New Guinea,2F9,Other F-gas use,,,,,,,,,,,,,,,,,,,,,2.02E-06,2.32E-04,5.62E-04,1.13E-03,1.60E-03,2.00E-03,2.11E-03,1.69E-03,1.35E-03,1.33E-03,5.08E-05,6.06E-04,1.28E-03,2.09E-03,2.90E-03,3.83E-03,4.44E-03,5.20E-03,5.96E-03
Annex_I,Japan,JPN,Japan,2F9,Other F-gas use,,,,,,,,,,,,,,,,,,,,,1.76E-03,1.86E-01,3.68E-01,5.53E-01,7.31E-01,1.03E+00,1.23E+00,1.40E+00,1.54E+00,1.70E+00,1.93E+00,1.99E+00,2.28E+00,2.51E+00,2.62E+00,2.73E+00,2.93E+00,3.09E+00,3.25E+00
Annex_I,Oceania,AUS,Australia,2F9,Other F-gas use,,,,,,,,,,,,,,,,,,,,,1.74E-04,1.80E-02,3.66E-02,5.69E-02,7.75E-02,1.11E-01,1.35E-01,1.57E-01,1.81E-01,2.06E-01,2.33E-01,2.46E-01,2.88E-01,3.22E-01,3.38E-01,3.53E-01,3.84E-01,4.08E-01,4.32E-01
Annex_I,Oceania,NZL,New Zealand,2F9,Other F-gas use,,,,,,,,,,,,,,,,,,,,,2.33E-05,2.38E-03,4.79E-03,7.73E-03,1.07E-02,1.56E-02,1.90E-02,2.17E-02,2.43E-02,2.81E-02,3.18E-02,3.38E-02,4.02E-02,4.49E-02,4.76E-02,4.95E-02,5.43E-02,5.79E-02,6.14E-02
