# File: EDGAR_HFC365mfc.csv
# Title: EDGAR F gases trend
# Units: Kt
# Source: EDGAR v4.2
# Description: EDGAR inventory of F gases (1970 - 2008)
IPCC-Annex,World Region,ISO_A3,Name,IPCC,IPCC_description,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008
Non-Annex_I,Central Europe,ALB,Albania,2F9,Other F-gas use,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.39E-06,5.38E-05,1.38E-04,1.85E-04,2.31E-04,2.75E-04,3.18E-04
Annex_I,Central Europe,BGR,Bulgaria,2F9,Other F-gas use,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.96E-05,3.04E-04,7.56E-04,9.82E-04,1.25E-03,1.48E-03,1.72E-03
Non-Annex_I,Central Europe,BIH,Bosnia and Herzegovina,2F9,Other F-gas use,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.34E-05,3.67E-04,1.02E-03,1.35E-03,1.67E-03,1.99E-03,2.31E-03
Non-Annex_I,Central Europe,CYP,Cyprus,2F9,Other F-gas use,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.16E-05,1.78E-04,4.08E-04,4.90E-04,6.58E-04,7.79E-04,9.01E-04
Annex_I,Central Europe,CZE,Czech Republic,2F9,Other F-gas use,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.67E-04,9.68E-04,2.26E-03,2.82E-03,3.70E-03,4.38E-03,5.07E-03
Annex_I,Central Europe,EST,Estonia,2F9,Other F-gas use,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.05E-06,2.58E-05,6.66E-05,9.17E-05,1.13E-04,1.34E-04,1.56E-04
Annex_I,Central Europe,HRV,Croatia,2F9,Other F-gas use,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.66E-06,5.19E-05,1.22E-04,1.52E-04,1.99E-04,2.36E-04,2.73E-04
Annex_I,Central Europe,HUN,Hungary,2F9,Other F-gas use,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.91E-04,1.11E-03,2.63E-03,3.23E-03,4.26E-03,5.05E-03,5.85E-03
Annex_I,Central Europe,LTU,Lithuania,2F9,Other F-gas use,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.11E-05,5.34E-04,1.33E-03,1.74E-03,2.21E-03,2.62E-03,3.04E-03
Annex_I,Central Europe,LVA,Latvia,2F9,Other F-gas use,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00E-04,6.47E-04,1.70E-03,2.38E-03,2.90E-03,3.45E-03,4.00E-03
Non-Annex_I,Central Europe,MKD,"Macedonia, the former Yugoslav Republic of",2F9,Other F-gas use,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.21E-05,1.28E-04,3.05E-04,3.80E-04,4.98E-04,5.90E-04,6.83E-04
Non-Annex_I,Central Europe,MLT,Malta,2F9,Other F-gas use,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.13E-05,6.18E-05,1.36E-04,1.64E-04,2.21E-04,2.62E-04,3.03E-04
Annex_I,Central Europe,POL,Poland,2F9,Other F-gas use,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.73E-04,1.61E-03,3.85E-03,4.70E-03,6.21E-03,7.36E-03,8.51E-03
Annex_I,Central Europe,ROU,Romania,2F9,Other F-gas use,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.21E-05,3.82E-04,9.91E-04,1.25E-03,1.61E-03,1.91E-03,2.21E-03
Non-Annex_I,Central Europe,SCG,Serbia and Montenegro,2F9,Other F-gas use,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.26E-03,6.69E-03,1.52E-02,1.80E-02,2.43E-02,2.88E-02,3.33E-02
Annex_I,Central Europe,SVK,Slovakia,2F9,Other F-gas use,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.83E-05,2.85E-04,6.79E-04,8.56E-04,1.11E-03,1.32E-03,1.53E-03
Annex_I,Central Europe,SVN,Slovenia,2F9,Other F-gas use,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.10E-05,4.05E-04,9.39E-04,1.14E-03,1.52E-03,1.80E-03,2.08E-03
Annex_I,Turkey,TUR,Turkey,2F9,Other F-gas use,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.71E-04,2.25E-03,5.75E-03,7.50E-03,9.50E-03,1.13E-02,1.31E-02
Annex_I,Ukraine +,BLR,Belarus,2F9,Other F-gas use,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.06E-05,3.19E-04,8.67E-04,1.19E-03,1.46E-03,1.74E-03,2.01E-03
Non-Annex_I,Ukraine +,MDA,"Moldova, Republic of",2F9,Other F-gas use,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.88E-07,6.26E-06,1.61E-05,2.17E-05,2.70E-05,3.21E-05,3.72E-05
Annex_I,Ukraine +,UKR,Ukraine,2F9,Other F-gas use,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.79E-05,1.83E-04,5.04E-04,6.16E-04,7.96E-04,9.46E-04,1.10E-03
Non-Annex_I,Asia-Stan,KAZ,Kazakhstan,2F9,Other F-gas use,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.89E-05,1.94E-04,5.21E-04,7.37E-04,8.93E-04,1.06E-03,1.23E-03
Non-Annex_I,Asia-Stan,KGZ,Kyrgyzstan,2F9,Other F-gas use,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.84E-06,1.81E-05,4.60E-05,5.26E-05,7.11E-05,8.43E-05,9.75E-05
Non-Annex_I,Asia-Stan,TJK,Tajikistan,2F9,Other F-gas use,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.10E-06,7.33E-06,1.96E-05,2.61E-05,3.25E-05,3.86E-05,4.47E-05
Non-Annex_I,Asia-Stan,TKM,Turkmenistan,2F9,Other F-gas use,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.12E-06,5.10E-05,1.25E-04,1.60E-04,2.06E-04,2.44E-04,2.83E-04
Non-Annex_I,Asia-Stan,UZB,Uzbekistan,2F9,Other F-gas use,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.88E-05,4.03E-04,1.01E-03,1.32E-03,1.68E-03,1.99E-03,2.30E-03
Non-Annex_I,Russia +,ARM,Armenia,2F9,Other F-gas use,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.70E-05,2.03E-04,5.75E-04,9.01E-04,1.04E-03,1.24E-03,1.43E-03
Non-Annex_I,Russia +,AZE,Azerbaijan,2F9,Other F-gas use,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.74E-06,3.17E-05,8.34E-05,1.50E-04,1.65E-04,1.97E-04,2.28E-04
Non-Annex_I,Russia +,GEO,Georgia,2F9,Other F-gas use,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.23E-06,8.72E-06,2.24E-05,3.21E-05,3.89E-05,4.62E-05,5.36E-05
Annex_I,Russia +,RUS,Russian Federation,2F9,Other F-gas use,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.31E-03,8.23E-03,2.06E-02,2.66E-02,3.39E-02,4.03E-02,4.66E-02
Non-Annex_I,Middle_East,ISR,Israel,2F9,Other F-gas use,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.96E-04,1.60E-03,3.54E-03,4.13E-03,5.66E-03,6.70E-03,7.74E-03
Non-Annex_I,Middle_East,JOR,Jordan,2F9,Other F-gas use,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.47E-05,9.44E-05,2.55E-04,3.53E-04,4.32E-04,5.13E-04,5.95E-04
Non-Annex_I,Middle_East,KWT,Kuwait,2F9,Other F-gas use,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.34E-05,5.55E-04,1.36E-03,1.72E-03,2.22E-03,2.64E-03,3.05E-03
Non-Annex_I,Middle_East,OMN,Oman,2F9,Other F-gas use,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.91E-05,1.42E-04,3.95E-04,5.53E-04,6.70E-04,7.97E-04,9.24E-04
Non-Annex_I,Middle_East,SAU,Saudi Arabia,2F9,Other F-gas use,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.70E-05,1.64E-04,3.85E-04,4.84E-04,6.32E-04,7.49E-04,8.66E-04
Non-Annex_I,Korea,PRK,"Korea, Democratic People's Republic of",2F9,Other F-gas use,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.69E-04,8.92E-04,1.88E-03,2.08E-03,2.96E-03,3.50E-03,4.04E-03
Non-Annex_I,China +,CHN,China,2F9,Other F-gas use,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Non-Annex_I,Southeastern Asia,BRN,Brunei Darussalam,2F9,Other F-gas use,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.83E-05,4.01E-04,9.13E-04,1.09E-03,1.47E-03,1.74E-03,2.01E-03
Non-Annex_I,Southeastern Asia,SGP,Singapore,2F9,Other F-gas use,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.96E-04,2.17E-03,4.88E-03,5.70E-03,7.77E-03,9.21E-03,1.06E-02
Non-Annex_I,Indonesia +,PNG,Papua New Guinea,2F9,Other F-gas use,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.49E-06,3.62E-05,1.05E-04,1.54E-04,1.82E-04,2.16E-04,2.51E-04
Annex_I,Japan,JPN,Japan,2F9,Other F-gas use,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.98E-03,4.36E-02,9.52E-02,1.10E-01,1.52E-01,1.79E-01,2.07E-01
Annex_I,Oceania,AUS,Australia,2F9,Other F-gas use,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.01E-03,5.60E-03,1.23E-02,1.42E-02,1.95E-02,2.31E-02,2.67E-02
Annex_I,Oceania,NZL,New Zealand,2F9,Other F-gas use,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.41E-04,7.80E-04,1.73E-03,1.99E-03,2.74E-03,3.25E-03,3.75E-03
