# File: EDGAR_C2F6.csv
# Title: C2F6 Emissions by country and main source category
# Units: Gg
# Comments: Date calculated December 15 2011 3:12 pm 
# Years: years 1970 to 2008
# Source:  European Commission Joint Research Centre (JRC)/PBL Netherlands Environmental Assessment Agency. Emission Database for Global Atmospheric Research (EDGAR) release version 4.2.
IPCC_Annex,World_Region,ISO_A3,Name,IPCC,IPCC_description,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008
Non-Annex_I,Asia-Stan,TJK,Tajikistan,2C,Production of metals,9.24E-03,9.94E-03,1.05E-02,1.14E-02,1.20E-02,1.29E-02,1.34E-02,1.38E-02,1.40E-02,1.47E-02,7.17E-02,7.34E-02,6.39E-02,6.97E-02,7.37E-02,7.71E-02,8.09E-02,8.43E-02,8.49E-02,8.52E-02,7.86E-02,1.12E-01,1.08E-01,6.52E-02,5.93E-02,5.20E-02,3.88E-02,3.45E-02,2.74E-02,2.55E-02,2.24E-02,1.59E-02,8.29E-03,8.61E-03,9.65E-03,1.02E-02,1.12E-02,1.13E-02,9.13E-03
Non-Annex_I,Russia +,ARM,Armenia,2C,Production of metals,1.18E-03,1.26E-03,1.34E-03,1.45E-03,1.53E-03,1.63E-03,1.71E-03,1.75E-03,1.79E-03,1.87E-03,1.88E-03,1.92E-03,1.98E-03,1.66E-03,4.97E-04,,,,,,,,,,,,,,,,,,,,,,,,
Non-Annex_I,Russia +,AZE,Azerbaijan,2C,Production of metals,2.48E-03,2.66E-03,2.82E-03,3.06E-03,3.25E-03,3.47E-03,3.63E-03,3.72E-03,3.78E-03,3.97E-03,3.99E-03,4.08E-03,4.21E-03,4.63E-03,5.25E-03,5.39E-03,5.44E-03,5.30E-03,5.37E-03,3.55E-03,2.41E-03,2.27E-03,1.59E-03,1.08E-03,5.81E-04,2.86E-04,8.16E-05,3.88E-04,3.88E-04,3.88E-04,3.88E-04,3.88E-04,3.88E-04,1.43E-03,2.30E-03,2.45E-03,2.45E-03,2.99E-03,3.07E-03
Annex_I,Russia +,RUS,Russian Federation,2C,Production of metals,6.75E-02,7.18E-02,7.59E-02,8.24E-02,9.23E-02,9.82E-02,1.02E-01,1.04E-01,1.06E-01,1.11E-01,1.11E-01,1.14E-01,1.17E-01,1.37E-01,1.45E-01,1.74E-01,1.83E-01,1.92E-01,1.92E-01,1.93E-01,1.79E-01,2.50E-01,2.45E-01,2.52E-01,2.65E-01,2.60E-01,2.63E-01,2.57E-01,2.53E-01,2.52E-01,2.47E-01,2.38E-01,2.29E-01,2.36E-01,2.42E-01,2.45E-01,2.50E-01,2.64E-01,2.54E-01
Annex_I,Russia +,RUS,Russian Federation,2F7,Semiconductor/Electronics Manufacture,,1.17E-04,2.25E-04,5.58E-04,8.37E-04,1.07E-03,1.50E-03,1.61E-03,2.14E-03,2.89E-03,3.53E-03,3.64E-03,3.82E-03,4.83E-03,7.06E-03,5.87E-03,7.27E-03,9.00E-03,1.25E-02,1.34E-02,1.42E-02,1.12E-02,3.16E-03,1.78E-04,9.85E-04,5.58E-04,4.16E-03,7.78E-03,5.57E-03,7.08E-03,5.69E-03,7.13E-03,5.46E-02,1.87E-02,1.23E-02,9.26E-03,1.77E-02,1.76E-02,1.76E-02
Annex_I,Russia +,RUS,Russian Federation,2F9,Other F-gas use,,8.00E-07,1.60E-06,2.40E-06,3.20E-06,4.00E-06,4.80E-06,5.60E-06,6.40E-06,7.20E-06,8.00E-06,9.00E-06,9.50E-06,1.05E-05,1.10E-05,1.20E-05,1.30E-05,1.35E-05,1.45E-05,1.50E-05,1.60E-05,1.70E-05,1.75E-05,1.85E-05,1.90E-05,2.00E-05,2.10E-05,2.15E-05,2.25E-05,2.35E-05,2.40E-05,2.50E-05,2.55E-05,2.65E-05,2.75E-05,2.80E-05,2.89E-05,2.97E-05,3.06E-05
Non-Annex_I,Middle_East,ARE,United Arab Emirates,2C,Production of metals,,,,,,,,,,,,,,,,,,,,,5.22E-03,5.98E-03,4.90E-03,3.63E-03,2.47E-03,2.25E-03,2.27E-03,3.07E-03,2.64E-03,3.03E-03,2.94E-03,2.81E-03,2.68E-03,2.80E-03,3.42E-03,3.61E-03,4.31E-03,4.45E-03,4.55E-03
Non-Annex_I,Middle_East,BHR,Bahrain,2C,Production of metals,,3.47E-03,4.18E-02,3.50E-02,4.01E-02,3.94E-02,4.15E-02,4.11E-02,4.18E-02,4.28E-02,4.28E-02,4.42E-02,5.81E-02,5.85E-02,6.02E-02,5.95E-02,6.09E-02,6.16E-02,6.22E-02,6.36E-02,7.25E-02,5.35E-03,5.86E-03,6.72E-03,4.51E-03,4.21E-03,4.03E-03,3.98E-03,3.76E-03,3.46E-03,3.18E-03,2.94E-03,2.59E-03,2.66E-03,2.66E-03,3.76E-03,4.36E-03,4.33E-03,4.33E-03
Non-Annex_I,Middle_East,IRN,"Iran, Islamic Republic of",2C,Production of metals,,,3.60E-04,2.02E-03,2.94E-03,3.06E-03,1.85E-03,1.25E-03,1.53E-03,8.40E-04,9.60E-04,7.50E-04,2.70E-03,2.35E-03,3.12E-03,3.33E-03,2.95E-03,2.69E-03,2.92E-03,1.54E-03,3.92E-03,5.58E-03,5.81E-03,4.91E-03,6.22E-03,5.84E-03,4.01E-03,3.54E-03,3.91E-03,3.72E-03,2.51E-03,2.26E-03,1.79E-03,1.80E-03,2.13E-03,2.18E-03,2.07E-03,2.06E-03,2.10E-03
Non-Annex_I,Middle_East,ISR,Israel,2F7,Semiconductor/Electronics Manufacture,,2.70E-05,4.50E-05,1.17E-04,1.80E-04,2.34E-04,3.33E-04,3.60E-04,4.77E-04,6.48E-04,7.92E-04,8.19E-04,8.64E-04,1.10E-03,1.60E-03,1.33E-03,1.65E-03,2.03E-03,2.83E-03,3.03E-03,3.09E-03,3.15E-03,3.23E-03,4.27E-03,4.91E-03,6.25E-03,7.18E-03,8.07E-03,8.87E-03,9.28E-03,6.79E-03,1.14E-02,1.11E-02,1.06E-02,8.77E-03,8.26E-03,9.38E-03,9.35E-03,9.32E-03
Non-Annex_I,Middle_East,ISR,Israel,2F9,Other F-gas use,,8.00E-07,1.60E-06,2.40E-06,3.20E-06,4.00E-06,4.80E-06,5.60E-06,6.40E-06,7.20E-06,8.00E-06,9.00E-06,9.50E-06,1.05E-05,1.10E-05,1.20E-05,1.30E-05,1.35E-05,1.45E-05,1.50E-05,1.60E-05,1.70E-05,1.75E-05,1.85E-05,1.90E-05,2.00E-05,2.10E-05,2.15E-05,2.25E-05,2.35E-05,2.40E-05,2.50E-05,2.55E-05,2.65E-05,2.75E-05,2.80E-05,2.89E-05,2.97E-05,3.06E-05
Non-Annex_I,Middle_East,OMN,Oman,2C,Production of metals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.17E-04
Non-Annex_I,India +,IND,India,2C,Production of metals,1.19E-02,1.32E-02,1.49E-02,1.14E-02,9.44E-03,1.24E-02,1.56E-02,1.36E-02,1.51E-02,1.56E-02,1.36E-02,1.56E-02,1.59E-02,1.49E-02,1.96E-02,1.90E-02,1.35E-02,1.29E-02,1.42E-02,2.15E-02,2.15E-02,2.40E-02,1.91E-02,1.68E-02,1.59E-02,1.56E-02,1.69E-02,1.58E-02,1.56E-02,1.74E-02,1.80E-02,1.37E-02,1.44E-02,1.66E-02,1.84E-02,1.23E-02,1.45E-02,1.60E-02,1.71E-02
Non-Annex_I,India +,IND,India,2F7,Semiconductor/Electronics Manufacture,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.50E-06,8.93E-06,1.36E-05,1.65E-05,2.22E-05,2.54E-05,2.89E-05,3.27E-05,3.64E-05
Non-Annex_I,India +,IND,India,2F9,Other F-gas use,,4.00E-07,8.00E-07,1.20E-06,1.60E-06,2.00E-06,2.40E-06,2.80E-06,3.20E-06,3.60E-06,4.00E-06,4.50E-06,5.00E-06,5.00E-06,5.50E-06,6.00E-06,6.50E-06,7.00E-06,7.00E-06,7.50E-06,8.00E-06,8.50E-06,9.00E-06,9.00E-06,9.50E-06,1.00E-05,1.05E-05,1.10E-05,1.10E-05,1.15E-05,1.20E-05,1.25E-05,1.30E-05,1.30E-05,1.35E-05,1.40E-05,1.43E-05,1.47E-05,1.50E-05
Non-Annex_I,Korea,KOR,"Korea, Republic of",2C,Production of metals,1.24E-03,1.41E-03,1.32E-03,1.18E-03,1.26E-03,1.26E-03,1.27E-03,1.30E-03,1.43E-03,1.55E-03,1.25E-03,1.24E-03,1.08E-03,8.93E-04,1.30E-03,1.21E-03,1.29E-03,1.18E-03,1.13E-03,1.10E-03,9.26E-04,9.37E-04,,,,,,,,,,,,,,,,,
Non-Annex_I,Korea,KOR,"Korea, Republic of",2F7,Semiconductor/Electronics Manufacture,,3.87E-04,7.74E-04,1.94E-03,2.91E-03,3.71E-03,5.18E-03,5.55E-03,7.41E-03,1.00E-02,1.22E-02,1.26E-02,1.32E-02,1.67E-02,2.44E-02,2.03E-02,2.52E-02,3.12E-02,4.32E-02,4.64E-02,4.72E-02,4.78E-02,4.86E-02,6.02E-02,6.63E-02,8.21E-02,1.21E-01,1.33E-01,1.61E-01,1.69E-01,1.54E-01,2.09E-01,2.08E-01,2.09E-01,1.82E-01,1.73E-01,1.91E-01,1.92E-01,1.92E-01
Non-Annex_I,Korea,KOR,"Korea, Republic of",2F9,Other F-gas use,,4.00E-07,8.00E-07,1.20E-06,1.60E-06,2.00E-06,2.40E-06,2.80E-06,3.20E-06,3.60E-06,4.00E-06,4.50E-06,5.00E-06,5.00E-06,5.50E-06,6.00E-06,6.50E-06,7.00E-06,7.00E-06,7.50E-06,8.00E-06,8.50E-06,9.00E-06,9.00E-06,9.50E-06,1.00E-05,1.05E-05,1.10E-05,1.10E-05,1.15E-05,1.20E-05,1.25E-05,1.30E-05,1.30E-05,1.35E-05,1.40E-05,1.43E-05,1.47E-05,1.50E-05
Non-Annex_I,China +,CHN,China,2C,Production of metals,9.90E-03,1.98E-02,1.98E-02,2.06E-02,2.06E-02,2.29E-02,2.45E-02,2.68E-02,2.76E-02,2.76E-02,2.65E-02,2.64E-02,3.02E-02,3.21E-02,3.02E-02,3.09E-02,3.03E-02,4.35E-02,4.96E-02,5.02E-02,5.51E-02,5.43E-02,6.49E-02,7.32E-02,7.61E-02,9.23E-02,8.34E-02,9.21E-02,1.00E-01,9.67E-02,9.24E-02,8.84E-02,9.02E-02,1.04E-01,1.14E-01,1.19E-01,1.30E-01,1.52E-01,1.57E-01
Non-Annex_I,China +,CHN,China,2F7,Semiconductor/Electronics Manufacture,,2.70E-05,4.50E-05,1.08E-04,1.62E-04,2.07E-04,2.88E-04,3.06E-04,4.05E-04,5.49E-04,6.75E-04,6.93E-04,7.29E-04,9.18E-04,1.34E-03,1.12E-03,1.39E-03,1.71E-03,2.38E-03,2.55E-03,2.59E-03,2.64E-03,2.71E-03,3.59E-03,4.12E-03,5.25E-03,6.02E-03,6.77E-03,7.44E-03,1.86E-02,2.39E-02,5.01E-02,5.99E-02,7.01E-02,6.84E-02,7.30E-02,8.86E-02,9.75E-02,1.06E-01
Non-Annex_I,China +,TWN,Taiwan_Province of China,2F7,Semiconductor/Electronics Manufacture,,7.20E-05,1.44E-04,3.69E-04,5.49E-04,7.02E-04,9.81E-04,1.05E-03,1.40E-03,1.90E-03,2.32E-03,2.39E-03,2.51E-03,3.18E-03,4.64E-03,3.86E-03,4.79E-03,5.92E-03,8.23E-03,8.82E-03,8.97E-03,1.14E-02,1.30E-02,1.87E-02,2.69E-02,4.83E-02,8.11E-02,1.48E-01,1.46E-01,2.11E-01,3.24E-01,2.87E-01,3.39E-01,3.55E-01,3.43E-01,2.12E-01,2.72E-01,2.61E-01,2.51E-01
Non-Annex_I,Southeastern Asia,MYS,Malaysia,2F7,Semiconductor/Electronics Manufacture,,,,9.00E-06,9.00E-06,9.00E-06,9.00E-06,9.00E-06,9.00E-06,9.00E-06,9.00E-06,9.00E-06,9.00E-06,9.00E-06,1.80E-05,1.80E-05,2.70E-05,3.60E-05,4.50E-05,4.50E-05,4.21E-05,4.29E-05,4.40E-05,5.83E-05,6.69E-05,8.53E-05,9.79E-05,1.10E-04,1.21E-04,4.25E-03,6.90E-03,1.59E-02,2.00E-02,2.42E-02,2.41E-02,2.61E-02,3.20E-02,3.56E-02,3.92E-02
Non-Annex_I,Southeastern Asia,SGP,Singapore,2F7,Semiconductor/Electronics Manufacture,,7.20E-05,1.44E-04,3.60E-04,5.40E-04,6.93E-04,9.72E-04,1.04E-03,1.40E-03,1.88E-03,2.30E-03,2.37E-03,2.48E-03,3.14E-03,4.59E-03,3.82E-03,4.73E-03,5.86E-03,8.14E-03,8.72E-03,8.87E-03,9.04E-03,9.28E-03,1.23E-02,1.41E-02,1.80E-02,2.06E-02,2.32E-02,2.55E-02,3.35E-02,3.20E-02,5.60E-02,5.93E-02,6.36E-02,5.80E-02,5.87E-02,6.89E-02,7.30E-02,7.71E-02
Non-Annex_I,Indonesia +,IDN,Indonesia,2C,Production of metals,,,,,,,,,,,,,,8.34E-03,1.24E-02,1.30E-02,1.30E-02,1.27E-02,1.02E-02,1.10E-02,1.05E-02,8.91E-03,1.03E-02,9.18E-03,9.41E-03,8.70E-03,7.63E-03,6.41E-03,3.38E-03,2.25E-03,2.72E-03,2.29E-03,1.36E-03,1.70E-03,2.05E-03,2.14E-03,2.13E-03,2.06E-03,2.07E-03
Annex_I,Japan,JPN,Japan,2C,Production of metals,7.47E-02,8.89E-02,1.01E-01,1.15E-01,1.16E-01,1.03E-01,1.00E-01,1.25E-01,1.18E-01,1.19E-01,1.28E-01,1.04E-01,6.83E-02,6.26E-02,6.53E-02,6.18E-02,5.50E-02,5.58E-02,5.40E-02,5.55E-02,5.84E-02,5.88E-02,5.66E-02,5.32E-02,6.19E-02,6.26E-02,6.09E-02,6.52E-02,5.90E-02,5.87E-02,6.12E-02,5.90E-02,5.90E-02,5.90E-02,5.90E-02,5.91E-02,5.91E-02,5.91E-02,5.91E-02
Annex_I,Japan,JPN,Japan,2F7,Semiconductor/Electronics Manufacture,8.57E-07,9.10E-04,1.82E-03,4.55E-03,6.82E-03,8.70E-03,1.22E-02,1.30E-02,1.74E-02,2.35E-02,2.87E-02,2.96E-02,3.11E-02,3.93E-02,5.74E-02,4.77E-02,5.92E-02,7.32E-02,1.02E-01,1.09E-01,1.11E-01,1.11E-01,1.11E-01,1.39E-01,1.52E-01,1.89E-01,2.53E-01,3.17E-01,3.81E-01,4.45E-01,5.09E-01,4.80E-01,4.51E-01,4.22E-01,3.94E-01,3.57E-01,3.31E-01,3.01E-01,2.71E-01
Annex_I,Japan,JPN,Japan,2F9,Other F-gas use,,5.20E-06,1.04E-05,1.56E-05,2.08E-05,2.60E-05,3.12E-05,3.64E-05,4.16E-05,4.68E-05,5.20E-05,5.75E-05,6.25E-05,6.80E-05,7.30E-05,7.80E-05,8.35E-05,8.85E-05,9.40E-05,9.90E-05,1.05E-04,1.10E-04,1.15E-04,1.20E-04,1.25E-04,1.31E-04,1.36E-04,1.41E-04,1.46E-04,1.51E-04,1.57E-04,1.62E-04,1.67E-04,1.72E-04,1.77E-04,1.83E-04,1.88E-04,1.93E-04,1.98E-04
Annex_I,Oceania,AUS,Australia,2C,Production of metals,2.16E-02,2.79E-02,2.71E-02,2.71E-02,2.76E-02,2.87E-02,2.86E-02,3.04E-02,3.32E-02,3.13E-02,3.98E-02,4.84E-02,3.57E-02,3.00E-02,4.62E-02,6.02E-02,5.54E-02,5.72E-02,6.01E-02,6.89E-02,6.76E-02,6.19E-02,5.47E-02,4.18E-02,3.81E-02,3.27E-02,3.13E-02,2.79E-02,2.66E-02,2.44E-02,2.15E-02,1.79E-02,1.43E-02,1.44E-02,1.46E-02,1.47E-02,1.49E-02,1.45E-02,1.40E-02
Annex_I,Oceania,AUS,Australia,2F7,Semiconductor/Electronics Manufacture,,9.00E-06,9.00E-06,1.80E-05,2.70E-05,3.60E-05,4.50E-05,4.50E-05,5.40E-05,7.20E-05,9.00E-05,9.00E-05,9.90E-05,1.26E-04,1.80E-04,1.53E-04,1.89E-04,2.34E-04,3.24E-04,3.51E-04,3.53E-04,3.58E-04,3.63E-04,4.50E-04,4.96E-04,6.16E-04,7.36E-04,6.84E-04,7.27E-04,6.63E-04,4.93E-04,6.40E-04,5.85E-04,5.20E-04,4.09E-04,3.51E-04,3.53E-04,3.11E-04,2.69E-04
Annex_I,Oceania,AUS,Australia,2F9,Other F-gas use,,1.00E-06,2.00E-06,3.00E-06,4.00E-06,5.00E-06,6.00E-06,7.00E-06,8.00E-06,9.00E-06,1.00E-05,1.10E-05,1.20E-05,1.30E-05,1.40E-05,1.50E-05,1.60E-05,1.70E-05,1.80E-05,1.90E-05,2.00E-05,2.10E-05,2.20E-05,2.30E-05,2.40E-05,2.50E-05,2.60E-05,2.70E-05,2.80E-05,2.90E-05,3.00E-05,3.10E-05,3.20E-05,3.30E-05,3.40E-05,3.50E-05,3.60E-05,3.70E-05,3.80E-05
Annex_I,Oceania,NZL,New Zealand,2C,Production of metals,,1.32E-03,5.28E-03,6.96E-03,6.60E-03,6.54E-03,8.28E-03,8.64E-03,9.00E-03,9.24E-03,9.30E-03,9.24E-03,9.78E-03,1.31E-02,1.48E-02,1.45E-02,1.41E-02,1.48E-02,1.47E-02,1.45E-02,1.44E-02,1.36E-02,1.21E-02,1.29E-02,9.48E-03,1.08E-02,1.00E-02,8.56E-03,8.27E-03,7.27E-03,6.10E-03,4.82E-03,3.74E-03,3.78E-03,3.86E-03,3.87E-03,3.76E-03,3.88E-03,3.59E-03
Annex_I,Oceania,NZL,New Zealand,2F9,Other F-gas use,,2.00E-07,4.00E-07,6.00E-07,8.00E-07,1.00E-06,1.20E-06,1.40E-06,1.60E-06,1.80E-06,2.00E-06,2.00E-06,2.50E-06,2.50E-06,3.00E-06,3.00E-06,3.00E-06,3.50E-06,3.50E-06,4.00E-06,4.00E-06,4.00E-06,4.50E-06,4.50E-06,5.00E-06,5.00E-06,5.00E-06,5.50E-06,5.50E-06,6.00E-06,6.00E-06,6.00E-06,6.50E-06,6.50E-06,7.00E-06,7.00E-06,7.30E-06,7.53E-06,7.76E-06
