AgSupplySector,AgSupplySubsector,AgProductionTechnology,SO2_AWB,NOx_AWB,CO_AWB,BC_AWB,OC_AWB,NMVOC_AWB
PalmFruit,PalmFruitAEZ10,PalmFruitAEZ10,60,60,60,60,60,60
PalmFruit,PalmFruitAEZ11,PalmFruitAEZ11,60,60,60,60,60,60
PalmFruit,PalmFruitAEZ12,PalmFruitAEZ12,60,60,60,60,60,60
PalmFruit,PalmFruitAEZ13,PalmFruitAEZ13,60,60,60,60,60,60
PalmFruit,PalmFruitAEZ14,PalmFruitAEZ14,60,60,60,60,60,60
PalmFruit,PalmFruitAEZ15,PalmFruitAEZ15,60,60,60,60,60,60
PalmFruit,PalmFruitAEZ16,PalmFruitAEZ16,60,60,60,60,60,60
PalmFruit,PalmFruitAEZ17,PalmFruitAEZ17,60,60,60,60,60,60
PalmFruit,PalmFruitAEZ18,PalmFruitAEZ18,60,60,60,60,60,60
Rice,RiceAEZ01,RiceAEZ01,60,60,60,60,60,60
Rice,RiceAEZ02,RiceAEZ02,60,60,60,60,60,60
Rice,RiceAEZ03,RiceAEZ03,60,60,60,60,60,60
Rice,RiceAEZ04,RiceAEZ04,60,60,60,60,60,60
Rice,RiceAEZ05,RiceAEZ05,60,60,60,60,60,60
Rice,RiceAEZ06,RiceAEZ06,60,60,60,60,60,60
Rice,RiceAEZ07,RiceAEZ07,60,60,60,60,60,60
Rice,RiceAEZ08,RiceAEZ08,60,60,60,60,60,60
Rice,RiceAEZ09,RiceAEZ09,60,60,60,60,60,60
Rice,RiceAEZ10,RiceAEZ10,60,60,60,60,60,60
Rice,RiceAEZ11,RiceAEZ11,60,60,60,60,60,60
Rice,RiceAEZ12,RiceAEZ12,60,60,60,60,60,60
Rice,RiceAEZ13,RiceAEZ13,60,60,60,60,60,60
Rice,RiceAEZ14,RiceAEZ14,60,60,60,60,60,60
Rice,RiceAEZ15,RiceAEZ15,60,60,60,60,60,60
Rice,RiceAEZ16,RiceAEZ16,60,60,60,60,60,60
Rice,RiceAEZ17,RiceAEZ17,60,60,60,60,60,60
Rice,RiceAEZ18,RiceAEZ18,60,60,60,60,60,60
Root_Tuber,Root_TuberAEZ01,Root_TuberAEZ01,60,60,60,60,60,60
Root_Tuber,Root_TuberAEZ02,Root_TuberAEZ02,60,60,60,60,60,60
Root_Tuber,Root_TuberAEZ03,Root_TuberAEZ03,60,60,60,60,60,60
Root_Tuber,Root_TuberAEZ04,Root_TuberAEZ04,60,60,60,60,60,60
Root_Tuber,Root_TuberAEZ05,Root_TuberAEZ05,60,60,60,60,60,60
Root_Tuber,Root_TuberAEZ06,Root_TuberAEZ06,60,60,60,60,60,60
Root_Tuber,Root_TuberAEZ07,Root_TuberAEZ07,60,60,60,60,60,60
Root_Tuber,Root_TuberAEZ08,Root_TuberAEZ08,60,60,60,60,60,60
Root_Tuber,Root_TuberAEZ09,Root_TuberAEZ09,60,60,60,60,60,60
Root_Tuber,Root_TuberAEZ10,Root_TuberAEZ10,60,60,60,60,60,60
Root_Tuber,Root_TuberAEZ11,Root_TuberAEZ11,60,60,60,60,60,60
Root_Tuber,Root_TuberAEZ12,Root_TuberAEZ12,60,60,60,60,60,60
Root_Tuber,Root_TuberAEZ13,Root_TuberAEZ13,60,60,60,60,60,60
Root_Tuber,Root_TuberAEZ14,Root_TuberAEZ14,60,60,60,60,60,60
Root_Tuber,Root_TuberAEZ15,Root_TuberAEZ15,60,60,60,60,60,60
Root_Tuber,Root_TuberAEZ16,Root_TuberAEZ16,60,60,60,60,60,60
Root_Tuber,Root_TuberAEZ17,Root_TuberAEZ17,60,60,60,60,60,60
Root_Tuber,Root_TuberAEZ18,Root_TuberAEZ18,60,60,60,60,60,60
SugarCrop,SugarCropAEZ01,SugarCropAEZ01,60,60,60,60,60,60
SugarCrop,SugarCropAEZ02,SugarCropAEZ02,60,60,60,60,60,60
SugarCrop,SugarCropAEZ03,SugarCropAEZ03,60,60,60,60,60,60
SugarCrop,SugarCropAEZ04,SugarCropAEZ04,60,60,60,60,60,60
SugarCrop,SugarCropAEZ05,SugarCropAEZ05,60,60,60,60,60,60
SugarCrop,SugarCropAEZ06,SugarCropAEZ06,60,60,60,60,60,60
SugarCrop,SugarCropAEZ07,SugarCropAEZ07,60,60,60,60,60,60
SugarCrop,SugarCropAEZ08,SugarCropAEZ08,60,60,60,60,60,60
SugarCrop,SugarCropAEZ09,SugarCropAEZ09,60,60,60,60,60,60
SugarCrop,SugarCropAEZ10,SugarCropAEZ10,60,60,60,60,60,60
SugarCrop,SugarCropAEZ11,SugarCropAEZ11,60,60,60,60,60,60
SugarCrop,SugarCropAEZ12,SugarCropAEZ12,60,60,60,60,60,60
SugarCrop,SugarCropAEZ13,SugarCropAEZ13,60,60,60,60,60,60
SugarCrop,SugarCropAEZ14,SugarCropAEZ14,60,60,60,60,60,60
SugarCrop,SugarCropAEZ15,SugarCropAEZ15,60,60,60,60,60,60
SugarCrop,SugarCropAEZ16,SugarCropAEZ16,60,60,60,60,60,60
SugarCrop,SugarCropAEZ17,SugarCropAEZ17,60,60,60,60,60,60
SugarCrop,SugarCropAEZ18,SugarCropAEZ18,60,60,60,60,60,60
Wheat,WheatAEZ01,WheatAEZ01,60,60,60,60,60,60
Wheat,WheatAEZ02,WheatAEZ02,60,60,60,60,60,60
Wheat,WheatAEZ03,WheatAEZ03,60,60,60,60,60,60
Wheat,WheatAEZ04,WheatAEZ04,60,60,60,60,60,60
Wheat,WheatAEZ05,WheatAEZ05,60,60,60,60,60,60
Wheat,WheatAEZ06,WheatAEZ06,60,60,60,60,60,60
Wheat,WheatAEZ07,WheatAEZ07,60,60,60,60,60,60
Wheat,WheatAEZ08,WheatAEZ08,60,60,60,60,60,60
Wheat,WheatAEZ09,WheatAEZ09,60,60,60,60,60,60
Wheat,WheatAEZ10,WheatAEZ10,60,60,60,60,60,60
Wheat,WheatAEZ11,WheatAEZ11,60,60,60,60,60,60
Wheat,WheatAEZ12,WheatAEZ12,60,60,60,60,60,60
Wheat,WheatAEZ13,WheatAEZ13,60,60,60,60,60,60
Wheat,WheatAEZ14,WheatAEZ14,60,60,60,60,60,60
Wheat,WheatAEZ15,WheatAEZ15,60,60,60,60,60,60
Wheat,WheatAEZ16,WheatAEZ16,60,60,60,60,60,60
Wheat,WheatAEZ17,WheatAEZ17,60,60,60,60,60,60
Wheat,WheatAEZ18,WheatAEZ18,60,60,60,60,60,60
