Input drivers,,,,,,
INPUT_TABLE,,,,,,
Variable ID,,,,,,
10000,,,,,,

industry,energy-use,refined liquids,1990,NMVOC,0.024539535,0.019275444,0.011624809,0.001781959,0.029756028,0.024385404,0.025018261,0.003228503,0.001012116,0.022199045,0.05338386,0.006352928,0.030810423,0.030810553
transportation,air,refined liquids,1990,NMVOC,0.027562663,0.027600836,0.0263945,0.028221308,0.027588991,0.024260168,0.037359756,0.020455007,0.021649449,0.024180519,0.013064142,0.026503441,0.043225504,0.036774902
transportation,rail,coal,1990,NMVOC,-1,-1,0.118590843,-1,-1,3.63651785,0.090150959,-1,0.035111898,0.174465576,-1,0.056822635,-1,-1
transportation,rail,refined liquids,1990,NMVOC,0.063605946,0.026266863,0.118590843,0.002336841,0.068314428,3.63651785,0.090150959,-1,0.035111898,0.174465576,0.025630843,0.056822635,0.011456576,0.125819246
transportation,road,gas,1990,NMVOC,0.144136461,0.205769461,0.106584337,-1,0.139060426,0.056212587,1.016567271,0.341570895,-1,0.281047706,0.437409088,0.382752401,-1,1.264209245
transportation,road,refined liquids,1990,NMVOC,0.05,0.05,0.05,0.023460551,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
transportation,domestic ship,coal,1990,NMVOC,-1,-1,-1,-1,0.068314428,-1,0.090150959,-1,-1,-1,-1,-1,-1,-1
transportation,domestic ship,refined liquids,1990,NMVOC,0.063605946,0.026266863,0.118590843,0.002336841,0.068314428,3.63651785,0.090150959,-1,0.035111898,0.174465576,0.025630843,0.056822635,0.011456576,0.125819246
transportation,international ship,refined liquids,1990,NMVOC,0.318767739,0.318767739,0.318767739,0.318767739,0.318767739,0.276072949,0.275510609,0.280337228,0.274826194,0.283353476,0.275645145,0.284743681,0.318767739,0.274603902
urban processes,urban processes,landfills,1990,NMVOC,0.049322482,0.004619318,0.043600778,0.000186806,0.002308101,4.07657E-06,0.067931102,0.021977332,0.031425416,0.06197087,0,0.037707802,0,0
industry,industrial processes,solvents,1990,NMVOC,2.018204389,0.146937995,1.599653833,0.603607381,0.074980098,0.213790106,2.029384349,0.131111162,0.271571272,0.492187839,0.29345166,0.359381545,0.057989286,0.174364542
industry,industrial processes,other industrial processes,1990,NMVOC,0.512957967,0.050219773,0.254104365,0.01594724,0.011002326,0.126341926,0.185719538,0.000558756,0.000828825,0.072130376,0.029172292,0.255063726,0.014110171,0.029994966
