DOEID,NWEIGHT,MQRESULT,REGIONC,DIVISION,LRGSTATE,CDD65,HDD65,TYPEHUQ,GALLONKR,BTUKER,KWH,BTUEL,CUFEETNG,BTUNG,GALLONFO,BTUFO,GALLONLP,BTULP,BTUELSPH,BTUNGSPH,BTUFOSPH,BTULPSPH,BTUKRSPH,BTUELWTH,BTUNGWTH,BTUFOWTH,BTULPWTH,BTUKRWTH,BTUELAPL,BTUNGAPL,BTUFOAPL,BTULPAPL,BTUKRAPL,BTUELCOL,BTUELRFG,BTUELFZZ,BTUELDWH,BTUELCDR
1042,21885,9,1,2,0,1271,4398,5,0,0,3448,11765,319,32807,0,0,0,0,0,21938,0,0,0,0,6861,0,0,0,4262,4008,0,0,0,3528,3975,0,0,0
1043,19246,9,2,3,0,849,5936,5,0,0,2091,7134,294,30300,0,0,0,0,0,19258,0,0,0,0,7035,0,0,0,4569,4007,0,0,0,0,2565,0,0,0
1044,25587,9,2,3,0,849,5936,4,0,0,3810,13000,353,36324,0,0,0,0,0,33354,0,0,0,0,2970,0,0,0,9813,0,0,0,0,0,3187,0,0,0
1045,13077,9,4,8,0,5161,1093,5,0,0,10410,35519,0,0,0,0,0,0,2477,0,0,0,0,11430,0,0,0,0,12608,0,0,0,0,0,9004,0,0,0
1046,20665,9,1,1,0,903,5053,3,0,0,9184,31336,0,0,0,0,0,0,12494,0,0,0,0,5920,0,0,0,0,8791,0,0,0,0,1101,3030,0,0,0
1047,20665,9,1,1,0,903,5053,4,0,0,7637,26057,0,0,0,0,0,0,12127,0,0,0,0,3739,0,0,0,0,5523,0,0,0,0,0,4668,0,0,0
1048,25280,9,3,5,0,1356,3377,2,0,0,7854,26798,679,69869,0,0,0,0,0,37811,0,0,0,0,32058,0,0,0,15814,0,0,0,0,5153,5831,0,0,0
1049,25280,9,3,5,0,1356,3377,2,0,0,6594,22499,618,63592,0,0,0,0,0,45764,0,0,0,0,17828,0,0,0,12509,0,0,0,0,6459,3531,0,0,1594
1050,44662,9,3,5,0,1133,4591,2,0,0,8055,27484,1499,154247,0,0,0,0,0,111311,0,0,0,0,27589,0,0,0,18603,15347,0,0,0,4750,4131,0,0,0
1051,11469,9,3,6,0,1315,3649,2,0,0,15530,52988,1220,125538,0,0,0,0,1586,93508,0,0,0,0,25912,0,0,0,30350,6118,0,0,0,14220,6832,5248,2001,0
1052,11469,9,3,6,0,1315,3649,2,0,0,20981,71587,668,68779,0,0,0,0,0,68779,0,0,0,13469,0,0,0,0,37107,0,0,0,0,14205,6806,0,2491,4965
1053,13890,9,3,6,0,1797,2620,2,0,0,9195,31373,585,60197,0,0,0,0,0,40599,0,0,0,0,19598,0,0,0,17453,0,0,0,0,8923,4997,0,2042,0
1054,12579,9,3,6,0,1797,2620,2,0,0,7886,26907,451,46408,0,0,0,0,0,31541,0,0,0,0,14867,0,0,0,12891,0,0,0,0,5633,8383,0,1364,2718
1055,22951,9,3,5,0,1643,2932,2,60,8100,12430,42411,0,0,0,0,535,48862,0,0,0,45306,8100,10399,0,0,0,0,24654,0,0,3556,0,4047,3311,3266,0,3085
1056,29755,9,3,5,0,1422,3175,2,0,0,23989,81850,0,0,0,0,0,0,17398,0,0,0,0,13041,0,0,0,0,33930,0,0,0,0,11801,5680,0,2752,4278
1057,36697,9,3,5,0,1025,4095,2,0,0,6100,20813,0,0,278,38556,0,0,0,0,38556,0,0,3243,0,0,0,0,10029,0,0,0,0,4335,3206,0,0,2462
1058,13851,9,1,1,0,781,5791,2,0,0,12076,41203,0,0,785,108872,0,0,0,0,76142,0,0,0,0,32730,0,0,28624,0,0,0,0,5695,6884,0,1513,8131
1059,20434,9,1,2,1,1216,4298,5,0,0,5101,17405,240,24679,0,0,0,0,3510,11800,0,0,0,0,8124,0,0,0,9858,4755,0,0,0,0,4037,0,0,0
1061,16358,9,1,2,0,1225,4148,3,0,0,7665,26153,953,98064,0,0,0,0,0,66654,0,0,0,0,22747,0,0,0,18847,8663,0,0,0,3430,3876,0,0,0
1062,16358,9,1,2,0,1225,4148,3,0,0,2651,9047,824,84790,0,0,0,0,0,52062,0,0,0,0,20878,0,0,0,7173,11850,0,0,0,0,1874,0,0,0
1063,14360,9,1,2,1,1251,4242,2,0,0,9667,32984,0,0,833,115529,0,0,1596,0,85396,0,0,0,0,30133,0,0,22170,0,0,0,0,5354,3864,0,0,5016
1064,14604,9,1,2,0,704,5263,2,0,0,14636,49938,1862,191600,0,0,0,0,0,105461,0,0,0,0,27071,0,0,0,40844,59068,0,0,0,1794,7300,4199,2122,0
1065,18255,9,1,2,0,704,5263,2,0,0,6216,21209,664,68326,0,0,0,0,1479,35400,0,0,0,0,30252,0,0,0,12553,2674,0,0,0,2148,5029,0,2332,0
1066,20157,9,1,2,0,704,5263,2,0,0,4068,13880,943,97035,0,0,0,0,0,73682,0,0,0,0,15560,0,0,0,6772,7793,0,0,0,3664,3444,0,1702,0
1067,28587,9,1,2,0,1271,4398,5,0,0,2831,9659,418,43012,0,0,0,0,0,24083,0,0,0,0,11949,0,0,0,5054,6980,0,0,0,1587,3018,0,0,0
1068,28587,9,1,2,0,1271,4398,4,0,0,3305,11277,641,65959,0,0,0,0,0,51691,0,0,0,0,9006,0,0,0,7117,5262,0,0,0,888,3272,0,0,0
1069,19246,9,2,3,0,849,5936,5,0,0,2580,8802,482,49625,0,0,0,0,0,21808,0,0,0,0,17721,0,0,0,5450,10096,0,0,0,0,3352,0,0,0
1070,19246,9,2,3,0,849,5936,4,0,0,4135,14109,963,99093,0,0,0,0,0,73366,0,0,0,0,16940,0,0,0,10390,8787,0,0,0,0,3719,0,0,0
1071,19246,9,2,3,0,849,5936,4,0,0,4486,15306,1157,119055,0,0,0,0,0,94540,0,0,0,0,15618,0,0,0,11276,8897,0,0,0,0,4030,0,0,0
1072,24058,9,2,3,0,849,5936,2,0,0,13627,46495,2657,273405,0,0,0,0,0,200419,0,0,0,0,48556,0,0,0,32164,24430,0,0,0,2634,11697,0,0,0
1073,25662,9,2,3,0,849,5936,2,0,0,6975,23799,1500,154325,0,0,0,0,0,132296,0,0,0,0,17026,0,0,0,19258,5003,0,0,0,0,4541,1936,0,2417
1074,35887,9,3,5,4,4546,138,5,0,0,11531,39344,0,0,0,0,0,0,1475,0,0,0,0,6169,0,0,0,0,8664,0,0,0,0,17566,5470,0,0,0
1075,26994,9,3,5,4,4546,138,2,0,0,13860,47290,0,0,0,0,0,0,2246,0,0,0,0,8259,0,0,0,0,26659,0,0,0,0,0,10126,4921,0,3619
1076,14440,9,4,8,0,5161,1093,5,0,0,10863,37064,0,0,0,0,0,0,3171,0,0,0,0,5540,0,0,0,0,6650,0,0,0,0,15831,5872,0,0,0
1077,11108,9,1,1,0,777,5312,2,0,0,12500,42649,580,59715,0,0,0,0,0,38541,0,0,0,0,21174,0,0,0,33377,0,0,0,0,4172,5100,0,4017,4632
1078,16107,9,1,1,0,903,5053,2,0,0,8686,29637,0,0,755,104711,317,28952,0,0,104711,0,0,0,0,0,28952,0,21419,0,0,0,0,1472,6746,3423,0,3507
1079,17405,9,1,2,1,653,6217,2,0,0,14544,49624,0,0,0,0,0,0,21995,0,0,0,0,8870,0,0,0,0,16769,0,0,0,0,0,1990,2920,0,2483
1080,17405,9,1,2,1,653,6217,2,0,0,13266,45264,0,0,0,0,0,0,16833,0,0,0,0,9794,0,0,0,0,13502,0,0,0,0,1343,3792,0,0,1906
1081,18796,9,1,2,1,653,6217,2,0,0,6517,22236,981,100945,0,0,0,0,0,73539,0,0,0,0,18303,0,0,0,16357,9103,0,0,0,3437,2442,0,1398,0
1082,16860,9,1,2,0,714,5631,2,0,0,7272,24812,188,19345,389,53950,0,0,0,0,53950,0,0,0,14935,0,0,0,20023,4410,0,0,0,1867,2922,0,0,2400
1083,12645,9,1,2,0,714,5631,3,0,0,17111,58383,45,4631,644,89316,0,0,0,0,89316,0,0,18625,0,0,0,0,33276,4631,0,0,0,2978,3504,2821,0,0
1084,21465,9,1,2,0,714,5631,3,0,0,2657,9066,27,2778,1142,158384,0,0,0,0,122998,0,0,0,0,35386,0,0,5836,2778,0,0,0,1467,1763,840,0,809
1085,40312,9,3,5,4,4151,224,5,0,0,14248,48614,0,0,0,0,0,0,849,0,0,0,0,10132,0,0,0,0,18079,0,0,0,0,15530,4024,0,3262,3761
1086,25280,9,3,5,0,1356,3377,2,0,0,9951,33953,445,45791,0,0,0,0,0,31483,0,0,0,0,14308,0,0,0,19664,0,0,0,0,8305,5984,0,1532,3818
1087,13478,9,1,2,1,1251,4242,2,0,0,7847,26774,0,0,397,55044,22,2009,0,0,55044,0,0,5516,0,0,0,0,17712,0,0,2009,0,0,3546,5553,0,2039
1088,14414,9,1,2,1,1251,4242,2,0,0,8226,28067,0,0,0,0,0,0,13222,0,0,0,0,5775,0,0,0,0,5464,0,0,0,0,0,3606,0,0,0
1089,22951,9,3,5,0,1643,2932,2,75,10125,12177,41548,0,0,0,0,300,27399,0,0,0,27399,10125,7079,0,0,0,0,24424,0,0,0,0,1322,8723,6971,0,3799
1090,39672,9,3,5,0,1463,3241,1,0,0,23597,80513,0,0,0,0,0,0,13407,0,0,0,0,14754,0,0,0,0,33815,0,0,0,0,12665,5872,0,4152,4787
1091,22157,9,3,5,0,1025,4095,2,0,0,6946,23700,0,0,596,82659,226,20641,0,0,82659,20641,0,4986,0,0,0,0,13266,0,0,0,0,3030,2418,1143,1096,2185
1092,25566,9,3,5,0,1025,4095,2,398,53730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53730,0,0,0,0,0
1093,50871,9,3,5,4,3458,416,3,0,0,6861,23410,0,0,0,0,0,0,1101,0,0,0,0,3681,0,0,0,0,9446,0,0,0,0,5269,3913,0,0,1745
1094,10940,9,1,1,0,820,5247,4,0,0,10437,35611,0,0,0,0,0,0,14571,0,0,0,0,6829,0,0,0,0,9548,0,0,0,0,1887,2776,0,0,0
1095,12685,9,1,1,0,820,5247,4,0,0,9912,33821,212,21863,874,121280,0,0,1474,0,121280,0,0,0,15916,0,0,0,26029,5947,0,0,0,1942,4376,0,1859,2709
1096,13077,9,4,8,0,5161,1093,5,0,0,10684,36454,0,0,0,0,0,0,1940,0,0,0,0,7809,0,0,0,0,9287,0,0,0,0,12732,4686,0,2766,0
1097,19252,9,4,8,0,5161,1093,1,0,0,11192,38187,0,0,0,0,0,0,7063,0,0,0,0,7962,0,0,0,0,10924,0,0,0,0,6013,6225,0,0,0
1098,11412,9,1,1,0,903,5053,2,0,0,6164,21032,0,0,0,0,701,63990,1683,0,0,60177,0,4074,0,0,0,0,10653,0,0,3813,0,804,3818,0,0,3092
1099,10336,9,1,1,0,903,5053,2,0,0,10176,34721,0,0,0,0,474,43290,1504,0,0,38672,0,10470,0,0,0,0,20092,0,0,4618,0,0,2655,2412,0,4727
1100,22833,9,3,5,4,2628,1061,2,0,0,8733,29797,378,38896,0,0,0,0,1003,14475,0,0,0,0,17293,0,0,0,13666,7128,0,0,0,11731,3397,0,0,2459
1101,39144,9,3,5,4,2723,1010,2,0,0,8552,29181,400,41189,0,0,0,0,0,15064,0,0,0,0,26125,0,0,0,14877,0,0,0,0,10775,3529,0,530,4860
1102,29810,9,3,6,0,1315,3649,2,0,0,15900,54251,0,0,0,0,0,0,18966,0,0,0,0,3824,0,0,0,0,21705,0,0,0,0,5700,4056,3842,0,3910
1103,17999,9,3,6,0,1315,3649,1,0,0,17573,59959,0,0,0,0,0,0,12677,0,0,0,0,11535,0,0,0,0,21802,0,0,0,0,10269,3676,0,0,3157
1105,37844,9,3,5,4,3458,416,4,0,0,10687,36464,0,0,0,0,0,0,1408,0,0,0,0,6302,0,0,0,0,13903,0,0,0,0,12122,2729,0,1450,3613
1106,33640,9,3,5,4,3458,416,5,0,0,9195,31373,0,0,0,0,0,0,3778,0,0,0,0,4853,0,0,0,0,12354,0,0,0,0,3513,6875,0,0,0
1107,33640,9,3,5,4,3458,416,5,0,0,5677,19368,0,0,0,0,0,0,1333,0,0,0,0,4374,0,0,0,0,4108,0,0,0,0,6985,2568,0,0,0
1108,10940,9,1,1,0,761,6183,2,0,0,6521,22250,1118,115042,0,0,0,0,953,88495,0,0,0,0,21672,0,0,0,16624,4875,0,0,0,2579,2094,2643,1201,0
1109,12685,9,1,1,0,708,5939,4,0,0,5884,20077,674,69381,0,0,226,20658,0,50475,0,20658,0,0,13998,0,0,0,14438,4908,0,0,0,1819,3820,0,0,1956
1110,27244,9,1,2,1,1216,4298,5,0,0,8668,29576,169,17351,0,0,0,0,10834,0,0,0,0,0,10945,0,0,0,8602,6406,0,0,0,3884,6256,0,1302,0
1111,18474,9,1,2,0,1225,4148,5,0,0,5625,19192,134,13835,573,79404,0,0,0,0,23427,0,0,0,0,55977,0,0,15136,13835,0,0,0,900,3156,0,0,5266
1112,20399,9,1,2,0,1225,4148,3,0,0,5989,20434,763,78513,0,0,0,0,0,58289,0,0,0,0,15777,0,0,0,13199,4447,0,0,0,2876,4359,0,0,2841
1113,18474,9,1,2,0,1225,4148,3,0,0,7915,27006,607,62422,0,0,0,0,0,44939,0,0,0,0,11017,0,0,0,19719,6466,0,0,0,0,7287,0,0,0
1114,19246,9,2,3,0,849,5936,4,0,0,2068,7056,522,53714,0,0,0,0,0,35906,0,0,0,0,11726,0,0,0,4613,6082,0,0,0,1596,847,0,0,0
1115,19246,9,2,3,0,849,5936,3,0,0,5200,17742,480,49392,0,0,0,0,0,34956,0,0,0,0,10914,0,0,0,13792,3522,0,0,0,2334,1616,0,0,2950
1116,25662,9,2,3,0,849,5936,2,0,0,13668,46636,2681,275914,0,0,0,0,0,225923,0,0,0,0,37401,0,0,0,27591,12590,0,0,0,7933,11112,0,0,0
1117,11471,9,4,8,0,4612,1212,2,0,0,23803,81216,0,0,0,0,0,0,6403,0,0,0,0,0,0,0,0,0,40631,0,0,0,0,27284,6898,0,3391,3910
1118,22942,9,4,8,0,5161,1093,4,0,0,14642,49959,0,0,0,0,0,0,2561,0,0,0,0,9902,0,0,0,0,17151,0,0,0,0,15661,4684,0,1279,3722
1119,22942,9,4,8,0,5161,1093,5,0,0,23720,80933,0,0,0,0,0,0,4667,0,0,0,0,15755,0,0,0,0,25083,0,0,0,0,27834,7594,0,844,7737
1120,18456,9,4,9,2,646,1730,2,0,0,4669,15931,456,46922,0,0,0,0,0,27964,0,0,0,0,15489,0,0,0,9767,3469,0,0,0,0,6164,0,1508,0
1121,18456,9,4,9,2,646,1730,2,0,0,9213,31435,473,48672,0,0,0,0,0,23745,0,0,0,0,13718,0,0,0,22702,11209,0,0,0,1758,6975,3744,1635,2382
1122,18456,9,4,9,2,646,1730,2,0,0,7073,24133,959,98681,0,0,0,0,886,56456,0,0,0,0,33962,0,0,0,18617,8263,0,0,0,1296,3334,0,1398,1629
1123,12605,9,4,9,0,106,4670,2,0,0,13137,44823,776,79850,0,0,0,0,1326,58125,0,0,0,0,21725,0,0,0,36455,0,0,0,0,2112,4930,3054,1673,4168
1124,16663,9,1,1,0,777,5312,2,20,2700,5955,20318,1718,176739,0,0,0,0,0,140316,0,0,2700,0,30296,0,0,0,16061,6127,0,0,0,1684,2573,0,684,0
1125,17148,9,1,1,0,903,5053,5,0,0,3415,11652,27,2796,406,56254,0,0,0,0,43426,0,0,0,0,12828,0,0,6120,2796,0,0,0,2170,3362,0,0,0
1126,30414,9,2,3,0,653,7526,2,0,0,5466,18650,783,80571,0,0,0,0,0,80571,0,0,0,5967,0,0,0,0,10778,0,0,0,0,0,1905,0,0,0
1127,20737,9,2,3,0,722,7076,5,0,0,1945,6635,486,49974,0,0,0,0,0,40512,0,0,0,0,9462,0,0,0,2465,0,0,0,0,0,4170,0,0,0
1128,25040,9,2,3,0,722,7076,4,0,0,7708,26300,1483,152601,0,0,0,0,0,152601,0,0,0,8202,0,0,0,0,16337,0,0,0,0,0,1761,1316,0,2894
1129,18780,9,2,3,0,722,7076,2,0,0,14104,48123,0,0,732,101521,0,0,0,0,101521,0,0,10136,0,0,0,0,26463,0,0,0,0,1772,9752,2340,0,10303
1130,25040,9,2,3,0,722,7076,2,0,0,6883,23485,933,96006,0,0,0,0,1222,96006,0,0,0,5313,0,0,0,0,8308,0,0,0,0,1799,6843,0,627,1752
1131,20123,9,2,3,0,722,7076,5,0,0,2740,9349,0,0,0,0,0,0,4576,0,0,0,0,1600,0,0,0,0,1886,0,0,0,0,800,487,0,0,0
1132,31209,9,2,3,0,902,5080,2,0,0,3771,12867,540,55582,0,0,0,0,0,41465,0,0,0,0,11052,0,0,0,8540,3065,0,0,0,1041,3286,0,0,1998
1133,23475,9,2,3,0,902,5080,4,0,0,5233,17855,670,68952,0,0,0,0,0,52933,0,0,0,0,16019,0,0,0,13827,0,0,0,0,1305,2723,0,0,4239
1134,22219,9,2,3,0,902,5080,2,0,0,23928,81642,0,0,0,0,0,0,47483,0,0,0,0,7317,0,0,0,0,21637,0,0,0,0,0,5205,5220,0,8103
1135,23036,9,3,5,4,4151,224,2,0,0,10335,35263,0,0,0,0,0,0,1259,0,0,0,0,7898,0,0,0,0,14354,0,0,0,0,9369,2383,0,0,1971
1136,23036,9,3,5,4,4151,224,2,0,0,11008,37559,0,0,0,0,0,0,797,0,0,0,0,4467,0,0,0,0,12751,0,0,0,0,12557,6987,0,0,1312
1137,23036,9,3,5,4,4151,224,2,0,0,15833,54022,0,0,0,0,0,0,1363,0,0,0,0,9357,0,0,0,0,22363,0,0,0,0,15513,5426,0,1579,5888
1138,22331,9,3,5,0,1936,2164,2,0,0,2242,7650,278,28606,0,0,0,0,0,25449,0,0,0,1783,0,0,0,0,2276,3157,0,0,0,508,3083,0,0,0
1139,17947,9,3,6,0,1315,3649,5,0,0,7208,24592,0,0,0,0,0,0,6834,0,0,0,0,4536,0,0,0,0,9408,0,0,0,0,0,3814,0,0,3677
1140,29651,9,3,7,3,2947,1376,5,0,0,11577,39501,0,0,0,0,0,0,4100,0,0,0,0,9133,0,0,0,0,11437,0,0,0,0,9316,5515,0,3235,0
1141,16798,9,4,9,0,357,4195,2,0,0,30319,103448,0,0,0,0,0,0,38203,0,0,0,0,11415,0,0,0,0,39280,0,0,0,0,6499,8051,3285,2267,4520
1142,12002,9,1,1,0,447,6822,2,0,0,5470,18664,0,0,0,0,524,47857,0,0,0,42123,0,5034,0,0,0,0,11167,0,0,5734,0,0,2463,1213,471,2885
1143,26205,9,2,3,0,642,6932,2,0,0,9403,32083,797,82011,0,0,0,0,1354,62833,0,0,0,0,14549,0,0,0,22833,4629,0,0,0,4048,3848,11716,0,0
1144,13404,9,2,3,0,1149,5046,2,0,0,12745,43485,0,0,0,0,543,49572,0,0,0,39087,0,0,0,0,10485,0,23387,0,0,0,0,6314,13784,4297,1685,4197
1145,18780,9,2,3,0,1149,5046,2,0,0,10280,35075,1869,192320,0,0,0,0,1100,141949,0,0,0,0,41026,0,0,0,21373,9345,0,0,0,6463,6139,3539,1734,5176
1146,20737,9,2,3,0,1149,5046,2,0,0,3958,13505,811,83452,0,0,0,0,0,61951,0,0,0,0,14309,0,0,0,9665,7192,0,0,0,1823,2017,0,0,0
1147,18780,9,2,3,0,1149,5046,2,0,0,8719,29749,889,91478,0,0,0,0,0,51237,0,0,0,0,25778,0,0,0,22828,14463,0,0,0,2800,4121,4734,0,0
1148,16119,9,2,4,0,980,5771,2,50,6750,24390,83219,980,100842,0,0,0,0,3319,96082,0,0,6750,12202,0,0,0,0,45349,4760,0,0,0,14463,7886,4613,4322,4983
1149,16119,9,2,4,0,980,5771,1,0,0,10445,35638,981,100945,0,0,0,0,0,69056,0,0,0,0,24093,0,0,0,24534,7796,0,0,0,6295,4809,0,0,4921
