HHID,NWEIGHT,REGIONC,DIVISION,YEARMADE,FUELHEAT,EQUIPM,WOODAMT,CORDPLUS,BURNHRS,FUELH2O,COOLMAIN,COOLUNIT,FUELFOOD,FODEL,NFODELNC,NDIFFOCO,QUANTFO,LPGDELV,NLPDELNC,NDIFLPCO,KERODEL,NOKRDEL,NDIFKRCO,KEROCASH,NOKRCASH,NKRGALNC,TOTPAYKR,MONEYPY,LPGWATER,LPGWARM,LPGCOOL,LPGFOOD,LPGOUT,LPGOTHER,FOIWATER,FOILWARM,FOILFOOD,KERWATER,KERWARM,KERFOOD,HEATED,AREA1980,GALLONKR,BTUKER,GALLONFO,BTUFO,GALLONLP,BTULP,BTUFOEST,BTULPEST,BTUKREST,BTUFOSPH,BTULPSPH,BTUKRSPH,BTUFOWTH,BTULPWTH,BTUKRWTH,BTUFOAPL,BTULPAPL,BTUKRAPL 
5804,14168,4,9,03,01,03,1,999,5,01,9,9,05,9,99,9,9,8,99,9,9,99,9,9,99,9,99999,12,0,0,0,0,1,0,0,0,0,0,0,0,876,2,999999,9999999,999999,9999999,999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
5805,20262,2,3,01,01,03,9,999,9,01,9,9,01,9,99,9,9,9,99,9,9,99,9,9,99,9,99999,12,0,0,0,0,0,0,0,0,0,0,0,0,1584,1,999999,9999999,999999,9999999,999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
5806,7961,1,1,04,03,01,9,999,9,05,9,9,05,9,99,9,9,9,99,9,9,99,9,9,99,9,99999,15,0,0,0,0,0,0,0,1,0,0,0,0,1508,1,999999,9999999,728,98245,999999,9999999,97778,9999999,9999999,98245,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
5807,16019,4,9,05,05,05,9,999,9,01,9,9,05,9,99,9,9,9,99,9,9,99,9,9,99,9,99999,20,0,0,0,0,0,0,0,0,0,0,0,0,1153,2,999999,9999999,999999,9999999,999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
5808,8475,2,4,05,07,03,5,90,1,05,0,1,05,9,99,9,9,0,99,9,9,99,9,9,99,9,99999,17,0,0,0,0,1,0,0,0,0,0,0,0,2556,4,999999,9999999,999999,9999999,999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
5809,9321,2,4,05,01,03,3,999,4,01,1,0,05,9,99,9,9,0,99,9,9,99,9,9,99,9,99999,19,0,0,0,0,1,0,0,0,0,0,0,0,2767,4,999999,9999999,999999,9999999,999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
5810,9613,4,8,04,01,06,9,999,9,01,0,1,05,9,99,9,9,9,99,9,9,99,9,9,99,9,99999,04,0,0,0,0,0,0,0,0,0,0,0,0,597,4,999999,9999999,999999,9999999,999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
5811,13358,1,2,01,03,02,9,999,9,03,0,1,05,1,7,1,3,9,99,9,9,99,9,9,99,9,99999,16,0,0,0,0,0,0,1,1,0,0,0,0,844,2,999999,9999999,802,111229,999999,9999999,116779,9999999,9999999,91679,9999999,9999999,19550,9999999,9999999,9999999,9999999,9999999
5812,18114,2,3,03,01,03,2,999,4,01,9,9,01,9,99,9,9,9,99,9,9,99,9,9,99,9,99999,22,0,0,0,0,0,0,0,0,0,0,0,0,3616,2,999999,9999999,999999,9999999,999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
5813,9679,4,8,05,01,03,3,999,4,01,0,1,05,9,99,9,9,0,99,9,9,99,9,9,99,9,99999,17,0,0,0,0,1,0,0,0,0,0,0,0,3002,1,999999,9999999,999999,9999999,999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
5814,19474,3,6,04,02,07,9,999,9,05,0,1,05,9,99,9,9,1,5,1,9,99,9,9,99,9,99999,23,0,1,0,0,1,0,0,0,0,0,0,0,1485,2,999999,9999999,999999,9999999,453,41372,9999999,29067,9999999,9999999,41372,9999999,9999999,9999999,9999999,9999999,9999999,9999999
5815,21252,4,9,01,01,03,9,999,9,01,9,9,01,9,99,9,9,9,99,9,9,99,9,9,99,9,99999,25,0,0,0,0,0,0,0,0,0,0,0,0,2147,2,999999,9999999,999999,9999999,999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
5816,18440,4,9,06,01,03,9,999,9,01,9,9,01,9,99,9,9,9,99,9,9,99,9,9,99,9,99999,18,0,0,0,0,0,0,0,0,0,0,0,0,862,2,999999,9999999,999999,9999999,999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
5817,47088,3,5,07,05,04,9,999,9,05,1,0,05,9,99,9,9,9,99,9,9,99,9,9,99,9,99999,14,0,0,0,0,0,0,0,0,0,0,0,0,894,2,999999,9999999,999999,9999999,999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
5818,17340,4,9,06,01,03,9,999,9,01,9,9,05,9,99,9,9,0,99,9,9,99,9,9,99,9,99999,24,0,0,0,0,1,0,0,0,0,0,0,0,820,1,999999,9999999,999999,9999999,999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
5819,19827,4,9,03,05,05,9,999,9,05,0,1,05,9,99,9,9,9,99,9,9,99,9,9,99,9,99999,01,0,0,0,0,0,0,0,0,0,0,0,0,888,4,999999,9999999,999999,9999999,999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
5820,7767,2,4,04,01,03,9,999,9,01,0,1,05,9,99,9,9,9,99,9,9,99,9,9,99,9,99999,10,0,0,0,0,0,0,0,0,0,0,0,0,1124,4,999999,9999999,999999,9999999,999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
5821,36986,2,3,01,01,02,9,999,9,01,9,9,01,9,99,9,9,9,99,9,9,99,9,9,99,9,99999,12,0,0,0,0,0,0,0,0,0,0,0,0,698,1,999999,9999999,999999,9999999,999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
5822,30434,3,5,06,01,03,5,20,4,01,1,0,01,9,99,9,9,9,99,9,9,99,9,9,99,9,99999,10,0,0,0,0,0,0,0,0,0,0,0,0,2261,2,999999,9999999,999999,9999999,999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
5823,30970,2,3,02,07,03,5,50,1,05,9,9,05,1,1,1,1,0,99,9,9,99,9,9,99,9,99999,20,0,0,0,0,1,0,0,1,0,0,0,0,1548,4,999999,9999999,150,20250,999999,9999999,28600,9999999,9999999,20250,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
5824,19307,3,7,01,01,07,9,999,9,01,9,9,01,9,99,9,9,9,99,9,9,99,9,9,99,9,99999,08,0,0,0,0,0,0,0,0,0,0,0,0,1285,4,999999,9999999,999999,9999999,999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
5825,24753,3,5,05,07,08,5,20,2,02,1,0,05,9,99,9,9,1,3,1,9,99,9,9,99,9,99999,18,1,1,0,0,0,0,0,0,0,0,0,0,888,4,999999,9999999,999999,9999999,200,18266,9999999,18487,9999999,9999999,7549,9999999,9999999,10717,9999999,9999999,9999999,9999999
5826,8453,2,4,03,01,03,9,999,9,01,1,0,05,9,99,9,9,0,99,9,9,99,9,9,99,9,99999,25,0,0,0,0,1,0,0,0,0,0,0,0,2546,4,999999,9999999,999999,9999999,999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
5827,17001,4,9,06,01,03,9,999,9,01,1,0,05,9,99,9,9,0,99,9,9,99,9,9,99,9,99999,23,0,0,0,0,1,0,0,0,0,0,0,0,1116,2,999999,9999999,999999,9999999,999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
5828,8942,4,8,02,01,03,9,999,9,01,9,9,05,9,99,9,9,9,99,9,9,99,9,9,99,9,99999,20,0,0,0,0,0,0,0,0,0,0,0,0,1508,2,999999,9999999,999999,9999999,999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
5829,15710,4,9,05,05,05,9,999,9,01,9,9,05,9,99,9,9,9,99,9,9,99,9,9,99,9,99999,02,0,0,0,0,0,0,0,0,0,0,0,0,506,1,999999,9999999,999999,9999999,999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
5830,15930,4,9,04,02,03,9,999,9,02,0,1,02,9,99,9,9,9,99,9,9,99,9,9,99,9,99999,05,1,1,0,1,0,0,0,0,0,0,0,0,744,2,999999,9999999,999999,9999999,621,56755,9999999,48315,9999999,9999999,45096,9999999,9999999,8165,9999999,9999999,3494,9999999
5831,19071,3,5,04,01,06,9,999,9,01,9,9,01,9,99,9,9,9,99,9,9,99,9,9,99,9,99999,16,0,0,0,0,0,0,0,0,0,0,0,0,944,4,999999,9999999,999999,9999999,999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
5832,9915,4,8,05,05,04,9,999,9,05,1,0,05,9,99,9,9,9,99,9,9,99,9,9,99,9,99999,22,0,0,0,0,0,0,0,0,0,0,0,0,1481,1,999999,9999999,999999,9999999,999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
5833,31392,3,5,06,05,10,9,999,9,05,0,1,05,9,99,9,9,0,99,9,9,99,9,9,99,9,99999,15,0,0,0,0,1,0,0,0,0,0,0,0,2160,2,999999,9999999,999999,9999999,999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
5834,11495,2,4,01,01,02,9,999,9,01,0,1,01,9,99,9,9,9,99,9,9,99,9,9,99,9,99999,07,0,0,0,0,0,0,0,0,0,0,0,0,357,4,999999,9999999,999999,9999999,999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
5835,8726,1,1,02,01,07,9,999,9,01,0,1,01,9,99,9,9,0,99,9,9,99,9,9,99,9,99999,07,0,0,0,0,1,0,0,0,0,0,0,0,892,1,999999,9999999,999999,9999999,999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
5836,11490,1,1,02,03,02,5,10,5,03,9,9,05,1,2,2,3,0,99,9,9,99,9,9,99,9,99999,22,0,0,0,0,1,0,1,1,0,0,0,0,1634,2,999999,9999999,1749,242569,999999,9999999,126406,9999999,9999999,201378,9999999,9999999,41191,9999999,9999999,9999999,9999999,9999999
5837,17083,1,2,05,03,02,9,999,9,01,0,1,01,1,8,1,4,9,99,9,9,99,9,9,99,9,99999,12,0,0,0,0,0,0,0,1,0,0,0,0,5600,2,999999,9999999,1247,172958,999999,9999999,147603,9999999,9999999,172958,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
5838,18837,1,2,09,02,03,9,999,9,05,9,9,05,9,99,9,9,1,2,1,9,99,9,9,99,9,99999,21,0,1,0,0,0,0,0,0,0,0,0,0,980,4,999999,9999999,999999,9999999,673,61479,9999999,58609,9999999,9999999,61479,9999999,9999999,9999999,9999999,9999999,9999999,9999999
5839,41058,1,2,03,01,02,9,999,9,03,9,9,01,9,99,9,9,9,99,9,9,99,9,9,99,9,99999,18,0,0,0,0,0,0,1,0,0,0,0,0,1500,1,999999,9999999,368,49729,999999,9999999,31499,9999999,9999999,9999999,9999999,9999999,49729,9999999,9999999,9999999,9999999,9999999
5840,18299,4,9,05,05,05,2,999,3,05,9,9,05,9,99,9,9,9,99,9,9,99,9,9,99,9,99999,17,0,0,0,0,0,0,0,0,0,0,0,0,1178,1,999999,9999999,999999,9999999,999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
5841,28526,1,2,03,01,02,9,999,9,01,0,1,05,9,99,9,9,9,99,9,9,99,9,9,99,9,99999,08,0,0,0,0,0,0,0,0,0,0,0,0,1156,1,999999,9999999,999999,9999999,999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
5842,17635,3,7,03,01,03,9,999,9,01,0,1,05,9,99,9,9,9,99,9,9,99,9,9,99,9,99999,23,0,0,0,0,0,0,0,0,0,0,0,0,1840,1,999999,9999999,999999,9999999,999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
5843,17763,4,9,02,01,06,9,999,9,01,9,9,01,9,99,9,9,9,99,9,9,99,9,9,99,9,99999,01,0,0,0,0,0,0,0,0,0,0,0,0,850,1,999999,9999999,999999,9999999,999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
5844,15535,2,4,02,01,03,9,999,9,01,1,0,05,9,99,9,9,8,99,9,0,99,9,1,4,3,99999,24,0,0,0,0,1,0,0,0,0,0,1,0,2205,4,20,2700,999999,9999999,999999,9999999,9999999,9999999,2038,9999999,9999999,2700,9999999,9999999,9999999,9999999,9999999,9999999
5845,18173,2,3,01,01,03,9,999,9,05,1,0,05,9,99,9,9,9,99,9,9,99,9,9,99,9,99999,22,0,0,0,0,0,0,0,0,0,0,0,0,2241,4,999999,9999999,999999,9999999,999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
5846,19487,1,1,02,03,02,9,999,9,02,9,9,02,1,5,1,2,1,8,1,9,99,9,9,99,9,99999,22,1,0,0,1,1,1,0,1,0,0,0,0,2496,2,999999,9999999,603,83630,203,18540,70374,16935,9999999,83630,9999999,9999999,9999999,12919,9999999,9999999,5621,9999999
5847,9679,4,8,03,01,03,9,999,9,01,1,0,01,9,99,9,9,0,99,9,9,99,9,9,99,9,99999,12,0,0,0,0,1,0,0,0,0,0,0,0,2025,1,999999,9999999,999999,9999999,999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
5848,25635,4,8,01,01,06,9,999,9,05,9,9,05,9,99,9,9,0,99,9,9,99,9,9,99,9,99999,19,0,0,0,0,1,0,0,0,0,0,0,0,1464,4,999999,9999999,999999,9999999,999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
5849,16614,4,9,01,01,03,5,15,1,08,0,1,05,9,99,9,9,9,99,9,9,99,9,9,99,9,99999,09,0,0,0,0,0,0,0,0,0,0,0,0,2028,1,999999,9999999,999999,9999999,999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
5850,10212,2,4,01,01,03,9,999,9,01,0,1,05,9,99,9,9,9,99,9,9,99,9,9,99,9,99999,14,0,0,0,0,0,0,0,0,0,0,0,0,962,1,999999,9999999,999999,9999999,999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
5851,14642,1,2,02,01,03,5,20,1,01,9,9,05,9,99,9,9,9,99,9,9,99,9,9,99,9,99999,25,0,0,0,0,0,0,0,0,0,0,0,0,2400,2,999999,9999999,999999,9999999,999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
5852,7767,2,4,05,01,03,9,999,9,01,9,9,01,9,99,9,9,9,99,9,9,99,9,9,99,9,99999,01,0,0,0,0,0,0,0,0,0,0,0,0,960,4,999999,9999999,999999,9999999,999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
5853,22777,1,2,01,01,03,9,999,9,01,1,1,05,9,99,9,9,9,99,9,9,99,9,9,99,9,99999,25,0,0,0,0,0,0,0,0,0,0,0,0,1920,2,999999,9999999,999999,9999999,999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
5854,43661,3,7,01,01,06,9,999,9,01,0,1,05,9,99,9,9,9,99,9,9,99,9,9,99,9,99999,14,0,0,0,0,0,0,0,0,0,0,0,0,2204,4,999999,9999999,999999,9999999,999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
5855,11459,3,6,05,01,07,9,999,9,05,0,1,05,9,99,9,9,9,99,9,9,99,9,9,99,9,99999,10,0,0,0,0,0,0,0,0,0,0,0,0,1026,4,999999,9999999,999999,9999999,999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
5856,8248,2,4,05,01,03,9,999,9,01,1,0,05,9,99,9,9,9,99,9,9,99,9,9,99,9,99999,24,0,0,0,0,0,0,0,0,0,0,0,0,1526,1,999999,9999999,999999,9999999,999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
5857,8617,1,1,03,03,03,9,999,9,05,0,1,01,1,8,2,3,0,99,9,9,99,9,9,99,9,99999,19,0,0,0,0,1,0,0,1,0,0,0,0,2750,2,999999,9999999,579,80299,999999,9999999,75285,9999999,9999999,80299,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
5858,18225,1,2,01,01,03,9,999,9,01,9,9,01,9,99,9,9,9,99,9,9,99,9,9,99,9,99999,15,0,0,0,0,0,0,0,0,0,0,0,0,591,1,999999,9999999,999999,9999999,999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
5859,8416,2,4,01,01,03,9,999,9,01,9,9,05,9,99,9,9,9,99,9,9,99,9,9,99,9,99999,19,0,0,0,0,0,0,0,0,0,0,0,0,848,4,999999,9999999,999999,9999999,999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
5860,15710,4,9,06,01,03,9,999,9,01,1,0,01,9,99,9,9,0,99,9,9,99,9,9,99,9,99999,23,0,0,0,0,1,0,0,0,0,0,0,0,1458,1,999999,9999999,999999,9999999,999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
5861,26332,3,5,04,01,03,9,999,9,01,1,0,01,9,99,9,9,8,99,9,9,99,9,9,99,9,99999,23,0,0,0,0,1,0,0,0,0,0,0,0,1517,2,999999,9999999,999999,9999999,999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
5862,35316,3,5,04,05,04,9,999,9,05,1,0,05,9,99,9,9,9,99,9,9,99,9,9,99,9,99999,23,0,0,0,0,0,0,0,0,0,0,0,0,2622,2,999999,9999999,999999,9999999,999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
5863,23030,2,3,05,01,03,5,20,2,01,1,0,01,9,99,9,9,0,99,9,9,99,9,9,99,9,99999,24,0,0,0,0,1,0,0,0,0,0,0,0,943,2,999999,9999999,999999,9999999,999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
5864,7767,2,4,04,01,03,1,999,5,01,0,1,05,9,99,9,9,9,99,9,9,99,9,9,99,9,99999,24,0,0,0,0,0,0,0,0,0,0,0,0,4543,4,999999,9999999,999999,9999999,999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
5865,19071,3,5,01,01,03,4,999,5,01,0,1,05,9,99,9,9,9,99,9,9,99,9,9,99,9,99999,20,0,0,0,0,0,0,0,0,0,0,0,0,1796,4,999999,9999999,999999,9999999,999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
5866,11429,1,1,06,07,08,5,40,1,05,9,9,05,9,99,9,9,0,99,9,9,99,9,9,99,9,99999,22,0,0,0,0,1,0,0,0,0,0,0,0,464,2,999999,9999999,999999,9999999,999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
5867,15398,1,2,04,01,02,9,999,9,01,0,1,01,9,99,9,9,8,99,9,9,99,9,9,99,9,99999,25,0,0,0,0,1,0,0,0,0,0,0,0,1123,1,999999,9999999,999999,9999999,999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
5868,23096,1,2,01,03,02,9,999,9,03,9,9,01,9,99,9,9,9,99,9,9,99,9,9,99,9,99999,01,0,0,0,0,0,0,1,1,0,0,0,0,675,1,999999,9999999,187,25272,999999,9999999,53945,9999999,9999999,15742,9999999,9999999,9530,9999999,9999999,9999999,9999999,9999999
5869,7904,2,4,01,01,07,9,999,9,01,0,1,01,9,99,9,9,9,99,9,9,99,9,9,99,9,99999,07,0,0,0,0,0,0,0,0,0,0,0,0,954,1,999999,9999999,999999,9999999,999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
5870,25511,3,5,03,05,03,9,999,9,05,1,0,05,9,99,9,9,9,99,9,9,99,9,9,99,9,99999,05,0,0,0,0,0,0,0,0,0,0,0,0,1203,2,999999,9999999,999999,9999999,999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
5871,21563,3,5,01,01,03,9,999,9,01,1,0,05,9,99,9,9,9,99,9,9,99,9,9,99,9,99999,07,0,0,0,0,0,0,0,0,0,0,0,0,484,4,999999,9999999,999999,9999999,999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
5872,14146,3,6,01,05,04,9,999,9,05,1,0,05,9,99,9,9,0,99,9,9,99,9,9,99,9,99999,24,0,0,0,0,1,0,0,0,0,0,0,0,1880,2,999999,9999999,999999,9999999,999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
5873,24452,3,5,05,02,07,9,999,9,05,9,9,05,9,99,9,9,1,2,1,9,99,9,9,99,9,99999,02,0,1,0,0,0,0,0,0,0,0,0,0,1088,4,999999,9999999,999999,9999999,275,25116,9999999,26072,9999999,9999999,25116,9999999,9999999,9999999,9999999,9999999,9999999,9999999
5874,22173,3,7,05,05,03,9,999,9,05,1,0,05,9,99,9,9,9,99,9,9,99,9,9,99,9,99999,01,0,0,0,0,0,0,0,0,0,0,0,0,590,1,999999,9999999,999999,9999999,999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
5875,29067,1,2,05,01,01,2,999,3,01,9,9,05,9,99,9,9,9,99,9,9,99,9,9,99,9,99999,25,0,0,0,0,0,0,0,0,0,0,0,0,1350,2,999999,9999999,999999,9999999,999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
5876,17839,2,3,05,01,03,9,999,9,01,0,1,05,9,99,9,9,9,99,9,9,99,9,9,99,9,99999,14,0,0,0,0,0,0,0,0,0,0,0,0,3200,2,999999,9999999,999999,9999999,999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
5877,19695,3,5,02,01,02,9,999,9,01,9,9,01,9,99,9,9,9,99,9,9,99,9,9,99,9,99999,03,0,0,0,0,0,0,0,0,0,0,0,0,580,1,999999,9999999,999999,9999999,999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
5878,14564,1,2,05,05,05,2,999,5,05,0,1,05,9,99,9,9,9,99,9,0,99,9,1,96,3,99999,24,0,0,0,0,0,0,0,0,0,0,1,0,1704,2,5,657,999999,9999999,999999,9999999,9999999,9999999,1387,9999999,9999999,657,9999999,9999999,9999999,9999999,9999999,9999999
5879,16551,2,3,05,02,03,9,999,9,02,1,0,02,9,99,9,9,1,98,1,9,99,9,9,99,9,99999,02,1,1,0,1,0,1,0,0,0,0,0,0,2184,2,999999,9999999,999999,9999999,1205,110053,9999999,87864,9999999,9999999,85305,9999999,9999999,15653,9999999,9999999,9095,9999999
5880,12807,3,6,01,05,04,5,10,1,05,1,0,05,9,99,9,9,1,2,1,9,99,9,9,99,9,99999,19,0,0,0,0,1,0,0,0,0,0,0,0,4800,4,999999,9999999,999999,9999999,999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
5881,40683,3,6,09,01,03,2,999,3,01,1,0,01,9,99,9,9,0,99,9,9,99,9,9,99,9,99999,21,0,0,0,0,1,0,0,0,0,0,0,0,2178,2,999999,9999999,999999,9999999,999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
5882,20262,2,3,01,01,03,9,999,9,01,0,1,05,9,99,9,9,9,99,9,9,99,9,9,99,9,99999,05,0,0,0,0,0,0,0,0,0,0,0,0,2130,1,999999,9999999,999999,9999999,999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
5883,17635,3,7,06,05,03,1,999,3,05,1,0,05,9,99,9,9,9,99,9,9,99,9,9,99,9,99999,24,0,0,0,0,0,0,0,0,0,0,0,0,1393,1,999999,9999999,999999,9999999,999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
5884,36063,4,9,06,01,03,2,999,4,01,1,0,01,9,99,9,9,9,99,9,9,99,9,9,99,9,99999,25,0,0,0,0,0,0,0,0,0,0,0,0,2688,2,999999,9999999,999999,9999999,999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
5885,14183,1,1,05,05,05,9,999,9,01,9,9,05,9,99,9,9,9,99,9,9,99,9,9,99,9,99999,03,0,0,0,0,0,0,0,0,0,0,0,0,601,1,999999,9999999,999999,9999999,999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
5886,18194,3,6,02,07,08,5,60,1,05,0,1,05,9,99,9,9,9,99,9,9,99,9,9,99,9,99999,22,0,0,0,0,0,0,0,0,0,0,0,0,1284,2,999999,9999999,999999,9999999,999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
5887,34954,1,2,08,05,05,9,999,9,05,0,1,05,9,99,9,9,9,99,9,9,99,9,9,99,9,99999,13,0,0,0,0,0,0,0,0,0,0,0,0,1114,2,999999,9999999,999999,9999999,999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
5888,33065,3,7,06,01,03,2,999,3,01,1,0,05,9,99,9,9,9,99,9,9,99,9,9,99,9,99999,24,0,0,0,0,0,0,0,0,0,0,0,0,2343,1,999999,9999999,999999,9999999,999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
