HHID,NWEIGHT,REGIONC,DIVISION,YEARMADE,FUELHEAT,EQUIPM,WOODAMT,CORDPLUS,BURNHRS,FUELH2O,COOLMAIN,COOLUNIT,FUELFOOD,FODEL,NFODELNC,NDIFFOCO,QUANTFO,LPGDELV,NLPDELNC,NDIFLPCO,KERODEL,NOKRDEL,NDIFKRCO,KEROCASH,NOKRCASH,NKRGALNC,TOTPAYKR,MONEYPY,LPGWATER,LPGWARM,LPGCOOL,LPGFOOD,LPGOUT,LPGOTHER,FOIWATER,FOILWARM,FOILFOOD,KERWATER,KERWARM,KERFOOD,HEATED,AREA1980,GALLONKR,BTUKER,GALLONFO,BTUFO,GALLONLP,BTULP,BTUFOEST,BTULPEST,BTUKREST,BTUFOSPH,BTULPSPH,BTUKRSPH,BTUFOWTH,BTULPWTH,BTUKRWTH,BTUFOAPL,BTULPAPL,BTUKRAPL 
1012,22470,3,5,05,05,03,9,999,9,01,1,0,05,9,99,9,9,9,99,9,9,99,9,9,99,9,99999,23,0,0,0,0,0,0,0,0,0,0,0,0,1000,2,999999,9999999,999999,9999999,999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
1013,14363,1,1,05,01,03,9,999,9,01,1,0,01,9,99,9,9,0,99,9,9,99,9,9,99,9,99999,22,0,0,0,0,1,0,0,0,0,0,0,0,2072,2,999999,9999999,999999,9999999,999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
1014,18890,4,9,04,05,03,9,999,9,08,1,0,05,9,99,9,9,9,99,9,9,99,9,9,99,9,99999,14,0,0,0,0,0,0,0,0,0,0,0,0,951,2,999999,9999999,999999,9999999,999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
1015,15398,1,2,01,03,02,9,999,9,03,9,9,01,1,10,1,2,9,99,9,9,99,9,9,99,9,99999,03,0,0,0,0,0,0,1,1,0,0,0,0,2112,1,999999,9999999,882,119127,999999,9999999,100125,9999999,9999999,96949,9999999,9999999,22178,9999999,9999999,9999999,9999999,9999999
1016,12807,3,6,06,05,03,9,999,9,05,1,0,05,9,99,9,9,9,99,9,9,99,9,9,99,9,99999,13,0,0,0,0,0,0,0,0,0,0,0,0,476,4,999999,9999999,999999,9999999,999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
1017,17920,2,3,02,01,03,9,999,9,05,1,0,05,9,99,9,9,0,99,9,9,99,9,9,99,9,99999,20,0,0,0,0,1,0,0,0,0,0,0,0,1200,1,999999,9999999,999999,9999999,999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
1018,23030,2,3,05,01,03,9,999,9,01,1,0,01,9,99,9,9,9,99,9,9,99,9,9,99,9,99999,21,0,0,0,0,0,0,0,0,0,0,0,0,1221,2,999999,9999999,999999,9999999,999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
1019,30795,1,2,01,01,02,9,999,9,01,0,1,01,9,99,9,9,9,99,9,9,99,9,9,99,9,99999,23,0,0,0,0,0,0,0,0,0,0,0,0,965,1,999999,9999999,999999,9999999,999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
1020,7564,2,4,10,02,03,9,999,9,02,1,0,02,9,99,9,9,9,99,9,9,99,9,9,99,9,99999,19,1,1,0,1,0,0,0,0,0,0,0,0,1232,4,999999,9999999,999999,9999999,590,53885,9999999,61516,9999999,9999999,32885,9999999,9999999,17316,9999999,9999999,3684,9999999
1021,10089,4,8,01,03,03,9,999,9,05,0,1,05,1,4,1,3,0,99,9,9,99,9,9,99,9,99999,22,0,0,0,0,1,0,0,1,0,0,0,0,2481,4,999999,9999999,556,77112,999999,9999999,77286,9999999,9999999,77112,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
1022,18173,2,3,01,01,03,9,999,9,05,1,0,01,9,99,9,9,9,99,9,9,99,9,9,99,9,99999,14,0,0,0,0,0,0,0,0,0,0,0,0,546,4,999999,9999999,999999,9999999,999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
1023,25662,1,2,05,03,02,9,999,9,03,9,9,01,9,99,9,9,9,99,9,9,99,9,9,99,9,99999,09,0,0,0,0,0,0,1,1,0,0,0,0,1980,1,999999,9999999,397,53609,999999,9999999,59266,9999999,9999999,33534,9999999,9999999,20075,9999999,9999999,9999999,9999999,9999999
1024,17994,2,4,01,01,03,9,999,9,01,1,0,05,9,99,9,9,9,99,9,9,99,9,9,99,9,99999,05,0,0,0,0,0,0,0,0,0,0,0,0,483,4,999999,9999999,999999,9999999,999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
1025,21487,4,8,05,01,03,9,999,9,01,1,0,05,9,99,9,9,9,99,9,9,99,9,9,99,9,99999,22,0,0,0,0,0,0,0,0,0,0,0,0,505,1,999999,9999999,999999,9999999,999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
1026,30696,4,9,05,01,03,9,999,9,05,1,0,05,9,99,9,9,9,99,9,9,99,9,9,99,9,99999,15,0,0,0,0,0,0,0,0,0,0,0,0,969,2,999999,9999999,999999,9999999,999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
1027,17920,2,3,01,01,03,9,999,9,05,9,9,05,9,99,9,9,9,99,9,9,99,9,9,99,9,99999,02,0,0,0,0,0,0,0,0,0,0,0,0,1256,1,999999,9999999,999999,9999999,999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
1028,16533,3,7,05,01,06,9,999,9,01,9,9,01,9,99,9,9,9,99,9,9,99,9,9,99,9,99999,14,0,0,0,0,0,0,0,0,0,0,0,0,816,1,999999,9999999,999999,9999999,999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
1029,18175,4,9,01,05,05,9,999,9,05,0,1,05,9,99,9,9,9,99,9,9,99,9,9,99,9,99999,10,0,0,0,0,0,0,0,0,0,0,0,0,1035,4,999999,9999999,999999,9999999,999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
1030,19460,4,9,05,05,03,9,999,9,01,1,0,01,9,99,9,9,9,99,9,9,99,9,9,99,9,99999,25,0,0,0,0,0,0,0,0,0,0,0,0,1657,2,999999,9999999,999999,9999999,999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
1031,15319,2,4,04,01,02,9,999,9,01,9,9,05,9,99,9,9,0,99,9,9,99,9,9,99,9,99999,05,0,0,0,0,1,0,0,0,0,0,0,0,2863,1,999999,9999999,999999,9999999,999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
1032,11490,1,1,01,03,02,9,999,9,02,0,1,05,1,7,1,8,1,2,1,9,99,9,9,99,9,99999,16,1,1,0,0,1,0,0,1,0,0,0,0,2553,2,999999,9999999,616,83178,432,39467,121783,21911,9999999,83178,19462,9999999,9999999,20005,9999999,9999999,9999999,9999999
1033,12657,3,6,04,01,07,9,999,9,01,9,9,01,9,99,9,9,9,99,9,9,99,9,9,99,9,99999,03,0,0,0,0,0,0,0,0,0,0,0,0,1054,2,999999,9999999,999999,9999999,999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
1034,17194,3,7,02,01,07,9,999,9,01,9,9,01,9,99,9,9,9,99,9,9,99,9,9,99,9,99999,20,0,0,0,0,0,0,0,0,0,0,0,0,837,1,999999,9999999,999999,9999999,999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
1035,22641,2,3,04,01,03,9,999,9,01,1,0,01,9,99,9,9,9,99,9,9,99,9,9,99,9,99999,15,0,0,0,0,0,0,0,0,0,0,0,0,896,2,999999,9999999,999999,9999999,999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
1036,15710,4,9,05,01,03,3,999,2,01,1,0,01,9,99,9,9,8,99,9,9,99,9,9,99,9,99999,24,0,0,0,0,1,0,0,0,0,0,0,0,1470,1,999999,9999999,999999,9999999,999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
1037,13358,1,2,01,03,02,9,999,9,03,0,1,05,1,3,1,4,9,99,9,9,99,9,9,99,9,99999,21,0,0,0,0,0,0,1,1,0,0,0,0,2434,2,999999,9999999,800,110952,999999,9999999,193768,9999999,9999999,98988,9999999,9999999,11964,9999999,9999999,9999999,9999999,9999999
1038,17920,2,3,01,01,03,9,999,9,05,9,9,05,9,99,9,9,0,99,9,9,99,9,9,99,9,99999,22,0,0,0,0,1,0,0,0,0,0,0,0,3234,1,999999,9999999,999999,9999999,999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
1039,19695,3,5,02,01,02,9,999,9,01,0,1,01,9,99,9,9,9,99,9,9,99,9,9,99,9,99999,03,0,0,0,0,0,0,0,0,0,0,0,0,405,1,999999,9999999,999999,9999999,999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
1040,10966,3,6,05,05,04,9,999,9,05,1,0,05,9,99,9,9,9,99,9,9,99,9,9,99,9,99999,18,0,0,0,0,0,0,0,0,0,0,0,0,480,1,999999,9999999,999999,9999999,999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
1041,15485,2,3,03,02,02,9,999,9,05,9,9,05,9,99,9,9,1,5,1,9,99,9,9,99,9,99999,14,0,1,0,1,1,0,0,0,0,0,0,0,1952,4,999999,9999999,999999,9999999,1370,125122,9999999,81635,9999999,9999999,118675,9999999,9999999,9999999,9999999,9999999,6447,9999999
1042,18744,2,3,05,05,05,4,999,5,05,9,9,05,9,99,9,9,8,99,9,8,99,9,8,99,9,99999,23,0,0,0,0,1,0,0,0,0,0,1,0,1896,4,3,414,999999,9999999,999999,9999999,9999999,9999999,925,9999999,9999999,414,9999999,9999999,9999999,9999999,9999999,9999999
1043,14168,4,9,04,01,03,3,999,3,01,9,9,05,9,99,9,9,8,99,9,9,99,9,9,99,9,99999,25,0,0,0,0,1,0,0,0,0,0,0,0,3589,2,999999,9999999,999999,9999999,999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
1044,22477,2,3,07,01,03,1,999,4,05,1,0,05,9,99,9,9,0,99,9,9,99,9,9,99,9,99999,25,0,0,0,0,1,0,0,0,0,0,0,0,3200,2,999999,9999999,999999,9999999,999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
1045,15710,4,9,04,01,03,9,999,9,01,1,0,05,9,99,9,9,9,99,9,9,99,9,9,99,9,99999,23,0,0,0,0,0,0,0,0,0,0,0,0,2860,1,999999,9999999,999999,9999999,999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
1046,21579,3,7,05,05,04,5,10,4,05,1,0,05,9,99,9,9,0,99,9,9,99,9,9,99,9,99999,24,0,0,0,0,1,0,0,0,0,0,0,0,4950,4,999999,9999999,999999,9999999,999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
1047,15821,2,3,02,03,03,9,999,9,03,9,9,05,9,99,9,9,9,99,9,9,99,9,9,99,9,99999,01,0,0,0,0,0,0,1,1,0,0,0,0,720,1,999999,9999999,718,96891,999999,9999999,79904,9999999,9999999,68731,9999999,9999999,28160,9999999,9999999,9999999,9999999,9999999
1048,38142,3,5,06,01,03,3,999,5,01,1,0,05,9,99,9,9,0,99,9,9,99,9,9,99,9,99999,25,0,0,0,0,1,0,0,0,0,0,0,0,2628,4,999999,9999999,999999,9999999,999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
1049,20024,4,9,04,01,06,9,999,9,01,0,1,05,9,99,9,9,9,99,9,9,99,9,9,99,9,99999,22,0,0,0,0,0,0,0,0,0,0,0,0,597,2,999999,9999999,999999,9999999,999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
1050,17141,3,6,04,02,07,9,999,9,05,0,1,05,9,99,9,9,8,99,9,9,99,9,9,99,9,99999,16,0,1,0,0,0,0,0,0,0,0,0,0,1056,4,999999,9999999,999999,9999999,50,4566,9999999,19059,9999999,9999999,4566,9999999,9999999,9999999,9999999,9999999,9999999,9999999
1051,18424,2,3,01,01,02,9,999,9,01,0,1,01,9,99,9,9,9,99,9,9,99,9,9,99,9,99999,14,0,0,0,0,0,0,0,0,0,0,0,0,556,2,999999,9999999,999999,9999999,999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
1052,40430,3,6,05,07,08,3,999,1,05,9,9,05,9,99,9,9,9,99,9,9,99,9,9,99,9,99999,04,0,0,0,0,0,0,0,0,0,0,0,0,1960,2,999999,9999999,999999,9999999,999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
1053,9792,4,8,05,07,08,5,50,1,05,0,1,02,9,99,9,9,1,9,2,9,99,9,9,99,9,99999,05,1,1,0,1,0,0,0,0,0,0,0,0,1272,4,999999,9999999,999999,9999999,399,36441,9999999,22920,9999999,9999999,17179,9999999,9999999,12575,9999999,9999999,6687,9999999
1054,9679,4,8,06,01,03,9,999,9,01,1,0,05,9,99,9,9,9,99,9,9,99,9,9,99,9,99999,03,0,0,0,0,1,0,0,0,0,0,0,0,1489,1,999999,9999999,999999,9999999,999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
1055,16537,2,3,01,03,03,9,999,9,05,0,1,05,1,4,1,2,9,99,9,9,99,9,9,99,9,99999,05,0,0,0,0,0,0,0,1,0,0,0,0,1684,2,999999,9999999,745,103324,999999,9999999,83940,9999999,9999999,103324,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
1056,25899,2,3,01,01,03,9,999,9,01,9,9,01,9,99,9,9,9,99,9,9,99,9,9,99,9,99999,18,0,0,0,0,0,0,0,0,0,0,0,0,1024,2,999999,9999999,999999,9999999,999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
1057,7862,1,1,05,03,01,4,999,2,03,0,1,05,1,1,2,8,9,99,9,9,99,9,9,99,9,99999,24,0,0,0,0,0,0,1,1,0,0,0,0,1144,2,999999,9999999,697,96618,999999,9999999,81475,9999999,9999999,69287,9999999,9999999,27331,9999999,9999999,9999999,9999999,9999999
1058,7625,2,4,05,01,03,9,999,9,01,1,0,01,9,99,9,9,0,99,9,9,99,9,9,99,9,99999,25,0,0,0,0,1,0,0,0,0,0,0,0,1134,2,999999,9999999,999999,9999999,999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
1059,13082,3,6,05,01,03,9,999,9,01,1,0,05,9,99,9,9,9,99,9,0,99,9,1,20,3,99999,18,0,0,0,0,0,0,0,0,0,0,1,0,1550,1,100,13500,999999,9999999,999999,9999999,9999999,9999999,5094,9999999,9999999,13500,9999999,9999999,9999999,9999999,9999999,9999999
1060,20221,4,8,05,05,03,9,999,9,05,1,0,05,9,99,9,9,9,99,9,9,99,9,9,99,9,99999,12,0,0,0,0,0,0,0,0,0,0,0,0,847,2,999999,9999999,999999,9999999,999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
1061,39503,3,7,03,02,07,9,999,9,02,9,9,02,9,99,9,9,1,6,1,9,99,9,9,99,9,99999,01,1,1,0,1,0,0,0,0,0,0,0,0,594,2,999999,9999999,999999,9999999,340,31052,9999999,25417,9999999,9999999,16920,9999999,9999999,10499,9999999,9999999,3633,9999999
1062,22470,3,5,08,05,04,9,999,9,05,1,0,05,9,99,9,9,9,99,9,9,99,9,9,99,9,99999,22,0,0,0,0,0,0,0,0,0,0,0,0,1620,2,999999,9999999,999999,9999999,999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
1063,18890,4,9,05,01,03,9,999,9,01,1,0,05,9,99,9,9,9,99,9,9,99,9,9,99,9,99999,23,0,0,0,0,0,0,0,0,0,0,0,0,1165,2,999999,9999999,999999,9999999,999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
1064,20799,1,2,01,03,03,5,50,1,05,9,9,05,1,1,1,8,9,99,9,9,99,9,9,99,9,99999,01,0,0,0,0,0,0,0,1,0,0,0,0,1680,4,999999,9999999,0,0,999999,9999999,79071,9999999,9999999,0,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
1065,15858,4,9,03,05,04,9,999,9,01,0,1,00,9,99,9,9,9,99,9,9,99,9,9,99,9,99999,01,0,0,0,0,0,0,0,0,0,0,0,0,280,2,999999,9999999,999999,9999999,999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
1066,17549,2,3,01,03,03,3,999,3,05,9,9,05,1,3,1,4,9,99,9,9,99,9,9,99,9,99999,18,0,0,0,0,0,0,0,1,0,0,0,0,3694,4,999999,9999999,1053,146041,999999,9999999,149509,9999999,9999999,146041,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
1067,14564,1,2,04,05,05,4,999,4,05,0,1,05,9,99,9,9,0,99,9,9,99,9,9,99,9,99999,24,0,0,0,0,1,0,0,0,0,0,0,0,3045,2,999999,9999999,999999,9999999,999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
1068,13358,1,2,01,03,02,9,999,9,03,1,0,05,1,3,1,3,0,99,9,9,99,9,9,99,9,99999,23,0,0,0,0,1,0,1,1,0,0,0,0,1296,2,999999,9999999,1282,177801,999999,9999999,105380,9999999,9999999,144929,9999999,9999999,32872,9999999,9999999,9999999,9999999,9999999
1069,29284,1,2,05,05,03,9,999,9,05,1,0,05,9,99,9,9,9,99,9,9,99,9,9,99,9,99999,18,0,0,0,0,0,0,0,0,0,0,0,0,1176,2,999999,9999999,999999,9999999,999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
1070,14692,3,6,04,02,07,9,999,9,02,0,1,02,9,99,9,9,8,99,9,9,99,9,9,99,9,99999,08,1,1,0,1,0,0,0,0,0,0,0,0,828,4,999999,9999999,999999,9999999,503,45949,9999999,49925,9999999,9999999,26124,9999999,9999999,15954,9999999,9999999,3871,9999999
1071,9001,1,1,01,03,02,3,999,3,05,0,1,05,1,15,1,4,9,99,9,9,99,9,9,99,9,99999,23,0,0,0,0,0,0,0,1,0,0,0,0,4181,1,999999,9999999,1760,244094,999999,9999999,220054,9999999,9999999,244094,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
1072,15485,2,3,01,07,08,5,30,1,05,1,0,05,9,99,9,9,1,1,8,9,99,9,9,99,9,99999,23,0,1,0,0,0,0,0,0,0,0,0,0,1686,4,999999,9999999,999999,9999999,281,25664,9999999,13233,9999999,9999999,25664,9999999,9999999,9999999,9999999,9999999,9999999,9999999
1073,40979,4,9,05,01,03,1,999,4,01,1,0,01,9,99,9,9,9,99,9,9,99,9,9,99,9,99999,12,0,0,0,0,0,0,0,0,0,0,0,0,1962,2,999999,9999999,999999,9999999,999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
1074,21252,4,9,01,05,03,9,999,9,05,9,9,05,9,99,9,9,8,99,9,0,99,9,1,96,5,99996,23,0,0,0,0,1,0,0,0,0,0,1,0,2887,2,20,2683,999999,9999999,999999,9999999,9999999,9999999,2038,9999999,9999999,2683,9999999,9999999,9999999,9999999,9999999,9999999
1075,26831,4,9,03,01,06,9,999,9,01,9,9,05,9,99,9,9,9,99,9,9,99,9,9,99,9,99999,12,0,0,0,0,0,0,0,0,0,0,0,0,168,1,999999,9999999,999999,9999999,999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
1076,20332,2,4,03,01,03,9,999,9,01,1,0,01,9,99,9,9,9,99,9,9,99,9,9,99,9,99999,23,0,0,0,0,0,0,0,0,0,0,0,0,2160,2,999999,9999999,999999,9999999,999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
1077,22470,3,5,04,01,03,9,999,9,01,1,0,01,9,99,9,9,9,99,9,9,99,9,9,99,9,99999,24,0,0,0,0,0,0,0,0,0,0,0,0,2580,2,999999,9999999,999999,9999999,999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
1078,12956,3,6,02,01,07,9,999,9,01,0,1,01,9,99,9,9,9,99,9,9,99,9,9,99,9,99999,15,0,0,0,0,0,0,0,0,0,0,0,0,612,4,999999,9999999,999999,9999999,999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
1079,8617,1,1,04,01,02,9,999,9,01,0,1,05,9,99,9,9,9,99,9,9,99,9,9,99,9,99999,17,0,0,0,0,0,0,1,1,0,0,0,0,773,2,999999,9999999,0,0,999999,9999999,37324,9999999,9999999,0,9999999,9999999,0,9999999,9999999,9999999,9999999,9999999
1080,22470,3,5,08,05,04,9,999,9,05,1,0,05,9,99,9,9,9,99,9,9,99,9,9,99,9,99999,23,0,0,0,0,0,0,0,0,0,0,0,0,1559,2,999999,9999999,999999,9999999,999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
1081,15710,4,9,01,01,03,9,999,9,01,9,9,05,9,99,9,9,9,99,9,9,99,9,9,99,9,99999,23,0,0,0,0,0,0,0,0,0,0,0,0,1490,1,999999,9999999,999999,9999999,999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
1082,16751,1,2,01,03,03,9,999,9,03,9,9,01,1,2,1,8,9,99,9,9,99,9,9,99,9,99999,03,0,0,0,0,0,0,1,1,0,0,0,0,1835,1,999999,9999999,423,58666,999999,9999999,69937,9999999,9999999,47931,9999999,9999999,10735,9999999,9999999,9999999,9999999,9999999
1083,25755,2,4,09,01,03,9,999,9,01,1,0,05,9,99,9,9,0,99,9,9,99,9,9,99,9,99999,24,0,0,0,0,1,0,0,0,0,0,0,0,1214,2,999999,9999999,999999,9999999,999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
