HHID,NWEIGHT,QMAIL,REGIONC,DIVISION,LRGSTATE,CDD65,HDD65,TYPEHUQ,GALLONKR,BTUKER,KWH,BTUEL,CUFEETNG,BTUNG,GALLONFO,BTUFO,GALLONLP,BTULP,BTUELSPH,BTUNGSPH,BTUFOSPH,BTULPSPH,BTUKRSPH,BTUELWTH,BTUNGWTH,BTUFOWTH,BTULPWTH,BTUKRWTH,BTUELAPL,BTUNGAPL,BTUFOAPL,BTULPAPL,BTUKRAPL,BTUELCOL,BTUNGCOL,BTUELRFG,BTUELFZZ,BTUELCOK,BTUELDWH,BTUELCDR,BTUELLGT 
1037, 10365,9,2,3,0, 710, 6451,3,     0,     0,  8883, 30309,  1667,171368,     0,     0,     0,     0,     0,132347,     0,     0,     0,     0, 39021,     0,     0,     0, 25777,     0,     0,     0,     0, 1858,    0, 2674,    0, 1503,    0, 6942, 5337
1038,  8045,9,1,1,0, 701, 6324,5,     0,     0,  3835, 13086,   166, 17103,     0,     0,     0,     0,  6059,     0,     0,     0,     0,     0, 17103,     0,     0,     0,  4074,     0,     0,     0,     0, 1023,    0, 1930,    0,  709,    0,    0, 1020
1039, 25347,9,4,9,2, 857, 2024,2,     0,     0,  6425, 21922,   484, 49755,     0,     0,     0,     0,  1096, 31530,     0,     0,     0,     0, 18225,     0,     0,     0, 16722,     0,     0,     0,     0,    0,    0, 4104, 3172, 2253,  403, 1969, 3374
1040,  7623,9,4,8,0,1919, 2609,2,     0,     0,   753,  2569,   436, 44821,     0,     0,     0,     0,     0, 27860,     0,     0,     0,     0, 13348,     0,     0,     0,  1117,  3613,     0,     0,     0,  753,    0,  699,    0,    0,    0,    0,  125
1041, 23573,9,2,3,0,1035, 5850,2,     0,     0,  9566, 32639,  1681,172807,     0,     0,     0,     0,     0,102884,     0,     0,     0,     0, 53572,     0,     0,     0, 18752, 16351,     0,     0,     0, 5201,    0, 8686,    0,    0, 1244,    0, 5100
1042,  9204,9,3,7,0,1947, 3852,5,     0,     0,  4178, 14255,   380, 39064,     0,     0,     0,     0,     0, 22795,     0,     0,     0,     0, 12132,     0,     0,     0,  7723,  4137,     0,     0,     0, 2827,    0, 3705,    0,    0,    0,    0, 4644
1043, 24904,9,2,3,0,1128, 5618,2,     0,     0, 14067, 47997,  1211,124491,     0,     0,     0,     0,     0, 97471,     0,     0,     0,     0, 27020,     0,     0,     0, 29570,     0,     0,     0,     0,11178,    0, 7249, 3228, 3553, 2501, 4005, 3564
1044,  4481,9,2,4,0,1289, 5468,2,     0,     0, 14729, 50255,  1750,179900,     0,     0,     0,     0,     0,138630,     0,     0,     0,     0, 33185,     0,     0,     0, 21105,  8085,     0,     0,     0,14984,    0,14166,    0, 2271,  498, 2430, 5975
1045,  4332,9,4,9,2, 209, 5743,2,     0,     0, 17572, 59956,     0,     0,     0,     0,     0,     0,  6439,     0,     0,     0,     0, 16278,     0,     0,     0,     0, 32444,     0,     0,     0,     0,    0,    0, 4795, 4430, 4329,  671, 4113, 3857
1046,  4041,9,2,4,0, 823, 6635,1,     0,     0, 12059, 41145,     0,     0,     0,     0,  1085, 99093,     0,     0,     0, 64474,     0,     0,     0,     0, 27992,     0, 26508,     0,     0,  6627,     0,10833,    0, 3804,    0,    0,    0, 3390, 6736
1047, 10436,9,3,5,4,2627, 1323,2,     0,     0,  7019, 23949,   312, 32074,     0,     0,     0,     0,     0, 15807,     0,     0,     0,     0, 16267,     0,     0,     0, 11903,     0,     0,     0,     0, 8238,    0, 3808,    0,  790,  733, 1468, 1450
1048,  4663,9,3,5,0,1723, 3259,2,     0,     0, 18205, 62115,     0,     0,     0,     0,     0,     0, 13565,     0,     0,     0,     0, 13297,     0,     0,     0,     0, 24505,     0,     0,     0,     0, 8437,    0, 2311,    0, 2465, 1735, 2779, 4148
1049,  3979,9,3,5,0,1570, 3528,2,     0,     0,  8256, 28169,   505, 51914,     0,     0,     0,     0,     0, 33133,     0,     0,     0,     0, 18781,     0,     0,     0, 16133,     0,     0,     0,     0, 8337,    0, 3699,    0,  891,  825, 2077, 3351
1050, 10128,9,4,8,0,   0,10614,3,     0,     0, 15245, 52016,     0,     0,     0,     0,     0,     0, 22797,     0,     0,     0,     0, 12128,     0,     0,     0,     0, 14653,     0,     0,     0,     0,    0,    0, 2438,    0,  831,  388,    0, 2096
1051, 21335,9,4,9,2, 858, 2023,2,     0,     0, 15287, 52159,  1261,129631,     0,     0,     0,     0,  1721, 82849,     0,     0,     0,     0, 46782,     0,     0,     0, 39256,     0,     0,     0,     0,    0,    0,11182,    0, 4999,  633, 8875, 6807
1052, 13505,9,1,2,1, 916, 5563,4,     0,     0,  5787, 19745,  1431,147075,   178, 24749,     0,     0,     0,137291,     0,     0,     0,     0,     0, 24749,     0,     0, 13138,  9784,     0,     0,     0, 3870,    0, 2737, 2732,    0, 1105,    0, 3168
1053,  7587,9,2,3,0, 445, 7986,2,     0,     0,  9665, 32977,   557, 57260,     0,     0,     0,     0,     0, 37778,     0,     0,     0,     0, 19482,     0,     0,     0, 26942,     0,     0,     0,     0, 3271,    0, 2764, 2732, 1313,  433, 3516, 1963
1054, 23786,9,2,3,0, 849, 6161,4,     0,     0, 13023, 44434,  2162,222254,     0,     0,     0,     0,     0,169327,     0,     0,     0,     0, 38981,     0,     0,     0, 36249, 13946,     0,     0,     0, 2444,    0, 5741, 4453,    0,    0,    0, 7853
1055,  5371,9,3,5,4,3346,  548,2,     0,     0, 12956, 44206,     0,     0,     0,     0,     0,     0,  6145,     0,     0,     0,     0,  5361,     0,     0,     0,     0, 15567,     0,     0,     0,     0,12919,    0, 4214,    0, 1571, 1427, 1724, 2877
1056,  4156,9,2,3,0, 695, 6844,1,     0,     0,  6042, 20615,   670, 68876,     0,     0,     0,     0,     0, 42912,     0,     0,     0,     0, 20975,     0,     0,     0, 15257,  4989,     0,     0,     0, 3519,    0, 1839,    0,    0,    0, 2771, 4351
1057, 17029,9,2,4,0,1102, 5634,2,     0,     0, 20895, 71294,     0,     0,     0,     0,     0,     0, 30555,     0,     0,     0,     0,  9714,     0,     0,     0,     0, 24396,     0,     0,     0,     0, 2912,    0, 3717, 4452, 2433,  534, 3270, 2286
1058,  6927,9,4,9,0,  95, 6025,5,     0,     0,  8239, 28112,     0,     0,     0,     0,     0,     0,  8646,     0,     0,     0,     0,  6209,     0,     0,     0,     0, 11692,     0,     0,     0,     0,    0,    0, 1565,    0, 1881,  820, 1643, 3146
1059,  3757,9,3,6,0,1483, 4156,2,     0,     0,  8219, 28043,   818, 84090,     0,     0,     0,     0,     0, 68282,     0,     0,     0,     0, 15714,     0,     0,     0, 17158,    94,     0,     0,     0, 8457,    0, 2428,    0,  798,  905, 1814, 5532
1060, 17925,9,1,2,1, 365, 7835,2,     0,     0,  7057, 24078,  1153,118528,     0,     0,     0,     0,     0, 92457,     0,     0,     0,     0, 19393,     0,     0,     0, 19680,  6678,     0,     0,     0, 1161,    0, 3237, 3015,    0,    0,    0, 5181
1061, 19899,9,1,2,0,1030, 5399,2,     0,     0,  9105, 31066,  1023,105164,     0,     0,     0,     0,     0, 75122,     0,     0,     0,     0, 23724,     0,     0,     0, 15782,  6318,     0,     0,     0, 8759,    0, 6525,    0,    0,  400, 1954, 4104
1062,  4102,9,3,6,0,2800, 1473,2,     0,     0, 14333, 48905,     0,     0,     0,     0,     0,     0,  7839,     0,     0,     0,     0,  9352,     0,     0,     0,     0, 19046,     0,     0,     0,     0, 9583,    0, 3085,    0, 1084, 1005, 5785, 2074
1063,  7817,9,2,3,0, 720, 6748,2,     0,     0, 10661, 36375,  1400,143920,     0,     0,     0,     0,     0, 93607,     0,     0,     0,     0, 40290,     0,     0,     0, 25206, 10023,     0,     0,     0, 5913,    0, 5256,    0,    0, 1020, 2566, 4121
1064, 16251,9,3,5,0,2051, 3104,1,     0,     0,  8430, 28762,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,  7771,     0,     0,     0,     0, 11553,     0,     0,     0,     0, 7273,    0, 2165, 2471,  867,    0,    0, 1128
1065,  4006,9,2,3,0, 717, 6228,2,     0,     0, 27286, 93100,     0,     0,     0,     0,     0,     0, 30342,     0,     0,     0,     0, 16841,     0,     0,     0,     0, 32841,     0,     0,     0,     0,10650,    0, 2426, 6159, 1341, 2243, 2709, 4220
1066,  5994,9,3,5,4,2661, 1222,2,     0,     0, 16325, 55701,   665, 68362,     0,     0,     0,     0,  1331, 39954,     0,     0,     0,     0, 28408,     0,     0,     0, 28550,     0,     0,     0,     0,18196,    0, 7624, 3647, 1486,  490, 3981, 3083
1067, 20864,9,2,3,0, 815, 6633,3,     0,     0, 11128, 37969,  1094,112463,     0,     0,     0,     0,     0, 72870,     0,     0,     0,     0, 29670,     0,     0,     0, 28506,  9923,     0,     0,     0, 5746,    0, 3717,    0,    0, 2539,    0, 4890
1068,  3826,9,1,2,1, 343, 8476,2,     0,     0,  9202, 31397,     0,     0,     0,     0,   507, 46304,     0,     0,     0, 46304,     0,  8836,     0,     0,     0,     0, 18255,     0,     0,     0,     0,    0,    0, 4306,    0, 1003,  331, 2025, 2440
1069,  7117,9,1,2,1, 691, 6723,3,     0,     0,  9162, 31261,   781, 80287,     0,     0,     0,     0,   991, 59373,     0,     0,     0,     0, 18899,     0,     0,     0, 17355,  2015,     0,     0,     0, 5239,    0, 7676,    0, 1663, 1851,    0, 3745
1070, 10405,9,1,2,0, 899, 6013,2,     0,     0,  7804, 26627,     0,     0,   379, 52564,     0,     0,   963,     0, 52564,     0,     0,  8547,     0,     0,     0,     0, 11432,     0,     0,     0,     0, 2299,    0, 3386,    0,  760,    0, 2878,  712
1071,  3742,9,4,8,0,  33, 9520,2,     0,     0, 28991, 98917,     0,     0,     0,     0,     0,     0, 49880,     0,     0,     0,     0, 12305,     0,     0,     0,     0, 25766,     0,     0,     0,     0,    0,    0,10966, 2000, 2607, 2902, 3504, 1924
1072,  3602,9,4,8,0, 515, 5998,4,     0,     0, 41615,141990,     0,     0,     0,     0,     0,     0, 81596,     0,     0,     0,     0, 11701,     0,     0,     0,     0, 27408,     0,     0,     0,     0,16286,    0, 4999, 5264, 1364,    0,    0, 8277
1073, 12032,9,4,8,0, 563, 5831,1,     0,     0, 24258, 82768,     0,     0,     0,     0,     0,     0, 27223,     0,     0,     0,     0, 15520,     0,     0,     0,     0, 34023,     0,     0,     0,     0,    0,    0, 6002, 2794, 2467, 1736, 4797, 2215
1074, 12605,9,2,3,0, 711, 6837,4,     0,     0,  8970, 30606,  1770,181956,     0,     0,     0,     0,     0,123689,     0,     0,     0,     0, 47427,     0,     0,     0, 17638, 10840,     0,     0,     0, 8094,    0, 4874,    0,    0,    0,    0, 7027
1075, 19831,9,4,9,2, 620, 2569,2,     0,     0,  6463, 22052,   499, 51297,     0,     0,     0,     0,  7976,     0,     0,     0,     0,     0, 51297,     0,     0,     0, 10811,     0,     0,     0,     0, 1790,    0, 1475,    0, 1549,  523, 1746, 1663
1076, 21099,9,1,2,0, 958, 5771,2,     0,     0, 11543, 39385,  1250,128500,     0,     0,     0,     0,     0, 82668,     0,     0,     0,     0, 34545,     0,     0,     0, 29408, 11287,     0,     0,     0, 4824,    0, 5153, 6560,    0,  898,    0, 5226
1077,  8956,9,3,5,0,2473, 2358,2,     0,     0, 18795, 64129,     0,     0,     0,     0,     0,     0, 14169,     0,     0,     0,     0, 12736,     0,     0,     0,     0, 20187,     0,     0,     0,     0,11068,    0, 5969,    0, 3796,    0,    0, 4253
1078,  5773,9,4,8,0,   0,11668,4,     0,     0,  6655, 22706,   527, 54134,     0,     0,     0,     0, 16367, 13171,     0,     0,     0,     0, 33717,     0,     0,     0,  5057,  7246,     0,     0,     0,    0,    0, 1282,    0,    0,    0,    0, 1084
1079, 21335,9,4,9,2, 729, 1013,2,     0,     0, 10910, 37225,   411, 42251,     0,     0,     0,     0,     0, 25538,     0,     0,     0,     0, 16195,     0,     0,     0, 18954,   518,     0,     0,     0, 6004,    0,12267,    0, 1552, 1763,    0, 5480
1080, 12597,9,3,6,0,2539, 1626,2,     0,     0,  5087, 17358,   428, 43989,     0,     0,     0,     0,     0, 25704,     0,     0,     0,     0, 13259,     0,     0,     0,  9775,  5026,     0,     0,     0, 2145,    0, 5438,    0,    0,    0, 2609, 1069
1081, 21703,9,2,4,0, 888, 6195,2,     0,     0,  7421, 25320,   994,102183,     0,     0,     0,     0,     0, 87708,     0,     0,     0,     0, 10724,     0,     0,     0, 15268,  3751,     0,     0,     0, 4819,    0, 5233, 5491,    0,  702,    0, 1891
1082,  7554,9,1,1,0, 583, 6012,2,     0,     0,  6610, 22553,     0,     0,   635, 88068,     0,     0,     0,     0, 58630,     0,     0,     0,     0, 29438,     0,     0, 20218,     0,     0,     0,     0,    0,    0, 2335, 2007, 2170, 1527, 2446, 2221
1083, 11275,9,3,7,3,3029, 2323,5,     0,     0,  9515, 32465,     0,     0,     0,     0,     0,     0,  4697,     0,     0,     0,     0,  8041,     0,     0,     0,     0,  9260,     0,     0,     0,     0, 6903,    0, 3564,    0, 2573,    0,    0, 1892
1084, 17998,9,3,5,0,2384, 2546,3,     0,     0,  9243, 31537,     0,     0,     0,     0,     0,     0,  7400,     0,     0,     0,     0,  5972,     0,     0,     0,     0,  8758,     0,     0,     0,     0, 6130,    0, 3277,    0,  831,  547,    0, 4487
1085, 15519,9,3,7,3,3192, 2180,2,     0,     0, 15188, 51821,     0,     0,     0,     0,     0,     0, 14443,     0,     0,     0,     0,  7948,     0,     0,     0,     0, 16728,     0,     0,     0,     0, 5780,    0, 6922,    0, 1017,    0, 2903, 1280
1086, 12189,9,1,2,0, 843, 6210,3,     0,     0,  5018, 17121,   818, 84090,     0,     0,     0,     0,  1108, 61279,     0,     0,     0,     0, 18393,     0,     0,     0,  9293,  4418,     0,     0,     0, 2911,    0, 3809,    0,    0,    0, 1991, 1329
1087, 22263,9,2,3,0,1384, 5350,4,     0,     0,  9508, 32441,  1214,124754,     0,     0,     0,     0,     0, 89017,     0,     0,     0,     0, 28465,     0,     0,     0, 19206,  7272,     0,     0,     0, 8203,    0, 5032,    0,    0,    0, 3941, 3882
1088, 12057,9,3,5,0,1538, 4507,5,     0,     0, 12423, 42387,     0,     0,     0,     0,     0,     0,  9052,     0,     0,     0,     0,  6681,     0,     0,     0,     0, 11372,     0,     0,     0,     0, 9384,    0, 5898,    0,  954,  629, 3067, 1784
1089,  8494,9,3,6,0,1761, 4350,2,     0,     0, 10761, 36717,   761, 78231,     0,     0,     0,     0,     0, 58065,     0,     0,     0,     0, 20166,     0,     0,     0, 24965,     0,     0,     0,     0, 8200,    0, 3552, 3727, 1933,    0, 2597, 3623
1090, 16648,9,3,5,0,1870, 3521,5,     0,     0,  8799, 30022,     0,     0,     0,     0,     0,     0,  7171,     0,     0,     0,     0,  7019,     0,     0,     0,     0,  6672,     0,     0,     0,     0, 3596,    0, 5564,    0, 1642,    0,    0,  725
1091, 16386,9,3,5,0,1725, 3590,1,     0,     0, 27460, 93694,     0,     0,     0,     0,     0,     0, 19312,     0,     0,     0,     0, 19083,     0,     0,     0,     0, 36923,     0,     0,     0,     0,12243,    0, 6133,    0, 4871,    0, 8006, 5605
1092,  7256,9,2,3,0, 704, 6256,3,     0,     0,  6986, 23837,   862, 88579,     0,     0,     0,     0,     0, 60489,     0,     0,     0,     0, 20447,     0,     0,     0, 13281,  7643,     0,     0,     0, 5353,    0, 5203, 2946,    0, 1180,    0,  898
1093, 10181,9,3,5,0,1683, 3631,4,     0,     0, 12381, 42243,   392, 40299,     0,     0,     0,     0,     0, 32516,     0,     0,     0, 13802,     0,     0,     0,     0, 15680,  7783,     0,     0,     0, 8326,    0, 4435,    0,    0,    0, 3203, 3741
1094,  4363,9,1,1,0, 421, 6958,2,    30,  4050, 13365, 45601,     0,     0,     0,     0,     0,     0, 21094,     0,     0,     0,  4050,  7595,     0,     0,     0,     0, 14212,     0,     0,     0,     0,    0,    0, 2700,    0, 1087,    0, 2472, 2965
1095, 15098,9,2,4,0, 566, 7923,1,     0,     0,  7574, 25842,  1340,137752,     0,     0,     0,     0,     0, 91786,     0,     0,     0,     0, 36895,     0,     0,     0, 15605,  9071,     0,     0,     0, 4944,    0, 5293,    0,    0,    0, 2915, 2301
1096, 10958,9,3,5,0,1683, 3340,2,     0,     0,  4465, 15234,   985,101260,     0,     0,     0,     0,     0, 74838,     0,     0,     0,     0, 26422,     0,     0,     0, 10472,     0,     0,     0,     0,  917,    0, 3845,    0,  548,    0, 2213, 1083
1097,  4949,9,3,5,0,2636, 2515,1,     0,     0, 18002, 61423,     0,     0,     0,     0,     0,     0, 15848,     0,     0,     0,     0,  8851,     0,     0,     0,     0, 19308,     0,     0,     0,     0, 9462,    0, 7954,    0, 2388,  523, 2557, 4531
1098,  3092,9,1,2,1, 635, 6982,2,     0,     0,  6823, 23280,     0,     0,     0,     0,   821, 74977,     0,     0,     0, 52871,     0,     0,     0,     0, 14802,     0, 18138,     0,     0,  7304,     0,    0,    0, 5142,    0,    0,  513,    0, 5453
1099, 19637,9,2,3,0, 838, 6207,2,     0,     0,  2264,  7725,  2137,219664,     0,     0,     0,     0,   427,196578,     0,     0,     0,     0, 17535,     0,     0,     0,  5699,  5551,     0,     0,     0,    0,    0, 1599, 1374,    0,    0,  768,  723
1100, 20211,9,1,2,1, 542, 7019,4,     0,     0,  7118, 24287,  2155,221534,     0,     0,     0,     0,   934,173623,     0,     0,     0,     0, 47911,     0,     0,     0, 18191,     0,     0,     0,     0, 2682,    0, 2480, 2076, 2478,    0, 2107, 2308
