HHID,NWEIGHT,QMAIL,REGIONC,DIVISION,LRGSTATE,CDD65,HDD65,TYPEHUQ,GALLONKR,BTUKER,KWH,BTUEL,CUFEETNG,BTUNG,GALLONFO,BTUFO,GALLONLP,BTULP,BTUELSPH,BTUNGSPH,BTUFOSPH,BTULPSPH,BTUKRSPH,BTUELWTH,BTUNGWTH,BTUFOWTH,BTULPWTH,BTUKRWTH,BTUELAPL,BTUNGAPL,BTUFOAPL,BTULPAPL,BTUKRAPL,BTUELCOL,BTUNGCOL,BTUELRFG,BTUELFZZ,BTUELCOK,BTUELDWH,BTUELCDR,BTUELLGT 
7258, 21516,9,4,9,0, 252, 4590,2,     0,     0,  9915, 33830,     0,     0,   714, 99025,     0,     0,     0,     0, 99025,     0,     0,  9197,     0,     0,     0,     0, 20463,     0,     0,     0,     0,    0,    0, 4170, 4937, 1133,    0, 2577, 5036
7259,  9417,9,3,7,3,1628, 3943,2,     0,     0,  8892, 30338,  1857,190854,     0,     0,     0,     0,     0,134890,     0,     0,     0,     0, 44851,     0,     0,     0, 23542, 11113,     0,     0,     0,    0,    0, 6796, 3848,    0,    0, 2810, 6620
7260, 20066,9,3,5,4,2402, 1468,2,     0,     0, 10506, 35846,     0,     0,     0,     0,   175, 15983,     0,     0,     0, 15983,     0,  7847,     0,     0,     0,     0, 20792,     0,     0,     0,     0, 2365,    0, 4842, 8268, 2364,    0,    0, 2765
7261,  4387,9,4,9,2,1250, 1234,5,     0,     0,  2285,  7796,   331, 34055,     0,     0,     0,     0,  1631,  1134,     0,     0,     0,     0, 25272,     0,     0,     0,  3594,  7649,     0,     0,     0, 1359,    0, 1212,    0,    0,    0,    0,  934
7262, 19899,9,1,2,0, 914, 5993,2,     0,     0, 13399, 45717,  1163,119556,     0,     0,     0,     0,  1806, 87144,     0,     0,     0,     0, 31738,     0,     0,     0, 26137,   674,     0,     0,     0,12685,    0, 5089, 6029, 2017,  665,    0, 5814
7263, 17851,9,3,7,3,3584, 1529,2,     0,     0,  4154, 14173,   526, 54117,     0,     0,     0,     0,     0, 26060,     0,     0,     0,     0, 21623,     0,     0,     0,  6392,  6434,     0,     0,     0, 4144,    0, 3637,    0,    0,    0,    0, 2179
7264, 10840,9,4,8,0,4426,  850,2,     0,     0, 13041, 44496,   321, 32999,     0,     0,     0,     0,  1218, 15971,     0,     0,     0,     0, 17028,     0,     0,     0, 27350,     0,     0,     0,     0,10719,    0, 5209,    0, 2891,  448, 2747, 4173
7265,  4467,9,2,4,0,1157, 5580,2,    80, 10800, 25996, 88698,     0,     0,     0,     0,     0,     0, 37208,     0,     0,     0, 10800, 12261,     0,     0,     0,     0, 32450,     0,     0,     0,     0, 1110,    0, 5669, 6360, 1110, 1029, 2588, 6108
7266, 25347,9,4,9,2,1717,  756,2,     0,     0,  3657, 12478,   623, 64044,     0,     0,     0,     0,  3773,     0,     0,     0,     0,     0, 45344,     0,     0,     0,  5753, 18700,     0,     0,     0,    0,    0, 2952,    0,    0,    0,    0,  608
7267, 11629,9,1,1,0, 904, 5539,5,     0,     0,  3188, 10877,   396, 40662,     0,     0,     0,     0,     0, 26129,     0,     0,     0,     0, 14533,     0,     0,     0,  4009,     0,     0,     0,     0, 2956,    0, 3912,    0,  916,    0,    0, 1317
7268,  3804,9,1,2,1, 776, 6542,2,     0,     0, 10185, 34751,  1090,112052,     0,     0,     0,     0,  1541, 64654,     0,     0,     0,     0, 36161,     0,     0,     0, 26481, 11237,     0,     0,     0, 2298,    0, 4431,    0,    0, 2878,    0, 6902
7269,  5009,9,3,5,4,2763, 1343,1,     0,     0, 19762, 67428,     0,     0,     0,     0,     0,     0, 10496,     0,     0,     0,     0,  9424,     0,     0,     0,     0, 22087,     0,     0,     0,     0,21544,    0, 3877,    0, 1249, 2088, 2521, 1767
7270,  7774,9,2,3,0, 705, 6460,2,     0,     0,  9367, 31960,     0,     0,  1011,140216,     0,     0,  1114,     0,140216,     0,     0,  9647,     0,     0,     0,     0, 16416,     0,     0,     0,     0, 1765,    0, 3018, 1911,  880,  999, 2512, 2909
7271,  7072,9,4,9,2,1091, 3058,5,     0,     0, 10586, 36119,     0,     0,     0,     0,     0,     0,  8225,     0,     0,     0,     0,  9909,     0,     0,     0,     0, 10869,     0,     0,     0,     0, 2839,    0, 4277,    0, 2659,    0,    0, 2051
7272,  7817,9,2,3,0, 729, 6672,2,     0,     0,  8710, 29719,  1436,147621,     0,     0,     0,     0,     0, 95610,     0,     0,     0,     0, 41650,     0,     0,     0, 18735, 10361,     0,     0,     0, 5505,    0, 5479,    0,    0,  969, 2440, 3860
7273, 10853,9,1,2,1, 977, 5360,2,     0,     0, 10136, 34584,   386, 39681,   947,131339,     0,     0,     0,     0,131339,     0,     0,     0, 29201,     0,     0,     0, 18351, 10480,     0,     0,     0,11062,    0, 5171,    0,    0,    0,    0, 5030
7274, 15519,9,3,7,3,2869, 2463,2,     0,     0, 17536, 59832,     0,     0,     0,     0,     0,     0, 17073,     0,     0,     0,     0,  8166,     0,     0,     0,     0, 18119,     0,     0,     0,     0,12056,    0, 4418, 4831,  916, 1039, 2082, 2034
7275, 29992,9,2,3,0, 471, 7769,3,     0,     0,  4301, 14675,   856, 87997,     0,     0,     0,     0,     0, 72146,     0,     0,     0,     0, 11801,     0,     0,     0, 11124,  4050,     0,     0,     0,  961,    0, 2590, 3963,    0,    0,    0, 1530
7276, 20073,9,3,5,0, 815, 5868,2,     0,     0, 11811, 40299,  1915,196862,     0,     0,     0,     0,  1391,160842,     0,     0,     0,     0, 36020,     0,     0,     0, 28378,     0,     0,     0,     0, 5687,    0, 4843,    0, 1736, 2598, 3137, 5219
7277,  7065,9,2,3,0, 593, 6648,2,     0,     0, 29242, 99774,     0,     0,     0,     0,     0,     0, 30567,     0,     0,     0,     0, 24862,     0,     0,     0,     0, 39712,     0,     0,     0,     0,    0,    0, 4633, 2932, 4284, 2548, 4081, 5529
7278,  9417,9,3,7,3,2661, 1687,2,     0,     0,  4588, 15654,   812, 83474,     0,     0,     0,     0,     0, 39741,     0,     0,     0,     0, 34332,     0,     0,     0, 10286,  9401,     0,     0,     0,    0,    0, 5368,    0,    0,    0,    0, 2701
7279,  3865,9,3,6,0,1656, 3030,2,     0,     0, 32474,110801,     0,     0,     0,     0,     0,     0, 18312,     0,     0,     0,     0, 22121,     0,     0,     0,     0, 45910,     0,     0,     0,     0,19013,    0, 5445, 3790, 4868, 1839, 4625, 9036
7280, 13568,9,1,2,1, 656, 7087,2,   436, 58910, 11698, 39914,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0, 58910, 16273,     0,     0,     0,     0, 20914,     0,     0,     0,     0,    0,    0, 2727,    0, 3060,    0,    0, 4318
7281, 13009,9,4,9,2, 272, 2057,5,     0,     0,  2727,  9305,   291, 29887,     0,     0,     0,     0,     0, 12350,     0,     0,     0,     0, 17537,     0,     0,     0,  6924,     0,     0,     0,     0,    0,    0, 2381,    0,  985,    0,    0, 2087
7282, 24186,9,4,9,2, 814, 2059,2,     0,     0,  3322, 11335,   392, 40298,     0,     0,     0,     0,     0, 24765,     0,     0,     0,     0, 14855,     0,     0,     0,  6499,   678,     0,     0,     0,  752,    0, 4084,    0,  609,    0,    0, 1580
7283,  6735,9,1,1,0, 878, 5624,3,     0,     0,  3036, 10358,  1030,105923,     0,     0,     0,     0,     0, 67690,     0,     0,     0,     0, 30723,     0,     0,     0,  6540,  7510,     0,     0,     0,    0,    0, 3818,    0,    0,    0,    0, 2515
7284,  9713,9,1,2,0, 715, 6173,2,     0,     0, 16948, 57827,   903, 92828,     0,     0,     0,     0, 22487, 59587,     0,     0,     0,     0, 26777,     0,     0,     0, 22979,  6464,     0,     0,     0, 8664,    0, 3697, 2857,    0,  923, 2323, 4340
7285, 16853,9,3,7,0,1931, 3865,2,     0,     0,  9734, 33212,  1238,127266,     0,     0,     0,     0,     0, 93110,     0,     0,     0,     0, 34156,     0,     0,     0, 15076,     0,     0,     0,     0,12319,    0, 5817,    0, 1066,  405, 2485, 2120
7286, 17392,9,2,3,0,1084, 5965,5,    79, 10602,  9145, 31203,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0, 10602,  9620,     0,     0,     0,     0, 13074,     0,     0,     0,     0, 4321,    0, 4188,    0, 2152,    0,    0,  876
7287,  5139,9,4,9,2,1682, 2082,5,     0,     0,  6114, 20862,   291, 29940,     0,     0,     0,     0,     0, 12042,     0,     0,     0,     0, 17898,     0,     0,     0, 12805,     0,     0,     0,     0, 5444,    0, 2613,    0, 2595, 1131,    0, 4174
7288, 13646,9,2,4,0, 532, 7995,2,     0,     0, 10642, 36311,  1741,178975,     0,     0,     0,     0,     0,143649,     0,     0,     0,     0, 31780,     0,     0,     0, 20368,  3546,     0,     0,     0, 5452,    0,10491,    0, 1309,  609,    0, 6475
7289, 18522,9,2,3,0, 831, 6231,3,     0,     0,  6018, 20533,  1354,139222,     0,     0,     0,     0,     0,104942,     0,     0,     0,     0, 31764,     0,     0,     0, 17352,  2516,     0,     0,     0,    0,    0, 3181,    0, 2783, 1959,    0, 2941
7290,  3685,9,4,8,0,4098,  911,1,     0,     0, 11378, 38822,     0,     0,     0,     0,     0,     0,  6447,     0,     0,     0,     0,  4341,     0,     0,     0,     0,  7655,     0,     0,     0,     0,16235,    0, 4144,    0,  829,    0,    0, 2646
7291, 12645,9,1,1,0, 667, 6362,2,     0,     0, 20616, 70341,     0,     0,     0,     0,     0,     0, 27742,     0,     0,     0,     0, 14296,     0,     0,     0,     0, 19745,     0,     0,     0,     0, 4928,    0, 3630,    0, 1085,  506, 4109, 5154
7292, 25802,9,4,9,0, 245, 4626,2,     0,     0,  2076,  7083,   735, 75516,     0,     0,     0,     0,     0, 56832,     0,     0,     0,     0, 18684,     0,     0,     0,  5232,     0,     0,     0,     0,    0,    0, 1851,    0,  449,    0, 1445,  406
7293, 11060,9,3,6,0,1862, 3160,2,     0,     0, 11095, 37856,   768, 78950,     0,     0,     0,     0,  1327, 78950,     0,     0,     0, 10638,     0,     0,     0,     0, 13974,     0,     0,     0,     0, 7406,    0, 4511,    0, 1049,    0, 3971, 1343
7294,  6323,9,1,1,0, 904, 5629,4,     0,     0,  4817, 16436,  1593,163760,     0,     0,     0,     0,     0,111967,     0,     0,     0,     0, 41640,     0,     0,     0, 11341, 10153,     0,     0,     0,    0,    0, 5095,    0,    0,    0, 2942, 2101
7295, 18283,9,3,5,0,1235, 4851,3,     0,     0, 19659, 67077,     0,     0,     0,     0,     0,     0, 16291,     0,     0,     0,     0, 12826,     0,     0,     0,     0, 26908,     0,     0,     0,     0, 7577,    0, 3475, 8113, 2756,  427, 3473, 2571
7296, 18938,9,2,4,0,1612, 4831,5,     0,     0,  3767, 12855,   644, 66206,     0,     0,     0,     0,     0, 37945,     0,     0,     0,     0, 22611,     0,     0,     0,  5686,  5650,     0,     0,     0, 4124,    0, 3045,    0,    0,    0,    0, 1565
7297, 12315,9,1,2,0,1046, 5319,2,     0,     0, 10569, 36062,     0,     0,     0,     0,     0,     0, 20316,     0,     0,     0,     0,  5851,     0,     0,     0,     0,  5369,     0,     0,     0,     0,    0,    0, 4526,    0,  801,    0,    0,  894
7298, 19686,9,3,7,3,3258, 1014,2,     0,     0, 14928, 50934,   612, 62914,     0,     0,     0,     0,     0, 35079,     0,     0,     0,     0, 21288,     0,     0,     0, 26183,  6547,     0,     0,     0,16749,    0, 8002, 8991,    0, 1213,    0, 3823
7299, 18574,9,2,3,0, 836, 6238,2,     0,     0, 18415, 62832,     0,     0,     0,     0,   850, 77631,  1565,     0,     0, 71676,     0, 20326,     0,     0,     0,     0, 35182,     0,     0,  5955,     0,    0,    0, 5759, 4517,    0,    0, 4683, 6389
7300, 19533,9,2,3,0, 737, 6405,2,    35,  4725,  8012, 27337,     0,     0,     0,     0,     0,     0, 18240,     0,     0,     0,  4725,  1398,     0,     0,     0,     0,  5723,     0,     0,     0,     0,    0,    0, 1976,    0,  300,    0,  965, 1868
7301, 15573,9,3,6,0,2061, 2733,1,     0,     0, 14988, 51139,   559, 57465,     0,     0,     0,     0,     0, 32470,     0,     0,     0,     0, 19462,     0,     0,     0, 24446,  5533,     0,     0,     0,17746,    0, 8947, 7602,    0,    0, 3951, 5170
7302, 10890,9,4,8,0,2188, 2636,2,     0,     0, 17623, 60130,     0,     0,     0,     0,   441, 40310,  2327,     0,     0, 40310,     0, 14553,     0,     0,     0,     0, 34943,     0,     0,     0,     0,    0,    0, 8307,    0, 3905,    0, 5248, 7494
7303,  9616,9,4,9,2, 228, 2464,3,     0,     0,  5037, 17186,   583, 59932,     0,     0,     0,     0,  1014, 32208,     0,     0,     0,     0, 27724,     0,     0,     0, 14431,     0,     0,     0,     0,    0,    0, 1741,    0, 2408,    0, 1822, 2751
7304, 10645,9,3,5,4,3523,  191,2,     0,     0, 15746, 53725,     0,     0,     0,     0,     0,     0,  4847,     0,     0,     0,     0,  8889,     0,     0,     0,     0, 22295,     0,     0,     0,     0,14912,    0, 2782,    0, 3265,    0, 3102, 6194
7305, 10379,9,2,3,0,1054, 5695,2,     0,     0,   773,  2637,   708, 72782,     0,     0,     0,     0,     0, 54839,     0,     0,     0,     0, 14421,     0,     0,     0,  1210,  3522,     0,     0,     0,    0,    0, 1427,    0,    0,    0,    0,  604
7306,  5492,9,2,3,0, 435, 8024,5,     0,     0,  3301, 11263,   831, 85430,     0,     0,     0,     0,     0, 46081,     0,     0,     0,     0, 39349,     0,     0,     0,  7040,     0,     0,     0,     0, 1804,    0, 2419,    0, 1411,    0,    0,  919
7307,  4165,9,3,6,0,1956, 3154,2,     0,     0, 17566, 59935,     0,     0,     0,     0,   100,  9133, 17331,     0,     0,  9133,     0, 10783,     0,     0,     0,     0, 15806,     0,     0,     0,     0,11439,    0, 4576,    0, 1263,    0, 2345, 3521
7308,  4778,9,3,5,0,2212, 2863,2,     0,     0,  7668, 26163,   804, 82651,     0,     0,     0,     0,     0, 54000,     0,     0,     0,     0, 22560,     0,     0,     0, 13999,  6091,     0,     0,     0, 9659,    0, 2505,    0,    0,  345, 2118, 4737
7309, 26021,9,2,3,0, 520, 7486,2,     0,     0, 11311, 38593,   793, 81519,     0,     0,     0,     0,     0, 81519,     0,     0,     0, 14064,     0,     0,     0,     0, 18240,     0,     0,     0,     0, 2553,    0, 3736,    0, 1122,    0, 3469, 2728
7310,  7852,9,4,9,0,  88, 6131,5,     0,     0,  4343, 14818,     0,     0,     0,     0,     0,     0,  6296,     0,     0,     0,     0,  3392,     0,     0,     0,     0,  2963,     0,     0,     0,     0,    0,    0, 2167,    0,  449,    0,    0,  915
7311, 19711,9,1,2,0, 861, 5721,5,     0,     0,  2793,  9530,   345, 35492,     0,     0,     0,     0,     0, 22403,     0,     0,     0,     0, 13089,     0,     0,     0,  6335,     0,     0,     0,     0, 1111,    0, 2084,    0,  980,    0,    0, 1667
7312, 11445,9,4,8,0,  29,10031,2,     0,     0, 16874, 57574,     0,     0,     0,     0,  2355,215082,     0,     0,     0,215082,     0, 12783,     0,     0,     0,     0, 38063,     0,     0,     0,     0,    0,    0, 6728, 5277, 4090, 4551, 4377, 6902
7313, 11630,9,3,5,0,2327, 2593,2,    20,  2700,  7942, 27098,   544, 55923,     0,     0,     0,     0,     0, 50043,     0,     0,  2700,  5391,     0,     0,     0,     0, 11072,  5880,     0,     0,     0, 3596,    0, 7039, 4341,    0,    0,    0, 1056
7314, 31624,9,4,9,0, 294, 6321,2,     0,     0, 11881, 40538,     0,     0,     0,     0,     0,     0, 27298,     0,     0,     0,     0,     0,     0,     0,     0,     0,  8392,     0,     0,     0,     0,    0,    0, 4848,    0, 3715,    0,    0, 1078
7315, 16508,9,3,6,0,1605, 3663,1,     0,     0,  5577, 19029,     0,     0,     0,     0,   359, 32787,     0,     0,     0, 32787,     0,  8022,     0,     0,     0,     0,  6313,     0,     0,     0,     0,    0,    0, 4694,    0,  954,    0,    0, 1938
7316, 18283,9,3,5,0,1208, 4870,3,     0,     0, 18671, 63705,     0,     0,     0,     0,     0,     0, 16795,     0,     0,     0,     0, 13268,     0,     0,     0,     0, 19531,     0,     0,     0,     0,10161,    0, 3950,    0, 1178,  448, 3644, 3573
7317, 11371,9,1,2,1, 327, 8564,4,     0,     0, 11554, 39422,     0,     0,  1036,143683,     0,     0,     0,     0,121817,     0,     0,     0,     0, 21866,     0,     0, 32702,     0,     0,     0,     0,    0,    0, 6720, 6905, 4055,    0, 4340, 3348
7318,  3719,9,2,4,0, 593, 6777,2,     0,     0,  6998, 23877,     0,     0,     0,     0,  1390,126949,     0,     0,     0, 90501,     0,     0,     0,     0, 24879,     0, 18635,     0,     0, 11569,     0, 1706,    0, 3536, 3088,    0,  898,    0, 3654
7319, 26402,9,2,3,0, 982, 5550,2,     0,     0,  6428, 21932,  2207,226880,     0,     0,     0,     0,     0,206756,     0,     0,     0,     0, 20124,     0,     0,     0, 14241,     0,     0,     0,     0, 4840,    0, 2851, 2655,  966,    0, 1836, 4644
7320, 10312,9,1,1,0, 303, 8408,3,     0,     0,  8459, 28862,     0,     0,   474, 65739,     0,     0,     0,     0, 65739,     0,     0, 10569,     0,     0,     0,     0, 14920,     0,     0,     0,     0,  472,    0, 2901,    0, 1064,    0, 2547, 3037
7321, 18597,9,4,9,2, 773,  953,5,     0,     0,  2565,  8752,    75,  7710,     0,     0,     0,     0,     0,  1193,     0,     0,     0,     0,  5058,     0,     0,     0,  6436,  1459,     0,     0,     0,    0,    0, 2316,    0,    0,    0,    0, 2320
7322,  3298,9,2,4,0,1153, 5592,3,     0,     0, 18116, 61812,     0,     0,     0,     0,     0,     0, 23674,     0,     0,     0,     0,  9881,     0,     0,     0,     0, 18241,     0,     0,     0,     0, 4127,    0, 5889, 3093, 1437, 1332, 2669, 1565
7323, 18140,9,1,2,1, 971, 5369,2,     0,     0,  3940, 13443,     0,     0,   932,129259,     0,     0,     0,     0,100946,     0,     0,     0,     0, 28313,     0,     0,  8482,     0,     0,     0,     0, 2901,    0, 2060,    0,  483,  549, 1099, 1925
7324, 11148,9,1,2,1, 295, 8742,2,     0,     0,  9522, 32488,     0,     0,  1551,215163,     0,     0,  1264,     0,169673,     0,     0,     0,     0, 45490,     0,     0, 27137,     0,     0,     0,     0, 1026,    0, 3061, 3559, 1223, 1133, 3781, 5037
7325, 14582,9,4,8,0,3475, 1234,2,     0,     0,  8171, 27879,   220, 22616,     0,     0,     0,     0,  1093, 13161,     0,     0,     0,     0,  7312,     0,     0,     0, 15892,  2143,     0,     0,     0, 1615,    0, 9279, 5925,    0,  403, 1965, 3040
7326, 21095,9,4,9,2, 278, 5071,2,     0,     0,  4528, 15451,   784, 80630,     0,     0,     0,     0,     0, 56223,     0,     0,     0,     0, 24407,     0,     0,     0, 10091,     0,     0,     0,     0, 3820,    0, 1540,    0, 1821,  326,    0, 2344
7327, 18259,9,3,5,0,1303, 4505,2,     0,     0, 20691, 70598,     0,     0,     0,     0,     0,     0, 20207,     0,     0,     0,     0, 15191,     0,     0,     0,     0, 30692,     0,     0,     0,     0,    0,    0, 4508, 3876, 2900, 1265, 3181, 3461
7328,  3908,9,2,4,0, 585, 7134,2,     0,     0, 27754, 94694,     0,     0,   406, 56250,     0,     0,     0,     0, 56250,     0,     0, 28870,     0,     0,     0,     0, 53490,     0,     0,     0,     0,    0,    0,12334, 7352, 4903, 2139, 5381, 9597
7329, 11048,9,2,3,0,1045, 5695,2,     0,     0,  5571, 19008,  1916,196965,     0,     0,     0,     0,     0,139705,     0,     0,     0,     0, 41426,     0,     0,     0, 15092, 15834,     0,     0,     0,    0,    0, 3916, 4024,    0,    0,    0, 4563
7330, 18140,9,1,2,1, 882, 5454,2,     0,     0, 12548, 42814,     0,     0,  1873,259766,     0,     0,  1650,     0,208947,     0,     0,     0,     0, 50819,     0,     0, 32870,     0,     0,     0,     0, 2124,    0, 6170, 4839, 1843,  606, 3719, 2940
7331, 21699,9,3,7,3,2955, 1300,2,     0,     0, 19615, 66924,   784, 80622,     0,     0,     0,     0,     0, 55540,     0,     0,     0,     0, 23935,     0,     0,     0, 20277,  1147,     0,     0,     0,27595,    0,19052,    0, 1277,  842,    0, 7904
7332, 23573,9,2,3,0, 654, 6768,2,     0,     0,  4670, 15934,   133, 13672,  1429,198188,     0,     0,     0,     0,198188,     0,     0,     0, 13672,     0,     0,     0, 10983,     0,     0,     0,     0,    0,    0, 4951,    0,  760,    0, 1729, 4062
7333, 11148,9,1,2,1, 342, 8483,2,     0,     0, 25073, 85549,     0,     0,  1498,207758,     0,     0,  2671,     0,207758,     0,     0, 24963,     0,     0,     0,     0, 51472,     0,     0,     0,     0,    0,    0, 6443, 7521, 4483, 2394, 4798,11119
7334, 22619,9,2,3,0,1082, 5546,2,     0,     0,  8956, 30558,   865, 88922,     0,     0,     0,     0,     0, 71663,     0,     0,     0,     0, 17259,     0,     0,     0, 14080,     0,     0,     0,     0, 9148,    0, 7330,    0, 1020,    0,    0, 4022
7335, 23506,9,3,7,3,2846, 1403,5,     0,     0,  2649,  9038,     0,     0,     0,     0,     0,     0,  1139,     0,     0,     0,     0,  1417,     0,     0,     0,     0,  1588,     0,     0,     0,     0, 2847,    0, 2047,    0,  256,  168,    0,  255
7336, 21099,9,1,2,0,1147, 4767,2,     0,     0, 13974, 47679,  2289,235309,     0,     0,     0,     0,     0,233742,     0,     0,     0, 11096,     0,     0,     0,     0, 20598,  1567,     0,     0,     0,13542,    0, 2443, 3102, 1115, 1033,    0, 4517
7337,  8993,9,4,9,2, 767,  961,2,     0,     0,  2368,  8080,   278, 28578,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0, 21981,     0,     0,     0,  6660,  6597,     0,     0,     0,    0,    0, 1420,    0,    0,    0,    0, 1241
7338,  9054,9,2,4,0, 596, 6652,5,     0,     0,  2908,  9922,   330, 33924,     0,     0,     0,     0,     0, 28932,     0,     0,     0,  2860,     0,     0,     0,     0,  5555,  4992,     0,     0,     0,    0,    0, 1507,    0,    0,    0, 1902,  694
7339, 10068,9,3,5,4,4857,   65,5,     0,     0,  8623, 29422,   429, 44087,     0,     0,     0,     0,  1036,     0,     0,     0,     0,     0, 44087,     0,     0,     0, 17535,     0,     0,     0,     0, 4439,    0, 6412,    0, 1439,    0,    0, 8013
7340, 23573,9,2,3,0, 656, 6760,1,     0,     0, 10682, 36447,  1291,132715,     0,     0,     0,     0,     0,101053,     0,     0,     0,     0, 31483,     0,     0,     0, 21934,   179,     0,     0,     0,11439,    0, 3074, 1749,  919, 1043, 2624, 5603
7341,  4535,9,3,6,0,1820, 2910,2,     0,     0, 21255, 72522,   620, 63736,     0,     0,     0,     0,  7265,     0,     0,     0,     0,     0, 63736,     0,     0,     0, 43109,     0,     0,     0,     0,13075,    0, 9073, 8916, 1149,  757, 3698, 6374
7342, 17145,9,3,6,0,1938, 3159,2,     0,     0,  8630, 29446,     0,     0,     0,     0,   860, 78544,     0,     0,     0, 78544,     0,  3219,     0,     0,     0,     0, 14038,     0,     0,     0,     0, 8743,    0, 3446, 3349, 1723,    0, 2607, 1663
7343, 15132,9,2,3,0, 751, 6198,4,     0,     0,  5905, 20148,  1022,105079,     0,     0,     0,     0,     0, 67847,     0,     0,     0,     0, 29967,     0,     0,     0, 14395,  7265,     0,     0,     0,    0,    0, 5753,    0,    0,    0,    0, 3012
7344, 25347,9,4,9,2, 389, 2501,2,     0,     0,  3483, 11884,   459, 47185,     0,     0,     0,     0,     0, 29022,     0,     0,     0,     0, 17738,     0,     0,     0,  9367,   425,     0,     0,     0,    0,    0, 2517,    0, 1730,    0,    0, 2448
7345, 18212,9,3,5,0,2285, 2877,2,     0,     0, 13881, 47362,   415, 42662,     0,     0,     0,     0,     0, 42662,     0,     0,     0,  8261,     0,     0,     0,     0, 26514,     0,     0,     0,     0, 7123,    0, 5464, 5147, 3159,    0, 4245, 1206
7346, 24189,9,1,2,1,1259, 4757,4,     0,     0,  9124, 31132,    38,  3876,   835,115739,     0,     0,     0,     0, 93376,     0,     0,     0,     0, 22363,     0,     0, 11884,  3876,     0,     0,     0,12319,    0, 6929,    0,    0,    0,    0, 2965
7347, 22069,9,3,5,0,1670, 3292,2,     0,     0,  5289, 18047,     0,     0,   405, 56169,   155, 14156,  1167,     0, 56169,     0,     0,     0,     0,     0, 14156,     0,  5728,     0,     0,     0,     0, 3735,    0, 7417,    0, 1384,    0,    0,  510
7348,  4628,9,4,8,0,   0, 9403,5,     0,     0,  4159, 14192,   338, 34786,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0, 34786,     0,     0,     0, 12136,     0,     0,     0,     0,    0,    0, 2056, 1728,  995,    0,    0, 3131
7349,  8539,9,1,1,0, 636, 6684,2,     0,     0, 15223, 51941,    55,  5641,   779,108067,     0,     0,     0,     0, 76393,     0,     0,     0,     0, 31674,     0,     0, 37826,  5641,     0,     0,     0, 7864,    0, 6251,    0,    0, 2126, 5347, 6846
7350, 11239,9,3,6,0,1211, 4491,2,     0,     0, 20109, 68612,     0,     0,     0,     0,   775, 70781,     0,     0,     0, 60794,     0, 26705,     0,     0,     0,     0, 27028,     0,     0,  9987,     0, 5942,    0, 8937,    0,    0,    0, 5617, 3750
7351,  5009,9,3,5,4,3471,  207,2,     0,     0, 21634, 73815,     0,     0,     0,     0,     0,     0,  5252,     0,     0,     0,     0,  7198,     0,     0,     0,     0, 26508,     0,     0,     0,     0,22803,    0,12054,    0, 1110,  517, 2523, 5002
7352, 15217,9,3,6,0,1953, 2812,1,     0,     0,  7762, 26484,     0,     0,     0,     0,   475, 43382,  1049,     0,     0, 30167,     0,     0,     0,     0, 10301,     0, 11612,     0,     0,  2914,     0,11324,    0, 2499,    0,    0,    0, 3138, 2598
7353, 12189,9,1,2,0, 804, 6299,3,     0,     0,  4411, 15049,  1604,164918,     0,     0,     0,     0,     0, 98876,     0,     0,     0,     0, 52985,     0,     0,     0, 12294, 13057,     0,     0,     0,    0,    0, 2755,    0,    0,    0,    0, 3553
7354, 12645,9,1,1,0, 640, 6957,2,     0,     0, 21516, 73413,     0,     0,     0,     0,     0,     0, 35120,     0,     0,     0,     0,  4636,     0,     0,     0,     0, 29501,     0,     0,     0,     0,    0,    0, 4156,    0, 3716, 2925, 3532, 6670
7355, 23952,9,2,3,0, 633, 6546,2,     0,     0,  9995, 34103,   862, 88614,     0,     0,     0,     0,     0, 72335,     0,     0,     0,     0, 12385,     0,     0,     0, 21105,  3894,     0,     0,     0,    0,    0,12998,    0,    0,    0, 4341, 7121
7356, 12645,9,1,1,0, 762, 6369,2,     0,     0,  8209, 28009,  1958,201282,     0,     0,     0,     0,     0,148943,     0,     0,     0,     0, 39112,     0,     0,     0, 25027, 13227,     0,     0,     0,    0,    0, 2982,    0,    0, 1255,    0, 5094
7357,  4545,9,1,2,0, 986, 5571,2,     0,     0, 14302, 48798,     0,     0,   706, 97915,     0,     0,     0,     0, 97915,     0,     0,  9254,     0,     0,     0,     0, 23993,     0,     0,     0,     0, 8830,    0, 6721,    0, 2461,  930, 2339, 5671
7358, 17825,9,1,2,0,1078, 5414,2,     0,     0,  6660, 22724,     0,     0,     0,     0,     0,     0, 15809,     0,     0,     0,     0,  1611,     0,     0,     0,     0,  3213,     0,     0,     0,     0,  928,    0, 1163,    0,  314,    0,    0,  846
7359, 20831,9,3,5,4,3465,  208,2,     0,     0,  9625, 32841,     0,     0,     0,     0,     0,     0,  4329,     0,     0,     0,     0,  3780,     0,     0,     0,     0, 15744,     0,     0,     0,     0, 3932,    0, 5056, 2899,  665,    0, 1511,  622
7360, 12271,1,3,5,0,1568, 4493,2,     0,     0, 24491, 83563,     0,     0,     0,     0,     0,     0, 26439,     0,     0,     0,     0, 12399,     0,     0,     0,     0, 26577,     0,     0,     0,     0,12739,    0, 5409, 4180, 1237,  576, 2812, 7649
