HHID,NWEIGHT,QMAIL,REGIONC,DIVISION,GSTATE,CDD65,HDD65,TYPEHUQ,STORIES,ZSTORIES,URBRUR,ZURBRUR,SHARELQT,LIVEATSP,DIRACC,KOWNRENT,KOWNCOND,ZKOWNCON,HUPROJ,ZHUPROJ,RENTHELP,ZRENTHEL,YEARMADE,ZYEARMAD,OCCUPY,OCCUPYY,OCCUPYM,BEDROOMS,ZBEDROOM,NCOMBATH,ZNCOMBAT,NHAFBATH,ZNHAFBAT,OTHROOMS,ZOTHROOM,WALLTYPE,ZWALLTYP,UGASHERE,ZUGASHER,HEATED,UNHEATED,HOMEAREA
1038,  8045,9,1,1,0, 701, 6324,5,9,0,1,0,0,9,9,2,0,0,1,0,9,0, 4,0,0,9,99,0,0,1,0,0,0,1,0, 1,0,1,0,  393,    0,  393
1039, 25347,9,4,9,2, 857, 2024,2,1,0,3,0,0,9,9,1,0,0,9,0,9,0, 3,0,0,9,99,3,0,1,0,1,0,4,0, 4,0,1,0, 1497,  400, 1897
1040,  7623,9,4,8,0,1919, 2609,2,1,0,1,0,0,9,9,1,0,0,9,0,9,0, 1,0,0,9,99,2,0,1,0,0,0,2,0, 7,0,1,0,  784,   80,  864
1041, 23573,9,2,3,0,1035, 5850,2,1,0,3,0,0,9,9,1,0,0,9,0,9,0, 5,0,0,9,99,3,0,1,0,1,0,2,0, 1,0,1,0, 2592,    0, 2592
1042,  9204,9,3,7,0,1947, 3852,5,9,0,1,0,0,9,9,2,0,0,1,0,9,0, 5,0,1,2, 5,1,0,1,0,0,0,2,0, 1,0,1,0,  595,    0,  595
1043, 24904,9,2,3,0,1128, 5618,2,1,0,2,0,0,9,9,1,0,0,9,0,9,0, 1,0,0,9,99,3,0,1,0,0,0,5,0, 3,0,1,0, 2490,  476, 2966
1044,  4481,9,2,4,0,1289, 5468,2,2,0,1,0,0,9,9,1,0,0,9,0,9,0, 5,0,0,9,99,4,0,3,0,1,0,5,0, 2,0,1,0, 3572,    0, 3572
1045,  4332,9,4,9,2, 209, 5743,2,1,0,2,0,0,9,9,1,0,0,9,0,9,0, 6,0,0,9,99,3,0,2,0,0,0,2,0, 2,0,0,0, 1551,  572, 2123
1046,  4041,9,2,4,0, 823, 6635,1,9,0,4,1,0,9,9,1,0,0,9,0,9,0,14,1,1,2,98,3,0,2,0,0,0,2,0, 3,0,0,0, 1280,    0, 1280
1047, 10436,9,3,5,4,2627, 1323,2,1,0,1,0,0,9,9,1,0,0,9,0,9,0,12,0,0,9,99,3,0,2,0,0,0,2,0, 2,0,1,0, 1476,  483, 1959
1048,  4663,9,3,5,0,1723, 3259,2,2,0,4,0,0,9,9,1,0,0,9,0,9,0,13,0,1,1, 7,4,0,2,0,2,0,4,0, 2,0,0,0, 2700,    0, 2700
1049,  3979,9,3,5,0,1570, 3528,2,1,0,3,0,0,9,9,2,0,0,0,0,0,0, 9,0,1,1, 8,3,0,2,0,0,0,3,0, 3,0,1,0, 1570,  252, 1822
1050, 10128,9,4,8,0,   0,10614,3,2,0,1,0,1,0,9,2,1,0,0,0,0,0, 5,0,0,9,99,2,0,1,0,1,0,3,0, 2,0,1,0, 1200,    0, 1200
1051, 21335,9,4,9,2, 858, 2023,2,1,0,3,0,0,9,9,2,0,0,0,0,0,0, 4,0,0,9,99,4,0,1,0,1,0,4,0, 4,0,1,0, 2358,    0, 2358
1052, 13505,9,1,2,1, 916, 5563,4,9,0,1,0,0,9,9,2,0,0,0,0,0,0, 1,0,0,9,99,1,0,1,0,0,0,3,0, 2,0,1,0, 1457,    0, 1457
1053,  7587,9,2,3,0, 445, 7986,2,1,0,1,0,0,9,9,1,0,0,9,0,9,0, 7,0,0,9,99,3,0,2,0,1,0,4,0, 3,0,1,0, 2632,  672, 3304
1054, 23786,9,2,3,0, 849, 6161,4,9,0,1,0,0,9,9,1,0,0,9,0,9,0, 1,0,0,9,99,2,0,1,0,0,0,3,0, 2,0,1,0, 1950,    0, 1950
1055,  5371,9,3,5,4,3346,  548,2,1,0,1,0,0,9,9,1,0,0,9,0,9,0, 6,0,0,9,99,3,0,2,0,0,0,5,0, 1,0,0,0, 2224,  420, 2644
1056,  4156,9,2,3,0, 695, 6844,1,9,0,1,0,0,9,9,1,0,0,9,0,9,0,13,0,1,2, 5,2,0,2,0,0,0,2,0, 3,0,1,0,  980,    0,  980
1057, 17029,9,2,4,0,1102, 5634,2,1,0,4,0,0,9,9,1,0,0,9,0,9,0, 4,0,0,9,99,2,0,1,0,0,0,2,0, 1,1,0,0, 2439,  296, 2735
1058,  6927,9,4,9,0,  95, 6025,5,9,0,3,0,0,9,9,2,0,0,0,0,1,0, 5,0,0,9,99,2,0,1,0,0,0,3,0, 2,0,0,1,  903,    0,  903
1059,  3757,9,3,6,0,1483, 4156,2,2,0,2,0,0,9,9,1,0,0,9,0,9,0,14,0,1,2, 5,4,0,3,0,1,0,5,0, 1,0,1,0, 4010,  810, 4820
1060, 17925,9,1,2,1, 365, 7835,2,2,0,3,1,0,9,9,1,0,1,9,0,9,0, 3,0,0,9,99,4,0,1,0,0,0,3,0, 2,0,1,0, 3849,  456, 4305
1061, 19899,9,1,2,0,1030, 5399,2,2,0,1,0,1,0,9,1,0,0,9,0,9,0, 4,0,0,9,99,4,0,2,0,0,0,3,0, 3,0,1,0, 3024,  387, 3411
1062,  4102,9,3,6,0,2800, 1473,2,2,0,1,0,0,9,9,1,0,0,9,0,9,0,13,0,1,3, 1,3,0,2,0,0,0,2,0, 3,0,1,1, 1692,   24, 1716
1063,  7817,9,2,3,0, 720, 6748,2,1,0,3,0,0,9,9,1,0,0,9,0,9,0, 5,0,0,9,99,3,0,2,0,0,0,3,0, 3,0,1,0, 2422,  375, 2797
1064, 16251,9,3,5,0,2051, 3104,1,9,0,4,0,0,9,9,1,0,0,9,0,9,0, 5,0,8,9,99,2,0,1,0,0,0,2,0, 3,0,0,0,  720,    0,  720
1065,  4006,9,2,3,0, 717, 6228,2,2,0,4,0,0,9,9,1,0,0,9,0,9,0, 5,0,0,9,99,3,0,2,0,0,0,4,0, 1,0,1,0, 2715,  625, 3340
1066,  5994,9,3,5,4,2661, 1222,2,1,0,1,0,0,9,9,1,0,0,9,0,9,0,13,0,1,8,10,4,0,2,0,0,0,2,0, 2,0,1,0, 3884,  550, 4434
1067, 20864,9,2,3,0, 815, 6633,3,2,0,1,0,0,9,9,2,0,0,0,0,0,0, 5,0,1,2, 7,3,0,1,0,1,0,2,0, 3,0,1,0, 2236,  286, 2522
1068,  3826,9,1,2,1, 343, 8476,2,2,0,4,0,0,9,9,1,0,0,9,0,9,0, 8,0,0,9,99,3,0,2,0,1,0,2,0, 2,0,0,0, 2540,    0, 2540
1069,  7117,9,1,2,1, 691, 6723,3,2,0,3,0,0,9,9,1,0,0,9,0,9,0,13,0,1,1,11,2,0,2,0,2,0,5,0, 3,0,1,0, 2304,  293, 2597
1070, 10405,9,1,2,0, 899, 6013,2,1,0,4,0,0,9,9,1,0,0,9,0,9,0, 1,0,0,9,99,3,0,1,0,0,0,2,0, 6,0,0,0, 1186,    0, 1186
1071,  3742,9,4,8,0,  33, 9520,2,1,0,4,0,0,9,9,1,0,0,9,0,9,0,10,0,0,9,99,3,0,2,0,1,0,4,0, 2,0,0,0, 3732,    0, 3732
1072,  3602,9,4,8,0, 515, 5998,4,9,0,4,0,1,1,1,1,0,0,9,0,9,0,12,0,0,9,99,4,0,4,0,0,0,7,0, 2,0,0,0, 3236,    0, 3236
1073, 12032,9,4,8,0, 563, 5831,1,9,0,4,0,1,0,9,1,0,0,9,0,9,0, 5,0,0,9,99,3,0,2,0,1,0,4,0, 3,0,0,0, 2128,    0, 2128
1074, 12605,9,2,3,0, 711, 6837,4,9,0,1,0,1,0,9,2,0,0,0,0,0,0,13,1,1,2, 4,3,0,2,0,0,0,2,0, 3,0,1,0, 1834,    0, 1834
1075, 19831,9,4,9,2, 620, 2569,2,1,0,1,0,0,9,9,1,0,0,9,0,9,0, 5,0,0,9,99,4,0,2,0,0,0,5,0, 2,0,1,0, 1938,  504, 2442
1076, 21099,9,1,2,0, 958, 5771,2,3,0,2,0,0,9,9,1,0,0,9,0,9,0, 3,0,0,9,99,4,0,2,0,0,0,3,1, 3,0,1,0, 2368,  614, 2982
1077,  8956,9,3,5,0,2473, 2358,2,1,0,1,0,0,9,9,2,0,0,0,0,0,0, 5,0,8,9,99,3,0,1,0,0,1,2,0, 2,0,1,0,  962,    0,  962
1078,  5773,9,4,8,0,   0,11668,4,9,0,1,0,1,0,9,2,0,0,0,0,0,0, 5,0,1,2, 2,0,0,1,0,0,0,1,0, 2,0,1,0,  389,    0,  389
1079, 21335,9,4,9,2, 729, 1013,2,1,0,1,0,0,9,9,1,0,0,9,0,9,0, 3,0,0,9,99,3,0,2,0,0,0,3,0, 4,0,1,0, 1746,  360, 2106
1080, 12597,9,3,6,0,2539, 1626,2,1,0,1,0,0,9,9,1,0,0,9,0,9,0, 3,0,0,9,99,1,0,1,0,1,0,2,0, 2,0,1,0,  992,  349, 1341
1081, 21703,9,2,4,0, 888, 6195,2,2,0,2,0,0,9,9,1,0,0,9,0,9,0, 1,0,0,9,99,3,0,1,0,0,0,2,0, 2,0,1,0, 1728,  864, 2592
1082,  7554,9,1,1,0, 583, 6012,2,2,0,4,0,0,9,9,1,0,0,9,0,9,0, 7,0,0,9,99,3,0,2,0,0,0,4,0, 3,0,0,0, 1997,  998, 2995
1083, 11275,9,3,7,3,3029, 2323,5,9,0,1,0,0,9,9,2,0,0,0,0,0,0, 4,1,1,2, 7,1,0,1,0,0,0,2,0, 4,0,0,0,  556,    0,  556
1084, 17998,9,3,5,0,2384, 2546,3,1,0,1,0,0,9,9,2,0,0,0,0,0,0, 6,0,1,2, 6,1,0,1,0,0,0,1,0, 2,0,0,0,  544,    0,  544
1085, 15519,9,3,7,3,3192, 2180,2,2,0,2,0,0,9,9,2,1,0,0,0,0,0, 6,1,0,9,99,3,0,2,0,0,0,3,0, 1,0,0,0, 1598,    0, 1598
1086, 12189,9,1,2,0, 843, 6210,3,2,0,1,0,0,9,9,1,0,0,9,0,9,0, 3,0,0,9,99,3,0,1,0,0,0,3,0, 1,0,1,0,  930,  465, 1395
1087, 22263,9,2,3,0,1384, 5350,4,9,0,2,0,0,9,9,2,0,0,0,0,0,0, 1,0,1,2, 1,2,0,1,0,0,0,3,0, 1,0,1,0, 1026,    0, 1026
1088, 12057,9,3,5,0,1538, 4507,5,9,0,3,0,0,9,9,2,0,0,0,0,0,0, 7,0,1,1,12,1,0,1,0,0,0,3,0, 1,0,0,1,  704,    0,  704
1089,  8494,9,3,6,0,1761, 4350,2,1,0,2,0,1,0,9,1,0,0,9,0,9,0, 5,0,0,9,99,3,0,1,0,0,0,2,0, 1,0,1,0, 1125,    0, 1125
1090, 16648,9,3,5,0,1870, 3521,5,9,0,1,0,0,9,9,2,0,0,0,0,0,0, 5,0,1,2, 8,2,0,1,0,0,0,2,0, 1,0,0,1,  851,    0,  851
1091, 16386,9,3,5,0,1725, 3590,1,9,0,4,0,0,9,9,2,0,0,0,0,0,0, 9,0,0,9,99,3,0,1,0,1,0,1,0, 3,0,0,0,  938,    0,  938
1092,  7256,9,2,3,0, 704, 6256,3,2,0,3,0,0,9,9,1,1,0,9,0,9,0,11,0,0,9,99,1,0,2,0,1,0,5,0, 2,0,1,0, 1700,    0, 1700
1093, 10181,9,3,5,0,1683, 3631,4,9,0,2,0,0,9,9,2,0,0,0,0,0,0, 7,0,1,2, 4,2,0,1,0,0,0,2,0, 2,0,1,0,  778,    0,  778
1094,  4363,9,1,1,0, 421, 6958,2,1,0,4,0,0,9,9,1,0,0,9,0,9,0,11,0,0,9,99,3,0,2,0,0,0,2,0, 3,0,0,0, 1344, 1344, 2688
1095, 15098,9,2,4,0, 566, 7923,1,9,0,1,0,1,0,9,1,0,0,9,0,9,0, 5,0,1,2, 7,2,0,1,0,1,0,2,0, 3,0,1,0,  952,    0,  952
1096, 10958,9,3,5,0,1683, 3340,2,1,0,2,0,0,9,9,2,0,0,0,0,0,0, 4,0,1,2, 6,2,0,1,0,0,0,2,0, 2,0,1,0,  673,    0,  673
1097,  4949,9,3,5,0,2636, 2515,1,9,0,3,0,0,9,9,1,0,0,9,0,9,0, 7,0,1,1, 5,3,0,2,0,0,0,2,0, 3,0,1,0, 1120,    0, 1120
1098,  3092,9,1,2,1, 635, 6982,2,2,0,4,0,0,9,9,1,0,0,9,0,9,0,14,0,1,2,10,4,0,2,0,1,0,4,0, 3,0,0,0, 3008,  463, 3471
1099, 19637,9,2,3,0, 838, 6207,2,2,0,1,0,0,9,9,1,0,0,9,0,9,0, 1,0,0,9,99,3,0,1,0,0,0,4,0, 4,0,1,0, 3657,   81, 3738
1100, 20211,9,1,2,1, 542, 7019,4,9,0,1,0,0,9,9,2,0,0,0,1,0,1, 4,0,0,9,99,3,0,1,0,0,0,3,0, 3,0,1,0, 2760,    0, 2760
1101, 10027,9,3,5,4,3455,  211,5,9,0,3,0,1,8,9,2,0,0,0,0,0,0, 6,0,1,2, 5,2,0,2,0,0,0,2,0, 7,0,0,0,  897,    0,  897
1102,  5492,9,2,3,0, 490, 7817,5,9,0,1,0,0,9,9,2,0,0,0,0,0,0, 5,0,1,2, 4,2,0,1,0,0,0,2,0, 1,0,1,0,  963,    0,  963
1103,  6226,9,2,3,0, 350, 8344,5,9,0,1,0,0,9,9,2,0,0,1,0,9,0, 5,0,0,9,99,1,0,1,0,0,0,1,0, 1,0,1,0,  463,    0,  463
1104, 29326,9,3,5,0,1585, 4358,5,9,0,1,0,1,0,9,2,0,1,1,1,9,0, 4,0,1,2,10,2,0,2,0,0,0,3,0, 7,0,1,0, 1358,    0, 1358
1105, 13039,9,3,6,0,1489, 4152,2,1,0,1,0,0,9,9,2,0,0,0,0,0,1, 2,0,0,9,99,4,0,2,0,0,0,2,0, 2,0,1,0, 1354,    0, 1354
1106, 19428,9,3,6,0,1418, 4209,2,2,0,3,0,0,9,9,1,0,0,9,0,9,0, 5,0,0,9,99,4,0,3,0,0,0,4,0, 2,0,1,0, 1730,  352, 2082
1107, 11148,9,1,2,1, 340, 8489,2,2,0,2,0,0,9,9,1,0,0,9,0,9,0, 1,0,0,9,99,4,0,1,0,1,0,4,0, 3,0,0,0, 4087,    0, 4087
1108, 12937,9,2,4,0, 578, 7442,2,2,0,4,0,1,0,9,1,0,0,9,0,9,0, 3,0,0,9,99,4,0,1,0,1,0,5,0, 6,0,0,0, 3094,    0, 3094
1109,  4874,9,4,9,2,1591, 2097,2,1,0,3,0,0,9,9,1,0,0,9,0,9,0, 6,0,0,9,99,3,0,2,0,0,0,3,0, 2,0,0,0, 1189,  315, 1504
1110,  5866,9,4,8,0,3298, 1304,2,1,0,1,0,0,9,9,1,0,0,9,0,9,0, 2,0,0,9,99,3,0,2,0,0,0,2,0, 7,0,1,0, 1344,    0, 1344
1111, 18597,9,4,9,2, 804,  912,5,9,0,1,0,0,9,9,2,0,0,0,0,0,0, 4,0,0,9,99,1,0,1,0,0,0,3,0, 1,0,1,0, 1167,    0, 1167
1112, 18632,9,3,7,0,2380, 1868,2,1,0,3,0,0,9,9,1,0,0,9,0,9,0, 6,0,0,9,99,3,0,2,0,0,0,3,0, 5,0,1,0, 1540,    0, 1540
1113, 10436,9,3,5,4,2180, 1561,2,1,0,1,0,0,9,9,1,0,0,9,0,9,0,12,0,0,9,99,3,0,2,0,0,0,1,0, 2,0,1,0, 1378,  378, 1756
1114,  3905,1,4,9,0, 232, 4672,2,2,0,3,0,0,9,9,1,0,0,9,0,9,0,10,0,0,9,99,3,0,2,0,0,0,3,0, 2,0,1,0, 1242,  414, 1656
1115, 14649,9,1,2,1, 670, 6936,4,9,0,1,0,0,9,9,2,0,0,0,0,0,0, 1,0,0,9,99,1,0,1,0,0,0,1,0, 5,0,1,0,  762,    0,  762
1116, 21099,9,1,2,0,1107, 4947,2,1,0,3,0,0,9,9,1,0,0,9,0,9,0, 3,0,0,9,99,3,0,1,0,0,0,3,0, 3,0,1,0, 1075,    0, 1075
1117,  4617,9,2,4,0,1072, 5717,2,1,0,2,0,0,9,9,1,0,0,9,0,9,0, 7,0,0,9,99,3,0,1,0,0,0,2,0, 5,0,1,0, 1092,  312, 1404
1118, 15412,9,2,3,0, 400, 8250,2,1,0,1,0,0,9,9,1,0,1,9,0,9,0, 3,0,0,9,99,2,0,1,0,0,0,3,0, 2,0,1,0, 1269, 1269, 2538
1119, 13927,9,3,5,0,1720, 3594,2,1,0,4,0,1,0,9,1,0,0,9,0,9,0, 1,0,1,1, 5,3,0,1,0,0,0,7,0, 2,0,1,0, 2388,    0, 2388
1120, 14116,9,4,8,0, 157, 8401,1,9,0,4,0,0,9,9,1,0,0,9,0,9,0, 5,0,0,9,99,3,0,2,0,0,0,3,0, 2,0,1,0, 1152,    0, 1152
1121, 17755,9,4,9,2,1549,  808,2,1,0,1,0,0,9,9,1,0,0,9,0,9,0, 4,1,1,2, 3,3,0,1,0,1,0,2,0, 4,0,1,0, 1143,  360, 1503
1122,  5139,9,4,9,2,1495, 2373,5,9,0,1,0,0,9,9,2,0,0,0,0,0,0,12,0,1,1, 5,2,0,1,0,0,0,2,0, 4,0,1,0,  968,    0,  968
1123, 23786,9,2,3,0, 720, 6750,4,9,0,1,0,0,9,9,1,0,0,9,0,9,0, 1,0,0,9,99,3,0,2,0,0,0,4,0, 1,0,1,0, 2457,  152, 2609
1124, 18105,9,1,2,1, 687, 6724,4,9,0,1,0,0,9,9,2,0,0,0,1,0,1, 1,0,0,9,99,1,0,1,0,0,0,3,0, 2,0,1,0,  680,    0,  680
1125, 15497,9,1,2,1,1213, 4809,5,9,0,1,0,0,9,9,2,0,0,0,0,1,0, 1,0,1,2, 5,1,0,1,0,0,0,2,0, 1,0,1,0,  589,    0,  589
1126, 16479,1,3,6,0,1526, 3602,5,9,0,3,0,0,9,9,2,0,0,0,0,0,0, 5,0,0,9,99,2,0,2,0,0,0,3,0, 1,0,0,0, 1175,    0, 1175
1127,  9736,9,4,8,0,4393,  856,5,9,0,1,1,0,9,9,2,2,0,0,0,0,0, 6,0,1,2, 3,0,0,1,0,0,0,2,0, 4,0,1,0,  396,    0,  396
1128,  9844,9,3,5,4,3507,  519,2,1,0,1,0,0,9,9,1,0,0,9,0,9,0, 4,0,0,9,99,3,0,1,0,0,0,3,0, 7,0,0,0, 1288,  530, 1818
1129,  7770,9,4,9,2, 354, 3116,2,1,0,4,0,1,0,9,1,0,0,9,0,9,0,13,0,1,1,10,2,0,2,0,0,0,2,0, 2,0,0,0, 1531,  360, 1891
1130, 19943,9,3,5,0,1945, 3014,2,1,0,4,0,0,9,9,2,0,0,0,0,0,0, 6,0,1,2, 5,3,0,2,0,0,0,4,0, 2,0,0,0, 1821,  441, 2262
1131,  8435,9,4,9,2,1477, 1185,4,9,0,1,0,0,9,9,2,0,0,0,0,0,0, 1,0,1,2, 1,1,0,1,0,0,1,1,0, 2,0,1,0,    0, 1026, 1026
1132, 10241,9,4,8,0,4695,  800,4,9,0,1,1,0,9,9,2,0,0,0,0,0,0, 4,0,0,9,99,1,0,1,0,1,0,1,0, 1,0,1,0,  483,    0,  483
1133,  4206,9,3,5,0,2492, 2473,2,1,0,4,0,1,0,9,1,0,0,9,0,9,0,13,0,1,1, 4,3,0,2,0,0,0,2,0, 1,0,1,0, 1461,  441, 1902
1134, 27106,9,4,9,0,  83, 5255,4,9,0,2,0,0,9,9,2,1,0,0,0,0,0, 5,0,1,2, 7,2,0,1,0,0,0,2,0, 2,0,0,1,  980,    0,  980
1135,  3952,9,3,6,0,1208, 4512,2,1,0,2,0,0,9,9,1,0,0,9,0,9,0,14,0,1,2, 3,2,0,1,0,0,0,2,0, 3,0,0,0,  800,    0,  800
