HHID,NWEIGHT,REGIONC,DIVISION,TYPEHUQ,STORIES,DIRACC,YEARMADE,HOTH2O,HEATWATR,HINATTIC,ROOFPCT,ATTIC3YR,WALLINS,WALLS3YR,DUCTS,PIPEINS,WATERINS,STRIP,CAULKADD,BASEMENT,BASEINS,FLOOREXT,DOORS,STORMSO,INDOWS,PANESINS,CHANGES,SAMEFEET,SAMEHEAT,BEDROOMS,NCOMBATH,NHAFBATH,OTHROOMS,CARHOME,GARHEAT,GARHETON,HOMEBASE,CELLAR,AREASHUT,AREAOPEN,CONCRETE,BASEHEAT,INSIDE,LINEARFL,PREHEAT,PREUN,PREHOME,HEATED,UNHEATED,HOMEAREA,SCALE,SOURCE,TYPEHOME,UNITS,FLOORS,OCCUP
5580,18731,2,3,1,9,9,06,1,9,1,4,0,1,0,1,1,0,1,1,0,9,9,02,02,9,9,0,9,9,3,1,1,2,0,9,9,4,9,9,9,9,9,05,1,99999,99999,99999,896,0,896,999,2,11,999,99,1
5581,8726,1,1,4,9,9,01,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,02,00,9,9,0,9,9,2,1,0,3,9,9,9,9,9,9,9,9,9,01,1,99999,99999,99999,1144,0,1144,22,1,31,999,99,1
5582,9679,4,8,2,1,9,05,1,9,6,9,9,6,9,0,0,0,1,1,0,9,9,04,02,12,12,1,1,3,4,2,0,5,1,0,9,4,9,9,9,9,9,02,1,99999,99999,99999,1480,608,2088,999,0,21,999,99,1
5583,7625,2,4,2,1,9,05,1,9,1,4,0,1,1,0,0,1,1,1,1,0,9,03,03,8,8,0,9,9,3,2,0,3,1,0,9,1,9,9,9,9,1,02,2,99999,99999,99999,2868,462,3330,999,0,21,999,99,1
5584,10944,4,8,2,1,9,02,1,9,1,4,0,1,0,0,0,0,1,1,1,1,4,02,02,9,9,0,9,9,3,1,0,2,0,9,9,2,9,9,9,9,1,02,1,99999,99999,99999,925,0,925,999,0,21,999,99,1
5585,22749,3,7,2,2,9,05,1,9,1,4,0,1,0,1,0,0,1,1,0,9,9,04,00,13,0,0,9,9,4,2,1,5,1,0,9,4,9,9,9,9,9,02,2,99999,99999,99999,3404,858,4262,999,0,21,999,99,1
5586,17884,4,8,4,9,9,04,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,02,00,2,0,0,9,9,2,1,0,2,9,9,9,9,9,9,9,9,9,01,1,99999,99999,99999,850,0,850,12,1,31,999,99,1
5587,26541,3,7,2,1,9,05,1,9,1,4,0,6,9,0,0,0,1,1,0,9,9,03,00,9,0,0,9,9,3,2,0,3,1,0,9,4,9,9,9,9,9,02,1,99999,99999,99999,1504,560,2064,999,0,21,999,99,1
5588,29129,1,2,3,2,9,07,1,9,6,9,9,6,9,6,0,0,1,1,1,1,4,03,03,5,5,0,9,9,2,1,1,3,0,9,9,1,9,9,9,9,0,02,3,99999,99999,99999,1088,656,1744,999,0,22,999,99,1
5589,11490,1,1,2,2,9,02,1,9,1,4,0,1,0,0,0,0,1,0,1,1,3,02,02,19,19,0,9,9,3,2,0,4,1,0,9,1,9,9,9,9,1,01,3,99999,99999,99999,3357,277,3634,109,1,21,999,99,1
5590,19329,2,3,2,2,9,03,1,9,1,4,0,1,0,0,0,0,1,1,1,0,9,02,02,24,24,0,9,9,3,2,1,3,0,9,9,1,9,9,9,9,1,02,3,99999,99999,99999,2262,0,2262,999,0,21,999,99,1
5591,8617,1,1,3,1,0,04,1,9,1,4,0,1,0,6,6,6,1,1,1,6,9,03,02,14,14,0,9,9,4,2,0,2,1,0,9,1,9,9,9,9,0,02,2,99999,99999,99999,1598,1807,3405,999,0,22,999,99,1
5592,10966,3,6,3,2,9,04,1,9,6,9,9,6,9,0,0,0,0,0,0,9,9,02,00,5,0,0,9,9,2,1,0,2,0,9,9,4,9,9,9,9,9,21,0,99999,99999,1148,1148,0,1148,999,3,22,999,99,1
5593,18252,3,5,3,2,9,04,1,9,6,9,9,6,9,6,6,6,1,1,0,9,9,02,00,5,0,0,9,9,2,1,1,2,0,9,9,4,9,9,9,9,9,01,2,99999,99999,99999,931,0,931,1,1,22,999,99,1
5594,14642,1,2,5,9,1,05,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,02,00,5,0,0,9,9,1,1,0,2,9,9,9,9,9,9,9,9,9,01,1,99999,99999,99999,442,0,442,1,1,41,8,4,1
5595,14652,4,9,2,1,9,03,1,9,0,9,9,0,9,1,1,1,1,1,1,0,9,02,00,13,0,0,9,9,3,1,1,2,1,0,9,3,9,9,9,9,0,02,1,99999,99999,99999,1455,225,1680,999,0,21,999,99,1
5596,8389,2,4,2,2,9,01,1,9,1,6,0,1,0,1,0,0,1,1,1,0,9,04,04,30,30,0,9,9,5,1,1,5,0,9,9,1,9,9,9,9,1,05,0,3600,0,99999,3600,0,3600,999,2,21,999,99,1
5597,15348,4,9,2,2,9,04,1,9,1,6,0,6,9,1,0,1,1,0,0,9,9,03,01,12,0,0,9,9,5,2,0,3,1,0,9,4,9,9,9,9,9,02,2,99999,99999,99999,2556,525,3081,999,0,21,999,99,1
5598,17243,2,4,2,1,9,04,1,9,1,4,0,1,0,1,1,1,1,1,1,1,4,03,02,12,12,0,9,9,3,1,0,2,1,0,9,1,9,9,9,9,1,02,2,99999,99999,99999,1800,576,2376,999,0,21,999,99,1
5599,17698,2,3,1,9,9,05,1,9,1,4,0,1,0,1,1,0,1,1,1,1,4,02,01,10,5,0,9,9,2,1,0,2,0,9,9,2,9,9,9,9,0,02,1,99999,99999,99999,780,0,780,999,0,11,999,99,1
5600,20448,4,9,2,1,9,06,1,9,1,4,0,1,0,1,1,0,0,0,1,0,9,03,00,9,0,0,9,9,3,2,0,3,1,0,9,2,9,9,9,9,0,02,1,99999,99999,99999,1664,440,2104,999,0,21,999,99,1
5601,21774,3,5,5,9,9,07,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,01,00,3,0,0,9,9,1,1,0,1,9,9,9,9,9,9,9,9,9,01,1,99999,99999,99999,553,0,553,3,1,41,70,2,1
5602,7726,2,4,2,1,9,04,1,9,1,4,0,1,0,0,0,0,1,0,1,0,9,01,01,19,19,0,9,9,5,2,0,2,1,1,1,1,9,9,9,9,2,21,2,99999,99999,99999,1040,1152,2192,999,2,21,999,99,1
5603,9001,1,1,4,9,9,01,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,02,01,12,11,0,9,9,2,1,0,2,9,9,9,9,9,9,9,9,9,02,2,99999,99999,99999,972,1044,2016,999,0,31,999,99,1
5604,16499,1,1,4,9,9,01,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,02,02,14,14,0,9,9,2,1,0,3,9,9,9,9,9,9,9,9,9,02,1,99999,99999,99999,1035,149,1184,999,0,31,999,99,1
5605,25564,1,2,3,2,0,03,1,9,6,9,9,2,0,0,1,0,1,1,1,1,6,03,03,10,10,0,9,9,3,1,1,4,1,0,9,1,9,9,9,9,2,02,3,99999,99999,99999,1365,210,1575,999,0,22,999,99,1
5606,7862,1,1,2,2,9,03,1,9,1,4,1,2,1,0,0,1,0,1,1,0,9,02,02,12,11,0,9,9,4,1,0,2,0,9,9,1,9,9,9,9,1,02,3,99999,99999,99999,2048,0,2048,999,0,21,999,99,1
5607,17630,3,6,2,1,0,05,1,9,1,2,1,2,0,0,0,0,1,1,1,0,9,01,01,11,9,0,9,9,4,1,0,2,0,9,9,1,9,9,9,9,0,02,2,99999,99999,99999,666,774,1440,999,0,21,999,99,1
5608,10966,3,6,2,1,9,03,1,9,0,9,9,1,0,1,0,0,1,1,1,1,4,04,03,10,10,0,9,9,3,3,0,3,1,0,9,1,9,9,9,9,1,02,2,99999,99999,99999,2741,690,3431,999,0,21,999,99,1
5609,27171,2,3,2,1,9,10,1,9,1,4,1,1,1,0,6,0,1,1,1,0,9,02,02,11,11,0,9,9,3,2,0,3,1,0,9,1,9,9,9,9,1,03,2,99999,99999,99999,2418,500,2918,999,2,21,999,99,1
5610,10111,4,8,3,2,9,07,1,9,1,4,0,1,0,0,0,0,0,1,0,9,9,04,04,12,12,0,9,9,2,2,1,4,8,9,9,4,9,9,9,9,9,01,2,99999,99999,99999,2256,0,2256,33,1,22,999,99,1
5611,8783,2,4,2,1,9,03,1,9,1,4,0,2,0,0,0,0,0,0,1,0,9,03,03,12,12,0,9,9,3,1,1,2,1,0,9,1,9,9,9,9,1,03,2,99999,99999,99999,2772,273,3045,999,2,21,999,99,1
5612,25314,3,6,2,1,9,04,1,9,1,4,0,1,0,1,1,0,1,1,0,9,9,03,02,12,12,0,9,9,3,1,1,2,0,9,9,4,9,9,9,9,9,02,1,99999,99999,99999,1716,0,1716,999,0,21,999,99,1
5613,22043,3,7,2,1,9,05,1,9,1,4,0,6,9,1,0,0,1,1,0,9,9,03,02,12,12,0,9,9,3,2,0,2,1,0,9,4,9,9,9,9,9,02,1,99999,99999,99999,1554,462,2016,999,0,21,999,99,1
5614,30696,4,9,5,9,9,05,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,01,00,2,0,0,9,9,1,1,0,2,9,9,9,9,9,9,9,9,9,01,1,99999,99999,99999,699,0,699,8,1,41,12,2,1
5615,9726,2,4,4,9,9,01,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,02,00,8,8,0,9,9,2,1,0,3,9,9,9,9,9,9,9,9,9,02,1,99999,99999,99999,879,0,879,999,0,31,999,99,1
5616,13337,3,6,5,9,9,04,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,01,01,6,6,0,9,9,1,1,0,0,9,9,9,9,9,9,9,9,9,00,0,99999,99999,99999,628,0,628,83,7,41,6,2,1
5617,8006,2,4,2,1,9,05,1,9,1,4,0,1,0,0,0,0,1,1,1,0,9,02,01,9,9,0,9,9,5,1,2,3,1,0,9,1,9,9,9,9,1,02,2,99999,99999,99999,2968,456,3424,999,0,21,999,99,1
5618,26184,4,9,2,2,9,01,1,9,6,9,9,2,0,0,0,0,0,0,1,0,9,02,02,22,22,0,9,9,4,1,0,4,0,9,9,1,9,9,9,9,0,02,2,99999,99999,99999,1118,1118,2236,999,0,21,999,99,1
5619,21631,2,3,5,9,9,05,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,04,04,1,1,0,9,9,2,1,1,3,9,9,9,9,9,9,9,9,9,01,3,99999,99999,99999,1284,0,1284,34,1,41,7,2,1
5620,42654,3,7,5,9,0,05,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,01,00,9,0,0,9,9,3,2,0,2,9,9,9,9,9,9,9,9,9,01,1,99999,99999,99999,1034,0,1034,18,1,41,100,2,1
5621,27452,3,6,2,1,0,05,1,9,1,4,0,1,0,0,1,1,0,0,1,0,9,02,00,12,0,0,9,9,2,1,0,2,0,9,9,2,9,9,9,9,0,02,1,99999,99999,99999,1020,0,1020,999,0,21,999,99,1
5622,15697,1,2,2,2,9,01,1,9,1,4,1,1,1,0,0,0,1,0,1,0,9,02,02,17,17,0,9,9,4,1,0,2,0,9,9,1,9,9,9,9,0,03,3,99999,99999,99999,1601,1337,2938,999,2,21,999,99,1
5623,8572,1,1,2,1,9,05,1,9,1,4,0,1,0,0,1,1,1,0,1,1,4,02,02,10,10,0,9,9,3,2,1,4,1,0,9,1,9,9,9,9,2,95,1,99999,99999,99999,908,719,1627,999,4,21,999,99,1
5624,25956,2,3,2,1,9,03,1,9,1,4,0,0,9,0,0,0,1,1,1,0,9,03,02,21,21,0,9,9,5,2,0,2,0,9,9,1,9,9,9,9,1,01,2,99999,99999,99999,1704,0,1704,46,1,21,999,99,1
5625,16819,1,2,2,2,1,01,1,9,1,4,0,0,9,0,1,0,1,1,1,1,1,03,03,35,35,0,9,9,5,1,1,4,0,9,9,1,9,9,9,9,1,02,3,99999,99999,99999,3939,91,4030,999,0,21,999,99,1
5626,10966,3,6,5,9,9,05,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,00,99,2,2,0,9,9,1,1,0,1,9,9,9,9,9,9,9,9,9,01,1,99999,99999,99999,299,0,299,1,1,41,198,14,1
5627,9915,4,8,5,9,0,05,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,02,00,3,3,0,9,9,2,2,0,2,9,9,9,9,9,9,9,9,9,01,1,99999,99999,99999,875,0,875,13,1,41,208,3,1
5628,14564,1,2,2,1,9,05,1,9,1,4,0,1,0,0,0,0,0,1,1,1,4,02,02,13,13,1,1,3,3,2,0,4,1,0,9,1,9,9,9,9,2,02,2,99999,99999,99999,1706,1282,2988,999,6,21,999,99,1
5629,31392,3,5,2,1,9,06,1,9,1,3,0,1,0,1,1,1,1,1,0,9,9,02,02,8,0,0,9,9,3,1,0,2,1,0,9,4,9,9,9,9,9,02,1,99999,99999,99999,1075,300,1375,999,0,21,999,99,1
5630,11490,1,1,2,2,9,02,1,9,0,9,9,0,9,0,1,0,1,0,1,1,6,02,02,18,18,0,9,9,2,1,1,4,1,0,9,1,9,9,9,9,0,02,3,99999,99999,99999,1800,1440,3240,999,0,21,999,99,1
5631,31420,4,9,1,9,9,04,1,9,0,9,9,0,9,0,0,0,0,0,1,0,9,02,01,13,0,0,9,9,2,1,0,2,0,9,9,2,9,9,9,9,0,02,1,99999,99999,99999,480,0,480,999,0,11,999,99,1
5632,35813,3,5,3,2,9,05,1,9,1,4,0,6,9,1,1,0,0,1,0,9,9,02,00,4,0,0,9,9,2,1,1,1,0,9,9,4,9,9,9,9,9,01,2,99999,99999,99999,953,0,953,1,1,22,999,99,1
5633,25386,4,9,2,2,0,01,1,9,1,4,0,1,0,6,0,0,1,1,1,0,9,02,01,15,0,0,9,9,4,2,0,4,0,9,9,5,1,1,0,0,2,02,3,99999,99999,99999,3035,595,3630,999,0,21,999,99,1
5634,24788,4,8,4,9,9,05,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,01,00,5,0,0,9,9,2,1,0,2,9,9,9,9,9,9,9,9,9,01,1,99999,99999,99999,664,0,664,7,1,31,999,99,1
5635,19878,2,3,2,2,9,01,1,9,0,9,9,1,0,0,0,1,1,1,1,0,9,02,02,11,10,0,9,9,2,1,0,4,0,9,9,5,1,1,0,0,0,00,0,99999,99999,99999,3504,0,3504,999,7,21,999,99,1
5636,12179,1,1,5,9,9,04,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,00,99,3,3,0,9,9,1,1,0,4,9,9,9,9,9,9,9,9,9,01,1,99999,99999,99999,680,0,680,7,1,41,24,3,1
5637,18424,2,3,4,9,9,01,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,02,02,16,16,0,9,9,3,1,0,3,9,9,9,9,9,9,9,9,9,01,1,99999,99999,99999,1075,129,1204,24,1,31,999,99,1
5638,16811,4,9,2,4,9,01,1,9,1,4,0,1,0,1,1,1,0,0,1,0,9,02,01,21,6,0,9,9,3,3,0,6,1,0,9,5,1,1,0,0,2,02,3,99999,99999,99999,2805,702,3507,999,0,21,999,99,1
5639,15128,1,1,5,9,9,01,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,00,99,1,0,0,9,9,1,0,0,0,9,9,9,9,9,9,9,9,9,01,1,99999,99999,99999,210,0,210,1,1,41,6,3,1
5640,15184,1,2,5,9,9,03,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,01,00,9,9,0,9,9,1,1,0,2,9,9,9,9,9,9,9,9,9,01,1,99999,99999,99999,777,0,777,10,1,41,12,2,1
5641,37462,2,3,2,1,9,04,1,9,1,3,0,1,0,0,0,0,1,1,0,9,9,04,02,11,11,0,9,9,3,2,0,3,1,0,9,4,9,9,9,9,9,02,1,99999,99999,99999,1580,340,1920,999,0,21,999,99,1
5642,7726,2,4,3,2,9,05,1,9,1,4,0,2,0,0,0,0,1,6,1,6,9,03,03,6,2,0,9,9,3,1,2,2,1,0,9,2,9,9,9,9,0,01,2,99999,99999,99999,1350,464,1814,18,1,22,999,99,1
5643,7767,2,4,2,2,9,01,1,9,6,9,9,6,9,0,6,0,0,1,1,0,9,02,01,9,9,0,9,9,4,1,0,3,1,0,9,5,1,1,0,0,0,98,3,99999,99999,99999,1756,390,2146,999,2,21,999,99,1
5644,17920,2,3,2,2,9,01,1,9,1,4,0,1,0,6,1,0,1,1,1,0,9,02,02,17,11,0,9,9,4,2,0,5,0,9,9,1,9,9,9,9,1,02,3,99999,99999,99999,2669,0,2669,999,0,21,999,99,1
5645,33623,4,9,2,1,9,06,0,1,1,4,0,2,0,0,0,0,1,1,1,1,0,02,01,23,13,1,1,8,2,1,0,1,0,9,9,2,9,9,9,9,0,03,1,99999,99999,99999,672,0,672,999,2,21,999,99,1
5646,29592,3,5,1,9,9,05,1,9,1,6,1,1,0,1,0,1,0,1,1,0,9,02,00,11,11,0,9,9,3,2,0,2,0,9,9,3,9,9,9,9,0,02,1,99999,99999,99999,936,0,936,999,0,11,999,99,1
5647,11490,1,1,2,2,9,04,1,9,1,4,6,1,0,0,1,1,1,1,1,0,9,03,03,20,17,0,9,9,2,2,1,6,1,0,9,1,9,9,9,9,0,02,3,99999,99999,99999,1740,912,2652,999,0,21,999,99,1
5648,8783,2,4,2,1,9,04,1,9,1,4,0,1,0,1,1,1,1,1,1,0,9,03,02,22,22,0,9,9,3,1,1,3,1,0,9,1,9,9,9,9,1,02,2,99999,99999,99999,2392,624,3016,999,0,21,999,99,1
5649,20637,3,5,5,9,9,05,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,01,01,1,1,0,9,9,1,1,0,2,9,9,9,9,9,9,9,9,9,01,1,99999,99999,99999,574,12,586,4,1,41,151,10,1
5650,21579,3,7,2,1,9,04,1,9,1,4,1,1,1,0,0,0,0,0,0,9,9,03,00,11,0,0,9,9,3,1,0,3,1,0,9,4,9,9,9,9,9,02,1,99999,99999,99999,986,339,1325,999,0,21,999,99,1
5651,19691,2,3,4,9,9,01,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,02,00,2,0,0,9,9,1,1,0,2,9,9,9,9,9,9,9,9,9,01,1,99999,99999,99999,521,0,521,2,1,31,999,99,1
5652,7280,2,4,2,1,9,01,1,9,1,4,0,1,0,1,6,0,1,1,1,1,4,03,03,14,14,0,9,9,3,1,1,4,0,9,9,3,9,9,9,9,0,02,1,99999,99999,99999,1752,0,1752,999,0,21,999,99,1
5653,16610,1,2,2,4,9,04,1,9,1,4,0,6,9,0,1,0,0,0,0,9,9,02,02,13,13,0,9,9,4,1,1,3,1,0,9,4,9,9,9,9,9,02,1,99999,99999,99999,616,220,836,999,0,21,999,99,1
5654,28088,3,5,2,2,9,01,1,9,1,4,1,2,0,0,1,0,1,1,1,1,3,03,02,23,11,0,9,9,2,1,0,4,0,9,9,1,9,9,9,9,2,01,2,99999,99999,99999,1752,292,2044,58,1,21,999,99,1
5655,15348,4,9,2,1,9,03,1,9,6,9,9,1,0,1,6,1,1,1,1,6,9,05,03,20,0,0,9,9,3,1,1,4,1,0,9,3,9,9,9,9,0,02,1,99999,99999,99999,2021,378,2399,999,0,21,999,99,1
5656,19871,4,8,2,1,9,06,1,9,1,4,1,1,1,1,1,1,1,1,0,9,9,03,00,12,5,1,1,1,3,2,0,2,1,0,9,4,9,9,9,9,9,02,1,99999,99999,99999,1354,400,1754,999,0,21,999,99,1
5657,15398,1,2,3,3,9,01,1,9,6,9,9,6,9,0,1,1,1,1,1,0,9,05,05,18,18,0,9,9,4,3,1,7,0,9,9,1,9,9,9,9,1,21,4,99999,99999,99999,4320,0,4320,999,2,22,999,99,1
5658,25021,4,9,3,1,9,05,1,9,1,4,0,6,9,0,0,6,0,0,1,6,9,03,03,12,0,0,9,9,2,1,1,2,0,9,9,2,9,9,9,9,0,02,1,99999,99999,99999,1029,0,1029,999,0,22,999,99,1
5659,6619,2,4,2,4,9,05,1,9,1,8,0,1,0,1,1,0,1,1,1,0,9,03,02,14,14,0,9,9,3,3,0,4,1,0,9,1,9,9,9,9,2,02,2,99999,99999,99999,1939,648,2587,999,0,21,999,99,1
5660,9052,2,4,2,1,9,03,1,9,1,4,0,0,9,1,0,1,1,0,1,0,9,02,02,14,13,0,9,9,3,1,0,2,1,0,9,2,9,9,9,9,0,02,1,99999,99999,99999,1105,428,1533,999,0,21,999,99,1
5661,16014,3,6,2,1,9,06,1,9,1,4,0,1,0,6,1,0,0,1,0,9,9,02,01,8,8,0,9,9,3,2,0,2,0,9,9,4,9,9,9,9,9,98,1,99999,99999,99999,1230,0,1230,999,2,21,999,99,1
5662,25662,1,2,4,9,9,04,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,01,01,10,10,0,9,9,3,1,0,2,9,9,9,9,9,9,9,9,9,01,1,99999,99999,99999,1279,0,1279,26,1,31,999,99,1
5663,9679,4,8,2,1,9,01,1,9,0,9,9,0,9,0,0,0,1,0,1,0,9,02,00,10,0,0,9,9,2,1,0,2,0,9,9,3,9,9,9,9,0,02,1,99999,99999,99999,850,0,850,999,0,21,999,99,1
5664,35678,2,3,2,2,9,03,1,9,1,4,0,0,9,1,1,1,1,1,1,0,9,02,02,13,13,0,9,9,3,1,1,2,1,0,9,1,9,9,9,9,1,98,3,99999,99999,99999,2262,240,2502,999,2,21,999,99,1
5665,12926,1,1,2,2,9,07,1,9,1,4,0,1,0,0,1,1,1,1,1,1,4,02,01,8,8,0,9,9,3,1,0,3,1,1,0,1,9,9,9,9,2,02,3,99999,99999,99999,2472,480,2952,999,0,21,999,99,1
5666,13358,1,2,2,1,9,05,1,9,1,3,0,1,0,0,0,0,1,1,1,1,2,03,02,27,25,1,1,1,3,2,0,3,1,0,9,1,9,9,9,9,2,01,2,99999,99999,99999,2535,769,3304,98,1,21,999,99,1
5667,14544,1,1,5,9,9,04,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,03,00,4,4,0,9,9,2,1,0,2,9,9,9,9,9,9,9,9,9,01,1,99999,99999,99999,652,0,652,6,1,41,40,4,1
5668,31993,1,2,2,2,9,01,1,9,1,2,1,2,1,1,0,0,1,1,1,0,9,03,02,15,8,0,9,9,4,2,0,2,0,9,9,1,9,9,9,9,1,02,3,99999,99999,99999,2116,0,2116,999,0,21,999,99,1
5669,10416,4,8,5,9,9,01,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,01,00,5,0,0,9,9,1,1,0,1,9,9,9,9,9,9,9,9,9,01,1,99999,99999,99999,436,0,436,1,1,41,9,2,1
5670,8726,1,1,4,9,1,01,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,02,01,16,16,0,9,9,3,1,0,3,9,9,9,9,9,9,9,9,9,01,1,99999,99999,99999,1364,0,1364,28,1,31,999,99,1
5671,10870,4,8,2,1,9,01,1,9,1,4,0,2,0,0,0,0,1,1,1,1,1,02,02,5,5,0,9,9,1,1,0,2,0,9,9,2,9,9,9,9,0,02,1,99999,99999,99999,1090,0,1090,999,0,21,999,99,1
5672,18508,3,5,5,9,0,04,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,01,00,2,0,0,9,9,2,1,0,2,9,9,9,9,9,9,9,9,9,01,1,99999,99999,99999,887,0,887,14,1,41,96,6,1
5673,17533,4,9,5,9,9,05,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,02,02,7,7,0,9,9,3,1,1,2,9,9,9,9,9,9,9,9,9,01,1,99999,99999,99999,826,0,826,12,1,41,8,2,1
5674,17763,4,9,2,1,9,01,1,9,1,4,0,0,9,0,0,0,1,1,1,0,9,03,02,15,12,0,9,9,3,2,0,3,0,9,9,1,9,9,9,9,1,02,2,99999,99999,99999,2042,0,2042,999,0,21,999,99,1
5675,19878,2,3,2,1,9,01,1,9,1,4,0,1,0,1,1,1,1,1,1,0,9,03,01,10,10,0,9,9,2,1,0,5,0,9,9,1,9,9,9,9,1,02,2,99999,99999,99999,2424,0,2424,999,0,21,999,99,1
5676,20860,3,5,2,1,0,06,1,9,1,4,0,1,0,1,1,1,0,0,0,9,9,02,00,9,9,0,9,9,3,1,0,2,0,9,9,4,9,9,9,9,9,01,1,99999,99999,99999,913,0,913,14,1,21,999,99,1
5677,48292,4,9,3,3,1,05,1,9,1,6,6,1,0,6,6,0,1,1,0,9,9,03,00,4,0,0,9,9,2,2,1,4,0,9,9,4,9,9,9,9,9,01,3,99999,99999,99999,1657,0,1657,15,1,22,999,99,1
5678,13082,3,6,2,1,9,04,1,9,1,4,6,6,9,1,1,1,1,1,1,0,9,02,02,13,13,0,9,9,3,1,1,3,0,9,9,2,9,9,9,9,0,01,1,99999,99999,99999,1551,0,1551,34,1,21,999,99,1
5679,53242,3,5,3,1,9,07,1,9,1,4,0,1,1,0,6,0,1,1,1,1,4,02,02,6,6,0,9,9,2,2,0,3,0,9,9,2,9,9,9,9,0,02,1,99999,99999,99999,1276,0,1276,999,0,22,999,99,1
5680,17443,4,9,5,9,9,04,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,01,00,3,3,0,9,9,1,1,0,1,9,9,9,9,9,9,9,9,9,01,1,99999,99999,99999,400,0,400,1,1,41,6,2,1
5681,10298,2,4,2,2,9,03,1,9,1,4,0,6,9,0,0,0,1,1,1,0,9,02,02,15,15,0,9,9,3,1,1,3,0,9,9,1,9,9,9,9,1,03,3,99999,99999,99999,1536,774,2310,999,2,21,999,99,1
5682,19307,3,7,2,1,9,03,1,9,1,4,0,2,0,0,0,0,0,0,0,9,9,02,00,14,0,0,9,9,3,2,0,3,0,9,9,4,9,9,9,9,9,02,1,99999,99999,99999,1338,78,1416,999,0,21,999,99,1
5683,8942,4,8,2,8,9,05,1,9,1,4,0,1,0,0,0,0,0,1,1,1,1,02,02,21,15,0,9,9,4,1,0,3,0,9,9,1,9,9,9,9,1,02,2,99999,99999,99999,2184,0,2184,999,0,21,999,99,1
5684,7767,2,4,2,1,9,01,1,9,1,3,0,2,0,0,0,0,0,0,1,0,9,02,00,17,17,0,9,9,2,1,1,2,0,9,9,1,9,9,9,9,0,02,2,99999,99999,99999,1242,1598,2840,999,5,21,999,99,1
5685,26114,1,2,5,9,9,02,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,00,99,6,6,0,9,9,1,1,0,2,9,9,9,9,9,9,9,9,9,21,0,440,0,99999,440,0,440,999,2,41,84,12,1
5686,18173,2,3,5,9,0,06,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,00,99,5,5,0,9,9,2,1,0,1,9,9,9,9,9,9,9,9,9,01,1,99999,99999,99999,672,0,672,7,1,41,8,2,1
5687,15336,4,9,4,9,9,06,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,02,00,4,0,0,9,9,3,1,1,2,9,9,9,9,9,9,9,9,9,03,2,99999,99999,99999,1123,0,1123,999,2,31,999,99,1
5688,17429,2,4,2,1,0,07,1,9,1,4,0,1,0,1,0,6,0,1,1,0,9,03,00,12,9,0,9,9,3,2,0,2,1,0,9,1,9,9,9,9,1,02,2,99999,99999,99999,2280,396,2676,999,0,21,999,99,1
5689,26964,3,5,2,2,9,07,1,9,1,4,0,1,0,1,0,1,1,1,1,0,9,03,00,18,0,0,9,9,3,2,1,3,1,0,9,1,9,9,9,9,1,02,3,99999,99999,99999,3557,529,4086,999,0,21,999,99,1
5690,23071,2,3,2,1,9,04,1,9,6,9,9,6,9,6,6,6,1,0,1,0,9,02,01,20,19,0,9,9,2,1,0,3,0,9,9,1,9,9,9,9,1,02,1,99999,99999,99999,1912,130,2042,999,5,21,999,99,1
5691,8783,2,4,5,9,9,05,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,00,99,2,2,0,9,9,1,1,0,2,9,9,9,9,9,9,9,9,9,01,1,99999,99999,99999,480,0,480,1,1,41,150,5,1
5692,9812,3,6,5,9,9,03,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,00,99,4,0,0,9,9,1,1,0,2,9,9,9,9,9,9,9,9,9,01,1,99999,99999,99999,507,0,507,2,1,41,128,9,1
