HHID,NWEIGHT,REGIONC,DIVISION,TYPEHUQ,STORIES,DIRACC,YEARMADE,HOTH2O,HEATWATR,HINATTIC,ROOFPCT,ATTIC3YR,WALLINS,WALLS3YR,DUCTS,PIPEINS,WATERINS,STRIP,CAULKADD,BASEMENT,BASEINS,FLOOREXT,DOORS,STORMSO,INDOWS,PANESINS,CHANGES,SAMEFEET,SAMEHEAT,BEDROOMS,NCOMBATH,NHAFBATH,OTHROOMS,CARHOME,GARHEAT,GARHETON,HOMEBASE,CELLAR,AREASHUT,AREAOPEN,CONCRETE,BASEHEAT,INSIDE,LINEARFL,PREHEAT,PREUN,PREHOME,HEATED,UNHEATED,HOMEAREA,SCALE,SOURCE,TYPEHOME,UNITS,FLOORS,OCCUP
1026,30696,4,9,5,9,9,05,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,00,99,2,0,0,9,9,2,2,0,2,9,9,9,9,9,9,9,9,9,01,1,99999,99999,99999,969,0,969,16,1,41,12,2,1
1027,17920,2,3,2,2,9,01,1,9,0,9,9,1,0,1,1,1,1,1,1,0,9,02,02,11,11,0,9,9,2,0,1,7,0,9,9,5,1,1,0,0,2,02,3,99999,99999,99999,1256,899,2155,999,0,21,999,99,1
1028,16533,3,7,2,1,9,05,1,9,1,4,6,2,0,0,0,0,0,1,1,6,9,02,02,8,6,0,9,9,2,1,0,2,0,9,9,2,9,9,9,9,0,02,1,99999,99999,99999,816,0,816,999,0,21,999,99,1
1029,18175,4,9,5,9,9,01,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,02,02,4,4,0,9,9,2,1,0,2,9,9,9,9,9,9,9,9,9,01,1,99999,99999,99999,1035,0,1035,18,1,41,12,2,1
1030,19460,4,9,3,3,1,05,1,9,1,6,6,1,0,6,6,0,1,1,0,9,9,03,00,4,0,0,9,9,2,2,1,4,0,9,9,4,9,9,9,9,9,01,3,99999,99999,99999,1657,0,1657,15,1,21,999,99,1
1031,15319,2,4,2,2,9,04,1,9,1,4,0,1,0,0,0,0,0,0,1,6,9,02,02,12,12,0,9,9,4,2,0,4,0,9,9,1,9,9,9,9,1,01,2,99999,99999,99999,2863,0,2863,85,1,21,999,99,1
1032,11490,1,1,2,2,9,01,1,9,1,4,0,1,1,0,1,1,1,1,1,0,9,02,02,19,17,0,9,9,3,1,1,3,0,9,9,1,9,9,9,9,1,02,3,99999,99999,99999,2553,0,2553,999,0,21,999,99,1
1033,12657,3,6,2,1,9,04,1,9,6,9,9,2,0,0,0,0,0,0,1,0,9,02,01,10,0,0,9,9,3,1,0,3,0,9,9,3,9,9,9,9,0,02,1,99999,99999,99999,1054,0,1054,999,0,21,999,99,1
1034,17194,3,7,2,1,9,02,1,9,1,4,0,0,9,0,0,0,0,1,1,0,9,02,01,9,0,0,9,9,2,1,0,2,0,9,9,2,9,9,9,9,0,02,1,99999,99999,99999,837,0,837,999,0,21,999,99,1
1035,22641,2,3,5,9,9,04,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,01,01,6,6,0,9,9,2,1,1,2,9,9,9,9,9,9,9,9,9,01,2,99999,99999,99999,896,0,896,18,1,41,6,2,1
1036,15710,4,9,2,1,9,05,1,9,1,4,0,1,0,1,1,1,1,1,0,9,9,02,02,5,0,1,1,3,3,2,0,4,1,0,9,4,9,9,9,9,9,98,1,99999,99999,99999,1470,580,2050,999,2,21,999,99,1
1037,13358,1,2,2,2,9,01,1,9,1,4,1,2,2,0,1,1,1,1,1,0,9,03,03,22,22,0,9,9,3,1,1,4,0,9,9,1,9,9,9,9,0,03,3,99999,99999,99999,2434,1248,3682,999,2,21,999,99,1
1038,17920,2,3,2,2,9,01,1,9,1,2,1,1,1,0,0,0,1,1,1,1,2,03,03,19,19,0,9,9,3,1,1,4,0,9,9,1,9,9,9,9,1,02,3,99999,99999,99999,3234,216,3450,999,0,21,999,99,1
1039,19695,3,5,5,9,9,02,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,01,01,9,9,0,9,9,2,1,0,2,9,9,9,9,9,9,9,9,9,01,1,99999,99999,99999,405,0,405,1,1,41,15,2,1
1040,10966,3,6,5,9,9,05,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,01,00,3,2,0,9,9,1,1,0,2,9,9,9,9,9,9,9,9,9,01,1,99999,99999,99999,480,0,480,1,1,41,12,2,1
1041,15485,2,3,2,1,9,03,1,9,1,4,0,1,0,0,0,0,1,1,1,6,9,03,03,16,16,0,9,9,3,1,1,3,0,9,9,5,0,1,0,1,0,02,1,99999,99999,99999,1952,0,1952,999,0,21,999,99,1
1042,18744,2,3,3,1,9,05,1,9,1,4,0,1,0,0,0,0,1,0,1,0,9,04,03,16,16,0,9,9,3,2,1,4,1,0,9,1,9,9,9,9,0,00,0,99999,99999,99999,1896,2382,4278,999,4,22,999,99,1
1043,14168,4,9,2,1,1,04,1,9,1,4,0,2,0,0,0,1,1,1,1,0,9,04,00,14,10,0,9,9,5,4,1,6,1,0,9,2,9,9,9,9,0,01,2,99999,99999,99999,3589,447,4036,117,1,21,999,99,1
1044,22477,2,3,2,4,9,07,1,9,6,9,9,1,0,0,6,0,1,6,1,6,9,02,00,23,23,0,9,9,4,3,0,5,1,0,9,1,9,9,9,9,1,02,4,99999,99999,99999,3200,810,4010,999,0,21,999,99,1
1045,15710,4,9,3,1,9,04,1,9,1,4,0,1,0,1,0,0,1,1,0,9,9,04,00,2,0,0,9,9,2,2,0,4,0,9,9,4,9,9,9,9,9,02,1,99999,99999,99999,2860,0,2860,999,0,22,999,99,1
1046,21579,3,7,2,2,9,05,1,9,1,4,0,1,0,1,1,0,0,0,0,9,9,02,00,13,0,0,9,9,4,3,1,5,0,9,9,4,9,9,9,9,9,05,2,99999,99999,99999,4950,1650,6600,999,2,21,999,99,1
1047,15821,2,3,4,9,9,02,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,02,01,11,11,0,9,9,2,1,0,2,9,9,9,9,9,9,9,9,9,02,1,99999,99999,99999,720,0,720,999,0,31,999,99,1
1048,38142,3,5,2,8,9,06,1,9,1,4,0,1,0,1,1,1,1,1,1,1,4,03,00,19,19,0,9,9,3,3,1,6,0,9,9,5,1,1,0,0,0,02,2,99999,99999,99999,2628,1140,3768,999,0,21,999,99,1
1049,20024,4,9,5,9,9,04,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,02,00,3,0,0,9,9,1,1,0,2,9,9,9,9,9,9,9,9,9,01,1,99999,99999,99999,597,0,597,4,1,41,15,2,1
1050,17141,3,6,2,1,9,04,1,9,1,8,0,0,9,0,1,0,1,1,1,0,9,02,00,9,9,0,9,9,3,1,0,1,0,9,9,2,9,9,9,9,0,02,1,99999,99999,99999,1056,0,1056,999,0,21,999,99,1
1051,18424,2,3,4,9,9,01,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,01,01,10,10,0,9,9,1,1,0,2,9,9,9,9,9,9,9,9,9,01,1,99999,99999,99999,556,104,660,6,1,31,999,99,1
1052,40430,3,6,2,4,9,05,1,9,1,4,0,6,9,0,6,0,1,6,1,0,9,03,01,10,10,0,9,9,3,1,0,1,1,1,4,1,9,9,9,9,1,03,2,99999,99999,99999,1960,0,1960,999,2,21,999,99,1
1053,9792,4,8,1,9,9,05,1,9,1,4,0,1,0,0,1,1,1,1,1,0,9,03,02,10,8,1,1,1,3,1,1,2,0,9,9,2,9,9,9,9,0,02,1,99999,99999,99999,1272,0,1272,999,0,11,999,99,1
1054,9679,4,8,5,9,0,06,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,01,00,8,0,0,9,9,4,0,5,2,9,9,9,9,9,9,9,9,9,02,1,99999,99999,99999,1489,0,1489,999,0,41,24,3,1
1055,16537,2,3,2,2,9,01,1,9,1,4,0,1,0,1,0,0,1,1,1,0,9,03,01,19,19,0,9,9,3,1,1,3,0,9,9,1,9,9,9,9,0,03,3,99999,99999,99999,1684,624,2308,999,3,21,999,99,1
1056,25899,2,3,2,2,9,01,1,9,1,4,1,1,1,0,0,1,1,1,1,0,9,02,02,13,13,0,9,9,2,1,0,2,0,9,9,1,9,9,9,9,1,02,3,99999,99999,99999,1024,464,1488,999,0,21,999,99,1
1057,7862,1,1,2,1,9,05,1,9,1,4,0,0,9,0,0,1,1,0,1,0,9,04,03,9,7,0,9,9,3,2,0,5,0,9,9,1,9,9,9,9,1,02,2,99999,99999,99999,1144,550,1694,999,0,21,999,99,1
1058,7625,2,4,2,2,9,05,1,9,1,4,0,1,0,0,0,0,1,1,1,0,9,03,02,18,15,0,9,9,4,2,2,4,1,0,9,1,9,9,9,9,2,02,2,99999,99999,99999,1134,1278,2412,999,0,21,999,99,1
1059,13082,3,6,2,1,9,05,1,9,1,4,0,6,9,1,0,1,1,1,1,0,9,02,02,9,9,0,9,9,3,1,1,3,1,0,9,2,9,9,9,9,0,02,1,99999,99999,99999,1550,325,1875,999,0,21,999,99,1
1060,20221,4,8,4,9,9,05,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,02,00,3,0,0,9,9,2,1,0,1,9,9,9,9,9,9,9,9,9,01,1,99999,99999,99999,847,0,847,12,1,31,999,99,1
1061,39503,3,7,2,1,9,03,1,9,1,4,0,1,0,0,0,0,0,0,1,0,9,01,01,7,0,0,9,9,2,1,0,2,0,9,9,3,9,9,9,9,0,02,1,99999,99999,99999,594,228,822,999,0,21,999,99,1
1062,22470,3,5,3,2,9,08,1,9,1,6,6,6,9,6,6,6,6,6,1,6,9,02,01,7,7,0,9,9,3,1,1,4,0,9,9,1,9,9,9,9,1,01,3,99999,99999,99999,1620,0,1620,15,1,22,999,99,1
1063,18890,4,9,5,9,0,05,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,02,00,4,0,0,9,9,3,2,0,2,9,9,9,9,9,9,9,9,9,01,1,99999,99999,99999,1165,0,1165,22,1,41,12,2,1
1064,20799,1,2,2,2,9,01,1,9,0,9,9,0,9,0,0,0,0,0,1,0,9,03,02,16,3,0,9,9,4,1,0,3,0,9,9,1,9,9,9,9,1,05,3,99999,99999,99999,1680,840,2520,999,2,21,999,99,1
1065,15858,4,9,2,1,9,03,1,9,0,9,9,0,9,0,0,0,0,0,0,9,9,02,01,9,0,0,9,9,1,1,0,1,1,0,9,4,9,9,9,9,9,02,1,99999,99999,99999,280,480,760,999,0,21,999,99,1
1066,17549,2,3,2,2,9,01,1,9,1,4,1,2,1,0,1,6,1,1,1,0,9,03,02,15,15,0,9,9,4,1,1,3,0,9,9,1,9,9,9,9,1,02,3,99999,99999,99999,3694,250,3944,999,0,21,999,99,1
1067,14564,1,2,2,2,9,04,1,9,1,4,0,6,9,0,0,0,1,1,1,1,4,03,02,29,21,0,9,9,2,1,1,2,0,9,9,1,9,9,9,9,1,02,3,99999,99999,99999,3045,0,3045,999,0,21,999,99,1
1068,13358,1,2,2,2,9,01,1,9,1,4,0,2,0,1,1,0,1,1,1,0,9,03,02,17,11,0,9,9,3,1,1,4,0,9,9,1,9,9,9,9,0,03,3,99999,99999,99999,1296,552,1848,999,2,21,999,99,1
1069,29284,1,2,1,9,9,05,1,9,0,9,9,2,0,0,1,1,1,0,1,1,4,02,01,13,0,0,9,9,3,2,0,2,0,9,9,2,9,9,9,9,0,02,1,99999,99999,99999,1176,0,1176,999,0,11,999,99,1
1070,14692,3,6,2,1,9,04,1,9,1,4,0,1,0,0,0,1,1,1,1,0,9,02,01,13,13,0,9,9,3,1,0,2,0,9,9,3,9,9,9,9,0,98,1,99999,99999,99999,828,56,884,999,2,21,999,99,1
1071,9001,1,1,2,2,9,01,1,9,1,4,0,1,0,0,0,0,1,1,1,0,9,03,03,27,27,0,9,9,3,1,1,4,0,9,9,1,9,9,9,9,1,02,3,99999,99999,99999,4181,0,4181,999,0,21,999,99,1
1072,15485,2,3,2,2,9,01,1,9,1,3,0,1,0,0,0,1,1,1,1,0,9,03,03,23,23,0,9,9,6,2,1,3,0,9,9,1,9,9,9,9,1,95,1,99999,99999,99999,1686,1708,3394,999,7,21,999,99,1
1073,40979,4,9,2,1,9,05,1,9,1,4,0,1,0,1,6,0,0,1,0,9,9,05,00,13,0,0,9,9,4,2,1,4,1,0,9,4,9,9,9,9,9,02,1,99999,99999,99999,1962,1615,3577,999,0,21,999,99,1
1074,21252,4,9,2,3,9,01,1,9,0,9,9,0,9,1,1,1,0,0,1,0,9,03,03,22,22,0,9,9,2,1,0,3,0,9,9,1,9,9,9,9,1,01,3,99999,99999,99999,2887,0,2887,89,3,21,999,99,1
1075,26831,4,9,5,9,9,03,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,01,00,3,0,0,9,9,0,1,0,1,9,9,9,9,9,9,9,9,9,01,1,99999,99999,99999,168,0,168,1,1,41,31,2,1
1076,20332,2,4,2,1,9,03,1,9,1,4,0,1,0,0,0,0,1,1,1,6,9,03,03,30,30,0,9,9,3,1,0,2,0,9,9,1,9,9,9,9,1,02,2,99999,99999,99999,2160,48,2208,999,0,21,999,99,1
1077,22470,3,5,2,2,9,04,1,9,1,4,0,1,0,1,0,0,1,1,0,9,9,03,00,11,11,1,1,3,5,1,2,4,1,0,9,4,9,9,9,9,9,02,2,99999,99999,99999,2580,252,2832,999,0,21,999,99,1
1078,12956,3,6,4,9,9,02,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,02,00,6,0,0,9,9,2,1,0,2,9,9,9,9,9,9,9,9,9,02,1,99999,99999,99999,612,0,612,999,0,31,999,99,1
1079,8617,1,1,5,9,9,04,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,01,00,7,6,0,9,9,2,1,0,1,9,9,9,9,9,9,9,9,9,01,1,99999,99999,99999,773,0,773,10,1,41,75,3,1
1080,22470,3,5,3,2,9,08,1,9,1,6,1,6,9,6,6,6,1,1,1,1,6,02,02,6,6,0,9,9,3,2,0,6,0,9,9,1,9,9,9,9,1,01,3,99999,99999,99999,1559,0,1559,13,1,22,999,99,1
1081,15710,4,9,2,2,9,01,1,9,0,9,9,6,9,0,0,0,1,0,1,0,9,03,02,19,0,0,9,9,3,1,0,3,0,9,9,1,9,9,9,9,2,02,3,99999,99999,99999,1490,240,1730,999,0,21,999,99,1
1082,16751,1,2,3,3,9,01,1,9,1,4,1,0,9,0,0,0,1,1,1,0,9,02,01,8,8,0,9,9,4,1,0,3,0,9,9,1,9,9,9,9,1,01,4,99999,99999,99999,1835,0,1835,24,1,22,999,99,1
1083,25755,2,4,3,2,9,09,1,9,8,9,9,8,9,1,0,0,1,1,0,9,9,02,01,2,2,0,9,9,2,1,1,2,0,9,9,4,9,9,9,9,9,02,2,99999,99999,99999,1214,0,1214,999,0,22,999,99,1
1084,34134,2,3,2,2,9,01,1,9,1,4,0,1,0,0,0,0,1,1,1,0,9,02,02,32,32,0,9,9,4,1,1,4,0,9,9,1,9,9,9,9,1,02,3,99999,99999,99999,3240,0,3240,999,0,21,999,99,1
1085,22173,3,7,5,9,0,06,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,02,01,2,0,0,9,9,1,1,0,2,9,9,9,9,9,9,9,9,9,01,1,99999,99999,99999,590,0,590,4,1,41,16,2,1
1086,22749,3,7,2,2,9,07,1,9,1,4,0,2,0,1,1,0,1,1,0,9,9,03,02,12,0,0,9,9,5,3,1,5,1,0,9,4,9,9,9,9,9,02,2,99999,99999,99999,3900,500,4400,999,0,21,999,99,1
1087,18175,4,9,5,9,9,01,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,02,02,4,4,0,9,9,2,1,0,2,9,9,9,9,9,9,9,9,9,01,1,99999,99999,99999,976,0,976,16,1,41,12,2,1
1088,25025,1,2,5,9,9,01,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,01,00,7,7,0,9,9,2,1,0,2,9,9,9,9,9,9,9,9,9,05,1,99999,99999,99999,520,0,520,999,2,41,31,4,1
1089,9679,4,8,2,1,9,03,1,9,1,4,0,1,0,0,0,0,1,1,1,0,9,04,02,16,0,0,9,9,3,2,0,6,0,9,9,1,9,9,9,9,1,02,2,99999,99999,99999,2160,0,2160,999,0,21,999,99,1
1090,26954,3,5,2,1,9,02,1,9,1,4,0,1,1,0,0,0,1,1,1,0,9,03,03,21,21,0,9,9,3,1,0,3,0,9,9,5,1,1,1,0,2,95,1,99999,99999,99999,2444,43,2487,999,4,21,999,99,1
1091,40963,3,5,2,1,9,03,1,9,1,4,0,0,9,1,0,0,1,1,1,0,9,03,03,15,15,0,9,9,2,1,0,4,1,0,9,2,9,9,9,9,0,02,1,99999,99999,99999,1020,400,1420,999,0,21,999,99,1
1092,15336,4,9,2,8,9,03,1,9,8,9,9,6,9,0,0,0,0,0,0,9,9,01,00,8,0,0,9,9,1,1,0,2,0,9,9,4,9,9,9,9,9,01,1,99999,99999,99999,530,0,530,2,1,21,999,99,1
1093,19460,4,9,2,1,9,05,1,9,1,4,0,1,0,0,1,0,0,0,1,6,9,03,00,6,0,0,9,9,4,2,0,5,1,0,9,5,1,1,0,0,2,02,2,99999,99999,99999,2158,247,2405,999,0,21,999,99,1
1094,36107,3,5,4,9,9,03,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,00,99,8,0,0,9,9,1,1,0,2,9,9,9,9,9,9,9,9,9,01,1,99999,99999,99999,0,507,507,2,1,31,999,99,1
1095,18302,1,2,2,1,9,05,1,9,1,4,0,1,1,0,1,0,1,1,1,1,4,02,01,10,10,0,9,9,3,1,0,4,1,0,9,1,9,9,9,9,0,02,2,99999,99999,99999,1848,2013,3861,999,0,21,999,99,1
1096,12807,3,6,2,1,9,03,1,9,1,4,0,0,9,0,0,0,1,1,1,0,9,03,03,14,14,0,9,9,3,1,0,2,0,9,9,2,9,9,9,9,0,02,1,99999,99999,99999,1458,0,1458,999,0,21,999,99,1
1097,20860,3,5,2,1,9,07,1,9,1,4,0,1,0,1,1,0,1,1,0,9,9,02,02,7,7,0,9,9,2,1,1,2,0,9,9,4,9,9,9,9,9,02,1,99999,99999,99999,1196,0,1196,999,0,21,999,99,1
1098,16533,3,7,2,1,9,01,1,9,0,9,9,0,9,0,1,0,0,1,1,0,9,03,03,16,0,0,9,9,4,2,0,2,0,9,9,2,9,9,9,9,0,00,0,99999,99999,99999,1912,0,1912,999,4,21,999,99,1
1099,15398,1,2,4,9,9,02,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,00,99,11,11,0,9,9,3,1,0,2,9,9,9,9,9,9,9,9,9,01,2,99999,99999,99999,2401,2402,4803,144,1,31,999,99,1
1100,8726,1,1,4,9,9,01,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,02,00,8,8,0,9,9,1,1,0,3,9,9,9,9,9,9,9,9,9,01,2,99999,99999,99999,896,102,998,18,1,31,999,99,1
1101,13183,3,6,2,1,9,04,1,9,1,4,0,1,0,0,0,0,0,0,1,1,4,03,03,9,9,0,9,9,3,1,1,5,0,9,9,1,9,9,9,9,1,02,2,99999,99999,99999,2640,0,2640,999,0,21,999,99,1
1102,19797,3,7,5,9,1,02,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,01,01,6,0,0,9,9,2,1,1,2,9,9,9,9,9,9,9,9,9,21,0,99999,99999,975,975,0,975,999,3,41,72,2,1
1103,19217,3,7,2,2,9,04,1,9,1,4,1,1,1,1,1,0,0,1,0,9,9,05,04,30,30,1,1,1,5,3,1,5,1,0,9,4,9,9,9,9,9,04,2,99999,99999,99999,5065,825,5890,999,2,21,999,99,1
1104,26831,4,9,5,9,9,03,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,01,00,3,0,0,9,9,0,1,0,2,9,9,9,9,9,9,9,9,9,01,1,99999,99999,99999,400,0,400,1,1,41,31,2,1
1105,22749,3,7,2,1,9,03,1,9,0,9,9,0,9,0,0,0,0,0,1,0,9,04,00,10,0,0,9,9,3,1,0,3,0,9,9,3,9,9,9,9,0,02,1,99999,99999,99999,980,0,980,999,0,21,999,99,1
1106,11490,1,1,2,2,9,05,1,9,6,9,9,1,6,0,0,0,0,0,1,1,2,04,00,13,13,0,9,9,3,2,0,4,1,0,9,1,9,9,9,9,2,03,3,99999,99999,99999,2632,1352,3984,999,6,21,999,99,1
1107,24999,2,3,5,9,9,04,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,01,01,2,2,0,9,9,1,1,0,2,9,9,9,9,9,9,9,9,9,01,1,99999,99999,99999,595,0,595,4,1,41,140,14,1
1108,27122,3,6,2,2,9,09,1,9,1,4,0,1,0,0,0,0,1,1,1,0,9,03,02,25,25,0,9,9,4,2,1,4,1,0,9,5,1,0,0,1,1,02,3,99999,99999,99999,4258,528,4786,999,0,21,999,99,1
1109,7862,1,1,3,1,9,06,1,9,1,8,1,1,1,0,1,6,0,1,1,0,9,03,03,12,9,0,9,9,3,1,1,3,0,9,9,1,9,9,9,9,1,02,2,99999,99999,99999,1920,0,1920,999,0,22,999,99,1
