DOEID,NWEIGHT,MQRESULT,REGIONC,DIVISION,LRGSTATE,CDD65,HDD65,TYPEHUQ,URBRUR,ZURBRUR,STORIES,ZSTORIES,CELLAR,ZCELLAR,CRAWL,ZCRAWL,CONCRETE,ZCONCRET,BASEHEAT,ZBASEHEA,NUMFLRS,PRIORUSE,ORIGTYP,COMMUSE,COMMAMT,MHWIDTH,NCOMBATH,ZNCOMBAT,NHAFBATH,BEDROOMS,OTHROOMS,ZOTHROOM,TOTROOMS,ZTOTROOM,PRKGPLCE,GARAGE1C,GARAGE2C,GARAGE3C,CARPORT,SQFTEST,HOWSURE,KOWNRENT,HUPROJ,ZHUPROJ,KCOPCOND,ZKCOPCON,YEARMADE,ZYEARMAD,OCCUPY,OCCUPYY,OCCUPYM,FLOORS,UNITS,SQFTREG
1016, 12022,9,4,9,0, 383, 6216,2,2,0,1,0,0,0,0,0,1,0,9,0,99,9,99,9,9,9, 2,0, 0, 2, 2,0, 4,0,1,1,0,0,0, 2,4,2,0,0,0,0, 3,0,1,1, 9,99,999,1079
1017, 13999,9,1,2,0, 356, 6520,2,4,0,1,0,1,0,0,0,0,0,2,0,99,9,99,9,9,9, 2,0, 2, 4, 3,0, 7,0,1,0,1,0,0, 5,1,1,9,0,0,0, 5,0,0,9,99,99,999,2819
1018, 19833,9,2,3,0, 604, 6700,2,1,0,1,0,1,0,0,0,0,0,1,0,99,9,99,9,9,9, 1,0, 0, 2, 2,0, 4,0,1,1,0,0,0, 2,2,2,0,0,1,0, 3,0,1,2, 8,99,999,1555
1019, 12114,9,4,8,0, 164, 7544,2,2,0,1,0,1,0,0,0,0,0,0,0,99,9,99,9,9,9, 1,0, 0, 3, 2,0, 5,0,0,0,0,0,0, 2,2,2,0,0,0,0, 1,0,1,2, 1,99,999, 905
1020, 16773,9,1,2,0, 363, 6494,2,2,0,1,0,1,0,0,0,0,0,0,0,99,9,99,9,9,9, 1,0, 0, 3, 3,0, 6,0,1,0,1,0,0,96,4,2,0,0,1,0, 2,0,1,2, 9,99,999,1177
1021,  7836,9,3,6,0,1635, 3016,3,1,0,1,0,0,0,0,0,1,0,9,0,99,9,99,9,9,9, 1,0, 0, 3, 2,0, 5,0,0,0,0,0,0, 1,2,2,0,0,0,0, 2,0,1,3, 4,99,999, 854
1022, 15142,9,4,8,0,2206, 2101,2,4,0,1,0,0,0,0,0,1,0,9,0,99,9,99,9,9,9, 2,0, 0, 2, 5,0, 7,0,1,0,0,1,0, 5,2,1,9,0,0,0,13,0,0,9,99,99,999,1985
1023,  6669,9,3,6,0,1745, 2659,2,4,0,1,0,0,0,0,0,1,0,9,0,99,9,99,9,9,9, 2,0, 1, 3, 4,0, 7,0,1,1,0,0,0, 6,2,1,9,0,0,0, 7,0,0,9,99,99,999,1744
1024, 19833,9,2,3,0, 949, 6202,2,2,0,2,0,1,0,0,0,0,0,1,0,99,9,99,9,9,9, 1,0, 0, 5, 5,0,10,0,1,1,0,0,0, 4,2,2,0,0,0,0, 1,0,1,3, 2,99,999,3234
1025, 16773,9,1,2,0, 603, 6050,3,1,0,2,0,1,0,0,0,0,0,1,0,99,9,99,9,9,9, 1,0, 0, 3, 2,0, 5,0,0,0,0,0,0, 2,2,1,9,0,1,0, 3,0,0,9,99,99,999,1597
1026, 16482,9,4,9,2, 560, 1213,2,2,0,2,0,0,0,0,0,1,0,9,0,99,9,99,9,9,9, 2,0, 1, 4, 3,0, 7,0,1,0,0,1,0, 6,1,1,9,0,0,0,13,0,0,9,99,99,999,2844
1027, 16548,9,1,2,1, 396, 7115,2,3,0,5,0,1,0,0,0,0,0,1,0,99,9,99,9,9,9, 1,0, 1, 3, 2,0, 5,0,1,1,0,0,0, 3,1,1,9,0,0,0, 4,0,0,9,99,99,999,2282
1028, 11411,9,3,5,4,4387,  133,5,1,0,9,0,9,0,9,0,9,0,9,0,12,1,99,0,9,9, 1,0, 0, 1, 2,0, 3,0,9,0,0,0,0, 2,4,1,9,0,0,0, 5,0,0,9,99,12,204, 632
1029, 16659,9,2,3,0, 505, 7967,2,4,0,2,0,1,0,0,0,0,0,1,0,99,9,99,9,9,9, 3,0, 0, 4, 5,0, 9,0,1,0,1,0,0, 7,1,1,9,0,0,0, 6,0,0,9,99,99,999,5240
1030,  9874,9,3,6,0,1402, 4291,2,4,0,2,0,1,0,0,0,0,0,1,0,99,9,99,9,9,9, 2,0, 1, 3, 3,0, 6,0,1,0,1,0,0, 5,1,1,9,0,1,0,10,0,0,9,99,99,999,3141
1031, 25427,9,2,4,0, 503, 7461,2,1,0,2,0,1,0,0,0,0,0,1,0,99,9,99,9,9,9, 1,0, 1, 3, 3,0, 6,0,1,1,0,0,0, 5,2,1,9,0,0,0, 5,0,0,9,99,99,999,2439
1032,  8912,9,4,8,0, 762, 5054,2,4,0,1,0,0,0,1,0,0,0,9,0,99,9,99,9,9,9, 1,0, 1, 2, 2,0, 4,0,1,0,1,0,0, 4,1,1,9,0,0,0, 4,0,0,9,99,99,999,1211
1033, 10434,9,1,1,0, 671, 6011,2,3,0,1,0,1,0,0,0,0,0,0,0,99,9,99,9,9,9, 1,0, 0, 3, 2,0, 5,0,1,1,0,0,0, 3,3,1,9,0,0,0, 3,0,0,9,99,99,999,1128
1034, 17237,9,1,2,0,1072, 4712,3,1,0,2,0,1,0,0,0,0,0,1,0,99,9,99,9,9,9, 1,0, 1, 3, 4,0, 7,0,0,0,0,0,0, 3,1,1,9,0,0,0, 2,0,1,3, 4,99,999,1979
1035, 14103,9,3,7,3,3240, 1241,5,1,0,9,0,9,0,9,0,9,0,9,0, 2,1,99,0,9,9, 1,0, 0, 1, 2,0, 3,0,9,0,0,0,0, 2,3,2,0,0,1,0, 4,0,1,3, 1, 2, 18, 644
1036,  8400,9,1,1,0, 355, 6913,4,2,0,9,0,9,0,9,0,9,0,9,0, 1,1,99,0,9,9, 1,0, 0, 1, 1,0, 2,0,9,0,0,0,0, 3,4,2,0,0,0,0, 8,0,0,9,99,99,999, 721
1037, 26445,9,2,3,0, 862, 6326,2,1,0,3,0,1,0,0,0,0,0,1,0,99,9,99,9,9,9, 3,0, 2, 5, 7,0,12,0,1,0,0,0,1, 7,1,1,9,0,0,0, 1,0,0,9,99,99,999,5264
1038, 31964,9,4,9,0, 287, 3978,2,1,0,1,0,0,0,0,0,1,0,9,0,99,9,99,9,9,9, 2,0, 0, 3, 2,0, 5,0,1,0,0,0,1, 4,1,1,9,0,0,0, 7,0,0,9,99,99,999,1196
1039,  9836,9,1,1,0, 261, 8534,5,2,0,9,0,9,0,9,0,9,0,9,0, 1,1,99,0,9,9, 1,0, 0, 1, 2,0, 3,0,9,0,0,0,0, 1,2,2,1,0,0,0, 5,0,1,1,12, 1, 10, 621
1040, 17593,9,3,5,4,2522,  994,2,1,0,1,0,0,0,0,0,1,0,9,0,99,9,99,9,9,9, 2,0, 0, 4, 3,0, 7,0,1,0,1,0,0, 3,1,1,9,0,0,0, 8,0,0,9,99,99,999,2019
1041, 10826,9,3,6,0,2767, 1438,2,1,0,1,0,0,0,0,0,1,0,9,0,99,9,99,9,9,9, 3,0, 0, 3, 6,0, 9,0,0,0,0,0,0, 7,1,1,9,0,0,0, 3,0,0,9,99,99,999,2681
1042,  9130,9,3,7,3,2770, 1848,2,2,0,1,0,0,0,1,0,0,0,9,0,99,9,99,9,9,9, 1,0, 0, 3, 2,0, 5,0,0,0,0,0,0, 2,4,2,0,0,0,0, 9,1,0,9,99,99,999,1184
1043, 13789,9,2,4,0, 670, 7659,5,1,0,9,0,9,0,9,0,9,0,9,0, 6,1,99,0,9,9, 1,0, 0, 1, 3,0, 4,0,9,0,0,0,0, 1,2,2,1,0,0,0, 1,0,1,2,12, 3, 10, 885
1044, 22566,9,3,7,3,2189, 2924,2,4,0,1,0,0,0,0,0,1,0,9,0,99,9,99,9,9,9, 2,0, 0, 3, 3,0, 6,0,1,0,1,0,0, 5,1,1,9,0,0,0, 8,0,0,9,99,99,999,1689
1045, 13251,9,4,9,0, 436, 6049,3,2,0,1,0,0,0,1,0,0,0,9,0,99,9,99,9,9,9, 1,0, 0, 2, 3,0, 5,0,1,0,0,0,1, 1,3,2,0,0,0,0, 4,0,1,2,10,99,999,1020
1046, 23165,9,2,3,0, 477, 6862,2,1,0,1,0,1,0,0,0,0,0,2,0,99,9,99,9,9,9, 1,0, 0, 2, 4,0, 6,0,1,1,0,0,0, 3,1,1,9,0,0,0, 1,0,1,3, 2,99,999,1766
1047, 22072,9,4,9,2, 624, 1979,2,1,0,1,0,0,0,1,0,0,0,9,0,99,9,99,9,9,9, 2,0, 0, 3, 3,0, 6,0,1,0,1,0,0, 3,2,1,9,0,0,0, 3,0,0,9,99,99,999,1564
1048, 17657,9,4,9,2, 704, 1772,2,1,0,1,0,0,0,1,0,0,0,9,0,99,9,99,9,9,9, 2,0, 0, 4, 2,0, 6,0,1,0,1,0,0, 4,1,1,9,0,1,0, 5,0,0,9,99,99,999,1593
1049, 16288,9,3,7,0,2756, 1820,2,2,0,1,0,0,0,0,0,1,0,9,0,99,9,99,9,9,9, 1,0, 0, 3, 2,0, 5,0,0,0,0,0,0, 4,2,1,9,0,0,0, 5,0,0,9,99,99,999,1433
1050, 20342,9,2,4,0, 506, 8442,2,2,0,2,0,0,0,0,0,1,0,9,0,99,9,99,9,9,9, 1,0, 0, 3, 2,0, 5,0,1,0,1,0,0, 3,3,1,9,0,0,0, 1,0,0,9,99,99,999,1455
1051, 18325,9,2,3,0, 607, 6619,2,4,0,2,0,1,0,0,0,0,0,1,0,99,9,99,9,9,9, 1,0, 0, 2, 5,0, 7,0,1,0,1,0,0, 3,1,1,9,0,0,0, 1,0,0,9,99,99,999,2555
1052,  5878,9,3,6,0,1671, 3130,4,1,0,9,0,9,0,9,0,9,0,9,0, 1,2, 2,0,9,9, 1,0, 0, 1, 2,0, 3,0,9,0,0,0,0, 1,2,2,0,0,0,0, 3,0,1,3, 3,99,999, 688
1053, 11291,9,2,3,0, 501, 7501,5,1,0,9,0,9,0,9,0,9,0,9,0,10,1,99,0,9,9, 1,0, 0, 1, 2,0, 3,0,9,0,0,0,0, 1,1,2,1,0,0,0, 5,0,0,9,99,10,153, 695
1054, 12952,9,2,3,0, 923, 6077,2,2,0,2,0,1,0,0,0,0,0,1,0,99,9,99,9,9,9, 1,0, 0, 3, 4,0, 7,0,1,1,0,0,0, 4,2,1,9,0,0,0, 2,0,1,2, 7,99,999,2289
1055,  6781,9,2,4,0, 512, 7437,2,2,0,2,0,1,0,0,0,0,0,1,0,99,9,99,9,9,9, 1,0, 0, 3, 3,0, 6,0,1,1,0,0,0, 3,2,1,9,0,0,0, 1,0,0,9,99,99,999,2137
1056, 26445,9,2,3,0, 473, 7386,2,1,0,2,0,1,0,0,0,0,0,1,0,99,9,99,9,9,9, 1,0, 1, 4, 4,0, 8,0,1,0,1,0,0, 4,3,1,9,0,0,0, 1,0,0,9,99,99,999,3159
1057, 18040,9,4,9,0, 461, 3958,5,1,0,9,0,9,0,9,0,9,0,9,0,98,1,99,0,9,9, 1,0, 0, 2, 4,0, 6,0,9,0,0,0,0, 2,1,1,9,0,1,0, 5,0,0,9,99, 1, 10,1187
1058, 17791,9,3,6,0, 801, 5080,2,2,0,1,0,1,0,0,0,0,0,1,0,99,9,99,9,9,9, 1,0, 1, 3, 4,0, 7,0,0,0,0,0,0, 2,3,1,9,0,0,0, 5,0,0,9,99,99,999,2163
1059, 21276,9,3,5,0, 901, 4425,2,2,0,3,0,1,0,0,0,0,0,1,0,99,9,99,9,9,9, 2,0, 0, 3, 5,0, 8,0,0,0,0,0,0, 3,1,1,9,0,0,0, 2,0,0,9,99,99,999,2637
1060, 10516,9,3,6,0,1129, 4315,2,4,0,2,0,1,0,0,0,0,0,2,0,99,9,99,9,9,9, 1,0, 0, 3, 3,0, 6,0,1,0,0,0,1, 3,2,1,9,0,0,0, 4,0,0,9,99,99,999,1750
1061, 43862,9,3,7,0,1625, 3919,5,3,0,9,0,9,0,9,0,9,0,9,0, 2,1,99,0,9,9, 2,0, 0, 2, 2,0, 4,0,9,0,0,0,0, 3,1,2,0,0,1,0, 7,0,1,1,10, 2,  8,1152
1062,  6961,9,4,9,2, 267, 6277,2,1,0,1,0,0,0,1,0,0,0,9,0,99,9,99,9,9,9, 2,0, 0, 3, 2,0, 5,0,1,0,1,0,0, 4,2,3,0,0,0,0, 5,0,1,2,11,99,999,1358
1063, 34653,9,2,3,0, 718, 6525,2,1,0,2,0,1,0,0,0,0,0,1,0,99,9,99,9,9,9, 1,0, 0, 2, 4,0, 6,0,0,0,0,0,0, 4,3,1,9,0,0,0, 2,0,0,9,99,99,999,1862
1064, 21894,9,3,5,0,1480, 3133,2,4,0,1,0,0,0,1,0,0,0,9,0,99,9,99,9,9,9, 1,0, 0, 4, 2,0, 6,0,0,0,0,0,0, 3,3,3,0,0,0,0, 1,0,0,9,99,99,999,1170
1065, 13222,9,2,3,0, 377, 7254,1,1,0,9,0,9,0,9,0,9,0,9,0,99,9,99,9,9,1, 1,0, 0, 2, 2,0, 4,0,0,0,0,0,0, 2,2,1,9,0,0,0, 4,0,0,9,99,99,999, 737
1066, 26834,9,1,2,0, 335, 6724,2,2,0,2,0,1,0,0,0,0,0,1,0,99,9,99,9,9,9, 1,0, 1, 3, 3,0, 6,0,1,1,0,0,0, 3,2,1,9,0,0,0, 1,0,0,9,99,99,999,2631
1067, 11622,9,3,6,0,1167, 4123,2,4,0,1,0,0,0,1,0,0,0,9,0,99,9,99,9,9,9, 1,0, 1, 3, 2,0, 5,0,1,0,0,0,1, 3,1,1,9,0,0,0, 7,0,0,9,99,99,999,1243
1068, 19833,9,2,3,0, 439, 7733,2,1,0,2,0,1,0,0,0,0,0,2,0,99,9,99,9,9,9, 1,0, 1, 3, 4,0, 7,0,1,0,1,0,0, 3,1,1,9,0,0,0, 1,0,0,9,99,99,999,2205
1069, 17926,9,2,3,0, 635, 5922,2,1,0,2,1,1,0,0,0,0,0,1,0,99,9,99,9,9,9, 1,0, 0, 3, 3,0, 6,0,1,0,1,0,0, 2,2,1,9,0,0,0, 2,0,1,1, 8,99,999,2071
1070, 11096,9,3,7,0,2317, 2776,2,1,0,1,0,0,0,1,0,0,0,9,0,99,9,99,9,9,9, 1,0, 0, 4, 3,0, 7,0,0,0,0,0,0,96,1,1,9,0,0,0, 1,0,0,9,99,99,999,1383
1071, 15297,9,1,2,0, 904, 5182,5,2,0,9,0,9,0,9,0,9,0,9,0,10,1,99,0,9,9, 1,0, 0, 1, 2,0, 3,0,9,0,0,0,0, 1,1,2,1,0,0,0, 6,0,0,9,99,10,201, 583
1072,  6384,9,1,2,0,1032, 4789,3,1,0,2,0,1,0,0,0,0,0,0,0,99,9,99,9,9,9, 1,0, 0, 2, 1,0, 3,0,0,0,0,0,0,96,1,2,0,0,0,0, 1,0,0,9,99,99,999, 736
1073, 23359,9,3,7,0,1700, 3829,2,3,0,2,0,0,0,0,0,1,0,9,0,99,9,99,9,9,9, 2,0, 1, 4, 3,0, 7,0,1,0,1,0,0, 5,2,1,9,0,0,0, 7,0,0,9,99,99,999,2455
1074, 10872,9,3,5,0,1789, 2284,4,1,0,9,0,9,0,9,0,9,0,9,0, 2,1,99,0,9,9, 1,0, 0, 3, 2,0, 5,0,9,0,0,0,0, 2,1,3,0,0,1,0, 5,0,0,9,99, 2,  8,1327
1075, 52122,9,3,7,0,1722, 3639,2,1,0,1,0,0,0,0,0,1,0,9,0,99,9,99,9,9,9, 2,0, 1, 3, 3,0, 6,0,1,0,1,0,0, 3,1,1,9,0,0,0, 7,0,1,1, 9,99,999,1745
1076, 17321,9,3,5,0, 901, 3753,2,4,0,1,0,0,0,1,0,0,0,9,0,99,9,99,9,9,9, 1,0, 0, 3, 4,0, 7,0,1,0,1,0,0, 3,2,1,9,0,0,0, 3,0,0,9,99,99,999,1414
1077, 12684,9,1,2,0, 883, 5118,5,2,0,9,0,9,0,9,0,9,0,9,0, 2,1,99,0,9,9, 1,0, 0, 1, 2,0, 3,0,9,0,0,0,0,96,4,2,0,0,0,0, 5,0,1,1,12, 2, 12, 684
1078, 13353,9,4,8,0, 328, 7775,2,2,0,1,0,1,0,0,0,0,0,1,0,99,9,99,9,9,9, 2,0, 0, 3, 4,0, 7,0,1,0,1,0,0, 5,2,1,9,0,0,0, 1,0,0,9,99,99,999,2899
1079, 34282,9,3,7,0,1952, 3179,2,1,0,1,0,1,0,1,0,0,0,0,0,99,9,99,9,9,9, 1,0, 0, 3, 2,0, 5,0,1,1,0,0,1, 3,2,2,0,0,1,0, 5,0,1,1, 3,99,999,1090
1080, 24424,9,4,9,2,1339,  860,5,1,0,9,0,9,0,9,0,9,0,9,0, 2,1,99,0,9,9, 1,0, 0, 1, 2,0, 3,0,9,0,0,0,0, 2,2,2,0,0,0,0, 3,0,0,9,99,99,999, 564
1081, 15419,9,3,5,4,2110, 1111,2,3,0,1,0,0,0,1,0,0,0,9,0,99,9,99,9,9,9, 2,0, 0, 4, 4,0, 8,0,0,0,0,0,0, 4,2,1,9,0,0,0, 3,0,0,9,99,99,999,1840
1082, 12782,9,3,7,3,2788, 1503,2,1,0,1,0,0,0,0,0,1,0,9,0,99,9,99,9,9,9, 1,0, 0, 2, 2,0, 4,0,1,1,0,0,1, 3,2,1,9,0,0,0, 4,0,0,9,99,99,999,1190
1083,  9987,9,3,5,0,1279, 3629,5,4,0,9,0,9,0,9,0,9,0,9,0, 2,1,99,0,9,9, 1,0, 0, 2, 1,0, 3,0,9,0,0,0,0,96,1,2,0,0,0,0, 3,0,0,9,99, 2, 20, 893
1084, 17629,9,3,7,3,3028, 1333,2,3,0,2,0,0,0,0,0,1,0,9,0,99,9,99,9,9,9, 2,0, 1, 4, 3,0, 7,0,1,0,1,0,0, 5,1,1,9,0,0,0, 6,0,0,9,99,99,999,2641
1085, 17237,9,1,2,0,1079, 4698,3,3,0,2,0,0,0,0,0,1,0,9,0,99,9,99,9,9,9, 1,0, 1, 2, 5,0, 7,0,1,1,0,0,0, 3,1,2,0,0,0,0, 4,0,1,1, 1,99,999,1756
1086, 13533,9,4,9,0, 305, 3828,1,4,0,9,0,9,0,9,0,9,0,9,0,99,9,99,9,9,2, 1,0, 0, 2, 3,0, 5,0,1,0,0,0,1, 2,1,1,9,0,1,0, 5,0,0,9,99,99,999, 802
1087, 25564,9,4,8,0, 537, 5856,2,1,0,1,0,1,0,0,0,0,0,0,0,99,9,99,9,9,9, 1,0, 0, 4, 2,0, 6,0,0,0,0,0,0,96,4,1,9,0,0,0, 3,0,1,1,11,99,999,1136
1088, 15978,9,3,7,3,2645, 2100,2,4,0,1,0,0,0,1,0,0,0,9,0,99,9,99,9,9,9, 2,0, 1, 4, 3,0, 7,0,1,0,1,0,0, 4,1,1,9,0,1,0, 4,0,0,9,99,99,999,1928
1089, 10995,9,1,1,0, 624, 6104,2,3,0,5,0,0,0,1,0,0,0,9,0,99,9,99,9,9,9, 1,0, 2, 2, 2,0, 4,0,0,0,0,0,0, 2,2,1,9,0,1,0, 5,0,0,9,99,99,999, 909
1090, 16564,9,3,5,4,1972, 1159,2,1,0,1,0,0,0,0,0,1,0,9,0,99,9,99,9,9,9, 1,0, 1, 3, 3,0, 6,0,0,0,0,0,0,96,4,1,9,0,0,0, 4,1,0,9,99,99,999,1253
1091, 15259,9,4,8,0,1571, 3762,1,4,0,9,0,9,0,9,0,9,0,9,0,99,9,99,9,9,1, 1,0, 0, 2, 2,0, 4,0,0,0,0,0,0, 1,1,1,9,0,0,0, 4,0,1,1, 6,99,999, 605
1092, 15795,9,1,1,0, 500, 5867,2,2,0,2,0,1,0,0,0,0,0,0,0,99,9,99,9,9,9, 1,0, 0, 3, 3,0, 6,0,0,0,0,0,0, 3,2,1,9,0,0,0, 4,0,0,9,99,99,999,1164
1093, 19720,9,3,5,4,2595,  940,2,4,0,1,0,0,0,0,0,1,0,9,0,99,9,99,9,9,9, 2,0, 1, 3, 5,0, 8,0,1,0,0,0,1, 5,2,1,9,0,1,0, 6,0,0,9,99,99,999,2226
1094, 20342,9,2,4,0, 553, 8309,4,2,0,9,0,9,0,9,0,9,0,9,0, 1,2, 8,1,4,9, 1,0, 0, 2, 3,0, 5,0,9,0,0,0,0, 3,1,1,9,0,0,0, 1,0,0,9,99,99,999,1535
1095, 17237,9,1,2,0, 388, 6531,2,3,0,2,0,0,0,0,0,1,0,9,0,99,9,99,9,9,9, 2,0, 1, 3, 3,0, 6,0,1,0,1,0,0, 3,1,1,9,0,0,0, 7,0,0,9,99,99,999,2143
1096, 21987,9,4,9,2,1662, 1915,2,1,0,1,0,0,0,0,0,1,0,9,0,99,9,99,9,9,9, 2,0, 0, 3, 2,0, 5,0,1,0,1,0,0, 4,1,1,9,0,0,0, 8,0,0,9,99,99,999,2266
1097, 12372,9,3,5,0,1800, 2818,4,2,0,9,0,9,0,9,0,9,0,9,0, 1,1,99,0,9,9, 1,0, 0, 2, 2,0, 4,0,9,0,0,0,0, 1,2,2,1,0,0,0, 1,0,0,9,99,99,999, 959
1098, 16010,9,1,2,1,1146, 4627,4,1,0,9,0,9,0,9,0,9,0,9,0, 2,2, 2,0,9,9, 1,0, 0, 2, 2,0, 4,0,9,0,0,0,0, 2,2,3,0,0,0,0, 1,0,0,9,99,99,999, 993
1099, 23800,9,2,3,0, 544, 6840,5,1,0,9,0,9,0,9,0,9,0,9,0, 2,2, 2,0,9,9, 0,0, 1, 1, 1,0, 2,0,9,0,0,0,0, 1,3,2,0,0,0,0, 1,0,1,2, 6,99,999, 415
1100, 21556,9,4,9,0,  59, 5270,1,4,0,9,0,9,0,9,0,9,0,9,0,99,9,99,9,9,2, 2,0, 0, 3, 3,0, 6,0,1,0,0,1,0, 3,2,2,0,0,0,0, 7,0,1,1,11,99,999,1325
1101, 17912,9,1,1,0, 645, 6050,2,4,0,2,0,1,0,0,0,0,0,0,0,99,9,99,9,9,9, 3,0, 0, 4, 4,0, 8,0,1,0,1,0,0, 6,1,1,9,0,0,0, 5,0,1,2, 9,99,999,2337
1102,  9307,9,3,7,0,1756, 3713,2,2,0,1,0,0,0,0,0,1,0,9,0,99,9,99,9,9,9, 1,0, 0, 2, 4,0, 6,0,0,0,0,0,0, 2,1,1,9,0,0,0, 1,0,0,9,99,99,999,1149
1103, 31133,9,3,6,0,1089, 4407,2,2,0,1,0,0,0,1,0,0,0,9,0,99,9,99,9,9,9, 1,0, 0, 2, 2,0, 4,0,0,0,0,0,0, 2,2,1,9,0,0,0, 8,0,0,9,99,99,999,1382
1104, 21245,9,1,2,0, 848, 5250,3,1,0,3,0,1,0,0,0,0,0,1,0,99,9,99,9,9,9, 1,0, 0, 3, 3,0, 6,0,0,0,0,0,0, 3,2,1,9,0,0,0, 1,0,0,9,99,99,999,1747
1105, 12952,9,2,3,0, 888, 6218,2,2,0,1,0,1,0,1,0,0,0,1,0,99,9,99,9,9,9, 1,0, 0, 2, 2,0, 4,0,1,1,0,0,0, 2,2,1,9,0,0,0, 2,0,0,9,99,99,999,1514
