DOEID,NWEIGHT,MQRESULT,REGIONC,DIVISION,LRGSTATE,CDD65,HDD65,TYPEHUQ,GALLONKR,BTUKER,KWH,BTUEL,CUFEETNG,BTUNG,GALLONFO,BTUFO,GALLONLP,BTULP,BTUELSPH,BTUNGSPH,BTUFOSPH,BTULPSPH,BTUKRSPH,BTUELWTH,BTUNGWTH,BTUFOWTH,BTULPWTH,BTUKRWTH,BTUELAPL,BTUNGAPL,BTUFOAPL,BTULPAPL,BTUKRAPL,BTUELCOL,BTUNGCOL,BTUELRFG,BTUELFZZ,BTUELCOK,BTUELDWH,BTUELCDR
1011, 16482,9,4,9,2, 675, 2068,2,  0,     0, 8138, 27769, 356, 36563,   0,     0,   0,     0,     0, 24963,     0,     0,     0,    0, 11600,     0,    0,    0, 21426,     0,   0,    0,0,    0,   0, 6343, 5324,2676,   0,  3191
1012, 11754,9,3,6,0,1433, 4268,4,  0,     0,13078, 44621, 313, 32145,   0,     0,   0,     0,     0, 32145,     0,     0,     0,15583,     0,     0,    0,    0, 21832,     0,   0,    0,0, 3010,   0, 4196,    0,2267,   0,  4581
1013, 28529,9,3,7,3,1792, 3641,2,  0,     0,10194, 34782,1144,117489,   0,     0,   0,     0,     0, 87078,     0,     0,     0,    0, 20348,     0,    0,    0, 21462, 10063,   0,    0,0, 8111,   0, 5209, 7226,   0, 479,     0
1014, 16010,9,4,9,2,1948,  711,5,  0,     0, 3794, 12945,   0,     0,   0,     0,   0,     0,   708,     0,     0,     0,     0, 5069,     0,     0,    0,    0,  5932,     0,   0,    0,0,    0,   0, 1236,    0, 543,1086,     0
1015, 11140,9,4,8,0, 287, 7981,2,  0,     0, 6268, 21386,   0,     0,   0,     0, 800, 73064,     0,     0,     0, 39078,     0,    0,     0,     0,29630,    0, 17284,     0,   0, 4356,0,    0,   0, 4102, 2491,   0,1819,  2048
1016, 12022,9,4,9,0, 383, 6216,2,  0,     0,28227, 96311,   0,     0,   0,     0,   0,     0, 35876,     0,     0,     0,     0,25345,     0,     0,    0,    0, 30892,     0,   0,    0,0,    0,   0, 4198,    0,3526,   0,  5707
1017, 13999,9,1,2,0, 356, 6520,2,  0,     0, 9988, 34079,   0,     0, 502, 69676,   0,     0,     0,     0, 69676,     0,     0, 5503,     0,     0,    0,    0, 20786,     0,   0,    0,0,    0,   0, 7790, 3656, 868,   0,  3696
1018, 19833,9,2,3,0, 604, 6700,2,  0,     0, 5441, 18565, 946, 97154,   0,     0,   0,     0,     0, 61589,     0,     0,     0,    0, 30190,     0,    0,    0, 15643,  5375,   0,    0,0,    0,   0, 2922,    0,2132,   0,     0
1019, 12114,9,4,8,0, 164, 7544,2,  0,     0, 2949, 10062, 799, 82057,   0,     0,   0,     0,   542, 75756,     0,     0,     0, 3586,     0,     0,    0,    0,  4460,  6301,   0,    0,0,    0,   0, 1474,    0,   0,   0,     0
1020, 16773,9,1,2,0, 363, 6494,2,  0,     0, 3881, 13242,1138,116873,   0,     0,   0,     0,     0, 80167,     0,     0,     0,    0, 28965,     0,    0,    0, 12216,  7741,   0,    0,0,    0,   0, 1026,    0,   0,   0,  2567
1021,  7836,9,3,6,0,1635, 3016,3,  0,     0, 2751,  9386, 278, 28551,   0,     0,   0,     0,     0, 12928,     0,     0,     0,    0, 10690,     0,    0,    0,  7559,  4933,   0,    0,0,    0,   0, 1827,    0,   0,   0,     0
1022, 15142,9,4,8,0,2206, 2101,2,  0,     0, 2670,  9110, 211, 21670,   0,     0,   0,     0,   264, 18436,     0,     0,     0, 2184,     0,     0,    0,    0,  5673,  3234,   0,    0,0,    0,   0,  989, 1063,   0, 103,   708
1023,  6669,9,3,6,0,1745, 2659,2,  0,     0,11525, 39323,   0,     0,   0,     0, 360, 32900,     0,     0,     0, 32900,     0, 9716,     0,     0,    0,    0, 18931,     0,   0,    0,0, 3591,   0, 7085, 3326,2517, 385,  1940
1024, 19833,9,2,3,0, 949, 6202,2,  0,     0, 6424, 21918,2131,218854,   0,     0,   0,     0,     0,183413,     0,     0,     0,    0, 27797,     0,    0,    0, 17310,  7644,   0,    0,0,    0,   0, 4608,    0,   0, 523,     0
1025, 16773,9,1,2,0, 603, 6050,3,  0,     0, 5071, 17302,1022,104959,   0,     0,   0,     0,     0, 84984,     0,     0,     0,    0, 16663,     0,    0,    0, 14484,  3312,   0,    0,0,    0,   0, 2818, 3282,1384,   0,     0
1026, 16482,9,4,9,2, 560, 1213,2,  0,     0, 6081, 20748, 465, 47756,   0,     0,   0,     0,     0, 16601,     0,     0,     0,    0, 23449,     0,    0,    0, 15228,  7706,   0,    0,0,    0,   0, 5520,    0,1508,1655,     0
1027, 16548,9,1,2,1, 396, 7115,2,  0,     0,12668, 43223,1313,134845,   0,     0,   0,     0,  3416, 86663,     0,     0,     0,    0, 39995,     0,    0,    0, 33364,  8187,   0,    0,0,    0,   0, 6443, 3288,1148,2294,  4807
1028, 11411,9,3,5,4,4387,  133,5,  0,     0, 3328, 11355,  39,  4003,   0,     0,   0,     0,   226,     0,     0,     0,     0,    0,  4003,     0,    0,    0,  4384,     0,   0,    0,0, 4385,   0, 2360,    0, 559,   0,     0
1029, 16659,9,2,3,0, 505, 7967,2,  0,     0,27764, 94731,   0,     0,1571,217859, 149, 13591,     0,     0,217859,     0,     0, 1750,     0,     0,    0,    0, 70327,     0,   0,13591,0, 8038,   0,14616,    0,2230, 799,  6836
1030,  9874,9,3,6,0,1402, 4291,2,  0,     0, 8284, 28265, 951, 97668,   0,     0,   0,     0,   508, 66634,     0,     0,     0,    0, 31034,     0,    0,    0, 17242,     0,   0,    0,0, 5291,   0, 5224,    0, 555,1376,  1700
1031, 25427,9,2,4,0, 503, 7461,2,  0,     0,11209, 38245,1292,132688,   0,     0,   0,     0,     0,106644,     0,     0,     0,    0, 26044,     0,    0,    0, 25199,     0,   0,    0,0, 4752,   0, 8294, 3363,1077,   0,  4043
1032,  8912,9,4,8,0, 762, 5054,2,  0,     0, 9774, 33347,   0,     0, 300, 41565,   0,     0,  1278,     0, 41565,     0,     0, 6840,     0,     0,    0,    0, 17322,     0,   0,    0,0,    0,   0, 7907, 2580,1141,   0,  2518
1033, 10434,9,1,1,0, 671, 6011,2,  0,     0, 4134, 14105,   0,     0, 253, 35089,   0,     0,     0,     0, 31178,     0,     0,    0,     0,  3911,    0,    0,  9984,     0,   0,    0,0,    0,   0, 4121,    0, 563, 349,  2396
1034, 17237,9,1,2,0,1072, 4712,3,  0,     0, 4268, 14562, 590, 60593,   0,     0,   0,     0,     0, 42698,     0,     0,     0,    0, 14210,     0,    0,    0, 10854,  3685,   0,    0,0, 1328,   0, 2380,    0,   0,   0,     0
1035, 14103,9,3,7,3,3240, 1241,5,  0,     0, 6377, 21759, 215, 22101,   0,     0,   0,     0,  1910,     0,     0,     0,     0,    0, 22101,     0,    0,    0,  8576,     0,   0,    0,0, 7203,   0, 4070,    0,1736,   0,     0
1036,  8400,9,1,1,0, 355, 6913,4,  0,     0,10310, 35178,   0,     0, 322, 44672,   0,     0,     0,     0, 44672,     0,     0,12312,     0,     0,    0,    0, 20258,     0,   0,    0,0,    0,   0, 2608,    0,1921, 454,  3111
1037, 26445,9,2,3,0, 862, 6326,2,  0,     0,17731, 60498,2808,288382,   0,     0,   0,     0,     0,244566,     0,     0,     0,    0, 29024,     0,    0,    0, 37746, 14792,   0,    0,0,17628,   0, 5124, 5507,   0, 624,     0
1038, 31964,9,4,9,0, 287, 3978,2,  0,     0,16411, 55994,   0,     0,   0,     0,   0,     0, 23860,     0,     0,     0,     0, 6952,     0,     0,    0,    0, 20579,     0,   0,    0,0,    0,   0, 4603,    0, 973, 605,  4141
1039,  9836,9,1,1,0, 261, 8534,5,  0,     0, 5023, 17139,   0,     0,   0,     0,   0,     0,  4958,     0,     0,     0,     0, 3935,     0,     0,    0,    0,  5485,     0,   0,    0,0,    0,   0, 2761,    0, 526,   0,     0
1040, 17593,9,3,5,4,2522,  994,2,  0,     0,13951, 47601, 331, 33994,   0,     0,   0,     0,     0, 12172,     0,     0,     0,    0, 21822,     0,    0,    0, 29684,     0,   0,    0,0,10328,   0, 7589, 2810,1404,3018,  3728
1041, 10826,9,3,6,0,2767, 1438,2,  0,     0,25548, 87170, 835, 85728,   0,     0,   0,     0,  1440, 50707,     0,     0,     0,    0, 35021,     0,    0,    0, 63144,     0,   0,    0,0, 6676,   0,15910, 8165,1950,3145,     0
1042,  9130,9,3,7,3,2770, 1848,2,  0,     0,11894, 40582, 515, 52891,   0,     0,   0,     0,     0, 30221,     0,     0,     0,    0, 17602,     0,    0,    0, 29717,  5068,   0,    0,0, 4500,   0, 6365, 3178,   0,   0,  5224
1043, 13789,9,2,4,0, 670, 7659,5,  0,     0, 2984, 10181,1015,104241,   0,     0,   0,     0,     0, 70659,     0,     0,     0,    0, 33582,     0,    0,    0,  8149,     0,   0,    0,0,    0,   0, 2032,    0,2309,   0,     0
1044, 22566,9,3,7,3,2189, 2924,2,  0,     0,29961,102227,   0,     0,   0,     0,   0,     0, 21121,     0,     0,     0,     0,13269,     0,     0,    0,    0, 46775,     0,   0,    0,0,14181,   0, 6881,    0,2301, 666,  5692
1045, 13251,9,4,9,0, 436, 6049,3,  0,     0,21495, 73341,   0,     0,   0,     0,   0,     0, 46397,     0,     0,     0,     0, 6303,     0,     0,    0,    0, 15003,     0,   0,    0,0,  682,   0, 4956,    0,1035,   0,  4403
1046, 23165,9,2,3,0, 477, 6862,2,  0,     0, 7231, 24672,1839,188865,   0,     0,   0,     0,     0,137070,     0,     0,     0,    0, 35174,     0,    0,    0, 20379, 16621,   0,    0,0,    0,   0, 4293,    0,1292,3164,     0
1047, 22072,9,4,9,2, 624, 1979,2,  0,     0,13386, 45673,  89,  9169,   0,     0,   0,     0, 12333,     0,     0,     0,     0,12622,     0,     0,    0,    0, 17091,  9169,   0,    0,0,    0,   0, 3627,    0,   0, 459,  3146
1048, 17657,9,4,9,2, 704, 1772,2,  0,     0, 6568, 22410, 467, 47961,   0,     0,   0,     0,  5772,     0,     0,     0,     0,    0, 47961,     0,    0,    0, 14142,     0,   0,    0,0,  773,   0, 1723,    0, 783,1684,  2079
1049, 16288,9,3,7,0,2756, 1820,2,  0,     0,19978, 68165, 490, 50323,   0,     0,   0,     0,     0, 20649,     0,     0,     0,    0, 24065,     0,    0,    0, 42463,  5609,   0,    0,0,14984,   0,10718, 7247,   0,3693, 10859
1050, 20342,9,2,4,0, 506, 8442,2,  0,     0, 5273, 17991,1138,116873,   0,     0,   0,     0,     0, 58018,     0,     0,     0,    0, 47069,     0,    0,    0, 15134, 11786,   0,    0,0, 1058,   0, 1799, 1387,   0, 300,  1508
1051, 18325,9,2,3,0, 607, 6619,2,  0,     0,10591, 36136,   0,     0,   0,     0, 280, 25572,     0,     0,     0, 25572,     0, 9415,     0,     0,    0,    0, 22496,     0,   0,    0,0, 1409,   0, 2816, 1763, 982, 351,  3008
1052,  5878,9,3,6,0,1671, 3130,4,  0,     0, 8615, 29396, 309, 31750,   0,     0,   0,     0,     0, 25204,     0,     0,     0,11496,     0,     0,    0,    0, 10619,  6546,   0,    0,0, 1301,   0, 5980,    0,   0,   0,     0
1053, 11291,9,2,3,0, 501, 7501,5,  0,     0, 1428,  4871, 597, 61322,   0,     0,   0,     0,     0, 45612,     0,     0,     0,    0, 15710,     0,    0,    0,  2937,     0,   0,    0,0,    0,   0, 1934,    0, 422,   0,     0
1054, 12952,9,2,3,0, 923, 6077,2,  0,     0, 8393, 28637, 703, 72198,   0,     0,   0,     0,     0, 53022,     0,     0,     0,    0, 15183,     0,    0,    0, 20836,  3993,   0,    0,0, 1706,   0, 6095,    0,   0,   0,  3636
1055,  6781,9,2,4,0, 512, 7437,2,  0,     0, 7216, 24621, 774, 79490,   0,     0,   0,     0,     0, 54272,     0,     0,     0,    0, 19941,     0,    0,    0, 19732,  5277,   0,    0,0, 1720,   0, 3169, 7820,   0,   0,     0
1056, 26445,9,2,3,0, 473, 7386,2,  0,     0,12986, 44308,1317,135256,   0,     0,   0,     0,     0,103815,     0,     0,     0,    0, 21663,     0,    0,    0, 38473,  9778,   0,    0,0, 1711,   0, 4124, 6414,2186,   0,  4413
1057, 18040,9,4,9,0, 461, 3958,5,  0,     0,13065, 44578,   0,     0,   0,     0,   0,     0, 12560,     0,     0,     0,     0, 5388,     0,     0,    0,    0, 21351,     0,   0,    0,0,    0,   0, 5279, 2262,1408, 576,  3950
1058, 17791,9,3,6,0, 801, 5080,2, 18,  2470,22630, 77214,   0,     0,   0,     0,   0,     0, 42110,     0,     0,     0,  2470, 8608,     0,     0,    0,    0, 18594,     0,   0,    0,0, 2143,   0, 5759,    0,1194,   0,  3729
1059, 21276,9,3,5,0, 901, 4425,2,  0,     0,12573, 42899,   0,     0, 350, 48542,   0,     0,  1108,     0, 48542,     0,     0,13713,     0,     0,    0,    0, 22871,     0,   0,    0,0, 1983,   0, 3224,    0,2120, 433,  3707
1060, 10516,9,3,6,0,1129, 4315,2,  0,     0,16098, 54926,   0,     0, 845,117193,   0,     0,     0,     0,117193,     0,     0, 9426,     0,     0,    0,    0, 37444,     0,   0,    0,0, 4407,   0, 3649,15240,2042,   0,  2427
1061, 43862,9,3,7,0,1625, 3919,5,  0,     0,15793, 53886,   0,     0,   0,     0,   0,     0,  7810,     0,     0,     0,     0, 7381,     0,     0,    0,    0, 20999,     0,   0,    0,0,10398,   0, 7298,    0,1078, 670,  5725
1062,  6961,9,4,9,2, 267, 6277,2,  0,     0,15371, 52446,   0,     0,   0,     0,   0,     0,     0,     0,     0,     0,     0,17080,     0,     0,    0,    0, 31608,     0,   0,    0,0,    0,   0, 3758, 4288,4172,   0,  4969
1063, 34653,9,2,3,0, 718, 6525,2,  0,     0,10788, 36809,2313,237545,   0,     0,   0,     0,     0,159620,     0,     0,     0,    0, 63456,     0,    0,    0, 31399, 14469,   0,    0,0, 1721,   0, 3689,    0,   0,   0,  3583
1064, 21894,9,3,5,0,1480, 3133,2,385, 51975,13018, 44417,   0,     0,   0,     0,   0,     0,     0,     0,     0,     0, 51975,16899,     0,     0,    0,    0, 21018,     0,   0,    0,0, 2859,   0, 3641, 1679,3149,   0,     0
1065, 13222,9,2,3,0, 377, 7254,1,  0,     0, 6854, 23386,1358,139467,   0,     0,   0,     0,     0,139467,     0,     0,     0, 9663,     0,     0,    0,    0, 11589,     0,   0,    0,0,    0,   0, 2134,    0, 897,   0,  2751
1066, 26834,9,1,2,0, 335, 6724,2,  0,     0,20284, 69209,1619,166271,   0,     0,   0,     0,     0,135172,     0,     0,     0,    0, 31099,     0,    0,    0, 53011,     0,   0,    0,0, 5717,   0,10481, 2016,4153,5662,  6993
1067, 11622,9,3,6,0,1167, 4123,2, 25,  3375,18236, 62221,   0,     0,   0,     0,   0,     0, 14676,     0,     0,     0,  3375,13514,     0,     0,    0,    0, 22722,     0,   0,    0,0, 3975,   0, 7334,    0,2696,   0,  4183
1068, 19833,9,2,3,0, 439, 7733,2,  0,     0, 7671, 26173,1343,137926,   0,     0,   0,     0,     0,100835,     0,     0,     0,    0, 25375,     0,    0,    0, 19636, 11716,   0,    0,0, 3463,   0, 3074, 2732,   0,   0,     0
1069, 17926,9,2,3,0, 635, 5922,2,  0,     0, 4310, 14706,1046,107424,   0,     0,   0,     0,   926, 75182,     0,     0,     0,    0, 22739,     0,    0,    0, 10767,  9503,   0,    0,0, 1308,   0, 1705,    0,   0,   0,     0
1070, 11096,9,3,7,0,2317, 2776,2,  0,     0,22534, 76886,2289,235080,   0,     0,   0,     0,  2079,143598,     0,     0,     0,    0, 51097,     0,    0,    0, 43957, 40385,   0,    0,0,18219,   0,12631, 7286,   0,   0,     0
1071, 15297,9,1,2,0, 904, 5182,5,  0,     0, 1644,  5608, 536, 55056,   0,     0,   0,     0,     0, 39991,     0,     0,     0,    0, 15065,     0,    0,    0,  3272,     0,   0,    0,0,  783,   0, 1553,    0, 443,   0,     0
1072,  6384,9,1,2,0,1032, 4789,3,  0,     0, 2998, 10229,1358,139467,   0,     0,   0,     0,     0,103814,     0,     0,     0,    0, 28110,     0,    0,    0,  6970,  7543,   0,    0,0,    0,   0, 3259,    0,   0,   0,     0
1073, 23359,9,3,7,0,1700, 3829,2,  0,     0,10408, 35512, 811, 83246,   0,     0,   0,     0,     0, 59952,     0,     0,     0,    0, 23294,     0,    0,    0, 22530,     0,   0,    0,0, 6484,   0, 6498, 5687, 962,2354,  2124
1074, 10872,9,3,5,0,1789, 2284,4,  0,     0,12095, 41268,   0,     0,   0,     0,   0,     0,  5583,     0,     0,     0,     0, 9332,     0,     0,    0,    0, 15746,     0,   0,    0,0, 6210,   0, 4397, 3401,1104,   0,     0
1075, 52122,9,3,7,0,1722, 3639,2,  0,     0,14057, 47962, 714, 73328,   0,     0,   0,     0,     0, 73328,     0,     0,     0,10276,     0,     0,    0,    0, 25527,     0,   0,    0,0, 9625,   0, 2534, 2530,2119, 463,  3179
1076, 17321,9,3,5,0, 901, 3753,2,  0,     0, 7397, 25239, 671, 68927,   0,     0,   0,     0,     0, 45735,     0,     0,     0,    0, 18352,     0,    0,    0, 14024,  4840,   0,    0,0, 2125,   0, 9090,    0,   0,   0,     0
1077, 12684,9,1,2,0, 883, 5118,5,  0,     0, 9271, 31633,   0,     0,   0,     0,   0,     0,  7328,     0,     0,     0,     0,10424,     0,     0,    0,    0,  9637,     0,   0,    0,0,  962,   0, 3282,    0,1565,   0,     0
1078, 13353,9,4,8,0, 328, 7775,2,  0,     0, 4745, 16190, 847, 86987,   0,     0,   0,     0,     0, 86987,     0,     0,     0, 2688,     0,     0,    0,    0, 10588,     0,   0,    0,0,  910,   0, 2004,  797, 429, 266,  1824
1079, 34282,9,3,7,0,1952, 3179,2,  0,     0, 9147, 31210,1213,124575,   0,     0,   0,     0, 12155,     0,     0,     0,     0,    0, 97233,     0,    0,    0, 11126, 27342,   0,    0,0, 5275,   0, 2654,    0,   0,   0,  2614
1080, 24424,9,4,9,2,1339,  860,5,  0,     0, 1867,  6370, 162, 16637,   0,     0,   0,     0,  2265,     0,     0,     0,     0,    0, 12389,     0,    0,    0,  2156,  4248,   0,    0,0,    0,   0, 1949,    0, 547,   0,     0
1081, 15419,9,3,5,4,2110, 1111,2,  0,     0,22254, 75931,   0,     0, 197, 27319,   0,     0,     0,     0, 27319,     0,     0,12160,     0,     0,    0,    0, 43937,     0,   0,    0,0,13376,   0, 6458,10045,2092,   0,  5177
1082, 12782,9,3,7,3,2788, 1503,2,  0,     0,13224, 45120, 589, 60490,   0,     0,   0,     0,     0, 24284,     0,     0,     0,    0, 24276,     0,    0,    0, 31354, 11930,   0,    0,0, 8811,   0, 4955, 5670,1716, 533,     0
1083,  9987,9,3,5,0,1279, 3629,5,  0,     0, 5869, 20023,   0,     0,   0,     0,   0,     0,  5190,     0,     0,     0,     0, 3742,     0,     0,    0,    0,  5292,     0,   0,    0,0, 2275,   0, 3524,    0,   0, 341,     0
1084, 17629,9,3,7,3,3028, 1333,2,  0,     0,29969,102254,1008,103522,   0,     0,   0,     0, 16094,     0,     0,     0,     0,    0, 27032,     0,    0,    0, 45772, 76490,   0,    0,0,29108,   0,11280, 3421,1437, 632,  4324
1085, 17237,9,1,2,0,1079, 4698,3,  0,     0,19540, 66669, 125, 12850,   0,     0,   0,     0, 18050,     0,     0,     0,     0,10498,     0,     0,    0,    0, 22939, 12850,   0,    0,0, 5685,   0, 9497,    0,   0, 400,     0
1086, 13533,9,4,9,0, 305, 3828,1,  0,     0,21091, 71962,   0,     0,   0,     0,   0,     0, 28676,     0,     0,     0,     0,13631,     0,     0,    0,    0, 25767,     0,   0,    0,0,    0,   0, 3888, 1448,1384, 608,  4165
1087, 25564,9,4,8,0, 537, 5856,2,  0,     0,21692, 74013,   0,     0,   0,     0,   0,     0, 24270,     0,     0,     0,     0,16898,     0,     0,    0,    0, 26881,     0,   0,    0,0, 1492,   0, 4472, 3459,1739,   0,  3030
1088, 15978,9,3,7,3,2645, 2100,2,  0,     0,18371, 62682,1104,113381,   0,     0,   0,     0,     0, 72772,     0,     0,     0,    0, 32541,     0,    0,    0, 44394,  8068,   0,    0,0, 7692,   0,10596,    0,3098,4998,  7667
1089, 10995,9,1,1,0, 624, 6104,2,  0,     0, 7647, 26092,   0,     0, 263, 35505,  52,  4749,     0,     0, 35505,     0,     0, 8778,     0,     0,    0,    0, 10844,     0,   0, 4749,0, 2955,   0, 3515,    0,   0,   0,     0
1090, 16564,9,3,5,4,1972, 1159,2,  0,     0,15796, 53896,   0,     0,   0,     0,   0,     0,  7055,     0,     0,     0,     0,16249,     0,     0,    0,    0, 20754,     0,   0,    0,0, 4858,   0, 4980,    0,3511,   0,     0
1091, 15259,9,4,8,0,1571, 3762,1,  0,     0, 2571,  8772,   0,     0,   0,     0, 107,  9740,     0,     0,     0,     0,     0,    0,     0,     0,    0,    0,  6282,     0,   0, 9740,0,    0,   0, 2490,    0,   0,   0,     0
1092, 15795,9,1,1,0, 500, 5867,2,  0,     0,11677, 39842,   0,     0,   0,     0,   0,     0, 21152,     0,     0,     0,     0, 5453,     0,     0,    0,    0,  9012,     0,   0,    0,0,    0,   0, 4225,    0,1840,   0,     0
1093, 19720,9,3,5,4,2595,  940,2,  0,     0,24093, 82204,   0,     0,   0,     0,   0,     0,  6845,     0,     0,     0,     0,12043,     0,     0,    0,    0, 36171,     0,   0,    0,0,15107,   0,12038, 4282,1309, 407,  2787
1094, 20342,9,2,4,0, 553, 8309,4,  0,     0, 6740, 22998, 856, 87920,   0,     0,   0,     0,     0, 87920,     0,     0,     0, 5180,     0,     0,    0,    0, 11382,     0,   0,    0,0,  912,   0, 5524,    0, 821,   0,  2472
1095, 17237,9,1,2,0, 388, 6531,2,  0,     0,11098, 37866, 838, 86063,   0,     0,   0,     0,  1139, 53806,     0,     0,     0,    0, 22378,     0,    0,    0, 26933,  9879,   0,    0,0, 3648,   0, 6146,    0,1436, 446,     0
1096, 21987,9,4,9,2,1662, 1915,2,  0,     0,11740, 40057,   0,     0,   0,     0,   0,     0, 12612,     0,     0,     0,     0, 3261,     0,     0,    0,    0, 14669,     0,   0,    0,0, 3822,   0, 5693, 1095, 578,2000,     0
1097, 12372,9,3,5,0,1800, 2818,4,  0,     0, 4424, 15095, 385, 39540,   0,     0,   0,     0,     0, 21412,     0,     0,     0,    0, 14198,     0,    0,    0, 12650,  3930,   0,    0,0,    0,   0, 2445,    0,   0,   0,     0
1098, 16010,9,1,2,1,1146, 4627,4,  0,     0, 5219, 17807,1579,162141,   0,     0,   0,     0,     0,123885,     0,     0,     0,    0, 30386,     0,    0,    0, 10858,  7870,   0,    0,0, 1195,   0, 5754,    0,   0,   0,  1758
1099, 23800,9,2,3,0, 544, 6840,5,  0,     0, 1314,  4483, 679, 69729,   0,     0,   0,     0,     0, 41426,     0,     0,     0,    0, 22601,     0,    0,    0,  3199,  5702,   0,    0,0,    0,   0, 1284,    0, 730,   0,     0
1100, 21556,9,4,9,0,  59, 5270,1,  0,     0,17309, 59058,   0,     0,   0,     0,   0,     0, 18671,     0,     0,     0,     0,12364,     0,     0,    0,    0, 24470,     0,   0,    0,0,  753,   0, 2800,    0,1736, 410,  3507
1101, 17912,9,1,1,0, 645, 6050,2,  0,     0,33142,113081,   0,     0,   0,     0,   0,     0, 43558,     0,     0,     0,     0,22281,     0,     0,    0,    0, 43780,     0,   0,    0,0,  991,   0, 2471,    0,2861,3593,  8260
1102,  9307,9,3,7,0,1756, 3713,2,  0,     0, 9450, 32243, 962, 98797,   0,     0,   0,     0,     0, 71785,     0,     0,     0,    0, 27012,     0,    0,    0, 24742,     0,   0,    0,0, 2498,   0, 5003,    0,3687,   0,  4049
1103, 31133,9,3,6,0,1089, 4407,2,  0,     0,11045, 37686,   0,     0,   0,     0,   0,     0, 22487,     0,     0,     0,     0, 2852,     0,     0,    0,    0,  7886,     0,   0,    0,0, 1486,   0, 2975,    0, 711,   0,  1995
1104, 21245,9,1,2,0, 848, 5250,3,  0,     0,16363, 55830,   0,     0,1023,141820,   0,     0,  1490,     0,141820,     0,     0,18815,     0,     0,    0,    0, 27891,     0,   0,    0,0, 2002,   0, 5632,    0,3216,   0,  4992
1105, 12952,9,2,3,0, 888, 6218,2,  0,     0, 9054, 30892, 751, 77128,   0,     0,   0,     0,     0, 52096,     0,     0,     0,    0, 16839,     0,    0,    0, 18709,  8193,   0,    0,0, 5595,   0, 6588, 4273,   0, 491,     0
