Poultry Supply,,,,,,,,,,,,,,,,,,
Units and sector type,,,,,,,,,,,,,,,,,,
INPUT_TABLE,,,,,,,,,,,,,,,,,,
Variable ID,,,,,,,,,,,,,,,,,,
70,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
region,supplysector,output-unit,input-unit,price-unit,sectorType,,,,,,,,,,,,,
India,Poultry,Mixed,Rice,share-weight,2005,2095,fixed,,,,,,,,,,,
USA,Poultry,Mixed,SugarCrop,share-weight,2005,2095,fixed,,,,,,,,,,,
Canada,Poultry,Mixed,SugarCrop,share-weight,2005,2095,fixed,,,,,,,,,,,
Western Europe,Poultry,Mixed,SugarCrop,share-weight,2005,2095,fixed,,,,,,,,,,,
Japan,Poultry,Mixed,SugarCrop,share-weight,2005,2095,fixed,,,,,,,,,,,
Australia_NZ,Poultry,Mixed,SugarCrop,share-weight,2005,2095,fixed,,,,,,,,,,,
Former Soviet Union,Poultry,Mixed,SugarCrop,share-weight,2005,2095,fixed,,,,,,,,,,,
China,Poultry,Mixed,SugarCrop,share-weight,2005,2095,fixed,,,,,,,,,,,
Middle East,Poultry,Mixed,SugarCrop,share-weight,2005,2095,fixed,,,,,,,,,,,
Africa,Poultry,Mixed,SugarCrop,share-weight,2005,2095,fixed,,,,,,,,,,,
Latin America,Poultry,Mixed,SugarCrop,share-weight,2005,2095,fixed,,,,,,,,,,,
Southeast Asia,Poultry,Mixed,SugarCrop,share-weight,2005,2095,fixed,,,,,,,,,,,
Eastern Europe,Poultry,Mixed,SugarCrop,share-weight,2005,2095,fixed,,,,,,,,,,,
Korea,Poultry,Mixed,SugarCrop,share-weight,2005,2095,fixed,,,,,,,,,,,
India,Poultry,Mixed,SugarCrop,share-weight,2005,2095,fixed,,,,,,,,,,,
USA,Poultry,Mixed,Wheat,share-weight,2005,2095,fixed,,,,,,,,,,,
Canada,Poultry,Mixed,Wheat,share-weight,2005,2095,fixed,,,,,,,,,,,
Western Europe,Poultry,Mixed,Wheat,share-weight,2005,2095,fixed,,,,,,,,,,,
Japan,Poultry,Mixed,Wheat,share-weight,2005,2095,fixed,,,,,,,,,,,
Australia_NZ,Poultry,Mixed,Wheat,share-weight,2005,2095,fixed,,,,,,,,,,,
Former Soviet Union,Poultry,Mixed,Wheat,share-weight,2005,2095,fixed,,,,,,,,,,,
China,Poultry,Mixed,Wheat,share-weight,2005,2095,fixed,,,,,,,,,,,
Middle East,Poultry,Mixed,Wheat,share-weight,2005,2095,fixed,,,,,,,,,,,
Africa,Poultry,Mixed,Wheat,share-weight,2005,2095,fixed,,,,,,,,,,,
Latin America,Poultry,Mixed,Wheat,share-weight,2005,2095,fixed,,,,,,,,,,,
Southeast Asia,Poultry,Mixed,Wheat,share-weight,2005,2095,fixed,,,,,,,,,,,
Eastern Europe,Poultry,Mixed,Wheat,share-weight,2005,2095,fixed,,,,,,,,,,,
Korea,Poultry,Mixed,Wheat,share-weight,2005,2095,fixed,,,,,,,,,,,
India,Poultry,Mixed,Wheat,share-weight,2005,2095,fixed,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Efficiency: Mixed,,,,,,,,,,,,,,,,,,
INPUT_TABLE,,,,,,,,,,,,,,,,,,
Variable ID,,,,,,,,,,,,,,,,,,
7001,,,,minicam-energy-input,,,,,,,,,,,,,,
,,,,efficiency,,,,,,,,,,,,,,
region,supplysector,subsector,technology,1975,1990,2005,2020,2035,2050,2065,2080,2095,minicam-energy-input,,,,,
USA,Poultry,Mixed,Corn,0.17563,0.17563,0.18544,0.18544,0.18544,0.18544,0.18544,0.18544,0.18544,Corn,,,,,
Canada,Poultry,Mixed,Corn,0.17891,0.17891,0.18543,0.18543,0.18543,0.18543,0.18543,0.18543,0.18543,Corn,,,,,
Western Europe,Poultry,Mixed,Corn,0.20519,0.20519,0.19970,0.19970,0.19970,0.19970,0.19970,0.19970,0.19970,Corn,,,,,
Japan,Poultry,Mixed,Corn,0.18568,0.18568,0.19539,0.19539,0.19539,0.19539,0.19539,0.19539,0.19539,Corn,,,,,
Australia_NZ,Poultry,Mixed,Corn,0.18695,0.18695,0.20093,0.20093,0.20093,0.20093,0.20093,0.20093,0.20093,Corn,,,,,
Former Soviet Union,Poultry,Mixed,Corn,0.16802,0.16802,0.20601,0.20601,0.20601,0.20601,0.20601,0.20601,0.20601,Corn,,,,,
China,Poultry,Mixed,Corn,0.21578,0.21578,0.25123,0.25123,0.25123,0.25123,0.25123,0.25123,0.25123,Corn,,,,,
Middle East,Poultry,Mixed,Corn,0.14808,0.14808,0.15514,0.15514,0.15514,0.15514,0.15514,0.15514,0.15514,Corn,,,,,
Africa,Poultry,Mixed,Corn,0.17624,0.17624,0.19178,0.19178,0.19178,0.19178,0.19178,0.19178,0.19178,Corn,,,,,
Latin America,Poultry,Mixed,Corn,0.17203,0.17203,0.17976,0.17976,0.17976,0.17976,0.17976,0.17976,0.17976,Corn,,,,,
Southeast Asia,Poultry,Mixed,Corn,0.18166,0.18166,0.19260,0.19260,0.19260,0.19260,0.19260,0.19260,0.19260,Corn,,,,,
Eastern Europe,Poultry,Mixed,Corn,0.17839,0.17839,0.17484,0.17484,0.17484,0.17484,0.17484,0.17484,0.17484,Corn,,,,,
Korea,Poultry,Mixed,Corn,0.15490,0.15490,0.17018,0.17018,0.17018,0.17018,0.17018,0.17018,0.17018,Corn,,,,,
India,Poultry,Mixed,Corn,0.16497,0.16497,0.17327,0.17327,0.17327,0.17327,0.17327,0.17327,0.17327,Corn,,,,,
USA,Poultry,Mixed,FodderCrop,0.17563,0.17563,0.18544,0.18544,0.18544,0.18544,0.18544,0.18544,0.18544,FodderCrop,,,,,
Canada,Poultry,Mixed,FodderCrop,0.17891,0.17891,0.18543,0.18543,0.18543,0.18543,0.18543,0.18543,0.18543,FodderCrop,,,,,
Western Europe,Poultry,Mixed,FodderCrop,0.20519,0.20519,0.19970,0.19970,0.19970,0.19970,0.19970,0.19970,0.19970,FodderCrop,,,,,
Japan,Poultry,Mixed,FodderCrop,0.18568,0.18568,0.19539,0.19539,0.19539,0.19539,0.19539,0.19539,0.19539,FodderCrop,,,,,
Australia_NZ,Poultry,Mixed,FodderCrop,0.18695,0.18695,0.20093,0.20093,0.20093,0.20093,0.20093,0.20093,0.20093,FodderCrop,,,,,
Former Soviet Union,Poultry,Mixed,FodderCrop,0.16802,0.16802,0.20601,0.20601,0.20601,0.20601,0.20601,0.20601,0.20601,FodderCrop,,,,,
China,Poultry,Mixed,FodderCrop,0.21578,0.21578,0.25123,0.25123,0.25123,0.25123,0.25123,0.25123,0.25123,FodderCrop,,,,,
Middle East,Poultry,Mixed,FodderCrop,0.14808,0.14808,0.15514,0.15514,0.15514,0.15514,0.15514,0.15514,0.15514,FodderCrop,,,,,
Africa,Poultry,Mixed,FodderCrop,0.17624,0.17624,0.19178,0.19178,0.19178,0.19178,0.19178,0.19178,0.19178,FodderCrop,,,,,
Latin America,Poultry,Mixed,FodderCrop,0.17203,0.17203,0.17976,0.17976,0.17976,0.17976,0.17976,0.17976,0.17976,FodderCrop,,,,,
Southeast Asia,Poultry,Mixed,FodderCrop,0.18166,0.18166,0.19260,0.19260,0.19260,0.19260,0.19260,0.19260,0.19260,FodderCrop,,,,,
Eastern Europe,Poultry,Mixed,FodderCrop,0.17839,0.17839,0.17484,0.17484,0.17484,0.17484,0.17484,0.17484,0.17484,FodderCrop,,,,,
Korea,Poultry,Mixed,FodderCrop,0.15490,0.15490,0.17018,0.17018,0.17018,0.17018,0.17018,0.17018,0.17018,FodderCrop,,,,,
India,Poultry,Mixed,FodderCrop,0.16497,0.16497,0.17327,0.17327,0.17327,0.17327,0.17327,0.17327,0.17327,FodderCrop,,,,,
USA,Poultry,Mixed,MiscCrop,0.17563,0.17563,0.18544,0.18544,0.18544,0.18544,0.18544,0.18544,0.18544,MiscCrop,,,,,
Canada,Poultry,Mixed,MiscCrop,0.17891,0.17891,0.18543,0.18543,0.18543,0.18543,0.18543,0.18543,0.18543,MiscCrop,,,,,
Western Europe,Poultry,Mixed,MiscCrop,0.20519,0.20519,0.19970,0.19970,0.19970,0.19970,0.19970,0.19970,0.19970,MiscCrop,,,,,
Japan,Poultry,Mixed,MiscCrop,0.18568,0.18568,0.19539,0.19539,0.19539,0.19539,0.19539,0.19539,0.19539,MiscCrop,,,,,
Australia_NZ,Poultry,Mixed,MiscCrop,0.18695,0.18695,0.20093,0.20093,0.20093,0.20093,0.20093,0.20093,0.20093,MiscCrop,,,,,
Former Soviet Union,Poultry,Mixed,MiscCrop,0.16802,0.16802,0.20601,0.20601,0.20601,0.20601,0.20601,0.20601,0.20601,MiscCrop,,,,,
China,Poultry,Mixed,MiscCrop,0.21578,0.21578,0.25123,0.25123,0.25123,0.25123,0.25123,0.25123,0.25123,MiscCrop,,,,,
Middle East,Poultry,Mixed,MiscCrop,0.14808,0.14808,0.15514,0.15514,0.15514,0.15514,0.15514,0.15514,0.15514,MiscCrop,,,,,
Africa,Poultry,Mixed,MiscCrop,0.17624,0.17624,0.19178,0.19178,0.19178,0.19178,0.19178,0.19178,0.19178,MiscCrop,,,,,
Latin America,Poultry,Mixed,MiscCrop,0.17203,0.17203,0.17976,0.17976,0.17976,0.17976,0.17976,0.17976,0.17976,MiscCrop,,,,,
Southeast Asia,Poultry,Mixed,MiscCrop,0.18166,0.18166,0.19260,0.19260,0.19260,0.19260,0.19260,0.19260,0.19260,MiscCrop,,,,,
Eastern Europe,Poultry,Mixed,MiscCrop,0.17839,0.17839,0.17484,0.17484,0.17484,0.17484,0.17484,0.17484,0.17484,MiscCrop,,,,,
Korea,Poultry,Mixed,MiscCrop,0.15490,0.15490,0.17018,0.17018,0.17018,0.17018,0.17018,0.17018,0.17018,MiscCrop,,,,,
India,Poultry,Mixed,MiscCrop,0.16497,0.16497,0.17327,0.17327,0.17327,0.17327,0.17327,0.17327,0.17327,MiscCrop,,,,,
USA,Poultry,Mixed,OilCrop,0.17563,0.17563,0.18544,0.18544,0.18544,0.18544,0.18544,0.18544,0.18544,OilCrop,,,,,
Canada,Poultry,Mixed,OilCrop,0.17891,0.17891,0.18543,0.18543,0.18543,0.18543,0.18543,0.18543,0.18543,OilCrop,,,,,
Western Europe,Poultry,Mixed,OilCrop,0.20519,0.20519,0.19970,0.19970,0.19970,0.19970,0.19970,0.19970,0.19970,OilCrop,,,,,
Japan,Poultry,Mixed,OilCrop,0.18568,0.18568,0.19539,0.19539,0.19539,0.19539,0.19539,0.19539,0.19539,OilCrop,,,,,
Australia_NZ,Poultry,Mixed,OilCrop,0.18695,0.18695,0.20093,0.20093,0.20093,0.20093,0.20093,0.20093,0.20093,OilCrop,,,,,
Former Soviet Union,Poultry,Mixed,OilCrop,0.16802,0.16802,0.20601,0.20601,0.20601,0.20601,0.20601,0.20601,0.20601,OilCrop,,,,,
China,Poultry,Mixed,OilCrop,0.21578,0.21578,0.25123,0.25123,0.25123,0.25123,0.25123,0.25123,0.25123,OilCrop,,,,,
Middle East,Poultry,Mixed,OilCrop,0.14808,0.14808,0.15514,0.15514,0.15514,0.15514,0.15514,0.15514,0.15514,OilCrop,,,,,
Africa,Poultry,Mixed,OilCrop,0.17624,0.17624,0.19178,0.19178,0.19178,0.19178,0.19178,0.19178,0.19178,OilCrop,,,,,
Latin America,Poultry,Mixed,OilCrop,0.17203,0.17203,0.17976,0.17976,0.17976,0.17976,0.17976,0.17976,0.17976,OilCrop,,,,,
Southeast Asia,Poultry,Mixed,OilCrop,0.18166,0.18166,0.19260,0.19260,0.19260,0.19260,0.19260,0.19260,0.19260,OilCrop,,,,,
Eastern Europe,Poultry,Mixed,OilCrop,0.17839,0.17839,0.17484,0.17484,0.17484,0.17484,0.17484,0.17484,0.17484,OilCrop,,,,,
Korea,Poultry,Mixed,OilCrop,0.15490,0.15490,0.17018,0.17018,0.17018,0.17018,0.17018,0.17018,0.17018,OilCrop,,,,,
India,Poultry,Mixed,OilCrop,0.16497,0.16497,0.17327,0.17327,0.17327,0.17327,0.17327,0.17327,0.17327,OilCrop,,,,,
USA,Poultry,Mixed,OtherGrain,0.17563,0.17563,0.18544,0.18544,0.18544,0.18544,0.18544,0.18544,0.18544,OtherGrain,,,,,
Canada,Poultry,Mixed,OtherGrain,0.17891,0.17891,0.18543,0.18543,0.18543,0.18543,0.18543,0.18543,0.18543,OtherGrain,,,,,
Western Europe,Poultry,Mixed,OtherGrain,0.20519,0.20519,0.19970,0.19970,0.19970,0.19970,0.19970,0.19970,0.19970,OtherGrain,,,,,
Japan,Poultry,Mixed,OtherGrain,0.18568,0.18568,0.19539,0.19539,0.19539,0.19539,0.19539,0.19539,0.19539,OtherGrain,,,,,
Australia_NZ,Poultry,Mixed,OtherGrain,0.18695,0.18695,0.20093,0.20093,0.20093,0.20093,0.20093,0.20093,0.20093,OtherGrain,,,,,
Former Soviet Union,Poultry,Mixed,OtherGrain,0.16802,0.16802,0.20601,0.20601,0.20601,0.20601,0.20601,0.20601,0.20601,OtherGrain,,,,,
China,Poultry,Mixed,OtherGrain,0.21578,0.21578,0.25123,0.25123,0.25123,0.25123,0.25123,0.25123,0.25123,OtherGrain,,,,,
Middle East,Poultry,Mixed,OtherGrain,0.14808,0.14808,0.15514,0.15514,0.15514,0.15514,0.15514,0.15514,0.15514,OtherGrain,,,,,
Africa,Poultry,Mixed,OtherGrain,0.17624,0.17624,0.19178,0.19178,0.19178,0.19178,0.19178,0.19178,0.19178,OtherGrain,,,,,
Latin America,Poultry,Mixed,OtherGrain,0.17203,0.17203,0.17976,0.17976,0.17976,0.17976,0.17976,0.17976,0.17976,OtherGrain,,,,,
Southeast Asia,Poultry,Mixed,OtherGrain,0.18166,0.18166,0.19260,0.19260,0.19260,0.19260,0.19260,0.19260,0.19260,OtherGrain,,,,,
Eastern Europe,Poultry,Mixed,OtherGrain,0.17839,0.17839,0.17484,0.17484,0.17484,0.17484,0.17484,0.17484,0.17484,OtherGrain,,,,,
Korea,Poultry,Mixed,OtherGrain,0.15490,0.15490,0.17018,0.17018,0.17018,0.17018,0.17018,0.17018,0.17018,OtherGrain,,,,,
India,Poultry,Mixed,OtherGrain,0.16497,0.16497,0.17327,0.17327,0.17327,0.17327,0.17327,0.17327,0.17327,OtherGrain,,,,,
USA,Poultry,Mixed,Rice,0.17563,0.17563,0.18544,0.18544,0.18544,0.18544,0.18544,0.18544,0.18544,Rice,,,,,
Canada,Poultry,Mixed,Rice,0.17891,0.17891,0.18543,0.18543,0.18543,0.18543,0.18543,0.18543,0.18543,Rice,,,,,
Western Europe,Poultry,Mixed,Rice,0.20519,0.20519,0.19970,0.19970,0.19970,0.19970,0.19970,0.19970,0.19970,Rice,,,,,
Japan,Poultry,Mixed,Rice,0.18568,0.18568,0.19539,0.19539,0.19539,0.19539,0.19539,0.19539,0.19539,Rice,,,,,
Australia_NZ,Poultry,Mixed,Rice,0.18695,0.18695,0.20093,0.20093,0.20093,0.20093,0.20093,0.20093,0.20093,Rice,,,,,
Former Soviet Union,Poultry,Mixed,Rice,0.16802,0.16802,0.20601,0.20601,0.20601,0.20601,0.20601,0.20601,0.20601,Rice,,,,,
China,Poultry,Mixed,Rice,0.21578,0.21578,0.25123,0.25123,0.25123,0.25123,0.25123,0.25123,0.25123,Rice,,,,,
Middle East,Poultry,Mixed,Rice,0.14808,0.14808,0.15514,0.15514,0.15514,0.15514,0.15514,0.15514,0.15514,Rice,,,,,
Africa,Poultry,Mixed,Rice,0.17624,0.17624,0.19178,0.19178,0.19178,0.19178,0.19178,0.19178,0.19178,Rice,,,,,
Latin America,Poultry,Mixed,Rice,0.17203,0.17203,0.17976,0.17976,0.17976,0.17976,0.17976,0.17976,0.17976,Rice,,,,,
Southeast Asia,Poultry,Mixed,Rice,0.18166,0.18166,0.19260,0.19260,0.19260,0.19260,0.19260,0.19260,0.19260,Rice,,,,,
Eastern Europe,Poultry,Mixed,Rice,0.17839,0.17839,0.17484,0.17484,0.17484,0.17484,0.17484,0.17484,0.17484,Rice,,,,,
Korea,Poultry,Mixed,Rice,0.15490,0.15490,0.17018,0.17018,0.17018,0.17018,0.17018,0.17018,0.17018,Rice,,,,,
India,Poultry,Mixed,Rice,0.16497,0.16497,0.17327,0.17327,0.17327,0.17327,0.17327,0.17327,0.17327,Rice,,,,,
USA,Poultry,Mixed,SugarCrop,0.17563,0.17563,0.18544,0.18544,0.18544,0.18544,0.18544,0.18544,0.18544,SugarCrop,,,,,
