INPUT_TABLE
Variable ID
ghgCoef_Unmgd

region,AgSupplySector,AgSupplySubsector,UnmanagedLandTechnology,year,generic.ghg,uncontrolled.emiss.coef
Eastern Europe,UnmanagedLand,Savannah BurningAEZ10,Savannah BurningAEZ10,1990,OC,0.000371896
Eastern Europe,UnmanagedLand,DeforestationAEZ10,DeforestationAEZ10,1990,OC,0.108584141
Eastern Europe,UnmanagedLand,Forest FiresAEZ10,Forest FiresAEZ10,1990,OC,0.000123518
Former Soviet Union,UnmanagedLand,Savannah BurningAEZ10,Savannah BurningAEZ10,1990,OC,0.000299752
Former Soviet Union,UnmanagedLand,DeforestationAEZ10,DeforestationAEZ10,1990,OC,0.046366396
Former Soviet Union,UnmanagedLand,Forest FiresAEZ10,Forest FiresAEZ10,1990,OC,0.000251387
India,UnmanagedLand,Savannah BurningAEZ10,Savannah BurningAEZ10,1990,OC,0.00020103
India,UnmanagedLand,DeforestationAEZ10,DeforestationAEZ10,1990,OC,0.023050988
India,UnmanagedLand,Forest FiresAEZ10,Forest FiresAEZ10,1990,OC,0.000159025
Japan,UnmanagedLand,Savannah BurningAEZ10,Savannah BurningAEZ10,1990,OC,8.91e-05
Japan,UnmanagedLand,DeforestationAEZ10,DeforestationAEZ10,1990,OC,0.058261812
Japan,UnmanagedLand,Forest FiresAEZ10,Forest FiresAEZ10,1990,OC,9.34e-05
Korea,UnmanagedLand,Savannah BurningAEZ10,Savannah BurningAEZ10,1990,OC,0.000254191
Korea,UnmanagedLand,DeforestationAEZ10,DeforestationAEZ10,1990,OC,0.025552251
Korea,UnmanagedLand,Forest FiresAEZ10,Forest FiresAEZ10,1990,OC,2.93e-06
Latin America,UnmanagedLand,Savannah BurningAEZ10,Savannah BurningAEZ10,1990,OC,0.000412622
Latin America,UnmanagedLand,DeforestationAEZ10,DeforestationAEZ10,1990,OC,0.101929562
Latin America,UnmanagedLand,Forest FiresAEZ10,Forest FiresAEZ10,1990,OC,0.000175239
Middle East,UnmanagedLand,Savannah BurningAEZ10,Savannah BurningAEZ10,1990,OC,1.32e-05
Southeast Asia,UnmanagedLand,Savannah BurningAEZ10,Savannah BurningAEZ10,1990,OC,0.00042464
Southeast Asia,UnmanagedLand,DeforestationAEZ10,DeforestationAEZ10,1990,OC,0.23977966
Southeast Asia,UnmanagedLand,Forest FiresAEZ10,Forest FiresAEZ10,1990,OC,0.001269783
USA,UnmanagedLand,Savannah BurningAEZ10,Savannah BurningAEZ10,1990,OC,0.000216246
USA,UnmanagedLand,DeforestationAEZ10,DeforestationAEZ10,1990,OC,0
USA,UnmanagedLand,Forest FiresAEZ10,Forest FiresAEZ10,1990,OC,8.89e-05
Western Europe,UnmanagedLand,Savannah BurningAEZ10,Savannah BurningAEZ10,1990,OC,0.000190039
Western Europe,UnmanagedLand,DeforestationAEZ10,DeforestationAEZ10,1990,OC,0.004240866
Western Europe,UnmanagedLand,Forest FiresAEZ10,Forest FiresAEZ10,1990,OC,1.61e-06
Africa,UnmanagedLand,Savannah BurningAEZ11,Savannah BurningAEZ11,1990,OC,0.001831675
Africa,UnmanagedLand,DeforestationAEZ11,DeforestationAEZ11,1990,OC,0.054205888
Africa,UnmanagedLand,Forest FiresAEZ11,Forest FiresAEZ11,1990,OC,0.000140625
Australia_NZ,UnmanagedLand,Savannah BurningAEZ11,Savannah BurningAEZ11,1990,OC,0.000667431
Australia_NZ,UnmanagedLand,DeforestationAEZ11,DeforestationAEZ11,1990,OC,0.009747502
Australia_NZ,UnmanagedLand,Forest FiresAEZ11,Forest FiresAEZ11,1990,OC,0.00071849
Canada,UnmanagedLand,DeforestationAEZ11,DeforestationAEZ11,1990,OC,0.003926488
Canada,UnmanagedLand,Forest FiresAEZ11,Forest FiresAEZ11,1990,OC,0.000102728
China,UnmanagedLand,Savannah BurningAEZ11,Savannah BurningAEZ11,1990,OC,7.37e-05
China,UnmanagedLand,DeforestationAEZ11,DeforestationAEZ11,1990,OC,0.004140311
China,UnmanagedLand,Forest FiresAEZ11,Forest FiresAEZ11,1990,OC,6.85e-05
Eastern Europe,UnmanagedLand,Savannah BurningAEZ11,Savannah BurningAEZ11,1990,OC,0.000371896
Eastern Europe,UnmanagedLand,DeforestationAEZ11,DeforestationAEZ11,1990,OC,0.108584141
Eastern Europe,UnmanagedLand,Forest FiresAEZ11,Forest FiresAEZ11,1990,OC,0.000123518
Former Soviet Union,UnmanagedLand,Savannah BurningAEZ11,Savannah BurningAEZ11,1990,OC,0.000299752
Former Soviet Union,UnmanagedLand,DeforestationAEZ11,DeforestationAEZ11,1990,OC,0.046366396
Former Soviet Union,UnmanagedLand,Forest FiresAEZ11,Forest FiresAEZ11,1990,OC,0.000251387
India,UnmanagedLand,Savannah BurningAEZ11,Savannah BurningAEZ11,1990,OC,0.00020103
India,UnmanagedLand,DeforestationAEZ11,DeforestationAEZ11,1990,OC,0.023050988
India,UnmanagedLand,Forest FiresAEZ11,Forest FiresAEZ11,1990,OC,0.000159025
Japan,UnmanagedLand,Savannah BurningAEZ11,Savannah BurningAEZ11,1990,OC,8.91e-05
Japan,UnmanagedLand,DeforestationAEZ11,DeforestationAEZ11,1990,OC,0.058261812
Japan,UnmanagedLand,Forest FiresAEZ11,Forest FiresAEZ11,1990,OC,9.34e-05
Korea,UnmanagedLand,DeforestationAEZ11,DeforestationAEZ11,1990,OC,0.025552251
Korea,UnmanagedLand,Forest FiresAEZ11,Forest FiresAEZ11,1990,OC,2.93e-06
Latin America,UnmanagedLand,Savannah BurningAEZ11,Savannah BurningAEZ11,1990,OC,0.000412622
Latin America,UnmanagedLand,DeforestationAEZ11,DeforestationAEZ11,1990,OC,0.101929562
Latin America,UnmanagedLand,Forest FiresAEZ11,Forest FiresAEZ11,1990,OC,0.000175239
Southeast Asia,UnmanagedLand,Savannah BurningAEZ11,Savannah BurningAEZ11,1990,OC,0.00042464
Southeast Asia,UnmanagedLand,DeforestationAEZ11,DeforestationAEZ11,1990,OC,0.23977966
Southeast Asia,UnmanagedLand,Forest FiresAEZ11,Forest FiresAEZ11,1990,OC,0.001269783
USA,UnmanagedLand,Savannah BurningAEZ11,Savannah BurningAEZ11,1990,OC,0.000216246
USA,UnmanagedLand,DeforestationAEZ11,DeforestationAEZ11,1990,OC,0
USA,UnmanagedLand,Forest FiresAEZ11,Forest FiresAEZ11,1990,OC,8.89e-05
Western Europe,UnmanagedLand,Savannah BurningAEZ11,Savannah BurningAEZ11,1990,OC,0.000190039
Western Europe,UnmanagedLand,DeforestationAEZ11,DeforestationAEZ11,1990,OC,0.004240866
Western Europe,UnmanagedLand,Forest FiresAEZ11,Forest FiresAEZ11,1990,OC,1.61e-06
Africa,UnmanagedLand,Savannah BurningAEZ12,Savannah BurningAEZ12,1990,OC,0.001831675
Africa,UnmanagedLand,DeforestationAEZ12,DeforestationAEZ12,1990,OC,0.054205888
Africa,UnmanagedLand,Forest FiresAEZ12,Forest FiresAEZ12,1990,OC,0.000140625
Australia_NZ,UnmanagedLand,Savannah BurningAEZ12,Savannah BurningAEZ12,1990,OC,0.000667431
Australia_NZ,UnmanagedLand,DeforestationAEZ12,DeforestationAEZ12,1990,OC,0.009747502
Australia_NZ,UnmanagedLand,Forest FiresAEZ12,Forest FiresAEZ12,1990,OC,0.00071849
China,UnmanagedLand,Savannah BurningAEZ12,Savannah BurningAEZ12,1990,OC,7.37e-05
China,UnmanagedLand,DeforestationAEZ12,DeforestationAEZ12,1990,OC,0.004140311
China,UnmanagedLand,Forest FiresAEZ12,Forest FiresAEZ12,1990,OC,6.85e-05
Eastern Europe,UnmanagedLand,Savannah BurningAEZ12,Savannah BurningAEZ12,1990,OC,0.000371896
Eastern Europe,UnmanagedLand,DeforestationAEZ12,DeforestationAEZ12,1990,OC,0.108584141
Eastern Europe,UnmanagedLand,Forest FiresAEZ12,Forest FiresAEZ12,1990,OC,0.000123518
Former Soviet Union,UnmanagedLand,DeforestationAEZ12,DeforestationAEZ12,1990,OC,0.046366396
Former Soviet Union,UnmanagedLand,Forest FiresAEZ12,Forest FiresAEZ12,1990,OC,0.000251387
India,UnmanagedLand,Savannah BurningAEZ12,Savannah BurningAEZ12,1990,OC,0.00020103
India,UnmanagedLand,DeforestationAEZ12,DeforestationAEZ12,1990,OC,0.023050988
India,UnmanagedLand,Forest FiresAEZ12,Forest FiresAEZ12,1990,OC,0.000159025
Japan,UnmanagedLand,DeforestationAEZ12,DeforestationAEZ12,1990,OC,0.058261812
Japan,UnmanagedLand,Forest FiresAEZ12,Forest FiresAEZ12,1990,OC,9.34e-05
Latin America,UnmanagedLand,Savannah BurningAEZ12,Savannah BurningAEZ12,1990,OC,0.000412622
Latin America,UnmanagedLand,DeforestationAEZ12,DeforestationAEZ12,1990,OC,0.101929562
Latin America,UnmanagedLand,Forest FiresAEZ12,Forest FiresAEZ12,1990,OC,0.000175239
Southeast Asia,UnmanagedLand,Savannah BurningAEZ12,Savannah BurningAEZ12,1990,OC,0.00042464
Southeast Asia,UnmanagedLand,DeforestationAEZ12,DeforestationAEZ12,1990,OC,0.23977966
Southeast Asia,UnmanagedLand,Forest FiresAEZ12,Forest FiresAEZ12,1990,OC,0.001269783
USA,UnmanagedLand,Savannah BurningAEZ12,Savannah BurningAEZ12,1990,OC,0.000216246
USA,UnmanagedLand,DeforestationAEZ12,DeforestationAEZ12,1990,OC,0
USA,UnmanagedLand,Forest FiresAEZ12,Forest FiresAEZ12,1990,OC,8.89e-05
Western Europe,UnmanagedLand,Savannah BurningAEZ12,Savannah BurningAEZ12,1990,OC,0.000190039
Western Europe,UnmanagedLand,DeforestationAEZ12,DeforestationAEZ12,1990,OC,0.004240866
Western Europe,UnmanagedLand,Forest FiresAEZ12,Forest FiresAEZ12,1990,OC,1.61e-06
Canada,UnmanagedLand,Savannah BurningAEZ13,Savannah BurningAEZ13,1990,OC,0.000804319
Canada,UnmanagedLand,DeforestationAEZ13,DeforestationAEZ13,1990,OC,0.003926488
Canada,UnmanagedLand,Forest FiresAEZ13,Forest FiresAEZ13,1990,OC,0.000102728
China,UnmanagedLand,Savannah BurningAEZ13,Savannah BurningAEZ13,1990,OC,7.37e-05
China,UnmanagedLand,DeforestationAEZ13,DeforestationAEZ13,1990,OC,0.004140311
China,UnmanagedLand,Forest FiresAEZ13,Forest FiresAEZ13,1990,OC,6.85e-05
Former Soviet Union,UnmanagedLand,Savannah BurningAEZ13,Savannah BurningAEZ13,1990,OC,0.000299752
Former Soviet Union,UnmanagedLand,DeforestationAEZ13,DeforestationAEZ13,1990,OC,0.046366396
Former Soviet Union,UnmanagedLand,Forest FiresAEZ13,Forest FiresAEZ13,1990,OC,0.000251387
India,UnmanagedLand,Savannah BurningAEZ13,Savannah BurningAEZ13,1990,OC,0.00020103
India,UnmanagedLand,DeforestationAEZ13,DeforestationAEZ13,1990,OC,0.023050988
India,UnmanagedLand,Forest FiresAEZ13,Forest FiresAEZ13,1990,OC,0.000159025
Latin America,UnmanagedLand,Savannah BurningAEZ13,Savannah BurningAEZ13,1990,OC,0.000412622
Latin America,UnmanagedLand,DeforestationAEZ13,DeforestationAEZ13,1990,OC,0.101929562
Latin America,UnmanagedLand,Forest FiresAEZ13,Forest FiresAEZ13,1990,OC,0.000175239
Southeast Asia,UnmanagedLand,Savannah BurningAEZ13,Savannah BurningAEZ13,1990,OC,0.00042464
Southeast Asia,UnmanagedLand,DeforestationAEZ13,DeforestationAEZ13,1990,OC,0.23977966
Southeast Asia,UnmanagedLand,Forest FiresAEZ13,Forest FiresAEZ13,1990,OC,0.001269783
USA,UnmanagedLand,Savannah BurningAEZ13,Savannah BurningAEZ13,1990,OC,0.000216246
USA,UnmanagedLand,DeforestationAEZ13,DeforestationAEZ13,1990,OC,0
USA,UnmanagedLand,Forest FiresAEZ13,Forest FiresAEZ13,1990,OC,8.89e-05
Western Europe,UnmanagedLand,DeforestationAEZ13,DeforestationAEZ13,1990,OC,0.004240866
Western Europe,UnmanagedLand,Forest FiresAEZ13,Forest FiresAEZ13,1990,OC,1.61e-06
Canada,UnmanagedLand,Savannah BurningAEZ14,Savannah BurningAEZ14,1990,OC,0.000804319
Canada,UnmanagedLand,DeforestationAEZ14,DeforestationAEZ14,1990,OC,0.003926488
Canada,UnmanagedLand,Forest FiresAEZ14,Forest FiresAEZ14,1990,OC,0.000102728
China,UnmanagedLand,Savannah BurningAEZ14,Savannah BurningAEZ14,1990,OC,7.37e-05
China,UnmanagedLand,DeforestationAEZ14,DeforestationAEZ14,1990,OC,0.004140311
China,UnmanagedLand,Forest FiresAEZ14,Forest FiresAEZ14,1990,OC,6.85e-05
Former Soviet Union,UnmanagedLand,Savannah BurningAEZ14,Savannah BurningAEZ14,1990,OC,0.000299752
Former Soviet Union,UnmanagedLand,DeforestationAEZ14,DeforestationAEZ14,1990,OC,0.046366396
Former Soviet Union,UnmanagedLand,Forest FiresAEZ14,Forest FiresAEZ14,1990,OC,0.000251387
India,UnmanagedLand,Savannah BurningAEZ14,Savannah BurningAEZ14,1990,OC,0.00020103
India,UnmanagedLand,DeforestationAEZ14,DeforestationAEZ14,1990,OC,0.023050988
India,UnmanagedLand,Forest FiresAEZ14,Forest FiresAEZ14,1990,OC,0.000159025
Latin America,UnmanagedLand,Savannah BurningAEZ14,Savannah BurningAEZ14,1990,OC,0.000412622
Latin America,UnmanagedLand,DeforestationAEZ14,DeforestationAEZ14,1990,OC,0.101929562
Latin America,UnmanagedLand,Forest FiresAEZ14,Forest FiresAEZ14,1990,OC,0.000175239
Southeast Asia,UnmanagedLand,Savannah BurningAEZ14,Savannah BurningAEZ14,1990,OC,0.00042464
Southeast Asia,UnmanagedLand,DeforestationAEZ14,DeforestationAEZ14,1990,OC,0.23977966
Southeast Asia,UnmanagedLand,Forest FiresAEZ14,Forest FiresAEZ14,1990,OC,0.001269783
USA,UnmanagedLand,Savannah BurningAEZ14,Savannah BurningAEZ14,1990,OC,0.000216246
USA,UnmanagedLand,DeforestationAEZ14,DeforestationAEZ14,1990,OC,0
USA,UnmanagedLand,Forest FiresAEZ14,Forest FiresAEZ14,1990,OC,8.89e-05
Western Europe,UnmanagedLand,Savannah BurningAEZ14,Savannah BurningAEZ14,1990,OC,0.000190039
Western Europe,UnmanagedLand,DeforestationAEZ14,DeforestationAEZ14,1990,OC,0.004240866
Western Europe,UnmanagedLand,Forest FiresAEZ14,Forest FiresAEZ14,1990,OC,1.61e-06
Australia_NZ,UnmanagedLand,Savannah BurningAEZ15,Savannah BurningAEZ15,1990,OC,0.000667431
Australia_NZ,UnmanagedLand,DeforestationAEZ15,DeforestationAEZ15,1990,OC,0.009747502
Australia_NZ,UnmanagedLand,Forest FiresAEZ15,Forest FiresAEZ15,1990,OC,0.00071849
Canada,UnmanagedLand,Savannah BurningAEZ15,Savannah BurningAEZ15,1990,OC,0.000804319
Canada,UnmanagedLand,DeforestationAEZ15,DeforestationAEZ15,1990,OC,0.003926488
Canada,UnmanagedLand,Forest FiresAEZ15,Forest FiresAEZ15,1990,OC,0.000102728
China,UnmanagedLand,Savannah BurningAEZ15,Savannah BurningAEZ15,1990,OC,7.37e-05
China,UnmanagedLand,DeforestationAEZ15,DeforestationAEZ15,1990,OC,0.004140311
China,UnmanagedLand,Forest FiresAEZ15,Forest FiresAEZ15,1990,OC,6.85e-05
Eastern Europe,UnmanagedLand,Savannah BurningAEZ15,Savannah BurningAEZ15,1990,OC,0.000371896
Eastern Europe,UnmanagedLand,DeforestationAEZ15,DeforestationAEZ15,1990,OC,0.108584141
Eastern Europe,UnmanagedLand,Forest FiresAEZ15,Forest FiresAEZ15,1990,OC,0.000123518
Former Soviet Union,UnmanagedLand,Savannah BurningAEZ15,Savannah BurningAEZ15,1990,OC,0.000299752
Former Soviet Union,UnmanagedLand,DeforestationAEZ15,DeforestationAEZ15,1990,OC,0.046366396
Former Soviet Union,UnmanagedLand,Forest FiresAEZ15,Forest FiresAEZ15,1990,OC,0.000251387
India,UnmanagedLand,Savannah BurningAEZ15,Savannah BurningAEZ15,1990,OC,0.00020103
India,UnmanagedLand,DeforestationAEZ15,DeforestationAEZ15,1990,OC,0.023050988
India,UnmanagedLand,Forest FiresAEZ15,Forest FiresAEZ15,1990,OC,0.000159025
Japan,UnmanagedLand,Savannah BurningAEZ15,Savannah BurningAEZ15,1990,OC,8.91e-05
Japan,UnmanagedLand,DeforestationAEZ15,DeforestationAEZ15,1990,OC,0.058261812
Japan,UnmanagedLand,Forest FiresAEZ15,Forest FiresAEZ15,1990,OC,9.34e-05
Latin America,UnmanagedLand,Savannah BurningAEZ15,Savannah BurningAEZ15,1990,OC,0.000412622
Latin America,UnmanagedLand,DeforestationAEZ15,DeforestationAEZ15,1990,OC,0.101929562
Latin America,UnmanagedLand,Forest FiresAEZ15,Forest FiresAEZ15,1990,OC,0.000175239
Southeast Asia,UnmanagedLand,Savannah BurningAEZ15,Savannah BurningAEZ15,1990,OC,0.00042464
Southeast Asia,UnmanagedLand,DeforestationAEZ15,DeforestationAEZ15,1990,OC,0.23977966
Southeast Asia,UnmanagedLand,Forest FiresAEZ15,Forest FiresAEZ15,1990,OC,0.001269783
USA,UnmanagedLand,Savannah BurningAEZ15,Savannah BurningAEZ15,1990,OC,0.000216246
USA,UnmanagedLand,DeforestationAEZ15,DeforestationAEZ15,1990,OC,0
USA,UnmanagedLand,Forest FiresAEZ15,Forest FiresAEZ15,1990,OC,8.89e-05
Western Europe,UnmanagedLand,Savannah BurningAEZ15,Savannah BurningAEZ15,1990,OC,0.000190039
Western Europe,UnmanagedLand,DeforestationAEZ15,DeforestationAEZ15,1990,OC,0.004240866
Western Europe,UnmanagedLand,Forest FiresAEZ15,Forest FiresAEZ15,1990,OC,1.61e-06
Australia_NZ,UnmanagedLand,Savannah BurningAEZ16,Savannah BurningAEZ16,1990,OC,0.000667431
Australia_NZ,UnmanagedLand,DeforestationAEZ16,DeforestationAEZ16,1990,OC,0.009747502
Australia_NZ,UnmanagedLand,Forest FiresAEZ16,Forest FiresAEZ16,1990,OC,0.00071849
Canada,UnmanagedLand,Savannah BurningAEZ16,Savannah BurningAEZ16,1990,OC,0.000804319
Canada,UnmanagedLand,DeforestationAEZ16,DeforestationAEZ16,1990,OC,0.003926488
Canada,UnmanagedLand,Forest FiresAEZ16,Forest FiresAEZ16,1990,OC,0.000102728
China,UnmanagedLand,Savannah BurningAEZ16,Savannah BurningAEZ16,1990,OC,7.37e-05
China,UnmanagedLand,DeforestationAEZ16,DeforestationAEZ16,1990,OC,0.004140311
China,UnmanagedLand,Forest FiresAEZ16,Forest FiresAEZ16,1990,OC,6.85e-05
Eastern Europe,UnmanagedLand,DeforestationAEZ16,DeforestationAEZ16,1990,OC,0.108584141
Eastern Europe,UnmanagedLand,Forest FiresAEZ16,Forest FiresAEZ16,1990,OC,0.000123518
Former Soviet Union,UnmanagedLand,Savannah BurningAEZ16,Savannah BurningAEZ16,1990,OC,0.000299752
Former Soviet Union,UnmanagedLand,DeforestationAEZ16,DeforestationAEZ16,1990,OC,0.046366396
Former Soviet Union,UnmanagedLand,Forest FiresAEZ16,Forest FiresAEZ16,1990,OC,0.000251387
India,UnmanagedLand,Savannah BurningAEZ16,Savannah BurningAEZ16,1990,OC,0.00020103
India,UnmanagedLand,DeforestationAEZ16,DeforestationAEZ16,1990,OC,0.023050988
India,UnmanagedLand,Forest FiresAEZ16,Forest FiresAEZ16,1990,OC,0.000159025
Latin America,UnmanagedLand,Savannah BurningAEZ16,Savannah BurningAEZ16,1990,OC,0.000412622
Latin America,UnmanagedLand,DeforestationAEZ16,DeforestationAEZ16,1990,OC,0.101929562
Latin America,UnmanagedLand,Forest FiresAEZ16,Forest FiresAEZ16,1990,OC,0.000175239
Southeast Asia,UnmanagedLand,Savannah BurningAEZ16,Savannah BurningAEZ16,1990,OC,0.00042464
Southeast Asia,UnmanagedLand,DeforestationAEZ16,DeforestationAEZ16,1990,OC,0.23977966
Southeast Asia,UnmanagedLand,Forest FiresAEZ16,Forest FiresAEZ16,1990,OC,0.001269783
USA,UnmanagedLand,DeforestationAEZ16,DeforestationAEZ16,1990,OC,0
USA,UnmanagedLand,Forest FiresAEZ16,Forest FiresAEZ16,1990,OC,8.89e-05
Western Europe,UnmanagedLand,Savannah BurningAEZ16,Savannah BurningAEZ16,1990,OC,0.000190039
Western Europe,UnmanagedLand,DeforestationAEZ16,DeforestationAEZ16,1990,OC,0.004240866
Western Europe,UnmanagedLand,Forest FiresAEZ16,Forest FiresAEZ16,1990,OC,1.61e-06
Australia_NZ,UnmanagedLand,Savannah BurningAEZ17,Savannah BurningAEZ17,1990,OC,0.000667431
Australia_NZ,UnmanagedLand,DeforestationAEZ17,DeforestationAEZ17,1990,OC,0.009747502
Australia_NZ,UnmanagedLand,Forest FiresAEZ17,Forest FiresAEZ17,1990,OC,0.00071849
China,UnmanagedLand,Savannah BurningAEZ17,Savannah BurningAEZ17,1990,OC,7.37e-05
China,UnmanagedLand,DeforestationAEZ17,DeforestationAEZ17,1990,OC,0.004140311
China,UnmanagedLand,Forest FiresAEZ17,Forest FiresAEZ17,1990,OC,6.85e-05
Latin America,UnmanagedLand,Savannah BurningAEZ17,Savannah BurningAEZ17,1990,OC,0.000412622
Latin America,UnmanagedLand,DeforestationAEZ17,DeforestationAEZ17,1990,OC,0.101929562
Latin America,UnmanagedLand,Forest FiresAEZ17,Forest FiresAEZ17,1990,OC,0.000175239
Latin America,UnmanagedLand,Savannah BurningAEZ18,Savannah BurningAEZ18,1990,OC,0.000412622
Latin America,UnmanagedLand,DeforestationAEZ18,DeforestationAEZ18,1990,OC,0.101929562
Latin America,UnmanagedLand,Forest FiresAEZ18,Forest FiresAEZ18,1990,OC,0.000175239
Africa,UnmanagedLand,Savannah BurningAEZ01,Savannah BurningAEZ01,1990,SO2_3,0.000256905
Africa,UnmanagedLand,DeforestationAEZ01,DeforestationAEZ01,1990,SO2_3,0.006625898
Africa,UnmanagedLand,Forest FiresAEZ01,Forest FiresAEZ01,1990,SO2_3,1.72e-05
Australia_NZ,UnmanagedLand,Savannah BurningAEZ01,Savannah BurningAEZ01,1990,SO2_3,7.7e-05
Australia_NZ,UnmanagedLand,DeforestationAEZ01,DeforestationAEZ01,1990,SO2_3,0.001080297
Australia_NZ,UnmanagedLand,Forest FiresAEZ01,Forest FiresAEZ01,1990,SO2_3,7.96e-05
Latin America,UnmanagedLand,Savannah BurningAEZ01,Savannah BurningAEZ01,1990,SO2_3,5.75e-05
Latin America,UnmanagedLand,DeforestationAEZ01,DeforestationAEZ01,1990,SO2_3,0.011909456
Latin America,UnmanagedLand,Forest FiresAEZ01,Forest FiresAEZ01,1990,SO2_3,2.05e-05
Middle East,UnmanagedLand,Savannah BurningAEZ01,Savannah BurningAEZ01,1990,SO2_3,1.52e-06
Africa,UnmanagedLand,Savannah BurningAEZ02,Savannah BurningAEZ02,1990,SO2_3,0.000256905
Africa,UnmanagedLand,DeforestationAEZ02,DeforestationAEZ02,1990,SO2_3,0.006625898
Africa,UnmanagedLand,Forest FiresAEZ02,Forest FiresAEZ02,1990,SO2_3,1.72e-05
Australia_NZ,UnmanagedLand,Savannah BurningAEZ02,Savannah BurningAEZ02,1990,SO2_3,7.7e-05
India,UnmanagedLand,Savannah BurningAEZ02,Savannah BurningAEZ02,1990,SO2_2,2.48e-05
India,UnmanagedLand,DeforestationAEZ02,DeforestationAEZ02,1990,SO2_2,0.002882829
India,UnmanagedLand,Forest FiresAEZ02,Forest FiresAEZ02,1990,SO2_2,1.99e-05
Latin America,UnmanagedLand,Savannah BurningAEZ02,Savannah BurningAEZ02,1990,SO2_3,5.75e-05
Latin America,UnmanagedLand,DeforestationAEZ02,DeforestationAEZ02,1990,SO2_3,0.011909456
Latin America,UnmanagedLand,Forest FiresAEZ02,Forest FiresAEZ02,1990,SO2_3,2.05e-05
Middle East,UnmanagedLand,Savannah BurningAEZ02,Savannah BurningAEZ02,1990,SO2_3,1.52e-06
Africa,UnmanagedLand,Savannah BurningAEZ03,Savannah BurningAEZ03,1990,SO2_3,0.000256905
Africa,UnmanagedLand,DeforestationAEZ03,DeforestationAEZ03,1990,SO2_3,0.006625898
Africa,UnmanagedLand,Forest FiresAEZ03,Forest FiresAEZ03,1990,SO2_3,1.72e-05
Australia_NZ,UnmanagedLand,Savannah BurningAEZ03,Savannah BurningAEZ03,1990,SO2_3,7.7e-05
Australia_NZ,UnmanagedLand,DeforestationAEZ03,DeforestationAEZ03,1990,SO2_3,0.001080297
Australia_NZ,UnmanagedLand,Forest FiresAEZ03,Forest FiresAEZ03,1990,SO2_3,7.96e-05
India,UnmanagedLand,Savannah BurningAEZ03,Savannah BurningAEZ03,1990,SO2_2,2.48e-05
India,UnmanagedLand,DeforestationAEZ03,DeforestationAEZ03,1990,SO2_2,0.002882829
India,UnmanagedLand,Forest FiresAEZ03,Forest FiresAEZ03,1990,SO2_2,1.99e-05
Latin America,UnmanagedLand,Savannah BurningAEZ03,Savannah BurningAEZ03,1990,SO2_3,5.75e-05
Latin America,UnmanagedLand,DeforestationAEZ03,DeforestationAEZ03,1990,SO2_3,0.011909456
Latin America,UnmanagedLand,Forest FiresAEZ03,Forest FiresAEZ03,1990,SO2_3,2.05e-05
Middle East,UnmanagedLand,Savannah BurningAEZ03,Savannah BurningAEZ03,1990,SO2_3,1.52e-06
Southeast Asia,UnmanagedLand,Savannah BurningAEZ03,Savannah BurningAEZ03,1990,SO2_2,7.88e-05
Southeast Asia,UnmanagedLand,DeforestationAEZ03,DeforestationAEZ03,1990,SO2_2,0.061792644
Southeast Asia,UnmanagedLand,Forest FiresAEZ03,Forest FiresAEZ03,1990,SO2_2,0.000327231
Africa,UnmanagedLand,Savannah BurningAEZ04,Savannah BurningAEZ04,1990,SO2_3,0.000256905
Africa,UnmanagedLand,DeforestationAEZ04,DeforestationAEZ04,1990,SO2_3,0.006625898
Africa,UnmanagedLand,Forest FiresAEZ04,Forest FiresAEZ04,1990,SO2_3,1.72e-05
Australia_NZ,UnmanagedLand,Savannah BurningAEZ04,Savannah BurningAEZ04,1990,SO2_3,7.7e-05
Australia_NZ,UnmanagedLand,DeforestationAEZ04,DeforestationAEZ04,1990,SO2_3,0.001080297
Australia_NZ,UnmanagedLand,Forest FiresAEZ04,Forest FiresAEZ04,1990,SO2_3,7.96e-05
China,UnmanagedLand,Savannah BurningAEZ04,Savannah BurningAEZ04,1990,SO2_2,9.39e-06
China,UnmanagedLand,DeforestationAEZ04,DeforestationAEZ04,1990,SO2_2,0.00045938
China,UnmanagedLand,Forest FiresAEZ04,Forest FiresAEZ04,1990,SO2_2,7.6e-06
India,UnmanagedLand,Savannah BurningAEZ04,Savannah BurningAEZ04,1990,SO2_2,2.48e-05
India,UnmanagedLand,DeforestationAEZ04,DeforestationAEZ04,1990,SO2_2,0.002882829
India,UnmanagedLand,Forest FiresAEZ04,Forest FiresAEZ04,1990,SO2_2,1.99e-05
Latin America,UnmanagedLand,Savannah BurningAEZ04,Savannah BurningAEZ04,1990,SO2_3,5.75e-05
Latin America,UnmanagedLand,DeforestationAEZ04,DeforestationAEZ04,1990,SO2_3,0.011909456
Latin America,UnmanagedLand,Forest FiresAEZ04,Forest FiresAEZ04,1990,SO2_3,2.05e-05
Southeast Asia,UnmanagedLand,Savannah BurningAEZ04,Savannah BurningAEZ04,1990,SO2_2,7.88e-05
Southeast Asia,UnmanagedLand,DeforestationAEZ04,DeforestationAEZ04,1990,SO2_2,0.061792644
Southeast Asia,UnmanagedLand,Forest FiresAEZ04,Forest FiresAEZ04,1990,SO2_2,0.000327231
Western Europe,UnmanagedLand,Savannah BurningAEZ04,Savannah BurningAEZ04,1990,SO2_1,2.62e-05
Africa,UnmanagedLand,Savannah BurningAEZ05,Savannah BurningAEZ05,1990,SO2_3,0.000256905
