INPUT_TABLE
Variable ID
ghgCoef_Unmgd

region,AgSupplySector,AgSupplySubsector,UnmanagedLandTechnology,year,generic.ghg,uncontrolled.emiss.coef
Middle East,UnmanagedLand,Savannah BurningAEZ02,Savannah BurningAEZ02,1990,BC,1.9e-06
Africa,UnmanagedLand,Savannah BurningAEZ03,Savannah BurningAEZ03,1990,BC,0.000253399
Africa,UnmanagedLand,DeforestationAEZ03,DeforestationAEZ03,1990,BC,0.006452441
Africa,UnmanagedLand,Forest FiresAEZ03,Forest FiresAEZ03,1990,BC,1.67e-05
Australia_NZ,UnmanagedLand,Savannah BurningAEZ03,Savannah BurningAEZ03,1990,BC,9.59e-05
Australia_NZ,UnmanagedLand,DeforestationAEZ03,DeforestationAEZ03,1990,BC,0.001180208
Australia_NZ,UnmanagedLand,Forest FiresAEZ03,Forest FiresAEZ03,1990,BC,8.7e-05
India,UnmanagedLand,Savannah BurningAEZ03,Savannah BurningAEZ03,1990,BC,2.85e-05
India,UnmanagedLand,DeforestationAEZ03,DeforestationAEZ03,1990,BC,0.002432933
India,UnmanagedLand,Forest FiresAEZ03,Forest FiresAEZ03,1990,BC,1.68e-05
Latin America,UnmanagedLand,Savannah BurningAEZ03,Savannah BurningAEZ03,1990,BC,5.72e-05
Latin America,UnmanagedLand,DeforestationAEZ03,DeforestationAEZ03,1990,BC,0.01194629
Latin America,UnmanagedLand,Forest FiresAEZ03,Forest FiresAEZ03,1990,BC,2.05e-05
Middle East,UnmanagedLand,Savannah BurningAEZ03,Savannah BurningAEZ03,1990,BC,1.9e-06
Southeast Asia,UnmanagedLand,Savannah BurningAEZ03,Savannah BurningAEZ03,1990,BC,5.46e-05
Southeast Asia,UnmanagedLand,DeforestationAEZ03,DeforestationAEZ03,1990,BC,0.022577874
Southeast Asia,UnmanagedLand,Forest FiresAEZ03,Forest FiresAEZ03,1990,BC,0.000119564
Africa,UnmanagedLand,Savannah BurningAEZ04,Savannah BurningAEZ04,1990,BC,0.000253399
Africa,UnmanagedLand,DeforestationAEZ04,DeforestationAEZ04,1990,BC,0.006452441
Africa,UnmanagedLand,Forest FiresAEZ04,Forest FiresAEZ04,1990,BC,1.67e-05
Australia_NZ,UnmanagedLand,Savannah BurningAEZ04,Savannah BurningAEZ04,1990,BC,9.59e-05
Australia_NZ,UnmanagedLand,DeforestationAEZ04,DeforestationAEZ04,1990,BC,0.001180208
Australia_NZ,UnmanagedLand,Forest FiresAEZ04,Forest FiresAEZ04,1990,BC,8.7e-05
China,UnmanagedLand,Savannah BurningAEZ04,Savannah BurningAEZ04,1990,BC,1.04e-05
China,UnmanagedLand,DeforestationAEZ04,DeforestationAEZ04,1990,BC,0.000305052
China,UnmanagedLand,Forest FiresAEZ04,Forest FiresAEZ04,1990,BC,5.05e-06
India,UnmanagedLand,Savannah BurningAEZ04,Savannah BurningAEZ04,1990,BC,2.85e-05
India,UnmanagedLand,DeforestationAEZ04,DeforestationAEZ04,1990,BC,0.002432933
India,UnmanagedLand,Forest FiresAEZ04,Forest FiresAEZ04,1990,BC,1.68e-05
Latin America,UnmanagedLand,Savannah BurningAEZ04,Savannah BurningAEZ04,1990,BC,5.72e-05
Latin America,UnmanagedLand,DeforestationAEZ04,DeforestationAEZ04,1990,BC,0.01194629
Latin America,UnmanagedLand,Forest FiresAEZ04,Forest FiresAEZ04,1990,BC,2.05e-05
Southeast Asia,UnmanagedLand,Savannah BurningAEZ04,Savannah BurningAEZ04,1990,BC,5.46e-05
Southeast Asia,UnmanagedLand,DeforestationAEZ04,DeforestationAEZ04,1990,BC,0.022577874
Southeast Asia,UnmanagedLand,Forest FiresAEZ04,Forest FiresAEZ04,1990,BC,0.000119564
Western Europe,UnmanagedLand,Savannah BurningAEZ04,Savannah BurningAEZ04,1990,BC,2.64e-05
Africa,UnmanagedLand,Savannah BurningAEZ05,Savannah BurningAEZ05,1990,BC,0.000253399
Africa,UnmanagedLand,DeforestationAEZ05,DeforestationAEZ05,1990,BC,0.006452441
Africa,UnmanagedLand,Forest FiresAEZ05,Forest FiresAEZ05,1990,BC,1.67e-05
Australia_NZ,UnmanagedLand,Savannah BurningAEZ05,Savannah BurningAEZ05,1990,BC,9.59e-05
Australia_NZ,UnmanagedLand,DeforestationAEZ05,DeforestationAEZ05,1990,BC,0.001180208
Australia_NZ,UnmanagedLand,Forest FiresAEZ05,Forest FiresAEZ05,1990,BC,8.7e-05
China,UnmanagedLand,Savannah BurningAEZ05,Savannah BurningAEZ05,1990,BC,1.04e-05
China,UnmanagedLand,DeforestationAEZ05,DeforestationAEZ05,1990,BC,0.000305052
China,UnmanagedLand,Forest FiresAEZ05,Forest FiresAEZ05,1990,BC,5.05e-06
India,UnmanagedLand,Savannah BurningAEZ05,Savannah BurningAEZ05,1990,BC,2.85e-05
India,UnmanagedLand,DeforestationAEZ05,DeforestationAEZ05,1990,BC,0.002432933
India,UnmanagedLand,Forest FiresAEZ05,Forest FiresAEZ05,1990,BC,1.68e-05
Latin America,UnmanagedLand,Savannah BurningAEZ05,Savannah BurningAEZ05,1990,BC,5.72e-05
Latin America,UnmanagedLand,DeforestationAEZ05,DeforestationAEZ05,1990,BC,0.01194629
Latin America,UnmanagedLand,Forest FiresAEZ05,Forest FiresAEZ05,1990,BC,2.05e-05
Southeast Asia,UnmanagedLand,Savannah BurningAEZ05,Savannah BurningAEZ05,1990,BC,5.46e-05
Southeast Asia,UnmanagedLand,DeforestationAEZ05,DeforestationAEZ05,1990,BC,0.022577874
Southeast Asia,UnmanagedLand,Forest FiresAEZ05,Forest FiresAEZ05,1990,BC,0.000119564
Africa,UnmanagedLand,Savannah BurningAEZ06,Savannah BurningAEZ06,1990,BC,0.000253399
Africa,UnmanagedLand,DeforestationAEZ06,DeforestationAEZ06,1990,BC,0.006452441
Africa,UnmanagedLand,Forest FiresAEZ06,Forest FiresAEZ06,1990,BC,1.67e-05
Australia_NZ,UnmanagedLand,Savannah BurningAEZ06,Savannah BurningAEZ06,1990,BC,9.59e-05
Australia_NZ,UnmanagedLand,DeforestationAEZ06,DeforestationAEZ06,1990,BC,0.001180208
Australia_NZ,UnmanagedLand,Forest FiresAEZ06,Forest FiresAEZ06,1990,BC,8.7e-05
China,UnmanagedLand,Savannah BurningAEZ06,Savannah BurningAEZ06,1990,BC,1.04e-05
China,UnmanagedLand,DeforestationAEZ06,DeforestationAEZ06,1990,BC,0.000305052
China,UnmanagedLand,Forest FiresAEZ06,Forest FiresAEZ06,1990,BC,5.05e-06
India,UnmanagedLand,DeforestationAEZ06,DeforestationAEZ06,1990,BC,0.002432933
India,UnmanagedLand,Forest FiresAEZ06,Forest FiresAEZ06,1990,BC,1.68e-05
Latin America,UnmanagedLand,Savannah BurningAEZ06,Savannah BurningAEZ06,1990,BC,5.72e-05
Latin America,UnmanagedLand,DeforestationAEZ06,DeforestationAEZ06,1990,BC,0.01194629
Latin America,UnmanagedLand,Forest FiresAEZ06,Forest FiresAEZ06,1990,BC,2.05e-05
Southeast Asia,UnmanagedLand,Savannah BurningAEZ06,Savannah BurningAEZ06,1990,BC,5.46e-05
Southeast Asia,UnmanagedLand,DeforestationAEZ06,DeforestationAEZ06,1990,BC,0.022577874
Southeast Asia,UnmanagedLand,Forest FiresAEZ06,Forest FiresAEZ06,1990,BC,0.000119564
Africa,UnmanagedLand,Savannah BurningAEZ07,Savannah BurningAEZ07,1990,BC,0.000253399
Africa,UnmanagedLand,DeforestationAEZ07,DeforestationAEZ07,1990,BC,0.006452441
Africa,UnmanagedLand,Forest FiresAEZ07,Forest FiresAEZ07,1990,BC,1.67e-05
Australia_NZ,UnmanagedLand,Savannah BurningAEZ07,Savannah BurningAEZ07,1990,BC,9.59e-05
Australia_NZ,UnmanagedLand,DeforestationAEZ07,DeforestationAEZ07,1990,BC,0.001180208
Australia_NZ,UnmanagedLand,Forest FiresAEZ07,Forest FiresAEZ07,1990,BC,8.7e-05
Canada,UnmanagedLand,Savannah BurningAEZ07,Savannah BurningAEZ07,1990,BC,6.98e-05
Canada,UnmanagedLand,DeforestationAEZ07,DeforestationAEZ07,1990,BC,0.000221438
Canada,UnmanagedLand,Forest FiresAEZ07,Forest FiresAEZ07,1990,BC,5.79e-06
China,UnmanagedLand,Savannah BurningAEZ07,Savannah BurningAEZ07,1990,BC,1.04e-05
China,UnmanagedLand,DeforestationAEZ07,DeforestationAEZ07,1990,BC,0.000305052
China,UnmanagedLand,Forest FiresAEZ07,Forest FiresAEZ07,1990,BC,5.05e-06
Former Soviet Union,UnmanagedLand,Savannah BurningAEZ07,Savannah BurningAEZ07,1990,BC,3.51e-05
Former Soviet Union,UnmanagedLand,DeforestationAEZ07,DeforestationAEZ07,1990,BC,0.002603201
Former Soviet Union,UnmanagedLand,Forest FiresAEZ07,Forest FiresAEZ07,1990,BC,1.41e-05
Latin America,UnmanagedLand,Savannah BurningAEZ07,Savannah BurningAEZ07,1990,BC,5.72e-05
Latin America,UnmanagedLand,DeforestationAEZ07,DeforestationAEZ07,1990,BC,0.01194629
Latin America,UnmanagedLand,Forest FiresAEZ07,Forest FiresAEZ07,1990,BC,2.05e-05
Middle East,UnmanagedLand,Savannah BurningAEZ07,Savannah BurningAEZ07,1990,BC,1.9e-06
Middle East,UnmanagedLand,DeforestationAEZ07,DeforestationAEZ07,1990,BC,0
Middle East,UnmanagedLand,Forest FiresAEZ07,Forest FiresAEZ07,1990,BC,0
Southeast Asia,UnmanagedLand,Savannah BurningAEZ07,Savannah BurningAEZ07,1990,BC,5.46e-05
USA,UnmanagedLand,Savannah BurningAEZ07,Savannah BurningAEZ07,1990,BC,2.03e-05
USA,UnmanagedLand,DeforestationAEZ07,DeforestationAEZ07,1990,BC,0
USA,UnmanagedLand,Forest FiresAEZ07,Forest FiresAEZ07,1990,BC,5.23e-06
Western Europe,UnmanagedLand,Savannah BurningAEZ07,Savannah BurningAEZ07,1990,BC,2.64e-05
Africa,UnmanagedLand,Savannah BurningAEZ08,Savannah BurningAEZ08,1990,BC,0.000253399
Africa,UnmanagedLand,DeforestationAEZ08,DeforestationAEZ08,1990,BC,0.006452441
Africa,UnmanagedLand,Forest FiresAEZ08,Forest FiresAEZ08,1990,BC,1.67e-05
Australia_NZ,UnmanagedLand,Savannah BurningAEZ08,Savannah BurningAEZ08,1990,BC,9.59e-05
Australia_NZ,UnmanagedLand,DeforestationAEZ08,DeforestationAEZ08,1990,BC,0.001180208
Australia_NZ,UnmanagedLand,Forest FiresAEZ08,Forest FiresAEZ08,1990,BC,8.7e-05
Canada,UnmanagedLand,Savannah BurningAEZ08,Savannah BurningAEZ08,1990,BC,6.98e-05
Canada,UnmanagedLand,DeforestationAEZ08,DeforestationAEZ08,1990,BC,0.000221438
Canada,UnmanagedLand,Forest FiresAEZ08,Forest FiresAEZ08,1990,BC,5.79e-06
China,UnmanagedLand,Savannah BurningAEZ08,Savannah BurningAEZ08,1990,BC,1.04e-05
China,UnmanagedLand,DeforestationAEZ08,DeforestationAEZ08,1990,BC,0.000305052
China,UnmanagedLand,Forest FiresAEZ08,Forest FiresAEZ08,1990,BC,5.05e-06
Eastern Europe,UnmanagedLand,Savannah BurningAEZ08,Savannah BurningAEZ08,1990,BC,5.35e-05
Eastern Europe,UnmanagedLand,DeforestationAEZ08,DeforestationAEZ08,1990,BC,0.006682096
Eastern Europe,UnmanagedLand,Forest FiresAEZ08,Forest FiresAEZ08,1990,BC,7.6e-06
Former Soviet Union,UnmanagedLand,Savannah BurningAEZ08,Savannah BurningAEZ08,1990,BC,3.51e-05
Former Soviet Union,UnmanagedLand,DeforestationAEZ08,DeforestationAEZ08,1990,BC,0.002603201
Former Soviet Union,UnmanagedLand,Forest FiresAEZ08,Forest FiresAEZ08,1990,BC,1.41e-05
India,UnmanagedLand,Savannah BurningAEZ08,Savannah BurningAEZ08,1990,BC,2.85e-05
India,UnmanagedLand,DeforestationAEZ08,DeforestationAEZ08,1990,BC,0.002432933
India,UnmanagedLand,Forest FiresAEZ08,Forest FiresAEZ08,1990,BC,1.68e-05
Latin America,UnmanagedLand,Savannah BurningAEZ08,Savannah BurningAEZ08,1990,BC,5.72e-05
Latin America,UnmanagedLand,DeforestationAEZ08,DeforestationAEZ08,1990,BC,0.01194629
Latin America,UnmanagedLand,Forest FiresAEZ08,Forest FiresAEZ08,1990,BC,2.05e-05
Middle East,UnmanagedLand,Savannah BurningAEZ08,Savannah BurningAEZ08,1990,BC,1.9e-06
Middle East,UnmanagedLand,DeforestationAEZ08,DeforestationAEZ08,1990,BC,0
Middle East,UnmanagedLand,Forest FiresAEZ08,Forest FiresAEZ08,1990,BC,0
Southeast Asia,UnmanagedLand,Savannah BurningAEZ08,Savannah BurningAEZ08,1990,BC,5.46e-05
Southeast Asia,UnmanagedLand,DeforestationAEZ08,DeforestationAEZ08,1990,BC,0.022577874
Southeast Asia,UnmanagedLand,Forest FiresAEZ08,Forest FiresAEZ08,1990,BC,0.000119564
USA,UnmanagedLand,Savannah BurningAEZ08,Savannah BurningAEZ08,1990,BC,2.03e-05
USA,UnmanagedLand,DeforestationAEZ08,DeforestationAEZ08,1990,BC,0
USA,UnmanagedLand,Forest FiresAEZ08,Forest FiresAEZ08,1990,BC,5.23e-06
Western Europe,UnmanagedLand,Savannah BurningAEZ08,Savannah BurningAEZ08,1990,BC,2.64e-05
Western Europe,UnmanagedLand,DeforestationAEZ08,DeforestationAEZ08,1990,BC,0.000295097
Western Europe,UnmanagedLand,Forest FiresAEZ08,Forest FiresAEZ08,1990,BC,1.12e-07
Africa,UnmanagedLand,Savannah BurningAEZ09,Savannah BurningAEZ09,1990,BC,0.000253399
Africa,UnmanagedLand,DeforestationAEZ09,DeforestationAEZ09,1990,BC,0.006452441
Africa,UnmanagedLand,Forest FiresAEZ09,Forest FiresAEZ09,1990,BC,1.67e-05
Australia_NZ,UnmanagedLand,Savannah BurningAEZ09,Savannah BurningAEZ09,1990,BC,9.59e-05
Australia_NZ,UnmanagedLand,DeforestationAEZ09,DeforestationAEZ09,1990,BC,0.001180208
Australia_NZ,UnmanagedLand,Forest FiresAEZ09,Forest FiresAEZ09,1990,BC,8.7e-05
Canada,UnmanagedLand,Savannah BurningAEZ09,Savannah BurningAEZ09,1990,BC,6.98e-05
Canada,UnmanagedLand,DeforestationAEZ09,DeforestationAEZ09,1990,BC,0.000221438
Canada,UnmanagedLand,Forest FiresAEZ09,Forest FiresAEZ09,1990,BC,5.79e-06
China,UnmanagedLand,Savannah BurningAEZ09,Savannah BurningAEZ09,1990,BC,1.04e-05
China,UnmanagedLand,DeforestationAEZ09,DeforestationAEZ09,1990,BC,0.000305052
China,UnmanagedLand,Forest FiresAEZ09,Forest FiresAEZ09,1990,BC,5.05e-06
Eastern Europe,UnmanagedLand,Savannah BurningAEZ09,Savannah BurningAEZ09,1990,BC,5.35e-05
Eastern Europe,UnmanagedLand,DeforestationAEZ09,DeforestationAEZ09,1990,BC,0.006682096
Eastern Europe,UnmanagedLand,Forest FiresAEZ09,Forest FiresAEZ09,1990,BC,7.6e-06
Former Soviet Union,UnmanagedLand,Savannah BurningAEZ09,Savannah BurningAEZ09,1990,BC,3.51e-05
Former Soviet Union,UnmanagedLand,DeforestationAEZ09,DeforestationAEZ09,1990,BC,0.002603201
Former Soviet Union,UnmanagedLand,Forest FiresAEZ09,Forest FiresAEZ09,1990,BC,1.41e-05
India,UnmanagedLand,Savannah BurningAEZ09,Savannah BurningAEZ09,1990,BC,2.85e-05
India,UnmanagedLand,DeforestationAEZ09,DeforestationAEZ09,1990,BC,0.002432933
India,UnmanagedLand,Forest FiresAEZ09,Forest FiresAEZ09,1990,BC,1.68e-05
Japan,UnmanagedLand,Savannah BurningAEZ09,Savannah BurningAEZ09,1990,BC,1.28e-05
Japan,UnmanagedLand,DeforestationAEZ09,DeforestationAEZ09,1990,BC,0.003585352
Japan,UnmanagedLand,Forest FiresAEZ09,Forest FiresAEZ09,1990,BC,5.75e-06
Latin America,UnmanagedLand,Savannah BurningAEZ09,Savannah BurningAEZ09,1990,BC,5.72e-05
Latin America,UnmanagedLand,DeforestationAEZ09,DeforestationAEZ09,1990,BC,0.01194629
Latin America,UnmanagedLand,Forest FiresAEZ09,Forest FiresAEZ09,1990,BC,2.05e-05
Middle East,UnmanagedLand,Savannah BurningAEZ09,Savannah BurningAEZ09,1990,BC,1.9e-06
Middle East,UnmanagedLand,DeforestationAEZ09,DeforestationAEZ09,1990,BC,0
Middle East,UnmanagedLand,Forest FiresAEZ09,Forest FiresAEZ09,1990,BC,0
Southeast Asia,UnmanagedLand,Savannah BurningAEZ09,Savannah BurningAEZ09,1990,BC,5.46e-05
Southeast Asia,UnmanagedLand,DeforestationAEZ09,DeforestationAEZ09,1990,BC,0.022577874
Southeast Asia,UnmanagedLand,Forest FiresAEZ09,Forest FiresAEZ09,1990,BC,0.000119564
USA,UnmanagedLand,Savannah BurningAEZ09,Savannah BurningAEZ09,1990,BC,2.03e-05
USA,UnmanagedLand,DeforestationAEZ09,DeforestationAEZ09,1990,BC,0
USA,UnmanagedLand,Forest FiresAEZ09,Forest FiresAEZ09,1990,BC,5.23e-06
Western Europe,UnmanagedLand,Savannah BurningAEZ09,Savannah BurningAEZ09,1990,BC,2.64e-05
Western Europe,UnmanagedLand,DeforestationAEZ09,DeforestationAEZ09,1990,BC,0.000295097
Western Europe,UnmanagedLand,Forest FiresAEZ09,Forest FiresAEZ09,1990,BC,1.12e-07
Africa,UnmanagedLand,Savannah BurningAEZ10,Savannah BurningAEZ10,1990,BC,0.000253399
Africa,UnmanagedLand,DeforestationAEZ10,DeforestationAEZ10,1990,BC,0.006452441
Africa,UnmanagedLand,Forest FiresAEZ10,Forest FiresAEZ10,1990,BC,1.67e-05
Australia_NZ,UnmanagedLand,Savannah BurningAEZ10,Savannah BurningAEZ10,1990,BC,9.59e-05
Australia_NZ,UnmanagedLand,DeforestationAEZ10,DeforestationAEZ10,1990,BC,0.001180208
Australia_NZ,UnmanagedLand,Forest FiresAEZ10,Forest FiresAEZ10,1990,BC,8.7e-05
Canada,UnmanagedLand,Savannah BurningAEZ10,Savannah BurningAEZ10,1990,BC,6.98e-05
Canada,UnmanagedLand,DeforestationAEZ10,DeforestationAEZ10,1990,BC,0.000221438
Canada,UnmanagedLand,Forest FiresAEZ10,Forest FiresAEZ10,1990,BC,5.79e-06
China,UnmanagedLand,Savannah BurningAEZ10,Savannah BurningAEZ10,1990,BC,1.04e-05
China,UnmanagedLand,DeforestationAEZ10,DeforestationAEZ10,1990,BC,0.000305052
China,UnmanagedLand,Forest FiresAEZ10,Forest FiresAEZ10,1990,BC,5.05e-06
Eastern Europe,UnmanagedLand,Savannah BurningAEZ10,Savannah BurningAEZ10,1990,BC,5.35e-05
Eastern Europe,UnmanagedLand,DeforestationAEZ10,DeforestationAEZ10,1990,BC,0.006682096
Eastern Europe,UnmanagedLand,Forest FiresAEZ10,Forest FiresAEZ10,1990,BC,7.6e-06
Former Soviet Union,UnmanagedLand,Savannah BurningAEZ10,Savannah BurningAEZ10,1990,BC,3.51e-05
Former Soviet Union,UnmanagedLand,DeforestationAEZ10,DeforestationAEZ10,1990,BC,0.002603201
Former Soviet Union,UnmanagedLand,Forest FiresAEZ10,Forest FiresAEZ10,1990,BC,1.41e-05
India,UnmanagedLand,Savannah BurningAEZ10,Savannah BurningAEZ10,1990,BC,2.85e-05
India,UnmanagedLand,DeforestationAEZ10,DeforestationAEZ10,1990,BC,0.002432933
India,UnmanagedLand,Forest FiresAEZ10,Forest FiresAEZ10,1990,BC,1.68e-05
Japan,UnmanagedLand,Savannah BurningAEZ10,Savannah BurningAEZ10,1990,BC,1.28e-05
Japan,UnmanagedLand,DeforestationAEZ10,DeforestationAEZ10,1990,BC,0.003585352
Japan,UnmanagedLand,Forest FiresAEZ10,Forest FiresAEZ10,1990,BC,5.75e-06
Korea,UnmanagedLand,Savannah BurningAEZ10,Savannah BurningAEZ10,1990,BC,3.65e-05
Korea,UnmanagedLand,DeforestationAEZ10,DeforestationAEZ10,1990,BC,0.001572443
Korea,UnmanagedLand,Forest FiresAEZ10,Forest FiresAEZ10,1990,BC,1.8e-07
Latin America,UnmanagedLand,Savannah BurningAEZ10,Savannah BurningAEZ10,1990,BC,5.72e-05
Latin America,UnmanagedLand,DeforestationAEZ10,DeforestationAEZ10,1990,BC,0.01194629
Latin America,UnmanagedLand,Forest FiresAEZ10,Forest FiresAEZ10,1990,BC,2.05e-05
Middle East,UnmanagedLand,Savannah BurningAEZ10,Savannah BurningAEZ10,1990,BC,1.9e-06
Southeast Asia,UnmanagedLand,Savannah BurningAEZ10,Savannah BurningAEZ10,1990,BC,5.46e-05
Southeast Asia,UnmanagedLand,DeforestationAEZ10,DeforestationAEZ10,1990,BC,0.022577874
Southeast Asia,UnmanagedLand,Forest FiresAEZ10,Forest FiresAEZ10,1990,BC,0.000119564
USA,UnmanagedLand,Savannah BurningAEZ10,Savannah BurningAEZ10,1990,BC,2.03e-05
USA,UnmanagedLand,DeforestationAEZ10,DeforestationAEZ10,1990,BC,0
USA,UnmanagedLand,Forest FiresAEZ10,Forest FiresAEZ10,1990,BC,5.23e-06
Western Europe,UnmanagedLand,Savannah BurningAEZ10,Savannah BurningAEZ10,1990,BC,2.64e-05
Western Europe,UnmanagedLand,DeforestationAEZ10,DeforestationAEZ10,1990,BC,0.000295097
Western Europe,UnmanagedLand,Forest FiresAEZ10,Forest FiresAEZ10,1990,BC,1.12e-07
Africa,UnmanagedLand,Savannah BurningAEZ11,Savannah BurningAEZ11,1990,BC,0.000253399
Africa,UnmanagedLand,DeforestationAEZ11,DeforestationAEZ11,1990,BC,0.006452441
Africa,UnmanagedLand,Forest FiresAEZ11,Forest FiresAEZ11,1990,BC,1.67e-05
Australia_NZ,UnmanagedLand,Savannah BurningAEZ11,Savannah BurningAEZ11,1990,BC,9.59e-05
Australia_NZ,UnmanagedLand,DeforestationAEZ11,DeforestationAEZ11,1990,BC,0.001180208
Australia_NZ,UnmanagedLand,Forest FiresAEZ11,Forest FiresAEZ11,1990,BC,8.7e-05
Canada,UnmanagedLand,DeforestationAEZ11,DeforestationAEZ11,1990,BC,0.000221438
Canada,UnmanagedLand,Forest FiresAEZ11,Forest FiresAEZ11,1990,BC,5.79e-06
China,UnmanagedLand,Savannah BurningAEZ11,Savannah BurningAEZ11,1990,BC,1.04e-05
China,UnmanagedLand,DeforestationAEZ11,DeforestationAEZ11,1990,BC,0.000305052
China,UnmanagedLand,Forest FiresAEZ11,Forest FiresAEZ11,1990,BC,5.05e-06
Eastern Europe,UnmanagedLand,Savannah BurningAEZ11,Savannah BurningAEZ11,1990,BC,5.35e-05
Eastern Europe,UnmanagedLand,DeforestationAEZ11,DeforestationAEZ11,1990,BC,0.006682096
Eastern Europe,UnmanagedLand,Forest FiresAEZ11,Forest FiresAEZ11,1990,BC,7.6e-06
Former Soviet Union,UnmanagedLand,Savannah BurningAEZ11,Savannah BurningAEZ11,1990,BC,3.51e-05
Former Soviet Union,UnmanagedLand,DeforestationAEZ11,DeforestationAEZ11,1990,BC,0.002603201
Former Soviet Union,UnmanagedLand,Forest FiresAEZ11,Forest FiresAEZ11,1990,BC,1.41e-05
India,UnmanagedLand,Savannah BurningAEZ11,Savannah BurningAEZ11,1990,BC,2.85e-05
India,UnmanagedLand,DeforestationAEZ11,DeforestationAEZ11,1990,BC,0.002432933
India,UnmanagedLand,Forest FiresAEZ11,Forest FiresAEZ11,1990,BC,1.68e-05
Japan,UnmanagedLand,Savannah BurningAEZ11,Savannah BurningAEZ11,1990,BC,1.28e-05
Japan,UnmanagedLand,DeforestationAEZ11,DeforestationAEZ11,1990,BC,0.003585352
Japan,UnmanagedLand,Forest FiresAEZ11,Forest FiresAEZ11,1990,BC,5.75e-06
Korea,UnmanagedLand,DeforestationAEZ11,DeforestationAEZ11,1990,BC,0.001572443
Korea,UnmanagedLand,Forest FiresAEZ11,Forest FiresAEZ11,1990,BC,1.8e-07
Latin America,UnmanagedLand,Savannah BurningAEZ11,Savannah BurningAEZ11,1990,BC,5.72e-05
Latin America,UnmanagedLand,DeforestationAEZ11,DeforestationAEZ11,1990,BC,0.01194629
Latin America,UnmanagedLand,Forest FiresAEZ11,Forest FiresAEZ11,1990,BC,2.05e-05
Southeast Asia,UnmanagedLand,Savannah BurningAEZ11,Savannah BurningAEZ11,1990,BC,5.46e-05
Southeast Asia,UnmanagedLand,DeforestationAEZ11,DeforestationAEZ11,1990,BC,0.022577874
Southeast Asia,UnmanagedLand,Forest FiresAEZ11,Forest FiresAEZ11,1990,BC,0.000119564
USA,UnmanagedLand,Savannah BurningAEZ11,Savannah BurningAEZ11,1990,BC,2.03e-05
USA,UnmanagedLand,DeforestationAEZ11,DeforestationAEZ11,1990,BC,0
USA,UnmanagedLand,Forest FiresAEZ11,Forest FiresAEZ11,1990,BC,5.23e-06
Western Europe,UnmanagedLand,Savannah BurningAEZ11,Savannah BurningAEZ11,1990,BC,2.64e-05
Western Europe,UnmanagedLand,DeforestationAEZ11,DeforestationAEZ11,1990,BC,0.000295097
Western Europe,UnmanagedLand,Forest FiresAEZ11,Forest FiresAEZ11,1990,BC,1.12e-07
Africa,UnmanagedLand,Savannah BurningAEZ12,Savannah BurningAEZ12,1990,BC,0.000253399
Africa,UnmanagedLand,DeforestationAEZ12,DeforestationAEZ12,1990,BC,0.006452441
Africa,UnmanagedLand,Forest FiresAEZ12,Forest FiresAEZ12,1990,BC,1.67e-05
Australia_NZ,UnmanagedLand,Savannah BurningAEZ12,Savannah BurningAEZ12,1990,BC,9.59e-05
