INPUT_TABLE
Variable ID
GDPControl_Ag

region,AgSupplySector,AgSupplySubsector,AgProductionTechnology,year,generic.ghg,gdp.mid.control,gdp.control.range,final.emiss.coef
Africa,OtherGrain,OtherGrainAEZ01,OtherGrainAEZ01,1990,N2O_AWB,10,7.5,3.63902e-06
Africa,PalmFruit,PalmFruitAEZ01,PalmFruitAEZ01,1990,N2O_AWB,10,7.5,3.65691e-06
Africa,Rice,RiceAEZ01,RiceAEZ01,1990,N2O_AWB,10,7.5,3.51276e-06
Africa,Root_Tuber,Root_TuberAEZ01,Root_TuberAEZ01,1990,N2O_AWB,10,7.5,2.12365e-06
Africa,SugarCrop,SugarCropAEZ01,SugarCropAEZ01,1990,N2O_AWB,10,7.5,9.98937e-07
Africa,Wheat,WheatAEZ01,WheatAEZ01,1990,N2O_AWB,10,7.5,5.3693e-06
Africa,Corn,CornAEZ01,CornAEZ01,1990,NOx_AWB,10,7.5,8.16036e-05
Africa,FiberCrop,FiberCropAEZ01,FiberCropAEZ01,1990,NOx_AWB,10,7.5,-1
Africa,FodderGrass,FodderGrassAEZ01,FodderGrassAEZ01,1990,NOx_AWB,10,7.5,-1
Africa,FodderHerb,FodderHerbAEZ01,FodderHerbAEZ01,1990,NOx_AWB,10,7.5,-1
Africa,MiscCrop,MiscCropAEZ01,MiscCropAEZ01,1990,NOx_AWB,10,7.5,2.22717e-05
Africa,OilCrop,OilCropAEZ01,OilCropAEZ01,1990,NOx_AWB,10,7.5,0.000171657
Africa,OtherGrain,OtherGrainAEZ01,OtherGrainAEZ01,1990,NOx_AWB,10,7.5,0.000132913
Africa,PalmFruit,PalmFruitAEZ01,PalmFruitAEZ01,1990,NOx_AWB,10,7.5,0.000133567
Africa,Rice,RiceAEZ01,RiceAEZ01,1990,NOx_AWB,10,7.5,0.000128302
Africa,Root_Tuber,Root_TuberAEZ01,Root_TuberAEZ01,1990,NOx_AWB,10,7.5,7.75653e-05
Africa,SugarCrop,SugarCropAEZ01,SugarCropAEZ01,1990,NOx_AWB,10,7.5,3.64857e-05
Africa,Wheat,WheatAEZ01,WheatAEZ01,1990,NOx_AWB,10,7.5,0.000196111
Africa,Corn,CornAEZ01,CornAEZ01,1990,CO_AWB,10,7.5,0.001808338
Africa,FiberCrop,FiberCropAEZ01,FiberCropAEZ01,1990,CO_AWB,10,7.5,-1
Africa,FodderGrass,FodderGrassAEZ01,FodderGrassAEZ01,1990,CO_AWB,10,7.5,-1
Africa,FodderHerb,FodderHerbAEZ01,FodderHerbAEZ01,1990,CO_AWB,10,7.5,-1
Africa,MiscCrop,MiscCropAEZ01,MiscCropAEZ01,1990,CO_AWB,10,7.5,0.000493541
Africa,OilCrop,OilCropAEZ01,OilCropAEZ01,1990,CO_AWB,10,7.5,0.00380393
Africa,OtherGrain,OtherGrainAEZ01,OtherGrainAEZ01,1990,CO_AWB,10,7.5,0.00294536
Africa,PalmFruit,PalmFruitAEZ01,PalmFruitAEZ01,1990,CO_AWB,10,7.5,0.002959837
Africa,Rice,RiceAEZ01,RiceAEZ01,1990,CO_AWB,10,7.5,0.002843166
Africa,Root_Tuber,Root_TuberAEZ01,Root_TuberAEZ01,1990,CO_AWB,10,7.5,0.001718849
Africa,SugarCrop,SugarCropAEZ01,SugarCropAEZ01,1990,CO_AWB,10,7.5,0.000808523
Africa,Wheat,WheatAEZ01,WheatAEZ01,1990,CO_AWB,10,7.5,0.004345824
Africa,Corn,CornAEZ01,CornAEZ01,1990,NMVOC_AWB,10,7.5,0.000217882
Africa,FiberCrop,FiberCropAEZ01,FiberCropAEZ01,1990,NMVOC_AWB,10,7.5,-1
Africa,FodderGrass,FodderGrassAEZ01,FodderGrassAEZ01,1990,NMVOC_AWB,10,7.5,-1
Africa,FodderHerb,FodderHerbAEZ01,FodderHerbAEZ01,1990,NMVOC_AWB,10,7.5,-1
Africa,MiscCrop,MiscCropAEZ01,MiscCropAEZ01,1990,NMVOC_AWB,10,7.5,5.94654e-05
Africa,OilCrop,OilCropAEZ01,OilCropAEZ01,1990,NMVOC_AWB,10,7.5,0.000458325
Africa,OtherGrain,OtherGrainAEZ01,OtherGrainAEZ01,1990,NMVOC_AWB,10,7.5,0.000354878
Africa,PalmFruit,PalmFruitAEZ01,PalmFruitAEZ01,1990,NMVOC_AWB,10,7.5,0.000356623
Africa,Rice,RiceAEZ01,RiceAEZ01,1990,NMVOC_AWB,10,7.5,0.000342565
Africa,Root_Tuber,Root_TuberAEZ01,Root_TuberAEZ01,1990,NMVOC_AWB,10,7.5,0.000207099
Africa,SugarCrop,SugarCropAEZ01,SugarCropAEZ01,1990,NMVOC_AWB,10,7.5,9.74167e-05
Africa,Wheat,WheatAEZ01,WheatAEZ01,1990,NMVOC_AWB,10,7.5,0.000523616
Africa,Corn,CornAEZ01,CornAEZ01,1990,NH3_AWB,10,7.5,1.95861e-05
Africa,FiberCrop,FiberCropAEZ01,FiberCropAEZ01,1990,NH3_AWB,10,7.5,-1
Africa,FodderGrass,FodderGrassAEZ01,FodderGrassAEZ01,1990,NH3_AWB,10,7.5,-1
Africa,FodderHerb,FodderHerbAEZ01,FodderHerbAEZ01,1990,NH3_AWB,10,7.5,-1
Africa,MiscCrop,MiscCropAEZ01,MiscCropAEZ01,1990,NH3_AWB,10,7.5,5.34554e-06
Africa,OilCrop,OilCropAEZ01,OilCropAEZ01,1990,NH3_AWB,10,7.5,4.12003e-05
Africa,OtherGrain,OtherGrainAEZ01,OtherGrainAEZ01,1990,NH3_AWB,10,7.5,3.19012e-05
Africa,PalmFruit,PalmFruitAEZ01,PalmFruitAEZ01,1990,NH3_AWB,10,7.5,3.2058e-05
Africa,Rice,RiceAEZ01,RiceAEZ01,1990,NH3_AWB,10,7.5,3.07943e-05
Africa,Root_Tuber,Root_TuberAEZ01,Root_TuberAEZ01,1990,NH3_AWB,10,7.5,1.86168e-05
Africa,SugarCrop,SugarCropAEZ01,SugarCropAEZ01,1990,NH3_AWB,10,7.5,8.7571e-06
Africa,Wheat,WheatAEZ01,WheatAEZ01,1990,NH3_AWB,10,7.5,4.70696e-05
Africa,Corn,CornAEZ01,CornAEZ01,1990,BC_AWB,10,7.5,1.356e-05
Africa,FiberCrop,FiberCropAEZ01,FiberCropAEZ01,1990,BC_AWB,10,7.5,-1
Africa,FodderGrass,FodderGrassAEZ01,FodderGrassAEZ01,1990,BC_AWB,10,7.5,-1
Africa,FodderHerb,FodderHerbAEZ01,FodderHerbAEZ01,1990,BC_AWB,10,7.5,-1
Africa,MiscCrop,MiscCropAEZ01,MiscCropAEZ01,1990,BC_AWB,10,7.5,3.70087e-06
Africa,OilCrop,OilCropAEZ01,OilCropAEZ01,1990,BC_AWB,10,7.5,2.85242e-05
Africa,OtherGrain,OtherGrainAEZ01,OtherGrainAEZ01,1990,BC_AWB,10,7.5,2.20861e-05
Africa,PalmFruit,PalmFruitAEZ01,PalmFruitAEZ01,1990,BC_AWB,10,7.5,2.21947e-05
Africa,Rice,RiceAEZ01,RiceAEZ01,1990,BC_AWB,10,7.5,2.13198e-05
Africa,Root_Tuber,Root_TuberAEZ01,Root_TuberAEZ01,1990,BC_AWB,10,7.5,1.2889e-05
Africa,SugarCrop,SugarCropAEZ01,SugarCropAEZ01,1990,BC_AWB,10,7.5,6.0628e-06
Africa,Wheat,WheatAEZ01,WheatAEZ01,1990,BC_AWB,10,7.5,3.25876e-05
Africa,Corn,CornAEZ01,CornAEZ01,1990,OC_AWB,10,7.5,6.48927e-05
Africa,FiberCrop,FiberCropAEZ01,FiberCropAEZ01,1990,OC_AWB,10,7.5,-1
Africa,FodderGrass,FodderGrassAEZ01,FodderGrassAEZ01,1990,OC_AWB,10,7.5,-1
Africa,FodderHerb,FodderHerbAEZ01,FodderHerbAEZ01,1990,OC_AWB,10,7.5,-1
Africa,MiscCrop,MiscCropAEZ01,MiscCropAEZ01,1990,OC_AWB,10,7.5,1.77109e-05
Africa,OilCrop,OilCropAEZ01,OilCropAEZ01,1990,OC_AWB,10,7.5,0.000136505
Africa,OtherGrain,OtherGrainAEZ01,OtherGrainAEZ01,1990,OC_AWB,10,7.5,0.000105695
Africa,PalmFruit,PalmFruitAEZ01,PalmFruitAEZ01,1990,OC_AWB,10,7.5,0.000106215
Africa,Rice,RiceAEZ01,RiceAEZ01,1990,OC_AWB,10,7.5,0.000102028
Africa,Root_Tuber,Root_TuberAEZ01,Root_TuberAEZ01,1990,OC_AWB,10,7.5,6.16814e-05
Africa,SugarCrop,SugarCropAEZ01,SugarCropAEZ01,1990,OC_AWB,10,7.5,2.90141e-05
Africa,Wheat,WheatAEZ01,WheatAEZ01,1990,OC_AWB,10,7.5,0.000155951
Africa,Corn,CornAEZ01,CornAEZ01,1990,SO2_3_AWB,10,7.5,1.90254e-05
Africa,FiberCrop,FiberCropAEZ01,FiberCropAEZ01,1990,SO2_3_AWB,10,7.5,-1
Africa,FodderGrass,FodderGrassAEZ01,FodderGrassAEZ01,1990,SO2_3_AWB,10,7.5,-1
Africa,FodderHerb,FodderHerbAEZ01,FodderHerbAEZ01,1990,SO2_3_AWB,10,7.5,-1
Africa,MiscCrop,MiscCropAEZ01,MiscCropAEZ01,1990,SO2_3_AWB,10,7.5,5.19252e-06
Africa,OilCrop,OilCropAEZ01,OilCropAEZ01,1990,SO2_3_AWB,10,7.5,4.00209e-05
Africa,OtherGrain,OtherGrainAEZ01,OtherGrainAEZ01,1990,SO2_3_AWB,10,7.5,3.0988e-05
Africa,PalmFruit,PalmFruitAEZ01,PalmFruitAEZ01,1990,SO2_3_AWB,10,7.5,3.11403e-05
Africa,Rice,RiceAEZ01,RiceAEZ01,1990,SO2_3_AWB,10,7.5,2.99128e-05
Africa,Root_Tuber,Root_TuberAEZ01,Root_TuberAEZ01,1990,SO2_3_AWB,10,7.5,1.80839e-05
Africa,SugarCrop,SugarCropAEZ01,SugarCropAEZ01,1990,SO2_3_AWB,10,7.5,8.50642e-06
Africa,Wheat,WheatAEZ01,WheatAEZ01,1990,SO2_3_AWB,10,7.5,4.57222e-05
Australia_NZ,Corn,CornAEZ01,CornAEZ01,1990,CH4_AWB,15,11.25,0.000105848
Australia_NZ,FiberCrop,FiberCropAEZ01,FiberCropAEZ01,1990,CH4_AWB,15,11.25,-1
Australia_NZ,FodderGrass,FodderGrassAEZ01,FodderGrassAEZ01,1990,CH4_AWB,15,11.25,-1
Australia_NZ,FodderHerb,FodderHerbAEZ01,FodderHerbAEZ01,1990,CH4_AWB,15,11.25,-1
Australia_NZ,MiscCrop,MiscCropAEZ01,MiscCropAEZ01,1990,CH4_AWB,15,11.25,3.33089e-05
Australia_NZ,OilCrop,OilCropAEZ01,OilCropAEZ01,1990,CH4_AWB,15,11.25,0.000250038
Australia_NZ,OtherGrain,OtherGrainAEZ01,OtherGrainAEZ01,1990,CH4_AWB,15,11.25,0.000164737
Australia_NZ,PalmFruit,PalmFruitAEZ01,PalmFruitAEZ01,1990,CH4_AWB,15,11.25,-1
Australia_NZ,Rice,RiceAEZ01,RiceAEZ01,1990,CH4_AWB,15,11.25,0.000165557
Australia_NZ,Root_Tuber,Root_TuberAEZ01,Root_TuberAEZ01,1990,CH4_AWB,15,11.25,2.9389e-05
Australia_NZ,SugarCrop,SugarCropAEZ01,SugarCropAEZ01,1990,CH4_AWB,15,11.25,4.94521e-05
Australia_NZ,Wheat,WheatAEZ01,WheatAEZ01,1990,CH4_AWB,15,11.25,0.000248336
Australia_NZ,Corn,CornAEZ01,CornAEZ01,1990,N2O_AWB,15,11.25,5.29199e-06
Australia_NZ,FiberCrop,FiberCropAEZ01,FiberCropAEZ01,1990,N2O_AWB,15,11.25,-1
Australia_NZ,FodderGrass,FodderGrassAEZ01,FodderGrassAEZ01,1990,N2O_AWB,15,11.25,-1
Australia_NZ,FodderHerb,FodderHerbAEZ01,FodderHerbAEZ01,1990,N2O_AWB,15,11.25,-1
Australia_NZ,MiscCrop,MiscCropAEZ01,MiscCropAEZ01,1990,N2O_AWB,15,11.25,1.66532e-06
Australia_NZ,OilCrop,OilCropAEZ01,OilCropAEZ01,1990,N2O_AWB,15,11.25,1.2501e-05
Australia_NZ,OtherGrain,OtherGrainAEZ01,OtherGrainAEZ01,1990,N2O_AWB,15,11.25,8.23621e-06
Australia_NZ,PalmFruit,PalmFruitAEZ01,PalmFruitAEZ01,1990,N2O_AWB,15,11.25,-1
Australia_NZ,Rice,RiceAEZ01,RiceAEZ01,1990,N2O_AWB,15,11.25,8.27722e-06
Australia_NZ,Root_Tuber,Root_TuberAEZ01,Root_TuberAEZ01,1990,N2O_AWB,15,11.25,1.46934e-06
Australia_NZ,SugarCrop,SugarCropAEZ01,SugarCropAEZ01,1990,N2O_AWB,15,11.25,2.47242e-06
Australia_NZ,Wheat,WheatAEZ01,WheatAEZ01,1990,N2O_AWB,15,11.25,1.24158e-05
Australia_NZ,Corn,CornAEZ01,CornAEZ01,1990,NOx_AWB,15,11.25,0.000196575
Australia_NZ,FiberCrop,FiberCropAEZ01,FiberCropAEZ01,1990,NOx_AWB,15,11.25,-1
Australia_NZ,FodderGrass,FodderGrassAEZ01,FodderGrassAEZ01,1990,NOx_AWB,15,11.25,-1
Australia_NZ,FodderHerb,FodderHerbAEZ01,FodderHerbAEZ01,1990,NOx_AWB,15,11.25,-1
Australia_NZ,MiscCrop,MiscCropAEZ01,MiscCropAEZ01,1990,NOx_AWB,15,11.25,6.18593e-05
Australia_NZ,OilCrop,OilCropAEZ01,OilCropAEZ01,1990,NOx_AWB,15,11.25,0.000464356
Australia_NZ,OtherGrain,OtherGrainAEZ01,OtherGrainAEZ01,1990,NOx_AWB,15,11.25,0.00030594
Australia_NZ,PalmFruit,PalmFruitAEZ01,PalmFruitAEZ01,1990,NOx_AWB,15,11.25,-1
Australia_NZ,Rice,RiceAEZ01,RiceAEZ01,1990,NOx_AWB,15,11.25,0.000307463
Australia_NZ,Root_Tuber,Root_TuberAEZ01,Root_TuberAEZ01,1990,NOx_AWB,15,11.25,5.45796e-05
Australia_NZ,SugarCrop,SugarCropAEZ01,SugarCropAEZ01,1990,NOx_AWB,15,11.25,9.18396e-05
Australia_NZ,Wheat,WheatAEZ01,WheatAEZ01,1990,NOx_AWB,15,11.25,0.000461194
Australia_NZ,Corn,CornAEZ01,CornAEZ01,1990,CO_AWB,15,11.25,0.004075133
Australia_NZ,FiberCrop,FiberCropAEZ01,FiberCropAEZ01,1990,CO_AWB,15,11.25,-1
Australia_NZ,FodderGrass,FodderGrassAEZ01,FodderGrassAEZ01,1990,CO_AWB,15,11.25,-1
Australia_NZ,FodderHerb,FodderHerbAEZ01,FodderHerbAEZ01,1990,CO_AWB,15,11.25,-1
Australia_NZ,MiscCrop,MiscCropAEZ01,MiscCropAEZ01,1990,CO_AWB,15,11.25,0.001282388
Australia_NZ,OilCrop,OilCropAEZ01,OilCropAEZ01,1990,CO_AWB,15,11.25,0.009626435
Australia_NZ,OtherGrain,OtherGrainAEZ01,OtherGrainAEZ01,1990,CO_AWB,15,11.25,0.006342343
Australia_NZ,PalmFruit,PalmFruitAEZ01,PalmFruitAEZ01,1990,CO_AWB,15,11.25,-1
Australia_NZ,Rice,RiceAEZ01,RiceAEZ01,1990,CO_AWB,15,11.25,0.006373925
Australia_NZ,Root_Tuber,Root_TuberAEZ01,Root_TuberAEZ01,1990,CO_AWB,15,11.25,0.001131473
Australia_NZ,SugarCrop,SugarCropAEZ01,SugarCropAEZ01,1990,CO_AWB,15,11.25,0.0019039
Australia_NZ,Wheat,WheatAEZ01,WheatAEZ01,1990,CO_AWB,15,11.25,0.009560888
Australia_NZ,Corn,CornAEZ01,CornAEZ01,1990,NMVOC_AWB,15,11.25,0.000226818
Australia_NZ,FiberCrop,FiberCropAEZ01,FiberCropAEZ01,1990,NMVOC_AWB,15,11.25,-1
Australia_NZ,FodderGrass,FodderGrassAEZ01,FodderGrassAEZ01,1990,NMVOC_AWB,15,11.25,-1
Australia_NZ,FodderHerb,FodderHerbAEZ01,FodderHerbAEZ01,1990,NMVOC_AWB,15,11.25,-1
Australia_NZ,MiscCrop,MiscCropAEZ01,MiscCropAEZ01,1990,NMVOC_AWB,15,11.25,7.13764e-05
Australia_NZ,OilCrop,OilCropAEZ01,OilCropAEZ01,1990,NMVOC_AWB,15,11.25,0.000535797
Australia_NZ,OtherGrain,OtherGrainAEZ01,OtherGrainAEZ01,1990,NMVOC_AWB,15,11.25,0.000353008
Australia_NZ,PalmFruit,PalmFruitAEZ01,PalmFruitAEZ01,1990,NMVOC_AWB,15,11.25,-1
Australia_NZ,Rice,RiceAEZ01,RiceAEZ01,1990,NMVOC_AWB,15,11.25,0.000354766
Australia_NZ,Root_Tuber,Root_TuberAEZ01,Root_TuberAEZ01,1990,NMVOC_AWB,15,11.25,6.29766e-05
Australia_NZ,SugarCrop,SugarCropAEZ01,SugarCropAEZ01,1990,NMVOC_AWB,15,11.25,0.000105969
Australia_NZ,Wheat,WheatAEZ01,WheatAEZ01,1990,NMVOC_AWB,15,11.25,0.000532149
Australia_NZ,Corn,CornAEZ01,CornAEZ01,1990,NH3_AWB,15,11.25,0.000113409
Australia_NZ,FiberCrop,FiberCropAEZ01,FiberCropAEZ01,1990,NH3_AWB,15,11.25,-1
Australia_NZ,FodderGrass,FodderGrassAEZ01,FodderGrassAEZ01,1990,NH3_AWB,15,11.25,-1
Australia_NZ,FodderHerb,FodderHerbAEZ01,FodderHerbAEZ01,1990,NH3_AWB,15,11.25,-1
Australia_NZ,MiscCrop,MiscCropAEZ01,MiscCropAEZ01,1990,NH3_AWB,15,11.25,3.56882e-05
Australia_NZ,OilCrop,OilCropAEZ01,OilCropAEZ01,1990,NH3_AWB,15,11.25,0.000267899
Australia_NZ,OtherGrain,OtherGrainAEZ01,OtherGrainAEZ01,1990,NH3_AWB,15,11.25,0.000176504
Australia_NZ,PalmFruit,PalmFruitAEZ01,PalmFruitAEZ01,1990,NH3_AWB,15,11.25,-1
Australia_NZ,Rice,RiceAEZ01,RiceAEZ01,1990,NH3_AWB,15,11.25,0.000177383
Australia_NZ,Root_Tuber,Root_TuberAEZ01,Root_TuberAEZ01,1990,NH3_AWB,15,11.25,3.14883e-05
Australia_NZ,SugarCrop,SugarCropAEZ01,SugarCropAEZ01,1990,NH3_AWB,15,11.25,5.29845e-05
Australia_NZ,Wheat,WheatAEZ01,WheatAEZ01,1990,NH3_AWB,15,11.25,0.000266074
Australia_NZ,Corn,CornAEZ01,CornAEZ01,1990,BC_AWB,15,11.25,3.05264e-05
Australia_NZ,FiberCrop,FiberCropAEZ01,FiberCropAEZ01,1990,BC_AWB,15,11.25,-1
Australia_NZ,FodderGrass,FodderGrassAEZ01,FodderGrassAEZ01,1990,BC_AWB,15,11.25,-1
Australia_NZ,FodderHerb,FodderHerbAEZ01,FodderHerbAEZ01,1990,BC_AWB,15,11.25,-1
Australia_NZ,MiscCrop,MiscCropAEZ01,MiscCropAEZ01,1990,BC_AWB,15,11.25,9.60625e-06
Australia_NZ,OilCrop,OilCropAEZ01,OilCropAEZ01,1990,BC_AWB,15,11.25,7.21107e-05
Australia_NZ,OtherGrain,OtherGrainAEZ01,OtherGrainAEZ01,1990,BC_AWB,15,11.25,4.75099e-05
Australia_NZ,PalmFruit,PalmFruitAEZ01,PalmFruitAEZ01,1990,BC_AWB,15,11.25,-1
Australia_NZ,Rice,RiceAEZ01,RiceAEZ01,1990,BC_AWB,15,11.25,4.77465e-05
Australia_NZ,Root_Tuber,Root_TuberAEZ01,Root_TuberAEZ01,1990,BC_AWB,15,11.25,8.47576e-06
Australia_NZ,SugarCrop,SugarCropAEZ01,SugarCropAEZ01,1990,BC_AWB,15,11.25,1.42619e-05
Australia_NZ,Wheat,WheatAEZ01,WheatAEZ01,1990,BC_AWB,15,11.25,7.16197e-05
Australia_NZ,Corn,CornAEZ01,CornAEZ01,1990,OC_AWB,15,11.25,0.000145964
Australia_NZ,FiberCrop,FiberCropAEZ01,FiberCropAEZ01,1990,OC_AWB,15,11.25,-1
Australia_NZ,FodderGrass,FodderGrassAEZ01,FodderGrassAEZ01,1990,OC_AWB,15,11.25,-1
Australia_NZ,FodderHerb,FodderHerbAEZ01,FodderHerbAEZ01,1990,OC_AWB,15,11.25,-1
Australia_NZ,MiscCrop,MiscCropAEZ01,MiscCropAEZ01,1990,OC_AWB,15,11.25,4.59328e-05
Australia_NZ,OilCrop,OilCropAEZ01,OilCropAEZ01,1990,OC_AWB,15,11.25,0.000344801
Australia_NZ,OtherGrain,OtherGrainAEZ01,OtherGrainAEZ01,1990,OC_AWB,15,11.25,0.000227171
Australia_NZ,PalmFruit,PalmFruitAEZ01,PalmFruitAEZ01,1990,OC_AWB,15,11.25,-1
Australia_NZ,Rice,RiceAEZ01,RiceAEZ01,1990,OC_AWB,15,11.25,0.000228302
Australia_NZ,Root_Tuber,Root_TuberAEZ01,Root_TuberAEZ01,1990,OC_AWB,15,11.25,4.05273e-05
Australia_NZ,SugarCrop,SugarCropAEZ01,SugarCropAEZ01,1990,OC_AWB,15,11.25,6.81942e-05
Australia_NZ,Wheat,WheatAEZ01,WheatAEZ01,1990,OC_AWB,15,11.25,0.000342454
Australia_NZ,Corn,CornAEZ01,CornAEZ01,1990,SO2_3_AWB,15,11.25,4.27953e-05
Australia_NZ,FiberCrop,FiberCropAEZ01,FiberCropAEZ01,1990,SO2_3_AWB,15,11.25,-1
Australia_NZ,FodderGrass,FodderGrassAEZ01,FodderGrassAEZ01,1990,SO2_3_AWB,15,11.25,-1
Australia_NZ,FodderHerb,FodderHerbAEZ01,FodderHerbAEZ01,1990,SO2_3_AWB,15,11.25,-1
Australia_NZ,MiscCrop,MiscCropAEZ01,MiscCropAEZ01,1990,SO2_3_AWB,15,11.25,1.34671e-05
Australia_NZ,OilCrop,OilCropAEZ01,OilCropAEZ01,1990,SO2_3_AWB,15,11.25,0.000101093
Australia_NZ,OtherGrain,OtherGrainAEZ01,OtherGrainAEZ01,1990,SO2_3_AWB,15,11.25,6.66045e-05
Australia_NZ,PalmFruit,PalmFruitAEZ01,PalmFruitAEZ01,1990,SO2_3_AWB,15,11.25,-1
Australia_NZ,Rice,RiceAEZ01,RiceAEZ01,1990,SO2_3_AWB,15,11.25,6.69362e-05
Australia_NZ,Root_Tuber,Root_TuberAEZ01,Root_TuberAEZ01,1990,SO2_3_AWB,15,11.25,1.18822e-05
Australia_NZ,SugarCrop,SugarCropAEZ01,SugarCropAEZ01,1990,SO2_3_AWB,15,11.25,1.99939e-05
Australia_NZ,Wheat,WheatAEZ01,WheatAEZ01,1990,SO2_3_AWB,15,11.25,0.000100404
India,Corn,CornAEZ01,CornAEZ01,1990,CH4_AWB,10,7.5,1.84604e-05
India,FiberCrop,FiberCropAEZ01,FiberCropAEZ01,1990,CH4_AWB,10,7.5,-1
India,FodderGrass,FodderGrassAEZ01,FodderGrassAEZ01,1990,CH4_AWB,10,7.5,-1
India,FodderHerb,FodderHerbAEZ01,FodderHerbAEZ01,1990,CH4_AWB,10,7.5,-1
India,MiscCrop,MiscCropAEZ01,MiscCropAEZ01,1990,CH4_AWB,10,7.5,3.84167e-06
India,OilCrop,OilCropAEZ01,OilCropAEZ01,1990,CH4_AWB,10,7.5,4.08455e-05
India,OtherGrain,OtherGrainAEZ01,OtherGrainAEZ01,1990,CH4_AWB,10,7.5,2.99685e-05
India,PalmFruit,PalmFruitAEZ01,PalmFruitAEZ01,1990,CH4_AWB,10,7.5,2.85566e-06
India,Rice,RiceAEZ01,RiceAEZ01,1990,CH4_AWB,10,7.5,2.88739e-05
India,Root_Tuber,Root_TuberAEZ01,Root_TuberAEZ01,1990,CH4_AWB,10,7.5,8.86994e-06
India,SugarCrop,SugarCropAEZ01,SugarCropAEZ01,1990,CH4_AWB,10,7.5,8.62467e-06
India,Wheat,WheatAEZ01,WheatAEZ01,1990,CH4_AWB,10,7.5,4.33108e-05
India,Corn,CornAEZ01,CornAEZ01,1990,N2O_AWB,10,7.5,4.50261e-07
India,FiberCrop,FiberCropAEZ01,FiberCropAEZ01,1990,N2O_AWB,10,7.5,-1
India,FodderGrass,FodderGrassAEZ01,FodderGrassAEZ01,1990,N2O_AWB,10,7.5,-1
India,FodderHerb,FodderHerbAEZ01,FodderHerbAEZ01,1990,N2O_AWB,10,7.5,-1
India,MiscCrop,MiscCropAEZ01,MiscCropAEZ01,1990,N2O_AWB,10,7.5,9.37009e-08
India,OilCrop,OilCropAEZ01,OilCropAEZ01,1990,N2O_AWB,10,7.5,9.9625e-07
India,OtherGrain,OtherGrainAEZ01,OtherGrainAEZ01,1990,N2O_AWB,10,7.5,7.30953e-07
India,PalmFruit,PalmFruitAEZ01,PalmFruitAEZ01,1990,N2O_AWB,10,7.5,6.96515e-08
India,Rice,RiceAEZ01,RiceAEZ01,1990,N2O_AWB,10,7.5,7.04254e-07
India,Root_Tuber,Root_TuberAEZ01,Root_TuberAEZ01,1990,N2O_AWB,10,7.5,2.16344e-07
India,SugarCrop,SugarCropAEZ01,SugarCropAEZ01,1990,N2O_AWB,10,7.5,2.10362e-07
India,Wheat,WheatAEZ01,WheatAEZ01,1990,N2O_AWB,10,7.5,1.05638e-06
India,Corn,CornAEZ01,CornAEZ01,1990,NOx_AWB,10,7.5,1.6516e-05
India,FiberCrop,FiberCropAEZ01,FiberCropAEZ01,1990,NOx_AWB,10,7.5,-1
India,FodderGrass,FodderGrassAEZ01,FodderGrassAEZ01,1990,NOx_AWB,10,7.5,-1
India,FodderHerb,FodderHerbAEZ01,FodderHerbAEZ01,1990,NOx_AWB,10,7.5,-1
