INPUT_TABLE
Variable ID
LN1_HistUnmgdAllocation

region,LandAllocatorRoot,LandNode1,UnmanagedLandLeaf1,year,allocation
Southeast Asia,root,TundraAEZ02,TundraAEZ02,1700,0
Eastern Europe,root,TundraAEZ02,TundraAEZ02,1700,0
Korea,root,TundraAEZ02,TundraAEZ02,1700,0
India,root,TundraAEZ02,TundraAEZ02,1700,0
USA,root,UrbanLandAEZ02,UrbanLandAEZ02,1700,0
Canada,root,UrbanLandAEZ02,UrbanLandAEZ02,1700,0
Western Europe,root,UrbanLandAEZ02,UrbanLandAEZ02,1700,0
Japan,root,UrbanLandAEZ02,UrbanLandAEZ02,1700,0
Australia_NZ,root,UrbanLandAEZ02,UrbanLandAEZ02,1700,0
Former Soviet Union,root,UrbanLandAEZ02,UrbanLandAEZ02,1700,0
China,root,UrbanLandAEZ02,UrbanLandAEZ02,1700,0
Middle East,root,UrbanLandAEZ02,UrbanLandAEZ02,1700,0.00332
Africa,root,UrbanLandAEZ02,UrbanLandAEZ02,1700,0.03228
Latin America,root,UrbanLandAEZ02,UrbanLandAEZ02,1700,0.01069
Southeast Asia,root,UrbanLandAEZ02,UrbanLandAEZ02,1700,0
Eastern Europe,root,UrbanLandAEZ02,UrbanLandAEZ02,1700,0
Korea,root,UrbanLandAEZ02,UrbanLandAEZ02,1700,0
India,root,UrbanLandAEZ02,UrbanLandAEZ02,1700,0.04493
USA,root,RockIceDesertAEZ03,RockIceDesertAEZ03,1700,0
Canada,root,RockIceDesertAEZ03,RockIceDesertAEZ03,1700,0
Western Europe,root,RockIceDesertAEZ03,RockIceDesertAEZ03,1700,0
Japan,root,RockIceDesertAEZ03,RockIceDesertAEZ03,1700,0
Australia_NZ,root,RockIceDesertAEZ03,RockIceDesertAEZ03,1700,0
Former Soviet Union,root,RockIceDesertAEZ03,RockIceDesertAEZ03,1700,0
China,root,RockIceDesertAEZ03,RockIceDesertAEZ03,1700,0
Middle East,root,RockIceDesertAEZ03,RockIceDesertAEZ03,1700,0
Africa,root,RockIceDesertAEZ03,RockIceDesertAEZ03,1700,6.07993
Latin America,root,RockIceDesertAEZ03,RockIceDesertAEZ03,1700,0.74252
Southeast Asia,root,RockIceDesertAEZ03,RockIceDesertAEZ03,1700,0
Eastern Europe,root,RockIceDesertAEZ03,RockIceDesertAEZ03,1700,0
Korea,root,RockIceDesertAEZ03,RockIceDesertAEZ03,1700,0
India,root,RockIceDesertAEZ03,RockIceDesertAEZ03,1700,0
USA,root,TundraAEZ03,TundraAEZ03,1700,0
Canada,root,TundraAEZ03,TundraAEZ03,1700,0
Western Europe,root,TundraAEZ03,TundraAEZ03,1700,0
Japan,root,TundraAEZ03,TundraAEZ03,1700,0
Australia_NZ,root,TundraAEZ03,TundraAEZ03,1700,0
Former Soviet Union,root,TundraAEZ03,TundraAEZ03,1700,0
China,root,TundraAEZ03,TundraAEZ03,1700,0
Middle East,root,TundraAEZ03,TundraAEZ03,1700,0
Africa,root,TundraAEZ03,TundraAEZ03,1700,0
Latin America,root,TundraAEZ03,TundraAEZ03,1700,2.06799
Southeast Asia,root,TundraAEZ03,TundraAEZ03,1700,0
Eastern Europe,root,TundraAEZ03,TundraAEZ03,1700,0
Korea,root,TundraAEZ03,TundraAEZ03,1700,0
India,root,TundraAEZ03,TundraAEZ03,1700,0
USA,root,UrbanLandAEZ03,UrbanLandAEZ03,1700,0
Canada,root,UrbanLandAEZ03,UrbanLandAEZ03,1700,0
Western Europe,root,UrbanLandAEZ03,UrbanLandAEZ03,1700,0
Japan,root,UrbanLandAEZ03,UrbanLandAEZ03,1700,0
Australia_NZ,root,UrbanLandAEZ03,UrbanLandAEZ03,1700,0.00065
Former Soviet Union,root,UrbanLandAEZ03,UrbanLandAEZ03,1700,0
China,root,UrbanLandAEZ03,UrbanLandAEZ03,1700,0
Middle East,root,UrbanLandAEZ03,UrbanLandAEZ03,1700,0.01792
Africa,root,UrbanLandAEZ03,UrbanLandAEZ03,1700,0.12863
Latin America,root,UrbanLandAEZ03,UrbanLandAEZ03,1700,0.01118
Southeast Asia,root,UrbanLandAEZ03,UrbanLandAEZ03,1700,0.00023
Eastern Europe,root,UrbanLandAEZ03,UrbanLandAEZ03,1700,0
Korea,root,UrbanLandAEZ03,UrbanLandAEZ03,1700,0
India,root,UrbanLandAEZ03,UrbanLandAEZ03,1700,0.4685
USA,root,RockIceDesertAEZ04,RockIceDesertAEZ04,1700,0
Canada,root,RockIceDesertAEZ04,RockIceDesertAEZ04,1700,0
Western Europe,root,RockIceDesertAEZ04,RockIceDesertAEZ04,1700,0
Japan,root,RockIceDesertAEZ04,RockIceDesertAEZ04,1700,0
Australia_NZ,root,RockIceDesertAEZ04,RockIceDesertAEZ04,1700,0
Former Soviet Union,root,RockIceDesertAEZ04,RockIceDesertAEZ04,1700,0
China,root,RockIceDesertAEZ04,RockIceDesertAEZ04,1700,0
Middle East,root,RockIceDesertAEZ04,RockIceDesertAEZ04,1700,0
Africa,root,RockIceDesertAEZ04,RockIceDesertAEZ04,1700,4.7727
Latin America,root,RockIceDesertAEZ04,RockIceDesertAEZ04,1700,1.0053
Southeast Asia,root,RockIceDesertAEZ04,RockIceDesertAEZ04,1700,0.27354
Eastern Europe,root,RockIceDesertAEZ04,RockIceDesertAEZ04,1700,0
Korea,root,RockIceDesertAEZ04,RockIceDesertAEZ04,1700,0
India,root,RockIceDesertAEZ04,RockIceDesertAEZ04,1700,0
USA,root,TundraAEZ04,TundraAEZ04,1700,0
Canada,root,TundraAEZ04,TundraAEZ04,1700,0
Western Europe,root,TundraAEZ04,TundraAEZ04,1700,0
Japan,root,TundraAEZ04,TundraAEZ04,1700,0
Australia_NZ,root,TundraAEZ04,TundraAEZ04,1700,0
Former Soviet Union,root,TundraAEZ04,TundraAEZ04,1700,0
China,root,TundraAEZ04,TundraAEZ04,1700,0
Middle East,root,TundraAEZ04,TundraAEZ04,1700,0
Africa,root,TundraAEZ04,TundraAEZ04,1700,0
Latin America,root,TundraAEZ04,TundraAEZ04,1700,1.65592
Southeast Asia,root,TundraAEZ04,TundraAEZ04,1700,0
Eastern Europe,root,TundraAEZ04,TundraAEZ04,1700,0
Korea,root,TundraAEZ04,TundraAEZ04,1700,0
India,root,TundraAEZ04,TundraAEZ04,1700,0
USA,root,UrbanLandAEZ04,UrbanLandAEZ04,1700,0
Canada,root,UrbanLandAEZ04,UrbanLandAEZ04,1700,0
Western Europe,root,UrbanLandAEZ04,UrbanLandAEZ04,1700,0
Japan,root,UrbanLandAEZ04,UrbanLandAEZ04,1700,0
Australia_NZ,root,UrbanLandAEZ04,UrbanLandAEZ04,1700,0
Former Soviet Union,root,UrbanLandAEZ04,UrbanLandAEZ04,1700,0
China,root,UrbanLandAEZ04,UrbanLandAEZ04,1700,0.00167
Middle East,root,UrbanLandAEZ04,UrbanLandAEZ04,1700,0
Africa,root,UrbanLandAEZ04,UrbanLandAEZ04,1700,0.2351
Latin America,root,UrbanLandAEZ04,UrbanLandAEZ04,1700,0.0403
Southeast Asia,root,UrbanLandAEZ04,UrbanLandAEZ04,1700,0.06
Eastern Europe,root,UrbanLandAEZ04,UrbanLandAEZ04,1700,0
Korea,root,UrbanLandAEZ04,UrbanLandAEZ04,1700,0
India,root,UrbanLandAEZ04,UrbanLandAEZ04,1700,0.33878
USA,root,RockIceDesertAEZ05,RockIceDesertAEZ05,1700,0
Canada,root,RockIceDesertAEZ05,RockIceDesertAEZ05,1700,0
Western Europe,root,RockIceDesertAEZ05,RockIceDesertAEZ05,1700,0
Japan,root,RockIceDesertAEZ05,RockIceDesertAEZ05,1700,0
Australia_NZ,root,RockIceDesertAEZ05,RockIceDesertAEZ05,1700,0
Former Soviet Union,root,RockIceDesertAEZ05,RockIceDesertAEZ05,1700,0
China,root,RockIceDesertAEZ05,RockIceDesertAEZ05,1700,0.23894
Middle East,root,RockIceDesertAEZ05,RockIceDesertAEZ05,1700,0
Africa,root,RockIceDesertAEZ05,RockIceDesertAEZ05,1700,6.63301
Latin America,root,RockIceDesertAEZ05,RockIceDesertAEZ05,1700,4.76059
Southeast Asia,root,RockIceDesertAEZ05,RockIceDesertAEZ05,1700,0
Eastern Europe,root,RockIceDesertAEZ05,RockIceDesertAEZ05,1700,0
Korea,root,RockIceDesertAEZ05,RockIceDesertAEZ05,1700,0
India,root,RockIceDesertAEZ05,RockIceDesertAEZ05,1700,0.07659
USA,root,TundraAEZ05,TundraAEZ05,1700,0
Canada,root,TundraAEZ05,TundraAEZ05,1700,0
Western Europe,root,TundraAEZ05,TundraAEZ05,1700,0
Japan,root,TundraAEZ05,TundraAEZ05,1700,0
Australia_NZ,root,TundraAEZ05,TundraAEZ05,1700,0
Former Soviet Union,root,TundraAEZ05,TundraAEZ05,1700,0
China,root,TundraAEZ05,TundraAEZ05,1700,0
Middle East,root,TundraAEZ05,TundraAEZ05,1700,0
Africa,root,TundraAEZ05,TundraAEZ05,1700,0
Latin America,root,TundraAEZ05,TundraAEZ05,1700,3.77685
Southeast Asia,root,TundraAEZ05,TundraAEZ05,1700,0
Eastern Europe,root,TundraAEZ05,TundraAEZ05,1700,0
Korea,root,TundraAEZ05,TundraAEZ05,1700,0
India,root,TundraAEZ05,TundraAEZ05,1700,0
USA,root,UrbanLandAEZ05,UrbanLandAEZ05,1700,0
Canada,root,UrbanLandAEZ05,UrbanLandAEZ05,1700,0
Western Europe,root,UrbanLandAEZ05,UrbanLandAEZ05,1700,0
Japan,root,UrbanLandAEZ05,UrbanLandAEZ05,1700,0
Australia_NZ,root,UrbanLandAEZ05,UrbanLandAEZ05,1700,4e-05
Former Soviet Union,root,UrbanLandAEZ05,UrbanLandAEZ05,1700,0
China,root,UrbanLandAEZ05,UrbanLandAEZ05,1700,0.03671
Middle East,root,UrbanLandAEZ05,UrbanLandAEZ05,1700,0
Africa,root,UrbanLandAEZ05,UrbanLandAEZ05,1700,0.30501
Latin America,root,UrbanLandAEZ05,UrbanLandAEZ05,1700,0.06175
Southeast Asia,root,UrbanLandAEZ05,UrbanLandAEZ05,1700,0.08994
Eastern Europe,root,UrbanLandAEZ05,UrbanLandAEZ05,1700,0
Korea,root,UrbanLandAEZ05,UrbanLandAEZ05,1700,0
India,root,UrbanLandAEZ05,UrbanLandAEZ05,1700,0.01606
USA,root,RockIceDesertAEZ06,RockIceDesertAEZ06,1700,0
Canada,root,RockIceDesertAEZ06,RockIceDesertAEZ06,1700,0
Western Europe,root,RockIceDesertAEZ06,RockIceDesertAEZ06,1700,0
Japan,root,RockIceDesertAEZ06,RockIceDesertAEZ06,1700,0
Australia_NZ,root,RockIceDesertAEZ06,RockIceDesertAEZ06,1700,0
Former Soviet Union,root,RockIceDesertAEZ06,RockIceDesertAEZ06,1700,0
China,root,RockIceDesertAEZ06,RockIceDesertAEZ06,1700,0.11303
Middle East,root,RockIceDesertAEZ06,RockIceDesertAEZ06,1700,0
Africa,root,RockIceDesertAEZ06,RockIceDesertAEZ06,1700,6.53816
Latin America,root,RockIceDesertAEZ06,RockIceDesertAEZ06,1700,1.07697
Southeast Asia,root,RockIceDesertAEZ06,RockIceDesertAEZ06,1700,0.06254
Eastern Europe,root,RockIceDesertAEZ06,RockIceDesertAEZ06,1700,0
Korea,root,RockIceDesertAEZ06,RockIceDesertAEZ06,1700,0
India,root,RockIceDesertAEZ06,RockIceDesertAEZ06,1700,0
USA,root,TundraAEZ06,TundraAEZ06,1700,0
Canada,root,TundraAEZ06,TundraAEZ06,1700,0
Western Europe,root,TundraAEZ06,TundraAEZ06,1700,0
Japan,root,TundraAEZ06,TundraAEZ06,1700,0
Australia_NZ,root,TundraAEZ06,TundraAEZ06,1700,0
Former Soviet Union,root,TundraAEZ06,TundraAEZ06,1700,0
China,root,TundraAEZ06,TundraAEZ06,1700,0
Middle East,root,TundraAEZ06,TundraAEZ06,1700,0
Africa,root,TundraAEZ06,TundraAEZ06,1700,0
Latin America,root,TundraAEZ06,TundraAEZ06,1700,10.77468
Southeast Asia,root,TundraAEZ06,TundraAEZ06,1700,0
Eastern Europe,root,TundraAEZ06,TundraAEZ06,1700,0
Korea,root,TundraAEZ06,TundraAEZ06,1700,0
India,root,TundraAEZ06,TundraAEZ06,1700,0
USA,root,UrbanLandAEZ06,UrbanLandAEZ06,1700,0
Canada,root,UrbanLandAEZ06,UrbanLandAEZ06,1700,0
Western Europe,root,UrbanLandAEZ06,UrbanLandAEZ06,1700,0
Japan,root,UrbanLandAEZ06,UrbanLandAEZ06,1700,0
Australia_NZ,root,UrbanLandAEZ06,UrbanLandAEZ06,1700,0.00027
Former Soviet Union,root,UrbanLandAEZ06,UrbanLandAEZ06,1700,0
China,root,UrbanLandAEZ06,UrbanLandAEZ06,1700,0.0897
Middle East,root,UrbanLandAEZ06,UrbanLandAEZ06,1700,0
Africa,root,UrbanLandAEZ06,UrbanLandAEZ06,1700,0.20986
Latin America,root,UrbanLandAEZ06,UrbanLandAEZ06,1700,0.10089
Southeast Asia,root,UrbanLandAEZ06,UrbanLandAEZ06,1700,0.09143
Eastern Europe,root,UrbanLandAEZ06,UrbanLandAEZ06,1700,0
Korea,root,UrbanLandAEZ06,UrbanLandAEZ06,1700,0
India,root,UrbanLandAEZ06,UrbanLandAEZ06,1700,0.00284
USA,root,RockIceDesertAEZ07,RockIceDesertAEZ07,1700,14.86556
Canada,root,RockIceDesertAEZ07,RockIceDesertAEZ07,1700,0
Western Europe,root,RockIceDesertAEZ07,RockIceDesertAEZ07,1700,0
Japan,root,RockIceDesertAEZ07,RockIceDesertAEZ07,1700,0
Australia_NZ,root,RockIceDesertAEZ07,RockIceDesertAEZ07,1700,19.10072
Former Soviet Union,root,RockIceDesertAEZ07,RockIceDesertAEZ07,1700,303.1779
China,root,RockIceDesertAEZ07,RockIceDesertAEZ07,1700,1160.69384
Middle East,root,RockIceDesertAEZ07,RockIceDesertAEZ07,1700,1446.66989
Africa,root,RockIceDesertAEZ07,RockIceDesertAEZ07,1700,5097.80975
Latin America,root,RockIceDesertAEZ07,RockIceDesertAEZ07,1700,220.88948
Southeast Asia,root,RockIceDesertAEZ07,RockIceDesertAEZ07,1700,324.50215
Eastern Europe,root,RockIceDesertAEZ07,RockIceDesertAEZ07,1700,0
Korea,root,RockIceDesertAEZ07,RockIceDesertAEZ07,1700,0
India,root,RockIceDesertAEZ07,RockIceDesertAEZ07,1700,51.67076
USA,root,TundraAEZ07,TundraAEZ07,1700,0.12433
Canada,root,TundraAEZ07,TundraAEZ07,1700,0.16215
Western Europe,root,TundraAEZ07,TundraAEZ07,1700,0
Japan,root,TundraAEZ07,TundraAEZ07,1700,0
Australia_NZ,root,TundraAEZ07,TundraAEZ07,1700,0
Former Soviet Union,root,TundraAEZ07,TundraAEZ07,1700,1.71474
China,root,TundraAEZ07,TundraAEZ07,1700,5.02357
Middle East,root,TundraAEZ07,TundraAEZ07,1700,0
Africa,root,TundraAEZ07,TundraAEZ07,1700,0
Latin America,root,TundraAEZ07,TundraAEZ07,1700,60.89316
Southeast Asia,root,TundraAEZ07,TundraAEZ07,1700,0
Eastern Europe,root,TundraAEZ07,TundraAEZ07,1700,0
Korea,root,TundraAEZ07,TundraAEZ07,1700,0
India,root,TundraAEZ07,TundraAEZ07,1700,0
USA,root,UrbanLandAEZ07,UrbanLandAEZ07,1700,0.00331
Canada,root,UrbanLandAEZ07,UrbanLandAEZ07,1700,2e-05
Western Europe,root,UrbanLandAEZ07,UrbanLandAEZ07,1700,0
Japan,root,UrbanLandAEZ07,UrbanLandAEZ07,1700,0
Australia_NZ,root,UrbanLandAEZ07,UrbanLandAEZ07,1700,0.00016
Former Soviet Union,root,UrbanLandAEZ07,UrbanLandAEZ07,1700,0.00983
China,root,UrbanLandAEZ07,UrbanLandAEZ07,1700,0.08861
Middle East,root,UrbanLandAEZ07,UrbanLandAEZ07,1700,0.151
Africa,root,UrbanLandAEZ07,UrbanLandAEZ07,1700,0.04137
Latin America,root,UrbanLandAEZ07,UrbanLandAEZ07,1700,0.01026
Southeast Asia,root,UrbanLandAEZ07,UrbanLandAEZ07,1700,0.01399
Eastern Europe,root,UrbanLandAEZ07,UrbanLandAEZ07,1700,0
Korea,root,UrbanLandAEZ07,UrbanLandAEZ07,1700,0
India,root,UrbanLandAEZ07,UrbanLandAEZ07,1700,0
USA,root,RockIceDesertAEZ08,RockIceDesertAEZ08,1700,0.43346
Canada,root,RockIceDesertAEZ08,RockIceDesertAEZ08,1700,0
Western Europe,root,RockIceDesertAEZ08,RockIceDesertAEZ08,1700,0.40155
Japan,root,RockIceDesertAEZ08,RockIceDesertAEZ08,1700,0
Australia_NZ,root,RockIceDesertAEZ08,RockIceDesertAEZ08,1700,0.07298
Former Soviet Union,root,RockIceDesertAEZ08,RockIceDesertAEZ08,1700,9.75872
China,root,RockIceDesertAEZ08,RockIceDesertAEZ08,1700,1.12536
Middle East,root,RockIceDesertAEZ08,RockIceDesertAEZ08,1700,51.26087
Africa,root,RockIceDesertAEZ08,RockIceDesertAEZ08,1700,113.72674
Latin America,root,RockIceDesertAEZ08,RockIceDesertAEZ08,1700,10.51632
Southeast Asia,root,RockIceDesertAEZ08,RockIceDesertAEZ08,1700,10.50448
Eastern Europe,root,RockIceDesertAEZ08,RockIceDesertAEZ08,1700,0
Korea,root,RockIceDesertAEZ08,RockIceDesertAEZ08,1700,0
India,root,RockIceDesertAEZ08,RockIceDesertAEZ08,1700,9.36668
USA,root,TundraAEZ08,TundraAEZ08,1700,0.28836
Canada,root,TundraAEZ08,TundraAEZ08,1700,0.07669
Western Europe,root,TundraAEZ08,TundraAEZ08,1700,0.5713
Japan,root,TundraAEZ08,TundraAEZ08,1700,0
Australia_NZ,root,TundraAEZ08,TundraAEZ08,1700,0
Former Soviet Union,root,TundraAEZ08,TundraAEZ08,1700,7.6998
China,root,TundraAEZ08,TundraAEZ08,1700,0.2272
Middle East,root,TundraAEZ08,TundraAEZ08,1700,0.18708
Africa,root,TundraAEZ08,TundraAEZ08,1700,0
Latin America,root,TundraAEZ08,TundraAEZ08,1700,39.7547
Southeast Asia,root,TundraAEZ08,TundraAEZ08,1700,2.11626
Eastern Europe,root,TundraAEZ08,TundraAEZ08,1700,0
Korea,root,TundraAEZ08,TundraAEZ08,1700,0
India,root,TundraAEZ08,TundraAEZ08,1700,0
USA,root,UrbanLandAEZ08,UrbanLandAEZ08,1700,0.00039
Canada,root,UrbanLandAEZ08,UrbanLandAEZ08,1700,0
Western Europe,root,UrbanLandAEZ08,UrbanLandAEZ08,1700,0.08533
Japan,root,UrbanLandAEZ08,UrbanLandAEZ08,1700,0
Australia_NZ,root,UrbanLandAEZ08,UrbanLandAEZ08,1700,0.00027
Former Soviet Union,root,UrbanLandAEZ08,UrbanLandAEZ08,1700,0.05027
China,root,UrbanLandAEZ08,UrbanLandAEZ08,1700,0.35599
Middle East,root,UrbanLandAEZ08,UrbanLandAEZ08,1700,0.11568
Africa,root,UrbanLandAEZ08,UrbanLandAEZ08,1700,0.01314
Latin America,root,UrbanLandAEZ08,UrbanLandAEZ08,1700,0.05296
Southeast Asia,root,UrbanLandAEZ08,UrbanLandAEZ08,1700,0.00235
Eastern Europe,root,UrbanLandAEZ08,UrbanLandAEZ08,1700,0.00061
Korea,root,UrbanLandAEZ08,UrbanLandAEZ08,1700,0
India,root,UrbanLandAEZ08,UrbanLandAEZ08,1700,0.09575
USA,root,RockIceDesertAEZ09,RockIceDesertAEZ09,1700,0
Canada,root,RockIceDesertAEZ09,RockIceDesertAEZ09,1700,0
Western Europe,root,RockIceDesertAEZ09,RockIceDesertAEZ09,1700,0.02149
Japan,root,RockIceDesertAEZ09,RockIceDesertAEZ09,1700,0
Australia_NZ,root,RockIceDesertAEZ09,RockIceDesertAEZ09,1700,0
Former Soviet Union,root,RockIceDesertAEZ09,RockIceDesertAEZ09,1700,0.003
China,root,RockIceDesertAEZ09,RockIceDesertAEZ09,1700,2.11614
Middle East,root,RockIceDesertAEZ09,RockIceDesertAEZ09,1700,0.40681
Africa,root,RockIceDesertAEZ09,RockIceDesertAEZ09,1700,29.34984
Latin America,root,RockIceDesertAEZ09,RockIceDesertAEZ09,1700,1.03342
Southeast Asia,root,RockIceDesertAEZ09,RockIceDesertAEZ09,1700,0.13436
Eastern Europe,root,RockIceDesertAEZ09,RockIceDesertAEZ09,1700,0
Korea,root,RockIceDesertAEZ09,RockIceDesertAEZ09,1700,0
India,root,RockIceDesertAEZ09,RockIceDesertAEZ09,1700,0
USA,root,TundraAEZ09,TundraAEZ09,1700,0.05942
Canada,root,TundraAEZ09,TundraAEZ09,1700,0
Western Europe,root,TundraAEZ09,TundraAEZ09,1700,0.51561
Japan,root,TundraAEZ09,TundraAEZ09,1700,0
Australia_NZ,root,TundraAEZ09,TundraAEZ09,1700,0
Former Soviet Union,root,TundraAEZ09,TundraAEZ09,1700,10.91605
China,root,TundraAEZ09,TundraAEZ09,1700,0
Middle East,root,TundraAEZ09,TundraAEZ09,1700,0
Africa,root,TundraAEZ09,TundraAEZ09,1700,0
Latin America,root,TundraAEZ09,TundraAEZ09,1700,4.76935
Southeast Asia,root,TundraAEZ09,TundraAEZ09,1700,4.22559
Eastern Europe,root,TundraAEZ09,TundraAEZ09,1700,0
Korea,root,TundraAEZ09,TundraAEZ09,1700,0
India,root,TundraAEZ09,TundraAEZ09,1700,0
USA,root,UrbanLandAEZ09,UrbanLandAEZ09,1700,0.00037
Canada,root,UrbanLandAEZ09,UrbanLandAEZ09,1700,1e-05
Western Europe,root,UrbanLandAEZ09,UrbanLandAEZ09,1700,0.47084
Japan,root,UrbanLandAEZ09,UrbanLandAEZ09,1700,0
Australia_NZ,root,UrbanLandAEZ09,UrbanLandAEZ09,1700,0.00069
Former Soviet Union,root,UrbanLandAEZ09,UrbanLandAEZ09,1700,0.04865
China,root,UrbanLandAEZ09,UrbanLandAEZ09,1700,0.787
Middle East,root,UrbanLandAEZ09,UrbanLandAEZ09,1700,0.03431
Africa,root,UrbanLandAEZ09,UrbanLandAEZ09,1700,0.02802
Latin America,root,UrbanLandAEZ09,UrbanLandAEZ09,1700,0.05507
Southeast Asia,root,UrbanLandAEZ09,UrbanLandAEZ09,1700,0.00018
Eastern Europe,root,UrbanLandAEZ09,UrbanLandAEZ09,1700,0.00877
Korea,root,UrbanLandAEZ09,UrbanLandAEZ09,1700,0
India,root,UrbanLandAEZ09,UrbanLandAEZ09,1700,0.13474
USA,root,RockIceDesertAEZ10,RockIceDesertAEZ10,1700,0
Canada,root,RockIceDesertAEZ10,RockIceDesertAEZ10,1700,0
Western Europe,root,RockIceDesertAEZ10,RockIceDesertAEZ10,1700,0.03864
Japan,root,RockIceDesertAEZ10,RockIceDesertAEZ10,1700,0
Australia_NZ,root,RockIceDesertAEZ10,RockIceDesertAEZ10,1700,0
Former Soviet Union,root,RockIceDesertAEZ10,RockIceDesertAEZ10,1700,0.02583
China,root,RockIceDesertAEZ10,RockIceDesertAEZ10,1700,0.1214
