Pork Supply,,,,,,,,,,,,,,,,,,
Units and sector type,,,,,,,,,,,,,,,,,,
INPUT_TABLE,,,,,,,,,,,,,,,,,,
Variable ID,,,,,,,,,,,,,,,,,,
70,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
region,supplysector,output-unit,input-unit,price-unit,sectorType,,,,,,,,,,,,,
Eastern Europe,Pork,Mixed,Corn,0.16980,0.16980,0.16484,0.16484,0.16484,0.16484,0.16484,0.16484,0.16484,Corn,,,,,
Korea,Pork,Mixed,Corn,0.13283,0.13283,0.14556,0.14556,0.14556,0.14556,0.14556,0.14556,0.14556,Corn,,,,,
India,Pork,Mixed,Corn,0.18390,0.18390,0.18583,0.18583,0.18583,0.18583,0.18583,0.18583,0.18583,Corn,,,,,
USA,Pork,Mixed,FodderCrop,0.15041,0.15041,0.15881,0.15881,0.15881,0.15881,0.15881,0.15881,0.15881,FodderCrop,,,,,
Canada,Pork,Mixed,FodderCrop,0.15322,0.15322,0.15880,0.15880,0.15880,0.15880,0.15880,0.15880,0.15880,FodderCrop,,,,,
Western Europe,Pork,Mixed,FodderCrop,0.18426,0.18426,0.18285,0.18285,0.18285,0.18285,0.18285,0.18285,0.18285,FodderCrop,,,,,
Japan,Pork,Mixed,FodderCrop,0.16971,0.16971,0.17953,0.17953,0.17953,0.17953,0.17953,0.17953,0.17953,FodderCrop,,,,,
Australia_NZ,Pork,Mixed,FodderCrop,0.17089,0.17089,0.18401,0.18401,0.18401,0.18401,0.18401,0.18401,0.18401,FodderCrop,,,,,
Former Soviet Union,Pork,Mixed,FodderCrop,0.16644,0.16644,0.19004,0.19004,0.19004,0.19004,0.19004,0.19004,0.19004,FodderCrop,,,,,
China,Pork,Mixed,FodderCrop,0.18502,0.18502,0.21490,0.21490,0.21490,0.21490,0.21490,0.21490,0.21490,FodderCrop,,,,,
Middle East,Pork,Mixed,FodderCrop,0.14949,0.14949,0.15640,0.15640,0.15640,0.15640,0.15640,0.15640,0.15640,FodderCrop,,,,,
Africa,Pork,Mixed,FodderCrop,0.19396,0.19396,0.20816,0.20816,0.20816,0.20816,0.20816,0.20816,0.20816,FodderCrop,,,,,
Latin America,Pork,Mixed,FodderCrop,0.18659,0.18659,0.18954,0.18954,0.18954,0.18954,0.18954,0.18954,0.18954,FodderCrop,,,,,
Southeast Asia,Pork,Mixed,FodderCrop,0.19916,0.19916,0.20667,0.20667,0.20667,0.20667,0.20667,0.20667,0.20667,FodderCrop,,,,,
Eastern Europe,Pork,Mixed,FodderCrop,0.16980,0.16980,0.16484,0.16484,0.16484,0.16484,0.16484,0.16484,0.16484,FodderCrop,,,,,
Korea,Pork,Mixed,FodderCrop,0.13283,0.13283,0.14556,0.14556,0.14556,0.14556,0.14556,0.14556,0.14556,FodderCrop,,,,,
India,Pork,Mixed,FodderCrop,0.18390,0.18390,0.18583,0.18583,0.18583,0.18583,0.18583,0.18583,0.18583,FodderCrop,,,,,
USA,Pork,Mixed,MiscCrop,0.15041,0.15041,0.15881,0.15881,0.15881,0.15881,0.15881,0.15881,0.15881,MiscCrop,,,,,
Canada,Pork,Mixed,MiscCrop,0.15322,0.15322,0.15880,0.15880,0.15880,0.15880,0.15880,0.15880,0.15880,MiscCrop,,,,,
Western Europe,Pork,Mixed,MiscCrop,0.18426,0.18426,0.18285,0.18285,0.18285,0.18285,0.18285,0.18285,0.18285,MiscCrop,,,,,
Japan,Pork,Mixed,MiscCrop,0.16971,0.16971,0.17953,0.17953,0.17953,0.17953,0.17953,0.17953,0.17953,MiscCrop,,,,,
Australia_NZ,Pork,Mixed,MiscCrop,0.17089,0.17089,0.18401,0.18401,0.18401,0.18401,0.18401,0.18401,0.18401,MiscCrop,,,,,
Former Soviet Union,Pork,Mixed,MiscCrop,0.16644,0.16644,0.19004,0.19004,0.19004,0.19004,0.19004,0.19004,0.19004,MiscCrop,,,,,
China,Pork,Mixed,MiscCrop,0.18502,0.18502,0.21490,0.21490,0.21490,0.21490,0.21490,0.21490,0.21490,MiscCrop,,,,,
Middle East,Pork,Mixed,MiscCrop,0.14949,0.14949,0.15640,0.15640,0.15640,0.15640,0.15640,0.15640,0.15640,MiscCrop,,,,,
Africa,Pork,Mixed,MiscCrop,0.19396,0.19396,0.20816,0.20816,0.20816,0.20816,0.20816,0.20816,0.20816,MiscCrop,,,,,
Latin America,Pork,Mixed,MiscCrop,0.18659,0.18659,0.18954,0.18954,0.18954,0.18954,0.18954,0.18954,0.18954,MiscCrop,,,,,
Southeast Asia,Pork,Mixed,MiscCrop,0.19916,0.19916,0.20667,0.20667,0.20667,0.20667,0.20667,0.20667,0.20667,MiscCrop,,,,,
Eastern Europe,Pork,Mixed,MiscCrop,0.16980,0.16980,0.16484,0.16484,0.16484,0.16484,0.16484,0.16484,0.16484,MiscCrop,,,,,
Korea,Pork,Mixed,MiscCrop,0.13283,0.13283,0.14556,0.14556,0.14556,0.14556,0.14556,0.14556,0.14556,MiscCrop,,,,,
India,Pork,Mixed,MiscCrop,0.18390,0.18390,0.18583,0.18583,0.18583,0.18583,0.18583,0.18583,0.18583,MiscCrop,,,,,
USA,Pork,Mixed,OilCrop,0.15041,0.15041,0.15881,0.15881,0.15881,0.15881,0.15881,0.15881,0.15881,OilCrop,,,,,
Canada,Pork,Mixed,OilCrop,0.15322,0.15322,0.15880,0.15880,0.15880,0.15880,0.15880,0.15880,0.15880,OilCrop,,,,,
Western Europe,Pork,Mixed,OilCrop,0.18426,0.18426,0.18285,0.18285,0.18285,0.18285,0.18285,0.18285,0.18285,OilCrop,,,,,
Japan,Pork,Mixed,OilCrop,0.16971,0.16971,0.17953,0.17953,0.17953,0.17953,0.17953,0.17953,0.17953,OilCrop,,,,,
Australia_NZ,Pork,Mixed,OilCrop,0.17089,0.17089,0.18401,0.18401,0.18401,0.18401,0.18401,0.18401,0.18401,OilCrop,,,,,
Former Soviet Union,Pork,Mixed,OilCrop,0.16644,0.16644,0.19004,0.19004,0.19004,0.19004,0.19004,0.19004,0.19004,OilCrop,,,,,
China,Pork,Mixed,OilCrop,0.18502,0.18502,0.21490,0.21490,0.21490,0.21490,0.21490,0.21490,0.21490,OilCrop,,,,,
Middle East,Pork,Mixed,OilCrop,0.14949,0.14949,0.15640,0.15640,0.15640,0.15640,0.15640,0.15640,0.15640,OilCrop,,,,,
Africa,Pork,Mixed,OilCrop,0.19396,0.19396,0.20816,0.20816,0.20816,0.20816,0.20816,0.20816,0.20816,OilCrop,,,,,
Latin America,Pork,Mixed,OilCrop,0.18659,0.18659,0.18954,0.18954,0.18954,0.18954,0.18954,0.18954,0.18954,OilCrop,,,,,
Southeast Asia,Pork,Mixed,OilCrop,0.19916,0.19916,0.20667,0.20667,0.20667,0.20667,0.20667,0.20667,0.20667,OilCrop,,,,,
Eastern Europe,Pork,Mixed,OilCrop,0.16980,0.16980,0.16484,0.16484,0.16484,0.16484,0.16484,0.16484,0.16484,OilCrop,,,,,
Korea,Pork,Mixed,OilCrop,0.13283,0.13283,0.14556,0.14556,0.14556,0.14556,0.14556,0.14556,0.14556,OilCrop,,,,,
India,Pork,Mixed,OilCrop,0.18390,0.18390,0.18583,0.18583,0.18583,0.18583,0.18583,0.18583,0.18583,OilCrop,,,,,
USA,Pork,Mixed,OtherGrain,0.15041,0.15041,0.15881,0.15881,0.15881,0.15881,0.15881,0.15881,0.15881,OtherGrain,,,,,
Canada,Pork,Mixed,OtherGrain,0.15322,0.15322,0.15880,0.15880,0.15880,0.15880,0.15880,0.15880,0.15880,OtherGrain,,,,,
Western Europe,Pork,Mixed,OtherGrain,0.18426,0.18426,0.18285,0.18285,0.18285,0.18285,0.18285,0.18285,0.18285,OtherGrain,,,,,
Japan,Pork,Mixed,OtherGrain,0.16971,0.16971,0.17953,0.17953,0.17953,0.17953,0.17953,0.17953,0.17953,OtherGrain,,,,,
Australia_NZ,Pork,Mixed,OtherGrain,0.17089,0.17089,0.18401,0.18401,0.18401,0.18401,0.18401,0.18401,0.18401,OtherGrain,,,,,
Former Soviet Union,Pork,Mixed,OtherGrain,0.16644,0.16644,0.19004,0.19004,0.19004,0.19004,0.19004,0.19004,0.19004,OtherGrain,,,,,
China,Pork,Mixed,OtherGrain,0.18502,0.18502,0.21490,0.21490,0.21490,0.21490,0.21490,0.21490,0.21490,OtherGrain,,,,,
Middle East,Pork,Mixed,OtherGrain,0.14949,0.14949,0.15640,0.15640,0.15640,0.15640,0.15640,0.15640,0.15640,OtherGrain,,,,,
Africa,Pork,Mixed,OtherGrain,0.19396,0.19396,0.20816,0.20816,0.20816,0.20816,0.20816,0.20816,0.20816,OtherGrain,,,,,
Latin America,Pork,Mixed,OtherGrain,0.18659,0.18659,0.18954,0.18954,0.18954,0.18954,0.18954,0.18954,0.18954,OtherGrain,,,,,
Southeast Asia,Pork,Mixed,OtherGrain,0.19916,0.19916,0.20667,0.20667,0.20667,0.20667,0.20667,0.20667,0.20667,OtherGrain,,,,,
Eastern Europe,Pork,Mixed,OtherGrain,0.16980,0.16980,0.16484,0.16484,0.16484,0.16484,0.16484,0.16484,0.16484,OtherGrain,,,,,
Korea,Pork,Mixed,OtherGrain,0.13283,0.13283,0.14556,0.14556,0.14556,0.14556,0.14556,0.14556,0.14556,OtherGrain,,,,,
India,Pork,Mixed,OtherGrain,0.18390,0.18390,0.18583,0.18583,0.18583,0.18583,0.18583,0.18583,0.18583,OtherGrain,,,,,
USA,Pork,Mixed,Rice,0.15041,0.15041,0.15881,0.15881,0.15881,0.15881,0.15881,0.15881,0.15881,Rice,,,,,
Canada,Pork,Mixed,Rice,0.15322,0.15322,0.15880,0.15880,0.15880,0.15880,0.15880,0.15880,0.15880,Rice,,,,,
Western Europe,Pork,Mixed,Rice,0.18426,0.18426,0.18285,0.18285,0.18285,0.18285,0.18285,0.18285,0.18285,Rice,,,,,
Japan,Pork,Mixed,Rice,0.16971,0.16971,0.17953,0.17953,0.17953,0.17953,0.17953,0.17953,0.17953,Rice,,,,,
Australia_NZ,Pork,Mixed,Rice,0.17089,0.17089,0.18401,0.18401,0.18401,0.18401,0.18401,0.18401,0.18401,Rice,,,,,
Former Soviet Union,Pork,Mixed,Rice,0.16644,0.16644,0.19004,0.19004,0.19004,0.19004,0.19004,0.19004,0.19004,Rice,,,,,
China,Pork,Mixed,Rice,0.18502,0.18502,0.21490,0.21490,0.21490,0.21490,0.21490,0.21490,0.21490,Rice,,,,,
Middle East,Pork,Mixed,Rice,0.14949,0.14949,0.15640,0.15640,0.15640,0.15640,0.15640,0.15640,0.15640,Rice,,,,,
Africa,Pork,Mixed,Rice,0.19396,0.19396,0.20816,0.20816,0.20816,0.20816,0.20816,0.20816,0.20816,Rice,,,,,
Latin America,Pork,Mixed,Rice,0.18659,0.18659,0.18954,0.18954,0.18954,0.18954,0.18954,0.18954,0.18954,Rice,,,,,
Southeast Asia,Pork,Mixed,Rice,0.19916,0.19916,0.20667,0.20667,0.20667,0.20667,0.20667,0.20667,0.20667,Rice,,,,,
Eastern Europe,Pork,Mixed,Rice,0.16980,0.16980,0.16484,0.16484,0.16484,0.16484,0.16484,0.16484,0.16484,Rice,,,,,
Korea,Pork,Mixed,Rice,0.13283,0.13283,0.14556,0.14556,0.14556,0.14556,0.14556,0.14556,0.14556,Rice,,,,,
India,Pork,Mixed,Rice,0.18390,0.18390,0.18583,0.18583,0.18583,0.18583,0.18583,0.18583,0.18583,Rice,,,,,
USA,Pork,Mixed,SugarCrop,0.15041,0.15041,0.15881,0.15881,0.15881,0.15881,0.15881,0.15881,0.15881,SugarCrop,,,,,
Canada,Pork,Mixed,SugarCrop,0.15322,0.15322,0.15880,0.15880,0.15880,0.15880,0.15880,0.15880,0.15880,SugarCrop,,,,,
Western Europe,Pork,Mixed,SugarCrop,0.18426,0.18426,0.18285,0.18285,0.18285,0.18285,0.18285,0.18285,0.18285,SugarCrop,,,,,
Japan,Pork,Mixed,SugarCrop,0.16971,0.16971,0.17953,0.17953,0.17953,0.17953,0.17953,0.17953,0.17953,SugarCrop,,,,,
