India,root,AgroForestLandAEZ16,AgroForest_NonPastureAEZ16,CropLandAEZ16,SugarCropAEZ16,0,0,0,0,0,0,0,0,0,0,,14,14SugarCrop,AEZ16
India,root,AgroForestLandAEZ17,AgroForest_NonPastureAEZ17,CropLandAEZ17,SugarCropAEZ17,0,0,0,0,0,0,0,0,0,0,,14,14SugarCrop,AEZ17
India,root,AgroForestLandAEZ18,AgroForest_NonPastureAEZ18,CropLandAEZ18,SugarCropAEZ18,0,0,0,0,0,0,0,0,0,0,,14,14SugarCrop,AEZ18
,,,,,,,,,,,,,,,,,,,
Wheat,,,,,,,,,,,,,,,,,,,
INPUT_TABLE,,,,,,,,,,,,,,,,,,,
VariableID,,,,,,,,,,,,,,,,,,,
10001,,,,,,,,,,,,,,,,,,,
,,,,,,landAllocation,,,allocation,,,,,,,,,,
region,Land Allocator Root,LandNode1,LandNode2,LandNode3,LandLeaf,1975,1990,2005,1700,1750,1800,1850,1900,1950,1975,,region ID,lookup1,lookup2
USA,root,AgroForestLandAEZ1,AgroForest_NonPastureAEZ1,CropLandAEZ1,WheatAEZ1,0,0,0,0,0,0,0,0,0,0,,1,1Wheat,AEZ1
USA,root,AgroForestLandAEZ2,AgroForest_NonPastureAEZ2,CropLandAEZ2,WheatAEZ2,0,0,0,0,0,0,0,0,0,0,,1,1Wheat,AEZ2
USA,root,AgroForestLandAEZ3,AgroForest_NonPastureAEZ3,CropLandAEZ3,WheatAEZ3,0,0,0,0,0,0,0,0,0,0,,1,1Wheat,AEZ3
USA,root,AgroForestLandAEZ4,AgroForest_NonPastureAEZ4,CropLandAEZ4,WheatAEZ4,0,0,0,0,0,0,0,0,0,0,,1,1Wheat,AEZ4
USA,root,AgroForestLandAEZ5,AgroForest_NonPastureAEZ5,CropLandAEZ5,WheatAEZ5,0,0,0,0,0,0,0,0,0,0,,1,1Wheat,AEZ5
USA,root,AgroForestLandAEZ6,AgroForest_NonPastureAEZ6,CropLandAEZ6,WheatAEZ6,0,0,0,0,0,0,0,0,0,0,,1,1Wheat,AEZ6
USA,root,AgroForestLandAEZ7,AgroForest_NonPastureAEZ7,CropLandAEZ7,WheatAEZ7,60.18526369,71.29766518,70.57075523,0.373741501,0.716409717,1.404573611,2.272353822,23.70342409,49.52401525,60.18526369,,1,1Wheat,AEZ7
USA,root,AgroForestLandAEZ8,AgroForest_NonPastureAEZ8,CropLandAEZ8,WheatAEZ8,44.91179408,56.46406958,57.06419418,0.096845895,0.260433205,0.675551592,1.157077208,17.67565897,36.96381308,44.91179408,,1,1Wheat,AEZ8
USA,root,AgroForestLandAEZ9,AgroForest_NonPastureAEZ9,CropLandAEZ9,WheatAEZ9,19.31882166,21.44998714,22.79931528,0.079735101,0.18271442,0.441911496,0.986037725,11.76412267,18.10905516,19.31882166,,1,1Wheat,AEZ9
USA,root,AgroForestLandAEZ10,AgroForest_NonPastureAEZ10,CropLandAEZ10,WheatAEZ10,31.79550123,30.06904612,24.73545904,0.091495603,0.37020207,1.208789222,7.343146974,26.37603567,33.10209206,31.79550123,,1,1Wheat,AEZ10
USA,root,AgroForestLandAEZ11,AgroForest_NonPastureAEZ11,CropLandAEZ11,WheatAEZ11,21.86974398,20.2954568,16.69548938,0.07700902,0.350552599,1.213697551,7.037770531,19.47326107,23.34767974,21.86974398,,1,1Wheat,AEZ11
USA,root,AgroForestLandAEZ12,AgroForest_NonPastureAEZ12,CropLandAEZ12,WheatAEZ12,8.121945395,7.163090159,5.892515597,0.019149664,0.080620227,0.282375611,2.019662351,6.75938637,8.723942523,8.121945395,,1,1Wheat,AEZ12
USA,root,AgroForestLandAEZ13,AgroForest_NonPastureAEZ13,CropLandAEZ13,WheatAEZ13,4.087762166,5.80476125,4.775124346,0.005313269,0.015192371,0.038671558,0.065887706,0.629570196,2.739596233,4.087762166,,1,1Wheat,AEZ13
USA,root,AgroForestLandAEZ14,AgroForest_NonPastureAEZ14,CropLandAEZ14,WheatAEZ14,0.439047057,0.608561739,0.500616279,0,0.000174025,0.00149798,0.00454246,0.057257593,0.301256703,0.439047057,,1,1Wheat,AEZ14
USA,root,AgroForestLandAEZ15,AgroForest_NonPastureAEZ15,CropLandAEZ15,WheatAEZ15,0.058531842,0.061476966,0.050572306,0,0.000240476,0.000960318,0.004290407,0.026040174,0.043754477,0.058531842,,1,1Wheat,AEZ15
USA,root,AgroForestLandAEZ16,AgroForest_NonPastureAEZ16,CropLandAEZ16,WheatAEZ16,0.000825455,0.000919692,0.000756559,0,0,0,4.23806E-06,0.000187142,0.000655135,0.000825455,,1,1Wheat,AEZ16
USA,root,AgroForestLandAEZ17,AgroForest_NonPastureAEZ17,CropLandAEZ17,WheatAEZ17,0,0,0,0,0,0,0,0,0,0,,1,1Wheat,AEZ17
USA,root,AgroForestLandAEZ18,AgroForest_NonPastureAEZ18,CropLandAEZ18,WheatAEZ18,0,0,0,0,0,0,0,0,0,0,,1,1Wheat,AEZ18
Canada,root,AgroForestLandAEZ1,AgroForest_NonPastureAEZ1,CropLandAEZ1,WheatAEZ1,0,0,0,0,0,0,0,0,0,0,,2,2Wheat,AEZ1
Canada,root,AgroForestLandAEZ2,AgroForest_NonPastureAEZ2,CropLandAEZ2,WheatAEZ2,0,0,0,0,0,0,0,0,0,0,,2,2Wheat,AEZ2
Canada,root,AgroForestLandAEZ3,AgroForest_NonPastureAEZ3,CropLandAEZ3,WheatAEZ3,0,0,0,0,0,0,0,0,0,0,,2,2Wheat,AEZ3
Canada,root,AgroForestLandAEZ4,AgroForest_NonPastureAEZ4,CropLandAEZ4,WheatAEZ4,0,0,0,0,0,0,0,0,0,0,,2,2Wheat,AEZ4
Canada,root,AgroForestLandAEZ5,AgroForest_NonPastureAEZ5,CropLandAEZ5,WheatAEZ5,0,0,0,0,0,0,0,0,0,0,,2,2Wheat,AEZ5
Canada,root,AgroForestLandAEZ6,AgroForest_NonPastureAEZ6,CropLandAEZ6,WheatAEZ6,0,0,0,0,0,0,0,0,0,0,,2,2Wheat,AEZ6
Canada,root,AgroForestLandAEZ7,AgroForest_NonPastureAEZ7,CropLandAEZ7,WheatAEZ7,33.87388599,38.78213621,26.69618742,0,0,0.000832308,0.164420059,5.993990437,31.11105352,33.87388599,,2,2Wheat,AEZ7
Canada,root,AgroForestLandAEZ8,AgroForest_NonPastureAEZ8,CropLandAEZ8,WheatAEZ8,21.71285048,24.40811767,16.80164497,0,0,0,0.092105605,3.574397385,20.04675602,21.71285048,,2,2Wheat,AEZ8
Canada,root,AgroForestLandAEZ9,AgroForest_NonPastureAEZ9,CropLandAEZ9,WheatAEZ9,24.7278499,24.46122644,16.83820308,0.004251476,0.0101754,0.061361608,0.762293665,15.21125389,25.30609238,24.7278499,,2,2Wheat,AEZ9
Canada,root,AgroForestLandAEZ10,AgroForest_NonPastureAEZ10,CropLandAEZ10,WheatAEZ10,8.376109099,7.227797483,4.975348317,0.001111801,0.004188193,0.05947865,0.934586231,9.229312192,9.335632555,8.376109099,,2,2Wheat,AEZ10
Canada,root,AgroForestLandAEZ11,AgroForest_NonPastureAEZ11,CropLandAEZ11,WheatAEZ11,0.005922332,0.004982156,0.003429532,0,0,0,0.000321696,0.006515568,0.00691729,0.005922332,,2,2Wheat,AEZ11
Canada,root,AgroForestLandAEZ12,AgroForest_NonPastureAEZ12,CropLandAEZ12,WheatAEZ12,0,0,0,0,0,0,0,0,0,0,,2,2Wheat,AEZ12
Canada,root,AgroForestLandAEZ13,AgroForest_NonPastureAEZ13,CropLandAEZ13,WheatAEZ13,11.47597647,12.91391322,8.889459979,0,0,0.001080663,0.071540507,2.593171664,10.87911484,11.47597647,,2,2Wheat,AEZ13
Canada,root,AgroForestLandAEZ14,AgroForest_NonPastureAEZ14,CropLandAEZ14,WheatAEZ14,5.060876843,5.667278596,3.901144865,0,0,9.43722E-05,0.022124766,1.019954911,4.748492435,5.060876843,,2,2Wheat,AEZ14
Canada,root,AgroForestLandAEZ15,AgroForest_NonPastureAEZ15,CropLandAEZ15,WheatAEZ15,21.83125742,23.15290992,15.9376064,0,0,0.002768101,0.18497843,6.472244453,20.4791368,21.83125742,,2,2Wheat,AEZ15
Canada,root,AgroForestLandAEZ16,AgroForest_NonPastureAEZ16,CropLandAEZ16,WheatAEZ16,0.955724348,0.882637592,0.607575056,0,0,0.000141823,0.019619918,0.487129186,0.968208348,0.955724348,,2,2Wheat,AEZ16
Canada,root,AgroForestLandAEZ17,AgroForest_NonPastureAEZ17,CropLandAEZ17,WheatAEZ17,0,0,0,0,0,0,0,0,0,0,,2,2Wheat,AEZ17
Canada,root,AgroForestLandAEZ18,AgroForest_NonPastureAEZ18,CropLandAEZ18,WheatAEZ18,0,0,0,0,0,0,0,0,0,0,,2,2Wheat,AEZ18
Western Europe,root,AgroForestLandAEZ1,AgroForest_NonPastureAEZ1,CropLandAEZ1,WheatAEZ1,0,0,0,0,0,0,0,0,0,0,,3,3Wheat,AEZ1
Western Europe,root,AgroForestLandAEZ2,AgroForest_NonPastureAEZ2,CropLandAEZ2,WheatAEZ2,0,0,0,0,0,0,0,0,0,0,,3,3Wheat,AEZ2
Western Europe,root,AgroForestLandAEZ3,AgroForest_NonPastureAEZ3,CropLandAEZ3,WheatAEZ3,0,0,0,0,0,0,0,0,0,0,,3,3Wheat,AEZ3
Western Europe,root,AgroForestLandAEZ4,AgroForest_NonPastureAEZ4,CropLandAEZ4,WheatAEZ4,0.027436424,0.02679801,0.022019299,0.018580975,0.020186955,0.020382833,0.02130582,0.02297117,0.026616655,0.027436424,,3,3Wheat,AEZ4
Western Europe,root,AgroForestLandAEZ5,AgroForest_NonPastureAEZ5,CropLandAEZ5,WheatAEZ5,0,0,0,0,0,0,0,0,0,0,,3,3Wheat,AEZ5
Western Europe,root,AgroForestLandAEZ6,AgroForest_NonPastureAEZ6,CropLandAEZ6,WheatAEZ6,0,0,0,0,0,0,0,0,0,0,,3,3Wheat,AEZ6
Western Europe,root,AgroForestLandAEZ7,AgroForest_NonPastureAEZ7,CropLandAEZ7,WheatAEZ7,0.09775255,0.098823931,0.085083814,0.036273012,0.034732163,0.03154749,0.030507683,0.03540671,0.067591166,0.09775255,,3,3Wheat,AEZ7
Western Europe,root,AgroForestLandAEZ8,AgroForest_NonPastureAEZ8,CropLandAEZ8,WheatAEZ8,38.94510392,38.4230724,41.22828915,12.27253933,11.83926268,11.52549406,12.82276861,14.49468678,25.46794594,38.94510392,,3,3Wheat,AEZ8
Western Europe,root,AgroForestLandAEZ9,AgroForest_NonPastureAEZ9,CropLandAEZ9,WheatAEZ9,50.78046723,51.58162676,50.41283598,22.4601956,23.64469659,23.79901572,25.91233238,29.09027062,41.6148818,50.78046723,,3,3Wheat,AEZ9
Western Europe,root,AgroForestLandAEZ10,AgroForest_NonPastureAEZ10,CropLandAEZ10,WheatAEZ10,83.80156,82.10500659,80.96870408,37.82851967,41.39623664,44.02700975,52.37100697,65.19755479,80.82208515,83.80156,,3,3Wheat,AEZ10
Western Europe,root,AgroForestLandAEZ11,AgroForest_NonPastureAEZ11,CropLandAEZ11,WheatAEZ11,66.48494269,63.39054575,54.65058556,45.15480363,48.25314911,50.55940545,60.14631285,65.9546,69.95661934,66.48494269,,3,3Wheat,AEZ11
Western Europe,root,AgroForestLandAEZ12,AgroForest_NonPastureAEZ12,CropLandAEZ12,WheatAEZ12,9.967585057,9.318989553,7.917239223,8.854735061,9.857260049,11.21847252,13.30538825,11.82895952,10.88154566,9.967585057,,3,3Wheat,AEZ12
Western Europe,root,AgroForestLandAEZ13,AgroForest_NonPastureAEZ13,CropLandAEZ13,WheatAEZ13,0.000672139,0.001258899,0.001230373,0,0,0,0,0,0.000386392,0.000672139,,3,3Wheat,AEZ13
Western Europe,root,AgroForestLandAEZ14,AgroForest_NonPastureAEZ14,CropLandAEZ14,WheatAEZ14,0.495571987,0.539292823,0.587613649,0.113731907,0.109776352,0.103318052,0.096562323,0.100556905,0.289667638,0.495571987,,3,3Wheat,AEZ14
Western Europe,root,AgroForestLandAEZ15,AgroForest_NonPastureAEZ15,CropLandAEZ15,WheatAEZ15,2.100071616,1.94237582,1.898363425,0.377311858,0.442941817,0.571967996,0.906914554,1.451305986,2.163083446,2.100071616,,3,3Wheat,AEZ15
Western Europe,root,AgroForestLandAEZ16,AgroForest_NonPastureAEZ16,CropLandAEZ16,WheatAEZ16,0.497636347,0.590787041,0.591002219,0.092445421,0.107403498,0.139535243,0.212645665,0.300738699,0.421370168,0.497636347,,3,3Wheat,AEZ16
Western Europe,root,AgroForestLandAEZ17,AgroForest_NonPastureAEZ17,CropLandAEZ17,WheatAEZ17,0,0,0,0,0,0,0,0,0,0,,3,3Wheat,AEZ17
Western Europe,root,AgroForestLandAEZ18,AgroForest_NonPastureAEZ18,CropLandAEZ18,WheatAEZ18,0,0,0,0,0,0,0,0,0,0,,3,3Wheat,AEZ18
Japan,root,AgroForestLandAEZ1,AgroForest_NonPastureAEZ1,CropLandAEZ1,WheatAEZ1,0,0,0,0,0,0,0,0,0,0,,4,4Wheat,AEZ1
Japan,root,AgroForestLandAEZ2,AgroForest_NonPastureAEZ2,CropLandAEZ2,WheatAEZ2,0,0,0,0,0,0,0,0,0,0,,4,4Wheat,AEZ2
Japan,root,AgroForestLandAEZ3,AgroForest_NonPastureAEZ3,CropLandAEZ3,WheatAEZ3,0,0,0,0,0,0,0,0,0,0,,4,4Wheat,AEZ3
Japan,root,AgroForestLandAEZ4,AgroForest_NonPastureAEZ4,CropLandAEZ4,WheatAEZ4,0,0,0,0,0,0,0,0,0,0,,4,4Wheat,AEZ4
Japan,root,AgroForestLandAEZ5,AgroForest_NonPastureAEZ5,CropLandAEZ5,WheatAEZ5,0,0,0,0,0,0,0,0,0,0,,4,4Wheat,AEZ5
Japan,root,AgroForestLandAEZ6,AgroForest_NonPastureAEZ6,CropLandAEZ6,WheatAEZ6,0,0,0,0,0,0,0,0,0,0,,4,4Wheat,AEZ6
Japan,root,AgroForestLandAEZ7,AgroForest_NonPastureAEZ7,CropLandAEZ7,WheatAEZ7,0,0,0,0,0,0,0,0,0,0,,4,4Wheat,AEZ7
Japan,root,AgroForestLandAEZ8,AgroForest_NonPastureAEZ8,CropLandAEZ8,WheatAEZ8,0,0,0,0,0,0,0,0,0,0,,4,4Wheat,AEZ8
Japan,root,AgroForestLandAEZ9,AgroForest_NonPastureAEZ9,CropLandAEZ9,WheatAEZ9,0.047769169,0.080930913,0.168627154,0.002323074,0.002603211,0.002276509,0.002226578,0.00345262,0.020433078,0.047769169,,4,4Wheat,AEZ9
Japan,root,AgroForestLandAEZ10,AgroForest_NonPastureAEZ10,CropLandAEZ10,WheatAEZ10,0.675079943,0.655050599,1.109204805,0.094429032,0.103838595,0.107184883,0.134440721,0.212816945,0.573772247,0.675079943,,4,4Wheat,AEZ10
Japan,root,AgroForestLandAEZ11,AgroForest_NonPastureAEZ11,CropLandAEZ11,WheatAEZ11,0.447265344,0.423422298,0.352896043,0.113863053,0.130218632,0.137646465,0.166342832,0.238246897,0.438758963,0.447265344,,4,4Wheat,AEZ11
Japan,root,AgroForestLandAEZ12,AgroForest_NonPastureAEZ12,CropLandAEZ12,WheatAEZ12,0.358809895,0.319103683,0.185308156,0.130034265,0.1447675,0.149823351,0.177288578,0.23996533,0.354455212,0.358809895,,4,4Wheat,AEZ12
Japan,root,AgroForestLandAEZ13,AgroForest_NonPastureAEZ13,CropLandAEZ13,WheatAEZ13,0,0,0,0,0,0,0,0,0,0,,4,4Wheat,AEZ13
Japan,root,AgroForestLandAEZ14,AgroForest_NonPastureAEZ14,CropLandAEZ14,WheatAEZ14,0,0,0,0,0,0,0,0,0,0,,4,4Wheat,AEZ14
Japan,root,AgroForestLandAEZ15,AgroForest_NonPastureAEZ15,CropLandAEZ15,WheatAEZ15,0.039277158,0.044050068,0.091782451,0.004172102,0.004361407,0.003946699,0.004016032,0.006639556,0.024057029,0.039277158,,4,4Wheat,AEZ15
Japan,root,AgroForestLandAEZ16,AgroForest_NonPastureAEZ16,CropLandAEZ16,WheatAEZ16,0,0,0,0,0,0,0,0,0,0,,4,4Wheat,AEZ16
Japan,root,AgroForestLandAEZ17,AgroForest_NonPastureAEZ17,CropLandAEZ17,WheatAEZ17,0,0,0,0,0,0,0,0,0,0,,4,4Wheat,AEZ17
Japan,root,AgroForestLandAEZ18,AgroForest_NonPastureAEZ18,CropLandAEZ18,WheatAEZ18,0,0,0,0,0,0,0,0,0,0,,4,4Wheat,AEZ18
Australia_NZ,root,AgroForestLandAEZ1,AgroForest_NonPastureAEZ1,CropLandAEZ1,WheatAEZ1,0.061604127,0.070534378,0.104878621,0,9.88579E-06,2.17853E-05,8.88637E-05,0.00272547,0.031749329,0.061604127,,5,5Wheat,AEZ1
Australia_NZ,root,AgroForestLandAEZ2,AgroForest_NonPastureAEZ2,CropLandAEZ2,WheatAEZ2,0.663409266,0.747039131,1.110783651,0,0,0,0.000200614,0.024528817,0.34052425,0.663409266,,5,5Wheat,AEZ2
Australia_NZ,root,AgroForestLandAEZ3,AgroForest_NonPastureAEZ3,CropLandAEZ3,WheatAEZ3,0,0,0,0,0,0,0,0,0,0,,5,5Wheat,AEZ3
Australia_NZ,root,AgroForestLandAEZ4,AgroForest_NonPastureAEZ4,CropLandAEZ4,WheatAEZ4,0.090285554,0.094130909,0.139964655,0,0,0,6.28456E-05,0.004899834,0.05025421,0.090285554,,5,5Wheat,AEZ4
Australia_NZ,root,AgroForestLandAEZ5,AgroForest_NonPastureAEZ5,CropLandAEZ5,WheatAEZ5,0,0,0,0,0,0,0,0,0,0,,5,5Wheat,AEZ5
Australia_NZ,root,AgroForestLandAEZ6,AgroForest_NonPastureAEZ6,CropLandAEZ6,WheatAEZ6,0.001328865,0.001063387,0.001581165,1.84665E-05,1.62836E-05,1.62073E-05,8.92653E-05,0.00103839,0.001388314,0.001328865,,5,5Wheat,AEZ6
Australia_NZ,root,AgroForestLandAEZ7,AgroForest_NonPastureAEZ7,CropLandAEZ7,WheatAEZ7,11.43569497,13.3583689,19.86275843,0,0,0,0.027122604,0.726819204,5.858583455,11.43569497,,5,5Wheat,AEZ7
Australia_NZ,root,AgroForestLandAEZ8,AgroForest_NonPastureAEZ8,CropLandAEZ8,WheatAEZ8,25.93078236,31.38432076,28.52094435,0,0,0,0.019340022,0.822410456,12.28949868,25.93078236,,5,5Wheat,AEZ8
Australia_NZ,root,AgroForestLandAEZ9,AgroForest_NonPastureAEZ9,CropLandAEZ9,WheatAEZ9,20.73614349,23.90896341,30.8643,0,0,0,0.059849539,1.590551218,11.02366072,20.73614349,,5,5Wheat,AEZ9
Australia_NZ,root,AgroForestLandAEZ10,AgroForest_NonPastureAEZ10,CropLandAEZ10,WheatAEZ10,5.682518497,6.321509339,9.399546743,0.001236218,0.001044997,0.000975446,0.022790748,0.621740943,3.257740691,5.682518497,,5,5Wheat,AEZ10
Australia_NZ,root,AgroForestLandAEZ11,AgroForest_NonPastureAEZ11,CropLandAEZ11,WheatAEZ11,2.385486662,2.48888628,3.700762219,0.009275475,0.00922807,0.009488783,0.025939501,0.408585726,1.607894678,2.385486662,,5,5Wheat,AEZ11
Australia_NZ,root,AgroForestLandAEZ12,AgroForest_NonPastureAEZ12,CropLandAEZ12,WheatAEZ12,4.476955683,4.466092599,6.640699854,0.17927306,0.161893094,0.150741293,0.295476263,1.360902104,3.520616324,4.476955683,,5,5Wheat,AEZ12
Australia_NZ,root,AgroForestLandAEZ13,AgroForest_NonPastureAEZ13,CropLandAEZ13,WheatAEZ13,0,0,0,0,0,0,0,0,0,0,,5,5Wheat,AEZ13
Australia_NZ,root,AgroForestLandAEZ14,AgroForest_NonPastureAEZ14,CropLandAEZ14,WheatAEZ14,0,0,0,0,0,0,0,0,0,0,,5,5Wheat,AEZ14
Australia_NZ,root,AgroForestLandAEZ15,AgroForest_NonPastureAEZ15,CropLandAEZ15,WheatAEZ15,7.63752E-05,0.000116973,0.000173929,4.59652E-06,3.54452E-06,6.37465E-07,2.75066E-07,3.53413E-06,4.10067E-05,7.63752E-05,,5,5Wheat,AEZ15
Australia_NZ,root,AgroForestLandAEZ16,AgroForest_NonPastureAEZ16,CropLandAEZ16,WheatAEZ16,0.005050451,0.007560674,0.011242078,0.000136695,0.000119222,0.000101852,0.00015654,0.000473448,0.002980158,0.005050451,,5,5Wheat,AEZ16
Australia_NZ,root,AgroForestLandAEZ17,AgroForest_NonPastureAEZ17,CropLandAEZ17,WheatAEZ17,5.53466E-05,7.4438E-05,0.000110682,2.06358E-07,1.98671E-07,2.43201E-07,4.03309E-07,1.58332E-06,2.74297E-05,5.53466E-05,,5,5Wheat,AEZ17
Australia_NZ,root,AgroForestLandAEZ18,AgroForest_NonPastureAEZ18,CropLandAEZ18,WheatAEZ18,0,0,0,0,0,0,0,0,0,0,,5,5Wheat,AEZ18
Former Soviet Union,root,AgroForestLandAEZ1,AgroForest_NonPastureAEZ1,CropLandAEZ1,WheatAEZ1,0,0,0,0,0,0,0,0,0,0,,6,6Wheat,AEZ1
Former Soviet Union,root,AgroForestLandAEZ2,AgroForest_NonPastureAEZ2,CropLandAEZ2,WheatAEZ2,0,0,0,0,0,0,0,0,0,0,,6,6Wheat,AEZ2
Former Soviet Union,root,AgroForestLandAEZ3,AgroForest_NonPastureAEZ3,CropLandAEZ3,WheatAEZ3,0,0,0,0,0,0,0,0,0,0,,6,6Wheat,AEZ3
Former Soviet Union,root,AgroForestLandAEZ4,AgroForest_NonPastureAEZ4,CropLandAEZ4,WheatAEZ4,0,0,0,0,0,0,0,0,0,0,,6,6Wheat,AEZ4
Former Soviet Union,root,AgroForestLandAEZ5,AgroForest_NonPastureAEZ5,CropLandAEZ5,WheatAEZ5,0,0,0,0,0,0,0,0,0,0,,6,6Wheat,AEZ5
Former Soviet Union,root,AgroForestLandAEZ6,AgroForest_NonPastureAEZ6,CropLandAEZ6,WheatAEZ6,0,0,0,0,0,0,0,0,0,0,,6,6Wheat,AEZ6
Former Soviet Union,root,AgroForestLandAEZ7,AgroForest_NonPastureAEZ7,CropLandAEZ7,WheatAEZ7,32.4307707,31.24074466,29.6968979,5.162455558,6.828035999,8.427188106,10.9792973,16.21900448,24.35059609,32.4307707,,6,6Wheat,AEZ7
Former Soviet Union,root,AgroForestLandAEZ8,AgroForest_NonPastureAEZ8,CropLandAEZ8,WheatAEZ8,122.1561547,122.5025758,116.4487763,22.93947544,30.99990969,38.07783082,49.95197853,78.56786717,102.2261407,122.1561547,,6,6Wheat,AEZ8
Former Soviet Union,root,AgroForestLandAEZ9,AgroForest_NonPastureAEZ9,CropLandAEZ9,WheatAEZ9,79.66639946,76.56864155,72.7847929,13.51837655,19.12029364,24.17257658,33.23259339,57.56189868,73.51622566,79.66639946,,6,6Wheat,AEZ9
Former Soviet Union,root,AgroForestLandAEZ10,AgroForest_NonPastureAEZ10,CropLandAEZ10,WheatAEZ10,77.69635883,71.9487953,68.39324898,15.59014169,22.32599751,28.33708159,38.7344115,61.93518808,76.89367037,77.69635883,,6,6Wheat,AEZ10
Former Soviet Union,root,AgroForestLandAEZ11,AgroForest_NonPastureAEZ11,CropLandAEZ11,WheatAEZ11,0.654221378,0.655321528,0.622937024,0.132493959,0.124442944,0.168346212,0.239194355,0.392873953,0.572910086,0.654221378,,6,6Wheat,AEZ11
Former Soviet Union,root,AgroForestLandAEZ12,AgroForest_NonPastureAEZ12,CropLandAEZ12,WheatAEZ12,0.280298301,0.262990254,0.177428153,0.150045914,0.117789147,0.150213559,0.186554086,0.236388821,0.276487335,0.280298301,,6,6Wheat,AEZ12
Former Soviet Union,root,AgroForestLandAEZ13,AgroForest_NonPastureAEZ13,CropLandAEZ13,WheatAEZ13,99.39389573,103.5176854,98.40207612,2.68535794,4.169914865,5.825110998,8.635411788,22.49399188,63.96083198,99.39389573,,6,6Wheat,AEZ13
Former Soviet Union,root,AgroForestLandAEZ14,AgroForest_NonPastureAEZ14,CropLandAEZ14,WheatAEZ14,28.48354529,31.4227665,29.86992464,2.161663632,3.111278848,3.907344828,5.387629122,10.90777107,20.98759791,28.48354529,,6,6Wheat,AEZ14
Former Soviet Union,root,AgroForestLandAEZ15,AgroForest_NonPastureAEZ15,CropLandAEZ15,WheatAEZ15,32.29343084,35.01090278,33.28074335,4.124322001,5.969330297,7.352666803,10.36314323,18.85364654,26.74044906,32.29343084,,6,6Wheat,AEZ15
Former Soviet Union,root,AgroForestLandAEZ16,AgroForest_NonPastureAEZ16,CropLandAEZ16,WheatAEZ16,0.403860382,0.46669526,0.443632238,0.032205819,0.044894191,0.065078024,0.111485452,0.185476153,0.304902421,0.403860382,,6,6Wheat,AEZ16
Former Soviet Union,root,AgroForestLandAEZ17,AgroForest_NonPastureAEZ17,CropLandAEZ17,WheatAEZ17,0,0,0,0,0,0,0,0,0,0,,6,6Wheat,AEZ17
Former Soviet Union,root,AgroForestLandAEZ18,AgroForest_NonPastureAEZ18,CropLandAEZ18,WheatAEZ18,0,0,0,0,0,0,0,0,0,0,,6,6Wheat,AEZ18
China,root,AgroForestLandAEZ1,AgroForest_NonPastureAEZ1,CropLandAEZ1,WheatAEZ1,0,0,0,0,0,0,0,0,0,0,,7,7Wheat,AEZ1
China,root,AgroForestLandAEZ2,AgroForest_NonPastureAEZ2,CropLandAEZ2,WheatAEZ2,0,0,0,0,0,0,0,0,0,0,,7,7Wheat,AEZ2
China,root,AgroForestLandAEZ3,AgroForest_NonPastureAEZ3,CropLandAEZ3,WheatAEZ3,0,0,0,0,0,0,0,0,0,0,,7,7Wheat,AEZ3
China,root,AgroForestLandAEZ4,AgroForest_NonPastureAEZ4,CropLandAEZ4,WheatAEZ4,0,0,0,0,0,0,0,0,0,0,,7,7Wheat,AEZ4
China,root,AgroForestLandAEZ5,AgroForest_NonPastureAEZ5,CropLandAEZ5,WheatAEZ5,0.006754814,0.008188891,0.006497426,0.00049696,0.00073312,0.001024249,0.001545849,0.002922399,0.005441342,0.006754814,,7,7Wheat,AEZ5
China,root,AgroForestLandAEZ6,AgroForest_NonPastureAEZ6,CropLandAEZ6,WheatAEZ6,0.198217352,0.231681277,0.127156437,0.075730935,0.091384176,0.103975488,0.122103609,0.146224164,0.189270431,0.198217352,,7,7Wheat,AEZ6
China,root,AgroForestLandAEZ7,AgroForest_NonPastureAEZ7,CropLandAEZ7,WheatAEZ7,8.386506392,12.88902209,9.622993451,5.232865243,6.094114118,6.571652814,7.057018804,7.480583188,7.958036108,8.386506392,,7,7Wheat,AEZ7
China,root,AgroForestLandAEZ8,AgroForest_NonPastureAEZ8,CropLandAEZ8,WheatAEZ8,17.43391733,25.89841432,27.42694794,10.72294766,12.58875755,13.71837722,14.83955241,15.53965714,17.69836528,17.43391733,,7,7Wheat,AEZ8
China,root,AgroForestLandAEZ9,AgroForest_NonPastureAEZ9,CropLandAEZ9,WheatAEZ9,50.67003386,63.2946407,48.22570767,37.75758782,41.75235919,44.29489236,46.76980723,48.47651837,52.26368493,50.67003386,,7,7Wheat,AEZ9
China,root,AgroForestLandAEZ10,AgroForest_NonPastureAEZ10,CropLandAEZ10,WheatAEZ10,26.80117229,33.869933,28.66129503,14.94771909,17.2457668,18.91476273,20.60625304,22.08815466,26.31762835,26.80117229,,7,7Wheat,AEZ10
China,root,AgroForestLandAEZ11,AgroForest_NonPastureAEZ11,CropLandAEZ11,WheatAEZ11,41.36858977,51.36341151,34.45436769,24.83665833,29.12167316,32.1193214,35.25330896,37.65740339,42.51077438,41.36858977,,7,7Wheat,AEZ11
China,root,AgroForestLandAEZ12,AgroForest_NonPastureAEZ12,CropLandAEZ12,WheatAEZ12,25.37915813,31.78675298,21.15505739,17.8327553,20.16969346,21.61002482,23.02215145,24.02070998,26.3616845,25.37915813,,7,7Wheat,AEZ12
