INPUT_TABLE
Variable ID
TechInput

region,supplysector,subsector,technology,apply.to,from.year,to.year,interpolation.function,CO2,share.weight,minicam.energy.input,coefficient,input.cost
Australia_NZ,Scavenging_Other,Scavenging_Other,Scavenging_Other,share-weight,2005,9999,fixed,CO2,1,Scavenging_Other_Rsrc,1,0
Canada,FodderHerb_Residue,FodderHerb,FodderHerb,share-weight,2005,9999,fixed,CO2,1,FodderHerb,1,0
Canada,FodderHerb_Residue,Residue,Residue,share-weight,2005,9999,fixed,CO2,1,Residue,1,0
Canada,Pasture_FodderGrass,Pasture,Pasture,share-weight,2005,9999,fixed,CO2,1,Pasture,1,0
Canada,Pasture_FodderGrass,FodderGrass,FodderGrass,share-weight,2005,9999,fixed,CO2,1,FodderGrass,1,0
Canada,FeedCrops,Corn,Corn,share-weight,2005,9999,fixed,CO2,1,Corn,1,0
Canada,FeedCrops,MiscCrop,MiscCrop,share-weight,2005,9999,fixed,CO2,1,MiscCrop,1,0
Canada,FeedCrops,OilCrop,OilCrop,share-weight,2005,9999,fixed,CO2,1,OilCrop,1,0
Canada,FeedCrops,OtherGrain,OtherGrain,share-weight,2005,9999,fixed,CO2,1,OtherGrain,1,0
Canada,FeedCrops,PalmFruit,PalmFruit,share-weight,2005,9999,fixed,CO2,1,PalmFruit,1,0
Canada,FeedCrops,Rice,Rice,share-weight,2005,9999,fixed,CO2,1,Rice,1,0
Canada,FeedCrops,Root_Tuber,Root_Tuber,share-weight,2005,9999,fixed,CO2,1,Root_Tuber,1,0
Canada,FeedCrops,SugarCrop,SugarCrop,share-weight,2005,9999,fixed,CO2,1,SugarCrop,1,0
Canada,FeedCrops,Wheat,Wheat,share-weight,2005,9999,fixed,CO2,1,Wheat,1,0
Canada,Scavenging_Other,Scavenging_Other,Scavenging_Other,share-weight,2005,9999,fixed,CO2,1,Scavenging_Other_Rsrc,1,0
China,FodderHerb_Residue,FodderHerb,FodderHerb,share-weight,2005,9999,fixed,CO2,1,FodderHerb,1,0
China,FodderHerb_Residue,Residue,Residue,share-weight,2005,9999,fixed,CO2,1,Residue,1,0
China,Pasture_FodderGrass,Pasture,Pasture,share-weight,2005,9999,fixed,CO2,1,Pasture,1,0
China,Pasture_FodderGrass,FodderGrass,FodderGrass,share-weight,2005,9999,fixed,CO2,1,FodderGrass,1,0
China,FeedCrops,Corn,Corn,share-weight,2005,9999,fixed,CO2,1,Corn,1,0
China,FeedCrops,MiscCrop,MiscCrop,share-weight,2005,9999,fixed,CO2,1,MiscCrop,1,0
China,FeedCrops,OilCrop,OilCrop,share-weight,2005,9999,fixed,CO2,1,OilCrop,1,0
China,FeedCrops,OtherGrain,OtherGrain,share-weight,2005,9999,fixed,CO2,1,OtherGrain,1,0
China,FeedCrops,PalmFruit,PalmFruit,share-weight,2005,9999,fixed,CO2,1,PalmFruit,1,0
China,FeedCrops,Rice,Rice,share-weight,2005,9999,fixed,CO2,1,Rice,1,0
China,FeedCrops,Root_Tuber,Root_Tuber,share-weight,2005,9999,fixed,CO2,1,Root_Tuber,1,0
China,FeedCrops,SugarCrop,SugarCrop,share-weight,2005,9999,fixed,CO2,1,SugarCrop,1,0
China,FeedCrops,Wheat,Wheat,share-weight,2005,9999,fixed,CO2,1,Wheat,1,0
China,Scavenging_Other,Scavenging_Other,Scavenging_Other,share-weight,2005,9999,fixed,CO2,1,Scavenging_Other_Rsrc,1,0
Eastern Europe,FodderHerb_Residue,FodderHerb,FodderHerb,share-weight,2005,9999,fixed,CO2,1,FodderHerb,1,0
Eastern Europe,FodderHerb_Residue,Residue,Residue,share-weight,2005,9999,fixed,CO2,1,Residue,1,0
Eastern Europe,Pasture_FodderGrass,Pasture,Pasture,share-weight,2005,9999,fixed,CO2,1,Pasture,1,0
Eastern Europe,Pasture_FodderGrass,FodderGrass,FodderGrass,share-weight,2005,9999,fixed,CO2,1,FodderGrass,1,0
Eastern Europe,FeedCrops,Corn,Corn,share-weight,2005,9999,fixed,CO2,1,Corn,1,0
Eastern Europe,FeedCrops,MiscCrop,MiscCrop,share-weight,2005,9999,fixed,CO2,1,MiscCrop,1,0
Eastern Europe,FeedCrops,OilCrop,OilCrop,share-weight,2005,9999,fixed,CO2,1,OilCrop,1,0
Eastern Europe,FeedCrops,OtherGrain,OtherGrain,share-weight,2005,9999,fixed,CO2,1,OtherGrain,1,0
Eastern Europe,FeedCrops,PalmFruit,PalmFruit,share-weight,2005,9999,fixed,CO2,1,PalmFruit,1,0
Eastern Europe,FeedCrops,Rice,Rice,share-weight,2005,9999,fixed,CO2,1,Rice,1,0
Eastern Europe,FeedCrops,Root_Tuber,Root_Tuber,share-weight,2005,9999,fixed,CO2,1,Root_Tuber,1,0
Eastern Europe,FeedCrops,SugarCrop,SugarCrop,share-weight,2005,9999,fixed,CO2,1,SugarCrop,1,0
Eastern Europe,FeedCrops,Wheat,Wheat,share-weight,2005,9999,fixed,CO2,1,Wheat,1,0
Eastern Europe,Scavenging_Other,Scavenging_Other,Scavenging_Other,share-weight,2005,9999,fixed,CO2,1,Scavenging_Other_Rsrc,1,0
Former Soviet Union,FodderHerb_Residue,FodderHerb,FodderHerb,share-weight,2005,9999,fixed,CO2,1,FodderHerb,1,0
Former Soviet Union,FodderHerb_Residue,Residue,Residue,share-weight,2005,9999,fixed,CO2,1,Residue,1,0
Former Soviet Union,Pasture_FodderGrass,Pasture,Pasture,share-weight,2005,9999,fixed,CO2,1,Pasture,1,0
Former Soviet Union,Pasture_FodderGrass,FodderGrass,FodderGrass,share-weight,2005,9999,fixed,CO2,1,FodderGrass,1,0
Former Soviet Union,FeedCrops,Corn,Corn,share-weight,2005,9999,fixed,CO2,1,Corn,1,0
Former Soviet Union,FeedCrops,MiscCrop,MiscCrop,share-weight,2005,9999,fixed,CO2,1,MiscCrop,1,0
Former Soviet Union,FeedCrops,OilCrop,OilCrop,share-weight,2005,9999,fixed,CO2,1,OilCrop,1,0
Former Soviet Union,FeedCrops,OtherGrain,OtherGrain,share-weight,2005,9999,fixed,CO2,1,OtherGrain,1,0
Former Soviet Union,FeedCrops,PalmFruit,PalmFruit,share-weight,2005,9999,fixed,CO2,1,PalmFruit,1,0
Former Soviet Union,FeedCrops,Rice,Rice,share-weight,2005,9999,fixed,CO2,1,Rice,1,0
Former Soviet Union,FeedCrops,Root_Tuber,Root_Tuber,share-weight,2005,9999,fixed,CO2,1,Root_Tuber,1,0
Former Soviet Union,FeedCrops,SugarCrop,SugarCrop,share-weight,2005,9999,fixed,CO2,1,SugarCrop,1,0
Former Soviet Union,FeedCrops,Wheat,Wheat,share-weight,2005,9999,fixed,CO2,1,Wheat,1,0
Former Soviet Union,Scavenging_Other,Scavenging_Other,Scavenging_Other,share-weight,2005,9999,fixed,CO2,1,Scavenging_Other_Rsrc,1,0
India,FodderHerb_Residue,FodderHerb,FodderHerb,share-weight,2005,9999,fixed,CO2,1,FodderHerb,1,0
India,FodderHerb_Residue,Residue,Residue,share-weight,2005,9999,fixed,CO2,1,Residue,1,0
India,Pasture_FodderGrass,Pasture,Pasture,share-weight,2005,9999,fixed,CO2,1,Pasture,1,0
India,Pasture_FodderGrass,FodderGrass,FodderGrass,share-weight,2005,9999,fixed,CO2,1,FodderGrass,1,0
India,FeedCrops,Corn,Corn,share-weight,2005,9999,fixed,CO2,1,Corn,1,0
India,FeedCrops,MiscCrop,MiscCrop,share-weight,2005,9999,fixed,CO2,1,MiscCrop,1,0
India,FeedCrops,OilCrop,OilCrop,share-weight,2005,9999,fixed,CO2,1,OilCrop,1,0
India,FeedCrops,OtherGrain,OtherGrain,share-weight,2005,9999,fixed,CO2,1,OtherGrain,1,0
India,FeedCrops,PalmFruit,PalmFruit,share-weight,2005,9999,fixed,CO2,1,PalmFruit,1,0
India,FeedCrops,Rice,Rice,share-weight,2005,9999,fixed,CO2,1,Rice,1,0
India,FeedCrops,Root_Tuber,Root_Tuber,share-weight,2005,9999,fixed,CO2,1,Root_Tuber,1,0
India,FeedCrops,SugarCrop,SugarCrop,share-weight,2005,9999,fixed,CO2,1,SugarCrop,1,0
India,FeedCrops,Wheat,Wheat,share-weight,2005,9999,fixed,CO2,1,Wheat,1,0
India,Scavenging_Other,Scavenging_Other,Scavenging_Other,share-weight,2005,9999,fixed,CO2,1,Scavenging_Other_Rsrc,1,0
Japan,FodderHerb_Residue,FodderHerb,FodderHerb,share-weight,2005,9999,fixed,CO2,1,FodderHerb,1,0
Japan,FodderHerb_Residue,Residue,Residue,share-weight,2005,9999,fixed,CO2,1,Residue,1,0
Japan,Pasture_FodderGrass,Pasture,Pasture,share-weight,2005,9999,fixed,CO2,1,Pasture,1,0
Japan,Pasture_FodderGrass,FodderGrass,FodderGrass,share-weight,2005,9999,fixed,CO2,1,FodderGrass,1,0
Japan,FeedCrops,Corn,Corn,share-weight,2005,9999,fixed,CO2,1,Corn,1,0
Japan,FeedCrops,MiscCrop,MiscCrop,share-weight,2005,9999,fixed,CO2,1,MiscCrop,1,0
Japan,FeedCrops,OilCrop,OilCrop,share-weight,2005,9999,fixed,CO2,1,OilCrop,1,0
Japan,FeedCrops,OtherGrain,OtherGrain,share-weight,2005,9999,fixed,CO2,1,OtherGrain,1,0
Japan,FeedCrops,PalmFruit,PalmFruit,share-weight,2005,9999,fixed,CO2,1,PalmFruit,1,0
Japan,FeedCrops,Rice,Rice,share-weight,2005,9999,fixed,CO2,1,Rice,1,0
Japan,FeedCrops,Root_Tuber,Root_Tuber,share-weight,2005,9999,fixed,CO2,1,Root_Tuber,1,0
Japan,FeedCrops,SugarCrop,SugarCrop,share-weight,2005,9999,fixed,CO2,1,SugarCrop,1,0
Japan,FeedCrops,Wheat,Wheat,share-weight,2005,9999,fixed,CO2,1,Wheat,1,0
Japan,Scavenging_Other,Scavenging_Other,Scavenging_Other,share-weight,2005,9999,fixed,CO2,1,Scavenging_Other_Rsrc,1,0
Korea,FodderHerb_Residue,FodderHerb,FodderHerb,share-weight,2005,9999,fixed,CO2,1,FodderHerb,1,0
Korea,FodderHerb_Residue,Residue,Residue,share-weight,2005,9999,fixed,CO2,1,Residue,1,0
Korea,Pasture_FodderGrass,Pasture,Pasture,share-weight,2005,9999,fixed,CO2,1,Pasture,1,0
Korea,Pasture_FodderGrass,FodderGrass,FodderGrass,share-weight,2005,9999,fixed,CO2,1,FodderGrass,1,0
Korea,FeedCrops,Corn,Corn,share-weight,2005,9999,fixed,CO2,1,Corn,1,0
Korea,FeedCrops,MiscCrop,MiscCrop,share-weight,2005,9999,fixed,CO2,1,MiscCrop,1,0
Korea,FeedCrops,OilCrop,OilCrop,share-weight,2005,9999,fixed,CO2,1,OilCrop,1,0
Korea,FeedCrops,OtherGrain,OtherGrain,share-weight,2005,9999,fixed,CO2,1,OtherGrain,1,0
Korea,FeedCrops,PalmFruit,PalmFruit,share-weight,2005,9999,fixed,CO2,1,PalmFruit,1,0
Korea,FeedCrops,Rice,Rice,share-weight,2005,9999,fixed,CO2,1,Rice,1,0
Korea,FeedCrops,Root_Tuber,Root_Tuber,share-weight,2005,9999,fixed,CO2,1,Root_Tuber,1,0
Korea,FeedCrops,SugarCrop,SugarCrop,share-weight,2005,9999,fixed,CO2,1,SugarCrop,1,0
Korea,FeedCrops,Wheat,Wheat,share-weight,2005,9999,fixed,CO2,1,Wheat,1,0
Korea,Scavenging_Other,Scavenging_Other,Scavenging_Other,share-weight,2005,9999,fixed,CO2,1,Scavenging_Other_Rsrc,1,0
Latin America,FodderHerb_Residue,FodderHerb,FodderHerb,share-weight,2005,9999,fixed,CO2,1,FodderHerb,1,0
Latin America,FodderHerb_Residue,Residue,Residue,share-weight,2005,9999,fixed,CO2,1,Residue,1,0
Latin America,Pasture_FodderGrass,Pasture,Pasture,share-weight,2005,9999,fixed,CO2,1,Pasture,1,0
Latin America,Pasture_FodderGrass,FodderGrass,FodderGrass,share-weight,2005,9999,fixed,CO2,1,FodderGrass,1,0
Latin America,FeedCrops,Corn,Corn,share-weight,2005,9999,fixed,CO2,1,Corn,1,0
Latin America,FeedCrops,MiscCrop,MiscCrop,share-weight,2005,9999,fixed,CO2,1,MiscCrop,1,0
Latin America,FeedCrops,OilCrop,OilCrop,share-weight,2005,9999,fixed,CO2,1,OilCrop,1,0
Latin America,FeedCrops,OtherGrain,OtherGrain,share-weight,2005,9999,fixed,CO2,1,OtherGrain,1,0
Latin America,FeedCrops,PalmFruit,PalmFruit,share-weight,2005,9999,fixed,CO2,1,PalmFruit,1,0
Latin America,FeedCrops,Rice,Rice,share-weight,2005,9999,fixed,CO2,1,Rice,1,0
Latin America,FeedCrops,Root_Tuber,Root_Tuber,share-weight,2005,9999,fixed,CO2,1,Root_Tuber,1,0
Latin America,FeedCrops,SugarCrop,SugarCrop,share-weight,2005,9999,fixed,CO2,1,SugarCrop,1,0
Latin America,FeedCrops,Wheat,Wheat,share-weight,2005,9999,fixed,CO2,1,Wheat,1,0
Latin America,Scavenging_Other,Scavenging_Other,Scavenging_Other,share-weight,2005,9999,fixed,CO2,1,Scavenging_Other_Rsrc,1,0
Middle East,FodderHerb_Residue,FodderHerb,FodderHerb,share-weight,2005,9999,fixed,CO2,1,FodderHerb,1,0
Middle East,FodderHerb_Residue,Residue,Residue,share-weight,2005,9999,fixed,CO2,1,Residue,1,0
Middle East,Pasture_FodderGrass,Pasture,Pasture,share-weight,2005,9999,fixed,CO2,1,Pasture,1,0
Middle East,Pasture_FodderGrass,FodderGrass,FodderGrass,share-weight,2005,9999,fixed,CO2,1,FodderGrass,1,0
Middle East,FeedCrops,Corn,Corn,share-weight,2005,9999,fixed,CO2,1,Corn,1,0
Middle East,FeedCrops,MiscCrop,MiscCrop,share-weight,2005,9999,fixed,CO2,1,MiscCrop,1,0
Middle East,FeedCrops,OilCrop,OilCrop,share-weight,2005,9999,fixed,CO2,1,OilCrop,1,0
Middle East,FeedCrops,OtherGrain,OtherGrain,share-weight,2005,9999,fixed,CO2,1,OtherGrain,1,0
Middle East,FeedCrops,PalmFruit,PalmFruit,share-weight,2005,9999,fixed,CO2,1,PalmFruit,1,0
Middle East,FeedCrops,Rice,Rice,share-weight,2005,9999,fixed,CO2,1,Rice,1,0
Middle East,FeedCrops,Root_Tuber,Root_Tuber,share-weight,2005,9999,fixed,CO2,1,Root_Tuber,1,0
Middle East,FeedCrops,SugarCrop,SugarCrop,share-weight,2005,9999,fixed,CO2,1,SugarCrop,1,0
Middle East,FeedCrops,Wheat,Wheat,share-weight,2005,9999,fixed,CO2,1,Wheat,1,0
Middle East,Scavenging_Other,Scavenging_Other,Scavenging_Other,share-weight,2005,9999,fixed,CO2,1,Scavenging_Other_Rsrc,1,0
Southeast Asia,FodderHerb_Residue,FodderHerb,FodderHerb,share-weight,2005,9999,fixed,CO2,1,FodderHerb,1,0
Southeast Asia,FodderHerb_Residue,Residue,Residue,share-weight,2005,9999,fixed,CO2,1,Residue,1,0
Southeast Asia,Pasture_FodderGrass,Pasture,Pasture,share-weight,2005,9999,fixed,CO2,1,Pasture,1,0
Southeast Asia,Pasture_FodderGrass,FodderGrass,FodderGrass,share-weight,2005,9999,fixed,CO2,1,FodderGrass,1,0
Southeast Asia,FeedCrops,Corn,Corn,share-weight,2005,9999,fixed,CO2,1,Corn,1,0
Southeast Asia,FeedCrops,MiscCrop,MiscCrop,share-weight,2005,9999,fixed,CO2,1,MiscCrop,1,0
Southeast Asia,FeedCrops,OilCrop,OilCrop,share-weight,2005,9999,fixed,CO2,1,OilCrop,1,0
Southeast Asia,FeedCrops,OtherGrain,OtherGrain,share-weight,2005,9999,fixed,CO2,1,OtherGrain,1,0
Southeast Asia,FeedCrops,PalmFruit,PalmFruit,share-weight,2005,9999,fixed,CO2,1,PalmFruit,1,0
Southeast Asia,FeedCrops,Rice,Rice,share-weight,2005,9999,fixed,CO2,1,Rice,1,0
Southeast Asia,FeedCrops,Root_Tuber,Root_Tuber,share-weight,2005,9999,fixed,CO2,1,Root_Tuber,1,0
Southeast Asia,FeedCrops,SugarCrop,SugarCrop,share-weight,2005,9999,fixed,CO2,1,SugarCrop,1,0
Southeast Asia,FeedCrops,Wheat,Wheat,share-weight,2005,9999,fixed,CO2,1,Wheat,1,0
Southeast Asia,Scavenging_Other,Scavenging_Other,Scavenging_Other,share-weight,2005,9999,fixed,CO2,1,Scavenging_Other_Rsrc,1,0
USA,FodderHerb_Residue,FodderHerb,FodderHerb,share-weight,2005,9999,fixed,CO2,1,FodderHerb,1,0
USA,FodderHerb_Residue,Residue,Residue,share-weight,2005,9999,fixed,CO2,1,Residue,1,0
USA,Pasture_FodderGrass,Pasture,Pasture,share-weight,2005,9999,fixed,CO2,1,Pasture,1,0
USA,Pasture_FodderGrass,FodderGrass,FodderGrass,share-weight,2005,9999,fixed,CO2,1,FodderGrass,1,0
USA,FeedCrops,Corn,Corn,share-weight,2005,9999,fixed,CO2,1,Corn,1,0
USA,FeedCrops,MiscCrop,MiscCrop,share-weight,2005,9999,fixed,CO2,1,MiscCrop,1,0
USA,FeedCrops,OilCrop,OilCrop,share-weight,2005,9999,fixed,CO2,1,OilCrop,1,0
USA,FeedCrops,OtherGrain,OtherGrain,share-weight,2005,9999,fixed,CO2,1,OtherGrain,1,0
USA,FeedCrops,PalmFruit,PalmFruit,share-weight,2005,9999,fixed,CO2,1,PalmFruit,1,0
USA,FeedCrops,Rice,Rice,share-weight,2005,9999,fixed,CO2,1,Rice,1,0
USA,FeedCrops,Root_Tuber,Root_Tuber,share-weight,2005,9999,fixed,CO2,1,Root_Tuber,1,0
USA,FeedCrops,SugarCrop,SugarCrop,share-weight,2005,9999,fixed,CO2,1,SugarCrop,1,0
USA,FeedCrops,Wheat,Wheat,share-weight,2005,9999,fixed,CO2,1,Wheat,1,0
USA,Scavenging_Other,Scavenging_Other,Scavenging_Other,share-weight,2005,9999,fixed,CO2,1,Scavenging_Other_Rsrc,1,0
Western Europe,FodderHerb_Residue,FodderHerb,FodderHerb,share-weight,2005,9999,fixed,CO2,1,FodderHerb,1,0
Western Europe,FodderHerb_Residue,Residue,Residue,share-weight,2005,9999,fixed,CO2,1,Residue,1,0
Western Europe,Pasture_FodderGrass,Pasture,Pasture,share-weight,2005,9999,fixed,CO2,1,Pasture,1,0
Western Europe,Pasture_FodderGrass,FodderGrass,FodderGrass,share-weight,2005,9999,fixed,CO2,1,FodderGrass,1,0
Western Europe,FeedCrops,Corn,Corn,share-weight,2005,9999,fixed,CO2,1,Corn,1,0
Western Europe,FeedCrops,MiscCrop,MiscCrop,share-weight,2005,9999,fixed,CO2,1,MiscCrop,1,0
Western Europe,FeedCrops,OilCrop,OilCrop,share-weight,2005,9999,fixed,CO2,1,OilCrop,1,0
Western Europe,FeedCrops,OtherGrain,OtherGrain,share-weight,2005,9999,fixed,CO2,1,OtherGrain,1,0
Western Europe,FeedCrops,PalmFruit,PalmFruit,share-weight,2005,9999,fixed,CO2,1,PalmFruit,1,0
Western Europe,FeedCrops,Rice,Rice,share-weight,2005,9999,fixed,CO2,1,Rice,1,0
Western Europe,FeedCrops,Root_Tuber,Root_Tuber,share-weight,2005,9999,fixed,CO2,1,Root_Tuber,1,0
Western Europe,FeedCrops,SugarCrop,SugarCrop,share-weight,2005,9999,fixed,CO2,1,SugarCrop,1,0
Western Europe,FeedCrops,Wheat,Wheat,share-weight,2005,9999,fixed,CO2,1,Wheat,1,0
Western Europe,Scavenging_Other,Scavenging_Other,Scavenging_Other,share-weight,2005,9999,fixed,CO2,1,Scavenging_Other_Rsrc,1,0
