INPUT_TABLE
Variable ID
LN1_UnmgdAllocation

region,LandAllocatorRoot,LandNode1,UnmanagedLandLeaf1,year,allocation
Middle East,root,TundraAEZ02,TundraAEZ02,1975,0
Africa,root,TundraAEZ02,TundraAEZ02,1975,0
Latin America,root,TundraAEZ02,TundraAEZ02,1975,0.64402
Southeast Asia,root,TundraAEZ02,TundraAEZ02,1975,0
Eastern Europe,root,TundraAEZ02,TundraAEZ02,1975,0
Korea,root,TundraAEZ02,TundraAEZ02,1975,0
India,root,TundraAEZ02,TundraAEZ02,1975,0
USA,root,UrbanLandAEZ02,UrbanLandAEZ02,1975,0
Canada,root,UrbanLandAEZ02,UrbanLandAEZ02,1975,0
Western Europe,root,UrbanLandAEZ02,UrbanLandAEZ02,1975,0
Japan,root,UrbanLandAEZ02,UrbanLandAEZ02,1975,0
Australia_NZ,root,UrbanLandAEZ02,UrbanLandAEZ02,1975,0.01542
Former Soviet Union,root,UrbanLandAEZ02,UrbanLandAEZ02,1975,0
China,root,UrbanLandAEZ02,UrbanLandAEZ02,1975,0
Middle East,root,UrbanLandAEZ02,UrbanLandAEZ02,1975,0.0292
Africa,root,UrbanLandAEZ02,UrbanLandAEZ02,1975,0.69455
Latin America,root,UrbanLandAEZ02,UrbanLandAEZ02,1975,0.27018
Southeast Asia,root,UrbanLandAEZ02,UrbanLandAEZ02,1975,0
Eastern Europe,root,UrbanLandAEZ02,UrbanLandAEZ02,1975,0
Korea,root,UrbanLandAEZ02,UrbanLandAEZ02,1975,0
India,root,UrbanLandAEZ02,UrbanLandAEZ02,1975,0.34938
USA,root,RockIceDesertAEZ03,RockIceDesertAEZ03,1975,0
Canada,root,RockIceDesertAEZ03,RockIceDesertAEZ03,1975,0
Western Europe,root,RockIceDesertAEZ03,RockIceDesertAEZ03,1975,0
Japan,root,RockIceDesertAEZ03,RockIceDesertAEZ03,1975,0
Australia_NZ,root,RockIceDesertAEZ03,RockIceDesertAEZ03,1975,0
Former Soviet Union,root,RockIceDesertAEZ03,RockIceDesertAEZ03,1975,0
China,root,RockIceDesertAEZ03,RockIceDesertAEZ03,1975,0
Middle East,root,RockIceDesertAEZ03,RockIceDesertAEZ03,1975,0
Africa,root,RockIceDesertAEZ03,RockIceDesertAEZ03,1975,4.42272
Latin America,root,RockIceDesertAEZ03,RockIceDesertAEZ03,1975,0.47962
Southeast Asia,root,RockIceDesertAEZ03,RockIceDesertAEZ03,1975,0
Eastern Europe,root,RockIceDesertAEZ03,RockIceDesertAEZ03,1975,0
Korea,root,RockIceDesertAEZ03,RockIceDesertAEZ03,1975,0
India,root,RockIceDesertAEZ03,RockIceDesertAEZ03,1975,0
USA,root,TundraAEZ03,TundraAEZ03,1975,0
Canada,root,TundraAEZ03,TundraAEZ03,1975,0
Western Europe,root,TundraAEZ03,TundraAEZ03,1975,0
Japan,root,TundraAEZ03,TundraAEZ03,1975,0
Australia_NZ,root,TundraAEZ03,TundraAEZ03,1975,0
Former Soviet Union,root,TundraAEZ03,TundraAEZ03,1975,0
China,root,TundraAEZ03,TundraAEZ03,1975,0
Middle East,root,TundraAEZ03,TundraAEZ03,1975,0
Africa,root,TundraAEZ03,TundraAEZ03,1975,0
Latin America,root,TundraAEZ03,TundraAEZ03,1975,1.05281
Southeast Asia,root,TundraAEZ03,TundraAEZ03,1975,0
Eastern Europe,root,TundraAEZ03,TundraAEZ03,1975,0
Korea,root,TundraAEZ03,TundraAEZ03,1975,0
India,root,TundraAEZ03,TundraAEZ03,1975,0
USA,root,UrbanLandAEZ03,UrbanLandAEZ03,1975,0
Canada,root,UrbanLandAEZ03,UrbanLandAEZ03,1975,0
Western Europe,root,UrbanLandAEZ03,UrbanLandAEZ03,1975,0
Japan,root,UrbanLandAEZ03,UrbanLandAEZ03,1975,0
Australia_NZ,root,UrbanLandAEZ03,UrbanLandAEZ03,1975,0.09618
Former Soviet Union,root,UrbanLandAEZ03,UrbanLandAEZ03,1975,0
China,root,UrbanLandAEZ03,UrbanLandAEZ03,1975,0
Middle East,root,UrbanLandAEZ03,UrbanLandAEZ03,1975,0.28406
Africa,root,UrbanLandAEZ03,UrbanLandAEZ03,1975,0.97961
Latin America,root,UrbanLandAEZ03,UrbanLandAEZ03,1975,0.6425
Southeast Asia,root,UrbanLandAEZ03,UrbanLandAEZ03,1975,0.00275
Eastern Europe,root,UrbanLandAEZ03,UrbanLandAEZ03,1975,0
Korea,root,UrbanLandAEZ03,UrbanLandAEZ03,1975,0
India,root,UrbanLandAEZ03,UrbanLandAEZ03,1975,2.96534
USA,root,RockIceDesertAEZ04,RockIceDesertAEZ04,1975,0
Canada,root,RockIceDesertAEZ04,RockIceDesertAEZ04,1975,0
Western Europe,root,RockIceDesertAEZ04,RockIceDesertAEZ04,1975,0
Japan,root,RockIceDesertAEZ04,RockIceDesertAEZ04,1975,0
Australia_NZ,root,RockIceDesertAEZ04,RockIceDesertAEZ04,1975,0
Former Soviet Union,root,RockIceDesertAEZ04,RockIceDesertAEZ04,1975,0
China,root,RockIceDesertAEZ04,RockIceDesertAEZ04,1975,0
Middle East,root,RockIceDesertAEZ04,RockIceDesertAEZ04,1975,0
Africa,root,RockIceDesertAEZ04,RockIceDesertAEZ04,1975,4.00214
Latin America,root,RockIceDesertAEZ04,RockIceDesertAEZ04,1975,0.70898
Southeast Asia,root,RockIceDesertAEZ04,RockIceDesertAEZ04,1975,0.23353
Eastern Europe,root,RockIceDesertAEZ04,RockIceDesertAEZ04,1975,0
Korea,root,RockIceDesertAEZ04,RockIceDesertAEZ04,1975,0
India,root,RockIceDesertAEZ04,RockIceDesertAEZ04,1975,0
USA,root,TundraAEZ04,TundraAEZ04,1975,0
Canada,root,TundraAEZ04,TundraAEZ04,1975,0
Western Europe,root,TundraAEZ04,TundraAEZ04,1975,0
Japan,root,TundraAEZ04,TundraAEZ04,1975,0
Australia_NZ,root,TundraAEZ04,TundraAEZ04,1975,0
Former Soviet Union,root,TundraAEZ04,TundraAEZ04,1975,0
China,root,TundraAEZ04,TundraAEZ04,1975,0
Middle East,root,TundraAEZ04,TundraAEZ04,1975,0
Africa,root,TundraAEZ04,TundraAEZ04,1975,0
Latin America,root,TundraAEZ04,TundraAEZ04,1975,0.99571
Southeast Asia,root,TundraAEZ04,TundraAEZ04,1975,0
Eastern Europe,root,TundraAEZ04,TundraAEZ04,1975,0
Korea,root,TundraAEZ04,TundraAEZ04,1975,0
India,root,TundraAEZ04,TundraAEZ04,1975,0
USA,root,UrbanLandAEZ04,UrbanLandAEZ04,1975,0
Canada,root,UrbanLandAEZ04,UrbanLandAEZ04,1975,0
Western Europe,root,UrbanLandAEZ04,UrbanLandAEZ04,1975,0.02333
Japan,root,UrbanLandAEZ04,UrbanLandAEZ04,1975,0
Australia_NZ,root,UrbanLandAEZ04,UrbanLandAEZ04,1975,0.0156
Former Soviet Union,root,UrbanLandAEZ04,UrbanLandAEZ04,1975,0
China,root,UrbanLandAEZ04,UrbanLandAEZ04,1975,0.19478
Middle East,root,UrbanLandAEZ04,UrbanLandAEZ04,1975,0
Africa,root,UrbanLandAEZ04,UrbanLandAEZ04,1975,1.03092
Latin America,root,UrbanLandAEZ04,UrbanLandAEZ04,1975,2.27137
Southeast Asia,root,UrbanLandAEZ04,UrbanLandAEZ04,1975,1.91792
Eastern Europe,root,UrbanLandAEZ04,UrbanLandAEZ04,1975,0
Korea,root,UrbanLandAEZ04,UrbanLandAEZ04,1975,0
India,root,UrbanLandAEZ04,UrbanLandAEZ04,1975,2.54208
USA,root,RockIceDesertAEZ05,RockIceDesertAEZ05,1975,0
Canada,root,RockIceDesertAEZ05,RockIceDesertAEZ05,1975,0
Western Europe,root,RockIceDesertAEZ05,RockIceDesertAEZ05,1975,0
Japan,root,RockIceDesertAEZ05,RockIceDesertAEZ05,1975,0
Australia_NZ,root,RockIceDesertAEZ05,RockIceDesertAEZ05,1975,0
Former Soviet Union,root,RockIceDesertAEZ05,RockIceDesertAEZ05,1975,0
China,root,RockIceDesertAEZ05,RockIceDesertAEZ05,1975,0.21317
Middle East,root,RockIceDesertAEZ05,RockIceDesertAEZ05,1975,0
Africa,root,RockIceDesertAEZ05,RockIceDesertAEZ05,1975,5.68439
Latin America,root,RockIceDesertAEZ05,RockIceDesertAEZ05,1975,3.75303
Southeast Asia,root,RockIceDesertAEZ05,RockIceDesertAEZ05,1975,0
Eastern Europe,root,RockIceDesertAEZ05,RockIceDesertAEZ05,1975,0
Korea,root,RockIceDesertAEZ05,RockIceDesertAEZ05,1975,0
India,root,RockIceDesertAEZ05,RockIceDesertAEZ05,1975,0.06611
USA,root,TundraAEZ05,TundraAEZ05,1975,0
Canada,root,TundraAEZ05,TundraAEZ05,1975,0
Western Europe,root,TundraAEZ05,TundraAEZ05,1975,0
Japan,root,TundraAEZ05,TundraAEZ05,1975,0
Australia_NZ,root,TundraAEZ05,TundraAEZ05,1975,0
Former Soviet Union,root,TundraAEZ05,TundraAEZ05,1975,0
China,root,TundraAEZ05,TundraAEZ05,1975,0
Middle East,root,TundraAEZ05,TundraAEZ05,1975,0
Africa,root,TundraAEZ05,TundraAEZ05,1975,0
Latin America,root,TundraAEZ05,TundraAEZ05,1975,2.81461
Southeast Asia,root,TundraAEZ05,TundraAEZ05,1975,0
Eastern Europe,root,TundraAEZ05,TundraAEZ05,1975,0
Korea,root,TundraAEZ05,TundraAEZ05,1975,0
India,root,TundraAEZ05,TundraAEZ05,1975,0
USA,root,UrbanLandAEZ05,UrbanLandAEZ05,1975,0
Canada,root,UrbanLandAEZ05,UrbanLandAEZ05,1975,0
Western Europe,root,UrbanLandAEZ05,UrbanLandAEZ05,1975,0
Japan,root,UrbanLandAEZ05,UrbanLandAEZ05,1975,0
Australia_NZ,root,UrbanLandAEZ05,UrbanLandAEZ05,1975,0.04387
Former Soviet Union,root,UrbanLandAEZ05,UrbanLandAEZ05,1975,0
China,root,UrbanLandAEZ05,UrbanLandAEZ05,1975,0.73028
Middle East,root,UrbanLandAEZ05,UrbanLandAEZ05,1975,0
Africa,root,UrbanLandAEZ05,UrbanLandAEZ05,1975,2.01156
Latin America,root,UrbanLandAEZ05,UrbanLandAEZ05,1975,4.32093
Southeast Asia,root,UrbanLandAEZ05,UrbanLandAEZ05,1975,1.44874
Eastern Europe,root,UrbanLandAEZ05,UrbanLandAEZ05,1975,0
Korea,root,UrbanLandAEZ05,UrbanLandAEZ05,1975,0
India,root,UrbanLandAEZ05,UrbanLandAEZ05,1975,0.37344
USA,root,RockIceDesertAEZ06,RockIceDesertAEZ06,1975,0
Canada,root,RockIceDesertAEZ06,RockIceDesertAEZ06,1975,0
Western Europe,root,RockIceDesertAEZ06,RockIceDesertAEZ06,1975,0
Japan,root,RockIceDesertAEZ06,RockIceDesertAEZ06,1975,0
Australia_NZ,root,RockIceDesertAEZ06,RockIceDesertAEZ06,1975,0
Former Soviet Union,root,RockIceDesertAEZ06,RockIceDesertAEZ06,1975,0
China,root,RockIceDesertAEZ06,RockIceDesertAEZ06,1975,0.07526
Middle East,root,RockIceDesertAEZ06,RockIceDesertAEZ06,1975,0
Africa,root,RockIceDesertAEZ06,RockIceDesertAEZ06,1975,5.8211
Latin America,root,RockIceDesertAEZ06,RockIceDesertAEZ06,1975,0.95614
Southeast Asia,root,RockIceDesertAEZ06,RockIceDesertAEZ06,1975,0.02257
Eastern Europe,root,RockIceDesertAEZ06,RockIceDesertAEZ06,1975,0
Korea,root,RockIceDesertAEZ06,RockIceDesertAEZ06,1975,0
India,root,RockIceDesertAEZ06,RockIceDesertAEZ06,1975,0
USA,root,TundraAEZ06,TundraAEZ06,1975,0
Canada,root,TundraAEZ06,TundraAEZ06,1975,0
Western Europe,root,TundraAEZ06,TundraAEZ06,1975,0
Japan,root,TundraAEZ06,TundraAEZ06,1975,0
Australia_NZ,root,TundraAEZ06,TundraAEZ06,1975,0
Former Soviet Union,root,TundraAEZ06,TundraAEZ06,1975,0
China,root,TundraAEZ06,TundraAEZ06,1975,0
Middle East,root,TundraAEZ06,TundraAEZ06,1975,0
Africa,root,TundraAEZ06,TundraAEZ06,1975,0
Latin America,root,TundraAEZ06,TundraAEZ06,1975,5.89384
Southeast Asia,root,TundraAEZ06,TundraAEZ06,1975,0
Eastern Europe,root,TundraAEZ06,TundraAEZ06,1975,0
Korea,root,TundraAEZ06,TundraAEZ06,1975,0
India,root,TundraAEZ06,TundraAEZ06,1975,0
USA,root,UrbanLandAEZ06,UrbanLandAEZ06,1975,0
Canada,root,UrbanLandAEZ06,UrbanLandAEZ06,1975,0
Western Europe,root,UrbanLandAEZ06,UrbanLandAEZ06,1975,0
Japan,root,UrbanLandAEZ06,UrbanLandAEZ06,1975,0
Australia_NZ,root,UrbanLandAEZ06,UrbanLandAEZ06,1975,0.83074
Former Soviet Union,root,UrbanLandAEZ06,UrbanLandAEZ06,1975,0
China,root,UrbanLandAEZ06,UrbanLandAEZ06,1975,0.62777
Middle East,root,UrbanLandAEZ06,UrbanLandAEZ06,1975,0
Africa,root,UrbanLandAEZ06,UrbanLandAEZ06,1975,1.61339
Latin America,root,UrbanLandAEZ06,UrbanLandAEZ06,1975,5.05532
Southeast Asia,root,UrbanLandAEZ06,UrbanLandAEZ06,1975,3.12734
Eastern Europe,root,UrbanLandAEZ06,UrbanLandAEZ06,1975,0
Korea,root,UrbanLandAEZ06,UrbanLandAEZ06,1975,0
India,root,UrbanLandAEZ06,UrbanLandAEZ06,1975,0.09082
USA,root,RockIceDesertAEZ07,RockIceDesertAEZ07,1975,10.95537
Canada,root,RockIceDesertAEZ07,RockIceDesertAEZ07,1975,0
Western Europe,root,RockIceDesertAEZ07,RockIceDesertAEZ07,1975,0
Japan,root,RockIceDesertAEZ07,RockIceDesertAEZ07,1975,0
Australia_NZ,root,RockIceDesertAEZ07,RockIceDesertAEZ07,1975,16.3225
Former Soviet Union,root,RockIceDesertAEZ07,RockIceDesertAEZ07,1975,265.08167
China,root,RockIceDesertAEZ07,RockIceDesertAEZ07,1975,1057.10539
Middle East,root,RockIceDesertAEZ07,RockIceDesertAEZ07,1975,1119.11541
Africa,root,RockIceDesertAEZ07,RockIceDesertAEZ07,1975,4742.79906
Latin America,root,RockIceDesertAEZ07,RockIceDesertAEZ07,1975,184.71553
Southeast Asia,root,RockIceDesertAEZ07,RockIceDesertAEZ07,1975,283.29564
Eastern Europe,root,RockIceDesertAEZ07,RockIceDesertAEZ07,1975,0
Korea,root,RockIceDesertAEZ07,RockIceDesertAEZ07,1975,0
India,root,RockIceDesertAEZ07,RockIceDesertAEZ07,1975,40.25454
USA,root,TundraAEZ07,TundraAEZ07,1975,0.05833
Canada,root,TundraAEZ07,TundraAEZ07,1975,0.04994
Western Europe,root,TundraAEZ07,TundraAEZ07,1975,0
Japan,root,TundraAEZ07,TundraAEZ07,1975,0
Australia_NZ,root,TundraAEZ07,TundraAEZ07,1975,0
Former Soviet Union,root,TundraAEZ07,TundraAEZ07,1975,0.7781
China,root,TundraAEZ07,TundraAEZ07,1975,2.38448
Middle East,root,TundraAEZ07,TundraAEZ07,1975,0
Africa,root,TundraAEZ07,TundraAEZ07,1975,0
Latin America,root,TundraAEZ07,TundraAEZ07,1975,48.02744
Southeast Asia,root,TundraAEZ07,TundraAEZ07,1975,0
Eastern Europe,root,TundraAEZ07,TundraAEZ07,1975,0
Korea,root,TundraAEZ07,TundraAEZ07,1975,0
India,root,TundraAEZ07,TundraAEZ07,1975,0
USA,root,UrbanLandAEZ07,UrbanLandAEZ07,1975,4.63342
Canada,root,UrbanLandAEZ07,UrbanLandAEZ07,1975,0.08993
Western Europe,root,UrbanLandAEZ07,UrbanLandAEZ07,1975,0.00109
Japan,root,UrbanLandAEZ07,UrbanLandAEZ07,1975,0
Australia_NZ,root,UrbanLandAEZ07,UrbanLandAEZ07,1975,0.09466
Former Soviet Union,root,UrbanLandAEZ07,UrbanLandAEZ07,1975,1.0726
China,root,UrbanLandAEZ07,UrbanLandAEZ07,1975,0.42032
Middle East,root,UrbanLandAEZ07,UrbanLandAEZ07,1975,1.79367
Africa,root,UrbanLandAEZ07,UrbanLandAEZ07,1975,0.92025
Latin America,root,UrbanLandAEZ07,UrbanLandAEZ07,1975,1.10029
Southeast Asia,root,UrbanLandAEZ07,UrbanLandAEZ07,1975,0.41243
Eastern Europe,root,UrbanLandAEZ07,UrbanLandAEZ07,1975,0
Korea,root,UrbanLandAEZ07,UrbanLandAEZ07,1975,0
India,root,UrbanLandAEZ07,UrbanLandAEZ07,1975,0.03768
USA,root,RockIceDesertAEZ08,RockIceDesertAEZ08,1975,0.27349
Canada,root,RockIceDesertAEZ08,RockIceDesertAEZ08,1975,0
Western Europe,root,RockIceDesertAEZ08,RockIceDesertAEZ08,1975,0.40707
Japan,root,RockIceDesertAEZ08,RockIceDesertAEZ08,1975,0
Australia_NZ,root,RockIceDesertAEZ08,RockIceDesertAEZ08,1975,0.04957
Former Soviet Union,root,RockIceDesertAEZ08,RockIceDesertAEZ08,1975,6.63831
China,root,RockIceDesertAEZ08,RockIceDesertAEZ08,1975,0.84566
Middle East,root,RockIceDesertAEZ08,RockIceDesertAEZ08,1975,41.8597
Africa,root,RockIceDesertAEZ08,RockIceDesertAEZ08,1975,36.39824
Latin America,root,RockIceDesertAEZ08,RockIceDesertAEZ08,1975,8.93257
Southeast Asia,root,RockIceDesertAEZ08,RockIceDesertAEZ08,1975,8.27718
Eastern Europe,root,RockIceDesertAEZ08,RockIceDesertAEZ08,1975,0
Korea,root,RockIceDesertAEZ08,RockIceDesertAEZ08,1975,0
India,root,RockIceDesertAEZ08,RockIceDesertAEZ08,1975,6.67331
USA,root,TundraAEZ08,TundraAEZ08,1975,0.16478
Canada,root,TundraAEZ08,TundraAEZ08,1975,0.03955
Western Europe,root,TundraAEZ08,TundraAEZ08,1975,0.47535
Japan,root,TundraAEZ08,TundraAEZ08,1975,0
Australia_NZ,root,TundraAEZ08,TundraAEZ08,1975,0
Former Soviet Union,root,TundraAEZ08,TundraAEZ08,1975,3.66106
China,root,TundraAEZ08,TundraAEZ08,1975,0.10992
Middle East,root,TundraAEZ08,TundraAEZ08,1975,0.11317
Africa,root,TundraAEZ08,TundraAEZ08,1975,0
Latin America,root,TundraAEZ08,TundraAEZ08,1975,25.21053
Southeast Asia,root,TundraAEZ08,TundraAEZ08,1975,1.67182
Eastern Europe,root,TundraAEZ08,TundraAEZ08,1975,0
Korea,root,TundraAEZ08,TundraAEZ08,1975,0
India,root,TundraAEZ08,TundraAEZ08,1975,0
USA,root,UrbanLandAEZ08,UrbanLandAEZ08,1975,2.46277
Canada,root,UrbanLandAEZ08,UrbanLandAEZ08,1975,0.02068
Western Europe,root,UrbanLandAEZ08,UrbanLandAEZ08,1975,0.69837
Japan,root,UrbanLandAEZ08,UrbanLandAEZ08,1975,0
Australia_NZ,root,UrbanLandAEZ08,UrbanLandAEZ08,1975,0.01744
Former Soviet Union,root,UrbanLandAEZ08,UrbanLandAEZ08,1975,5.99188
China,root,UrbanLandAEZ08,UrbanLandAEZ08,1975,1.39986
Middle East,root,UrbanLandAEZ08,UrbanLandAEZ08,1975,1.35004
Africa,root,UrbanLandAEZ08,UrbanLandAEZ08,1975,0.55115
Latin America,root,UrbanLandAEZ08,UrbanLandAEZ08,1975,0.71114
Southeast Asia,root,UrbanLandAEZ08,UrbanLandAEZ08,1975,0.40706
Eastern Europe,root,UrbanLandAEZ08,UrbanLandAEZ08,1975,0.10472
Korea,root,UrbanLandAEZ08,UrbanLandAEZ08,1975,0
India,root,UrbanLandAEZ08,UrbanLandAEZ08,1975,0.81127
USA,root,RockIceDesertAEZ09,RockIceDesertAEZ09,1975,0
Canada,root,RockIceDesertAEZ09,RockIceDesertAEZ09,1975,0
Western Europe,root,RockIceDesertAEZ09,RockIceDesertAEZ09,1975,0.01964
Japan,root,RockIceDesertAEZ09,RockIceDesertAEZ09,1975,0
Australia_NZ,root,RockIceDesertAEZ09,RockIceDesertAEZ09,1975,0
Former Soviet Union,root,RockIceDesertAEZ09,RockIceDesertAEZ09,1975,0.01273
China,root,RockIceDesertAEZ09,RockIceDesertAEZ09,1975,2.01082
Middle East,root,RockIceDesertAEZ09,RockIceDesertAEZ09,1975,0.27506
Africa,root,RockIceDesertAEZ09,RockIceDesertAEZ09,1975,3.35739
Latin America,root,RockIceDesertAEZ09,RockIceDesertAEZ09,1975,0.92689
Southeast Asia,root,RockIceDesertAEZ09,RockIceDesertAEZ09,1975,0.12295
Eastern Europe,root,RockIceDesertAEZ09,RockIceDesertAEZ09,1975,0
Korea,root,RockIceDesertAEZ09,RockIceDesertAEZ09,1975,0
India,root,RockIceDesertAEZ09,RockIceDesertAEZ09,1975,0
USA,root,TundraAEZ09,TundraAEZ09,1975,0.05117
Canada,root,TundraAEZ09,TundraAEZ09,1975,0
Western Europe,root,TundraAEZ09,TundraAEZ09,1975,0.2196
Japan,root,TundraAEZ09,TundraAEZ09,1975,0
Australia_NZ,root,TundraAEZ09,TundraAEZ09,1975,0
Former Soviet Union,root,TundraAEZ09,TundraAEZ09,1975,6.20805
China,root,TundraAEZ09,TundraAEZ09,1975,0
Middle East,root,TundraAEZ09,TundraAEZ09,1975,0
Africa,root,TundraAEZ09,TundraAEZ09,1975,0
Latin America,root,TundraAEZ09,TundraAEZ09,1975,3.59536
Southeast Asia,root,TundraAEZ09,TundraAEZ09,1975,3.87647
Eastern Europe,root,TundraAEZ09,TundraAEZ09,1975,0
Korea,root,TundraAEZ09,TundraAEZ09,1975,0
India,root,TundraAEZ09,TundraAEZ09,1975,0
USA,root,UrbanLandAEZ09,UrbanLandAEZ09,1975,5.13604
Canada,root,UrbanLandAEZ09,UrbanLandAEZ09,1975,0.22899
Western Europe,root,UrbanLandAEZ09,UrbanLandAEZ09,1975,2.65173
Japan,root,UrbanLandAEZ09,UrbanLandAEZ09,1975,0
Australia_NZ,root,UrbanLandAEZ09,UrbanLandAEZ09,1975,0.91919
Former Soviet Union,root,UrbanLandAEZ09,UrbanLandAEZ09,1975,5.55396
China,root,UrbanLandAEZ09,UrbanLandAEZ09,1975,2.63628
Middle East,root,UrbanLandAEZ09,UrbanLandAEZ09,1975,0.63222
Africa,root,UrbanLandAEZ09,UrbanLandAEZ09,1975,1.18001
Latin America,root,UrbanLandAEZ09,UrbanLandAEZ09,1975,1.58942
Southeast Asia,root,UrbanLandAEZ09,UrbanLandAEZ09,1975,0.02063
Eastern Europe,root,UrbanLandAEZ09,UrbanLandAEZ09,1975,0.88905
Korea,root,UrbanLandAEZ09,UrbanLandAEZ09,1975,0
India,root,UrbanLandAEZ09,UrbanLandAEZ09,1975,0.7375
USA,root,RockIceDesertAEZ10,RockIceDesertAEZ10,1975,0
Canada,root,RockIceDesertAEZ10,RockIceDesertAEZ10,1975,0
Western Europe,root,RockIceDesertAEZ10,RockIceDesertAEZ10,1975,0.01433
Japan,root,RockIceDesertAEZ10,RockIceDesertAEZ10,1975,0
Australia_NZ,root,RockIceDesertAEZ10,RockIceDesertAEZ10,1975,0
Former Soviet Union,root,RockIceDesertAEZ10,RockIceDesertAEZ10,1975,0.02129
