INPUT_TABLE
Variable ID
LN2_HistMgdAllocation

region,LandAllocatorRoot,LandNode1,LandNode2,LandLeaf2,year,allocation
China,root,AgroForestLandAEZ10,AllPastureLandAEZ10,PastureAEZ10,1900,0.88509
Middle East,root,AgroForestLandAEZ10,AllPastureLandAEZ10,PastureAEZ10,1900,0.00403
Africa,root,AgroForestLandAEZ10,AllPastureLandAEZ10,PastureAEZ10,1900,2.33579
Latin America,root,AgroForestLandAEZ10,AllPastureLandAEZ10,PastureAEZ10,1900,3.09335
Southeast Asia,root,AgroForestLandAEZ10,AllPastureLandAEZ10,PastureAEZ10,1900,0.41021
Eastern Europe,root,AgroForestLandAEZ10,AllPastureLandAEZ10,PastureAEZ10,1900,15.55673
Korea,root,AgroForestLandAEZ10,AllPastureLandAEZ10,PastureAEZ10,1900,0.00414
India,root,AgroForestLandAEZ10,AllPastureLandAEZ10,PastureAEZ10,1900,1.71182
USA,root,AgroForestLandAEZ11,AllPastureLandAEZ11,PastureAEZ11,1900,2.5235
Canada,root,AgroForestLandAEZ11,AllPastureLandAEZ11,PastureAEZ11,1900,0.00343
Western Europe,root,AgroForestLandAEZ11,AllPastureLandAEZ11,PastureAEZ11,1900,29.12545
Japan,root,AgroForestLandAEZ11,AllPastureLandAEZ11,PastureAEZ11,1900,0.8583
Australia_NZ,root,AgroForestLandAEZ11,AllPastureLandAEZ11,PastureAEZ11,1900,0.47501
Former Soviet Union,root,AgroForestLandAEZ11,AllPastureLandAEZ11,PastureAEZ11,1900,0.0719
China,root,AgroForestLandAEZ11,AllPastureLandAEZ11,PastureAEZ11,1900,2.13291
Middle East,root,AgroForestLandAEZ11,AllPastureLandAEZ11,PastureAEZ11,1900,0
Africa,root,AgroForestLandAEZ11,AllPastureLandAEZ11,PastureAEZ11,1900,0.50613
Latin America,root,AgroForestLandAEZ11,AllPastureLandAEZ11,PastureAEZ11,1900,2.5458
Southeast Asia,root,AgroForestLandAEZ11,AllPastureLandAEZ11,PastureAEZ11,1900,1.26265
Eastern Europe,root,AgroForestLandAEZ11,AllPastureLandAEZ11,PastureAEZ11,1900,3.19657
Korea,root,AgroForestLandAEZ11,AllPastureLandAEZ11,PastureAEZ11,1900,0.01217
India,root,AgroForestLandAEZ11,AllPastureLandAEZ11,PastureAEZ11,1900,0.76108
USA,root,AgroForestLandAEZ12,AllPastureLandAEZ12,PastureAEZ12,1900,1.32158
Canada,root,AgroForestLandAEZ12,AllPastureLandAEZ12,PastureAEZ12,1900,0
Western Europe,root,AgroForestLandAEZ12,AllPastureLandAEZ12,PastureAEZ12,1900,7.55112
Japan,root,AgroForestLandAEZ12,AllPastureLandAEZ12,PastureAEZ12,1900,0.25276
Australia_NZ,root,AgroForestLandAEZ12,AllPastureLandAEZ12,PastureAEZ12,1900,0.42881
Former Soviet Union,root,AgroForestLandAEZ12,AllPastureLandAEZ12,PastureAEZ12,1900,0.03062
China,root,AgroForestLandAEZ12,AllPastureLandAEZ12,PastureAEZ12,1900,3.01747
Middle East,root,AgroForestLandAEZ12,AllPastureLandAEZ12,PastureAEZ12,1900,0
Africa,root,AgroForestLandAEZ12,AllPastureLandAEZ12,PastureAEZ12,1900,0.04766
Latin America,root,AgroForestLandAEZ12,AllPastureLandAEZ12,PastureAEZ12,1900,13.23313
Southeast Asia,root,AgroForestLandAEZ12,AllPastureLandAEZ12,PastureAEZ12,1900,0.63419
Eastern Europe,root,AgroForestLandAEZ12,AllPastureLandAEZ12,PastureAEZ12,1900,0.18948
Korea,root,AgroForestLandAEZ12,AllPastureLandAEZ12,PastureAEZ12,1900,0
India,root,AgroForestLandAEZ12,AllPastureLandAEZ12,PastureAEZ12,1900,0.34934
USA,root,AgroForestLandAEZ13,AllPastureLandAEZ13,PastureAEZ13,1900,0.78924
Canada,root,AgroForestLandAEZ13,AllPastureLandAEZ13,PastureAEZ13,1900,0.7002
Western Europe,root,AgroForestLandAEZ13,AllPastureLandAEZ13,PastureAEZ13,1900,0.19881
Japan,root,AgroForestLandAEZ13,AllPastureLandAEZ13,PastureAEZ13,1900,0
Australia_NZ,root,AgroForestLandAEZ13,AllPastureLandAEZ13,PastureAEZ13,1900,0
Former Soviet Union,root,AgroForestLandAEZ13,AllPastureLandAEZ13,PastureAEZ13,1900,12.35234
China,root,AgroForestLandAEZ13,AllPastureLandAEZ13,PastureAEZ13,1900,10.28298
Middle East,root,AgroForestLandAEZ13,AllPastureLandAEZ13,PastureAEZ13,1900,0
Africa,root,AgroForestLandAEZ13,AllPastureLandAEZ13,PastureAEZ13,1900,0
Latin America,root,AgroForestLandAEZ13,AllPastureLandAEZ13,PastureAEZ13,1900,3.4567
Southeast Asia,root,AgroForestLandAEZ13,AllPastureLandAEZ13,PastureAEZ13,1900,3.15987
Eastern Europe,root,AgroForestLandAEZ13,AllPastureLandAEZ13,PastureAEZ13,1900,0
Korea,root,AgroForestLandAEZ13,AllPastureLandAEZ13,PastureAEZ13,1900,0
India,root,AgroForestLandAEZ13,AllPastureLandAEZ13,PastureAEZ13,1900,0.62708
USA,root,AgroForestLandAEZ14,AllPastureLandAEZ14,PastureAEZ14,1900,0.1847
Canada,root,AgroForestLandAEZ14,AllPastureLandAEZ14,PastureAEZ14,1900,0.2987
Western Europe,root,AgroForestLandAEZ14,AllPastureLandAEZ14,PastureAEZ14,1900,2.13711
Japan,root,AgroForestLandAEZ14,AllPastureLandAEZ14,PastureAEZ14,1900,0
Australia_NZ,root,AgroForestLandAEZ14,AllPastureLandAEZ14,PastureAEZ14,1900,0
Former Soviet Union,root,AgroForestLandAEZ14,AllPastureLandAEZ14,PastureAEZ14,1900,5.19084
China,root,AgroForestLandAEZ14,AllPastureLandAEZ14,PastureAEZ14,1900,11.15053
Middle East,root,AgroForestLandAEZ14,AllPastureLandAEZ14,PastureAEZ14,1900,0
Africa,root,AgroForestLandAEZ14,AllPastureLandAEZ14,PastureAEZ14,1900,0
Latin America,root,AgroForestLandAEZ14,AllPastureLandAEZ14,PastureAEZ14,1900,2.1394
Southeast Asia,root,AgroForestLandAEZ14,AllPastureLandAEZ14,PastureAEZ14,1900,1.63152
Eastern Europe,root,AgroForestLandAEZ14,AllPastureLandAEZ14,PastureAEZ14,1900,0
Korea,root,AgroForestLandAEZ14,AllPastureLandAEZ14,PastureAEZ14,1900,0
India,root,AgroForestLandAEZ14,AllPastureLandAEZ14,PastureAEZ14,1900,0.96197
USA,root,AgroForestLandAEZ15,AllPastureLandAEZ15,PastureAEZ15,1900,0.06047
Canada,root,AgroForestLandAEZ15,AllPastureLandAEZ15,PastureAEZ15,1900,2.36614
Western Europe,root,AgroForestLandAEZ15,AllPastureLandAEZ15,PastureAEZ15,1900,4.76931
Japan,root,AgroForestLandAEZ15,AllPastureLandAEZ15,PastureAEZ15,1900,0.0469
Australia_NZ,root,AgroForestLandAEZ15,AllPastureLandAEZ15,PastureAEZ15,1900,0.00999
Former Soviet Union,root,AgroForestLandAEZ15,AllPastureLandAEZ15,PastureAEZ15,1900,6.35448
China,root,AgroForestLandAEZ15,AllPastureLandAEZ15,PastureAEZ15,1900,3.8542
Middle East,root,AgroForestLandAEZ15,AllPastureLandAEZ15,PastureAEZ15,1900,0
Africa,root,AgroForestLandAEZ15,AllPastureLandAEZ15,PastureAEZ15,1900,0
Latin America,root,AgroForestLandAEZ15,AllPastureLandAEZ15,PastureAEZ15,1900,1.14416
Southeast Asia,root,AgroForestLandAEZ15,AllPastureLandAEZ15,PastureAEZ15,1900,0.31877
Eastern Europe,root,AgroForestLandAEZ15,AllPastureLandAEZ15,PastureAEZ15,1900,0.1494
Korea,root,AgroForestLandAEZ15,AllPastureLandAEZ15,PastureAEZ15,1900,0
India,root,AgroForestLandAEZ15,AllPastureLandAEZ15,PastureAEZ15,1900,0.5992
USA,root,AgroForestLandAEZ16,AllPastureLandAEZ16,PastureAEZ16,1900,0.01717
Canada,root,AgroForestLandAEZ16,AllPastureLandAEZ16,PastureAEZ16,1900,0.17934
Western Europe,root,AgroForestLandAEZ16,AllPastureLandAEZ16,PastureAEZ16,1900,2.86067
Japan,root,AgroForestLandAEZ16,AllPastureLandAEZ16,PastureAEZ16,1900,0
Australia_NZ,root,AgroForestLandAEZ16,AllPastureLandAEZ16,PastureAEZ16,1900,0.04952
Former Soviet Union,root,AgroForestLandAEZ16,AllPastureLandAEZ16,PastureAEZ16,1900,0.11172
China,root,AgroForestLandAEZ16,AllPastureLandAEZ16,PastureAEZ16,1900,0.92013
Middle East,root,AgroForestLandAEZ16,AllPastureLandAEZ16,PastureAEZ16,1900,0
Africa,root,AgroForestLandAEZ16,AllPastureLandAEZ16,PastureAEZ16,1900,0
Latin America,root,AgroForestLandAEZ16,AllPastureLandAEZ16,PastureAEZ16,1900,0.67187
Southeast Asia,root,AgroForestLandAEZ16,AllPastureLandAEZ16,PastureAEZ16,1900,0.1996
Eastern Europe,root,AgroForestLandAEZ16,AllPastureLandAEZ16,PastureAEZ16,1900,0.13656
Korea,root,AgroForestLandAEZ16,AllPastureLandAEZ16,PastureAEZ16,1900,0
India,root,AgroForestLandAEZ16,AllPastureLandAEZ16,PastureAEZ16,1900,0.3379
USA,root,AgroForestLandAEZ17,AllPastureLandAEZ17,PastureAEZ17,1900,0
Canada,root,AgroForestLandAEZ17,AllPastureLandAEZ17,PastureAEZ17,1900,0
Western Europe,root,AgroForestLandAEZ17,AllPastureLandAEZ17,PastureAEZ17,1900,0
Japan,root,AgroForestLandAEZ17,AllPastureLandAEZ17,PastureAEZ17,1900,0
Australia_NZ,root,AgroForestLandAEZ17,AllPastureLandAEZ17,PastureAEZ17,1900,0.03033
Former Soviet Union,root,AgroForestLandAEZ17,AllPastureLandAEZ17,PastureAEZ17,1900,0
China,root,AgroForestLandAEZ17,AllPastureLandAEZ17,PastureAEZ17,1900,0.03515
Middle East,root,AgroForestLandAEZ17,AllPastureLandAEZ17,PastureAEZ17,1900,0
Africa,root,AgroForestLandAEZ17,AllPastureLandAEZ17,PastureAEZ17,1900,0
Latin America,root,AgroForestLandAEZ17,AllPastureLandAEZ17,PastureAEZ17,1900,0.05555
Southeast Asia,root,AgroForestLandAEZ17,AllPastureLandAEZ17,PastureAEZ17,1900,0
Eastern Europe,root,AgroForestLandAEZ17,AllPastureLandAEZ17,PastureAEZ17,1900,0
Korea,root,AgroForestLandAEZ17,AllPastureLandAEZ17,PastureAEZ17,1900,0
India,root,AgroForestLandAEZ17,AllPastureLandAEZ17,PastureAEZ17,1900,0
USA,root,AgroForestLandAEZ18,AllPastureLandAEZ18,PastureAEZ18,1900,0
Canada,root,AgroForestLandAEZ18,AllPastureLandAEZ18,PastureAEZ18,1900,0
Western Europe,root,AgroForestLandAEZ18,AllPastureLandAEZ18,PastureAEZ18,1900,0
Japan,root,AgroForestLandAEZ18,AllPastureLandAEZ18,PastureAEZ18,1900,0
Australia_NZ,root,AgroForestLandAEZ18,AllPastureLandAEZ18,PastureAEZ18,1900,0
Former Soviet Union,root,AgroForestLandAEZ18,AllPastureLandAEZ18,PastureAEZ18,1900,0
China,root,AgroForestLandAEZ18,AllPastureLandAEZ18,PastureAEZ18,1900,0
Middle East,root,AgroForestLandAEZ18,AllPastureLandAEZ18,PastureAEZ18,1900,0
Africa,root,AgroForestLandAEZ18,AllPastureLandAEZ18,PastureAEZ18,1900,0
Latin America,root,AgroForestLandAEZ18,AllPastureLandAEZ18,PastureAEZ18,1900,0.02499
Southeast Asia,root,AgroForestLandAEZ18,AllPastureLandAEZ18,PastureAEZ18,1900,0
Eastern Europe,root,AgroForestLandAEZ18,AllPastureLandAEZ18,PastureAEZ18,1900,0
Korea,root,AgroForestLandAEZ18,AllPastureLandAEZ18,PastureAEZ18,1900,0
India,root,AgroForestLandAEZ18,AllPastureLandAEZ18,PastureAEZ18,1900,0
USA,root,AgroForestLandAEZ01,AllPastureLandAEZ01,PastureAEZ01,1950,0
Canada,root,AgroForestLandAEZ01,AllPastureLandAEZ01,PastureAEZ01,1950,0
Western Europe,root,AgroForestLandAEZ01,AllPastureLandAEZ01,PastureAEZ01,1950,0
Japan,root,AgroForestLandAEZ01,AllPastureLandAEZ01,PastureAEZ01,1950,0
Australia_NZ,root,AgroForestLandAEZ01,AllPastureLandAEZ01,PastureAEZ01,1950,11.33446
Former Soviet Union,root,AgroForestLandAEZ01,AllPastureLandAEZ01,PastureAEZ01,1950,0
China,root,AgroForestLandAEZ01,AllPastureLandAEZ01,PastureAEZ01,1950,0
Middle East,root,AgroForestLandAEZ01,AllPastureLandAEZ01,PastureAEZ01,1950,3.11515
Africa,root,AgroForestLandAEZ01,AllPastureLandAEZ01,PastureAEZ01,1950,39.92964
Latin America,root,AgroForestLandAEZ01,AllPastureLandAEZ01,PastureAEZ01,1950,2.7442
Southeast Asia,root,AgroForestLandAEZ01,AllPastureLandAEZ01,PastureAEZ01,1950,1.01183
Eastern Europe,root,AgroForestLandAEZ01,AllPastureLandAEZ01,PastureAEZ01,1950,0
Korea,root,AgroForestLandAEZ01,AllPastureLandAEZ01,PastureAEZ01,1950,0
India,root,AgroForestLandAEZ01,AllPastureLandAEZ01,PastureAEZ01,1950,0.91595
USA,root,AgroForestLandAEZ02,AllPastureLandAEZ02,PastureAEZ02,1950,0
Canada,root,AgroForestLandAEZ02,AllPastureLandAEZ02,PastureAEZ02,1950,0
Western Europe,root,AgroForestLandAEZ02,AllPastureLandAEZ02,PastureAEZ02,1950,0
Japan,root,AgroForestLandAEZ02,AllPastureLandAEZ02,PastureAEZ02,1950,0
Australia_NZ,root,AgroForestLandAEZ02,AllPastureLandAEZ02,PastureAEZ02,1950,8.54397
Former Soviet Union,root,AgroForestLandAEZ02,AllPastureLandAEZ02,PastureAEZ02,1950,0
China,root,AgroForestLandAEZ02,AllPastureLandAEZ02,PastureAEZ02,1950,0
Middle East,root,AgroForestLandAEZ02,AllPastureLandAEZ02,PastureAEZ02,1950,0.00029
Africa,root,AgroForestLandAEZ02,AllPastureLandAEZ02,PastureAEZ02,1950,23.77567
Latin America,root,AgroForestLandAEZ02,AllPastureLandAEZ02,PastureAEZ02,1950,2.68764
Southeast Asia,root,AgroForestLandAEZ02,AllPastureLandAEZ02,PastureAEZ02,1950,0
Eastern Europe,root,AgroForestLandAEZ02,AllPastureLandAEZ02,PastureAEZ02,1950,0
Korea,root,AgroForestLandAEZ02,AllPastureLandAEZ02,PastureAEZ02,1950,0
India,root,AgroForestLandAEZ02,AllPastureLandAEZ02,PastureAEZ02,1950,2.07125
USA,root,AgroForestLandAEZ03,AllPastureLandAEZ03,PastureAEZ03,1950,0
Canada,root,AgroForestLandAEZ03,AllPastureLandAEZ03,PastureAEZ03,1950,0
Western Europe,root,AgroForestLandAEZ03,AllPastureLandAEZ03,PastureAEZ03,1950,0
Japan,root,AgroForestLandAEZ03,AllPastureLandAEZ03,PastureAEZ03,1950,0
Australia_NZ,root,AgroForestLandAEZ03,AllPastureLandAEZ03,PastureAEZ03,1950,4.54636
Former Soviet Union,root,AgroForestLandAEZ03,AllPastureLandAEZ03,PastureAEZ03,1950,0
China,root,AgroForestLandAEZ03,AllPastureLandAEZ03,PastureAEZ03,1950,0
Middle East,root,AgroForestLandAEZ03,AllPastureLandAEZ03,PastureAEZ03,1950,0.00077
Africa,root,AgroForestLandAEZ03,AllPastureLandAEZ03,PastureAEZ03,1950,29.0226
Latin America,root,AgroForestLandAEZ03,AllPastureLandAEZ03,PastureAEZ03,1950,9.01172
Southeast Asia,root,AgroForestLandAEZ03,AllPastureLandAEZ03,PastureAEZ03,1950,0.03787
Eastern Europe,root,AgroForestLandAEZ03,AllPastureLandAEZ03,PastureAEZ03,1950,0
Korea,root,AgroForestLandAEZ03,AllPastureLandAEZ03,PastureAEZ03,1950,0
India,root,AgroForestLandAEZ03,AllPastureLandAEZ03,PastureAEZ03,1950,7.58539
USA,root,AgroForestLandAEZ04,AllPastureLandAEZ04,PastureAEZ04,1950,0
Canada,root,AgroForestLandAEZ04,AllPastureLandAEZ04,PastureAEZ04,1950,0
Western Europe,root,AgroForestLandAEZ04,AllPastureLandAEZ04,PastureAEZ04,1950,0.00843
Japan,root,AgroForestLandAEZ04,AllPastureLandAEZ04,PastureAEZ04,1950,0
Australia_NZ,root,AgroForestLandAEZ04,AllPastureLandAEZ04,PastureAEZ04,1950,0.91177
Former Soviet Union,root,AgroForestLandAEZ04,AllPastureLandAEZ04,PastureAEZ04,1950,0
China,root,AgroForestLandAEZ04,AllPastureLandAEZ04,PastureAEZ04,1950,0.0278
Middle East,root,AgroForestLandAEZ04,AllPastureLandAEZ04,PastureAEZ04,1950,0
Africa,root,AgroForestLandAEZ04,AllPastureLandAEZ04,PastureAEZ04,1950,35.27867
Latin America,root,AgroForestLandAEZ04,AllPastureLandAEZ04,PastureAEZ04,1950,19.28118
Southeast Asia,root,AgroForestLandAEZ04,AllPastureLandAEZ04,PastureAEZ04,1950,2.02762
Eastern Europe,root,AgroForestLandAEZ04,AllPastureLandAEZ04,PastureAEZ04,1950,0
Korea,root,AgroForestLandAEZ04,AllPastureLandAEZ04,PastureAEZ04,1950,0
India,root,AgroForestLandAEZ04,AllPastureLandAEZ04,PastureAEZ04,1950,2.23595
USA,root,AgroForestLandAEZ05,AllPastureLandAEZ05,PastureAEZ05,1950,0
Canada,root,AgroForestLandAEZ05,AllPastureLandAEZ05,PastureAEZ05,1950,0
Western Europe,root,AgroForestLandAEZ05,AllPastureLandAEZ05,PastureAEZ05,1950,0
Japan,root,AgroForestLandAEZ05,AllPastureLandAEZ05,PastureAEZ05,1950,0
Australia_NZ,root,AgroForestLandAEZ05,AllPastureLandAEZ05,PastureAEZ05,1950,0.04712
Former Soviet Union,root,AgroForestLandAEZ05,AllPastureLandAEZ05,PastureAEZ05,1950,0
China,root,AgroForestLandAEZ05,AllPastureLandAEZ05,PastureAEZ05,1950,0.14927
Middle East,root,AgroForestLandAEZ05,AllPastureLandAEZ05,PastureAEZ05,1950,0
Africa,root,AgroForestLandAEZ05,AllPastureLandAEZ05,PastureAEZ05,1950,15.76249
Latin America,root,AgroForestLandAEZ05,AllPastureLandAEZ05,PastureAEZ05,1950,56.83865
Southeast Asia,root,AgroForestLandAEZ05,AllPastureLandAEZ05,PastureAEZ05,1950,2.32313
Eastern Europe,root,AgroForestLandAEZ05,AllPastureLandAEZ05,PastureAEZ05,1950,0
Korea,root,AgroForestLandAEZ05,AllPastureLandAEZ05,PastureAEZ05,1950,0
India,root,AgroForestLandAEZ05,AllPastureLandAEZ05,PastureAEZ05,1950,0.5793
USA,root,AgroForestLandAEZ06,AllPastureLandAEZ06,PastureAEZ06,1950,0
Canada,root,AgroForestLandAEZ06,AllPastureLandAEZ06,PastureAEZ06,1950,0
Western Europe,root,AgroForestLandAEZ06,AllPastureLandAEZ06,PastureAEZ06,1950,0
Japan,root,AgroForestLandAEZ06,AllPastureLandAEZ06,PastureAEZ06,1950,0
Australia_NZ,root,AgroForestLandAEZ06,AllPastureLandAEZ06,PastureAEZ06,1950,0.09062
Former Soviet Union,root,AgroForestLandAEZ06,AllPastureLandAEZ06,PastureAEZ06,1950,0
China,root,AgroForestLandAEZ06,AllPastureLandAEZ06,PastureAEZ06,1950,0.33766
Middle East,root,AgroForestLandAEZ06,AllPastureLandAEZ06,PastureAEZ06,1950,0
Africa,root,AgroForestLandAEZ06,AllPastureLandAEZ06,PastureAEZ06,1950,9.87947
Latin America,root,AgroForestLandAEZ06,AllPastureLandAEZ06,PastureAEZ06,1950,37.56739
Southeast Asia,root,AgroForestLandAEZ06,AllPastureLandAEZ06,PastureAEZ06,1950,19.52517
Eastern Europe,root,AgroForestLandAEZ06,AllPastureLandAEZ06,PastureAEZ06,1950,0
Korea,root,AgroForestLandAEZ06,AllPastureLandAEZ06,PastureAEZ06,1950,0
India,root,AgroForestLandAEZ06,AllPastureLandAEZ06,PastureAEZ06,1950,0.42568
USA,root,AgroForestLandAEZ07,AllPastureLandAEZ07,PastureAEZ07,1950,30.49369
Canada,root,AgroForestLandAEZ07,AllPastureLandAEZ07,PastureAEZ07,1950,6.73348
Western Europe,root,AgroForestLandAEZ07,AllPastureLandAEZ07,PastureAEZ07,1950,0.04984
Japan,root,AgroForestLandAEZ07,AllPastureLandAEZ07,PastureAEZ07,1950,0
Australia_NZ,root,AgroForestLandAEZ07,AllPastureLandAEZ07,PastureAEZ07,1950,56.36524
Former Soviet Union,root,AgroForestLandAEZ07,AllPastureLandAEZ07,PastureAEZ07,1950,54.23956
China,root,AgroForestLandAEZ07,AllPastureLandAEZ07,PastureAEZ07,1950,23.74941
Middle East,root,AgroForestLandAEZ07,AllPastureLandAEZ07,PastureAEZ07,1950,4.67988
Africa,root,AgroForestLandAEZ07,AllPastureLandAEZ07,PastureAEZ07,1950,30.71028
Latin America,root,AgroForestLandAEZ07,AllPastureLandAEZ07,PastureAEZ07,1950,52.51625
Southeast Asia,root,AgroForestLandAEZ07,AllPastureLandAEZ07,PastureAEZ07,1950,16.54387
Eastern Europe,root,AgroForestLandAEZ07,AllPastureLandAEZ07,PastureAEZ07,1950,0
Korea,root,AgroForestLandAEZ07,AllPastureLandAEZ07,PastureAEZ07,1950,0
India,root,AgroForestLandAEZ07,AllPastureLandAEZ07,PastureAEZ07,1950,2.84717
USA,root,AgroForestLandAEZ08,AllPastureLandAEZ08,PastureAEZ08,1950,9.46749
Canada,root,AgroForestLandAEZ08,AllPastureLandAEZ08,PastureAEZ08,1950,2.75394
Western Europe,root,AgroForestLandAEZ08,AllPastureLandAEZ08,PastureAEZ08,1950,8.53874
Japan,root,AgroForestLandAEZ08,AllPastureLandAEZ08,PastureAEZ08,1950,0
Australia_NZ,root,AgroForestLandAEZ08,AllPastureLandAEZ08,PastureAEZ08,1950,4.5748
Former Soviet Union,root,AgroForestLandAEZ08,AllPastureLandAEZ08,PastureAEZ08,1950,19.26534
China,root,AgroForestLandAEZ08,AllPastureLandAEZ08,PastureAEZ08,1950,8.00551
Middle East,root,AgroForestLandAEZ08,AllPastureLandAEZ08,PastureAEZ08,1950,2.0259
Africa,root,AgroForestLandAEZ08,AllPastureLandAEZ08,PastureAEZ08,1950,12.82464
Latin America,root,AgroForestLandAEZ08,AllPastureLandAEZ08,PastureAEZ08,1950,16.59998
Southeast Asia,root,AgroForestLandAEZ08,AllPastureLandAEZ08,PastureAEZ08,1950,30.08211
Eastern Europe,root,AgroForestLandAEZ08,AllPastureLandAEZ08,PastureAEZ08,1950,0.39287
Korea,root,AgroForestLandAEZ08,AllPastureLandAEZ08,PastureAEZ08,1950,0
India,root,AgroForestLandAEZ08,AllPastureLandAEZ08,PastureAEZ08,1950,1.91028
USA,root,AgroForestLandAEZ09,AllPastureLandAEZ09,PastureAEZ09,1950,1.50178
Canada,root,AgroForestLandAEZ09,AllPastureLandAEZ09,PastureAEZ09,1950,4.65221
Western Europe,root,AgroForestLandAEZ09,AllPastureLandAEZ09,PastureAEZ09,1950,17.31907
Japan,root,AgroForestLandAEZ09,AllPastureLandAEZ09,PastureAEZ09,1950,0.16458
Australia_NZ,root,AgroForestLandAEZ09,AllPastureLandAEZ09,PastureAEZ09,1950,2.20993
Former Soviet Union,root,AgroForestLandAEZ09,AllPastureLandAEZ09,PastureAEZ09,1950,8.70145
China,root,AgroForestLandAEZ09,AllPastureLandAEZ09,PastureAEZ09,1950,1.77218
Middle East,root,AgroForestLandAEZ09,AllPastureLandAEZ09,PastureAEZ09,1950,0.28431
Africa,root,AgroForestLandAEZ09,AllPastureLandAEZ09,PastureAEZ09,1950,11.99495
Latin America,root,AgroForestLandAEZ09,AllPastureLandAEZ09,PastureAEZ09,1950,10.36704
Southeast Asia,root,AgroForestLandAEZ09,AllPastureLandAEZ09,PastureAEZ09,1950,0.95518
Eastern Europe,root,AgroForestLandAEZ09,AllPastureLandAEZ09,PastureAEZ09,1950,2.91319
Korea,root,AgroForestLandAEZ09,AllPastureLandAEZ09,PastureAEZ09,1950,0
India,root,AgroForestLandAEZ09,AllPastureLandAEZ09,PastureAEZ09,1950,1.05092
USA,root,AgroForestLandAEZ10,AllPastureLandAEZ10,PastureAEZ10,1950,4.22221
Canada,root,AgroForestLandAEZ10,AllPastureLandAEZ10,PastureAEZ10,1950,2.18901
Western Europe,root,AgroForestLandAEZ10,AllPastureLandAEZ10,PastureAEZ10,1950,37.65856
Japan,root,AgroForestLandAEZ10,AllPastureLandAEZ10,PastureAEZ10,1950,2.672
Australia_NZ,root,AgroForestLandAEZ10,AllPastureLandAEZ10,PastureAEZ10,1950,1.26969
Former Soviet Union,root,AgroForestLandAEZ10,AllPastureLandAEZ10,PastureAEZ10,1950,10.43812
China,root,AgroForestLandAEZ10,AllPastureLandAEZ10,PastureAEZ10,1950,1.22039
Middle East,root,AgroForestLandAEZ10,AllPastureLandAEZ10,PastureAEZ10,1950,0.0076
Africa,root,AgroForestLandAEZ10,AllPastureLandAEZ10,PastureAEZ10,1950,4.95119
Latin America,root,AgroForestLandAEZ10,AllPastureLandAEZ10,PastureAEZ10,1950,7.34311
Southeast Asia,root,AgroForestLandAEZ10,AllPastureLandAEZ10,PastureAEZ10,1950,0.65275
Eastern Europe,root,AgroForestLandAEZ10,AllPastureLandAEZ10,PastureAEZ10,1950,17.3709
Korea,root,AgroForestLandAEZ10,AllPastureLandAEZ10,PastureAEZ10,1950,0.01254
India,root,AgroForestLandAEZ10,AllPastureLandAEZ10,PastureAEZ10,1950,2.45138
USA,root,AgroForestLandAEZ11,AllPastureLandAEZ11,PastureAEZ11,1950,3.84267
Canada,root,AgroForestLandAEZ11,AllPastureLandAEZ11,PastureAEZ11,1950,0.01133
Western Europe,root,AgroForestLandAEZ11,AllPastureLandAEZ11,PastureAEZ11,1950,29.70098
Japan,root,AgroForestLandAEZ11,AllPastureLandAEZ11,PastureAEZ11,1950,1.26006
Australia_NZ,root,AgroForestLandAEZ11,AllPastureLandAEZ11,PastureAEZ11,1950,1.66089
Former Soviet Union,root,AgroForestLandAEZ11,AllPastureLandAEZ11,PastureAEZ11,1950,0.1067
China,root,AgroForestLandAEZ11,AllPastureLandAEZ11,PastureAEZ11,1950,2.93213
Middle East,root,AgroForestLandAEZ11,AllPastureLandAEZ11,PastureAEZ11,1950,0
Africa,root,AgroForestLandAEZ11,AllPastureLandAEZ11,PastureAEZ11,1950,1.0839
Latin America,root,AgroForestLandAEZ11,AllPastureLandAEZ11,PastureAEZ11,1950,6.61209
Southeast Asia,root,AgroForestLandAEZ11,AllPastureLandAEZ11,PastureAEZ11,1950,1.70612
Eastern Europe,root,AgroForestLandAEZ11,AllPastureLandAEZ11,PastureAEZ11,1950,4.32491
Korea,root,AgroForestLandAEZ11,AllPastureLandAEZ11,PastureAEZ11,1950,0.01912
India,root,AgroForestLandAEZ11,AllPastureLandAEZ11,PastureAEZ11,1950,1.06945
USA,root,AgroForestLandAEZ12,AllPastureLandAEZ12,PastureAEZ12,1950,1.95931
Canada,root,AgroForestLandAEZ12,AllPastureLandAEZ12,PastureAEZ12,1950,0
Western Europe,root,AgroForestLandAEZ12,AllPastureLandAEZ12,PastureAEZ12,1950,8.06347
Japan,root,AgroForestLandAEZ12,AllPastureLandAEZ12,PastureAEZ12,1950,0.3376
Australia_NZ,root,AgroForestLandAEZ12,AllPastureLandAEZ12,PastureAEZ12,1950,2.08364
Former Soviet Union,root,AgroForestLandAEZ12,AllPastureLandAEZ12,PastureAEZ12,1950,0.04935
China,root,AgroForestLandAEZ12,AllPastureLandAEZ12,PastureAEZ12,1950,4.13965
Middle East,root,AgroForestLandAEZ12,AllPastureLandAEZ12,PastureAEZ12,1950,0
Africa,root,AgroForestLandAEZ12,AllPastureLandAEZ12,PastureAEZ12,1950,0.07423
Latin America,root,AgroForestLandAEZ12,AllPastureLandAEZ12,PastureAEZ12,1950,37.86122
