Carbon densities by crop type,,,,,,,,,,,,,,,,,,,,,,,,,,
Corn,,,,,,,,,,,,,,,,,,,,,,,,,,
INPUT_TABLE,,,,,,,,,,,,,,,,,,,,,,,,,,
VariableID,,,,,,,,,,,,,,,,,,,,,,,,,,
10006,,,,,,,,,,,,,,,,,,,,,,,,year to use for C contents,,
,,,,,,land-use-history,,land-carbon-densities,,,,,,,,,,,,,,,,2005,,
Eastern Europe,root,AgroForestLandAEZ3,AgroForest_NonPastureAEZ3,CropLandAEZ3,FiberCropAEZ3,0,5,0,5,1,0,0,,,0.550,0.000,0.080,0.170,,12,12CropLand,AEZ3,FiberCrop,12FiberCrop2005,,
Eastern Europe,root,AgroForestLandAEZ4,AgroForest_NonPastureAEZ4,CropLandAEZ4,FiberCropAEZ4,0,6,0,6,1,0,0,,,0.550,0.000,0.080,0.170,,12,12CropLand,AEZ4,FiberCrop,12FiberCrop2005,,
Eastern Europe,root,AgroForestLandAEZ5,AgroForest_NonPastureAEZ5,CropLandAEZ5,FiberCropAEZ5,0,6,0,6,1,0,0,,,0.550,0.000,0.080,0.170,,12,12CropLand,AEZ5,FiberCrop,12FiberCrop2005,,
Eastern Europe,root,AgroForestLandAEZ6,AgroForest_NonPastureAEZ6,CropLandAEZ6,FiberCropAEZ6,0,6,0,6,1,0,0,,,0.550,0.000,0.080,0.170,,12,12CropLand,AEZ6,FiberCrop,12FiberCrop2005,,
Eastern Europe,root,AgroForestLandAEZ7,AgroForest_NonPastureAEZ7,CropLandAEZ7,FiberCropAEZ7,0,6,0,6,1,0,0,,,0.550,0.000,0.080,0.170,,12,12CropLand,AEZ7,FiberCrop,12FiberCrop2005,,
Eastern Europe,root,AgroForestLandAEZ8,AgroForest_NonPastureAEZ8,CropLandAEZ8,FiberCropAEZ8,0,7,0,7,1,0,0,,,0.550,0.000,0.080,0.170,,12,12CropLand,AEZ8,FiberCrop,12FiberCrop2005,,
Eastern Europe,root,AgroForestLandAEZ9,AgroForest_NonPastureAEZ9,CropLandAEZ9,FiberCropAEZ9,0.086036369,8,0.086036369,8,1,0,0,,,0.550,0.195,0.080,0.170,,12,12CropLand,AEZ9,FiberCrop,12FiberCrop2005,,
Eastern Europe,root,AgroForestLandAEZ10,AgroForest_NonPastureAEZ10,CropLandAEZ10,FiberCropAEZ10,0.070621698,9,0.070621698,9,1,0,0,,,0.550,0.160,0.080,0.170,,12,12CropLand,AEZ10,FiberCrop,12FiberCrop2005,,
Eastern Europe,root,AgroForestLandAEZ11,AgroForest_NonPastureAEZ11,CropLandAEZ11,FiberCropAEZ11,0.017971025,9,0.017971025,9,1,0,0,,,0.550,0.041,0.080,0.170,,12,12CropLand,AEZ11,FiberCrop,12FiberCrop2005,,
Eastern Europe,root,AgroForestLandAEZ12,AgroForest_NonPastureAEZ12,CropLandAEZ12,FiberCropAEZ12,0,9,0,9,1,0,0,,,0.550,0.000,0.080,0.170,,12,12CropLand,AEZ12,FiberCrop,12FiberCrop2005,,
Eastern Europe,root,AgroForestLandAEZ13,AgroForest_NonPastureAEZ13,CropLandAEZ13,FiberCropAEZ13,0,9,0,9,1,0,0,,,0.550,0.000,0.080,0.170,,12,12CropLand,AEZ13,FiberCrop,12FiberCrop2005,,
Eastern Europe,root,AgroForestLandAEZ14,AgroForest_NonPastureAEZ14,CropLandAEZ14,FiberCropAEZ14,0,10,0,10,1,0,0,,,0.550,0.000,0.080,0.170,,12,12CropLand,AEZ14,FiberCrop,12FiberCrop2005,,
Eastern Europe,root,AgroForestLandAEZ15,AgroForest_NonPastureAEZ15,CropLandAEZ15,FiberCropAEZ15,0.058642594,11,0.058642594,11,1,0,0,,,0.550,0.133,0.080,0.170,,12,12CropLand,AEZ15,FiberCrop,12FiberCrop2005,,
Eastern Europe,root,AgroForestLandAEZ16,AgroForest_NonPastureAEZ16,CropLandAEZ16,FiberCropAEZ16,0,12,0,12,1,0,0,,,0.550,0.000,0.080,0.170,,12,12CropLand,AEZ16,FiberCrop,12FiberCrop2005,,
Eastern Europe,root,AgroForestLandAEZ17,AgroForest_NonPastureAEZ17,CropLandAEZ17,FiberCropAEZ17,0,12,0,12,1,0,0,,,0.550,0.000,0.080,0.170,,12,12CropLand,AEZ17,FiberCrop,12FiberCrop2005,,
Eastern Europe,root,AgroForestLandAEZ18,AgroForest_NonPastureAEZ18,CropLandAEZ18,FiberCropAEZ18,0,12,0,12,1,0,0,,,0.550,0.000,0.080,0.170,,12,12CropLand,AEZ18,FiberCrop,12FiberCrop2005,,
Korea,root,AgroForestLandAEZ1,AgroForest_NonPastureAEZ1,CropLandAEZ1,FiberCropAEZ1,0,3,0,3,1,0,0,,,0.550,0.000,0.080,0.170,,13,13CropLand,AEZ1,FiberCrop,13FiberCrop2005,,
Korea,root,AgroForestLandAEZ2,AgroForest_NonPastureAEZ2,CropLandAEZ2,FiberCropAEZ2,0,4,0,4,1,0,0,,,0.550,0.000,0.080,0.170,,13,13CropLand,AEZ2,FiberCrop,13FiberCrop2005,,
Korea,root,AgroForestLandAEZ3,AgroForest_NonPastureAEZ3,CropLandAEZ3,FiberCropAEZ3,0,5,0,5,1,0,0,,,0.550,0.000,0.080,0.170,,13,13CropLand,AEZ3,FiberCrop,13FiberCrop2005,,
Korea,root,AgroForestLandAEZ4,AgroForest_NonPastureAEZ4,CropLandAEZ4,FiberCropAEZ4,0,6,0,6,1,0,0,,,0.550,0.000,0.080,0.170,,13,13CropLand,AEZ4,FiberCrop,13FiberCrop2005,,
Korea,root,AgroForestLandAEZ5,AgroForest_NonPastureAEZ5,CropLandAEZ5,FiberCropAEZ5,0,6,0,6,1,0,0,,,0.550,0.000,0.080,0.170,,13,13CropLand,AEZ5,FiberCrop,13FiberCrop2005,,
Korea,root,AgroForestLandAEZ6,AgroForest_NonPastureAEZ6,CropLandAEZ6,FiberCropAEZ6,0,6,0,6,1,0,0,,,0.550,0.000,0.080,0.170,,13,13CropLand,AEZ6,FiberCrop,13FiberCrop2005,,
Korea,root,AgroForestLandAEZ7,AgroForest_NonPastureAEZ7,CropLandAEZ7,FiberCropAEZ7,0,6,0,6,1,0,0,,,0.550,0.000,0.080,0.170,,13,13CropLand,AEZ7,FiberCrop,13FiberCrop2005,,
Korea,root,AgroForestLandAEZ8,AgroForest_NonPastureAEZ8,CropLandAEZ8,FiberCropAEZ8,0,7,0,7,1,0,0,,,0.550,0.000,0.080,0.170,,13,13CropLand,AEZ8,FiberCrop,13FiberCrop2005,,
Korea,root,AgroForestLandAEZ9,AgroForest_NonPastureAEZ9,CropLandAEZ9,FiberCropAEZ9,0,8,0,8,1,0,0,,,0.550,0.000,0.080,0.170,,13,13CropLand,AEZ9,FiberCrop,13FiberCrop2005,,
Korea,root,AgroForestLandAEZ10,AgroForest_NonPastureAEZ10,CropLandAEZ10,FiberCropAEZ10,0.080855692,9,0.080855692,9,1,0,0,,,0.550,0.184,0.080,0.170,,13,13CropLand,AEZ10,FiberCrop,13FiberCrop2005,,
Korea,root,AgroForestLandAEZ11,AgroForest_NonPastureAEZ11,CropLandAEZ11,FiberCropAEZ11,0,9,0,9,1,0,0,,,0.550,0.000,0.080,0.170,,13,13CropLand,AEZ11,FiberCrop,13FiberCrop2005,,
Korea,root,AgroForestLandAEZ12,AgroForest_NonPastureAEZ12,CropLandAEZ12,FiberCropAEZ12,0,9,0,9,1,0,0,,,0.550,0.000,0.080,0.170,,13,13CropLand,AEZ12,FiberCrop,13FiberCrop2005,,
Korea,root,AgroForestLandAEZ13,AgroForest_NonPastureAEZ13,CropLandAEZ13,FiberCropAEZ13,0,9,0,9,1,0,0,,,0.550,0.000,0.080,0.170,,13,13CropLand,AEZ13,FiberCrop,13FiberCrop2005,,
Korea,root,AgroForestLandAEZ14,AgroForest_NonPastureAEZ14,CropLandAEZ14,FiberCropAEZ14,0,10,0,10,1,0,0,,,0.550,0.000,0.080,0.170,,13,13CropLand,AEZ14,FiberCrop,13FiberCrop2005,,
Korea,root,AgroForestLandAEZ15,AgroForest_NonPastureAEZ15,CropLandAEZ15,FiberCropAEZ15,0,11,0,11,1,0,0,,,0.550,0.000,0.080,0.170,,13,13CropLand,AEZ15,FiberCrop,13FiberCrop2005,,
Korea,root,AgroForestLandAEZ16,AgroForest_NonPastureAEZ16,CropLandAEZ16,FiberCropAEZ16,0,12,0,12,1,0,0,,,0.550,0.000,0.080,0.170,,13,13CropLand,AEZ16,FiberCrop,13FiberCrop2005,,
Korea,root,AgroForestLandAEZ17,AgroForest_NonPastureAEZ17,CropLandAEZ17,FiberCropAEZ17,0,12,0,12,1,0,0,,,0.550,0.000,0.080,0.170,,13,13CropLand,AEZ17,FiberCrop,13FiberCrop2005,,
Korea,root,AgroForestLandAEZ18,AgroForest_NonPastureAEZ18,CropLandAEZ18,FiberCropAEZ18,0,12,0,12,1,0,0,,,0.550,0.000,0.080,0.170,,13,13CropLand,AEZ18,FiberCrop,13FiberCrop2005,,
India,root,AgroForestLandAEZ1,AgroForest_NonPastureAEZ1,CropLandAEZ1,FiberCropAEZ1,0.123613702,3,0.123613702,3,1,0,0,,,0.550,0.281,0.080,0.170,,14,14CropLand,AEZ1,FiberCrop,14FiberCrop2005,,
India,root,AgroForestLandAEZ2,AgroForest_NonPastureAEZ2,CropLandAEZ2,FiberCropAEZ2,0.073767425,4,0.073767425,4,1,0,0,,,0.550,0.168,0.080,0.170,,14,14CropLand,AEZ2,FiberCrop,14FiberCrop2005,,
India,root,AgroForestLandAEZ3,AgroForest_NonPastureAEZ3,CropLandAEZ3,FiberCropAEZ3,0.060272446,5,0.060272446,5,1,0,0,,,0.550,0.137,0.080,0.170,,14,14CropLand,AEZ3,FiberCrop,14FiberCrop2005,,
India,root,AgroForestLandAEZ4,AgroForest_NonPastureAEZ4,CropLandAEZ4,FiberCropAEZ4,0.155941086,6,0.155941086,6,1,0,0,,,0.550,0.354,0.080,0.170,,14,14CropLand,AEZ4,FiberCrop,14FiberCrop2005,,
India,root,AgroForestLandAEZ5,AgroForest_NonPastureAEZ5,CropLandAEZ5,FiberCropAEZ5,0.184550356,6,0.184550356,6,1,0,0,,,0.550,0.419,0.080,0.170,,14,14CropLand,AEZ5,FiberCrop,14FiberCrop2005,,
India,root,AgroForestLandAEZ6,AgroForest_NonPastureAEZ6,CropLandAEZ6,FiberCropAEZ6,0.07900247,6,0.07900247,6,1,0,0,,,0.550,0.179,0.080,0.170,,14,14CropLand,AEZ6,FiberCrop,14FiberCrop2005,,
India,root,AgroForestLandAEZ7,AgroForest_NonPastureAEZ7,CropLandAEZ7,FiberCropAEZ7,0.093069739,6,0.093069739,6,1,0,0,,,0.550,0.211,0.080,0.170,,14,14CropLand,AEZ7,FiberCrop,14FiberCrop2005,,
India,root,AgroForestLandAEZ8,AgroForest_NonPastureAEZ8,CropLandAEZ8,FiberCropAEZ8,0.096555366,7,0.096555366,7,1,0,0,,,0.550,0.219,0.080,0.170,,14,14CropLand,AEZ8,FiberCrop,14FiberCrop2005,,
India,root,AgroForestLandAEZ9,AgroForest_NonPastureAEZ9,CropLandAEZ9,FiberCropAEZ9,0.110616708,8,0.110616708,8,1,0,0,,,0.550,0.251,0.080,0.170,,14,14CropLand,AEZ9,FiberCrop,14FiberCrop2005,,
India,root,AgroForestLandAEZ10,AgroForest_NonPastureAEZ10,CropLandAEZ10,FiberCropAEZ10,0.102210871,9,0.102210871,9,1,0,0,,,0.550,0.232,0.080,0.170,,14,14CropLand,AEZ10,FiberCrop,14FiberCrop2005,,
India,root,AgroForestLandAEZ11,AgroForest_NonPastureAEZ11,CropLandAEZ11,FiberCropAEZ11,0.086201059,9,0.086201059,9,1,0,0,,,0.550,0.196,0.080,0.170,,14,14CropLand,AEZ11,FiberCrop,14FiberCrop2005,,
India,root,AgroForestLandAEZ12,AgroForest_NonPastureAEZ12,CropLandAEZ12,FiberCropAEZ12,0.072072051,9,0.072072051,9,1,0,0,,,0.550,0.164,0.080,0.170,,14,14CropLand,AEZ12,FiberCrop,14FiberCrop2005,,
India,root,AgroForestLandAEZ13,AgroForest_NonPastureAEZ13,CropLandAEZ13,FiberCropAEZ13,0,9,0,9,1,0,0,,,0.550,0.000,0.080,0.170,,14,14CropLand,AEZ13,FiberCrop,14FiberCrop2005,,
India,root,AgroForestLandAEZ14,AgroForest_NonPastureAEZ14,CropLandAEZ14,FiberCropAEZ14,0,10,0,10,1,0,0,,,0.550,0.000,0.080,0.170,,14,14CropLand,AEZ14,FiberCrop,14FiberCrop2005,,
India,root,AgroForestLandAEZ15,AgroForest_NonPastureAEZ15,CropLandAEZ15,FiberCropAEZ15,0,11,0,11,1,0,0,,,0.550,0.000,0.080,0.170,,14,14CropLand,AEZ15,FiberCrop,14FiberCrop2005,,
India,root,AgroForestLandAEZ16,AgroForest_NonPastureAEZ16,CropLandAEZ16,FiberCropAEZ16,0,12,0,12,1,0,0,,,0.550,0.000,0.080,0.170,,14,14CropLand,AEZ16,FiberCrop,14FiberCrop2005,,
India,root,AgroForestLandAEZ17,AgroForest_NonPastureAEZ17,CropLandAEZ17,FiberCropAEZ17,0,12,0,12,1,0,0,,,0.550,0.000,0.080,0.170,,14,14CropLand,AEZ17,FiberCrop,14FiberCrop2005,,
India,root,AgroForestLandAEZ18,AgroForest_NonPastureAEZ18,CropLandAEZ18,FiberCropAEZ18,0,12,0,12,1,0,0,,,0.550,0.000,0.080,0.170,,14,14CropLand,AEZ18,FiberCrop,14FiberCrop2005,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
FodderGrass,,,,,,,,,,,,,,,,,,,,,,,,,,
INPUT_TABLE,,,,,,,,,,,,,,,,,,,,,,,,,,
VariableID,,,,,,,,,,,,,,,,,,,,,,,,,,
10006,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,land-use-history,,land-carbon-densities,,,,,,,,,,,,,,,,,,
region,Land Allocator Root,LandNode1,LandNode2,LandNode3,LandLeaf,above-ground-carbon,below-ground-carbon,above-ground-carbon,below-ground-carbon,mature-age,minAboveGroundCDensity,minBelowGroundCDensity,,,Harvest index (portion harvested),Yield (kg/m2),Moisture content,Root:shoot,,region ID,lookup1,lookup2,lookup3,lookup4,,
USA,root,AgroForestLandAEZ1,AgroForest_NonPastureAEZ1,CropLandAEZ1,FodderGrassAEZ1,0,3,0,3,1,0,0,,,1.000,0.000,0.150,0.870,,1,1CropLand,AEZ1,FodderGrass,1FodderGrass2005,,
USA,root,AgroForestLandAEZ2,AgroForest_NonPastureAEZ2,CropLandAEZ2,FodderGrassAEZ2,0,4,0,4,1,0,0,,,1.000,0.000,0.150,0.870,,1,1CropLand,AEZ2,FodderGrass,1FodderGrass2005,,
USA,root,AgroForestLandAEZ3,AgroForest_NonPastureAEZ3,CropLandAEZ3,FodderGrassAEZ3,0,5,0,5,1,0,0,,,1.000,0.000,0.150,0.870,,1,1CropLand,AEZ3,FodderGrass,1FodderGrass2005,,
USA,root,AgroForestLandAEZ4,AgroForest_NonPastureAEZ4,CropLandAEZ4,FodderGrassAEZ4,0,6,0,6,1,0,0,,,1.000,0.000,0.150,0.870,,1,1CropLand,AEZ4,FodderGrass,1FodderGrass2005,,
USA,root,AgroForestLandAEZ5,AgroForest_NonPastureAEZ5,CropLandAEZ5,FodderGrassAEZ5,0,6,0,6,1,0,0,,,1.000,0.000,0.150,0.870,,1,1CropLand,AEZ5,FodderGrass,1FodderGrass2005,,
USA,root,AgroForestLandAEZ6,AgroForest_NonPastureAEZ6,CropLandAEZ6,FodderGrassAEZ6,0,6,0,6,1,0,0,,,1.000,0.000,0.150,0.870,,1,1CropLand,AEZ6,FodderGrass,1FodderGrass2005,,
USA,root,AgroForestLandAEZ7,AgroForest_NonPastureAEZ7,CropLandAEZ7,FodderGrassAEZ7,0.628615857,6,0.628615857,6,1,0,0,,,1.000,1.758,0.150,0.870,,1,1CropLand,AEZ7,FodderGrass,1FodderGrass2005,,
USA,root,AgroForestLandAEZ8,AgroForest_NonPastureAEZ8,CropLandAEZ8,FodderGrassAEZ8,0.498521382,7,0.498521382,7,1,0,0,,,1.000,1.394,0.150,0.870,,1,1CropLand,AEZ8,FodderGrass,1FodderGrass2005,,
USA,root,AgroForestLandAEZ9,AgroForest_NonPastureAEZ9,CropLandAEZ9,FodderGrassAEZ9,0.548346975,8,0.548346975,8,1,0,0,,,1.000,1.533,0.150,0.870,,1,1CropLand,AEZ9,FodderGrass,1FodderGrass2005,,
USA,root,AgroForestLandAEZ10,AgroForest_NonPastureAEZ10,CropLandAEZ10,FodderGrassAEZ10,0.599219926,9,0.599219926,9,1,0,0,,,1.000,1.675,0.150,0.870,,1,1CropLand,AEZ10,FodderGrass,1FodderGrass2005,,
USA,root,AgroForestLandAEZ11,AgroForest_NonPastureAEZ11,CropLandAEZ11,FodderGrassAEZ11,0.488330673,9,0.488330673,9,1,0,0,,,1.000,1.365,0.150,0.870,,1,1CropLand,AEZ11,FodderGrass,1FodderGrass2005,,
USA,root,AgroForestLandAEZ12,AgroForest_NonPastureAEZ12,CropLandAEZ12,FodderGrassAEZ12,0.520994382,9,0.520994382,9,1,0,0,,,1.000,1.457,0.150,0.870,,1,1CropLand,AEZ12,FodderGrass,1FodderGrass2005,,
USA,root,AgroForestLandAEZ13,AgroForest_NonPastureAEZ13,CropLandAEZ13,FodderGrassAEZ13,0,9,0,9,1,0,0,,,1.000,0.000,0.150,0.870,,1,1CropLand,AEZ13,FodderGrass,1FodderGrass2005,,
USA,root,AgroForestLandAEZ14,AgroForest_NonPastureAEZ14,CropLandAEZ14,FodderGrassAEZ14,0,10,0,10,1,0,0,,,1.000,0.000,0.150,0.870,,1,1CropLand,AEZ14,FodderGrass,1FodderGrass2005,,
USA,root,AgroForestLandAEZ15,AgroForest_NonPastureAEZ15,CropLandAEZ15,FodderGrassAEZ15,0,11,0,11,1,0,0,,,1.000,0.000,0.150,0.870,,1,1CropLand,AEZ15,FodderGrass,1FodderGrass2005,,
USA,root,AgroForestLandAEZ16,AgroForest_NonPastureAEZ16,CropLandAEZ16,FodderGrassAEZ16,0,12,0,12,1,0,0,,,1.000,0.000,0.150,0.870,,1,1CropLand,AEZ16,FodderGrass,1FodderGrass2005,,
USA,root,AgroForestLandAEZ17,AgroForest_NonPastureAEZ17,CropLandAEZ17,FodderGrassAEZ17,0,12,0,12,1,0,0,,,1.000,0.000,0.150,0.870,,1,1CropLand,AEZ17,FodderGrass,1FodderGrass2005,,
USA,root,AgroForestLandAEZ18,AgroForest_NonPastureAEZ18,CropLandAEZ18,FodderGrassAEZ18,0,12,0,12,1,0,0,,,1.000,0.000,0.150,0.870,,1,1CropLand,AEZ18,FodderGrass,1FodderGrass2005,,
Canada,root,AgroForestLandAEZ1,AgroForest_NonPastureAEZ1,CropLandAEZ1,FodderGrassAEZ1,0,3,0,3,1,0,0,,,1.000,0.000,0.150,0.870,,2,2CropLand,AEZ1,FodderGrass,2FodderGrass2005,,
Canada,root,AgroForestLandAEZ2,AgroForest_NonPastureAEZ2,CropLandAEZ2,FodderGrassAEZ2,0,4,0,4,1,0,0,,,1.000,0.000,0.150,0.870,,2,2CropLand,AEZ2,FodderGrass,2FodderGrass2005,,
Canada,root,AgroForestLandAEZ3,AgroForest_NonPastureAEZ3,CropLandAEZ3,FodderGrassAEZ3,0,5,0,5,1,0,0,,,1.000,0.000,0.150,0.870,,2,2CropLand,AEZ3,FodderGrass,2FodderGrass2005,,
Canada,root,AgroForestLandAEZ4,AgroForest_NonPastureAEZ4,CropLandAEZ4,FodderGrassAEZ4,0,6,0,6,1,0,0,,,1.000,0.000,0.150,0.870,,2,2CropLand,AEZ4,FodderGrass,2FodderGrass2005,,
Canada,root,AgroForestLandAEZ5,AgroForest_NonPastureAEZ5,CropLandAEZ5,FodderGrassAEZ5,0,6,0,6,1,0,0,,,1.000,0.000,0.150,0.870,,2,2CropLand,AEZ5,FodderGrass,2FodderGrass2005,,
Canada,root,AgroForestLandAEZ6,AgroForest_NonPastureAEZ6,CropLandAEZ6,FodderGrassAEZ6,0,6,0,6,1,0,0,,,1.000,0.000,0.150,0.870,,2,2CropLand,AEZ6,FodderGrass,2FodderGrass2005,,
Canada,root,AgroForestLandAEZ7,AgroForest_NonPastureAEZ7,CropLandAEZ7,FodderGrassAEZ7,0,6,0,6,1,0,0,,,1.000,0.000,0.150,0.870,,2,2CropLand,AEZ7,FodderGrass,2FodderGrass2005,,
Canada,root,AgroForestLandAEZ8,AgroForest_NonPastureAEZ8,CropLandAEZ8,FodderGrassAEZ8,0,7,0,7,1,0,0,,,1.000,0.000,0.150,0.870,,2,2CropLand,AEZ8,FodderGrass,2FodderGrass2005,,
Canada,root,AgroForestLandAEZ9,AgroForest_NonPastureAEZ9,CropLandAEZ9,FodderGrassAEZ9,0,8,0,8,1,0,0,,,1.000,0.000,0.150,0.870,,2,2CropLand,AEZ9,FodderGrass,2FodderGrass2005,,
Canada,root,AgroForestLandAEZ10,AgroForest_NonPastureAEZ10,CropLandAEZ10,FodderGrassAEZ10,0,9,0,9,1,0,0,,,1.000,0.000,0.150,0.870,,2,2CropLand,AEZ10,FodderGrass,2FodderGrass2005,,
Canada,root,AgroForestLandAEZ11,AgroForest_NonPastureAEZ11,CropLandAEZ11,FodderGrassAEZ11,0,9,0,9,1,0,0,,,1.000,0.000,0.150,0.870,,2,2CropLand,AEZ11,FodderGrass,2FodderGrass2005,,
Canada,root,AgroForestLandAEZ12,AgroForest_NonPastureAEZ12,CropLandAEZ12,FodderGrassAEZ12,0,9,0,9,1,0,0,,,1.000,0.000,0.150,0.870,,2,2CropLand,AEZ12,FodderGrass,2FodderGrass2005,,
Canada,root,AgroForestLandAEZ13,AgroForest_NonPastureAEZ13,CropLandAEZ13,FodderGrassAEZ13,0,9,0,9,1,0,0,,,1.000,0.000,0.150,0.870,,2,2CropLand,AEZ13,FodderGrass,2FodderGrass2005,,
Canada,root,AgroForestLandAEZ14,AgroForest_NonPastureAEZ14,CropLandAEZ14,FodderGrassAEZ14,0,10,0,10,1,0,0,,,1.000,0.000,0.150,0.870,,2,2CropLand,AEZ14,FodderGrass,2FodderGrass2005,,
Canada,root,AgroForestLandAEZ15,AgroForest_NonPastureAEZ15,CropLandAEZ15,FodderGrassAEZ15,0,11,0,11,1,0,0,,,1.000,0.000,0.150,0.870,,2,2CropLand,AEZ15,FodderGrass,2FodderGrass2005,,
Canada,root,AgroForestLandAEZ16,AgroForest_NonPastureAEZ16,CropLandAEZ16,FodderGrassAEZ16,0,12,0,12,1,0,0,,,1.000,0.000,0.150,0.870,,2,2CropLand,AEZ16,FodderGrass,2FodderGrass2005,,
Canada,root,AgroForestLandAEZ17,AgroForest_NonPastureAEZ17,CropLandAEZ17,FodderGrassAEZ17,0,12,0,12,1,0,0,,,1.000,0.000,0.150,0.870,,2,2CropLand,AEZ17,FodderGrass,2FodderGrass2005,,
Canada,root,AgroForestLandAEZ18,AgroForest_NonPastureAEZ18,CropLandAEZ18,FodderGrassAEZ18,0,12,0,12,1,0,0,,,1.000,0.000,0.150,0.870,,2,2CropLand,AEZ18,FodderGrass,2FodderGrass2005,,
Western Europe,root,AgroForestLandAEZ1,AgroForest_NonPastureAEZ1,CropLandAEZ1,FodderGrassAEZ1,0,3,0,3,1,0,0,,,1.000,0.000,0.150,0.870,,3,3CropLand,AEZ1,FodderGrass,3FodderGrass2005,,
Western Europe,root,AgroForestLandAEZ2,AgroForest_NonPastureAEZ2,CropLandAEZ2,FodderGrassAEZ2,0,4,0,4,1,0,0,,,1.000,0.000,0.150,0.870,,3,3CropLand,AEZ2,FodderGrass,3FodderGrass2005,,
Western Europe,root,AgroForestLandAEZ3,AgroForest_NonPastureAEZ3,CropLandAEZ3,FodderGrassAEZ3,0,5,0,5,1,0,0,,,1.000,0.000,0.150,0.870,,3,3CropLand,AEZ3,FodderGrass,3FodderGrass2005,,
Western Europe,root,AgroForestLandAEZ4,AgroForest_NonPastureAEZ4,CropLandAEZ4,FodderGrassAEZ4,0,6,0,6,1,0,0,,,1.000,0.000,0.150,0.870,,3,3CropLand,AEZ4,FodderGrass,3FodderGrass2005,,
Western Europe,root,AgroForestLandAEZ5,AgroForest_NonPastureAEZ5,CropLandAEZ5,FodderGrassAEZ5,0,6,0,6,1,0,0,,,1.000,0.000,0.150,0.870,,3,3CropLand,AEZ5,FodderGrass,3FodderGrass2005,,
Western Europe,root,AgroForestLandAEZ6,AgroForest_NonPastureAEZ6,CropLandAEZ6,FodderGrassAEZ6,0,6,0,6,1,0,0,,,1.000,0.000,0.150,0.870,,3,3CropLand,AEZ6,FodderGrass,3FodderGrass2005,,
Western Europe,root,AgroForestLandAEZ7,AgroForest_NonPastureAEZ7,CropLandAEZ7,FodderGrassAEZ7,0,6,0,6,1,0,0,,,1.000,0.000,0.150,0.870,,3,3CropLand,AEZ7,FodderGrass,3FodderGrass2005,,
Western Europe,root,AgroForestLandAEZ8,AgroForest_NonPastureAEZ8,CropLandAEZ8,FodderGrassAEZ8,0.271447988,7,0.271447988,7,1,0,0,,,1.000,0.759,0.150,0.870,,3,3CropLand,AEZ8,FodderGrass,3FodderGrass2005,,
Western Europe,root,AgroForestLandAEZ9,AgroForest_NonPastureAEZ9,CropLandAEZ9,FodderGrassAEZ9,0.579280801,8,0.579280801,8,1,0,0,,,1.000,1.620,0.150,0.870,,3,3CropLand,AEZ9,FodderGrass,3FodderGrass2005,,
Western Europe,root,AgroForestLandAEZ10,AgroForest_NonPastureAEZ10,CropLandAEZ10,FodderGrassAEZ10,0.509470995,9,0.509470995,9,1,0,0,,,1.000,1.425,0.150,0.870,,3,3CropLand,AEZ10,FodderGrass,3FodderGrass2005,,
Western Europe,root,AgroForestLandAEZ11,AgroForest_NonPastureAEZ11,CropLandAEZ11,FodderGrassAEZ11,0.729837602,9,0.729837602,9,1,0,0,,,1.000,2.041,0.150,0.870,,3,3CropLand,AEZ11,FodderGrass,3FodderGrass2005,,
Western Europe,root,AgroForestLandAEZ12,AgroForest_NonPastureAEZ12,CropLandAEZ12,FodderGrassAEZ12,0.777225387,9,0.777225387,9,1,0,0,,,1.000,2.173,0.150,0.870,,3,3CropLand,AEZ12,FodderGrass,3FodderGrass2005,,
Western Europe,root,AgroForestLandAEZ13,AgroForest_NonPastureAEZ13,CropLandAEZ13,FodderGrassAEZ13,0,9,0,9,1,0,0,,,1.000,0.000,0.150,0.870,,3,3CropLand,AEZ13,FodderGrass,3FodderGrass2005,,
Western Europe,root,AgroForestLandAEZ14,AgroForest_NonPastureAEZ14,CropLandAEZ14,FodderGrassAEZ14,0.50602292,10,0.50602292,10,1,0,0,,,1.000,1.415,0.150,0.870,,3,3CropLand,AEZ14,FodderGrass,3FodderGrass2005,,
Western Europe,root,AgroForestLandAEZ15,AgroForest_NonPastureAEZ15,CropLandAEZ15,FodderGrassAEZ15,0.471594189,11,0.471594189,11,1,0,0,,,1.000,1.319,0.150,0.870,,3,3CropLand,AEZ15,FodderGrass,3FodderGrass2005,,
Western Europe,root,AgroForestLandAEZ16,AgroForest_NonPastureAEZ16,CropLandAEZ16,FodderGrassAEZ16,0.538489376,12,0.538489376,12,1,0,0,,,1.000,1.506,0.150,0.870,,3,3CropLand,AEZ16,FodderGrass,3FodderGrass2005,,
Western Europe,root,AgroForestLandAEZ17,AgroForest_NonPastureAEZ17,CropLandAEZ17,FodderGrassAEZ17,0,12,0,12,1,0,0,,,1.000,0.000,0.150,0.870,,3,3CropLand,AEZ17,FodderGrass,3FodderGrass2005,,
Western Europe,root,AgroForestLandAEZ18,AgroForest_NonPastureAEZ18,CropLandAEZ18,FodderGrassAEZ18,0,12,0,12,1,0,0,,,1.000,0.000,0.150,0.870,,3,3CropLand,AEZ18,FodderGrass,3FodderGrass2005,,
