INPUT_TABLE
Variable ID
LN1_UnmgdCarbon

region,LandAllocatorRoot,LandNode1,UnmanagedLandLeaf1,hist.veg.carbon.density,hist.soil.carbon.density,veg.carbon.density,soil.carbon.density,mature.age,min.veg.carbon.density,min.soil.carbon.density,Land_Type,AEZ,Cdensity_LT
Southeast Asia,root,ProtectedUnmanagedForestAEZ01,ProtectedUnmanagedForestAEZ01,0,0,0,0,0,0,0,UnmanagedForest,AEZ01,Forest
Eastern Europe,root,ProtectedUnmanagedForestAEZ01,ProtectedUnmanagedForestAEZ01,0,0,0,0,0,0,0,UnmanagedForest,AEZ01,Forest
Korea,root,ProtectedUnmanagedForestAEZ01,ProtectedUnmanagedForestAEZ01,0,0,0,0,0,0,0,UnmanagedForest,AEZ01,Forest
India,root,ProtectedUnmanagedForestAEZ01,ProtectedUnmanagedForestAEZ01,0,0,0,0,0,0,0,UnmanagedForest,AEZ01,Forest
USA,root,ProtectedGrasslandAEZ02,ProtectedGrasslandAEZ02,0,0,0,0,0,0,0,Grassland,AEZ02,Grassland
Canada,root,ProtectedGrasslandAEZ02,ProtectedGrasslandAEZ02,0,0,0,0,0,0,0,Grassland,AEZ02,Grassland
Western Europe,root,ProtectedGrasslandAEZ02,ProtectedGrasslandAEZ02,0,0,0,0,0,0,0,Grassland,AEZ02,Grassland
Japan,root,ProtectedGrasslandAEZ02,ProtectedGrasslandAEZ02,0,0,0,0,0,0,0,Grassland,AEZ02,Grassland
Australia_NZ,root,ProtectedGrasslandAEZ02,ProtectedGrasslandAEZ02,2.2,9.2,2.2,9.2,26,0,0,Grassland,AEZ02,Grassland
Former Soviet Union,root,ProtectedGrasslandAEZ02,ProtectedGrasslandAEZ02,0,0,0,0,0,0,0,Grassland,AEZ02,Grassland
China,root,ProtectedGrasslandAEZ02,ProtectedGrasslandAEZ02,0,0,0,0,0,0,0,Grassland,AEZ02,Grassland
Middle East,root,ProtectedGrasslandAEZ02,ProtectedGrasslandAEZ02,2.5,9.5,2.5,9.5,29,0,0,Grassland,AEZ02,Grassland
Africa,root,ProtectedGrasslandAEZ02,ProtectedGrasslandAEZ02,2,9,2,9,24,0,0,Grassland,AEZ02,Grassland
Latin America,root,ProtectedGrasslandAEZ02,ProtectedGrasslandAEZ02,2,8.9,2,8.9,23,0,0,Grassland,AEZ02,Grassland
Southeast Asia,root,ProtectedGrasslandAEZ02,ProtectedGrasslandAEZ02,0,0,0,0,0,0,0,Grassland,AEZ02,Grassland
Eastern Europe,root,ProtectedGrasslandAEZ02,ProtectedGrasslandAEZ02,0,0,0,0,0,0,0,Grassland,AEZ02,Grassland
Korea,root,ProtectedGrasslandAEZ02,ProtectedGrasslandAEZ02,0,0,0,0,0,0,0,Grassland,AEZ02,Grassland
India,root,ProtectedGrasslandAEZ02,ProtectedGrasslandAEZ02,2.5,9.5,2.5,9.5,29,0,0,Grassland,AEZ02,Grassland
USA,root,ProtectedShrublandAEZ02,ProtectedShrublandAEZ02,0,0,0,0,0,0,0,Shrubland,AEZ02,Shrubland
Canada,root,ProtectedShrublandAEZ02,ProtectedShrublandAEZ02,0,0,0,0,0,0,0,Shrubland,AEZ02,Shrubland
Western Europe,root,ProtectedShrublandAEZ02,ProtectedShrublandAEZ02,0,0,0,0,0,0,0,Shrubland,AEZ02,Shrubland
Japan,root,ProtectedShrublandAEZ02,ProtectedShrublandAEZ02,0,0,0,0,0,0,0,Shrubland,AEZ02,Shrubland
Australia_NZ,root,ProtectedShrublandAEZ02,ProtectedShrublandAEZ02,2.9,6.9,2.9,6.9,48,0,0,Shrubland,AEZ02,Shrubland
Former Soviet Union,root,ProtectedShrublandAEZ02,ProtectedShrublandAEZ02,0,0,0,0,0,0,0,Shrubland,AEZ02,Shrubland
China,root,ProtectedShrublandAEZ02,ProtectedShrublandAEZ02,0,0,0,0,0,0,0,Shrubland,AEZ02,Shrubland
Middle East,root,ProtectedShrublandAEZ02,ProtectedShrublandAEZ02,2.7,6.9,2.7,6.9,50,0,0,Shrubland,AEZ02,Shrubland
Africa,root,ProtectedShrublandAEZ02,ProtectedShrublandAEZ02,4.8,6.9,4.8,6.9,26,0,0,Shrubland,AEZ02,Shrubland
Latin America,root,ProtectedShrublandAEZ02,ProtectedShrublandAEZ02,5.4,6.9,5.4,6.9,19,0,0,Shrubland,AEZ02,Shrubland
Southeast Asia,root,ProtectedShrublandAEZ02,ProtectedShrublandAEZ02,0,0,0,0,0,0,0,Shrubland,AEZ02,Shrubland
Eastern Europe,root,ProtectedShrublandAEZ02,ProtectedShrublandAEZ02,0,0,0,0,0,0,0,Shrubland,AEZ02,Shrubland
Korea,root,ProtectedShrublandAEZ02,ProtectedShrublandAEZ02,0,0,0,0,0,0,0,Shrubland,AEZ02,Shrubland
India,root,ProtectedShrublandAEZ02,ProtectedShrublandAEZ02,3.4,6.9,3.4,6.9,42,0,0,Shrubland,AEZ02,Shrubland
USA,root,ProtectedUnmanagedForestAEZ02,ProtectedUnmanagedForestAEZ02,0,0,0,0,0,0,0,UnmanagedForest,AEZ02,Forest
Canada,root,ProtectedUnmanagedForestAEZ02,ProtectedUnmanagedForestAEZ02,0,0,0,0,0,0,0,UnmanagedForest,AEZ02,Forest
Western Europe,root,ProtectedUnmanagedForestAEZ02,ProtectedUnmanagedForestAEZ02,0,0,0,0,0,0,0,UnmanagedForest,AEZ02,Forest
Japan,root,ProtectedUnmanagedForestAEZ02,ProtectedUnmanagedForestAEZ02,0,0,0,0,0,0,0,UnmanagedForest,AEZ02,Forest
Australia_NZ,root,ProtectedUnmanagedForestAEZ02,ProtectedUnmanagedForestAEZ02,0,0,0,0,0,0,0,UnmanagedForest,AEZ02,Forest
Former Soviet Union,root,ProtectedUnmanagedForestAEZ02,ProtectedUnmanagedForestAEZ02,0,0,0,0,0,0,0,UnmanagedForest,AEZ02,Forest
China,root,ProtectedUnmanagedForestAEZ02,ProtectedUnmanagedForestAEZ02,0,0,0,0,0,0,0,UnmanagedForest,AEZ02,Forest
Middle East,root,ProtectedUnmanagedForestAEZ02,ProtectedUnmanagedForestAEZ02,0,0,0,0,0,0,0,UnmanagedForest,AEZ02,Forest
Africa,root,ProtectedUnmanagedForestAEZ02,ProtectedUnmanagedForestAEZ02,16.8,9.8,16.8,9.8,38,0,0,UnmanagedForest,AEZ02,Forest
Latin America,root,ProtectedUnmanagedForestAEZ02,ProtectedUnmanagedForestAEZ02,16,9.9,16,9.9,38,0,0,UnmanagedForest,AEZ02,Forest
Southeast Asia,root,ProtectedUnmanagedForestAEZ02,ProtectedUnmanagedForestAEZ02,0,0,0,0,0,0,0,UnmanagedForest,AEZ02,Forest
Eastern Europe,root,ProtectedUnmanagedForestAEZ02,ProtectedUnmanagedForestAEZ02,0,0,0,0,0,0,0,UnmanagedForest,AEZ02,Forest
Korea,root,ProtectedUnmanagedForestAEZ02,ProtectedUnmanagedForestAEZ02,0,0,0,0,0,0,0,UnmanagedForest,AEZ02,Forest
India,root,ProtectedUnmanagedForestAEZ02,ProtectedUnmanagedForestAEZ02,14.3,9.8,14.3,9.8,35,0,0,UnmanagedForest,AEZ02,Forest
USA,root,ProtectedGrasslandAEZ03,ProtectedGrasslandAEZ03,0,0,0,0,0,0,0,Grassland,AEZ03,Grassland
Canada,root,ProtectedGrasslandAEZ03,ProtectedGrasslandAEZ03,0,0,0,0,0,0,0,Grassland,AEZ03,Grassland
Western Europe,root,ProtectedGrasslandAEZ03,ProtectedGrasslandAEZ03,0,0,0,0,0,0,0,Grassland,AEZ03,Grassland
Japan,root,ProtectedGrasslandAEZ03,ProtectedGrasslandAEZ03,0,0,0,0,0,0,0,Grassland,AEZ03,Grassland
Australia_NZ,root,ProtectedGrasslandAEZ03,ProtectedGrasslandAEZ03,2.5,9.5,2.5,9.5,29,0,0,Grassland,AEZ03,Grassland
Former Soviet Union,root,ProtectedGrasslandAEZ03,ProtectedGrasslandAEZ03,0,0,0,0,0,0,0,Grassland,AEZ03,Grassland
China,root,ProtectedGrasslandAEZ03,ProtectedGrasslandAEZ03,0,0,0,0,0,0,0,Grassland,AEZ03,Grassland
Middle East,root,ProtectedGrasslandAEZ03,ProtectedGrasslandAEZ03,2.5,9.5,2.5,9.5,29,0,0,Grassland,AEZ03,Grassland
Africa,root,ProtectedGrasslandAEZ03,ProtectedGrasslandAEZ03,2.5,9.5,2.5,9.5,29,0,0,Grassland,AEZ03,Grassland
Latin America,root,ProtectedGrasslandAEZ03,ProtectedGrasslandAEZ03,2.2,9.4,2.2,9.4,25,0,0,Grassland,AEZ03,Grassland
Southeast Asia,root,ProtectedGrasslandAEZ03,ProtectedGrasslandAEZ03,2.5,9.5,2.5,9.5,29,0,0,Grassland,AEZ03,Grassland
Eastern Europe,root,ProtectedGrasslandAEZ03,ProtectedGrasslandAEZ03,0,0,0,0,0,0,0,Grassland,AEZ03,Grassland
Korea,root,ProtectedGrasslandAEZ03,ProtectedGrasslandAEZ03,0,0,0,0,0,0,0,Grassland,AEZ03,Grassland
India,root,ProtectedGrasslandAEZ03,ProtectedGrasslandAEZ03,2.5,9.5,2.5,9.5,29,0,0,Grassland,AEZ03,Grassland
USA,root,ProtectedShrublandAEZ03,ProtectedShrublandAEZ03,0,0,0,0,0,0,0,Shrubland,AEZ03,Shrubland
Canada,root,ProtectedShrublandAEZ03,ProtectedShrublandAEZ03,0,0,0,0,0,0,0,Shrubland,AEZ03,Shrubland
Western Europe,root,ProtectedShrublandAEZ03,ProtectedShrublandAEZ03,0,0,0,0,0,0,0,Shrubland,AEZ03,Shrubland
Japan,root,ProtectedShrublandAEZ03,ProtectedShrublandAEZ03,0,0,0,0,0,0,0,Shrubland,AEZ03,Shrubland
Australia_NZ,root,ProtectedShrublandAEZ03,ProtectedShrublandAEZ03,4.4,6.9,4.4,6.9,31,0,0,Shrubland,AEZ03,Shrubland
Former Soviet Union,root,ProtectedShrublandAEZ03,ProtectedShrublandAEZ03,0,0,0,0,0,0,0,Shrubland,AEZ03,Shrubland
China,root,ProtectedShrublandAEZ03,ProtectedShrublandAEZ03,0,0,0,0,0,0,0,Shrubland,AEZ03,Shrubland
Middle East,root,ProtectedShrublandAEZ03,ProtectedShrublandAEZ03,3.7,6.9,3.7,6.9,39,0,0,Shrubland,AEZ03,Shrubland
Africa,root,ProtectedShrublandAEZ03,ProtectedShrublandAEZ03,4.9,6.9,4.9,6.9,25,0,0,Shrubland,AEZ03,Shrubland
Latin America,root,ProtectedShrublandAEZ03,ProtectedShrublandAEZ03,5.5,6.9,5.5,6.9,18,0,0,Shrubland,AEZ03,Shrubland
Southeast Asia,root,ProtectedShrublandAEZ03,ProtectedShrublandAEZ03,5.5,6.9,5.5,6.9,18,0,0,Shrubland,AEZ03,Shrubland
Eastern Europe,root,ProtectedShrublandAEZ03,ProtectedShrublandAEZ03,0,0,0,0,0,0,0,Shrubland,AEZ03,Shrubland
Korea,root,ProtectedShrublandAEZ03,ProtectedShrublandAEZ03,0,0,0,0,0,0,0,Shrubland,AEZ03,Shrubland
India,root,ProtectedShrublandAEZ03,ProtectedShrublandAEZ03,4.6,6.9,4.6,6.9,28,0,0,Shrubland,AEZ03,Shrubland
USA,root,ProtectedUnmanagedForestAEZ03,ProtectedUnmanagedForestAEZ03,0,0,0,0,0,0,0,UnmanagedForest,AEZ03,Forest
Canada,root,ProtectedUnmanagedForestAEZ03,ProtectedUnmanagedForestAEZ03,0,0,0,0,0,0,0,UnmanagedForest,AEZ03,Forest
Western Europe,root,ProtectedUnmanagedForestAEZ03,ProtectedUnmanagedForestAEZ03,0,0,0,0,0,0,0,UnmanagedForest,AEZ03,Forest
Japan,root,ProtectedUnmanagedForestAEZ03,ProtectedUnmanagedForestAEZ03,0,0,0,0,0,0,0,UnmanagedForest,AEZ03,Forest
Australia_NZ,root,ProtectedUnmanagedForestAEZ03,ProtectedUnmanagedForestAEZ03,20,9.8,20,9.8,40,0,0,UnmanagedForest,AEZ03,Forest
Former Soviet Union,root,ProtectedUnmanagedForestAEZ03,ProtectedUnmanagedForestAEZ03,0,0,0,0,0,0,0,UnmanagedForest,AEZ03,Forest
China,root,ProtectedUnmanagedForestAEZ03,ProtectedUnmanagedForestAEZ03,0,0,0,0,0,0,0,UnmanagedForest,AEZ03,Forest
Middle East,root,ProtectedUnmanagedForestAEZ03,ProtectedUnmanagedForestAEZ03,0,0,0,0,0,0,0,UnmanagedForest,AEZ03,Forest
Africa,root,ProtectedUnmanagedForestAEZ03,ProtectedUnmanagedForestAEZ03,14.7,9.8,14.7,9.8,36,0,0,UnmanagedForest,AEZ03,Forest
Latin America,root,ProtectedUnmanagedForestAEZ03,ProtectedUnmanagedForestAEZ03,15.7,10,15.7,10,39,0,0,UnmanagedForest,AEZ03,Forest
Southeast Asia,root,ProtectedUnmanagedForestAEZ03,ProtectedUnmanagedForestAEZ03,17.1,10,17.1,10,41,0,0,UnmanagedForest,AEZ03,Forest
Eastern Europe,root,ProtectedUnmanagedForestAEZ03,ProtectedUnmanagedForestAEZ03,0,0,0,0,0,0,0,UnmanagedForest,AEZ03,Forest
Korea,root,ProtectedUnmanagedForestAEZ03,ProtectedUnmanagedForestAEZ03,0,0,0,0,0,0,0,UnmanagedForest,AEZ03,Forest
India,root,ProtectedUnmanagedForestAEZ03,ProtectedUnmanagedForestAEZ03,14.2,9.8,14.2,9.8,35,0,0,UnmanagedForest,AEZ03,Forest
USA,root,ProtectedGrasslandAEZ04,ProtectedGrasslandAEZ04,0,0,0,0,0,0,0,Grassland,AEZ04,Grassland
Canada,root,ProtectedGrasslandAEZ04,ProtectedGrasslandAEZ04,0,0,0,0,0,0,0,Grassland,AEZ04,Grassland
Western Europe,root,ProtectedGrasslandAEZ04,ProtectedGrasslandAEZ04,2.5,9.5,2.5,9.5,29,0,0,Grassland,AEZ04,Grassland
Japan,root,ProtectedGrasslandAEZ04,ProtectedGrasslandAEZ04,0,0,0,0,0,0,0,Grassland,AEZ04,Grassland
Australia_NZ,root,ProtectedGrasslandAEZ04,ProtectedGrasslandAEZ04,2.5,9.5,2.5,9.5,29,0,0,Grassland,AEZ04,Grassland
Former Soviet Union,root,ProtectedGrasslandAEZ04,ProtectedGrasslandAEZ04,0,0,0,0,0,0,0,Grassland,AEZ04,Grassland
China,root,ProtectedGrasslandAEZ04,ProtectedGrasslandAEZ04,2.5,9.5,2.5,9.5,29,0,0,Grassland,AEZ04,Grassland
Middle East,root,ProtectedGrasslandAEZ04,ProtectedGrasslandAEZ04,0,0,0,0,0,0,0,Grassland,AEZ04,Grassland
Africa,root,ProtectedGrasslandAEZ04,ProtectedGrasslandAEZ04,2.5,9.5,2.5,9.5,29,0,0,Grassland,AEZ04,Grassland
Latin America,root,ProtectedGrasslandAEZ04,ProtectedGrasslandAEZ04,2.4,9.6,2.4,9.6,28,0,0,Grassland,AEZ04,Grassland
Southeast Asia,root,ProtectedGrasslandAEZ04,ProtectedGrasslandAEZ04,2.4,9.5,2.4,9.5,28,0,0,Grassland,AEZ04,Grassland
Eastern Europe,root,ProtectedGrasslandAEZ04,ProtectedGrasslandAEZ04,0,0,0,0,0,0,0,Grassland,AEZ04,Grassland
Korea,root,ProtectedGrasslandAEZ04,ProtectedGrasslandAEZ04,0,0,0,0,0,0,0,Grassland,AEZ04,Grassland
India,root,ProtectedGrasslandAEZ04,ProtectedGrasslandAEZ04,2.5,9.5,2.5,9.5,29,0,0,Grassland,AEZ04,Grassland
USA,root,ProtectedShrublandAEZ04,ProtectedShrublandAEZ04,0,0,0,0,0,0,0,Shrubland,AEZ04,Shrubland
Canada,root,ProtectedShrublandAEZ04,ProtectedShrublandAEZ04,0,0,0,0,0,0,0,Shrubland,AEZ04,Shrubland
Western Europe,root,ProtectedShrublandAEZ04,ProtectedShrublandAEZ04,5.5,6.9,5.5,6.9,18,0,0,Shrubland,AEZ04,Shrubland
Japan,root,ProtectedShrublandAEZ04,ProtectedShrublandAEZ04,0,0,0,0,0,0,0,Shrubland,AEZ04,Shrubland
Australia_NZ,root,ProtectedShrublandAEZ04,ProtectedShrublandAEZ04,5.5,6.9,5.5,6.9,18,0,0,Shrubland,AEZ04,Shrubland
Former Soviet Union,root,ProtectedShrublandAEZ04,ProtectedShrublandAEZ04,0,0,0,0,0,0,0,Shrubland,AEZ04,Shrubland
China,root,ProtectedShrublandAEZ04,ProtectedShrublandAEZ04,5.2,6.9,5.2,6.9,22,0,0,Shrubland,AEZ04,Shrubland
Middle East,root,ProtectedShrublandAEZ04,ProtectedShrublandAEZ04,0,0,0,0,0,0,0,Shrubland,AEZ04,Shrubland
Africa,root,ProtectedShrublandAEZ04,ProtectedShrublandAEZ04,4.3,6.9,4.3,6.9,32,0,0,Shrubland,AEZ04,Shrubland
Latin America,root,ProtectedShrublandAEZ04,ProtectedShrublandAEZ04,5.5,6.9,5.5,6.9,18,0,0,Shrubland,AEZ04,Shrubland
Southeast Asia,root,ProtectedShrublandAEZ04,ProtectedShrublandAEZ04,5,6.9,5,6.9,24,0,0,Shrubland,AEZ04,Shrubland
Eastern Europe,root,ProtectedShrublandAEZ04,ProtectedShrublandAEZ04,0,0,0,0,0,0,0,Shrubland,AEZ04,Shrubland
Korea,root,ProtectedShrublandAEZ04,ProtectedShrublandAEZ04,0,0,0,0,0,0,0,Shrubland,AEZ04,Shrubland
India,root,ProtectedShrublandAEZ04,ProtectedShrublandAEZ04,4.8,6.9,4.8,6.9,26,0,0,Shrubland,AEZ04,Shrubland
USA,root,ProtectedUnmanagedForestAEZ04,ProtectedUnmanagedForestAEZ04,0,0,0,0,0,0,0,UnmanagedForest,AEZ04,Forest
Canada,root,ProtectedUnmanagedForestAEZ04,ProtectedUnmanagedForestAEZ04,0,0,0,0,0,0,0,UnmanagedForest,AEZ04,Forest
Western Europe,root,ProtectedUnmanagedForestAEZ04,ProtectedUnmanagedForestAEZ04,0,0,0,0,0,0,0,UnmanagedForest,AEZ04,Forest
Japan,root,ProtectedUnmanagedForestAEZ04,ProtectedUnmanagedForestAEZ04,0,0,0,0,0,0,0,UnmanagedForest,AEZ04,Forest
Australia_NZ,root,ProtectedUnmanagedForestAEZ04,ProtectedUnmanagedForestAEZ04,15.9,10.3,15.9,10.3,44,0,0,UnmanagedForest,AEZ04,Forest
Former Soviet Union,root,ProtectedUnmanagedForestAEZ04,ProtectedUnmanagedForestAEZ04,0,0,0,0,0,0,0,UnmanagedForest,AEZ04,Forest
China,root,ProtectedUnmanagedForestAEZ04,ProtectedUnmanagedForestAEZ04,14.7,10.2,14.7,10.2,41,0,0,UnmanagedForest,AEZ04,Forest
Middle East,root,ProtectedUnmanagedForestAEZ04,ProtectedUnmanagedForestAEZ04,0,0,0,0,0,0,0,UnmanagedForest,AEZ04,Forest
Africa,root,ProtectedUnmanagedForestAEZ04,ProtectedUnmanagedForestAEZ04,16.1,9.8,16.1,9.8,37,0,0,UnmanagedForest,AEZ04,Forest
Latin America,root,ProtectedUnmanagedForestAEZ04,ProtectedUnmanagedForestAEZ04,17.2,10,17.2,10,40,0,0,UnmanagedForest,AEZ04,Forest
Southeast Asia,root,ProtectedUnmanagedForestAEZ04,ProtectedUnmanagedForestAEZ04,16.7,9.9,16.7,9.9,38,0,0,UnmanagedForest,AEZ04,Forest
Eastern Europe,root,ProtectedUnmanagedForestAEZ04,ProtectedUnmanagedForestAEZ04,0,0,0,0,0,0,0,UnmanagedForest,AEZ04,Forest
Korea,root,ProtectedUnmanagedForestAEZ04,ProtectedUnmanagedForestAEZ04,0,0,0,0,0,0,0,UnmanagedForest,AEZ04,Forest
India,root,ProtectedUnmanagedForestAEZ04,ProtectedUnmanagedForestAEZ04,15.7,9.8,15.7,9.8,37,0,0,UnmanagedForest,AEZ04,Forest
USA,root,ProtectedGrasslandAEZ05,ProtectedGrasslandAEZ05,0,0,0,0,0,0,0,Grassland,AEZ05,Grassland
Canada,root,ProtectedGrasslandAEZ05,ProtectedGrasslandAEZ05,0,0,0,0,0,0,0,Grassland,AEZ05,Grassland
Western Europe,root,ProtectedGrasslandAEZ05,ProtectedGrasslandAEZ05,0,0,0,0,0,0,0,Grassland,AEZ05,Grassland
Japan,root,ProtectedGrasslandAEZ05,ProtectedGrasslandAEZ05,0,0,0,0,0,0,0,Grassland,AEZ05,Grassland
Australia_NZ,root,ProtectedGrasslandAEZ05,ProtectedGrasslandAEZ05,2.5,9.5,2.5,9.5,29,0,0,Grassland,AEZ05,Grassland
Former Soviet Union,root,ProtectedGrasslandAEZ05,ProtectedGrasslandAEZ05,0,0,0,0,0,0,0,Grassland,AEZ05,Grassland
China,root,ProtectedGrasslandAEZ05,ProtectedGrasslandAEZ05,2.5,9.5,2.5,9.5,29,0,0,Grassland,AEZ05,Grassland
Middle East,root,ProtectedGrasslandAEZ05,ProtectedGrasslandAEZ05,0,0,0,0,0,0,0,Grassland,AEZ05,Grassland
Africa,root,ProtectedGrasslandAEZ05,ProtectedGrasslandAEZ05,2.5,9.5,2.5,9.5,29,0,0,Grassland,AEZ05,Grassland
Latin America,root,ProtectedGrasslandAEZ05,ProtectedGrasslandAEZ05,2.3,9.7,2.3,9.7,27,0,0,Grassland,AEZ05,Grassland
Southeast Asia,root,ProtectedGrasslandAEZ05,ProtectedGrasslandAEZ05,2.5,9.5,2.5,9.5,29,0,0,Grassland,AEZ05,Grassland
Eastern Europe,root,ProtectedGrasslandAEZ05,ProtectedGrasslandAEZ05,0,0,0,0,0,0,0,Grassland,AEZ05,Grassland
Korea,root,ProtectedGrasslandAEZ05,ProtectedGrasslandAEZ05,0,0,0,0,0,0,0,Grassland,AEZ05,Grassland
India,root,ProtectedGrasslandAEZ05,ProtectedGrasslandAEZ05,2.2,9.9,2.2,9.9,26,0,0,Grassland,AEZ05,Grassland
USA,root,ProtectedShrublandAEZ05,ProtectedShrublandAEZ05,0,0,0,0,0,0,0,Shrubland,AEZ05,Shrubland
