INPUT_TABLE
Variable ID
LN1_UnmgdCarbon

region,LandAllocatorRoot,LandNode1,UnmanagedLandLeaf1,hist.veg.carbon.density,hist.soil.carbon.density,veg.carbon.density,soil.carbon.density,mature.age,min.veg.carbon.density,min.soil.carbon.density,Land_Type,AEZ,Cdensity_LT
Africa,root,ProtectedUnmanagedForestAEZ13,ProtectedUnmanagedForestAEZ13,0,0,0,0,0,0,0,UnmanagedForest,AEZ13,Forest
Latin America,root,ProtectedUnmanagedForestAEZ13,ProtectedUnmanagedForestAEZ13,10.5,14,10.5,14,41,0,0,UnmanagedForest,AEZ13,Forest
Southeast Asia,root,ProtectedUnmanagedForestAEZ13,ProtectedUnmanagedForestAEZ13,9,20.6,9,20.6,50,0,0,UnmanagedForest,AEZ13,Forest
Eastern Europe,root,ProtectedUnmanagedForestAEZ13,ProtectedUnmanagedForestAEZ13,0,0,0,0,0,0,0,UnmanagedForest,AEZ13,Forest
Korea,root,ProtectedUnmanagedForestAEZ13,ProtectedUnmanagedForestAEZ13,0,0,0,0,0,0,0,UnmanagedForest,AEZ13,Forest
India,root,ProtectedUnmanagedForestAEZ13,ProtectedUnmanagedForestAEZ13,14,9.8,14,9.8,35,0,0,UnmanagedForest,AEZ13,Forest
USA,root,ProtectedGrasslandAEZ14,ProtectedGrasslandAEZ14,0.7,12.5,0.7,12.5,10,0,0,Grassland,AEZ14,Grassland
Canada,root,ProtectedGrasslandAEZ14,ProtectedGrasslandAEZ14,1.9,10.5,1.9,10.5,23,0,0,Grassland,AEZ14,Grassland
Western Europe,root,ProtectedGrasslandAEZ14,ProtectedGrasslandAEZ14,0.9,12.2,0.9,12.2,12,0,0,Grassland,AEZ14,Grassland
Japan,root,ProtectedGrasslandAEZ14,ProtectedGrasslandAEZ14,0,0,0,0,0,0,0,Grassland,AEZ14,Grassland
Australia_NZ,root,ProtectedGrasslandAEZ14,ProtectedGrasslandAEZ14,0,0,0,0,0,0,0,Grassland,AEZ14,Grassland
Former Soviet Union,root,ProtectedGrasslandAEZ14,ProtectedGrasslandAEZ14,1.6,11.1,1.6,11.1,19,0,0,Grassland,AEZ14,Grassland
China,root,ProtectedGrasslandAEZ14,ProtectedGrasslandAEZ14,0.9,12.2,0.9,12.2,12,0,0,Grassland,AEZ14,Grassland
Middle East,root,ProtectedGrasslandAEZ14,ProtectedGrasslandAEZ14,0,0,0,0,0,0,0,Grassland,AEZ14,Grassland
Africa,root,ProtectedGrasslandAEZ14,ProtectedGrasslandAEZ14,0,0,0,0,0,0,0,Grassland,AEZ14,Grassland
Latin America,root,ProtectedGrasslandAEZ14,ProtectedGrasslandAEZ14,0.7,12.5,0.7,12.5,10,0,0,Grassland,AEZ14,Grassland
Southeast Asia,root,ProtectedGrasslandAEZ14,ProtectedGrasslandAEZ14,0.7,12.5,0.7,12.5,10,0,0,Grassland,AEZ14,Grassland
Eastern Europe,root,ProtectedGrasslandAEZ14,ProtectedGrasslandAEZ14,0,0,0,0,0,0,0,Grassland,AEZ14,Grassland
Korea,root,ProtectedGrasslandAEZ14,ProtectedGrasslandAEZ14,0,0,0,0,0,0,0,Grassland,AEZ14,Grassland
India,root,ProtectedGrasslandAEZ14,ProtectedGrasslandAEZ14,0.7,12.5,0.7,12.5,10,0,0,Grassland,AEZ14,Grassland
USA,root,ProtectedShrublandAEZ14,ProtectedShrublandAEZ14,4.1,6.9,4.1,6.9,34,0,0,Shrubland,AEZ14,Shrubland
Canada,root,ProtectedShrublandAEZ14,ProtectedShrublandAEZ14,3.6,6.9,3.6,6.9,40,0,0,Shrubland,AEZ14,Shrubland
Western Europe,root,ProtectedShrublandAEZ14,ProtectedShrublandAEZ14,2.7,6.9,2.7,6.9,50,0,0,Shrubland,AEZ14,Shrubland
Japan,root,ProtectedShrublandAEZ14,ProtectedShrublandAEZ14,0,0,0,0,0,0,0,Shrubland,AEZ14,Shrubland
Australia_NZ,root,ProtectedShrublandAEZ14,ProtectedShrublandAEZ14,0,0,0,0,0,0,0,Shrubland,AEZ14,Shrubland
Former Soviet Union,root,ProtectedShrublandAEZ14,ProtectedShrublandAEZ14,3.4,6.9,3.4,6.9,42,0,0,Shrubland,AEZ14,Shrubland
China,root,ProtectedShrublandAEZ14,ProtectedShrublandAEZ14,2.7,6.9,2.7,6.9,50,0,0,Shrubland,AEZ14,Shrubland
Middle East,root,ProtectedShrublandAEZ14,ProtectedShrublandAEZ14,0,0,0,0,0,0,0,Shrubland,AEZ14,Shrubland
Africa,root,ProtectedShrublandAEZ14,ProtectedShrublandAEZ14,0,0,0,0,0,0,0,Shrubland,AEZ14,Shrubland
Latin America,root,ProtectedShrublandAEZ14,ProtectedShrublandAEZ14,2.8,6.9,2.8,6.9,49,0,0,Shrubland,AEZ14,Shrubland
Southeast Asia,root,ProtectedShrublandAEZ14,ProtectedShrublandAEZ14,2.7,6.9,2.7,6.9,50,0,0,Shrubland,AEZ14,Shrubland
Eastern Europe,root,ProtectedShrublandAEZ14,ProtectedShrublandAEZ14,0,0,0,0,0,0,0,Shrubland,AEZ14,Shrubland
Korea,root,ProtectedShrublandAEZ14,ProtectedShrublandAEZ14,0,0,0,0,0,0,0,Shrubland,AEZ14,Shrubland
India,root,ProtectedShrublandAEZ14,ProtectedShrublandAEZ14,2.7,6.9,2.7,6.9,50,0,0,Shrubland,AEZ14,Shrubland
USA,root,ProtectedUnmanagedForestAEZ14,ProtectedUnmanagedForestAEZ14,7,20.3,7,20.3,50,0,0,UnmanagedForest,AEZ14,Forest
Canada,root,ProtectedUnmanagedForestAEZ14,ProtectedUnmanagedForestAEZ14,6.4,20.6,6.4,20.6,50,0,0,UnmanagedForest,AEZ14,Forest
Western Europe,root,ProtectedUnmanagedForestAEZ14,ProtectedUnmanagedForestAEZ14,6.3,20.5,6.3,20.5,50,0,0,UnmanagedForest,AEZ14,Forest
Japan,root,ProtectedUnmanagedForestAEZ14,ProtectedUnmanagedForestAEZ14,0,0,0,0,0,0,0,UnmanagedForest,AEZ14,Forest
Australia_NZ,root,ProtectedUnmanagedForestAEZ14,ProtectedUnmanagedForestAEZ14,0,0,0,0,0,0,0,UnmanagedForest,AEZ14,Forest
Former Soviet Union,root,ProtectedUnmanagedForestAEZ14,ProtectedUnmanagedForestAEZ14,6,20.6,6,20.6,50,0,0,UnmanagedForest,AEZ14,Forest
China,root,ProtectedUnmanagedForestAEZ14,ProtectedUnmanagedForestAEZ14,5.8,20.3,5.8,20.3,50,0,0,UnmanagedForest,AEZ14,Forest
Middle East,root,ProtectedUnmanagedForestAEZ14,ProtectedUnmanagedForestAEZ14,0,0,0,0,0,0,0,UnmanagedForest,AEZ14,Forest
Africa,root,ProtectedUnmanagedForestAEZ14,ProtectedUnmanagedForestAEZ14,0,0,0,0,0,0,0,UnmanagedForest,AEZ14,Forest
Latin America,root,ProtectedUnmanagedForestAEZ14,ProtectedUnmanagedForestAEZ14,9.1,15.7,9.1,15.7,43,0,0,UnmanagedForest,AEZ14,Forest
Southeast Asia,root,ProtectedUnmanagedForestAEZ14,ProtectedUnmanagedForestAEZ14,10,18.4,10,18.4,50,0,0,UnmanagedForest,AEZ14,Forest
Eastern Europe,root,ProtectedUnmanagedForestAEZ14,ProtectedUnmanagedForestAEZ14,0,0,0,0,0,0,0,UnmanagedForest,AEZ14,Forest
Korea,root,ProtectedUnmanagedForestAEZ14,ProtectedUnmanagedForestAEZ14,0,0,0,0,0,0,0,UnmanagedForest,AEZ14,Forest
India,root,ProtectedUnmanagedForestAEZ14,ProtectedUnmanagedForestAEZ14,9,20.6,9,20.6,50,0,0,UnmanagedForest,AEZ14,Forest
USA,root,ProtectedGrasslandAEZ15,ProtectedGrasslandAEZ15,0.7,14,0.7,14,10,0,0,Grassland,AEZ15,Grassland
Canada,root,ProtectedGrasslandAEZ15,ProtectedGrasslandAEZ15,2.3,9.9,2.3,9.9,27,0,0,Grassland,AEZ15,Grassland
Western Europe,root,ProtectedGrasslandAEZ15,ProtectedGrasslandAEZ15,0.8,13.6,0.8,13.6,12,0,0,Grassland,AEZ15,Grassland
Japan,root,ProtectedGrasslandAEZ15,ProtectedGrasslandAEZ15,2.5,9.5,2.5,9.5,29,0,0,Grassland,AEZ15,Grassland
Australia_NZ,root,ProtectedGrasslandAEZ15,ProtectedGrasslandAEZ15,0.7,14,0.7,14,10,0,0,Grassland,AEZ15,Grassland
Former Soviet Union,root,ProtectedGrasslandAEZ15,ProtectedGrasslandAEZ15,2,10.8,2,10.8,24,0,0,Grassland,AEZ15,Grassland
China,root,ProtectedGrasslandAEZ15,ProtectedGrasslandAEZ15,1.3,12.6,1.3,12.6,16,0,0,Grassland,AEZ15,Grassland
Middle East,root,ProtectedGrasslandAEZ15,ProtectedGrasslandAEZ15,0,0,0,0,0,0,0,Grassland,AEZ15,Grassland
Africa,root,ProtectedGrasslandAEZ15,ProtectedGrasslandAEZ15,0,0,0,0,0,0,0,Grassland,AEZ15,Grassland
Latin America,root,ProtectedGrasslandAEZ15,ProtectedGrasslandAEZ15,0.8,13.9,0.8,13.9,11,0,0,Grassland,AEZ15,Grassland
Southeast Asia,root,ProtectedGrasslandAEZ15,ProtectedGrasslandAEZ15,0.7,14,0.7,14,10,0,0,Grassland,AEZ15,Grassland
Eastern Europe,root,ProtectedGrasslandAEZ15,ProtectedGrasslandAEZ15,0.7,14,0.7,14,10,0,0,Grassland,AEZ15,Grassland
Korea,root,ProtectedGrasslandAEZ15,ProtectedGrasslandAEZ15,0,0,0,0,0,0,0,Grassland,AEZ15,Grassland
India,root,ProtectedGrasslandAEZ15,ProtectedGrasslandAEZ15,0.7,14,0.7,14,10,0,0,Grassland,AEZ15,Grassland
USA,root,ProtectedShrublandAEZ15,ProtectedShrublandAEZ15,2.7,6.9,2.7,6.9,50,0,0,Shrubland,AEZ15,Shrubland
Canada,root,ProtectedShrublandAEZ15,ProtectedShrublandAEZ15,3.8,6.9,3.8,6.9,37,0,0,Shrubland,AEZ15,Shrubland
Western Europe,root,ProtectedShrublandAEZ15,ProtectedShrublandAEZ15,2.7,6.9,2.7,6.9,50,0,0,Shrubland,AEZ15,Shrubland
Japan,root,ProtectedShrublandAEZ15,ProtectedShrublandAEZ15,0,0,0,0,0,0,0,Shrubland,AEZ15,Shrubland
Australia_NZ,root,ProtectedShrublandAEZ15,ProtectedShrublandAEZ15,0,0,0,0,0,0,0,Shrubland,AEZ15,Shrubland
Former Soviet Union,root,ProtectedShrublandAEZ15,ProtectedShrublandAEZ15,2.7,6.9,2.7,6.9,50,0,0,Shrubland,AEZ15,Shrubland
China,root,ProtectedShrublandAEZ15,ProtectedShrublandAEZ15,3.1,6.9,3.1,6.9,46,0,0,Shrubland,AEZ15,Shrubland
Middle East,root,ProtectedShrublandAEZ15,ProtectedShrublandAEZ15,0,0,0,0,0,0,0,Shrubland,AEZ15,Shrubland
Africa,root,ProtectedShrublandAEZ15,ProtectedShrublandAEZ15,0,0,0,0,0,0,0,Shrubland,AEZ15,Shrubland
Latin America,root,ProtectedShrublandAEZ15,ProtectedShrublandAEZ15,2.7,6.9,2.7,6.9,50,0,0,Shrubland,AEZ15,Shrubland
Southeast Asia,root,ProtectedShrublandAEZ15,ProtectedShrublandAEZ15,2.9,6.9,2.9,6.9,48,0,0,Shrubland,AEZ15,Shrubland
Eastern Europe,root,ProtectedShrublandAEZ15,ProtectedShrublandAEZ15,0,0,0,0,0,0,0,Shrubland,AEZ15,Shrubland
Korea,root,ProtectedShrublandAEZ15,ProtectedShrublandAEZ15,0,0,0,0,0,0,0,Shrubland,AEZ15,Shrubland
India,root,ProtectedShrublandAEZ15,ProtectedShrublandAEZ15,2.8,6.9,2.8,6.9,49,0,0,Shrubland,AEZ15,Shrubland
USA,root,ProtectedUnmanagedForestAEZ15,ProtectedUnmanagedForestAEZ15,7.1,20.5,7.1,20.5,50,0,0,UnmanagedForest,AEZ15,Forest
Canada,root,ProtectedUnmanagedForestAEZ15,ProtectedUnmanagedForestAEZ15,7.8,20.5,7.8,20.5,50,0,0,UnmanagedForest,AEZ15,Forest
Western Europe,root,ProtectedUnmanagedForestAEZ15,ProtectedUnmanagedForestAEZ15,8.6,20.5,8.6,20.5,50,0,0,UnmanagedForest,AEZ15,Forest
Japan,root,ProtectedUnmanagedForestAEZ15,ProtectedUnmanagedForestAEZ15,10.2,18.3,10.2,18.3,50,0,0,UnmanagedForest,AEZ15,Forest
Australia_NZ,root,ProtectedUnmanagedForestAEZ15,ProtectedUnmanagedForestAEZ15,9.4,19.8,9.4,19.8,50,0,0,UnmanagedForest,AEZ15,Forest
Former Soviet Union,root,ProtectedUnmanagedForestAEZ15,ProtectedUnmanagedForestAEZ15,7,20.6,7,20.6,50,0,0,UnmanagedForest,AEZ15,Forest
China,root,ProtectedUnmanagedForestAEZ15,ProtectedUnmanagedForestAEZ15,5.8,20.4,5.8,20.4,50,0,0,UnmanagedForest,AEZ15,Forest
Middle East,root,ProtectedUnmanagedForestAEZ15,ProtectedUnmanagedForestAEZ15,0,0,0,0,0,0,0,UnmanagedForest,AEZ15,Forest
Africa,root,ProtectedUnmanagedForestAEZ15,ProtectedUnmanagedForestAEZ15,0,0,0,0,0,0,0,UnmanagedForest,AEZ15,Forest
Latin America,root,ProtectedUnmanagedForestAEZ15,ProtectedUnmanagedForestAEZ15,5.9,19.7,5.9,19.7,49,0,0,UnmanagedForest,AEZ15,Forest
Southeast Asia,root,ProtectedUnmanagedForestAEZ15,ProtectedUnmanagedForestAEZ15,11.9,14.4,11.9,14.4,44,0,0,UnmanagedForest,AEZ15,Forest
Eastern Europe,root,ProtectedUnmanagedForestAEZ15,ProtectedUnmanagedForestAEZ15,8.9,18.6,8.9,18.6,50,0,0,UnmanagedForest,AEZ15,Forest
Korea,root,ProtectedUnmanagedForestAEZ15,ProtectedUnmanagedForestAEZ15,0,0,0,0,0,0,0,UnmanagedForest,AEZ15,Forest
India,root,ProtectedUnmanagedForestAEZ15,ProtectedUnmanagedForestAEZ15,14.4,12.5,14.4,12.5,43,0,0,UnmanagedForest,AEZ15,Forest
USA,root,ProtectedGrasslandAEZ16,ProtectedGrasslandAEZ16,0,0,0,0,0,0,0,Grassland,AEZ16,Grassland
Canada,root,ProtectedGrasslandAEZ16,ProtectedGrasslandAEZ16,2.5,9.5,2.5,9.5,29,0,0,Grassland,AEZ16,Grassland
Western Europe,root,ProtectedGrasslandAEZ16,ProtectedGrasslandAEZ16,0.8,15.1,0.8,15.1,11,0,0,Grassland,AEZ16,Grassland
Japan,root,ProtectedGrasslandAEZ16,ProtectedGrasslandAEZ16,0,0,0,0,0,0,0,Grassland,AEZ16,Grassland
Australia_NZ,root,ProtectedGrasslandAEZ16,ProtectedGrasslandAEZ16,0.7,15.5,0.7,15.5,10,0,0,Grassland,AEZ16,Grassland
Former Soviet Union,root,ProtectedGrasslandAEZ16,ProtectedGrasslandAEZ16,1.4,13.1,1.4,13.1,18,0,0,Grassland,AEZ16,Grassland
China,root,ProtectedGrasslandAEZ16,ProtectedGrasslandAEZ16,0.7,15.5,0.7,15.5,10,0,0,Grassland,AEZ16,Grassland
Middle East,root,ProtectedGrasslandAEZ16,ProtectedGrasslandAEZ16,0,0,0,0,0,0,0,Grassland,AEZ16,Grassland
Africa,root,ProtectedGrasslandAEZ16,ProtectedGrasslandAEZ16,0,0,0,0,0,0,0,Grassland,AEZ16,Grassland
Latin America,root,ProtectedGrasslandAEZ16,ProtectedGrasslandAEZ16,0.7,15.4,0.7,15.4,10,0,0,Grassland,AEZ16,Grassland
Southeast Asia,root,ProtectedGrasslandAEZ16,ProtectedGrasslandAEZ16,0.7,15.5,0.7,15.5,10,0,0,Grassland,AEZ16,Grassland
Eastern Europe,root,ProtectedGrasslandAEZ16,ProtectedGrasslandAEZ16,0,0,0,0,0,0,0,Grassland,AEZ16,Grassland
Korea,root,ProtectedGrasslandAEZ16,ProtectedGrasslandAEZ16,0,0,0,0,0,0,0,Grassland,AEZ16,Grassland
India,root,ProtectedGrasslandAEZ16,ProtectedGrasslandAEZ16,0.7,15.5,0.7,15.5,10,0,0,Grassland,AEZ16,Grassland
USA,root,ProtectedShrublandAEZ16,ProtectedShrublandAEZ16,0,0,0,0,0,0,0,Shrubland,AEZ16,Shrubland
Canada,root,ProtectedShrublandAEZ16,ProtectedShrublandAEZ16,0,0,0,0,0,0,0,Shrubland,AEZ16,Shrubland
Western Europe,root,ProtectedShrublandAEZ16,ProtectedShrublandAEZ16,2.7,6.9,2.7,6.9,50,0,0,Shrubland,AEZ16,Shrubland
Japan,root,ProtectedShrublandAEZ16,ProtectedShrublandAEZ16,0,0,0,0,0,0,0,Shrubland,AEZ16,Shrubland
Australia_NZ,root,ProtectedShrublandAEZ16,ProtectedShrublandAEZ16,0,0,0,0,0,0,0,Shrubland,AEZ16,Shrubland
Former Soviet Union,root,ProtectedShrublandAEZ16,ProtectedShrublandAEZ16,0,0,0,0,0,0,0,Shrubland,AEZ16,Shrubland
China,root,ProtectedShrublandAEZ16,ProtectedShrublandAEZ16,4.7,6.9,4.7,6.9,27,0,0,Shrubland,AEZ16,Shrubland
Middle East,root,ProtectedShrublandAEZ16,ProtectedShrublandAEZ16,0,0,0,0,0,0,0,Shrubland,AEZ16,Shrubland
Africa,root,ProtectedShrublandAEZ16,ProtectedShrublandAEZ16,0,0,0,0,0,0,0,Shrubland,AEZ16,Shrubland
Latin America,root,ProtectedShrublandAEZ16,ProtectedShrublandAEZ16,2.7,6.9,2.7,6.9,50,0,0,Shrubland,AEZ16,Shrubland
Southeast Asia,root,ProtectedShrublandAEZ16,ProtectedShrublandAEZ16,3.8,6.9,3.8,6.9,37,0,0,Shrubland,AEZ16,Shrubland
Eastern Europe,root,ProtectedShrublandAEZ16,ProtectedShrublandAEZ16,0,0,0,0,0,0,0,Shrubland,AEZ16,Shrubland
Korea,root,ProtectedShrublandAEZ16,ProtectedShrublandAEZ16,0,0,0,0,0,0,0,Shrubland,AEZ16,Shrubland
India,root,ProtectedShrublandAEZ16,ProtectedShrublandAEZ16,3,6.9,3,6.9,47,0,0,Shrubland,AEZ16,Shrubland
USA,root,ProtectedUnmanagedForestAEZ16,ProtectedUnmanagedForestAEZ16,9.7,19.9,9.7,19.9,50,0,0,UnmanagedForest,AEZ16,Forest
Canada,root,ProtectedUnmanagedForestAEZ16,ProtectedUnmanagedForestAEZ16,8.7,20.4,8.7,20.4,50,0,0,UnmanagedForest,AEZ16,Forest
Western Europe,root,ProtectedUnmanagedForestAEZ16,ProtectedUnmanagedForestAEZ16,8.2,19.8,8.2,19.8,50,0,0,UnmanagedForest,AEZ16,Forest
Japan,root,ProtectedUnmanagedForestAEZ16,ProtectedUnmanagedForestAEZ16,0,0,0,0,0,0,0,UnmanagedForest,AEZ16,Forest
Australia_NZ,root,ProtectedUnmanagedForestAEZ16,ProtectedUnmanagedForestAEZ16,10.7,16.9,10.7,16.9,50,0,0,UnmanagedForest,AEZ16,Forest
Former Soviet Union,root,ProtectedUnmanagedForestAEZ16,ProtectedUnmanagedForestAEZ16,7.7,19.1,7.7,19.1,50,0,0,UnmanagedForest,AEZ16,Forest
China,root,ProtectedUnmanagedForestAEZ16,ProtectedUnmanagedForestAEZ16,13.3,14,13.3,14,44,0,0,UnmanagedForest,AEZ16,Forest
Middle East,root,ProtectedUnmanagedForestAEZ16,ProtectedUnmanagedForestAEZ16,0,0,0,0,0,0,0,UnmanagedForest,AEZ16,Forest
Africa,root,ProtectedUnmanagedForestAEZ16,ProtectedUnmanagedForestAEZ16,0,0,0,0,0,0,0,UnmanagedForest,AEZ16,Forest
Latin America,root,ProtectedUnmanagedForestAEZ16,ProtectedUnmanagedForestAEZ16,6.3,19.6,6.3,19.6,49,0,0,UnmanagedForest,AEZ16,Forest
Southeast Asia,root,ProtectedUnmanagedForestAEZ16,ProtectedUnmanagedForestAEZ16,13.4,12.3,13.4,12.3,40,0,0,UnmanagedForest,AEZ16,Forest
Eastern Europe,root,ProtectedUnmanagedForestAEZ16,ProtectedUnmanagedForestAEZ16,9,17.8,9,17.8,50,0,0,UnmanagedForest,AEZ16,Forest
Korea,root,ProtectedUnmanagedForestAEZ16,ProtectedUnmanagedForestAEZ16,0,0,0,0,0,0,0,UnmanagedForest,AEZ16,Forest
India,root,ProtectedUnmanagedForestAEZ16,ProtectedUnmanagedForestAEZ16,14.2,12.3,14.2,12.3,43,0,0,UnmanagedForest,AEZ16,Forest
USA,root,ProtectedGrasslandAEZ17,ProtectedGrasslandAEZ17,0,0,0,0,0,0,0,Grassland,AEZ17,Grassland
Canada,root,ProtectedGrasslandAEZ17,ProtectedGrasslandAEZ17,0,0,0,0,0,0,0,Grassland,AEZ17,Grassland
Western Europe,root,ProtectedGrasslandAEZ17,ProtectedGrasslandAEZ17,0,0,0,0,0,0,0,Grassland,AEZ17,Grassland
Japan,root,ProtectedGrasslandAEZ17,ProtectedGrasslandAEZ17,0,0,0,0,0,0,0,Grassland,AEZ17,Grassland
Australia_NZ,root,ProtectedGrasslandAEZ17,ProtectedGrasslandAEZ17,1.8,12.5,1.8,12.5,21,0,0,Grassland,AEZ17,Grassland
Former Soviet Union,root,ProtectedGrasslandAEZ17,ProtectedGrasslandAEZ17,0,0,0,0,0,0,0,Grassland,AEZ17,Grassland
China,root,ProtectedGrasslandAEZ17,ProtectedGrasslandAEZ17,0.8,17,0.8,17,10,0,0,Grassland,AEZ17,Grassland
Middle East,root,ProtectedGrasslandAEZ17,ProtectedGrasslandAEZ17,0,0,0,0,0,0,0,Grassland,AEZ17,Grassland
Africa,root,ProtectedGrasslandAEZ17,ProtectedGrasslandAEZ17,0,0,0,0,0,0,0,Grassland,AEZ17,Grassland
Latin America,root,ProtectedGrasslandAEZ17,ProtectedGrasslandAEZ17,0.8,17,0.8,17,10,0,0,Grassland,AEZ17,Grassland
Southeast Asia,root,ProtectedGrasslandAEZ17,ProtectedGrasslandAEZ17,0,0,0,0,0,0,0,Grassland,AEZ17,Grassland
Eastern Europe,root,ProtectedGrasslandAEZ17,ProtectedGrasslandAEZ17,0,0,0,0,0,0,0,Grassland,AEZ17,Grassland
Korea,root,ProtectedGrasslandAEZ17,ProtectedGrasslandAEZ17,0,0,0,0,0,0,0,Grassland,AEZ17,Grassland
India,root,ProtectedGrasslandAEZ17,ProtectedGrasslandAEZ17,0,0,0,0,0,0,0,Grassland,AEZ17,Grassland
USA,root,ProtectedShrublandAEZ17,ProtectedShrublandAEZ17,0,0,0,0,0,0,0,Shrubland,AEZ17,Shrubland
Canada,root,ProtectedShrublandAEZ17,ProtectedShrublandAEZ17,0,0,0,0,0,0,0,Shrubland,AEZ17,Shrubland
Western Europe,root,ProtectedShrublandAEZ17,ProtectedShrublandAEZ17,0,0,0,0,0,0,0,Shrubland,AEZ17,Shrubland
Japan,root,ProtectedShrublandAEZ17,ProtectedShrublandAEZ17,0,0,0,0,0,0,0,Shrubland,AEZ17,Shrubland
Australia_NZ,root,ProtectedShrublandAEZ17,ProtectedShrublandAEZ17,5.5,6.9,5.5,6.9,18,0,0,Shrubland,AEZ17,Shrubland
Former Soviet Union,root,ProtectedShrublandAEZ17,ProtectedShrublandAEZ17,0,0,0,0,0,0,0,Shrubland,AEZ17,Shrubland
China,root,ProtectedShrublandAEZ17,ProtectedShrublandAEZ17,5.5,6.9,5.5,6.9,18,0,0,Shrubland,AEZ17,Shrubland
Middle East,root,ProtectedShrublandAEZ17,ProtectedShrublandAEZ17,0,0,0,0,0,0,0,Shrubland,AEZ17,Shrubland
Africa,root,ProtectedShrublandAEZ17,ProtectedShrublandAEZ17,0,0,0,0,0,0,0,Shrubland,AEZ17,Shrubland
Latin America,root,ProtectedShrublandAEZ17,ProtectedShrublandAEZ17,0,0,0,0,0,0,0,Shrubland,AEZ17,Shrubland
Southeast Asia,root,ProtectedShrublandAEZ17,ProtectedShrublandAEZ17,0,0,0,0,0,0,0,Shrubland,AEZ17,Shrubland
Eastern Europe,root,ProtectedShrublandAEZ17,ProtectedShrublandAEZ17,0,0,0,0,0,0,0,Shrubland,AEZ17,Shrubland
Korea,root,ProtectedShrublandAEZ17,ProtectedShrublandAEZ17,0,0,0,0,0,0,0,Shrubland,AEZ17,Shrubland
India,root,ProtectedShrublandAEZ17,ProtectedShrublandAEZ17,0,0,0,0,0,0,0,Shrubland,AEZ17,Shrubland
USA,root,ProtectedUnmanagedForestAEZ17,ProtectedUnmanagedForestAEZ17,0,0,0,0,0,0,0,UnmanagedForest,AEZ17,Forest
Canada,root,ProtectedUnmanagedForestAEZ17,ProtectedUnmanagedForestAEZ17,0,0,0,0,0,0,0,UnmanagedForest,AEZ17,Forest
Western Europe,root,ProtectedUnmanagedForestAEZ17,ProtectedUnmanagedForestAEZ17,0,0,0,0,0,0,0,UnmanagedForest,AEZ17,Forest
Japan,root,ProtectedUnmanagedForestAEZ17,ProtectedUnmanagedForestAEZ17,0,0,0,0,0,0,0,UnmanagedForest,AEZ17,Forest
Australia_NZ,root,ProtectedUnmanagedForestAEZ17,ProtectedUnmanagedForestAEZ17,11.6,12.9,11.6,12.9,50,0,0,UnmanagedForest,AEZ17,Forest
Former Soviet Union,root,ProtectedUnmanagedForestAEZ17,ProtectedUnmanagedForestAEZ17,0,0,0,0,0,0,0,UnmanagedForest,AEZ17,Forest
China,root,ProtectedUnmanagedForestAEZ17,ProtectedUnmanagedForestAEZ17,18.3,11.2,18.3,11.2,41,0,0,UnmanagedForest,AEZ17,Forest
Middle East,root,ProtectedUnmanagedForestAEZ17,ProtectedUnmanagedForestAEZ17,0,0,0,0,0,0,0,UnmanagedForest,AEZ17,Forest
Africa,root,ProtectedUnmanagedForestAEZ17,ProtectedUnmanagedForestAEZ17,0,0,0,0,0,0,0,UnmanagedForest,AEZ17,Forest
Latin America,root,ProtectedUnmanagedForestAEZ17,ProtectedUnmanagedForestAEZ17,5,20.6,5,20.6,50,0,0,UnmanagedForest,AEZ17,Forest
Southeast Asia,root,ProtectedUnmanagedForestAEZ17,ProtectedUnmanagedForestAEZ17,0,0,0,0,0,0,0,UnmanagedForest,AEZ17,Forest
Eastern Europe,root,ProtectedUnmanagedForestAEZ17,ProtectedUnmanagedForestAEZ17,0,0,0,0,0,0,0,UnmanagedForest,AEZ17,Forest
Korea,root,ProtectedUnmanagedForestAEZ17,ProtectedUnmanagedForestAEZ17,0,0,0,0,0,0,0,UnmanagedForest,AEZ17,Forest
India,root,ProtectedUnmanagedForestAEZ17,ProtectedUnmanagedForestAEZ17,0,0,0,0,0,0,0,UnmanagedForest,AEZ17,Forest
USA,root,ProtectedGrasslandAEZ18,ProtectedGrasslandAEZ18,0,0,0,0,0,0,0,Grassland,AEZ18,Grassland
Canada,root,ProtectedGrasslandAEZ18,ProtectedGrasslandAEZ18,0,0,0,0,0,0,0,Grassland,AEZ18,Grassland
Western Europe,root,ProtectedGrasslandAEZ18,ProtectedGrasslandAEZ18,0,0,0,0,0,0,0,Grassland,AEZ18,Grassland
Japan,root,ProtectedGrasslandAEZ18,ProtectedGrasslandAEZ18,0,0,0,0,0,0,0,Grassland,AEZ18,Grassland
Australia_NZ,root,ProtectedGrasslandAEZ18,ProtectedGrasslandAEZ18,0,0,0,0,0,0,0,Grassland,AEZ18,Grassland
Former Soviet Union,root,ProtectedGrasslandAEZ18,ProtectedGrasslandAEZ18,0,0,0,0,0,0,0,Grassland,AEZ18,Grassland
China,root,ProtectedGrasslandAEZ18,ProtectedGrasslandAEZ18,0,0,0,0,0,0,0,Grassland,AEZ18,Grassland
Middle East,root,ProtectedGrasslandAEZ18,ProtectedGrasslandAEZ18,0,0,0,0,0,0,0,Grassland,AEZ18,Grassland
Africa,root,ProtectedGrasslandAEZ18,ProtectedGrasslandAEZ18,0,0,0,0,0,0,0,Grassland,AEZ18,Grassland
