INPUT_TABLE
Variable ID
Tech

region,supplysector,subsector,technology,apply.to,from.year,to.year,interpolation.function,CO2,share.weight,input.cost
Japan,FoodDemand_Crops,SugarCrop,SugarCrop,share-weight,2005,9999,fixed,CO2,1,0
Japan,FoodDemand_Crops,Wheat,Wheat,share-weight,2005,9999,fixed,CO2,1,0
Japan,FoodDemand_Meat,Beef,Beef,share-weight,2005,9999,fixed,CO2,1,0
Japan,FoodDemand_Meat,Dairy,Dairy,share-weight,2005,9999,fixed,CO2,1,0
Japan,FoodDemand_Meat,Pork,Pork,share-weight,2005,9999,fixed,CO2,1,0
Japan,FoodDemand_Meat,Poultry,Poultry,share-weight,2005,9999,fixed,CO2,1,0
Japan,FoodDemand_Meat,SheepGoat,SheepGoat,share-weight,2005,9999,fixed,CO2,1,0
Japan,FoodDemand_Meat,OtherMeat_Fish,OtherMeat_Fish,share-weight,2005,9999,fixed,CO2,1,0
Korea,FoodDemand_Crops,Corn,Corn,share-weight,2005,9999,fixed,CO2,1,0
Korea,FoodDemand_Crops,FiberCrop,FiberCrop,share-weight,2005,9999,fixed,CO2,1,0
Korea,FoodDemand_Crops,MiscCrop,MiscCrop,share-weight,2005,9999,fixed,CO2,1,0
Korea,FoodDemand_Crops,OilCrop,OilCrop,share-weight,2005,9999,fixed,CO2,1,0
Korea,FoodDemand_Crops,OtherGrain,OtherGrain,share-weight,2005,9999,fixed,CO2,1,0
Korea,FoodDemand_Crops,PalmFruit,PalmFruit,share-weight,2005,9999,fixed,CO2,1,0
Korea,FoodDemand_Crops,Rice,Rice,share-weight,2005,9999,fixed,CO2,1,0
Korea,FoodDemand_Crops,Root_Tuber,Root_Tuber,share-weight,2005,9999,fixed,CO2,1,0
Korea,FoodDemand_Crops,SugarCrop,SugarCrop,share-weight,2005,9999,fixed,CO2,1,0
Korea,FoodDemand_Crops,Wheat,Wheat,share-weight,2005,9999,fixed,CO2,1,0
Korea,FoodDemand_Meat,Beef,Beef,share-weight,2005,9999,fixed,CO2,1,0
Korea,FoodDemand_Meat,Dairy,Dairy,share-weight,2005,9999,fixed,CO2,1,0
Korea,FoodDemand_Meat,Pork,Pork,share-weight,2005,9999,fixed,CO2,1,0
Korea,FoodDemand_Meat,Poultry,Poultry,share-weight,2005,9999,fixed,CO2,1,0
Korea,FoodDemand_Meat,SheepGoat,SheepGoat,share-weight,2005,9999,fixed,CO2,1,0
Korea,FoodDemand_Meat,OtherMeat_Fish,OtherMeat_Fish,share-weight,2005,9999,fixed,CO2,1,0
Latin America,FoodDemand_Crops,Corn,Corn,share-weight,2005,9999,fixed,CO2,1,0
Latin America,FoodDemand_Crops,FiberCrop,FiberCrop,share-weight,2005,9999,fixed,CO2,1,0
Latin America,FoodDemand_Crops,MiscCrop,MiscCrop,share-weight,2005,9999,fixed,CO2,1,0
Latin America,FoodDemand_Crops,OilCrop,OilCrop,share-weight,2005,9999,fixed,CO2,1,0
Latin America,FoodDemand_Crops,OtherGrain,OtherGrain,share-weight,2005,9999,fixed,CO2,1,0
Latin America,FoodDemand_Crops,PalmFruit,PalmFruit,share-weight,2005,9999,fixed,CO2,1,0
Latin America,FoodDemand_Crops,Rice,Rice,share-weight,2005,9999,fixed,CO2,1,0
Latin America,FoodDemand_Crops,Root_Tuber,Root_Tuber,share-weight,2005,9999,fixed,CO2,1,0
Latin America,FoodDemand_Crops,SugarCrop,SugarCrop,share-weight,2005,9999,fixed,CO2,1,0
Latin America,FoodDemand_Crops,Wheat,Wheat,share-weight,2005,9999,fixed,CO2,1,0
Latin America,FoodDemand_Meat,Beef,Beef,share-weight,2005,9999,fixed,CO2,1,0
Latin America,FoodDemand_Meat,Dairy,Dairy,share-weight,2005,9999,fixed,CO2,1,0
Latin America,FoodDemand_Meat,Pork,Pork,share-weight,2005,9999,fixed,CO2,1,0
Latin America,FoodDemand_Meat,Poultry,Poultry,share-weight,2005,9999,fixed,CO2,1,0
Latin America,FoodDemand_Meat,SheepGoat,SheepGoat,share-weight,2005,9999,fixed,CO2,1,0
Latin America,FoodDemand_Meat,OtherMeat_Fish,OtherMeat_Fish,share-weight,2005,9999,fixed,CO2,1,0
Middle East,FoodDemand_Crops,Corn,Corn,share-weight,2005,9999,fixed,CO2,1,0
Middle East,FoodDemand_Crops,FiberCrop,FiberCrop,share-weight,2005,9999,fixed,CO2,1,0
Middle East,FoodDemand_Crops,MiscCrop,MiscCrop,share-weight,2005,9999,fixed,CO2,1,0
Middle East,FoodDemand_Crops,OilCrop,OilCrop,share-weight,2005,9999,fixed,CO2,1,0
Middle East,FoodDemand_Crops,OtherGrain,OtherGrain,share-weight,2005,9999,fixed,CO2,1,0
Middle East,FoodDemand_Crops,PalmFruit,PalmFruit,share-weight,2005,9999,fixed,CO2,1,0
Middle East,FoodDemand_Crops,Rice,Rice,share-weight,2005,9999,fixed,CO2,1,0
Middle East,FoodDemand_Crops,Root_Tuber,Root_Tuber,share-weight,2005,9999,fixed,CO2,1,0
Middle East,FoodDemand_Crops,SugarCrop,SugarCrop,share-weight,2005,9999,fixed,CO2,1,0
Middle East,FoodDemand_Crops,Wheat,Wheat,share-weight,2005,9999,fixed,CO2,1,0
Middle East,FoodDemand_Meat,Beef,Beef,share-weight,2005,9999,fixed,CO2,1,0
Middle East,FoodDemand_Meat,Dairy,Dairy,share-weight,2005,9999,fixed,CO2,1,0
Middle East,FoodDemand_Meat,Pork,Pork,share-weight,2005,9999,fixed,CO2,1,0
Middle East,FoodDemand_Meat,Poultry,Poultry,share-weight,2005,9999,fixed,CO2,1,0
Middle East,FoodDemand_Meat,SheepGoat,SheepGoat,share-weight,2005,9999,fixed,CO2,1,0
Middle East,FoodDemand_Meat,OtherMeat_Fish,OtherMeat_Fish,share-weight,2005,9999,fixed,CO2,1,0
Southeast Asia,FoodDemand_Crops,Corn,Corn,share-weight,2005,9999,fixed,CO2,1,0
Southeast Asia,FoodDemand_Crops,FiberCrop,FiberCrop,share-weight,2005,9999,fixed,CO2,1,0
Southeast Asia,FoodDemand_Crops,MiscCrop,MiscCrop,share-weight,2005,9999,fixed,CO2,1,0
Southeast Asia,FoodDemand_Crops,OilCrop,OilCrop,share-weight,2005,9999,fixed,CO2,1,0
Southeast Asia,FoodDemand_Crops,OtherGrain,OtherGrain,share-weight,2005,9999,fixed,CO2,1,0
Southeast Asia,FoodDemand_Crops,PalmFruit,PalmFruit,share-weight,2005,9999,fixed,CO2,1,0
Southeast Asia,FoodDemand_Crops,Rice,Rice,share-weight,2005,9999,fixed,CO2,1,0
Southeast Asia,FoodDemand_Crops,Root_Tuber,Root_Tuber,share-weight,2005,9999,fixed,CO2,1,0
Southeast Asia,FoodDemand_Crops,SugarCrop,SugarCrop,share-weight,2005,9999,fixed,CO2,1,0
Southeast Asia,FoodDemand_Crops,Wheat,Wheat,share-weight,2005,9999,fixed,CO2,1,0
Southeast Asia,FoodDemand_Meat,Beef,Beef,share-weight,2005,9999,fixed,CO2,1,0
Southeast Asia,FoodDemand_Meat,Dairy,Dairy,share-weight,2005,9999,fixed,CO2,1,0
Southeast Asia,FoodDemand_Meat,Pork,Pork,share-weight,2005,9999,fixed,CO2,1,0
Southeast Asia,FoodDemand_Meat,Poultry,Poultry,share-weight,2005,9999,fixed,CO2,1,0
Southeast Asia,FoodDemand_Meat,SheepGoat,SheepGoat,share-weight,2005,9999,fixed,CO2,1,0
Southeast Asia,FoodDemand_Meat,OtherMeat_Fish,OtherMeat_Fish,share-weight,2005,9999,fixed,CO2,1,0
USA,FoodDemand_Crops,Corn,Corn,share-weight,2005,9999,fixed,CO2,1,0
USA,FoodDemand_Crops,FiberCrop,FiberCrop,share-weight,2005,9999,fixed,CO2,1,0
USA,FoodDemand_Crops,MiscCrop,MiscCrop,share-weight,2005,9999,fixed,CO2,1,0
USA,FoodDemand_Crops,OilCrop,OilCrop,share-weight,2005,9999,fixed,CO2,1,0
USA,FoodDemand_Crops,OtherGrain,OtherGrain,share-weight,2005,9999,fixed,CO2,1,0
USA,FoodDemand_Crops,PalmFruit,PalmFruit,share-weight,2005,9999,fixed,CO2,1,0
USA,FoodDemand_Crops,Rice,Rice,share-weight,2005,9999,fixed,CO2,1,0
USA,FoodDemand_Crops,Root_Tuber,Root_Tuber,share-weight,2005,9999,fixed,CO2,1,0
USA,FoodDemand_Crops,SugarCrop,SugarCrop,share-weight,2005,9999,fixed,CO2,1,0
USA,FoodDemand_Crops,Wheat,Wheat,share-weight,2005,9999,fixed,CO2,1,0
USA,FoodDemand_Meat,Beef,Beef,share-weight,2005,9999,fixed,CO2,1,0
USA,FoodDemand_Meat,Dairy,Dairy,share-weight,2005,9999,fixed,CO2,1,0
USA,FoodDemand_Meat,Pork,Pork,share-weight,2005,9999,fixed,CO2,1,0
USA,FoodDemand_Meat,Poultry,Poultry,share-weight,2005,9999,fixed,CO2,1,0
USA,FoodDemand_Meat,SheepGoat,SheepGoat,share-weight,2005,9999,fixed,CO2,1,0
USA,FoodDemand_Meat,OtherMeat_Fish,OtherMeat_Fish,share-weight,2005,9999,fixed,CO2,1,0
Western Europe,FoodDemand_Crops,Corn,Corn,share-weight,2005,9999,fixed,CO2,1,0
Western Europe,FoodDemand_Crops,FiberCrop,FiberCrop,share-weight,2005,9999,fixed,CO2,1,0
Western Europe,FoodDemand_Crops,MiscCrop,MiscCrop,share-weight,2005,9999,fixed,CO2,1,0
Western Europe,FoodDemand_Crops,OilCrop,OilCrop,share-weight,2005,9999,fixed,CO2,1,0
Western Europe,FoodDemand_Crops,OtherGrain,OtherGrain,share-weight,2005,9999,fixed,CO2,1,0
Western Europe,FoodDemand_Crops,PalmFruit,PalmFruit,share-weight,2005,9999,fixed,CO2,1,0
Western Europe,FoodDemand_Crops,Rice,Rice,share-weight,2005,9999,fixed,CO2,1,0
Western Europe,FoodDemand_Crops,Root_Tuber,Root_Tuber,share-weight,2005,9999,fixed,CO2,1,0
Western Europe,FoodDemand_Crops,SugarCrop,SugarCrop,share-weight,2005,9999,fixed,CO2,1,0
Western Europe,FoodDemand_Crops,Wheat,Wheat,share-weight,2005,9999,fixed,CO2,1,0
Western Europe,FoodDemand_Meat,Beef,Beef,share-weight,2005,9999,fixed,CO2,1,0
Western Europe,FoodDemand_Meat,Dairy,Dairy,share-weight,2005,9999,fixed,CO2,1,0
Western Europe,FoodDemand_Meat,Pork,Pork,share-weight,2005,9999,fixed,CO2,1,0
Western Europe,FoodDemand_Meat,Poultry,Poultry,share-weight,2005,9999,fixed,CO2,1,0
Western Europe,FoodDemand_Meat,SheepGoat,SheepGoat,share-weight,2005,9999,fixed,CO2,1,0
Western Europe,FoodDemand_Meat,OtherMeat_Fish,OtherMeat_Fish,share-weight,2005,9999,fixed,CO2,1,0
