INPUT_TABLE
Variable ID
LN3_MgdCarbon

region,LandAllocatorRoot,LandNode1,LandNode2,LandNode3,LandLeaf3,hist.veg.carbon.density,hist.soil.carbon.density,veg.carbon.density,soil.carbon.density,mature.age,min.veg.carbon.density,min.soil.carbon.density,GCAM_commodity,AEZ,Cdensity_LT,HarvestIndex,WaterContent,Root_Shoot,Yield
Southeast Asia,root,AgroForestLandAEZ18,AgroForest_NonPastureAEZ18,CropLandAEZ18,biomassAEZ18,0,18.5,0,18.5,10,0,0,biomass,AEZ18,Pasture,1,0.15,0.77,0
Eastern Europe,root,AgroForestLandAEZ18,AgroForest_NonPastureAEZ18,CropLandAEZ18,biomassAEZ18,0,18.5,0,18.5,10,0,0,biomass,AEZ18,Pasture,1,0.15,0.77,0
Korea,root,AgroForestLandAEZ18,AgroForest_NonPastureAEZ18,CropLandAEZ18,biomassAEZ18,0,18.5,0,18.5,10,0,0,biomass,AEZ18,Pasture,1,0.15,0.77,0
India,root,AgroForestLandAEZ18,AgroForest_NonPastureAEZ18,CropLandAEZ18,biomassAEZ18,0,18.5,0,18.5,10,0,0,biomass,AEZ18,Pasture,1,0.15,0.77,0

INPUT_TABLE
Variable ID
11000

from,to
LandNode1,LandNode
LandNode2,LandNode
LandNode3,LandNode
