INPUT_TABLE
Variable ID
LN3_MgdCarbon

region,LandAllocatorRoot,LandNode1,LandNode2,LandNode3,LandLeaf3,hist.veg.carbon.density,hist.soil.carbon.density,veg.carbon.density,soil.carbon.density,mature.age,min.veg.carbon.density,min.soil.carbon.density,GCAM_commodity,AEZ,Cdensity_LT,HarvestIndex,WaterContent,Root_Shoot,Yield
Southeast Asia,root,AgroForestLandAEZ02,AgroForest_NonPastureAEZ02,CropLandAEZ02,biomassAEZ02,0.233,7.5,0.233,7.5,10,0,0,biomass,AEZ02,Pasture,1,0.15,0.77,0.479945727028189
Eastern Europe,root,AgroForestLandAEZ02,AgroForest_NonPastureAEZ02,CropLandAEZ02,biomassAEZ02,0.3,7.5,0.3,7.5,10,0,0,biomass,AEZ02,Pasture,1,0.15,0.77,0.616863230888017
Korea,root,AgroForestLandAEZ02,AgroForest_NonPastureAEZ02,CropLandAEZ02,biomassAEZ02,0.3,7.5,0.3,7.5,10,0,0,biomass,AEZ02,Pasture,1,0.15,0.77,0.616863230888017
India,root,AgroForestLandAEZ02,AgroForest_NonPastureAEZ02,CropLandAEZ02,JatrophaAEZ02,0.238,9.5,0.238,9.5,10,0,0,biomass,AEZ02,Pasture,1,0.15,0.77,0.490704107934895
USA,root,AgroForestLandAEZ03,AgroForest_NonPastureAEZ03,CropLandAEZ03,biomassAEZ03,0.454,9,0.454,9,10,0,0,biomass,AEZ03,Pasture,1,0.15,0.77,0.935266885069514
Canada,root,AgroForestLandAEZ03,AgroForest_NonPastureAEZ03,CropLandAEZ03,biomassAEZ03,0.394,9,0.394,9,10,0,0,biomass,AEZ03,Pasture,1,0.15,0.77,0.810149696138017
Western Europe,root,AgroForestLandAEZ03,AgroForest_NonPastureAEZ03,CropLandAEZ03,biomassAEZ03,0.454,9,0.454,9,10,0,0,biomass,AEZ03,Pasture,1,0.15,0.77,0.935266885069514
Japan,root,AgroForestLandAEZ03,AgroForest_NonPastureAEZ03,CropLandAEZ03,biomassAEZ03,0.454,9,0.454,9,10,0,0,biomass,AEZ03,Pasture,1,0.15,0.77,0.935266885069514
Australia_NZ,root,AgroForestLandAEZ03,AgroForest_NonPastureAEZ03,CropLandAEZ03,biomassAEZ03,0.247,9.5,0.247,9.5,10,0,0,biomass,AEZ03,Pasture,1,0.15,0.77,0.508393283734095
Former Soviet Union,root,AgroForestLandAEZ03,AgroForest_NonPastureAEZ03,CropLandAEZ03,biomassAEZ03,0.284,9,0.284,9,10,0,0,biomass,AEZ03,Pasture,1,0.15,0.77,0.583622896133051
China,root,AgroForestLandAEZ03,AgroForest_NonPastureAEZ03,CropLandAEZ03,biomassAEZ03,0.454,9,0.454,9,10,0,0,biomass,AEZ03,Pasture,1,0.15,0.77,0.935266885069514
Middle East,root,AgroForestLandAEZ03,AgroForest_NonPastureAEZ03,CropLandAEZ03,biomassAEZ03,0.322,9.5,0.322,9.5,10,0,0,biomass,AEZ03,Pasture,1,0.15,0.77,0.66239570181584
Africa,root,AgroForestLandAEZ03,AgroForest_NonPastureAEZ03,AllForestLandAEZ03,eucalyptusAEZ03,0.193,9.5,0.193,9.5,10,0,0,biomass,AEZ03,Pasture,1,0.15,0.77,0.397590634088198
Latin America,root,AgroForestLandAEZ03,AgroForest_NonPastureAEZ03,AllForestLandAEZ03,eucalyptusAEZ03,0.409,9.4,0.409,9.4,10,0,0,biomass,AEZ03,Pasture,1,0.15,0.77,0.84153418573532
Southeast Asia,root,AgroForestLandAEZ03,AgroForest_NonPastureAEZ03,CropLandAEZ03,biomassAEZ03,0.353,9.5,0.353,9.5,10,0,0,biomass,AEZ03,Pasture,1,0.15,0.77,0.727677259145251
Eastern Europe,root,AgroForestLandAEZ03,AgroForest_NonPastureAEZ03,CropLandAEZ03,biomassAEZ03,0.454,9,0.454,9,10,0,0,biomass,AEZ03,Pasture,1,0.15,0.77,0.935266885069514
Korea,root,AgroForestLandAEZ03,AgroForest_NonPastureAEZ03,CropLandAEZ03,biomassAEZ03,0.454,9,0.454,9,10,0,0,biomass,AEZ03,Pasture,1,0.15,0.77,0.935266885069514
India,root,AgroForestLandAEZ03,AgroForest_NonPastureAEZ03,CropLandAEZ03,JatrophaAEZ03,0.361,9.5,0.361,9.5,10,0,0,biomass,AEZ03,Pasture,1,0.15,0.77,0.743988747486874
USA,root,AgroForestLandAEZ04,AgroForest_NonPastureAEZ04,CropLandAEZ04,biomassAEZ04,0.409,10.5,0.409,10.5,10,0,0,biomass,AEZ04,Pasture,1,0.15,0.77,0.841766927317714
Canada,root,AgroForestLandAEZ04,AgroForest_NonPastureAEZ04,CropLandAEZ04,biomassAEZ04,0.354,10.5,0.354,10.5,10,0,0,biomass,AEZ04,Pasture,1,0.15,0.77,0.729157881319394
Western Europe,root,AgroForestLandAEZ04,AgroForest_NonPastureAEZ04,CropLandAEZ04,miscanthusAEZ04,0.409,9.5,0.409,9.5,10,0,0,biomass,AEZ04,Pasture,1,0.15,0.77,0.841766927317714
Japan,root,AgroForestLandAEZ04,AgroForest_NonPastureAEZ04,CropLandAEZ04,biomassAEZ04,0.409,10.5,0.409,10.5,10,0,0,biomass,AEZ04,Pasture,1,0.15,0.77,0.841766927317714
Australia_NZ,root,AgroForestLandAEZ04,AgroForest_NonPastureAEZ04,CropLandAEZ04,biomassAEZ04,0.222,9.5,0.222,9.5,10,0,0,biomass,AEZ04,Pasture,1,0.15,0.77,0.457568485690589
Former Soviet Union,root,AgroForestLandAEZ04,AgroForest_NonPastureAEZ04,CropLandAEZ04,biomassAEZ04,0.255,10.5,0.255,10.5,10,0,0,biomass,AEZ04,Pasture,1,0.15,0.77,0.525277286978537
China,root,AgroForestLandAEZ04,AgroForest_NonPastureAEZ04,CropLandAEZ04,biomassAEZ04,0.409,9.5,0.409,9.5,10,0,0,biomass,AEZ04,Pasture,1,0.15,0.77,0.841766927317714
Middle East,root,AgroForestLandAEZ04,AgroForest_NonPastureAEZ04,CropLandAEZ04,biomassAEZ04,0.29,10.5,0.29,10.5,10,0,0,biomass,AEZ04,Pasture,1,0.15,0.77,0.596175063489537
Africa,root,AgroForestLandAEZ04,AgroForest_NonPastureAEZ04,AllForestLandAEZ04,eucalyptusAEZ04,0.174,9.5,0.174,9.5,10,0,0,biomass,AEZ04,Pasture,1,0.15,0.77,0.357842934171511
Latin America,root,AgroForestLandAEZ04,AgroForest_NonPastureAEZ04,AllForestLandAEZ04,eucalyptusAEZ04,0.368,9.6,0.368,9.6,10,0,0,biomass,AEZ04,Pasture,1,0.15,0.77,0.757404818953451
Southeast Asia,root,AgroForestLandAEZ04,AgroForest_NonPastureAEZ04,CropLandAEZ04,biomassAEZ04,0.318,9.5,0.318,9.5,10,0,0,biomass,AEZ04,Pasture,1,0.15,0.77,0.65493033089068
Eastern Europe,root,AgroForestLandAEZ04,AgroForest_NonPastureAEZ04,CropLandAEZ04,biomassAEZ04,0.409,10.5,0.409,10.5,10,0,0,biomass,AEZ04,Pasture,1,0.15,0.77,0.841766927317714
Korea,root,AgroForestLandAEZ04,AgroForest_NonPastureAEZ04,CropLandAEZ04,biomassAEZ04,0.409,10.5,0.409,10.5,10,0,0,biomass,AEZ04,Pasture,1,0.15,0.77,0.841766927317714
India,root,AgroForestLandAEZ04,AgroForest_NonPastureAEZ04,CropLandAEZ04,JatrophaAEZ04,0.325,9.5,0.325,9.5,10,0,0,biomass,AEZ04,Pasture,1,0.15,0.77,0.669611136594914
USA,root,AgroForestLandAEZ05,AgroForest_NonPastureAEZ05,CropLandAEZ05,biomassAEZ05,0.422,12,0.422,12,10,0,0,biomass,AEZ05,Pasture,1,0.15,0.77,0.868049833516886
Canada,root,AgroForestLandAEZ05,AgroForest_NonPastureAEZ05,CropLandAEZ05,biomassAEZ05,0.365,12,0.365,12,10,0,0,biomass,AEZ05,Pasture,1,0.15,0.77,0.751924739433166
Western Europe,root,AgroForestLandAEZ05,AgroForest_NonPastureAEZ05,CropLandAEZ05,biomassAEZ05,0.422,12,0.422,12,10,0,0,biomass,AEZ05,Pasture,1,0.15,0.77,0.868049833516886
Japan,root,AgroForestLandAEZ05,AgroForest_NonPastureAEZ05,CropLandAEZ05,biomassAEZ05,0.422,12,0.422,12,10,0,0,biomass,AEZ05,Pasture,1,0.15,0.77,0.868049833516886
Australia_NZ,root,AgroForestLandAEZ05,AgroForest_NonPastureAEZ05,CropLandAEZ05,biomassAEZ05,0.229,9.5,0.229,9.5,10,0,0,biomass,AEZ05,Pasture,1,0.15,0.77,0.47185537342497
Former Soviet Union,root,AgroForestLandAEZ05,AgroForest_NonPastureAEZ05,CropLandAEZ05,biomassAEZ05,0.263,12,0.263,12,10,0,0,biomass,AEZ05,Pasture,1,0.15,0.77,0.541678280191949
China,root,AgroForestLandAEZ05,AgroForest_NonPastureAEZ05,CropLandAEZ05,biomassAEZ05,0.422,9.5,0.422,9.5,10,0,0,biomass,AEZ05,Pasture,1,0.15,0.77,0.868049833516886
Middle East,root,AgroForestLandAEZ05,AgroForest_NonPastureAEZ05,CropLandAEZ05,biomassAEZ05,0.299,12,0.299,12,10,0,0,biomass,AEZ05,Pasture,1,0.15,0.77,0.614789733136766
Africa,root,AgroForestLandAEZ05,AgroForest_NonPastureAEZ05,AllForestLandAEZ05,eucalyptusAEZ05,0.179,9.5,0.179,9.5,10,0,0,biomass,AEZ05,Pasture,1,0.15,0.77,0.369016041557466
Latin America,root,AgroForestLandAEZ05,AgroForest_NonPastureAEZ05,AllForestLandAEZ05,eucalyptusAEZ05,0.379,9.7,0.379,9.7,10,0,0,biomass,AEZ05,Pasture,1,0.15,0.77,0.781053645208469
Southeast Asia,root,AgroForestLandAEZ05,AgroForest_NonPastureAEZ05,CropLandAEZ05,biomassAEZ05,0.328,9.5,0.328,9.5,10,0,0,biomass,AEZ05,Pasture,1,0.15,0.77,0.675379545388383
Eastern Europe,root,AgroForestLandAEZ05,AgroForest_NonPastureAEZ05,CropLandAEZ05,biomassAEZ05,0.422,12,0.422,12,10,0,0,biomass,AEZ05,Pasture,1,0.15,0.77,0.868049833516886
Korea,root,AgroForestLandAEZ05,AgroForest_NonPastureAEZ05,CropLandAEZ05,biomassAEZ05,0.422,12,0.422,12,10,0,0,biomass,AEZ05,Pasture,1,0.15,0.77,0.868049833516886
India,root,AgroForestLandAEZ05,AgroForest_NonPastureAEZ05,CropLandAEZ05,JatrophaAEZ05,0.335,9.9,0.335,9.9,10,0,0,biomass,AEZ05,Pasture,1,0.15,0.77,0.690518737169251
USA,root,AgroForestLandAEZ06,AgroForest_NonPastureAEZ06,CropLandAEZ06,biomassAEZ06,0.478,13.5,0.478,13.5,10,0,0,biomass,AEZ06,Pasture,1,0.15,0.77,0.984106884305777
Canada,root,AgroForestLandAEZ06,AgroForest_NonPastureAEZ06,CropLandAEZ06,biomassAEZ06,0.414,13.5,0.414,13.5,10,0,0,biomass,AEZ06,Pasture,1,0.15,0.77,0.8524560272744
Western Europe,root,AgroForestLandAEZ06,AgroForest_NonPastureAEZ06,CropLandAEZ06,biomassAEZ06,0.478,13.5,0.478,13.5,10,0,0,biomass,AEZ06,Pasture,1,0.15,0.77,0.984106884305777
Japan,root,AgroForestLandAEZ06,AgroForest_NonPastureAEZ06,CropLandAEZ06,biomassAEZ06,0.478,13.5,0.478,13.5,10,0,0,biomass,AEZ06,Pasture,1,0.15,0.77,0.984106884305777
Australia_NZ,root,AgroForestLandAEZ06,AgroForest_NonPastureAEZ06,CropLandAEZ06,biomassAEZ06,0.26,10.2,0.26,10.2,10,0,0,biomass,AEZ06,Pasture,1,0.15,0.77,0.534941778057671
Former Soviet Union,root,AgroForestLandAEZ06,AgroForest_NonPastureAEZ06,CropLandAEZ06,biomassAEZ06,0.298,13.5,0.298,13.5,10,0,0,biomass,AEZ06,Pasture,1,0.15,0.77,0.614099909974171
China,root,AgroForestLandAEZ06,AgroForest_NonPastureAEZ06,CropLandAEZ06,biomassAEZ06,0.478,9.5,0.478,9.5,10,0,0,biomass,AEZ06,Pasture,1,0.15,0.77,0.984106884305777
Middle East,root,AgroForestLandAEZ06,AgroForest_NonPastureAEZ06,CropLandAEZ06,biomassAEZ06,0.339,13.5,0.339,13.5,10,0,0,biomass,AEZ06,Pasture,1,0.15,0.77,0.696986262101086
Africa,root,AgroForestLandAEZ06,AgroForest_NonPastureAEZ06,AllForestLandAEZ06,eucalyptusAEZ06,0.203,9.6,0.203,9.6,10,0,0,biomass,AEZ06,Pasture,1,0.15,0.77,0.418352971101521
Latin America,root,AgroForestLandAEZ06,AgroForest_NonPastureAEZ06,AllForestLandAEZ06,eucalyptusAEZ06,0.43,10.6,0.43,10.6,10,0,0,biomass,AEZ06,Pasture,1,0.15,0.77,0.885479427082714
Southeast Asia,root,AgroForestLandAEZ06,AgroForest_NonPastureAEZ06,CropLandAEZ06,biomassAEZ06,0.372,11.2,0.372,11.2,10,0,0,biomass,AEZ06,Pasture,1,0.15,0.77,0.765676847656566
Eastern Europe,root,AgroForestLandAEZ06,AgroForest_NonPastureAEZ06,CropLandAEZ06,biomassAEZ06,0.478,13.5,0.478,13.5,10,0,0,biomass,AEZ06,Pasture,1,0.15,0.77,0.984106884305777
Korea,root,AgroForestLandAEZ06,AgroForest_NonPastureAEZ06,CropLandAEZ06,biomassAEZ06,0.478,13.5,0.478,13.5,10,0,0,biomass,AEZ06,Pasture,1,0.15,0.77,0.984106884305777
India,root,AgroForestLandAEZ06,AgroForest_NonPastureAEZ06,CropLandAEZ06,JatrophaAEZ06,0.38,13.5,0.38,13.5,10,0,0,biomass,AEZ06,Pasture,1,0.15,0.77,0.782840128241526
USA,root,AgroForestLandAEZ07,AgroForest_NonPastureAEZ07,CropLandAEZ07,biomassAEZ07,0.704,8.6,0.704,8.6,10,0,0,biomass,AEZ07,Pasture,1,0.15,0.77,1.44955923476544
Canada,root,AgroForestLandAEZ07,AgroForest_NonPastureAEZ07,CropLandAEZ07,biomassAEZ07,0.61,8.5,0.61,8.5,10,0,0,biomass,AEZ07,Pasture,1,0.15,0.77,1.2556415632015
Western Europe,root,AgroForestLandAEZ07,AgroForest_NonPastureAEZ07,CropLandAEZ07,miscanthusAEZ07,0.704,8.5,0.704,8.5,10,0,0,biomass,AEZ07,Pasture,1,0.15,0.77,1.44955923476544
Japan,root,AgroForestLandAEZ07,AgroForest_NonPastureAEZ07,CropLandAEZ07,biomassAEZ07,0.704,8.5,0.704,8.5,10,0,0,biomass,AEZ07,Pasture,1,0.15,0.77,1.44955923476544
Australia_NZ,root,AgroForestLandAEZ07,AgroForest_NonPastureAEZ07,CropLandAEZ07,biomassAEZ07,0.383,9.4,0.383,9.4,10,0,0,biomass,AEZ07,Pasture,1,0.15,0.77,0.78795281977156
Former Soviet Union,root,AgroForestLandAEZ07,AgroForest_NonPastureAEZ07,CropLandAEZ07,biomassAEZ07,0.439,8.6,0.439,8.6,10,0,0,biomass,AEZ07,Pasture,1,0.15,0.77,0.904550318433794
China,root,AgroForestLandAEZ07,AgroForest_NonPastureAEZ07,CropLandAEZ07,biomassAEZ07,0.704,8.5,0.704,8.5,10,0,0,biomass,AEZ07,Pasture,1,0.15,0.77,1.44955923476544
Middle East,root,AgroForestLandAEZ07,AgroForest_NonPastureAEZ07,CropLandAEZ07,biomassAEZ07,0.499,8.8,0.499,8.8,10,0,0,biomass,AEZ07,Pasture,1,0.15,0.77,1.02663937103335
Africa,root,AgroForestLandAEZ07,AgroForest_NonPastureAEZ07,AllForestLandAEZ07,eucalyptusAEZ07,0.299,8.9,0.299,8.9,10,0,0,biomass,AEZ07,Pasture,1,0.15,0.77,0.616221085659371
Latin America,root,AgroForestLandAEZ07,AgroForest_NonPastureAEZ07,AllForestLandAEZ07,eucalyptusAEZ07,0.634,8.5,0.634,8.5,10,0,0,biomass,AEZ07,Pasture,1,0.15,0.77,1.30428401751098
Southeast Asia,root,AgroForestLandAEZ07,AgroForest_NonPastureAEZ07,CropLandAEZ07,biomassAEZ07,0.548,8.7,0.548,8.7,10,0,0,biomass,AEZ07,Pasture,1,0.15,0.77,1.12781849519285
Eastern Europe,root,AgroForestLandAEZ07,AgroForest_NonPastureAEZ07,CropLandAEZ07,biomassAEZ07,0.704,8.5,0.704,8.5,10,0,0,biomass,AEZ07,Pasture,1,0.15,0.77,1.44955923476544
Korea,root,AgroForestLandAEZ07,AgroForest_NonPastureAEZ07,CropLandAEZ07,biomassAEZ07,0.704,8.5,0.704,8.5,10,0,0,biomass,AEZ07,Pasture,1,0.15,0.77,1.44955923476544
India,root,AgroForestLandAEZ07,AgroForest_NonPastureAEZ07,CropLandAEZ07,biomassAEZ07,0.56,8.5,0.56,8.5,10,0,0,biomass,AEZ07,Pasture,1,0.15,0.77,1.15309948069103
USA,root,AgroForestLandAEZ08,AgroForest_NonPastureAEZ08,CropLandAEZ08,biomassAEZ08,0.62,10,0.62,10,10,0,0,biomass,AEZ08,Pasture,1,0.15,0.77,1.27628593586774
Canada,root,AgroForestLandAEZ08,AgroForest_NonPastureAEZ08,CropLandAEZ08,biomassAEZ08,0.537,9.8,0.537,9.8,10,0,0,biomass,AEZ08,Pasture,1,0.15,0.77,1.10554824471479
Western Europe,root,AgroForestLandAEZ08,AgroForest_NonPastureAEZ08,CropLandAEZ08,miscanthusAEZ08,0.62,9.8,0.62,9.8,10,0,0,biomass,AEZ08,Pasture,1,0.15,0.77,1.27628593586774
Japan,root,AgroForestLandAEZ08,AgroForest_NonPastureAEZ08,CropLandAEZ08,biomassAEZ08,0.62,10,0.62,10,10,0,0,biomass,AEZ08,Pasture,1,0.15,0.77,1.27628593586774
Australia_NZ,root,AgroForestLandAEZ08,AgroForest_NonPastureAEZ08,CropLandAEZ08,biomassAEZ08,0.337,9.5,0.337,9.5,10,0,0,biomass,AEZ08,Pasture,1,0.15,0.77,0.693764751300074
Former Soviet Union,root,AgroForestLandAEZ08,AgroForest_NonPastureAEZ08,CropLandAEZ08,biomassAEZ08,0.387,9.9,0.387,9.9,10,0,0,biomass,AEZ08,Pasture,1,0.15,0.77,0.7964247489952
China,root,AgroForestLandAEZ08,AgroForest_NonPastureAEZ08,CropLandAEZ08,biomassAEZ08,0.62,9.9,0.62,9.9,10,0,0,biomass,AEZ08,Pasture,1,0.15,0.77,1.27628593586774
Middle East,root,AgroForestLandAEZ08,AgroForest_NonPastureAEZ08,CropLandAEZ08,biomassAEZ08,0.439,9.9,0.439,9.9,10,0,0,biomass,AEZ08,Pasture,1,0.15,0.77,0.903919866834549
Africa,root,AgroForestLandAEZ08,AgroForest_NonPastureAEZ08,AllForestLandAEZ08,eucalyptusAEZ08,0.264,9.7,0.264,9.7,10,0,0,biomass,AEZ08,Pasture,1,0.15,0.77,0.542560997957058
Latin America,root,AgroForestLandAEZ08,AgroForest_NonPastureAEZ08,AllForestLandAEZ08,eucalyptusAEZ08,0.558,10,0.558,10,10,0,0,biomass,AEZ08,Pasture,1,0.15,0.77,1.14837621533673
Southeast Asia,root,AgroForestLandAEZ08,AgroForest_NonPastureAEZ08,CropLandAEZ08,biomassAEZ08,0.482,9.9,0.482,9.9,10,0,0,biomass,AEZ08,Pasture,1,0.15,0.77,0.993004527930914
Eastern Europe,root,AgroForestLandAEZ08,AgroForest_NonPastureAEZ08,AllForestLandAEZ08,willowAEZ08,0.62,9.8,0.62,9.8,10,0,0,biomass,AEZ08,Pasture,1,0.15,0.77,1.27628593586774
Korea,root,AgroForestLandAEZ08,AgroForest_NonPastureAEZ08,CropLandAEZ08,biomassAEZ08,0.62,10,0.62,10,10,0,0,biomass,AEZ08,Pasture,1,0.15,0.77,1.27628593586774
India,root,AgroForestLandAEZ08,AgroForest_NonPastureAEZ08,CropLandAEZ08,biomassAEZ08,0.493,9.5,0.493,9.5,10,0,0,biomass,AEZ08,Pasture,1,0.15,0.77,1.01526354671563
USA,root,AgroForestLandAEZ09,AgroForest_NonPastureAEZ09,CropLandAEZ09,biomassAEZ09,0.717,11,0.717,11,10,0,0,biomass,AEZ09,Pasture,1,0.15,0.77,1.47569194627067
Canada,root,AgroForestLandAEZ09,AgroForest_NonPastureAEZ09,CropLandAEZ09,biomassAEZ09,0.621,10,0.621,10,10,0,0,biomass,AEZ09,Pasture,1,0.15,0.77,1.27827831921543
Western Europe,root,AgroForestLandAEZ09,AgroForest_NonPastureAEZ09,CropLandAEZ09,miscanthusAEZ09,0.717,10.1,0.717,10.1,10,0,0,biomass,AEZ09,Pasture,1,0.15,0.77,1.47569194627067
Japan,root,AgroForestLandAEZ09,AgroForest_NonPastureAEZ09,CropLandAEZ09,biomassAEZ09,0.717,9.5,0.717,9.5,10,0,0,biomass,AEZ09,Pasture,1,0.15,0.77,1.47569194627067
Australia_NZ,root,AgroForestLandAEZ09,AgroForest_NonPastureAEZ09,CropLandAEZ09,biomassAEZ09,0.39,9.6,0.39,9.6,10,0,0,biomass,AEZ09,Pasture,1,0.15,0.77,0.802158064528017
Former Soviet Union,root,AgroForestLandAEZ09,AgroForest_NonPastureAEZ09,CropLandAEZ09,biomassAEZ09,0.447,10.4,0.447,10.4,10,0,0,biomass,AEZ09,Pasture,1,0.15,0.77,0.92085758753096
China,root,AgroForestLandAEZ09,AgroForest_NonPastureAEZ09,CropLandAEZ09,biomassAEZ09,0.717,10.3,0.717,10.3,10,0,0,biomass,AEZ09,Pasture,1,0.15,0.77,1.47569194627067
Middle East,root,AgroForestLandAEZ09,AgroForest_NonPastureAEZ09,CropLandAEZ09,biomassAEZ09,0.508,9.8,0.508,9.8,10,0,0,biomass,AEZ09,Pasture,1,0.15,0.77,1.0451476664239
Africa,root,AgroForestLandAEZ09,AgroForest_NonPastureAEZ09,AllForestLandAEZ09,eucalyptusAEZ09,0.305,9.7,0.305,9.7,10,0,0,biomass,AEZ09,Pasture,1,0.15,0.77,0.627330343886811
Latin America,root,AgroForestLandAEZ09,AgroForest_NonPastureAEZ09,AllForestLandAEZ09,eucalyptusAEZ09,0.645,11.3,0.645,11.3,10,0,0,biomass,AEZ09,Pasture,1,0.15,0.77,1.32779770162478
