SheepGoat Supply,,,,,,,,,,,,,,,,,,
Units and sector type,,,,,,,,,,,,,,,,,,
INPUT_TABLE,,,,,,,,,,,,,,,,,,
Variable ID,,,,,,,,,,,,,,,,,,
70,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
region,supplysector,output-unit,input-unit,price-unit,sectorType,,,,,,,,,,,,,
Japan,SheepGoat,Mixed,OtherGrain,OtherGrain,839,293,1,1,1,1,1,1,1,1,1,,,
Australia_NZ,SheepGoat,Mixed,OtherGrain,OtherGrain,212970,937289,1,1,1,1,1,1,1,1,1,,,
Former Soviet Union,SheepGoat,Mixed,OtherGrain,OtherGrain,4012320,626522,1,1,1,1,1,1,1,1,1,,,
China,SheepGoat,Mixed,OtherGrain,OtherGrain,4332,16058,1,1,1,1,1,1,1,1,1,,,
Middle East,SheepGoat,Mixed,OtherGrain,OtherGrain,5010027,5827250,1,1,1,1,1,1,1,1,1,,,
Africa,SheepGoat,Mixed,OtherGrain,OtherGrain,377469,286307,1,1,1,1,1,1,1,1,1,,,
Latin America,SheepGoat,Mixed,OtherGrain,OtherGrain,29796,45839,1,1,1,1,1,1,1,1,1,,,
Southeast Asia,SheepGoat,Mixed,OtherGrain,OtherGrain,5189,4102,1,1,1,1,1,1,1,1,1,,,
Eastern Europe,SheepGoat,Mixed,OtherGrain,OtherGrain,564103,367833,1,1,1,1,1,1,1,1,1,,,
Korea,SheepGoat,Mixed,OtherGrain,OtherGrain,82,9,1,1,1,1,1,1,1,1,1,,,
India,SheepGoat,Mixed,OtherGrain,OtherGrain,9738,8350,1,1,1,1,1,1,1,1,1,,,
USA,SheepGoat,Mixed,Rice,Rice,0,0,1,0,0,0,0,0,0,0,0,,,
Canada,SheepGoat,Mixed,Rice,Rice,0,0,1,0,0,0,0,0,0,0,0,,,
Western Europe,SheepGoat,Mixed,Rice,Rice,6389,6102,1,1,1,1,1,1,1,1,1,,,
Japan,SheepGoat,Mixed,Rice,Rice,3,6,1,1,1,1,1,1,1,1,1,,,
Australia_NZ,SheepGoat,Mixed,Rice,Rice,0,0,1,0,0,0,0,0,0,0,0,,,
Former Soviet Union,SheepGoat,Mixed,Rice,Rice,0,0,1,0,0,0,0,0,0,0,0,,,
China,SheepGoat,Mixed,Rice,Rice,2837,9288,1,1,1,1,1,1,1,1,1,,,
Middle East,SheepGoat,Mixed,Rice,Rice,86972,210226,1,1,1,1,1,1,1,1,1,,,
Africa,SheepGoat,Mixed,Rice,Rice,37992,22619,1,1,1,1,1,1,1,1,1,,,
Latin America,SheepGoat,Mixed,Rice,Rice,626,899,1,1,1,1,1,1,1,1,1,,,
Southeast Asia,SheepGoat,Mixed,Rice,Rice,35902,50394,1,1,1,1,1,1,1,1,1,,,
Eastern Europe,SheepGoat,Mixed,Rice,Rice,43,189,1,1,1,1,1,1,1,1,1,,,
Korea,SheepGoat,Mixed,Rice,Rice,0,0,1,0,0,0,0,0,0,0,0,,,
India,SheepGoat,Mixed,Rice,Rice,6582,6377,1,1,1,1,1,1,1,1,1,,,
USA,SheepGoat,Mixed,SugarCrop,SugarCrop,0,0,1,0,0,0,0,0,0,0,0,,,
Canada,SheepGoat,Mixed,SugarCrop,SugarCrop,19,7,1,1,1,1,1,1,1,1,1,,,
Western Europe,SheepGoat,Mixed,SugarCrop,SugarCrop,51517,24002,1,1,1,1,1,1,1,1,1,,,
Japan,SheepGoat,Mixed,SugarCrop,SugarCrop,0,0,1,0,0,0,0,0,0,0,0,,,
Australia_NZ,SheepGoat,Mixed,SugarCrop,SugarCrop,0,0,1,0,0,0,0,0,0,0,0,,,
Former Soviet Union,SheepGoat,Mixed,SugarCrop,SugarCrop,67593,28053,1,1,1,1,1,1,1,1,1,,,
China,SheepGoat,Mixed,SugarCrop,SugarCrop,5050,15331,1,1,1,1,1,1,1,1,1,,,
Middle East,SheepGoat,Mixed,SugarCrop,SugarCrop,23565,27283,1,1,1,1,1,1,1,1,1,,,
Africa,SheepGoat,Mixed,SugarCrop,SugarCrop,14679,13800,1,1,1,1,1,1,1,1,1,,,
Latin America,SheepGoat,Mixed,SugarCrop,SugarCrop,34967,35348,1,1,1,1,1,1,1,1,1,,,
Southeast Asia,SheepGoat,Mixed,SugarCrop,SugarCrop,10520,16650,1,1,1,1,1,1,1,1,1,,,
Eastern Europe,SheepGoat,Mixed,SugarCrop,SugarCrop,9294,3368,1,1,1,1,1,1,1,1,1,,,
Korea,SheepGoat,Mixed,SugarCrop,SugarCrop,0,0,1,0,0,0,0,0,0,0,0,,,
India,SheepGoat,Mixed,SugarCrop,SugarCrop,22656,20290,1,1,1,1,1,1,1,1,1,,,
USA,SheepGoat,Mixed,Wheat,Wheat,25535,6260,1,1,1,1,1,1,1,1,1,,,
Canada,SheepGoat,Mixed,Wheat,Wheat,4644,6371,1,1,1,1,1,1,1,1,1,,,
Western Europe,SheepGoat,Mixed,Wheat,Wheat,571660,1128363,1,1,1,1,1,1,1,1,1,,,
Japan,SheepGoat,Mixed,Wheat,Wheat,101,38,1,1,1,1,1,1,1,1,1,,,
Australia_NZ,SheepGoat,Mixed,Wheat,Wheat,53020,179508,1,1,1,1,1,1,1,1,1,,,
Former Soviet Union,SheepGoat,Mixed,Wheat,Wheat,3015728,554879,1,1,1,1,1,1,1,1,1,,,
China,SheepGoat,Mixed,Wheat,Wheat,2344,5193,1,1,1,1,1,1,1,1,1,,,
Middle East,SheepGoat,Mixed,Wheat,Wheat,745527,1211293,1,1,1,1,1,1,1,1,1,,,
Africa,SheepGoat,Mixed,Wheat,Wheat,145972,127254,1,1,1,1,1,1,1,1,1,,,
Latin America,SheepGoat,Mixed,Wheat,Wheat,3258,2323,1,1,1,1,1,1,1,1,1,,,
Southeast Asia,SheepGoat,Mixed,Wheat,Wheat,6289,7980,1,1,1,1,1,1,1,1,1,,,
Eastern Europe,SheepGoat,Mixed,Wheat,Wheat,374678,190275,1,1,1,1,1,1,1,1,1,,,
Korea,SheepGoat,Mixed,Wheat,Wheat,438,288,1,1,1,1,1,1,1,1,1,,,
India,SheepGoat,Mixed,Wheat,Wheat,10601,12552,1,1,1,1,1,1,1,1,1,,,
USA,SheepGoat,Mixed,Pasture,Pasture,4982625,2407917,1,1,1,1,1,1,1,1,1,,,
Canada,SheepGoat,Mixed,Pasture,Pasture,272092,457649,1,1,1,1,1,1,1,1,1,,,
Western Europe,SheepGoat,Mixed,Pasture,Pasture,65438476,61426027,1,1,1,1,1,1,1,1,1,,,
Japan,SheepGoat,Mixed,Pasture,Pasture,16793,8771,1,1,1,1,1,1,1,1,1,,,
Australia_NZ,SheepGoat,Mixed,Pasture,Pasture,14323088,14400333,1,1,1,1,1,1,1,1,1,,,
Former Soviet Union,SheepGoat,Mixed,Pasture,Pasture,57752981,21966416,1,1,1,1,1,1,1,1,1,,,
China,SheepGoat,Mixed,Pasture,Pasture,10647730,35967648,1,1,1,1,1,1,1,1,1,,,
Middle East,SheepGoat,Mixed,Pasture,Pasture,12347992,14406496,1,1,1,1,1,1,1,1,1,,,
Africa,SheepGoat,Mixed,Pasture,Pasture,27558628,33444361,1,1,1,1,1,1,1,1,1,,,
Latin America,SheepGoat,Mixed,Pasture,Pasture,17940886,18186919,1,1,1,1,1,1,1,1,1,,,
Southeast Asia,SheepGoat,Mixed,Pasture,Pasture,14889789,14792820,1,1,1,1,1,1,1,1,1,,,
Eastern Europe,SheepGoat,Mixed,Pasture,Pasture,30052885,12802893,1,1,1,1,1,1,1,1,1,,,
Korea,SheepGoat,Mixed,Pasture,Pasture,57809,120256,1,1,1,1,1,1,1,1,1,,,
India,SheepGoat,Mixed,Pasture,Pasture,9754523,9309908,1,1,1,1,1,1,1,1,1,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Calibrated inputs: Pastoral,,,,,,,,,,,,,,,,,,
INPUT_TABLE,,,,,,,,,,,,,,,,,,
Variable ID,,,,,,,,,,,,,,,,,,
7000,,,,,,,,,,,,,,,,,,
,,,,,,,share-weight,,,,,,,,,,,
region,supplysector,subsector,technology,minicam-energy-input,1990,2005,1975,1990,2005,2020,2035,2050,2065,2080,2095,,,
USA,SheepGoat,Pastoral,Pasture,Pasture,7337268,3234992,1,1,1,1,1,1,1,1,1,,,
Canada,SheepGoat,Pastoral,Pasture,Pasture,366571,622036,1,1,1,1,1,1,1,1,1,,,
Western Europe,SheepGoat,Pastoral,Pasture,Pasture,597920,445632,1,1,1,1,1,1,1,1,1,,,
Japan,SheepGoat,Pastoral,Pasture,Pasture,0,0,1,0,0,0,0,0,0,0,0,,,
Australia_NZ,SheepGoat,Pastoral,Pasture,Pasture,62020794,60413901,1,1,1,1,1,1,1,1,1,,,
Former Soviet Union,SheepGoat,Pastoral,Pasture,Pasture,1056749,521231,1,1,1,1,1,1,1,1,1,,,
China,SheepGoat,Pastoral,Pasture,Pasture,59082719,179065935,1,1,1,1,1,1,1,1,1,,,
Middle East,SheepGoat,Pastoral,Pasture,Pasture,1143222,1490170,1,1,1,1,1,1,1,1,1,,,
Africa,SheepGoat,Pastoral,Pasture,Pasture,35497678,37644939,1,1,1,1,1,1,1,1,1,,,
Latin America,SheepGoat,Pastoral,Pasture,Pasture,44847352,34031151,1,1,1,1,1,1,1,1,1,,,
Southeast Asia,SheepGoat,Pastoral,Pasture,Pasture,4465459,4665024,1,1,1,1,1,1,1,1,1,,,
Eastern Europe,SheepGoat,Pastoral,Pasture,Pasture,0,0,1,0,0,0,0,0,0,0,0,,,
Korea,SheepGoat,Pastoral,Pasture,Pasture,506527,594565,1,1,1,1,1,1,1,1,1,,,
India,SheepGoat,Pastoral,Pasture,Pasture,2078671,2116541,1,1,1,1,1,1,1,1,1,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Calibrated inputs: Scavenging,,,,,,,,,,,,,,,,,,
INPUT_TABLE,,,,,,,,,,,,,,,,,,
Variable ID,,,,,,,,,,,,,,,,,,
7000,,,,,minicam-energy-input,,,,,,,,,,,,,
,,,,,calibrated-value,,share-weight,,,,,,,,,,,
region,supplysector,subsector,technology,minicam-energy-input,1990,2005,1975,1990,2005,2020,2035,2050,2065,2080,2095,,,
USA,SheepGoat,Mixed,Scavenging,Scavenging,0,0,1,0,0,0,0,0,0,0,0,,,
Canada,SheepGoat,Mixed,Scavenging,Scavenging,0,0,1,0,0,0,0,0,0,0,0,,,
Western Europe,SheepGoat,Mixed,Scavenging,Scavenging,963794,861152,1,1,1,1,1,1,1,1,1,,,
Japan,SheepGoat,Mixed,Scavenging,Scavenging,0,0,1,0,0,0,0,0,0,0,0,,,
Australia_NZ,SheepGoat,Mixed,Scavenging,Scavenging,1830875,1840749,1,1,1,1,1,1,1,1,1,,,
Former Soviet Union,SheepGoat,Mixed,Scavenging,Scavenging,2192580,963399,1,1,1,1,1,1,1,1,1,,,
China,SheepGoat,Mixed,Scavenging,Scavenging,604918,2043391,1,1,1,1,1,1,1,1,1,,,
Middle East,SheepGoat,Mixed,Scavenging,Scavenging,2295861,2946459,1,1,1,1,1,1,1,1,1,,,
Africa,SheepGoat,Mixed,Scavenging,Scavenging,3789392,4460129,1,1,1,1,1,1,1,1,1,,,
Latin America,SheepGoat,Mixed,Scavenging,Scavenging,1019256,1033234,1,1,1,1,1,1,1,1,1,,,
Southeast Asia,SheepGoat,Mixed,Scavenging,Scavenging,13603472,12600941,1,1,1,1,1,1,1,1,1,,,
Eastern Europe,SheepGoat,Mixed,Scavenging,Scavenging,0,0,1,0,0,0,0,0,0,0,0,,,
Korea,SheepGoat,Mixed,Scavenging,Scavenging,3284,6832,1,1,1,1,1,1,1,1,1,,,
India,SheepGoat,Mixed,Scavenging,Scavenging,11083464,10578275,1,1,1,1,1,1,1,1,1,,,
USA,SheepGoat,Pastoral,Scavenging,Scavenging,0,0,1,0,0,0,0,0,0,0,0,,,
Canada,SheepGoat,Pastoral,Scavenging,Scavenging,0,0,1,0,0,0,0,0,0,0,0,,,
Western Europe,SheepGoat,Pastoral,Scavenging,Scavenging,67938,50634,1,1,1,1,1,1,1,1,1,,,
Japan,SheepGoat,Pastoral,Scavenging,Scavenging,0,0,1,0,0,0,0,0,0,0,0,,,
Australia_NZ,SheepGoat,Pastoral,Scavenging,Scavenging,7047041,6864460,1,1,1,1,1,1,1,1,1,,,
Former Soviet Union,SheepGoat,Pastoral,Scavenging,Scavenging,120072,59224,1,1,1,1,1,1,1,1,1,,,
China,SheepGoat,Pastoral,Scavenging,Scavenging,3179940,9637655,1,1,1,1,1,1,1,1,1,,,
Middle East,SheepGoat,Pastoral,Scavenging,Scavenging,129897,169319,1,1,1,1,1,1,1,1,1,,,
Africa,SheepGoat,Pastoral,Scavenging,Scavenging,4033383,4277363,1,1,1,1,1,1,1,1,1,,,
Latin America,SheepGoat,Pastoral,Scavenging,Scavenging,2413766,1831619,1,1,1,1,1,1,1,1,1,,,
Southeast Asia,SheepGoat,Pastoral,Scavenging,Scavenging,2759561,2731231,1,1,1,1,1,1,1,1,1,,,
Eastern Europe,SheepGoat,Pastoral,Scavenging,Scavenging,0,0,1,0,0,0,0,0,0,0,0,,,
Korea,SheepGoat,Pastoral,Scavenging,Scavenging,27262,32001,1,1,1,1,1,1,1,1,1,,,
India,SheepGoat,Pastoral,Scavenging,Scavenging,2125679,2164406,1,1,1,1,1,1,1,1,1,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Non-energy cost: Mixed,,,,,,,,,,,,,,,,,,
INPUT_TABLE,,,,,,,,,,,,,,,,,,
Variable ID,,,,,,,,,,,,,,,,,,
7002,,,,minicam-non-energy-input,,,,,,,,,,,,,,
,,,,input-cost,,,,,,,,,,,,,,
region,supplysector,subsector,technology,1975,1990,2005,2020,2035,2050,2065,2080,2095,,,,,,
USA,SheepGoat,Mixed,Corn,10,10,10,10,10,10,10,10,10,,,,,,
Canada,SheepGoat,Mixed,Corn,10,10,10,10,10,10,10,10,10,,,,,,
Western Europe,SheepGoat,Mixed,Corn,10,10,10,10,10,10,10,10,10,,,,,,
Japan,SheepGoat,Mixed,Corn,10,10,10,10,10,10,10,10,10,,,,,,
Australia_NZ,SheepGoat,Mixed,Corn,10,10,10,10,10,10,10,10,10,,,,,,
Former Soviet Union,SheepGoat,Mixed,Corn,10,10,10,10,10,10,10,10,10,,,,,,
China,SheepGoat,Mixed,Corn,10,10,10,10,10,10,10,10,10,,,,,,
Middle East,SheepGoat,Mixed,Corn,10,10,10,10,10,10,10,10,10,,,,,,
Africa,SheepGoat,Mixed,Corn,10,10,10,10,10,10,10,10,10,,,,,,
Latin America,SheepGoat,Mixed,Corn,10,10,10,10,10,10,10,10,10,,,,,,
Southeast Asia,SheepGoat,Mixed,Corn,10,10,10,10,10,10,10,10,10,,,,,,
Eastern Europe,SheepGoat,Mixed,Corn,10,10,10,10,10,10,10,10,10,,,,,,
Korea,SheepGoat,Mixed,Corn,10,10,10,10,10,10,10,10,10,,,,,,
India,SheepGoat,Mixed,Corn,10,10,10,10,10,10,10,10,10,,,,,,
USA,SheepGoat,Mixed,FodderCrop,10,10,10,10,10,10,10,10,10,,,,,,
Canada,SheepGoat,Mixed,FodderCrop,10,10,10,10,10,10,10,10,10,,,,,,
Western Europe,SheepGoat,Mixed,FodderCrop,10,10,10,10,10,10,10,10,10,,,,,,
Japan,SheepGoat,Mixed,FodderCrop,10,10,10,10,10,10,10,10,10,,,,,,
Australia_NZ,SheepGoat,Mixed,FodderCrop,10,10,10,10,10,10,10,10,10,,,,,,
Former Soviet Union,SheepGoat,Mixed,FodderCrop,10,10,10,10,10,10,10,10,10,,,,,,
China,SheepGoat,Mixed,FodderCrop,10,10,10,10,10,10,10,10,10,,,,,,
Middle East,SheepGoat,Mixed,FodderCrop,10,10,10,10,10,10,10,10,10,,,,,,
Africa,SheepGoat,Mixed,FodderCrop,10,10,10,10,10,10,10,10,10,,,,,,
Latin America,SheepGoat,Mixed,FodderCrop,10,10,10,10,10,10,10,10,10,,,,,,
Southeast Asia,SheepGoat,Mixed,FodderCrop,10,10,10,10,10,10,10,10,10,,,,,,
Eastern Europe,SheepGoat,Mixed,FodderCrop,10,10,10,10,10,10,10,10,10,,,,,,
Korea,SheepGoat,Mixed,FodderCrop,10,10,10,10,10,10,10,10,10,,,,,,
India,SheepGoat,Mixed,FodderCrop,10,10,10,10,10,10,10,10,10,,,,,,
USA,SheepGoat,Mixed,MiscCrop,10,10,10,10,10,10,10,10,10,,,,,,
Canada,SheepGoat,Mixed,MiscCrop,10,10,10,10,10,10,10,10,10,,,,,,
Western Europe,SheepGoat,Mixed,MiscCrop,10,10,10,10,10,10,10,10,10,,,,,,
Japan,SheepGoat,Mixed,MiscCrop,10,10,10,10,10,10,10,10,10,,,,,,
Australia_NZ,SheepGoat,Mixed,MiscCrop,10,10,10,10,10,10,10,10,10,,,,,,
Former Soviet Union,SheepGoat,Mixed,MiscCrop,10,10,10,10,10,10,10,10,10,,,,,,
China,SheepGoat,Mixed,MiscCrop,10,10,10,10,10,10,10,10,10,,,,,,
Middle East,SheepGoat,Mixed,MiscCrop,10,10,10,10,10,10,10,10,10,,,,,,
Africa,SheepGoat,Mixed,MiscCrop,10,10,10,10,10,10,10,10,10,,,,,,
Latin America,SheepGoat,Mixed,MiscCrop,10,10,10,10,10,10,10,10,10,,,,,,
Southeast Asia,SheepGoat,Mixed,MiscCrop,10,10,10,10,10,10,10,10,10,,,,,,
Eastern Europe,SheepGoat,Mixed,MiscCrop,10,10,10,10,10,10,10,10,10,,,,,,
Korea,SheepGoat,Mixed,MiscCrop,10,10,10,10,10,10,10,10,10,,,,,,
India,SheepGoat,Mixed,MiscCrop,10,10,10,10,10,10,10,10,10,,,,,,
USA,SheepGoat,Mixed,OilCrop,10,10,10,10,10,10,10,10,10,,,,,,
Canada,SheepGoat,Mixed,OilCrop,10,10,10,10,10,10,10,10,10,,,,,,
Western Europe,SheepGoat,Mixed,OilCrop,10,10,10,10,10,10,10,10,10,,,,,,
Japan,SheepGoat,Mixed,OilCrop,10,10,10,10,10,10,10,10,10,,,,,,
Australia_NZ,SheepGoat,Mixed,OilCrop,10,10,10,10,10,10,10,10,10,,,,,,
Former Soviet Union,SheepGoat,Mixed,OilCrop,10,10,10,10,10,10,10,10,10,,,,,,
China,SheepGoat,Mixed,OilCrop,10,10,10,10,10,10,10,10,10,,,,,,
Middle East,SheepGoat,Mixed,OilCrop,10,10,10,10,10,10,10,10,10,,,,,,
Africa,SheepGoat,Mixed,OilCrop,10,10,10,10,10,10,10,10,10,,,,,,
Latin America,SheepGoat,Mixed,OilCrop,10,10,10,10,10,10,10,10,10,,,,,,
Southeast Asia,SheepGoat,Mixed,OilCrop,10,10,10,10,10,10,10,10,10,,,,,,
Eastern Europe,SheepGoat,Mixed,OilCrop,10,10,10,10,10,10,10,10,10,,,,,,
Korea,SheepGoat,Mixed,OilCrop,10,10,10,10,10,10,10,10,10,,,,,,
India,SheepGoat,Mixed,OilCrop,10,10,10,10,10,10,10,10,10,,,,,,
USA,SheepGoat,Mixed,OtherGrain,10,10,10,10,10,10,10,10,10,,,,,,
Canada,SheepGoat,Mixed,OtherGrain,10,10,10,10,10,10,10,10,10,,,,,,
Western Europe,SheepGoat,Mixed,OtherGrain,10,10,10,10,10,10,10,10,10,,,,,,
Japan,SheepGoat,Mixed,OtherGrain,10,10,10,10,10,10,10,10,10,,,,,,
Australia_NZ,SheepGoat,Mixed,OtherGrain,10,10,10,10,10,10,10,10,10,,,,,,
Former Soviet Union,SheepGoat,Mixed,OtherGrain,10,10,10,10,10,10,10,10,10,,,,,,
China,SheepGoat,Mixed,OtherGrain,10,10,10,10,10,10,10,10,10,,,,,,
Middle East,SheepGoat,Mixed,OtherGrain,10,10,10,10,10,10,10,10,10,,,,,,
Africa,SheepGoat,Mixed,OtherGrain,10,10,10,10,10,10,10,10,10,,,,,,
Latin America,SheepGoat,Mixed,OtherGrain,10,10,10,10,10,10,10,10,10,,,,,,
Southeast Asia,SheepGoat,Mixed,OtherGrain,10,10,10,10,10,10,10,10,10,,,,,,
Eastern Europe,SheepGoat,Mixed,OtherGrain,10,10,10,10,10,10,10,10,10,,,,,,
Korea,SheepGoat,Mixed,OtherGrain,10,10,10,10,10,10,10,10,10,,,,,,
India,SheepGoat,Mixed,OtherGrain,10,10,10,10,10,10,10,10,10,,,,,,
USA,SheepGoat,Mixed,Rice,10,10,10,10,10,10,10,10,10,,,,,,
Canada,SheepGoat,Mixed,Rice,10,10,10,10,10,10,10,10,10,,,,,,
Western Europe,SheepGoat,Mixed,Rice,10,10,10,10,10,10,10,10,10,,,,,,
Japan,SheepGoat,Mixed,Rice,10,10,10,10,10,10,10,10,10,,,,,,
Australia_NZ,SheepGoat,Mixed,Rice,10,10,10,10,10,10,10,10,10,,,,,,
Former Soviet Union,SheepGoat,Mixed,Rice,10,10,10,10,10,10,10,10,10,,,,,,
China,SheepGoat,Mixed,Rice,10,10,10,10,10,10,10,10,10,,,,,,
Middle East,SheepGoat,Mixed,Rice,10,10,10,10,10,10,10,10,10,,,,,,
Africa,SheepGoat,Mixed,Rice,10,10,10,10,10,10,10,10,10,,,,,,
Latin America,SheepGoat,Mixed,Rice,10,10,10,10,10,10,10,10,10,,,,,,
Southeast Asia,SheepGoat,Mixed,Rice,10,10,10,10,10,10,10,10,10,,,,,,
Eastern Europe,SheepGoat,Mixed,Rice,10,10,10,10,10,10,10,10,10,,,,,,
Korea,SheepGoat,Mixed,Rice,10,10,10,10,10,10,10,10,10,,,,,,
India,SheepGoat,Mixed,Rice,10,10,10,10,10,10,10,10,10,,,,,,
USA,SheepGoat,Mixed,SugarCrop,10,10,10,10,10,10,10,10,10,,,,,,
Canada,SheepGoat,Mixed,SugarCrop,10,10,10,10,10,10,10,10,10,,,,,,
Western Europe,SheepGoat,Mixed,SugarCrop,10,10,10,10,10,10,10,10,10,,,,,,
Japan,SheepGoat,Mixed,SugarCrop,10,10,10,10,10,10,10,10,10,,,,,,
Australia_NZ,SheepGoat,Mixed,SugarCrop,10,10,10,10,10,10,10,10,10,,,,,,
Former Soviet Union,SheepGoat,Mixed,SugarCrop,10,10,10,10,10,10,10,10,10,,,,,,
China,SheepGoat,Mixed,SugarCrop,10,10,10,10,10,10,10,10,10,,,,,,
Middle East,SheepGoat,Mixed,SugarCrop,10,10,10,10,10,10,10,10,10,,,,,,
Africa,SheepGoat,Mixed,SugarCrop,10,10,10,10,10,10,10,10,10,,,,,,
Latin America,SheepGoat,Mixed,SugarCrop,10,10,10,10,10,10,10,10,10,,,,,,
Southeast Asia,SheepGoat,Mixed,SugarCrop,10,10,10,10,10,10,10,10,10,,,,,,
Eastern Europe,SheepGoat,Mixed,SugarCrop,10,10,10,10,10,10,10,10,10,,,,,,
Korea,SheepGoat,Mixed,SugarCrop,10,10,10,10,10,10,10,10,10,,,,,,
India,SheepGoat,Mixed,SugarCrop,10,10,10,10,10,10,10,10,10,,,,,,
USA,SheepGoat,Mixed,Wheat,10,10,10,10,10,10,10,10,10,,,,,,
Canada,SheepGoat,Mixed,Wheat,10,10,10,10,10,10,10,10,10,,,,,,
Western Europe,SheepGoat,Mixed,Wheat,10,10,10,10,10,10,10,10,10,,,,,,
Japan,SheepGoat,Mixed,Wheat,10,10,10,10,10,10,10,10,10,,,,,,
Australia_NZ,SheepGoat,Mixed,Wheat,10,10,10,10,10,10,10,10,10,,,,,,
Former Soviet Union,SheepGoat,Mixed,Wheat,10,10,10,10,10,10,10,10,10,,,,,,
China,SheepGoat,Mixed,Wheat,10,10,10,10,10,10,10,10,10,,,,,,
Middle East,SheepGoat,Mixed,Wheat,10,10,10,10,10,10,10,10,10,,,,,,
Africa,SheepGoat,Mixed,Wheat,10,10,10,10,10,10,10,10,10,,,,,,
Latin America,SheepGoat,Mixed,Wheat,10,10,10,10,10,10,10,10,10,,,,,,
Southeast Asia,SheepGoat,Mixed,Wheat,10,10,10,10,10,10,10,10,10,,,,,,
Eastern Europe,SheepGoat,Mixed,Wheat,10,10,10,10,10,10,10,10,10,,,,,,
Korea,SheepGoat,Mixed,Wheat,10,10,10,10,10,10,10,10,10,,,,,,
India,SheepGoat,Mixed,Wheat,10,10,10,10,10,10,10,10,10,,,,,,
USA,SheepGoat,Mixed,Pasture,10,10,10,10,10,10,10,10,10,,,,,,
Canada,SheepGoat,Mixed,Pasture,10,10,10,10,10,10,10,10,10,,,,,,
Western Europe,SheepGoat,Mixed,Pasture,10,10,10,10,10,10,10,10,10,,,,,,
Japan,SheepGoat,Mixed,Pasture,10,10,10,10,10,10,10,10,10,,,,,,
Australia_NZ,SheepGoat,Mixed,Pasture,10,10,10,10,10,10,10,10,10,,,,,,
Former Soviet Union,SheepGoat,Mixed,Pasture,10,10,10,10,10,10,10,10,10,,,,,,
China,SheepGoat,Mixed,Pasture,10,10,10,10,10,10,10,10,10,,,,,,
Middle East,SheepGoat,Mixed,Pasture,10,10,10,10,10,10,10,10,10,,,,,,
Africa,SheepGoat,Mixed,Pasture,10,10,10,10,10,10,10,10,10,,,,,,
Latin America,SheepGoat,Mixed,Pasture,10,10,10,10,10,10,10,10,10,,,,,,
Southeast Asia,SheepGoat,Mixed,Pasture,10,10,10,10,10,10,10,10,10,,,,,,
Eastern Europe,SheepGoat,Mixed,Pasture,10,10,10,10,10,10,10,10,10,,,,,,
Korea,SheepGoat,Mixed,Pasture,10,10,10,10,10,10,10,10,10,,,,,,
India,SheepGoat,Mixed,Pasture,10,10,10,10,10,10,10,10,10,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Non-energy cost: Pastoral,,,,,,,,,,,,,,,,,,
INPUT_TABLE,,,,,,,,,,,,,,,,,,
Variable ID,,,,,,,,,,,,,,,,,,
7002,,,,minicam-non-energy-input,,,,,,,,,,,,,,
,,,,input-cost,,,,,,,,,,,,,,
region,supplysector,subsector,technology,1975,1990,2005,2020,2035,2050,2065,2080,2095,,,,,,
USA,SheepGoat,Pastoral,Pasture,10,10,10,10,10,10,10,10,10,,,,,,
Canada,SheepGoat,Pastoral,Pasture,10,10,10,10,10,10,10,10,10,,,,,,
Western Europe,SheepGoat,Pastoral,Pasture,10,10,10,10,10,10,10,10,10,,,,,,
Japan,SheepGoat,Pastoral,Pasture,10,10,10,10,10,10,10,10,10,,,,,,
Australia_NZ,SheepGoat,Pastoral,Pasture,10,10,10,10,10,10,10,10,10,,,,,,
Former Soviet Union,SheepGoat,Pastoral,Pasture,10,10,10,10,10,10,10,10,10,,,,,,
China,SheepGoat,Pastoral,Pasture,10,10,10,10,10,10,10,10,10,,,,,,
Middle East,SheepGoat,Pastoral,Pasture,10,10,10,10,10,10,10,10,10,,,,,,
Africa,SheepGoat,Pastoral,Pasture,10,10,10,10,10,10,10,10,10,,,,,,
Latin America,SheepGoat,Pastoral,Pasture,10,10,10,10,10,10,10,10,10,,,,,,
Southeast Asia,SheepGoat,Pastoral,Pasture,10,10,10,10,10,10,10,10,10,,,,,,
Eastern Europe,SheepGoat,Pastoral,Pasture,10,10,10,10,10,10,10,10,10,,,,,,
Korea,SheepGoat,Pastoral,Pasture,10,10,10,10,10,10,10,10,10,,,,,,
India,SheepGoat,Pastoral,Pasture,10,10,10,10,10,10,10,10,10,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Non-energy cost: Scavenging,,,,,,,,,,,,,,,,,,
INPUT_TABLE,,,,,,,,,,,,,,,,,,
Variable ID,,,,,,,,,,,,,,,,,,
7002,,,,minicam-non-energy-input,,,,,,,,,,,,,,
,,,,input-cost,,,,,,,,,,,,,,
region,supplysector,subsector,technology,1975,1990,2005,2020,2035,2050,2065,2080,2095,,,,,,
