INPUT_TABLE
Variable ID
LN3_MgdCarbon

region,LandAllocatorRoot,LandNode1,LandNode2,LandNode3,LandLeaf3,hist.veg.carbon.density,hist.soil.carbon.density,veg.carbon.density,soil.carbon.density,mature.age,min.veg.carbon.density,min.soil.carbon.density,GCAM_commodity,AEZ,Cdensity_LT,HarvestIndex,WaterContent,Root_Shoot,Yield
Canada,root,AgroForestLandAEZ01,AgroForest_NonPastureAEZ01,CropLandAEZ01,FiberCropAEZ01,0,3,0,3,1,0,0,FiberCrop,AEZ01,Cropland,0.55,0.08,0.17,0
Western Europe,root,AgroForestLandAEZ01,AgroForest_NonPastureAEZ01,CropLandAEZ01,FiberCropAEZ01,0,3,0,3,1,0,0,FiberCrop,AEZ01,Cropland,0.55,0.08,0.17,0
Japan,root,AgroForestLandAEZ01,AgroForest_NonPastureAEZ01,CropLandAEZ01,FiberCropAEZ01,0,3,0,3,1,0,0,FiberCrop,AEZ01,Cropland,0.55,0.08,0.17,0
Australia_NZ,root,AgroForestLandAEZ01,AgroForest_NonPastureAEZ01,CropLandAEZ01,FiberCropAEZ01,0.165,3,0.165,3,1,0,0,FiberCrop,AEZ01,Cropland,0.55,0.08,0.17,0.373829735155688
Former Soviet Union,root,AgroForestLandAEZ01,AgroForest_NonPastureAEZ01,CropLandAEZ01,FiberCropAEZ01,0,3,0,3,1,0,0,FiberCrop,AEZ01,Cropland,0.55,0.08,0.17,0
China,root,AgroForestLandAEZ01,AgroForest_NonPastureAEZ01,CropLandAEZ01,FiberCropAEZ01,0,3,0,3,1,0,0,FiberCrop,AEZ01,Cropland,0.55,0.08,0.17,0
Middle East,root,AgroForestLandAEZ01,AgroForest_NonPastureAEZ01,CropLandAEZ01,FiberCropAEZ01,0.086,3,0.086,3,1,0,0,FiberCrop,AEZ01,Cropland,0.55,0.08,0.17,0.195473821624466
Africa,root,AgroForestLandAEZ01,AgroForest_NonPastureAEZ01,CropLandAEZ01,FiberCropAEZ01,0.118,3,0.118,3,1,0,0,FiberCrop,AEZ01,Cropland,0.55,0.08,0.17,0.268362563375446
Latin America,root,AgroForestLandAEZ01,AgroForest_NonPastureAEZ01,CropLandAEZ01,FiberCropAEZ01,0.141,3,0.141,3,1,0,0,FiberCrop,AEZ01,Cropland,0.55,0.08,0.17,0.320779650462499
Southeast Asia,root,AgroForestLandAEZ01,AgroForest_NonPastureAEZ01,CropLandAEZ01,FiberCropAEZ01,0.108,3,0.108,3,1,0,0,FiberCrop,AEZ01,Cropland,0.55,0.08,0.17,0.244730147287531
Eastern Europe,root,AgroForestLandAEZ01,AgroForest_NonPastureAEZ01,CropLandAEZ01,FiberCropAEZ01,0,3,0,3,1,0,0,FiberCrop,AEZ01,Cropland,0.55,0.08,0.17,0
Korea,root,AgroForestLandAEZ01,AgroForest_NonPastureAEZ01,CropLandAEZ01,FiberCropAEZ01,0,3,0,3,1,0,0,FiberCrop,AEZ01,Cropland,0.55,0.08,0.17,0
India,root,AgroForestLandAEZ01,AgroForest_NonPastureAEZ01,CropLandAEZ01,FiberCropAEZ01,0.145,3,0.145,3,1,0,0,FiberCrop,AEZ01,Cropland,0.55,0.08,0.17,0.328566797206949
USA,root,AgroForestLandAEZ01,AgroForest_NonPastureAEZ01,CropLandAEZ01,FodderGrassAEZ01,0,3,0,3,1,0,0,FodderGrass,AEZ01,Cropland,1,0.15,0.87,0
Canada,root,AgroForestLandAEZ01,AgroForest_NonPastureAEZ01,CropLandAEZ01,FodderGrassAEZ01,0,3,0,3,1,0,0,FodderGrass,AEZ01,Cropland,1,0.15,0.87,0
Western Europe,root,AgroForestLandAEZ01,AgroForest_NonPastureAEZ01,CropLandAEZ01,FodderGrassAEZ01,0,3,0,3,1,0,0,FodderGrass,AEZ01,Cropland,1,0.15,0.87,0
Japan,root,AgroForestLandAEZ01,AgroForest_NonPastureAEZ01,CropLandAEZ01,FodderGrassAEZ01,0,3,0,3,1,0,0,FodderGrass,AEZ01,Cropland,1,0.15,0.87,0
Australia_NZ,root,AgroForestLandAEZ01,AgroForest_NonPastureAEZ01,CropLandAEZ01,FodderGrassAEZ01,0.426,3,0.426,3,1,0,0,FodderGrass,AEZ01,Cropland,1,0.15,0.87,1.19238425926021
Former Soviet Union,root,AgroForestLandAEZ01,AgroForest_NonPastureAEZ01,CropLandAEZ01,FodderGrassAEZ01,0,3,0,3,1,0,0,FodderGrass,AEZ01,Cropland,1,0.15,0.87,0
China,root,AgroForestLandAEZ01,AgroForest_NonPastureAEZ01,CropLandAEZ01,FodderGrassAEZ01,0,3,0,3,1,0,0,FodderGrass,AEZ01,Cropland,1,0.15,0.87,0
Middle East,root,AgroForestLandAEZ01,AgroForest_NonPastureAEZ01,CropLandAEZ01,FodderGrassAEZ01,1.937,3,1.937,3,1,0,0,FodderGrass,AEZ01,Cropland,1,0.15,0.87,5.4156641230692
Africa,root,AgroForestLandAEZ01,AgroForest_NonPastureAEZ01,CropLandAEZ01,FodderGrassAEZ01,0.385,3,0.385,3,1,0,0,FodderGrass,AEZ01,Cropland,1,0.15,0.87,1.07554262308073
Latin America,root,AgroForestLandAEZ01,AgroForest_NonPastureAEZ01,CropLandAEZ01,FodderGrassAEZ01,0.491,3,0.491,3,1,0,0,FodderGrass,AEZ01,Cropland,1,0.15,0.87,1.37321442730744
Southeast Asia,root,AgroForestLandAEZ01,AgroForest_NonPastureAEZ01,CropLandAEZ01,FodderGrassAEZ01,0.395,3,0.395,3,1,0,0,FodderGrass,AEZ01,Cropland,1,0.15,0.87,1.10576902363459
Eastern Europe,root,AgroForestLandAEZ01,AgroForest_NonPastureAEZ01,CropLandAEZ01,FodderGrassAEZ01,0,3,0,3,1,0,0,FodderGrass,AEZ01,Cropland,1,0.15,0.87,0
Korea,root,AgroForestLandAEZ01,AgroForest_NonPastureAEZ01,CropLandAEZ01,FodderGrassAEZ01,0,3,0,3,1,0,0,FodderGrass,AEZ01,Cropland,1,0.15,0.87,0
India,root,AgroForestLandAEZ01,AgroForest_NonPastureAEZ01,CropLandAEZ01,FodderGrassAEZ01,0.883,3,0.883,3,1,0,0,FodderGrass,AEZ01,Cropland,1,0.15,0.87,2.46941016555362
USA,root,AgroForestLandAEZ01,AgroForest_NonPastureAEZ01,CropLandAEZ01,FodderHerbAEZ01,0,3,0,3,1,0,0,FodderHerb,AEZ01,Cropland,1,0.74,0.18,0
Canada,root,AgroForestLandAEZ01,AgroForest_NonPastureAEZ01,CropLandAEZ01,FodderHerbAEZ01,0,3,0,3,1,0,0,FodderHerb,AEZ01,Cropland,1,0.74,0.18,0
Western Europe,root,AgroForestLandAEZ01,AgroForest_NonPastureAEZ01,CropLandAEZ01,FodderHerbAEZ01,0,3,0,3,1,0,0,FodderHerb,AEZ01,Cropland,1,0.74,0.18,0
Japan,root,AgroForestLandAEZ01,AgroForest_NonPastureAEZ01,CropLandAEZ01,FodderHerbAEZ01,0,3,0,3,1,0,0,FodderHerb,AEZ01,Cropland,1,0.74,0.18,0
Australia_NZ,root,AgroForestLandAEZ01,AgroForest_NonPastureAEZ01,CropLandAEZ01,FodderHerbAEZ01,0,3,0,3,1,0,0,FodderHerb,AEZ01,Cropland,1,0.74,0.18,0
Former Soviet Union,root,AgroForestLandAEZ01,AgroForest_NonPastureAEZ01,CropLandAEZ01,FodderHerbAEZ01,0,3,0,3,1,0,0,FodderHerb,AEZ01,Cropland,1,0.74,0.18,0
China,root,AgroForestLandAEZ01,AgroForest_NonPastureAEZ01,CropLandAEZ01,FodderHerbAEZ01,0,3,0,3,1,0,0,FodderHerb,AEZ01,Cropland,1,0.74,0.18,0
Middle East,root,AgroForestLandAEZ01,AgroForest_NonPastureAEZ01,CropLandAEZ01,FodderHerbAEZ01,0.332,3,0.332,3,1,0,0,FodderHerb,AEZ01,Cropland,1,0.74,0.18,4.81291744917005
Africa,root,AgroForestLandAEZ01,AgroForest_NonPastureAEZ01,CropLandAEZ01,FodderHerbAEZ01,0.379,3,0.379,3,1,0,0,FodderHerb,AEZ01,Cropland,1,0.74,0.18,5.48500392970076
Latin America,root,AgroForestLandAEZ01,AgroForest_NonPastureAEZ01,CropLandAEZ01,FodderHerbAEZ01,0.333,3,0.333,3,1,0,0,FodderHerb,AEZ01,Cropland,1,0.74,0.18,4.82662480339221
Southeast Asia,root,AgroForestLandAEZ01,AgroForest_NonPastureAEZ01,CropLandAEZ01,FodderHerbAEZ01,0,3,0,3,1,0,0,FodderHerb,AEZ01,Cropland,1,0.74,0.18,0
Eastern Europe,root,AgroForestLandAEZ01,AgroForest_NonPastureAEZ01,CropLandAEZ01,FodderHerbAEZ01,0,3,0,3,1,0,0,FodderHerb,AEZ01,Cropland,1,0.74,0.18,0
Korea,root,AgroForestLandAEZ01,AgroForest_NonPastureAEZ01,CropLandAEZ01,FodderHerbAEZ01,0,3,0,3,1,0,0,FodderHerb,AEZ01,Cropland,1,0.74,0.18,0
India,root,AgroForestLandAEZ01,AgroForest_NonPastureAEZ01,CropLandAEZ01,FodderHerbAEZ01,0,3,0,3,1,0,0,FodderHerb,AEZ01,Cropland,1,0.74,0.18,0
USA,root,AgroForestLandAEZ01,AgroForest_NonPastureAEZ01,CropLandAEZ01,MiscCropAEZ01,0,3,0,3,1,0,0,MiscCrop,AEZ01,Cropland,0.704543426654155,0.7719088009117,0.148441552909107,0
Canada,root,AgroForestLandAEZ01,AgroForest_NonPastureAEZ01,CropLandAEZ01,MiscCropAEZ01,0,3,0,3,1,0,0,MiscCrop,AEZ01,Cropland,0.48472073235306,0.376548973523003,0.118683667564618,0
Western Europe,root,AgroForestLandAEZ01,AgroForest_NonPastureAEZ01,CropLandAEZ01,MiscCropAEZ01,0,3,0,3,1,0,0,MiscCrop,AEZ01,Cropland,0.708929123847258,0.764344317165583,0.148717300986396,0
Japan,root,AgroForestLandAEZ01,AgroForest_NonPastureAEZ01,CropLandAEZ01,MiscCropAEZ01,0,3,0,3,1,0,0,MiscCrop,AEZ01,Cropland,0.804136515787326,0.609102780528723,0.150689707618318,0
Australia_NZ,root,AgroForestLandAEZ01,AgroForest_NonPastureAEZ01,CropLandAEZ01,MiscCropAEZ01,0.024,3,0.024,3,1,0,0,MiscCrop,AEZ01,Cropland,0.68922365128649,0.698520086764287,0.147816964905835,0.211174492635621
Former Soviet Union,root,AgroForestLandAEZ01,AgroForest_NonPastureAEZ01,CropLandAEZ01,MiscCropAEZ01,0,3,0,3,1,0,0,MiscCrop,AEZ01,Cropland,0.720099523593688,0.675521625420575,0.145920531001912,0
China,root,AgroForestLandAEZ01,AgroForest_NonPastureAEZ01,CropLandAEZ01,MiscCropAEZ01,0,3,0,3,1,0,0,MiscCrop,AEZ01,Cropland,0.828454760323202,0.537066636008314,0.15564063994086,0
Middle East,root,AgroForestLandAEZ01,AgroForest_NonPastureAEZ01,CropLandAEZ01,MiscCropAEZ01,0.144,3,0.144,3,1,0,0,MiscCrop,AEZ01,Cropland,0.745258506091676,0.750920340302536,0.150343994389745,1.66181619410233
Africa,root,AgroForestLandAEZ01,AgroForest_NonPastureAEZ01,CropLandAEZ01,MiscCropAEZ01,0.147,3,0.147,3,1,0,0,MiscCrop,AEZ01,Cropland,0.644178881839044,0.6333612830172,0.21683677129257,0.946523595747883
Latin America,root,AgroForestLandAEZ01,AgroForest_NonPastureAEZ01,CropLandAEZ01,MiscCropAEZ01,0.112,3,0.112,3,1,0,0,MiscCrop,AEZ01,Cropland,0.681852337798772,0.695141364206882,0.209659428101986,0.924327349672537
Southeast Asia,root,AgroForestLandAEZ01,AgroForest_NonPastureAEZ01,CropLandAEZ01,MiscCropAEZ01,0.066,3,0.066,3,1,0,0,MiscCrop,AEZ01,Cropland,0.68200590712892,0.561411122087332,0.204267048312597,0.380426372375143
Eastern Europe,root,AgroForestLandAEZ01,AgroForest_NonPastureAEZ01,CropLandAEZ01,MiscCropAEZ01,0,3,0,3,1,0,0,MiscCrop,AEZ01,Cropland,0.749493233606391,0.716161416167822,0.151005452707824,0
Korea,root,AgroForestLandAEZ01,AgroForest_NonPastureAEZ01,CropLandAEZ01,MiscCropAEZ01,0,3,0,3,1,0,0,MiscCrop,AEZ01,Cropland,0.843359938573285,0.554757724211886,0.151424969657939,0
India,root,AgroForestLandAEZ01,AgroForest_NonPastureAEZ01,CropLandAEZ01,MiscCropAEZ01,0.08,3,0.08,3,1,0,0,MiscCrop,AEZ01,Cropland,0.672096874351444,0.578157119172471,0.186556244961827,0.480151606247852
USA,root,AgroForestLandAEZ01,AgroForest_NonPastureAEZ01,CropLandAEZ01,OilCropAEZ01,0,3,0,3,1,0,0,OilCrop,AEZ01,Cropland,0.414948655536913,0.0806894026530379,0.146166806433753,0
Canada,root,AgroForestLandAEZ01,AgroForest_NonPastureAEZ01,CropLandAEZ01,OilCropAEZ01,0,3,0,3,1,0,0,OilCrop,AEZ01,Cropland,0.324536436516333,0.0296717086099454,0.14944615182701,0
Western Europe,root,AgroForestLandAEZ01,AgroForest_NonPastureAEZ01,CropLandAEZ01,OilCropAEZ01,0,3,0,3,1,0,0,OilCrop,AEZ01,Cropland,0.459795200636211,0.298884163127276,0.139362202488612,0
Japan,root,AgroForestLandAEZ01,AgroForest_NonPastureAEZ01,CropLandAEZ01,OilCropAEZ01,0,3,0,3,1,0,0,OilCrop,AEZ01,Cropland,0.417746145917937,0.080533610813325,0.143081849958002,0
Australia_NZ,root,AgroForestLandAEZ01,AgroForest_NonPastureAEZ01,CropLandAEZ01,OilCropAEZ01,0.058,3,0.058,3,1,0,0,OilCrop,AEZ01,Cropland,0.310093173657377,0.018103832822645,0.145043741054839,0.0711901475361318
Former Soviet Union,root,AgroForestLandAEZ01,AgroForest_NonPastureAEZ01,CropLandAEZ01,OilCropAEZ01,0,3,0,3,1,0,0,OilCrop,AEZ01,Cropland,0.287454597093799,0.0655547062942375,0.077460619724262,0
China,root,AgroForestLandAEZ01,AgroForest_NonPastureAEZ01,CropLandAEZ01,OilCropAEZ01,0,3,0,3,1,0,0,OilCrop,AEZ01,Cropland,0.370279137521693,0.0602047566847559,0.122195554490676,0
Middle East,root,AgroForestLandAEZ01,AgroForest_NonPastureAEZ01,CropLandAEZ01,OilCropAEZ01,0.036,3,0.036,3,1,0,0,OilCrop,AEZ01,Cropland,0.531790538760641,0.412241324536318,0.14031122568389,0.126491385507524
Africa,root,AgroForestLandAEZ01,AgroForest_NonPastureAEZ01,CropLandAEZ01,OilCropAEZ01,0.058,3,0.058,3,1,0,0,OilCrop,AEZ01,Cropland,0.429035656098083,0.185235560384859,0.0976137575317073,0.123949240165173
Latin America,root,AgroForestLandAEZ01,AgroForest_NonPastureAEZ01,CropLandAEZ01,OilCropAEZ01,0.131,3,0.131,3,1,0,0,OilCrop,AEZ01,Cropland,0.413851067604097,0.0810719537844275,0.145523643014513,0.229269586505973
Southeast Asia,root,AgroForestLandAEZ01,AgroForest_NonPastureAEZ01,CropLandAEZ01,OilCropAEZ01,0.078,3,0.078,3,1,0,0,OilCrop,AEZ01,Cropland,0.357678289765635,0.0671516998289308,0.106884291927447,0.120058317507039
Eastern Europe,root,AgroForestLandAEZ01,AgroForest_NonPastureAEZ01,CropLandAEZ01,OilCropAEZ01,0,3,0,3,1,0,0,OilCrop,AEZ01,Cropland,0.302642099368544,0.0521559832805688,0.104517258399484,0
Korea,root,AgroForestLandAEZ01,AgroForest_NonPastureAEZ01,CropLandAEZ01,OilCropAEZ01,0,3,0,3,1,0,0,OilCrop,AEZ01,Cropland,0.394171538120036,0.0704854156566901,0.147734097897385,0
India,root,AgroForestLandAEZ01,AgroForest_NonPastureAEZ01,CropLandAEZ01,OilCropAEZ01,0.108,3,0.108,3,1,0,0,OilCrop,AEZ01,Cropland,0.36571739702566,0.0587205208694867,0.120669662098501,0.166775528084694
USA,root,AgroForestLandAEZ01,AgroForest_NonPastureAEZ01,CropLandAEZ01,OtherGrainAEZ01,0,3,0,3,1,0,0,OtherGrain,AEZ01,Cropland,0.465341833808672,0.115875832528055,0.239459472795259,0
Canada,root,AgroForestLandAEZ01,AgroForest_NonPastureAEZ01,CropLandAEZ01,OtherGrainAEZ01,0,3,0,3,1,0,0,OtherGrain,AEZ01,Cropland,0.504293721019933,0.0957062789800274,0.48976750573875,0
Western Europe,root,AgroForestLandAEZ01,AgroForest_NonPastureAEZ01,CropLandAEZ01,OtherGrainAEZ01,0,3,0,3,1,0,0,OtherGrain,AEZ01,Cropland,0.500886200814563,0.0980856814959351,0.517186459299809,0
Japan,root,AgroForestLandAEZ01,AgroForest_NonPastureAEZ01,CropLandAEZ01,OtherGrainAEZ01,0,3,0,3,1,0,0,OtherGrain,AEZ01,Cropland,0.500134625737748,0.0997845988147561,0.498357565963929,0
Australia_NZ,root,AgroForestLandAEZ01,AgroForest_NonPastureAEZ01,CropLandAEZ01,OtherGrainAEZ01,0.085,3,0.085,3,1,0,0,OtherGrain,AEZ01,Cropland,0.493464603774494,0.101883484759616,0.424972094482306,0.145216925467841
Former Soviet Union,root,AgroForestLandAEZ01,AgroForest_NonPastureAEZ01,CropLandAEZ01,OtherGrainAEZ01,0,3,0,3,1,0,0,OtherGrain,AEZ01,Cropland,0.501866200270928,0.0970437461740531,0.550149819838558,0
China,root,AgroForestLandAEZ01,AgroForest_NonPastureAEZ01,CropLandAEZ01,OtherGrainAEZ01,0,3,0,3,1,0,0,OtherGrain,AEZ01,Cropland,0.474658974638188,0.106637261150659,0.339505618486782,0
Middle East,root,AgroForestLandAEZ01,AgroForest_NonPastureAEZ01,CropLandAEZ01,OtherGrainAEZ01,0.101,3,0.101,3,1,0,0,OtherGrain,AEZ01,Cropland,0.492222867034669,0.103395894761237,0.445711498544894,0.170336399708922
Africa,root,AgroForestLandAEZ01,AgroForest_NonPastureAEZ01,CropLandAEZ01,OtherGrainAEZ01,0.038,3,0.038,3,1,0,0,OtherGrain,AEZ01,Cropland,0.446381047898243,0.111372835734977,0.148940958263635,0.0747885348167428
Latin America,root,AgroForestLandAEZ01,AgroForest_NonPastureAEZ01,CropLandAEZ01,OtherGrainAEZ01,0.232,3,0.232,3,1,0,0,OtherGrain,AEZ01,Cropland,0.45685196824822,0.120552436662798,0.179656029506293,0.45395948826785
Southeast Asia,root,AgroForestLandAEZ01,AgroForest_NonPastureAEZ01,CropLandAEZ01,OtherGrainAEZ01,0.025,3,0.025,3,1,0,0,OtherGrain,AEZ01,Cropland,0.45937096468341,0.10053884235034,0.243805206044075,0.0458458312193898
Eastern Europe,root,AgroForestLandAEZ01,AgroForest_NonPastureAEZ01,CropLandAEZ01,OtherGrainAEZ01,0,3,0,3,1,0,0,OtherGrain,AEZ01,Cropland,0.502513005165556,0.0972092523710075,0.606914376607768,0
Korea,root,AgroForestLandAEZ01,AgroForest_NonPastureAEZ01,CropLandAEZ01,OtherGrainAEZ01,0,3,0,3,1,0,0,OtherGrain,AEZ01,Cropland,0.497229146497199,0.0994483099383556,0.486716884477228,0
India,root,AgroForestLandAEZ01,AgroForest_NonPastureAEZ01,CropLandAEZ01,OtherGrainAEZ01,0.019,3,0.019,3,1,0,0,OtherGrain,AEZ01,Cropland,0.449362467432442,0.111462137274131,0.145537272027249,0.0382121011341295
USA,root,AgroForestLandAEZ01,AgroForest_NonPastureAEZ01,CropLandAEZ01,PalmFruitAEZ01,0,3,0,3,1,0,0,PalmFruit,AEZ01,Cropland,0.659999999831116,0.799999999795292,0.149999999961617,0
Canada,root,AgroForestLandAEZ01,AgroForest_NonPastureAEZ01,CropLandAEZ01,PalmFruitAEZ01,0,3,0,3,1,0,0,PalmFruit,AEZ01,Cropland,0,0,0,0
Western Europe,root,AgroForestLandAEZ01,AgroForest_NonPastureAEZ01,CropLandAEZ01,PalmFruitAEZ01,0,3,0,3,1,0,0,PalmFruit,AEZ01,Cropland,0.659999999426087,0.799999999304348,0.149999999869565,0
Japan,root,AgroForestLandAEZ01,AgroForest_NonPastureAEZ01,CropLandAEZ01,PalmFruitAEZ01,0,3,0,3,1,0,0,PalmFruit,AEZ01,Cropland,0,0,0,0
Australia_NZ,root,AgroForestLandAEZ01,AgroForest_NonPastureAEZ01,CropLandAEZ01,PalmFruitAEZ01,0,3,0,3,1,0,0,PalmFruit,AEZ01,Cropland,0.659999999931606,0.799999999917098,0.149999999984456,0
Former Soviet Union,root,AgroForestLandAEZ01,AgroForest_NonPastureAEZ01,CropLandAEZ01,PalmFruitAEZ01,0,3,0,3,1,0,0,PalmFruit,AEZ01,Cropland,0,0,0,0
China,root,AgroForestLandAEZ01,AgroForest_NonPastureAEZ01,CropLandAEZ01,PalmFruitAEZ01,0,3,0,3,1,0,0,PalmFruit,AEZ01,Cropland,0.500916521414466,0.766152451364449,0.149999999999925,0
Middle East,root,AgroForestLandAEZ01,AgroForest_NonPastureAEZ01,CropLandAEZ01,PalmFruitAEZ01,0,3,0,3,1,0,0,PalmFruit,AEZ01,Cropland,0,0,0,0
Africa,root,AgroForestLandAEZ01,AgroForest_NonPastureAEZ01,CropLandAEZ01,PalmFruitAEZ01,0.139,3,0.139,3,1,0,0,PalmFruit,AEZ01,Cropland,0.240127152298296,0.710665351552793,0.149999999999992,0.447278952978883
Latin America,root,AgroForestLandAEZ01,AgroForest_NonPastureAEZ01,CropLandAEZ01,PalmFruitAEZ01,0.284,3,0.284,3,1,0,0,PalmFruit,AEZ01,Cropland,0.362750826979339,0.736755495101942,0.14999999999999,1.51462106406718
Southeast Asia,root,AgroForestLandAEZ01,AgroForest_NonPastureAEZ01,CropLandAEZ01,PalmFruitAEZ01,0,3,0,3,1,0,0,PalmFruit,AEZ01,Cropland,0.28596101933573,0.720417238156535,0.149999999999999,0
Eastern Europe,root,AgroForestLandAEZ01,AgroForest_NonPastureAEZ01,CropLandAEZ01,PalmFruitAEZ01,0,3,0,3,1,0,0,PalmFruit,AEZ01,Cropland,0,0,0,0
Korea,root,AgroForestLandAEZ01,AgroForest_NonPastureAEZ01,CropLandAEZ01,PalmFruitAEZ01,0,3,0,3,1,0,0,PalmFruit,AEZ01,Cropland,0,0,0,0
India,root,AgroForestLandAEZ01,AgroForest_NonPastureAEZ01,CropLandAEZ01,PalmFruitAEZ01,0,3,0,3,1,0,0,PalmFruit,AEZ01,Cropland,0.659999999999925,0.799999999999909,0.149999999999983,0
USA,root,AgroForestLandAEZ01,AgroForest_NonPastureAEZ01,CropLandAEZ01,RiceAEZ01,0,3,0,3,1,0,0,Rice,AEZ01,Cropland,0.39999999999996,0.0899999999999911,0.459999999999955,0
Canada,root,AgroForestLandAEZ01,AgroForest_NonPastureAEZ01,CropLandAEZ01,RiceAEZ01,0,3,0,3,1,0,0,Rice,AEZ01,Cropland,0,0,0,0
Western Europe,root,AgroForestLandAEZ01,AgroForest_NonPastureAEZ01,CropLandAEZ01,RiceAEZ01,0,3,0,3,1,0,0,Rice,AEZ01,Cropland,0.399999999999876,0.0899999999999721,0.459999999999858,0
Japan,root,AgroForestLandAEZ01,AgroForest_NonPastureAEZ01,CropLandAEZ01,RiceAEZ01,0,3,0,3,1,0,0,Rice,AEZ01,Cropland,0.399999999999965,0.0899999999999921,0.459999999999959,0
Australia_NZ,root,AgroForestLandAEZ01,AgroForest_NonPastureAEZ01,CropLandAEZ01,RiceAEZ01,0,3,0,3,1,0,0,Rice,AEZ01,Cropland,0.39999999999882,0.0899999999997344,0.459999999998643,0
Former Soviet Union,root,AgroForestLandAEZ01,AgroForest_NonPastureAEZ01,CropLandAEZ01,RiceAEZ01,0,3,0,3,1,0,0,Rice,AEZ01,Cropland,0.3999999999997,0.0899999999999324,0.459999999999655,0
China,root,AgroForestLandAEZ01,AgroForest_NonPastureAEZ01,CropLandAEZ01,RiceAEZ01,0,3,0,3,1,0,0,Rice,AEZ01,Cropland,0.399999999999998,0.0899999999999996,0.459999999999998,0
Middle East,root,AgroForestLandAEZ01,AgroForest_NonPastureAEZ01,CropLandAEZ01,RiceAEZ01,0.505,3,0.505,3,1,0,0,Rice,AEZ01,Cropland,0.399999999999869,0.0899999999999705,0.459999999999849,0.676071811250532
