# List of GCAM technologies mapped to intermediate GCAM sectors / fuels / services and to BEND technologies,,,,,,,,,,,
# Source: Tables_BEND_Data.xlsx,,,,,,,,,,,
gcam_consumer,supplysector,subsector,technology,minicam_energy_input,GCAM_sector,GCAM_fuel,service,BEND_sector,BEND_service,BEND_fuel,BEND_technology
comm,comm cooling,electricity,air conditioning,elect_td_bld,comm,electricity,cooling,Commercial,Cooling Energy (kBtu/Yr),Electricity,Air Conditioning
comm,comm cooling,electricity,air conditioning hi-eff,elect_td_bld,comm,electricity,cooling,Commercial,Cooling Energy (kBtu/Yr),Electricity,Air Conditioning
comm,comm cooling,district services,district services,district services,comm,district services,cooling,Commercial,Cooling Energy (kBtu/Yr),District Cooling,District Cooling
comm,comm hot water,electricity,electric resistance water heater,elect_td_bld,comm,electricity,hot water,Commercial,Hot Water Heating Energy (kBtu/Yr),Electricity,electric water heater
comm,comm hot water,electricity,electric heat pump water heater,elect_td_bld,comm,electricity,hot water,Commercial,Hot Water Heating Energy (kBtu/Yr),Electricity,electric water heater
comm,comm hot water,gas,gas water heater,delivered gas,comm,gas,hot water,Commercial,Hot Water Heating Energy (kBtu/Yr),Gas,gas water heater
comm,comm hot water,gas,gas water heater hi-eff,delivered gas,comm,gas,hot water,Commercial,Hot Water Heating Energy (kBtu/Yr),Gas,gas water heater
comm,comm hot water,refined liquids,fuel water heater,refined liquids enduse,comm,refined liquids,hot water,Commercial,Hot Water Heating Energy (kBtu/Yr),Refined Liquids,fuel water heater
comm,comm hot water,district services,district services,district services,comm,district services,hot water,Commercial,Hot Water Heating Energy (kBtu/Yr),District Hot Water,District Hot Water
comm,comm lighting,electricity,incandescent,elect_td_bld,comm,electricity,lighting,Commercial,Lighting Energy (kBtu/Yr),Electricity,electric lighting
comm,comm lighting,electricity,fluorescent,elect_td_bld,comm,electricity,lighting,Commercial,Lighting Energy (kBtu/Yr),Electricity,electric lighting
comm,comm lighting,electricity,solid state,elect_td_bld,comm,electricity,lighting,Commercial,Lighting Energy (kBtu/Yr),Electricity,electric lighting
comm,comm ventilation,electricity,ventilation,elect_td_bld,comm,electricity,ventilation,Commercial,Ventilation (kBtu/Yr),Electricity,ventilation
comm,comm ventilation,electricity,ventilation hi-eff,elect_td_bld,comm,electricity,ventilation,Commercial,Ventilation (kBtu/Yr),Electricity,ventilation
comm,comm pumping,electricity,pumping,elect_td_bld,comm,electricity,pumping,Commercial,Pumping Energy (kBtu/Yr),Electricity,HVAC Pumps
comm,comm other,electricity,electricity,elect_td_bld,comm,electricity,other,Commercial,Other Energy (kBtu/Yr),Electricity,Electricity
comm,comm other,gas,gas,delivered gas,comm,gas,other,Commercial,Other Energy (kBtu/Yr),Gas,Gas
comm,comm other,refined liquids,refined liquids,refined liquids enduse,comm,refined liquids,other,Commercial,Other Energy (kBtu/Yr),Refined Liquids,Refined Liquids
comm,non-building services,electricity,electricity,elect_td_bld,comm,electricity,comm other,Commercial,Non-Building Energy,Electricity,Electricity
..,district services,electricity,electricity,elect_td_bld,district services,electricity,..,District Services,District Services Energy,Electricity,Electricity
..,district services,gas,gas,delivered gas,district services,gas,..,District Services,District Services Energy,Gas,Gas
..,district services,refined liquids,refined liquids,refined liquids enduse,district services,refined liquids,..,District Services,District Services Energy,Refined Liquids,Refined Liquids
