# GDP MER by country 1969-2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Source: http://www.ers.usda.gov/datafiles/International_Macroeconomic_Data/Historical_Data_Files/HistoricalRealGDPValues.xls,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#Unit: billion 2005 USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country,iso,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013
Philippines,phl,28.49813494,29.57097711,31.17627645,32.8743831,35.80699071,37.08104465,39.14452084,42.59183418,44.9778524,47.30415338,49.97195425,52.54496585,54.34372147,56.31059878,57.36620654,53.16488766,49.28033728,50.96413937,53.16152695,56.7512827,60.27287636,62.1033433,61.74417814,61.95262836,63.26373628,66.03951074,69.12929619,73.17050738,76.96466327,76.52079098,78.87910571,82.35863069,84.74208321,87.83169325,92.19724787,98.37228433,103.072181,108.4762071,115.6537181,120.4565361,121.8397752,131.1389084,136.2664397,142.493816,151.923091
Thailand,tha,19.31563914,21.51915842,22.57260148,23.53837146,25.94786026,27.10676027,28.4540736,31.10793205,34.17002987,37.68809124,39.71260513,41.76715372,44.2342854,46.60185865,49.20420038,52.03463622,54.4528095,57.46613465,62.93630731,71.29935478,79.99110631,88.92384236,96.53417716,104.3374098,112.9463368,123.0970327,134.4680969,142.403523,140.4506388,125.6893149,131.2795185,137.5153879,140.4957098,147.9666728,158.5314567,168.5888088,176.351816,185.3332353,194.6820296,199.5185161,194.8700367,210.0765349,210.2445961,221.1773151,230.0244077
Vietnam,vnm,9.332284647,9.571573997,9.816998971,10.06871689,10.32688912,10.59168115,10.86326272,11.14180792,11.4274953,11.720508,12.02103385,12.32926548,12.64540049,12.96964153,13.30219644,13.53803151,14.05326945,14.44525611,14.96289748,15.73124401,16.88977351,17.75130703,18.80943473,20.43570739,22.085427,24.03755369,26.33085173,28.79015789,31.13715579,32.93204327,34.50408296,36.84598425,39.3864767,42.17511137,45.27125869,48.79771072,52.91711077,57.27158967,62.11467174,66.03453751,69.54994918,74.26781743,78.63872223,82.87209323,87.14092776
Brunei,brn,4.077360471,4.203464403,4.333468457,4.467493255,4.605663149,5.084703026,5.102777306,6.131262129,6.800593521,7.261390482,8.899736486,8.277048396,6.635981533,6.898544457,6.93313824,6.974728518,6.870752823,6.684179612,6.818473454,6.893297085,6.819250843,6.893541153,7.110407908,7.448762363,7.471449354,7.706456075,8.051605671,8.28335651,8.16149411,8.115911481,8.363621765,8.601936633,8.837977336,9.180192412,9.446781072,9.494422884,9.531214429,9.950370593,9.965668878,9.772528026,9.600006602,9.907206814,10.19451581,10.47996225,10.65812161
Laos,lao,0.670493904,0.684177453,0.698140258,0.712388019,0.72692655,0.741761785,0.756899781,0.772346715,0.788108893,0.804192748,0.820604845,0.837351883,0.854440697,0.871878262,0.889671696,0.8571145,0.900569896,0.944563935,0.931096415,0.912379505,1.041851965,1.11170375,1.159468809,1.223933626,1.296299393,1.402064701,1.500647436,1.604617149,1.714887904,1.782927935,1.913195355,2.023907775,2.140626794,2.267222036,2.405848317,2.559822609,2.741570014,2.974502668,3.193471317,3.435620588,3.690438098,4.001066629,4.313659037,4.655118051,5.022692546
Singapore,sgp,8.745592454,9.953780902,11.15139492,12.6554871,14.05882181,14.94527127,15.60857628,16.76371235,18.01473924,19.57777184,21.4176021,23.56943806,26.09738718,27.9726658,30.36933581,33.0494125,32.83455935,33.25723605,36.83974401,40.91918999,45.1045605,49.66322032,52.88409487,56.60250826,63.10013359,69.77289789,74.85120671,80.64485154,87.54334382,85.69834651,91.02305152,99.28216022,98.07096767,102.22834,106.9295142,116.8058495,125.4293554,136.3457697,148.3096531,150.5150221,149.3559808,170.9696904,179.3286116,184.4753428,188.534374
Bangladesh,bgd,17.38779666,18.36496515,17.35866,14.93300795,15.42963204,16.9096356,16.21833349,17.13651193,17.5945805,18.83919258,19.74378177,19.90551135,20.6623185,21.15335165,22.00288887,23.14278644,23.88874339,24.90367348,25.83314426,26.3909341,27.08035815,28.6892854,29.64732264,31.1412907,32.56581028,33.89602709,35.56542411,37.20924662,39.21391403,41.26383369,43.27306475,45.84543501,48.26332973,50.39435406,53.04307842,56.36914619,59.72619856,63.68564964,67.77926291,71.97509179,76.10729598,80.54799223,85.95601633,91.30473614,96.80878335
India,ind,142.4317881,149.7735134,152.2167006,151.3808734,156.4048146,158.2577676,172.7341439,175.593507,188.3394372,199.0910826,188.6635157,201.3865664,213.4684108,220.8663213,236.9879971,246.048584,258.9271576,271.2734199,282.0088469,309.1871321,327.586046,345.6982416,349.3751862,368.5218845,386.0916324,411.7827476,442.9516297,476.4264218,495.7431238,526.4471748,565.3374667,588.1228805,618.8046312,642.1139574,695.8646544,753.46954,823.6847955,900.0554678,988.4139462,1037.166232,1131.599487,1241.580822,1334.451067,1410.915113,1482.871784
Pakistan,pak,18.63360854,20.74916815,20.84635156,21.01591711,22.50053695,23.2970991,24.27823677,25.53006869,26.53791877,28.67383208,29.75151959,32.79084678,35.38813222,37.7016267,40.25718559,42.29629481,45.50747803,48.01114186,51.10898542,55.00618804,57.73436785,60.30850476,63.36106059,68.24359918,69.44314947,72.03852854,75.61351915,79.27818982,80.08238462,82.12467305,85.1305451,88.75718125,90.51677819,93.43542832,97.96360904,105.1821275,113.2467612,120.2426275,127.0761558,129.1042669,133.7939505,139.6242218,143.8687982,149.144494,154.5765953
Afghanistan,afg,3.891276413,3.930189177,3.969491069,4.009185979,4.049277839,4.089770618,4.130668324,4.171975007,4.213694757,4.255831705,4.298390022,4.341373922,4.384787661,4.428635538,4.472921893,4.517651112,4.562827623,4.608455899,4.654540458,4.701085863,4.748096722,4.624646207,4.661643376,4.70825981,4.562303756,4.425434643,5.58489852,5.919992431,6.275191977,6.024184298,6.277200039,6.164210438,5.763536759,7.411908273,8.575577871,9.261624101,10.54898985,11.34016409,12.95046739,13.39078328,16.20284777,17.53148129,18.53726237,19.87194526,20.52771945
Bhutan,btn,0.08027064,0.08581424,0.091740688,0.098076425,0.104849717,0.112090781,0.119831924,0.12810768,0.136954971,0.146413268,0.156524768,0.167334582,0.148314807,0.160469391,0.172242462,0.185360676,0.193422052,0.208806874,0.251045995,0.288901525,0.306795531,0.334706926,0.35109431,0.358407465,0.369849171,0.382832771,0.405944544,0.431088733,0.454353174,0.479659063,0.512593514,0.551125926,0.589633398,0.642206402,0.69729891,0.764450417,0.818898855,0.874988234,1.031837093,1.080017327,1.152683893,1.238481842,1.341275835,1.448577902,1.539838309
Nepal,npl,2.210074512,2.267005858,2.23990645,2.30974226,2.298735501,2.444327991,2.479928912,2.589009482,2.667119212,2.784625585,2.850589963,2.784473545,3.016753608,3.130768028,3.037552358,3.331621751,3.536346752,3.697803985,3.760504625,4.049943473,4.225291768,4.421135577,4.70268014,4.895791308,5.08427193,5.501995849,5.692829929,5.996160085,6.298882974,6.488881818,6.775208482,7.195271408,7.540644436,7.549679156,7.847534603,8.215003513,8.500818358,8.78683815,9.08660643,9.641310963,10.06660892,10.52497156,10.8914992,11.33564291,11.72585808
Sri Lanka,lka,5.016911584,5.209893825,5.277981985,5.256316908,5.627275544,5.84369181,6.201689196,6.408522259,6.735395532,7.116203916,7.571892963,8.014548299,8.471339206,8.822180322,9.246878165,9.718390896,10.20425185,10.64870308,10.83245824,11.10031168,11.35554068,12.08229529,12.63808087,13.19415643,14.10455322,14.8944082,15.71360066,16.31071748,17.35548678,18.17091648,18.95236994,20.08951214,19.77905427,20.56322583,21.78473677,22.97092904,24.40471655,26.27594035,28.0620851,29.73179133,30.78398629,33.25023555,35.9667798,38.66428828,41.1928331
Australia,aus,234.7763162,251.5839055,261.7044111,272.0111484,279.1490709,290.4581517,294.1036908,301.8506413,312.3644625,315.1866994,328.1912795,338.1816386,349.692051,360.93498,352.5797206,368.9580423,387.9637406,406.4078678,414.7660033,436.9973207,456.5085051,469.9675192,468.6329787,471.3660545,490.2257874,509.0589159,529.8363319,551.9835215,573.5108975,598.9175011,629.8218941,654.7000024,667.6628781,693.2341421,715.1404529,744.7469764,765.8982939,789.4109428,819.1720602,849.7269992,860.6895021,884.3329171,902.4709299,929.9060461,954.0836033
New Zealand,nzl,47.59984419,46.93458515,48.71127426,51.20485698,55.19897847,58.50729614,57.49413528,58.02814786,55.74396392,55.39466116,55.35808496,55.85369253,57.67061547,60.16145497,61.80921296,64.85783958,65.35801917,66.72688361,67.79527342,67.69348384,68.06083871,68.08517935,67.20397952,67.95738479,72.28862331,76.11081662,79.34143189,82.05154473,83.44393578,83.87385911,88.29368375,90.63794116,93.78631474,98.37005676,102.1900784,105.8381241,109.2775794,111.7098481,114.9049059,113.6796462,114.572194,117.4371101,119.1007055,122.0782231,125.2810067
Fiji,fji,1.011234376,1.139688486,1.218201491,1.309387248,1.46144467,1.499459061,1.507409328,1.548654491,1.640087227,1.670648663,1.874882463,1.844819505,1.961596432,1.844322631,1.771285256,1.919949657,1.831373218,1.973302927,1.842768564,1.860380933,1.998767829,2.114696363,2.057599561,2.183113134,2.229614142,2.343324464,2.401907575,2.517199139,2.461820758,2.493824428,2.713280977,2.667155201,2.720498305,2.80755425,2.835629793,2.985918172,3.006819599,3.063949172,3.036373629,3.042446376,2.951172985,2.954557754,3.013648909,3.043785398,3.101617321
French Polynesia,pyf,1.399136282,1.421896191,1.592557982,1.517786131,1.636212322,1.930747702,1.836088888,1.986714576,2.028018227,2.228641133,2.316135894,2.327366866,2.52530312,2.777117217,2.927257059,3.085495386,3.252314023,3.525508502,3.775819759,3.866439386,3.982432644,4.070046167,4.269478275,4.307903476,4.312211519,4.346709309,4.368442591,4.381547932,4.464797525,4.741614782,4.931279594,5.128530794,5.212125846,5.297083498,5.383425959,5.471175802,5.615067725,5.818894684,5.94568597,6.055493389,6.004891879,6.059130804,6.16357064,6.20502014,6.349376265
Kiribati & Tuvalu Gilbert Islands,kir,0.087319023,0.087319023,0.085319337,0.095625275,0.115620393,0.167999645,0.176978251,0.129604293,0.123626085,0.124936044,0.110462212,0.061368282,0.059238295,0.063258514,0.068941374,0.068098761,0.064957639,0.065968775,0.063948241,0.075614521,0.069142906,0.070617913,0.06756887,0.069719577,0.071548033,0.075080048,0.074153341,0.078624704,0.082929812,0.092030686,0.093313824,0.100071004,0.096995118,0.103000085,0.107636793,0.108616525,0.108942413,0.111011445,0.111463566,0.110239089,0.109518952,0.111490293,0.113943079,0.117019542,0.12029609
Maldives Islands,mdv,0.041432808,0.045192854,0.049294125,0.053767588,0.05864702,0.063969263,0.069774502,0.076106568,0.083013272,0.090546763,0.098763921,0.10772679,0.117503043,0.128166496,0.139797661,0.15248436,0.175991415,0.192465248,0.209458305,0.227744731,0.248986045,0.2911949,0.295395959,0.315101306,0.332610758,0.358386382,0.404074313,0.440776524,0.486635369,0.534282027,0.572895023,0.600213576,0.620948433,0.661472214,0.717953889,0.786278649,0.749765625,0.884551656,0.948619716,1.007068933,0.983912486,1.030934829,1.108254941,1.144827354,1.189475621
Marshall Islands,mhl,0.047313037,0.04827861,0.049263887,0.050269273,0.051295176,0.052342017,0.053410221,0.054500226,0.055612475,0.056747424,0.057905534,0.05908728,0.060293143,0.071377982,0.083040429,0.085275811,0.083070894,0.101713672,0.115106921,0.125967753,0.127026418,0.135969849,0.137510244,0.137561654,0.143148204,0.147177222,0.151204336,0.127224442,0.115276384,0.118180095,0.118889176,0.119959178,0.123228775,0.127930214,0.132342831,0.137636544,0.1386,0.1419264,0.146609971,0.143677772,0.143677772,0.144396161,0.148728045,0.153189887,0.157785583
"Micronesia, Federated States of",fsm,0.127124764,0.129719147,0.132366476,0.135067833,0.137824319,0.140637061,0.143507205,0.146435923,0.149424411,0.152473889,0.155585601,0.158760817,0.162000834,0.165306974,0.168680585,0.172123046,0.175635761,0.170265775,0.172308556,0.176700535,0.182931016,0.189774332,0.203869519,0.212040642,0.229302139,0.228076471,0.240118373,0.234437418,0.218311659,0.223621852,0.227320063,0.238239097,0.240719055,0.244396875,0.246001431,0.244214439,0.2483,0.247585027,0.242784492,0.237064706,0.238086096,0.239188435,0.242058696,0.244116195,0.246069125
New Caledonia,ncl,1.773965839,1.898330922,2.031199197,2.100229493,1.86501831,2.101896434,2.2385086,2.289994258,2.333500125,2.562183305,2.213726245,2.204871461,2.050530473,2.09974305,2.05774824,2.094787693,2.189053149,2.167162541,2.290690866,3.08326992,3.422429595,3.545637104,3.71937432,3.738714874,3.758522386,3.85587514,4.084915323,4.103292503,4.185651833,4.051699443,4.088171727,4.174028035,4.4666274,4.779737981,5.114797614,5.473344926,5.637545274,5.806671632,5.980871781,6.160297935,6.345106873,6.535460079,6.731523882,6.933469598,7.141473686
Palau,plw,0.072649328,0.074131968,0.075644865,0.077188638,0.078763916,0.080371343,0.082011574,0.08368528,0.085393143,0.08713586,0.088914143,0.090728717,0.092580324,0.094469718,0.096397671,0.098364971,0.100372419,0.102420836,0.104511057,0.106643936,0.106,0.118,0.127562351,0.11939836,0.104712362,0.112356364,0.124603208,0.137561942,0.140725864,0.143540384,0.135789203,0.136196571,0.137967126,0.133138277,0.131407479,0.137846445,0.145428,0.14979084,0.152936448,0.145442562,0.142388268,0.143812151,0.148126515,0.152570311,0.15714742
Papua New Guinea,png,1.892558872,2.097765313,2.229823701,2.355664987,2.509472624,2.574983202,2.552326311,2.465842048,2.486427289,2.699013349,2.74846993,2.685160262,2.677780645,2.687231746,2.773845601,2.764006055,2.874571561,3.009476829,3.092854199,3.182832806,3.137649943,3.043138599,3.33366397,3.795345899,4.486185589,4.752759641,4.595326908,4.950715559,4.757420313,4.578107744,4.663056999,4.546721107,4.541206445,4.533990452,4.632110636,4.758158494,4.929266832,5.056663758,5.420743549,5.783933367,6.102049702,6.590213678,7.177335815,7.661805982,7.980537111
Samoa,wsm,0.258194887,0.260802916,0.263437289,0.266098271,0.268786133,0.271501144,0.27424358,0.277013717,0.279811835,0.27072265,0.300257363,0.28165709,0.256226456,0.245959818,0.24701999,0.250200505,0.260007098,0.274319407,0.275644626,0.271668986,0.281740609,0.269283596,0.263090081,0.262563895,0.273329013,0.266380708,0.283846494,0.304494416,0.306940942,0.314290958,0.321461699,0.344045585,0.368443757,0.384685626,0.403011512,0.422324066,0.439832475,0.449296469,0.459484278,0.482412892,0.455714996,0.460272146,0.466255684,0.474648286,0.479869417
Solomon Islands,slb,0.068330672,0.073408015,0.078862631,0.084722556,0.091017905,0.097781032,0.105046697,0.112852241,0.121237779,0.130246409,0.139924428,0.150321578,0.161491293,0.173490978,0.186382306,0.20023153,0.215109826,0.231093662,0.248265184,0.266712644,0.28653085,0.307821658,0.326303825,0.367713237,0.382335204,0.417486414,0.451818794,0.459071289,0.45246216,0.460533486,0.458310947,0.392921509,0.361572011,0.351447994,0.374292114,0.39262633,0.413911362,0.442664336,0.49002942,0.525801567,0.519491948,0.555856385,0.606439316,0.641612796,0.666635695
Tonga,ton,0.17665314,0.181854169,0.187208328,0.192720123,0.198394197,0.204235328,0.210248433,0.216438576,0.22281097,0.22937098,0.23612413,0.209206436,0.183919572,0.192639673,0.196458586,0.199873815,0.212982446,0.217494807,0.223988446,0.219773277,0.22063018,0.216120295,0.229984289,0.230563813,0.239182373,0.251027939,0.261072851,0.260802124,0.258910134,0.266910616,0.278048151,0.286816059,0.296991651,0.307798534,0.315660721,0.318791978,0.316239706,0.316666349,0.31380885,0.321953017,0.327345081,0.326266668,0.331160668,0.334472275,0.335810164
Vanuatu New Hebrides,vut,0.144797656,0.149060795,0.153449449,0.157967314,0.162618194,0.167406006,0.172334781,0.177408669,0.182631942,0.188009,0.193544369,0.171480685,0.178682279,0.197801492,0.208846755,0.223167687,0.225636801,0.221048354,0.221994854,0.223270571,0.230904266,0.241933031,0.271253871,0.269299156,0.283270286,0.288558315,0.270376574,0.271468113,0.273095853,0.289468967,0.282192023,0.333257676,0.324270958,0.308377762,0.315783483,0.325248667,0.335331376,0.353774602,0.376801791,0.400054229,0.413868102,0.4229732,0.438200235,0.455728244,0.471223005
Iran,irn,56.29945844,61.83709629,69.86311143,81.24266897,85.73833208,93.78456704,99.1807453,116.7663808,115.2476607,106.6278997,99.03153077,85.93001098,81.46282881,92.0177993,103.6195968,101.9889144,104.0951202,94.54876752,93.22159183,87.34935231,92.74575993,105.4405819,118.7201423,123.767019,121.8167071,121.3896765,124.6097637,133.4579773,137.9752667,141.756605,144.4979123,151.9296795,157.5046074,170.3565517,184.0852037,195.253687,204.3446506,217.0373391,230.8556956,232.1855817,241.357129,255.5936522,260.5973475,255.5093906,248.3917907
Iraq,irq,9.008446775,9.552323999,10.11059203,10.66045213,11.2874572,11.9407215,12.30441221,13.08295327,13.81887785,14.69281324,15.74120307,16.24957492,16.79719233,17.62448216,18.47899655,19.53071841,19.84762915,20.54490771,21.75907273,23.5920263,24.94971403,26.26587202,11.4519202,14.38752805,21.37584768,20.38875155,16.65544161,24.92297363,30.37688041,40.95087019,51.08687043,48.82315603,49.9480976,46.50181142,31.10932214,47.95743871,50.06786201,55.15385536,55.91365385,59.60891167,65.15341206,71.81778534,78.21961179,83.69922062,88.03491815
Saudi Arabia,sau,54.70450592,61.28790458,73.51037967,90.78073945,114.036686,145.3883747,152.9885477,172.4468903,184.5244612,182.7260571,200.6799279,213.7626913,223.7901428,198.9535451,182.6064059,176.9669259,169.3145784,177.9331977,170.8447169,184.8950002,185.0105003,200.4191099,218.6648375,228.7858531,228.8454888,230.3685865,230.8314279,238.6423471,244.8295368,251.7693896,249.8848691,262.0407017,263.4752142,263.8125981,284.0182148,298.9772187,315.5814522,325.5468075,332.11365,346.1577175,346.7050234,359.7480427,384.1199172,402.3256316,419.2158081
Turkey,tur,105.6694113,109.0862414,115.1587393,123.7101836,127.7460234,134.8927421,144.5700992,159.6938368,165.134079,167.615933,166.5698196,162.4932725,170.3849999,176.4562055,185.2279862,197.6605179,206.0439637,220.4918306,241.4066688,247.0090822,247.7260114,269.6826553,272.183389,288.4718704,311.6719623,294.6671262,315.860251,337.9858364,363.4284987,374.6657481,362.056936,386.5843384,364.5587926,387.0295655,407.4077252,445.5525019,482.98613,516.2807235,540.3837235,543.9440074,517.6939482,565.0989394,613.0686038,631.1403956,651.3368883
Bahrain,bhr,3.885735601,3.965036328,4.045955436,4.128525956,4.212781587,4.298756722,4.386486451,4.476006582,4.567353656,4.660564955,4.755678525,5.006403731,4.74022845,4.382046478,4.661462295,4.894705284,4.66180213,4.716951041,5.207467106,5.571989482,5.592271821,5.840456695,6.496339966,6.930944881,7.822958001,7.803400528,8.110073563,8.443398023,8.704552261,9.12150052,9.513725115,10.01795192,10.47877771,11.02996142,11.82411864,12.48626929,13.46019829,14.36203158,15.55982501,16.54009398,17.05011262,17.81763843,18.14858885,18.77274958,19.57637888
Israel,isr,25.85905483,27.74866121,30.86324971,35.07942856,36.25197358,38.73170222,40.01695311,40.54351773,40.54028758,42.49494334,45.16566496,48.26913,50.75395641,51.67201247,53.48612433,53.9695077,55.83028057,58.50535116,62.7105328,63.97988253,64.53595606,68.94729186,74.25580519,78.43476975,82.79328963,88.53237629,94.44113129,99.75792944,102.6168783,107.0066907,110.5385956,120.7042424,120.6529907,119.8507915,121.6624248,127.7435405,134.2569525,141.9074819,149.4497143,155.8187305,157.0122246,164.323602,171.8899405,177.39183,182.5463766
Jordon,jor,0.900036039,1.122746066,1.345456094,1.568166121,1.790876148,2.013586175,2.211714062,2.749372233,2.928354874,3.54343014,3.866593241,4.601700516,4.818326331,5.174160867,5.277146911,5.733126496,5.931285848,6.34731555,6.531108489,6.410145724,5.547845628,5.601867834,5.704040266,6.768690303,7.082142544,7.435259745,7.895270484,8.060083693,8.326680914,8.577509412,8.86837294,9.244796594,9.731932318,10.29500205,10.72513493,11.64309399,12.58866547,13.58867277,14.74194048,15.86363459,16.23251772,16.73685466,17.16979538,17.62486082,18.06548235
Kuwait,kwt,41.43354748,42.75185937,46.031528,48.05743498,45.74551137,41.37556985,38.06548772,41.52871511,41.48578667,44.53886482,50.73605771,40.27655291,32.61204451,28.59592437,31.57395785,33.22840177,31.81362997,34.5385416,37.3508619,33.59722467,42.2972855,37.17763395,34.6307235,32.53239478,43.59030797,47.26765856,49.56405898,49.86398445,51.09728289,52.96849355,52.02088231,54.46304533,54.86009535,56.50589821,66.29271978,73.0545772,80.79836238,84.99987722,88.71692186,93.96896363,92.72669393,95.24104315,101.2445715,106.6349055,110.9656163
Lebanon,lbn,6.865905569,7.078253164,7.29716821,7.522853825,7.755519407,7.995380832,8.242660652,8.497588301,8.76040031,9.031340526,9.310660336,9.598618903,9.895483405,10.20152928,10.5170405,10.84230979,11.17763896,11.52333914,11.87973107,13.0456043,7.507599395,9.499602762,13.12851838,13.71929343,14.67936493,15.85417624,16.89023804,17.75780577,17.35172274,17.97510824,17.89366765,18.13417045,18.8511078,19.48712091,20.11799509,21.62258017,21.83880597,21.97037736,23.61725841,25.80829596,28.00216039,29.95897286,30.37839848,30.89483125,31.48183304
Oman,omn,3.599012994,4.099099277,4.135918465,4.542281737,3.894913131,4.342781591,5.403875165,6.513837765,6.579446486,6.33643256,6.610910429,7.009908149,8.204892718,9.154185523,10.6798834,12.46466222,14.21061197,14.49513109,13.99638501,14.83113323,16.57480903,16.55319131,17.55864509,19.03600902,20.1863475,20.96872485,22.01649416,22.68710332,24.05593251,24.69157156,24.66075482,25.9927741,27.93744867,28.65497287,28.74093779,29.71812967,30.90507177,32.60485072,34.82198057,39.27919408,39.71126521,42.3820501,42.50549126,45.92288448,48.52212307
Syria,syr,4.980533242,4.790883543,5.265947738,6.58388845,6.021283558,7.474052487,8.933331928,9.912578681,9.786318404,10.6403343,11.02682908,12.34819627,13.52222717,13.80918929,14.00654663,13.43623621,14.25787146,13.55271949,13.81124392,15.64348346,14.24210673,15.33031368,16.54160327,18.76981244,19.7418986,21.25273369,22.47476912,23.46365896,23.88600482,25.39972401,24.49710497,25.16902562,26.47805225,27.52549166,27.97677392,29.60643914,31.53527318,33.12654884,35.00640133,36.57349487,38.77256759,40.02600251,35.10542809,28.60664486,25.4384875
United Arab Emirates,are,20.2021032,20.67345805,21.15581053,21.64941724,25.38774707,29.06847311,30.87868361,35.52332647,41.71811777,40.73985232,50.87910926,64.32165733,66.14957421,60.69184669,57.41901859,60.06669856,56.11836306,45.57745558,48.42990947,47.2684394,53.66756434,63.07549509,63.20793262,64.90827828,64.32409048,69.04258797,74.52845191,79.12553665,84.39323707,87.99578073,91.41051406,95.96633744,97.59776517,100.1353071,112.0514086,122.9203952,132.9998677,144.5708561,153.3896784,161.212552,160.0840641,162.7587019,169.0734242,176.4538128,183.0480946
West Bank,pse,2.922381899,2.951900908,2.981718089,3.011836454,3.042259044,3.072988934,3.104029226,3.135383056,3.167053592,3.199044033,3.231357609,3.263997585,3.296967257,3.330269957,3.363909047,3.397887926,3.432210027,3.466878815,3.501897793,3.537270498,3.573000503,3.609091417,3.645546886,3.682370592,3.719566254,3.757137631,3.666168286,3.695814767,3.816609536,4.119340396,4.419054859,4.367157979,3.667879418,2.96666288,2.91716169,2.95050615,3.093437244,3.705999074,3.71,3.96,4.23,4.5,4.75,5.01,5.27
Yemen United,yem,4.402153165,4.521011301,4.643078606,4.768441728,4.897189655,5.029413776,5.165207948,5.304668562,5.447894613,5.594987768,5.746052438,5.901195853,6.060528141,6.224162401,6.392214786,6.564804585,6.742054309,6.924089775,7.111040199,7.303038285,7.493903664,7.937691234,8.093948662,8.767487551,9.124181482,9.321604957,10.407249,11.03604487,11.91372164,12.68465468,13.03224935,13.60566832,14.23152906,14.7865587,15.24494202,15.85060832,16.73681583,17.27239341,17.84238239,18.49309408,19.18769469,20.48967591,17.35548035,17.70592442,18.35375223
Egypt,egy,15.39959576,16.26174453,16.82129686,17.16258358,17.28362216,17.71320638,19.2966205,22.11918497,24.9586156,26.40115119,27.995479,30.79820025,31.95500556,35.12084254,37.72018507,40.01791591,42.65991867,43.78894576,44.89217389,47.27178185,49.62231381,52.45165572,53.0175241,55.36725871,56.97334705,59.23699623,61.98704936,65.07941624,68.65301256,71.42410014,75.7848703,79.85300668,82.67599067,84.63581601,87.33867577,90.91263693,94.97801774,101.4781596,108.6707564,116.4475439,124.7808604,131.2445089,133.6069101,136.5659893,139.458815
Morocco,mar,14.56919004,15.25590305,16.10975972,16.5023928,17.08976427,18.046116,19.41008144,21.5088511,22.81210845,23.32142605,24.43940558,25.32952902,24.62933455,26.9984267,26.84789907,28.01212067,29.78392276,32.25578258,31.43497456,34.70880507,35.53022847,36.96367674,39.51344989,37.92068781,37.53683041,41.42490798,38.69937681,43.42723648,42.45979821,45.7105503,45.95254978,46.68437523,50.20995683,51.87493703,55.15185971,57.80017834,59.52176382,64.1405647,65.87606367,69.55659629,72.99869699,75.40703775,79.17738964,81.31517916,84.96586094
Algeria,dza,26.67740219,29.04172887,25.75080174,32.81269373,34.06389957,36.61696084,38.46441159,41.69032813,43.88264986,47.92636396,51.51021432,51.91745767,53.47497936,56.89738026,59.96984051,63.32814949,65.67128929,65.9339751,65.47243892,64.81771091,67.6696916,68.21104955,67.39251654,68.60558339,67.16486562,66.56038414,69.08967528,71.92235092,72.71349673,76.42188768,78.86738926,80.60247238,82.69813277,86.58494885,92.55931176,97.3723933,102.3383847,104.3851524,107.5167069,110.0971079,112.4091472,115.7885879,118.6833026,121.701058,125.4856471
Libya,lby,10.33657963,10.84832777,10.16384762,8.825677078,8.923431729,7.637656151,8.207771113,10.09881467,10.94868798,11.32368434,12.82931021,12.90639464,10.47988976,10.13399194,10.02259965,9.229181879,8.412965256,7.68099678,7.435197798,9.520066284,11.60493477,13.68980326,15.77467174,17.85954023,19.94440871,22.0292772,24.11414569,26.19901417,28.28388266,30.36875114,35.74918437,37.07190419,35.47781231,35.01660075,39.56875885,41.30978423,45.39945287,48.07802059,50.96270183,52.8992845,54.01016947,56.34546094,21.82570164,42.71072175,45.85207901
Tunisia,tun,4.854492469,5.081179421,5.617761945,6.614505665,6.571204184,7.101814641,7.610027588,8.209458244,8.489490702,9.036254165,9.629712059,10.34411525,10.91449732,10.86060834,11.36909302,12.02268441,12.70179452,12.51800109,13.35687875,13.3665169,13.59998975,14.68116441,15.25439712,16.445114,16.80523391,17.33937332,17.74713819,19.01536297,20.04997811,21.00912146,22.28101123,23.32716433,24.47593735,24.88071593,26.26418451,27.85017812,28.95782172,30.59702566,32.53458752,34.04375193,35.11067335,36.40971125,35.87984142,37.17151572,38.3238327
Republic of South Africa,zaf,100.3499119,105.6168207,110.1361661,111.9586858,117.0774656,124.2321525,126.3383499,129.1809458,129.0593921,132.9498976,137.9894238,147.1251376,155.0121345,154.4178893,151.5664874,159.294977,157.3652133,157.3932037,160.6996852,167.4491405,171.4593127,170.9144438,169.1740083,165.5586892,167.6010433,173.0214274,178.4122486,186.0959222,191.0214427,192.0097546,196.5375916,204.7029198,210.3024108,218.0159618,224.4454147,234.6678786,247.0515771,260.89565,275.4220277,285.2713389,280.4725614,288.4411707,298.4127688,306.017872,312.4442474
