# GDP MER by country 1969-2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Source: http://www.ers.usda.gov/datafiles/International_Macroeconomic_Data/Historical_Data_Files/HistoricalRealGDPValues.xls,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#Unit: billion 2005 USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country,iso,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013
Haiti,hti,2.863928616,2.854154116,3.095258459,3.138021872,3.175409362,3.376112437,3.297834901,3.579910614,3.597016146,3.769698778,4.044932444,4.351281864,4.232277139,4.087288821,4.118322834,4.130541011,4.138686324,4.13379897,4.102846698,4.134613459,4.178598815,4.171211879,4.351555446,4.120490777,3.896900773,3.431196594,3.770806411,3.926799436,4.033069685,4.121140748,4.232935749,4.269659107,4.225136098,4.214411577,4.229685895,4.080842549,4.154289265,4.247885081,4.389903731,4.426952075,4.554671365,4.324581652,4.562433643,4.913741033,5.218392977
Honduras,hnd,2.496305355,2.586839385,2.690183711,2.845200304,3.069113366,3.031435653,3.0960259,3.421130073,3.776376431,4.154229375,4.348000115,4.377065657,4.487945581,4.425508549,4.384601255,4.575142483,4.766760147,4.801208416,5.090788023,5.32546585,5.555837662,5.561220182,5.742072942,6.065024108,6.442877052,6.3589098,6.617270787,6.855178196,7.197506504,7.406348302,7.266402767,7.684086364,7.893340848,8.189684402,8.562072304,9.095688227,9.646057376,10.27950504,10.92787264,11.36180869,11.14465194,11.4344097,11.84865641,12.23966208,12.66480602
Jamaica and Dependencies,jam,6.33406944,7.098237486,7.272717377,8.582428707,8.1116388,7.768576398,7.748681677,7.229965933,7.042164047,7.038382383,6.963772622,6.565851565,6.739153801,6.878602504,7.009920418,6.901803205,6.69863927,6.824747062,7.360513923,7.653042975,8.20201904,8.546547731,8.960050114,9.135267702,9.995545232,10.13382259,10.37196306,10.3601669,10.24201336,10.00290807,10.10770593,10.1965227,10.33365874,10.4339375,10.9590325,11.11166725,11.22607665,11.53034161,11.6950814,11.89389778,11.59655033,11.53856758,11.69358313,11.99365195,12.33453298
Nicaragua,nic,3.263418638,3.307599667,3.416907782,3.492787836,3.716920519,4.24444168,4.237937205,4.458710615,4.831836945,4.453078892,3.273957534,3.424943691,3.60863336,3.579173851,3.744288716,3.685649638,3.535206893,3.49924291,3.474525904,3.041953613,2.990313021,2.987530094,2.981832503,2.993326487,2.981618431,3.081128666,3.263279356,3.470307413,3.607966805,3.741879576,4.005148503,4.169436149,4.292882101,4.325246548,4.434269632,4.669830823,4.869818839,5.072012305,5.2568037,5.40184942,5.322483153,5.560950105,5.81977944,6.032335244,6.292528619
Panama,pan,4.182792507,4.449936856,4.879172574,5.102652334,5.37849751,5.509813838,5.597465576,5.689467728,5.755206531,6.31575899,6.60046586,6.672971945,7.287339735,7.677099946,7.332293476,7.530960008,7.903157646,8.185125554,8.037052121,6.961707083,7.070466133,7.643102673,8.363007022,9.048914099,9.542599624,9.814577812,9.986497674,10.26717659,10.93053789,11.73300353,12.19260949,12.52368439,12.59560452,12.87634634,13.41789499,14.42719983,15.4647,16.78349268,18.8164203,20.72015601,21.38230581,22.97798547,25.41372975,27.52044591,29.63199684
Puerto Rico,pri,20.99762501,22.82169646,24.26785848,26.05919579,27.61248212,27.62810344,26.92510715,28.345232,30.1998028,32.19571614,34.1626167,34.68409606,35.05530852,33.98705099,34.14550635,36.64429966,37.398627,40.45238202,42.44234414,45.2037415,47.43621434,49.23053218,50.36499387,52.66348628,55.10975485,57.4162462,60.02840545,61.41701693,64.41439047,67.97672563,71.64101408,73.36157428,77.45440915,79.39076938,81.37553861,83.93712418,84.16520806,84.95443291,82.88680841,81.33167859,79.48117384,77.8339791,75.95280906,76.66048136,77.43348989
St Kitts and Nevis,kna,0.073517277,0.07749265,0.081682988,0.086099913,0.090755679,0.095663202,0.100836093,0.106288704,0.112036159,0.120308894,0.131359663,0.142159404,0.143738085,0.141473263,0.140095404,0.154621502,0.164517546,0.183746226,0.199745017,0.217858004,0.234453671,0.239775463,0.2407182,0.248684125,0.265240753,0.278779487,0.296373041,0.315765888,0.337143784,0.340999471,0.35301846,0.368252299,0.377953641,0.383888607,0.392049154,0.417140299,0.434243052,0.461904334,0.472728519,0.494634849,0.439580067,0.428893177,0.43189543,0.44226092,0.452875182
St Lucia,lca,0.211748704,0.218297633,0.225049106,0.232009387,0.239184935,0.246582408,0.254208668,0.262070791,0.270176074,0.278532035,0.287146428,0.289393209,0.299551564,0.26713524,0.278490866,0.34394203,0.323966837,0.372164103,0.379365632,0.425525917,0.464094433,0.573364972,0.588719354,0.630057565,0.646268695,0.655453357,0.677003642,0.713678519,0.716559298,0.762083386,0.780057782,0.780020103,0.740083384,0.763067654,0.778566153,0.822379412,0.85805554,0.908541032,0.928103291,0.935947253,0.892443201,0.872667088,0.866558419,0.894288288,0.912174054
St Vincent and the Grenadines,vct,0.106304885,0.117728294,0.121222511,0.152536086,0.135602565,0.123641591,0.114234077,0.126087934,0.129663955,0.145098785,0.149962678,0.153001307,0.162379437,0.170168829,0.17765488,0.188123012,0.199629747,0.212930847,0.222596901,0.255117014,0.261477064,0.274670201,0.276361769,0.297154069,0.297621956,0.288683611,0.29157553,0.295483084,0.334707712,0.352029504,0.367536308,0.374143159,0.382467277,0.397159603,0.409365331,0.436284548,0.445566734,0.488027793,0.529812914,0.536717974,0.521730447,0.486834961,0.487078379,0.500229495,0.50523179
Trinidad and Tobago,tto,5.774114789,5.978151019,6.040343665,6.389496503,6.495333796,6.742650282,6.842304185,7.280563941,7.944681816,8.740458947,9.055060459,9.995954198,10.4534903,10.87538277,9.874477971,9.306441653,8.923075854,8.630466281,8.23658256,7.913852497,7.848477059,7.966834262,8.180490447,8.045739931,7.929159574,8.211598266,8.536352441,8.873253891,9.113227872,9.821249808,10.25226423,10.8811341,11.32667823,12.23435428,14.00020502,15.10622122,15.98238205,18.09205619,18.96048285,19.41552834,18.73597849,18.75472425,18.49167309,18.71870712,19.09431988
Argentina,arg,89.83588419,92.57196482,97.80980793,99.40255898,102.1975144,107.852925,107.8222817,105.6461569,112.9718175,107.8811664,118.9096029,123.846447,116.8001687,111.0101758,115.3119572,117.8623965,108.9205569,117.4989002,120.9181101,117.8263491,108.9938626,106.3791442,119.8570734,134.1689366,142.0941876,150.3870896,146.1082617,154.1832121,166.6890845,173.1069124,167.2464523,165.9268796,158.6114294,141.3315313,153.8210564,167.7104415,183.1044994,198.6062411,215.7923082,230.3765006,232.3352572,253.6192971,276.1182875,284.4018362,290.9430784
Brazil,bra,209.5083915,227.8821674,253.6216561,284.1901728,323.9162407,353.2051369,371.6038606,407.9854027,426.778508,440.5707499,470.3810223,513.2372498,490.6889041,493.5361047,476.7075428,501.8259456,541.7003415,584.9729634,606.0298225,605.4075952,625.2616882,598.3754356,607.4232759,604.5871259,632.792028,666.547432,695.9877122,710.9514481,734.9456244,735.2240195,737.068387,768.8228263,778.8972485,799.6028829,808.7914001,854.9919296,882.006884,916.8934347,972.7464013,1022.980139,1016.385656,1092.509312,1122.36223,1139.197663,1169.956
Bolivia,bol,3.836681127,3.81769642,4.010999234,4.330575004,4.579113699,4.713719851,5.058340745,5.291761293,5.554826158,5.668849773,5.676408847,5.598541408,5.613971905,5.392852264,5.174866629,5.164482128,5.077905395,4.947206336,5.069079753,5.216564904,5.414279412,5.665273922,5.963636824,6.061828106,6.320625451,6.61562587,6.925123167,7.227151356,7.585199522,7.966686106,8.000694723,8.201337025,8.339431058,8.546713106,8.778443543,9.144793937,9.549124883,10.00719724,10.4639642,11.10734081,11.48021417,11.96238317,12.55624686,13.08351342,13.63842648
Chile,chl,26.42165199,26.98245673,29.41572519,29.17475289,27.73319897,28.42482183,25.19497182,26.0532092,28.31917152,30.43261056,33.07486717,35.77000796,37.4645445,33.59699249,32.32481807,34.90218623,37.38695259,39.47925855,42.08260569,45.15934977,49.92832398,51.77446365,55.90088238,62.76435394,67.14925164,70.9822109,78.52590018,84.34741113,89.91904654,92.82422187,92.11796431,96.2532093,99.50371789,101.676989,105.6595881,112.0425755,118.2715293,123.7001322,129.390691,134.1294003,131.8734936,138.7284575,146.9411821,153.259653,160.1563374
Colombia,col,36.29484354,38.81969981,41.12994675,44.28601812,47.26535191,49.9795752,51.10313957,53.5648735,55.78675165,60.50823549,63.76530508,66.37853428,67.8808244,68.52466066,69.61034915,71.94584668,74.16772483,78.49785348,82.71437102,86.07242643,89.01388847,94.39214186,96.54166945,101.4003003,103.7990771,109.8565956,115.5718164,117.947805,121.9937611,122.6888622,117.5310037,122.7262968,124.785943,127.9101061,132.922386,140.0102582,146.5999193,156.4184713,167.2123276,173.1430226,175.6569201,183.2227475,194.0857699,202.8196295,210.8553159
Ecuador,ecu,9.230925464,9.933551229,10.57523519,11.06097822,12.848014,13.9216693,15.08136041,16.23388233,16.61028876,17.74130126,18.66618574,19.496072,20.15209527,20.03738086,19.53012842,20.27935668,20.87085355,21.72045601,21.25442917,23.03250254,23.25834677,23.88210683,25.12245594,25.50244697,25.57772899,26.78043708,27.25005035,27.9042804,29.03529291,29.64874152,27.78103307,28.55970531,30.0838542,31.36125114,32.48266337,35.08151118,37.18750106,39.36496699,40.16796786,43.07526121,43.23120111,44.77984566,47.53199194,49.97116436,51.92125683
Guyana,guy,0.584753867,0.609637816,0.628614932,0.607759557,0.615324458,0.662721916,0.718940759,0.729990255,0.71072815,0.697891058,0.685079898,0.696958428,0.707386082,0.614080907,0.572370157,0.543587162,0.556631446,0.551618411,0.556579648,0.536022195,0.509519043,0.494039422,0.523605755,0.56461166,0.610987947,0.66306434,0.696126808,0.751005733,0.797770472,0.784140028,0.807428053,0.796311969,0.814228983,0.822786536,0.814515431,0.841344957,0.824880583,0.867193735,0.835626096,0.852137414,0.880422555,0.918771908,0.968385591,1.009057786,1.063946715
Paraguay,pry,1.711024459,1.794519069,1.89217542,2.014053869,2.158957902,2.336816791,2.484506708,2.658871244,2.949590057,3.284371762,3.657376771,4.199359076,4.557826847,4.388432896,4.255684582,4.386647293,4.561065277,4.561065277,4.758699615,5.061103655,5.354578897,5.520067694,5.656387605,5.849999064,6.078839426,6.305401574,6.64918854,6.675955336,6.875697407,6.915534024,6.81306281,6.585125574,6.721061103,6.717796787,6.975733725,7.264199684,7.47313099,7.796163698,8.323286059,8.808270919,8.469452523,9.76272904,10.13290744,10.33982699,11.3390108
Peru,per,31.3506658,33.18056544,34.56780713,35.55982575,37.47140484,40.93753744,42.33005397,43.16002917,43.33392809,43.45644888,45.9753571,47.39026592,50.79316489,50.4884059,44.530774,46.84637425,48.15807273,52.97388,57.2117904,52.23436464,46.12294398,43.75072912,44.69832592,44.5066742,46.6274148,52.60581394,57.13460195,58.57337731,62.59388969,62.18205255,62.75047796,64.60198914,64.74081541,67.99092294,70.73250669,74.25267347,79.32167231,85.46156342,93.07244243,102.1966796,103.0773033,112.1426944,119.8943713,126.6121787,134.1679714
Suriname,sur,1.196860409,1.234280009,1.28205624,1.293511978,1.297330444,1.357846017,1.384180333,1.339498481,1.477003046,1.586912154,1.493451242,1.414867515,1.41665203,1.390612728,1.34862043,1.296878545,1.275378792,1.233002788,1.067271215,1.157362979,1.278306716,1.272005861,1.307384855,1.304764189,1.210092622,1.249402615,1.263161113,1.279212693,1.352591347,1.373556677,1.361632646,1.360780929,1.422694168,1.491388381,1.580916891,1.707691619,1.79679427,1.864931591,1.961241074,2.052636808,2.115860381,2.191773497,2.296629199,2.398886517,2.493008269
Uruguay,ury,8.964280854,9.173436657,9.150346058,9.029600849,9.054450274,9.316607814,9.884633407,10.27364021,10.42316905,10.98330863,11.66417675,12.34576136,12.5383009,11.31482961,10.15229885,10.03629691,10.18348282,11.08062814,11.96631795,12.14353163,12.2775842,12.3140914,12.74986351,13.76113021,14.12683859,15.15546211,14.9360718,15.76919958,17.1171008,17.89060377,17.54366701,17.20508641,16.54370053,15.26454041,15.3874633,16.15747664,17.36284573,18.1138455,19.44237419,21.11370981,21.65873405,23.49272532,24.78262099,25.7589936,26.66758375
Venezuela,ven,68.43646308,73.71422449,74.80467243,75.76427061,81.15107825,82.83036435,85.22934551,91.81564731,97.57320782,99.86314991,100.6264592,96.17743904,95.82849684,93.84388275,90.31083231,91.61326311,91.79035173,97.7662202,101.2678641,107.1630395,97.97929358,104.3165362,114.4664183,121.403625,121.7379561,118.8777132,123.5753595,123.3308813,131.1882073,131.573973,123.718404,128.2798325,132.6339529,120.8883577,111.5131029,131.9050654,145.5149163,159.8803659,172.9136607,181.1818879,175.2257808,171.8867444,179.065466,186.1617813,188.954208
Austria,aut,115.531161,123.4109701,129.7211325,137.77404,144.5074715,150.2064854,149.6622825,156.5123288,164.3514533,164.1112995,173.0654021,176.1523175,175.898345,179.3230845,184.6181632,184.730186,189.267667,193.65228,196.2595859,201.8902039,209.4440783,218.1796677,225.4630626,229.7193405,230.5792449,235.6818007,241.66603,247.0549772,252.3064114,261.3774018,270.1073699,279.9690297,281.425132,286.0613697,288.3530294,295.690419,302.9638726,313.8660831,325.5715438,332.6651219,319.7303286,326.0017155,335.6839665,337.6601636,339.5682549
Belgium-Luxembourg,,164.4402128,173.5643314,179.9781328,189.5642264,201.390977,209.850064,206.4680614,217.8073627,219.2740874,225.6423094,230.9252517,240.8400554,240.1350918,241.62735,242.7013499,249.1460104,253.4106244,259.1279902,265.3485682,278.4569802,289.1732879,298.6457266,305.4345313,310.1702714,308.2889026,318.3694179,325.7417692,330.3505996,343.2396685,351.0083071,364.7527111,379.5666129,383.0967516,389.218891,392.5331072,405.627606,413.9097824,425.9090584,439.8239117,444.4238503,431.8220514,441.7738701,450.5527361,451.5405041,450.6209638
Belgium,bel,155.375492,164.3447232,170.5126158,179.4741564,190.4621521,198.460866,195.8272897,206.8969186,208.1923737,214.1090191,219.1214355,228.9369829,228.2975994,229.6559403,230.3721056,236.0539633,239.9530858,244.3268597,249.9626483,261.7689063,270.8501064,279.3477642,284.4684163,288.8226458,286.0445385,295.2751141,302.3167088,306.5699841,318.046725,324.1803835,335.6664391,348.0245733,350.7607345,355.5554204,358.3486336,369.9394784,376.2838794,386.4123334,397.7051111,401.6987422,390.6516367,399.1558587,407.2716802,407.7604062,406.6113298
Luxembourg,lux,9.064720785,9.2196082,9.465516926,10.09006997,10.92882488,11.38919807,10.64077162,10.9104441,11.08171369,11.53329035,11.80381622,11.9030725,11.83749245,11.97140965,12.32924428,13.09204713,13.45753862,14.80113051,15.38591992,16.68807384,18.32318156,19.29796238,20.96611503,21.34762552,22.24436412,23.09430375,23.42506043,23.78061554,25.19294353,26.82792357,29.08627201,31.54203956,32.33601707,33.66347061,34.18447355,35.68812759,37.62590295,39.49672499,42.11880058,42.72510807,41.17041466,42.61801143,43.28105587,43.78009783,44.00963409
Denmark,dnk,120.401519,122.2045835,125.8730225,131.1282182,136.0576422,134.947474,133.2991557,141.4217403,144.22027,147.5006273,153.3270927,152.5795582,151.2263243,156.8428439,161.0020922,167.7087585,174.4580875,183.0924386,183.623291,183.3613264,184.4118042,187.37612,189.8127644,193.5624125,193.3889545,204.0744878,210.3298266,216.2917652,223.2098743,228.03208,233.870708,242.1233393,243.8300382,244.9658416,245.90592,251.5531269,257.7040541,266.4523597,270.6711114,267.6358781,253.6930029,258.1231974,260.6980536,262.0797533,261.541945
Finland,fin,69.93421488,72.59870846,74.30980211,80.05802618,85.64914095,88.42120423,90.01711654,90.32712009,90.54346299,93.18706775,99.82378209,105.2033331,106.5567954,109.8058965,113.1262324,116.6418046,120.4937636,123.6769065,127.9932112,134.6760963,141.5146428,142.2296297,133.6959574,129.03667,127.9905729,132.6670095,137.9238782,142.8469985,151.7117809,159.3444641,165.5722376,174.3868918,178.369448,181.6409749,185.2963785,192.939615,198.5658497,207.3237798,218.3849704,220.5325694,202.3901063,209.7642333,215.8787354,215.8787354,214.4430857
France,fra,840.9623863,893.1020543,940.7082238,983.3937189,1048.398522,1097.578621,1085.244322,1132.843978,1173.317029,1219.020657,1261.067801,1281.707359,1294.255344,1325.541209,1341.870595,1361.925679,1383.854464,1415.072821,1448.869887,1516.497331,1580.003891,1621.401073,1638.252793,1662.464111,1651.369265,1688.482092,1723.049493,1741.444153,1779.473584,1839.587972,1900.146456,1970.071852,2006.236599,2024.872808,2043.086626,2095.077628,2133.344723,2185.972454,2235.926271,2234.122614,2173.135867,2205.297417,2242.739755,2242.739755,2231.526056
Germany,deu,1239.835488,1316.705289,1357.953712,1416.350356,1484.016309,1497.225074,1484.248042,1557.707313,1609.847174,1658.279311,1727.103928,1751.435863,1760.705171,1753.75319,1781.329383,1831.615382,1874.254202,1917.124754,1944.005749,2016.074624,2094.632014,2204.705054,2317.327154,2361.631829,2337.965978,2395.754685,2435.931595,2455.194498,2497.848067,2544.354217,2591.961104,2671.214188,2711.666283,2711.941468,2701.759648,2733.13066,2751.843194,2853.661392,2946.948876,2978.870258,2826.14296,2930.437817,3019.980402,3040.516268,3052.678333
Greece,grc,86.93962571,93.85592976,101.2153393,111.4989708,120.5218897,112.7624005,119.9417668,128.1600543,131.9292437,141.4899756,146.1337902,147.1233074,144.8374214,143.1969239,141.6523699,144.5004046,148.126724,148.8935169,145.5302157,151.77035,157.5376233,157.5376233,162.4212897,163.5582386,160.9413069,164.160133,167.6070358,171.5598835,177.8005599,183.7812079,190.0654072,198.5754066,206.9099632,214.0264397,226.7477229,236.6511663,242.0476504,254.5520069,265.4450222,268.159506,262.6778527,250.9385512,233.6076345,216.7178025,216.9275872
Ireland,irl,33.61042992,34.23457548,35.42247684,37.72132769,39.50231316,41.18520231,43.51490323,44.12185254,47.74483037,51.17612176,52.74878254,54.3730912,56.18111382,57.46399183,57.32360664,59.81969001,61.6654953,61.40136317,64.26456466,67.61751318,71.548741,77.60643516,79.10395961,81.74862192,83.94979281,88.78179766,97.33541098,105.2595228,117.3238377,127.2140605,141.0756192,154.7756771,163.6003977,174.310352,181.9997204,190.3685492,201.8216131,212.5623157,224.5224789,216.5572568,200.141283,198.0585535,199.4429549,199.4429549,195.5106226
