# File: EDGAR_HFC32.csv
# Title: EDGAR F gases trend
# Units: Kt
# Source: EDGAR v4.2
# Description: EDGAR inventory of F gases (1970 - 2008)
IPCC-Annex,World Region,ISO_A3,Name,IPCC,IPCC_description,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008
Non-Annex_I,Rest Central America,VCT,Saint Vincent and the Grenadines,2F9,Other F-gas use,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.28E-08,1.32E-07,9.92E-07,1.72E-06,2.59E-06,3.89E-06,6.38E-06,9.89E-06,1.02E-05,1.19E-05,1.36E-05
Non-Annex_I,Brazil,BRA,Brazil,2F9,Other F-gas use,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.47E-06,2.53E-05,2.12E-04,7.14E-04,1.55E-03,2.91E-03,5.28E-03,9.41E-03,9.45E-03,1.12E-02,1.29E-02
Non-Annex_I,Rest South America,ECU,Ecuador,2F9,Other F-gas use,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.12E-07,5.33E-06,2.83E-05,5.35E-05,8.34E-05,1.28E-04,2.03E-04,3.26E-04,3.35E-04,3.92E-04,4.49E-04
Non-Annex_I,Rest South America,PER,Peru,2F9,Other F-gas use,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.44E-06,2.95E-05,1.48E-04,2.61E-04,4.24E-04,6.67E-04,1.03E-03,1.72E-03,1.75E-03,2.04E-03,2.34E-03
Non-Annex_I,Rest South America,URY,Uruguay,2F9,Other F-gas use,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.72E-07,6.85E-06,4.20E-05,6.73E-05,7.85E-05,1.16E-04,1.91E-04,3.08E-04,3.07E-04,3.57E-04,4.06E-04
Non-Annex_I,Rest South America,VEN,Venezuela,2F9,Other F-gas use,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.43E-06,2.67E-05,1.55E-04,3.00E-04,3.87E-04,5.03E-04,9.79E-04,1.76E-03,1.70E-03,1.99E-03,2.28E-03
Non-Annex_I,Northern_Africa,DZA,Algeria,2F9,Other F-gas use,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.79E-06,1.60E-05,8.31E-05,1.46E-04,2.25E-04,3.59E-04,5.32E-04,8.46E-04,8.76E-04,1.02E-03,1.17E-03
Non-Annex_I,Northern_Africa,EGY,Egypt,2F9,Other F-gas use,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.19E-06,2.15E-05,1.30E-04,2.49E-04,3.98E-04,6.29E-04,9.66E-04,1.60E-03,1.64E-03,1.91E-03,2.19E-03
Non-Annex_I,Western_Africa,COG,Congo,2F9,Other F-gas use,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.16E-08,1.78E-07,1.16E-06,2.62E-06,4.81E-06,7.90E-06,1.28E-05,2.41E-05,2.37E-05,2.79E-05,3.22E-05
Non-Annex_I,Western_Africa,GAB,Gabon,2F9,Other F-gas use,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.02E-07,7.76E-07,4.02E-06,7.73E-06,1.18E-05,1.86E-05,2.72E-05,4.28E-05,4.46E-05,5.20E-05,5.94E-05
Non-Annex_I,Western_Africa,GHA,Ghana,2F9,Other F-gas use,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.82E-08,5.24E-07,2.55E-06,5.11E-06,8.62E-06,1.45E-05,2.32E-05,3.98E-05,4.03E-05,4.74E-05,5.44E-05
Non-Annex_I,Western_Africa,LBR,Liberia,2F9,Other F-gas use,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.60E-08,2.77E-07,1.77E-06,5.35E-06,1.17E-05,2.31E-05,4.01E-05,6.85E-05,7.00E-05,8.29E-05,9.57E-05
Non-Annex_I,Western_Africa,NGA,Nigeria,2F9,Other F-gas use,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.61E-06,1.55E-05,1.18E-04,2.24E-04,3.45E-04,6.25E-04,9.88E-04,1.69E-03,1.71E-03,2.01E-03,2.31E-03
Non-Annex_I,Western_Africa,SLE,Sierra Leone,2F9,Other F-gas use,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.20E-09,2.70E-08,8.60E-08,5.64E-07,2.23E-06,5.48E-06,1.14E-05,2.40E-05,2.29E-05,2.73E-05,3.18E-05
Non-Annex_I,Eastern_Africa,COM,Comoros,2F9,Other F-gas use,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.39E-10,5.88E-09,1.54E-08,7.52E-08,1.85E-07,3.72E-07,6.22E-07,1.16E-06,1.16E-06,1.37E-06,1.59E-06
Non-Annex_I,Eastern_Africa,ETH,Ethiopia,2F9,Other F-gas use,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.19E-08,6.59E-07,4.97E-06,9.72E-06,1.37E-05,1.80E-05,3.06E-05,5.21E-05,5.18E-05,6.05E-05,6.91E-05
Non-Annex_I,Eastern_Africa,MDG,Madagascar,2F9,Other F-gas use,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.06E-08,7.56E-07,4.22E-06,8.00E-06,8.63E-06,1.47E-05,2.20E-05,3.46E-05,3.53E-05,4.10E-05,4.67E-05
Non-Annex_I,Eastern_Africa,MUS,Mauritius,2F9,Other F-gas use,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.20E-07,1.15E-06,6.16E-06,1.24E-05,1.98E-05,3.16E-05,4.89E-05,8.02E-05,8.23E-05,9.64E-05,1.10E-04
Non-Annex_I,Eastern_Africa,RWA,Rwanda,2F9,Other F-gas use,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.98E-08,4.89E-07,2.16E-06,8.30E-06,2.40E-05,5.41E-05,1.13E-04,2.29E-04,2.20E-04,2.62E-04,3.04E-04
Non-Annex_I,Eastern_Africa,SOM,Somalia,2F9,Other F-gas use,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.84E-09,9.26E-08,7.23E-07,1.22E-06,1.79E-06,2.65E-06,3.96E-06,5.80E-06,6.14E-06,7.12E-06,8.11E-06
Non-Annex_I,Southern_Africa,AGO,Angola,2F9,Other F-gas use,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.10E-08,1.14E-07,8.85E-07,3.44E-06,9.62E-06,1.90E-05,3.89E-05,9.63E-05,8.73E-05,1.04E-04,1.21E-04
Non-Annex_I,Southern_Africa,MOZ,Mozambique,2F9,Other F-gas use,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.53E-07,4.70E-06,2.58E-05,5.65E-05,9.33E-05,1.51E-04,2.31E-04,3.82E-04,3.93E-04,4.60E-04,5.28E-04
Non-Annex_I,Southern_Africa,ZAF,South Africa,2F9,Other F-gas use,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.44E-06,6.61E-05,3.50E-04,6.00E-04,8.76E-04,1.26E-03,1.76E-03,2.66E-03,2.79E-03,3.23E-03,3.68E-03
Non-Annex_I,Southern_Africa,ZMB,Zambia,2F9,Other F-gas use,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.17E-09,1.87E-08,9.19E-08,2.04E-07,3.58E-07,6.30E-07,1.05E-06,1.82E-06,1.84E-06,2.16E-06,2.49E-06
Annex_I,OECD_Europe,AUT,Austria,2F9,Other F-gas use,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.21E-05,2.88E-04,1.44E-03,2.43E-03,3.47E-03,4.94E-03,6.77E-03,9.88E-03,1.05E-02,1.21E-02,1.37E-02
Annex_I,OECD_Europe,BEL,Belgium,2F9,Other F-gas use,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.99E-05,2.69E-04,1.36E-03,2.31E-03,3.32E-03,4.73E-03,6.50E-03,9.47E-03,1.01E-02,1.16E-02,1.32E-02
Annex_I,OECD_Europe,CHE,Switzerland,2F9,Other F-gas use,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.92E-05,2.58E-04,1.29E-03,2.19E-03,3.12E-03,4.41E-03,6.04E-03,8.82E-03,9.36E-03,1.08E-02,1.22E-02
Annex_I,OECD_Europe,DEU,Germany,2F9,Other F-gas use,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.38E-04,2.12E-03,1.06E-02,1.80E-02,2.55E-02,3.60E-02,4.91E-02,7.14E-02,7.59E-02,8.75E-02,9.92E-02
Annex_I,OECD_Europe,DNK,Denmark,2F9,Other F-gas use,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.00E-05,1.79E-04,9.00E-04,1.53E-03,2.19E-03,3.11E-03,4.27E-03,6.28E-03,6.65E-03,7.68E-03,8.71E-03
Annex_I,OECD_Europe,ESP,Spain,2F9,Other F-gas use,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.54E-05,6.00E-04,3.09E-03,5.41E-03,7.94E-03,1.16E-02,1.63E-02,2.43E-02,2.57E-02,2.98E-02,3.39E-02
Annex_I,OECD_Europe,FIN,Finland,2F9,Other F-gas use,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.26E-05,1.13E-04,5.77E-04,9.80E-04,1.41E-03,2.04E-03,2.82E-03,4.13E-03,4.39E-03,5.07E-03,5.75E-03
Annex_I,OECD_Europe,FRA,France,2F9,Other F-gas use,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.84E-04,1.65E-03,8.34E-03,1.43E-02,2.05E-02,2.92E-02,4.03E-02,5.89E-02,6.26E-02,7.23E-02,8.20E-02
Annex_I,OECD_Europe,GBR,United Kingdom,2F9,Other F-gas use,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.36E-04,1.23E-03,6.19E-03,1.06E-02,1.53E-02,2.21E-02,3.05E-02,4.47E-02,4.75E-02,5.49E-02,6.23E-02
Annex_I,OECD_Europe,GRC,Greece,2F9,Other F-gas use,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.94E-06,9.07E-05,4.66E-04,8.26E-04,1.21E-03,1.79E-03,2.51E-03,3.73E-03,3.95E-03,4.58E-03,5.20E-03
Annex_I,OECD_Europe,IRL,Ireland,2F9,Other F-gas use,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.05E-05,1.00E-04,5.27E-04,9.33E-04,1.39E-03,2.04E-03,2.86E-03,4.29E-03,4.54E-03,5.26E-03,5.98E-03
Annex_I,OECD_Europe,ISL,Iceland,2F9,Other F-gas use,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.44E-07,6.73E-06,3.39E-05,5.87E-05,8.35E-05,1.21E-04,1.71E-04,2.55E-04,2.68E-04,3.11E-04,3.53E-04
Annex_I,OECD_Europe,ITA,Italy,2F9,Other F-gas use,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.49E-04,1.33E-03,6.70E-03,1.15E-02,1.64E-02,2.32E-02,3.16E-02,4.57E-02,4.87E-02,5.62E-02,6.37E-02
Annex_I,OECD_Europe,LUX,Luxembourg,2F9,Other F-gas use,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.49E-06,1.35E-05,6.86E-05,1.18E-04,1.71E-04,2.45E-04,3.38E-04,4.98E-04,5.28E-04,6.10E-04,6.92E-04
Annex_I,OECD_Europe,NLD,Netherlands,2F9,Other F-gas use,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.71E-05,4.25E-04,2.13E-03,3.63E-03,5.18E-03,7.34E-03,1.00E-02,1.46E-02,1.55E-02,1.79E-02,2.03E-02
Annex_I,OECD_Europe,NOR,Norway,2F9,Other F-gas use,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.54E-06,4.93E-05,2.46E-04,4.22E-04,6.06E-04,8.65E-04,1.19E-03,1.74E-03,1.85E-03,2.13E-03,2.42E-03
Annex_I,OECD_Europe,PRT,Portugal,2F9,Other F-gas use,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.70E-06,8.95E-05,4.61E-04,7.99E-04,1.15E-03,1.62E-03,2.23E-03,3.25E-03,3.45E-03,3.99E-03,4.52E-03
Annex_I,OECD_Europe,SWE,Sweden,2F9,Other F-gas use,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.90E-05,1.72E-04,8.66E-04,1.47E-03,2.12E-03,3.03E-03,4.21E-03,6.19E-03,6.56E-03,7.58E-03,8.60E-03
Non-Annex_I,Central Europe,ALB,Albania,2F9,Other F-gas use,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.77E-07,3.82E-06,2.10E-05,4.19E-05,6.65E-05,1.12E-04,1.81E-04,3.09E-04,3.12E-04,3.66E-04,4.21E-04
Annex_I,Central Europe,BGR,Bulgaria,2F9,Other F-gas use,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.86E-06,2.62E-05,1.42E-04,2.71E-04,4.41E-04,7.08E-04,1.11E-03,1.84E-03,1.88E-03,2.20E-03,2.52E-03
Non-Annex_I,Central Europe,BIH,Bosnia and Herzegovina,2F9,Other F-gas use,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.65E-06,1.84E-05,1.06E-04,2.16E-04,3.92E-04,7.07E-04,1.23E-03,2.09E-03,2.12E-03,2.49E-03,2.87E-03
Non-Annex_I,Central Europe,CYP,Cyprus,2F9,Other F-gas use,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.37E-06,2.15E-05,1.09E-04,1.98E-04,2.95E-04,4.38E-04,6.29E-04,9.64E-04,1.01E-03,1.17E-03,1.34E-03
Annex_I,Central Europe,CZE,Czech Republic,2F9,Other F-gas use,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.21E-05,1.07E-04,5.47E-04,9.84E-04,1.48E-03,2.26E-03,3.31E-03,5.28E-03,5.45E-03,6.35E-03,7.25E-03
Annex_I,Central Europe,EST,Estonia,2F9,Other F-gas use,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.27E-07,1.95E-06,1.08E-05,2.12E-05,3.60E-05,6.03E-05,9.77E-05,1.72E-04,1.72E-04,2.02E-04,2.33E-04
Annex_I,Central Europe,HRV,Croatia,2F9,Other F-gas use,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.05E-07,4.27E-06,2.15E-05,3.99E-05,6.35E-05,1.00E-04,1.47E-04,2.34E-04,2.43E-04,2.84E-04,3.25E-04
Annex_I,Central Europe,HUN,Hungary,2F9,Other F-gas use,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.19E-05,1.11E-04,5.89E-04,1.09E-03,1.70E-03,2.59E-03,3.86E-03,6.05E-03,6.30E-03,7.34E-03,8.39E-03
Annex_I,Central Europe,LTU,Lithuania,2F9,Other F-gas use,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.34E-06,4.42E-05,2.27E-04,4.38E-04,7.20E-04,1.25E-03,1.95E-03,3.26E-03,3.33E-03,3.91E-03,4.49E-03
Annex_I,Central Europe,LVA,Latvia,2F9,Other F-gas use,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.20E-06,4.69E-05,2.62E-04,5.30E-04,8.89E-04,1.51E-03,2.50E-03,4.46E-03,4.44E-03,5.23E-03,6.01E-03
Non-Annex_I,Central Europe,MKD,"Macedonia, the former Yugoslav Republic of",2F9,Other F-gas use,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.41E-06,1.32E-05,6.87E-05,1.09E-04,1.62E-04,2.48E-04,3.70E-04,5.88E-04,6.04E-04,7.03E-04,8.02E-04
Non-Annex_I,Central Europe,MLT,Malta,2F9,Other F-gas use,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.68E-06,1.50E-05,7.61E-05,1.35E-04,2.04E-04,2.93E-04,4.05E-04,6.25E-04,6.54E-04,7.58E-04,8.62E-04
Annex_I,Central Europe,POL,Poland,2F9,Other F-gas use,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.91E-05,1.78E-04,9.17E-04,1.62E-03,2.43E-03,3.75E-03,5.65E-03,8.82E-03,9.15E-03,1.07E-02,1.22E-02
Annex_I,Central Europe,ROU,Romania,2F9,Other F-gas use,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.71E-06,3.12E-05,1.57E-04,3.04E-04,4.92E-04,7.96E-04,1.30E-03,2.09E-03,2.15E-03,2.52E-03,2.89E-03
Non-Annex_I,Central Europe,SCG,Serbia and Montenegro,2F9,Other F-gas use,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.25E-05,3.21E-04,2.02E-03,3.98E-03,6.60E-03,9.19E-03,1.31E-02,1.99E-02,2.11E-02,2.45E-02,2.79E-02
Annex_I,Central Europe,SVK,Slovakia,2F9,Other F-gas use,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.38E-06,2.99E-05,1.49E-04,2.74E-04,4.29E-04,6.65E-04,9.97E-04,1.60E-03,1.65E-03,1.93E-03,2.21E-03
Annex_I,Central Europe,SVN,Slovenia,2F9,Other F-gas use,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.08E-06,3.77E-05,1.91E-04,3.42E-04,5.21E-04,7.81E-04,1.14E-03,1.76E-03,1.84E-03,2.14E-03,2.44E-03
Annex_I,Turkey,TUR,Turkey,2F9,Other F-gas use,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.79E-05,1.63E-04,1.38E-03,2.08E-03,3.47E-03,5.55E-03,8.90E-03,1.48E-02,1.50E-02,1.76E-02,2.01E-02
Annex_I,Ukraine +,BLR,Belarus,2F9,Other F-gas use,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.01E-06,2.76E-05,1.48E-04,2.80E-04,4.50E-04,7.46E-04,1.27E-03,2.23E-03,2.22E-03,2.62E-03,3.01E-03
Non-Annex_I,Ukraine +,MDA,"Moldova, Republic of",2F9,Other F-gas use,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.54E-08,5.23E-07,2.62E-06,5.14E-06,8.78E-06,1.46E-05,2.36E-05,4.06E-05,4.10E-05,4.82E-05,5.54E-05
Annex_I,Ukraine +,UKR,Ukraine,2F9,Other F-gas use,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.65E-06,1.41E-05,7.54E-05,1.54E-04,2.48E-04,4.28E-04,7.39E-04,1.16E-03,1.20E-03,1.41E-03,1.62E-03
Non-Annex_I,Asia-Stan,KAZ,Kazakhstan,2F9,Other F-gas use,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.60E-06,1.43E-05,8.27E-05,1.84E-04,3.28E-04,5.77E-04,9.77E-04,1.77E-03,1.76E-03,2.07E-03,2.39E-03
Non-Annex_I,Asia-Stan,KGZ,Kyrgyzstan,2F9,Other F-gas use,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.32E-07,2.14E-06,1.14E-05,2.20E-05,3.23E-05,5.40E-05,8.62E-05,1.26E-04,1.34E-04,1.56E-04,1.79E-04
Non-Annex_I,Asia-Stan,TJK,Tajikistan,2F9,Other F-gas use,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.22E-08,6.47E-07,3.56E-06,7.33E-06,1.25E-05,2.19E-05,3.67E-05,6.24E-05,6.32E-05,7.44E-05,8.56E-05
Non-Annex_I,Asia-Stan,TKM,Turkmenistan,2F9,Other F-gas use,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.12E-07,2.41E-06,1.57E-05,4.07E-05,8.08E-05,1.52E-04,2.35E-04,3.82E-04,4.00E-04,4.71E-04,5.42E-04
Non-Annex_I,Asia-Stan,UZB,Uzbekistan,2F9,Other F-gas use,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.94E-06,5.44E-05,2.76E-04,5.07E-04,7.81E-04,1.20E-03,1.90E-03,3.16E-03,3.21E-03,3.75E-03,4.29E-03
Non-Annex_I,Russia +,ARM,Armenia,2F9,Other F-gas use,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.18E-06,1.07E-05,5.79E-05,1.23E-04,2.40E-04,4.75E-04,8.44E-04,1.69E-03,1.63E-03,1.93E-03,2.23E-03
Non-Annex_I,Russia +,AZE,Azerbaijan,2F9,Other F-gas use,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.03E-07,2.00E-06,1.17E-05,2.40E-05,4.21E-05,7.41E-05,1.22E-04,2.82E-04,2.60E-04,3.08E-04,3.56E-04
Non-Annex_I,Russia +,GEO,Georgia,2F9,Other F-gas use,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.49E-08,6.77E-07,3.39E-06,6.55E-06,1.10E-05,2.04E-05,3.29E-05,6.02E-05,5.96E-05,7.02E-05,8.09E-05
Annex_I,Russia +,RUS,Russian Federation,2F9,Other F-gas use,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.98E-05,6.72E-04,3.85E-03,7.30E-03,1.16E-02,1.92E-02,3.02E-02,4.99E-02,5.09E-02,5.97E-02,6.84E-02
Non-Annex_I,Middle_East,ISR,Israel,2F9,Other F-gas use,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.96E-05,1.77E-04,9.11E-04,1.54E-03,2.17E-03,3.10E-03,4.30E-03,6.41E-03,6.74E-03,7.79E-03,8.84E-03
Non-Annex_I,Middle_East,JOR,Jordan,2F9,Other F-gas use,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.01E-07,3.17E-06,2.61E-05,5.95E-05,1.08E-04,1.81E-04,3.08E-04,5.44E-04,5.46E-04,6.43E-04,7.40E-04
Non-Annex_I,Middle_East,KWT,Kuwait,2F9,Other F-gas use,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.14E-06,3.63E-05,1.95E-04,3.67E-04,6.14E-04,1.07E-03,1.65E-03,2.67E-03,2.76E-03,3.24E-03,3.71E-03
Non-Annex_I,Middle_East,OMN,Oman,2F9,Other F-gas use,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.83E-07,4.38E-06,1.14E-05,6.00E-05,1.41E-04,2.73E-04,4.79E-04,8.58E-04,8.66E-04,1.03E-03,1.19E-03
Non-Annex_I,Middle_East,SAU,Saudi Arabia,2F9,Other F-gas use,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.52E-06,2.08E-05,1.06E-04,1.84E-04,2.69E-04,4.28E-04,6.33E-04,1.02E-03,1.04E-03,1.22E-03,1.39E-03
Non-Annex_I,Korea,PRK,"Korea, Democratic People's Republic of",2F9,Other F-gas use,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.98E-05,3.89E-04,2.83E-03,4.39E-03,6.10E-03,8.45E-03,1.12E-02,1.58E-02,1.69E-02,1.94E-02,2.19E-02
Non-Annex_I,China +,CHN,China,2F9,Other F-gas use,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Non-Annex_I,Southeastern Asia,BRN,Brunei Darussalam,2F9,Other F-gas use,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.65E-06,1.66E-05,1.22E-04,2.26E-04,3.50E-04,5.40E-04,7.73E-04,1.18E-03,1.24E-03,1.45E-03,1.65E-03
Non-Annex_I,Southeastern Asia,SGP,Singapore,2F9,Other F-gas use,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.66E-05,1.54E-04,8.59E-04,1.44E-03,2.10E-03,3.02E-03,4.27E-03,6.37E-03,6.70E-03,7.76E-03,8.81E-03
Non-Annex_I,Indonesia +,PNG,Papua New Guinea,2F9,Other F-gas use,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.75E-07,4.50E-06,7.60E-07,1.48E-05,3.91E-05,8.29E-05,1.52E-04,2.82E-04,2.81E-04,3.34E-04,3.87E-04
Annex_I,Japan,JPN,Japan,2F9,Other F-gas use,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.59E-04,5.78E-03,2.89E-02,4.90E-02,6.97E-02,1.00E-01,1.37E-01,2.02E-01,2.14E-01,2.47E-01,2.80E-01
Annex_I,Oceania,AUS,Australia,2F9,Other F-gas use,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.77E-05,7.02E-04,3.50E-03,6.06E-03,8.83E-03,1.29E-02,1.77E-02,2.61E-02,2.77E-02,3.20E-02,3.64E-02
Annex_I,Oceania,NZL,New Zealand,2F9,Other F-gas use,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.04E-05,9.56E-05,4.77E-04,8.32E-04,1.23E-03,1.79E-03,2.49E-03,3.66E-03,3.89E-03,4.51E-03,5.12E-03
