# File: xanthos_basin_runoff.csv
# Title: Maximum runoff by basin
# Source: /pic/projects/GCAM/gcam_hydrology/runs/xanthos/pm_abcd_mrtm/pm_abcd_mrtm_watch+wfdei_1970_2010
# Comments: computed with Xanthos forced Watch Forcing Data Era Iterim (WFDEI) 1970 - 2010 annual
# Units: km^3/yr
# Column types: icnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnn
# ----------
id,name,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010
12,Sweden,126.582148996,150.34274158,146.6168135,163.536065385,161.905924874,154.94727238,146.39005902,179.402188338,154.887481185,160.436443092,157.018551873,185.528033322,163.214118308,175.144087485,174.848055908,181.416986252,183.345912887,187.113128931,186.917256319,172.883044498,178.981767527,170.996081676,179.955816966,195.938483857,174.627303272,195.141511875,154.777243773,179.931216271,210.048800696,192.202269343,207.068855681,200.349949177,186.612228078,161.227328902,183.483191361,188.729885737,171.578242794,201.797840903,197.159785472,183.656384396,118.098246941
13,Finland,44.4993064044,49.6186997549,49.175453809,52.6983126741,60.5119012475,55.8395252064,47.871862098,57.9314755643,50.3784539039,52.4640037403,54.3024980515,68.5271012026,59.8961160253,67.3149010437,66.6476432895,57.9190045299,59.2173997664,65.4171181237,63.6466007204,60.5032752965,61.6871050556,59.2149422587,66.3734439399,66.6551656429,63.4004001066,64.3896691122,57.2967296036,65.5279933156,75.6158919782,59.4466775539,68.5842791657,69.3230523557,67.0709461508,58.7023765708,76.8002593504,66.3799847419,61.2982630041,70.7830164131,76.2749111221,68.6898071409,42.4908987466
14,Northern Dvina,51.0360553922,69.4189554468,61.9039975272,65.6103966612,66.4104869608,64.1883239015,72.4737745251,62.2635236347,79.6924653019,67.8177206613,66.9167063795,64.7919292465,71.1598917173,74.124411895,78.3334960759,69.1480890355,74.3855650799,75.890283411,60.9315942804,68.4095639777,81.5202150822,69.6431861547,74.1379182644,84.8819801707,77.1963440251,76.2827653438,66.6133525763,75.6100636677,86.4620301867,68.6024954084,74.8082061744,72.2776608909,78.8715645717,77.0459966912,80.7699197282,72.4281129011,73.941701246,86.0470172938,81.2192826031,82.5566459197,45.0211937219
15,Hudson Bay Coast,420.203112601,597.608522606,637.964744166,593.33356906,652.472469963,639.441833906,617.930103603,659.915016764,667.500812412,712.414522597,668.58524772,643.335507079,676.612634237,664.966253729,662.629201392,665.812666763,684.05399997,651.31239629,660.40205159,608.431307116,663.167436345,633.893182885,699.152007783,639.616616155,573.40096908,623.570250717,637.200690125,592.769849049,564.350157417,695.726360301,651.758264485,605.687128969,677.228989977,617.513393423,714.591787769,652.990877007,714.337670408,716.381887001,704.027251893,712.561845797,393.856316857
16,Scotland,66.9966774535,70.9553948121,67.9807496582,72.9858253265,81.9891410187,78.790942493,49.0015840655,62.3755438987,55.6933155726,83.7759516757,89.8970451661,90.7049105655,103.518444588,90.9110589982,60.2023707355,75.9973307743,87.8273482182,99.2509691608,120.866510176,115.113921307,97.5374938111,98.9701443593,118.668746094,73.3001034562,71.1911835601,81.0197927581,81.4151233718,109.140740363,109.529959583,121.796576068,97.2779023286,103.439813219,121.607238746,85.8558375247,118.219176001,122.35529303,122.458161003,122.068348255,117.616437422,88.4052638628,27.7746068801
17,Neva,34.1813405852,35.6210476401,31.4639986123,38.0360981496,36.8514964004,38.2039490505,41.0104165865,39.4022795502,41.866376208,38.6684414278,37.7506006055,45.4693149218,41.5186099116,43.6330241463,45.7273066991,39.3227534933,42.7845743549,47.5098998815,42.1302094555,43.9207631463,48.6267963165,45.0235385757,44.6391707899,47.5173014456,45.8088644176,47.8777190425,38.965115007,47.7261759569,53.4256115112,41.5595902233,50.2104803949,45.7631229082,47.5031992553,51.3116550322,55.6328133692,48.8130193448,47.958803216,51.2962666593,52.0480891543,55.4092806591,34.7966343402
18,Volga,263.596132457,297.96136287,271.071846164,332.364547667,294.533869174,272.788384672,321.157463097,310.085797754,378.245425709,337.394995146,339.708493762,311.811809633,329.285935568,346.462528693,330.254477314,345.441649401,350.384266665,355.476821885,311.083847359,343.979259427,409.635128757,340.906027144,339.931245586,394.415285474,357.615662179,348.018314762,331.200963752,381.411979533,389.285832996,365.305794879,368.257732211,381.386712011,395.807316906,375.933029524,389.209235909,381.802556621,378.028363401,402.08425714,385.957515042,357.600189426,254.562909547
19,Atlantic Ocean Seaboard,332.634370371,435.781833184,459.80656089,453.292083929,450.969483325,427.828296408,473.976446657,483.351350338,475.021512318,476.517415712,493.079804923,495.093985971,507.311342063,496.907216806,515.747933332,473.775315139,477.876674365,456.661023952,499.55808394,484.390546571,506.797062349,493.982807808,493.621786155,496.963284255,517.716148493,492.386518222,505.043316183,500.563307472,506.049264718,521.743700825,512.388335546,469.160781629,494.571986944,505.891603443,504.469507268,513.893746913,520.609021243,500.774414963,515.333142373,542.062800243,360.31774179
20,Baltic Sea Coast,14.3364708494,8.1208425876,6.17185934208,6.42611583493,8.63364447394,9.77177531132,5.37311329461,4.22687470461,9.00842902883,12.9236802019,10.8818760531,17.129949533,22.5943122665,12.5623419994,10.2738232247,14.0314771735,17.1351920588,17.0673815357,17.6432052624,15.7365911945,15.1133059071,18.4538044956,11.472339382,9.18111256351,11.4126979155,12.6631876818,13.5358440148,12.0802888528,19.1897051436,21.4110348433,18.0397264128,16.7674514163,13.3458868734,11.1142397439,14.8784842149,20.3767964257,18.3762190206,17.7214112751,24.620055847,26.5710573473,15.6963311582
21,Denmark - Germany Coast,6.70881750954,10.3819761846,15.2894177845,11.8568683256,22.6406513059,14.474077094,5.71957164347,7.04592924421,8.48243533957,10.543511129,17.5459512927,19.8252422837,20.3932237508,14.2916450711,9.30407691862,9.06343299693,9.64409840508,16.0689829573,32.2418737385,17.7246189386,12.3748485537,14.7155248586,8.86351512721,10.1900825542,15.5874002766,7.81164274594,5.04522143866,9.61889244733,15.3050735233,22.2572482076,15.039184734,18.1343405779,17.0576592299,14.4815646224,13.6880354416,11.4677207789,20.6565843018,32.7314223476,17.9083200115,11.5195095975,5.18455600666
22,Narva,9.99256522252,6.14372669446,4.10633497759,3.6589760524,4.93221849438,2.95550635245,1.88080090473,3.86168623395,8.14763008438,7.16515610682,7.89410402916,10.2211078564,10.8825423027,9.35481348057,9.20582011569,13.0392460141,12.3949528332,15.9555315934,15.4683753211,15.2713308172,17.9226641929,15.4424752489,9.34460563376,12.3277206526,12.2026890833,12.6809756726,10.6063631739,12.5550068046,20.031605815,15.6594587728,17.7040951743,14.4980827705,9.33391620916,14.9881273091,17.4198880672,15.9024810483,15.3064999555,15.8660618582,17.6894931639,18.4805058814,10.5422615895
23,Saskatchewan - Nelson,55.7084376787,76.5452055462,82.9095970672,77.5682326012,90.1291014181,84.3419317612,78.069698174,83.0841130268,86.1215826308,79.8643166098,85.1812060875,82.6542891574,89.790197716,87.2251524685,83.4536711591,96.4294029492,94.2599031167,86.8487893298,85.3670932019,89.0226642938,90.4361741676,99.3240091657,94.6294532252,101.050891469,89.6798240098,99.5860364059,98.7054583783,101.274302661,92.8116008406,107.7870673,102.2833084,98.2838485984,99.7673616827,95.5503463309,107.605332645,116.126090001,107.118308481,113.700821499,107.010712414,107.264614879,61.2137587549
24,Ireland,27.9369633706,27.8768771663,35.237654328,33.6569466054,40.9659845694,30.2441267997,33.028596448,39.9789217151,37.4204803492,40.878747607,39.2044610836,42.6571795695,43.8656776219,36.6706273091,36.1066342269,41.4327738344,45.0431704018,34.6279602448,43.3929201876,37.0799866409,41.8278355293,37.0383695255,40.1780518652,40.7335644271,44.9381010491,41.2610442688,39.5849383087,38.4154581039,47.1297930383,45.3080308291,45.9298411492,35.0674258244,49.5253888131,35.236171522,39.0139380309,39.5961566468,42.7000415737,40.5595283903,48.1917223538,48.2056125439,18.5417984053
25,Daugava,12.3824396141,13.4018621249,13.409473984,15.199363212,14.2206268661,14.7546357372,13.8499271486,16.4428129979,17.3137677794,15.4772296915,16.5780658996,16.6024482426,15.0694280837,16.0510227591,16.2075433943,17.0066330553,16.8845146338,18.0845085404,17.0974709144,18.2594046756,20.0709359153,17.1103003104,16.7461565441,18.6123073788,17.5440911316,19.0148225181,15.5652027652,19.8846868961,21.4747099103,17.1236489563,18.9613524186,18.6610766289,19.0878120661,18.6307543904,19.7787627701,19.9011301868,18.788200563,19.2819437377,20.5438555879,20.6156546813,13.5853527923
26,England and Wales,31.1988719784,33.1079015914,35.3693923706,31.4295902364,40.6430393937,32.0302692141,34.6552152934,38.7559284696,38.0685590981,42.7972422425,41.1367432709,44.6881052518,43.0924250418,40.1316154063,41.0524302276,40.792456087,45.1488062907,42.6536505331,43.0733745896,38.3478093599,41.2542175035,39.2762512955,43.3522029777,46.4643825848,45.8665717436,43.7870559795,40.8670909752,41.1489701675,49.1162432236,48.0434949011,54.4290898778,47.981261519,51.5715413973,40.2555602803,46.6794896259,42.3885150681,45.3145887936,48.1859166455,51.9905728122,45.8156615834,25.8868137382
27,Fraser,65.1133704231,79.6846980307,83.813487208,74.622563753,82.1298750107,77.3517442114,86.7239654006,78.5982905454,78.1581587674,77.8839914638,77.8242771477,83.3978849309,84.5810226658,82.7906319035,83.5189710941,83.9235917552,82.0626201883,80.3481495686,80.2328898015,80.0604611796,86.9840928776,87.5919634049,83.6369049801,83.2301600959,83.9722182817,81.7910331483,89.8664647978,90.6915633728,81.1306661368,91.7765423664,86.928071808,83.5531512925,86.467560344,84.3369128467,84.7790643226,88.6872872065,84.8003053223,90.5683137847,86.6667182398,84.1622888242,65.5461741398
28,Ems - Weser,14.7875288307,9.09706179763,12.0894495716,14.5959955004,19.4826686416,7.90563320924,3.58293595261,10.5289910524,14.0751526533,10.5505327665,14.1291772917,17.4256527385,12.8288876108,5.62367320042,9.85569023941,11.8993098541,9.01895395571,20.1166202438,19.7098143546,11.5824451069,10.6196800453,8.62085576394,6.33196043172,24.3487897923,15.2392658867,7.17706832063,11.0848106627,16.6742017681,27.2975461777,16.9967517672,9.85454268126,22.8810926569,20.2939915981,7.84802748912,14.2334767265,12.8362562034,19.8545494547,28.6776359046,13.0427586563,10.8390144743,2.33793359812
29,Oder,18.6479783818,18.4381172525,18.4495949964,18.5277387183,21.5702647713,20.7287578052,20.3406231563,26.1272302516,21.2962989657,19.8816957277,24.0661734809,24.2013961298,19.0294155277,18.8489377178,17.7127308102,21.1102957932,20.8924514246,23.3117590318,21.8520758507,17.8531196714,17.0717350061,18.740930504,19.4188870352,20.4737668804,22.9983275552,23.0970034644,21.7012255653,23.3800845565,23.4072438215,24.2870473762,22.6293159461,25.0910629949,25.1434248564,18.3280988402,21.4980803395,23.258047406,21.5642883246,25.4469922426,22.8095128109,24.4271671105,14.9846348576
30,Wisla,20.5162311054,25.50236912,30.5964657468,29.4603515196,36.5063226116,33.2197682736,28.6056148419,36.4980543171,34.1566814618,33.5979151619,37.6479420797,34.3205921767,30.4449869852,29.7281876536,26.9689330596,32.397166258,31.6377495691,31.2979147195,33.2021627654,30.3382188324,28.9998264924,30.6839092652,29.3691751502,31.3646028605,34.4561669975,33.959141122,33.0547700708,34.5221381375,37.1918049931,38.3013668644,35.1349097382,38.5694339901,36.0102267933,30.5024653839,35.9886933011,36.4038958882,34.1154215785,38.5910076025,36.8956966658,38.0542795044,25.8469133479
31,Elbe,25.1695757314,23.2051603171,23.2418319159,23.7936359673,27.2877626868,27.6025496129,23.0825236892,30.1041638313,28.6895035946,27.7574134134,31.6011254426,34.3912309661,25.5595013149,28.2981477445,27.113188394,26.5788404642,29.6939664332,33.0815896496,29.8917825349,26.8155661345,26.6047709512,25.706382305,27.7144353752,31.41279209,32.6971182946,34.8519939368,28.0634021746,29.1476674042,31.843963233,30.43754322,30.7158379386,32.1496455384,39.7068454139,27.6808156924,30.434363647,32.8508111528,30.989839035,34.7456060675,32.368149296,32.0391030409,21.8313281072
32,Rhine,62.2398889486,56.7129812786,57.0407620233,64.5277127863,68.808395683,68.463531992,53.1360906399,71.7816219879,77.777838469,69.7288715789,80.2706885256,86.7681280114,73.4360319617,83.8703068664,79.0129799957,71.3370410916,79.6370555811,85.3589515779,84.2555071388,70.8947791244,74.6120212932,68.4511245468,74.4713916864,85.9741194708,79.5621032192,90.1533334525,70.8900800769,71.8790246099,88.5340620197,89.4992807763,83.7729380526,96.5451937407,91.4968721212,73.0778043508,79.9482672376,78.9992312636,80.1252573246,89.487420457,85.8315043112,77.7203682082,54.1526824466
33,Poland Coast,6.49474913205,6.09440777297,8.87329916422,7.98465036195,13.5344407033,7.29582692115,3.39676969221,5.51913049264,10.4135802483,7.37353574544,8.07752763181,10.8906347777,8.90570625675,3.54805990397,4.73717953687,5.93682844968,5.86215421996,6.42205856647,6.92725802801,5.05664836595,7.44574750426,8.52829068469,4.69320352923,5.09444620345,4.21888967242,3.7021787425,5.45093133819,7.01895110469,10.3512414104,10.2831366818,5.96671895478,7.85977543807,6.75825075925,5.9724245581,7.62236320368,7.07440181714,8.58742664842,12.3687717905,10.9353695895,8.9587135874,4.35286328758
34,Churchill,47.5042992351,69.8244472717,73.161063093,67.5409382489,70.3953255897,72.4469792002,76.6820886487,80.2328649518,85.679896395,86.3799947789,87.7457086058,84.9488478414,81.3939260654,86.0111485633,85.5661087837,75.1436963736,76.0738101509,72.7500249371,72.2772645877,66.9154474541,70.4713414867,62.221094594,70.3205625262,56.1939948443,53.9309932945,56.1818811021,56.0841284541,53.1802989355,53.0190264938,63.2838720938,60.6451029004,54.5560917105,58.4907393071,58.1824251727,69.9984065702,64.9682230186,75.1799907268,72.7146747289,69.4374831495,71.0568268979,41.2887757585
35,Neman,11.733266402,13.515780516,14.9412923854,17.0917778875,16.9057131795,16.933238972,13.5147582501,18.1858470015,18.4291495802,17.7107490753,19.5941853397,19.2728797994,17.7561635896,18.2199751343,16.1881698917,18.8228261281,18.2061969534,18.9763442722,18.7438918998,19.2924022429,21.0039396611,18.2304866423,17.1952729198,19.443771219,20.9896440085,19.8877727221,17.5026029202,18.3076647027,22.9020969267,19.840240459,18.8353054206,19.4265800168,20.3161735086,17.601120986,21.0691508,21.4330899023,17.6952354719,22.2616880781,20.5046582629,21.1433800008,15.4234874265
36,Scheldt,5.23060975373,4.6786054529,4.96199630228,5.59948096266,8.77662388227,5.54490915743,4.05369706075,6.00676745963,5.08515370097,6.58776595248,5.92734552026,6.96419665182,6.94936699405,5.87716247479,5.19078224523,5.03275894803,5.13222590095,8.27011725099,8.77411068776,6.07543276411,4.33924864144,5.80010949771,6.75435495258,8.53732340656,6.92643972863,3.91083939219,5.7679183533,6.30972642784,9.93149726918,9.49657630548,9.02928272497,10.6787433617,7.94349412687,5.64832759451,6.64071068869,6.42617751358,8.81460891935,8.93009792907,6.98194908286,5.86623468185,3.90665136645
37,Russia South East Coast,26.1483430759,55.7793614198,51.5682901594,46.7923196605,56.9678297581,37.7006802158,32.0691615793,37.9073481484,29.9960213496,37.8984534814,35.3746807868,55.8226574995,35.6444223433,46.1559558069,48.1631343154,39.4453310254,46.8832393868,40.9312715293,30.9710699592,46.1952148646,49.1182671989,45.7245209624,46.1171192333,41.0109908,60.1575803075,42.335067488,38.6695743664,43.1312356777,38.989233381,40.8233822402,57.8813286722,42.134803364,41.3714024143,32.6623105869,41.0147227397,43.7029762574,43.4878763529,39.9814286448,37.6451807241,55.3008456849,21.3214358929
38,Ural,23.2564640305,30.9545652197,27.2844063805,29.3185608538,29.2819242201,21.2802792511,25.0309379091,24.4206269848,29.3047121421,30.850092748,28.4619903372,33.3074911447,28.8139139733,34.5602716247,27.0466760776,30.2128612193,28.3400663642,33.0155342448,28.752440854,31.4399904755,40.6022875187,28.46204812,30.4276126058,38.6034386048,34.7464893141,26.1011713339,26.9258887342,33.8103981153,29.3730739387,29.2520004794,36.7174546244,32.3739770392,36.5080612726,33.2128544809,30.4446766985,32.3849444543,27.3738895771,40.0088258527,33.0386977997,26.6373026444,16.6665261902
39,Dnieper,34.8609816932,47.1364719503,41.0099786844,54.5627928297,49.215706328,47.4699864876,45.7384877571,60.217135208,54.9476949704,51.5989724206,64.3915569737,58.336587377,57.6052853086,50.3863188,49.257847049,56.3013230065,53.3335046864,52.9435052168,57.4467713853,54.0401124937,57.3341487225,56.0880240341,49.8933704918,62.0613023691,55.2686037903,61.0390940255,50.9184461926,60.8990428506,69.4782975602,58.3044342123,62.7784105473,64.0020843249,57.0754898156,57.54720523,65.135135615,64.3442119093,66.9370410675,56.7166568784,65.4207450751,65.6160550919,39.4951099627
40,St Lawrence,106.67031598,119.44884901,126.024739021,125.493163256,130.513972373,123.904294562,132.410063843,130.029612048,133.928328488,140.350078333,137.21180967,139.754226722,138.135646801,145.886620251,142.712142485,139.33661939,144.978458331,140.789170651,148.394205501,144.772203546,149.181992463,146.83809555,157.747531479,156.472182201,154.458168686,152.243206228,160.934282625,158.597808836,151.768255144,159.658104975,163.372309199,156.811179409,160.548482076,158.109367683,172.094296431,167.099332904,174.552535243,169.195431514,175.192308057,172.69160449,129.788356196
41,France West Coast,19.1801363619,21.2324389623,23.1578286084,18.8112352687,28.3229893432,21.0309061057,20.625674027,27.1427733559,25.9092969705,28.0995413574,25.4088507073,28.2626105785,29.4557146474,21.5127416587,27.1954290311,20.1227189416,26.8430630555,21.7023344538,26.6776459934,16.4039770356,21.4490911362,21.2416051833,23.8802288622,24.8123123438,31.2870289601,26.319226462,21.2432565816,21.2883170283,26.8103015012,29.8596890279,32.0869507143,29.7365733147,26.3700998443,21.064120111,22.9134597453,19.0585259066,24.0990798309,25.4477374644,28.2221131949,24.9321822853,7.11228297251
42,Gobi Interior,71.7806180471,82.6809530523,75.0592218445,92.626697161,84.8206731074,78.5955353362,93.4611184491,89.9103258603,79.6810331785,90.9428098602,82.3744283847,84.3122528529,78.3034553375,81.6317284272,91.0124341966,88.9371569756,85.9705856721,97.8839166562,101.637958025,82.1442909389,116.652800795,92.1989470176,97.6785642787,116.343066879,117.702841467,100.413707117,102.938705843,97.1699019434,119.91119141,99.58555756,87.798249674,93.5864719873,90.9838955168,106.860176274,89.5128819903,83.3255380294,80.6604965619,79.9552716043,78.1020018238,81.9494365265,43.5640720924
43,Amur,192.609272885,354.8299974,364.228812003,364.257931833,276.493383952,287.579648182,287.638641915,313.055135501,291.187657809,264.073263312,283.090630579,389.984758222,341.219406326,354.253718232,394.2530977,381.431077771,284.735587503,304.729081736,308.123706007,303.145631692,347.250352255,393.269762595,323.65194112,299.513949686,369.07522132,317.156188695,255.522554249,323.112958673,316.038332773,307.00031152,291.597798272,248.975419421,237.864524168,267.951727937,306.42934842,291.015984598,301.798171343,274.051074037,230.362034666,357.781677485,118.361103217
44,Loire,25.1061449179,32.3052349857,29.5046548722,28.7698248963,34.9824727698,33.307602131,30.1401287229,44.3272563126,36.6776641507,39.2229409654,39.0888535659,43.3997307574,36.4177137858,39.4905114541,38.4015413164,34.0246091056,38.0530173577,36.5134839348,42.6466859192,29.2141638931,32.3494997635,31.4714233741,35.9258362369,38.8358751188,46.6736438506,40.7689578739,39.0631054292,32.7018137351,41.969410063,47.4290651777,40.567470043,50.7977087721,40.6819005883,35.1837068466,40.9127738347,34.3415587488,41.0926154434,42.4787760244,45.2733575763,35.3417537728,21.1424666077
45,Caspian Sea Coast,63.4162670874,68.7204105276,63.2407333004,71.4050566177,68.3668066289,59.9265475031,61.180632103,63.6473778557,73.667813677,67.5856456705,67.0631500845,70.8448196658,69.4189262223,68.5173787795,62.2554464043,63.6591414174,55.9342412132,65.2295656167,67.4085763139,70.0984897757,74.1818185633,70.1272333842,71.9761783691,88.1557327042,72.8781277365,70.0955193856,63.7933882785,79.7898201271,70.9888566904,63.5093113857,72.0574190053,65.7329471653,76.5588484743,73.2622594067,75.4408837929,77.6973908955,71.5250544611,76.420879749,72.7104866936,74.0436883882,47.4256861911
46,Seine,9.90633413679,12.2294401942,12.1279191352,15.6693085443,21.6028802941,18.0198345716,13.3565053701,18.6867315664,19.5021553735,23.4284015599,18.2837412142,25.4121554878,23.9050728663,21.4757716796,15.3732288016,15.5240422093,13.9971813952,21.7557599586,24.0138088963,19.2921463963,12.1244552648,11.5229568832,13.5916304816,20.9090965133,21.6036604804,17.7226792384,14.7875577117,17.0231284073,21.7876141516,27.2770651647,28.7898978647,35.8096861956,24.7821973229,19.1437053278,18.431701185,14.5510257647,21.0949122504,22.5996932459,19.0195036113,13.545437303,8.21538662791
47,Black Sea North Coast,50.4460869745,56.4278773651,58.30112099,62.3972743247,56.6649117409,62.036640151,59.8411355377,67.6183883045,66.8303859011,60.0521093818,67.1175979729,67.0615140175,66.2631181661,59.0799935081,58.8056087122,62.7335467172,55.1190741858,65.7105590533,66.9988676725,68.7396627622,59.3741671071,63.641124131,66.8605121343,62.6565172333,58.2020832975,66.3672168007,64.178703164,75.180229594,69.9131800486,65.2545144544,66.4172986195,64.6820964608,67.9014276341,63.2474409227,74.3693402142,69.8266180983,68.6691701126,63.1537593332,64.1192392593,63.5074403703,47.2787688383
