# File: xanthos_accessible_water.csv
# Title: Accessible runoff from xanthos simulation
# Source: /pic/projects/GCAM/gcam_hydrology/runs/xanthos/pm_abcd_mrtm/pm_abcd_mrtm_watch+wfdei_1970_2010
# Comments: computed with Xanthos forced Watch Forcing Data Era Iterim (WFDEI) 1970 - 2010 annual
# Units: km^3/yr
# see Turner et al. (in review) "Modeling global groundwater withdrawals..."
# Column types: icnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnn
# ----------
id,name,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010
18,Volga,139.596409518,80.2754440951,101.565844944,122.122275015,147.19719202,152.089519148,154.857049886,157.557812759,157.353723198,160.796215134,164.605798557,166.21566325,168.887158249,167.377765637,165.63352816,165.91664882,172.401622441,173.171949885,172.738973382,176.992367687,177.799416072,177.642570692,176.033258096,180.695501067,183.698996932,180.760284941,182.573503788,185.321699296,185.413980842,186.628288894,189.358946977,192.713464058,192.489154951,193.337597263,194.706655905,194.000138436,185.592643977,159.353501486,134.431879508,108.630141734,177.626543077
19,Atlantic Ocean Seaboard,220.363942662,130.869250185,164.056334678,197.899835165,231.16009351,241.234557792,245.246471555,247.717241497,251.499584895,254.716072662,260.872067205,260.857984293,260.474656101,259.189083616,260.802354926,260.193946738,261.013377719,260.080134737,259.850094056,258.534822505,261.611490469,262.62744689,266.015098811,266.08548298,267.601992322,268.648532413,269.937258485,268.224537463,268.057102591,267.229166565,268.075198432,268.694891657,270.098460972,269.729124297,269.280267088,271.358026382,263.737008112,229.107856318,193.686122799,158.363962215,259.007323124
20,Baltic Sea Coast,4.35965558583,2.50919833325,2.90407382089,3.21471108437,3.87674957315,3.7729221708,3.97583329073,4.7811543347,5.96937131434,6.25809523772,6.29499124265,6.93130309229,7.87994828743,8.47220879387,8.81905142635,9.17582931353,9.02762414987,8.72333407901,8.6432286929,8.56292428993,8.37046757447,8.0418154854,7.78227924928,7.37345494026,7.62722774938,8.09005416833,8.05962315452,8.44876625128,8.75483969444,8.73290570391,8.89571006906,9.39845852625,9.8611527519,9.75324636216,9.98908053579,10.6160566069,10.5373389043,9.55653628612,8.73973965482,7.64630492014,12.2035748844
21,Denmark - Germany Coast,8.28712173111,5.14261868209,5.60344580102,6.17113783745,6.85456947931,7.16353156996,7.74073458706,8.10618694368,8.79396293844,8.12128170828,7.70473368088,7.97414931017,8.18348435894,8.79473413413,10.542975882,10.5573711727,9.95709134553,9.49963792319,9.06229232475,9.1336779896,9.65931543814,9.5116740911,8.62348725176,6.80074877765,6.60580548253,7.40203255065,7.42810989651,8.17506229939,8.72838443096,8.63928701419,9.11274923906,9.63021139388,10.5195206034,11.9235652806,11.5731711994,11.2895902157,10.2462232843,8.87188400708,7.70510122709,6.60225326407,11.3504649749
22,Narva,2.82092906181,1.27507333282,1.41963935274,1.71646428919,2.34272433092,2.12539814742,2.25993928041,2.72994563546,3.28517836627,3.62511703456,4.10554161418,4.96322516479,5.61912680014,6.21927391951,6.85749317564,7.42453688139,8.01650987755,8.36700490096,8.36622028427,8.60618227816,8.54188110433,8.56386598502,8.15270710779,7.92877373455,8.29466786424,8.12070867535,8.29454599665,8.69066324465,8.46054723836,8.67464736827,9.03889948125,9.44598067746,9.65747165062,9.33729097168,9.49332768534,9.55300577538,9.2489452434,8.53150241719,7.37945389058,6.04049032511,9.60739664996
23,Saskatchewan - Nelson,47.7723486424,29.4287838109,35.8811333238,42.7479170922,49.865743403,51.862192439,52.5759456005,52.5548447648,53.5649727979,53.3249655476,53.2515520722,54.7689555583,55.6926187135,55.7527213128,56.2075179714,56.5250090283,57.168170756,57.956126712,58.5680816382,60.0224668677,59.4646237685,59.9048211093,60.884757942,62.1994661784,62.5126163949,63.9466430336,64.1912249061,64.493255486,64.3871735748,64.8723638948,65.5351473228,66.9749377485,67.4579365175,69.1844008934,69.1202362663,69.5319341618,66.4681439622,58.2225134216,50.3254132018,41.4319855093,64.6496638519
24,Ireland,14.7738515885,8.36211930765,10.4323051517,12.9381275812,15.2835905141,16.0947632978,16.8047602821,17.2698056602,17.9096745226,17.6404475874,18.0079012849,18.5346632708,18.8520832362,18.6770520144,18.8346368059,18.7014777441,18.6494956293,18.2215695866,18.4414100111,18.7314194706,18.9511284367,18.7140701048,19.0247664988,18.7127861953,19.3426938867,19.5608276199,20.1181325213,19.7978056887,20.3488648419,19.7407615821,19.5999161322,19.6006192818,19.869170931,19.4573560092,19.638101727,19.7807438684,18.7449408484,15.6407593249,13.4322057887,10.9868671755,18.4432880763
25,Daugava,7.58422238656,4.5604915236,5.603895423,6.84263805427,8.14699529893,8.38014569748,8.61942951235,8.8599767554,8.85018790828,8.98808337818,9.09754023659,9.33535515192,9.36863137095,9.426696219,9.54875938886,9.6754254295,9.93672886625,10.0904808692,10.1428497585,10.324016063,10.3645062292,10.5249959942,10.3352005215,10.5451793895,10.7874089683,10.5653709263,10.7048225614,10.8490857812,10.884908601,10.9667739184,11.0243264404,11.3509796806,11.268374328,11.1031791793,11.3608452954,11.4854745019,11.1030876499,9.6650802635,8.26150596516,6.77144482779,10.8660451124
26,England and Wales,15.4067320994,8.72749918355,10.924262615,13.380966626,15.7940989008,16.5293093285,17.038250498,17.6289554615,18.3682522395,18.3358335255,18.9077403285,19.2967745916,19.7020134597,19.9926583485,20.0101621336,19.8333740809,19.6157029752,19.3737990983,19.5779492946,19.9210081655,20.242651867,20.1563317197,20.0430832903,19.9210969968,20.6036984906,21.034064777,21.9945898062,22.2880217309,22.6117600088,22.2560829572,22.4394317666,22.5358734936,22.7999283722,22.7409557936,22.9911575697,22.445159972,21.0446124783,17.7755381042,15.2237737598,12.2648022185,20.5919974926
27,Fraser,50.8371052261,31.1590841289,38.5487094656,45.2459576432,51.9057028201,52.9938692153,52.8353454067,52.7999325297,53.648478603,53.7047807549,54.2302813569,53.9916655147,54.2868561,54.473462091,54.6736083665,54.8641504168,55.1697260785,55.4262840422,55.4983937635,55.4737845904,55.4779279874,55.4547864432,56.2658285013,57.1569971518,57.248187789,57.6565455711,57.5999763155,57.5928397833,57.8686940387,57.8997691421,58.1543750146,58.0538989747,57.5519132831,58.3560817716,57.9206809495,57.6850125282,56.150663701,48.7828862733,41.5966582784,34.3727551872,54.883119334
28,Ems - Weser,7.60649952836,4.18506326436,4.43973029027,5.18810728405,6.18853746555,5.88738131855,6.24505276561,6.62433808025,6.49873602746,5.51366981423,5.65227548031,6.24338462539,6.13605458613,6.56546850917,7.21648963607,7.03547364251,6.55172041691,6.25262298131,6.30296644407,7.33310335081,7.57049991071,7.43958282401,6.79762212055,6.58185760803,7.69885163317,8.15211954275,8.23980723304,9.41608231606,9.12787638371,8.6025237887,9.10407742127,9.22856622955,9.45461818734,9.55271185992,9.27167092608,9.34164496607,7.88148344228,6.43903218097,5.8812120451,4.8695285447,8.20771337363
29,Oder,12.0941523969,7.48566349219,9.16624013945,11.3249160404,13.0844522375,13.1863840488,13.6513835621,14.1266070884,14.1680564739,13.9432158355,13.6940265901,13.7576182436,13.3251119736,13.4916326891,13.6544288235,13.1410958218,12.5520311754,12.5281960554,12.5752862308,12.8034076953,12.959400069,13.1415438827,13.008478887,13.1347255476,13.5936166676,14.1897579647,14.5110229387,14.9796676987,15.3654827293,14.9796205433,14.8475148136,14.976142064,14.8261179119,14.9946453722,14.8725689704,15.0211104708,14.186100305,12.1087080677,10.5944095792,8.81820186417,14.1165679431
30,Wisla,16.8668427165,10.5205557201,12.7660630579,15.6311176718,18.3123772526,19.3392741644,20.2926874489,20.5850270218,20.6623197553,20.1302440817,19.6395608218,19.9371931774,19.5556649342,19.3312550855,19.3001889849,18.7263842518,18.3087103632,18.3274654829,18.299283421,18.6443383637,18.8059675157,18.98819404,19.1261051321,19.2297216563,19.7677201611,20.497880211,20.8472785468,21.5694881148,21.9341641648,21.6238032083,21.7831206827,22.0460231457,22.0140963711,22.1239321409,22.0135886729,22.2427557881,21.2440527847,18.4172920613,16.0228841725,13.1978138032,21.2359967316
31,Elbe,14.3563808687,8.83737917431,10.6429351257,12.9977362254,15.2418800917,15.444305346,16.1010526326,16.9731784053,17.1113075255,17.1903416371,17.1520629344,17.425551035,17.3934646669,17.7370214296,17.9039755687,17.52964063,16.9205699145,16.9320592061,16.886400189,17.2227228176,17.7013053634,18.104775425,17.7122438985,17.6540378929,18.0473680343,18.3471742805,18.739022787,19.085952794,19.7347283586,19.3423442702,18.996789392,19.3712690152,19.5153669481,19.7423385982,19.8933540303,19.9968621741,19.1897450799,16.0838051917,13.9185626825,11.5379327675,18.4784263459
32,Rhine,33.5981604822,20.3424392457,24.2773899705,29.5931206173,35.3528962834,35.9074869067,37.652034089,39.8534704185,40.5131688753,41.6285666702,42.4097976108,43.7576544498,44.3393823064,44.9007955786,45.976553965,45.2822284877,44.3820177202,44.0128643856,43.3168352338,43.8323368541,44.4414372563,45.2202118092,44.1487310941,43.2322005719,44.538463569,45.6409276718,46.7755723255,48.4102300947,48.8192131284,48.3390235581,47.5832955356,48.1838122457,48.7944804188,48.865080616,48.5934663612,48.1452481387,45.0059045959,38.2301768573,32.8184584615,26.8979534277,43.9937029892
33,Poland Coast,5.49566165139,3.31810760754,3.59115339793,4.03480294858,4.8718877401,4.94252808584,5.10193910818,5.26410052828,5.33813864613,4.53539383693,4.32971963448,4.53389960954,4.56147321424,4.24061890523,4.20474533619,3.96191510583,3.68500143385,3.65466327656,3.746714453,3.77543296153,3.63733824396,3.4637108671,3.38564781731,3.39301846969,3.81861881165,4.04669938255,3.84079010963,4.09533169119,4.2290748858,4.37003095943,4.68515090033,4.81565188222,4.94173215358,5.1039092298,5.1563382921,5.39684666132,5.11494718425,4.57169224282,4.0916051213,3.47888940191,5.81710712831
34,Churchill,44.0861312085,27.6887876991,34.2963704104,41.2099182895,48.5928288505,51.9426903148,53.4869390259,54.5026750873,55.6963666574,57.0419591383,58.1724152246,58.0398542266,57.6814745961,56.5673266039,55.352115101,53.5572021574,52.3096967441,50.6576020764,49.3055673724,46.7746155467,44.9467481452,43.2326898977,41.7966141281,40.1510567065,38.9536225663,38.3342889079,38.1984880234,36.8400867767,37.0379938665,37.4043334939,38.594883157,39.3604125093,41.2560935698,42.9532385884,43.4834861957,44.3806491276,43.2374240401,38.1973631258,33.1838691868,27.1522095225,44.2802706328
35,Neman,7.8494698954,4.77120576782,5.75199108212,7.07176398053,8.40919369468,8.84298815211,9.28410667418,9.59845616121,9.6466715808,9.7420494485,9.68797872089,10.0731927902,10.0746696153,10.1143803159,10.1893569667,10.1674561362,10.2930816235,10.327503925,10.2531398214,10.4894034609,10.6466525301,10.7686868861,10.6617353707,10.6300777397,10.89203844,10.8075871264,10.8514796892,11.013408833,11.0767203135,10.8308103567,10.9165446516,11.2017857073,11.1573408431,11.110865458,11.1590832072,11.326583477,11.0360733286,9.56169959207,8.28436109599,6.75534272163,10.8331073128
36,Scheldt,3.23248777769,1.91349978142,2.21298975831,2.65677394363,3.03246865923,3.13273630935,3.22499409979,3.37291806337,3.47264858844,3.25843434971,3.23227120551,3.3046049832,3.23999324056,3.47530057747,3.6368292572,3.64777004645,3.45383704969,3.36892910125,3.43373669564,3.68098149959,3.82088796145,3.73065107107,3.5457868647,3.36371643023,3.64860517554,4.02963215406,4.26820573287,4.55814229604,4.51426977311,4.41984195382,4.62152675642,4.67015940404,4.85522187621,4.78123779187,4.59545537214,4.36176716823,3.86144027041,3.27456936298,2.85726696585,2.36664661093,3.93095636916
37,Russia South East Coast,25.8046866398,15.1015633187,17.3581749843,20.0256025013,22.1363334455,22.9631538208,21.5273370398,21.8267042354,21.0422598068,20.2814603445,21.0176721695,21.5367113086,22.1683181197,22.9377992008,22.4503397943,23.211748644,22.7399806083,23.4492872136,23.4465543993,22.9432792996,24.4007387731,24.0806974231,23.9215485103,24.7772232602,24.2701597426,23.6864733211,24.541911778,24.2616880364,24.2870491314,22.3522886529,22.259379914,22.6135654575,22.6386612027,22.708479037,22.4848384345,22.3032575098,20.8386826496,17.927499921,15.6291501212,12.7430658821,20.7991365082
38,Ural,10.3885598469,5.56036186401,6.8914085535,8.19000131184,9.74831048207,10.1521097485,10.0195644337,10.3398483585,10.313013225,10.5936949504,10.9003292217,11.1758834934,11.3843038423,11.581630746,11.4700858802,11.6284441982,12.0163527376,11.9976418974,11.777883368,12.3924264809,12.6335069666,12.5144513471,12.1906279839,12.4595902295,12.349679749,11.7461161892,12.1851061918,12.2886061863,12.1771822728,12.0956296128,12.3266001205,12.6168912023,12.2746230295,12.8401904256,13.0415520746,12.5055292946,11.6702689249,9.72891401948,7.96278523255,6.34385723716,10.7359472743
39,Dnieper,21.5500344777,12.6476239072,15.6872370003,19.689048201,23.3406716206,24.4530174428,25.5997274661,26.7511906916,26.9533836461,27.0311782819,27.1499929747,27.8519604838,27.3944995032,27.2613083612,27.6499317542,26.9620125046,26.8953940874,26.7945624364,26.7618028895,27.6126738373,27.5440430844,28.0561284505,27.9215504129,28.1509757844,29.1769412626,29.2414228977,29.6860415863,30.6236552547,30.2923163351,30.443743877,30.7159518632,31.6081792905,32.0094426321,31.1613505327,31.6342746002,31.8228541081,30.1942099662,26.401181061,22.5768036697,18.2481600973,29.6124805504
40,St Lawrence,70.8412926461,42.4962654825,52.8465018117,63.0106628688,73.4795789828,76.1122602892,77.5007562645,78.5739635288,79.5622017993,80.7638516885,82.2340244623,82.7754597942,83.9439819396,84.4802805845,85.1090743093,85.7000555466,86.4370055989,87.1172590372,88.0444033246,89.1199987803,90.3020207832,90.8698919512,92.4445960466,93.2421918098,93.7890595124,94.6079567862,95.9004040052,95.827211191,96.1458475984,96.4312546997,97.982975687,98.4648856379,99.7120354699,101.074283842,102.288562187,103.017033316,100.904711952,88.3549503744,75.9958496091,62.5435742513,100.848799075
41,France West Coast,11.7262648834,6.93689220017,8.39964873538,10.3245928152,12.1620597225,12.7946168904,13.0908047175,13.4528318289,14.2077299115,13.7247525167,14.1619356208,14.1262664428,14.1050112247,13.8066567609,13.7058170631,13.0671985241,12.5839890989,12.0014509339,12.1693512592,12.0003425032,12.7921065648,12.7549564867,12.7223990461,12.3401920863,13.0782004103,13.6746733796,14.4438167313,14.8591440611,14.9696211221,14.244620489,14.0030861995,13.848146823,14.0474839042,13.9508519373,13.8347163508,13.3273058165,11.7228089885,9.85266230473,8.35881151902,6.73380702497,11.6124949347
42,Gobi Interior,40.850506508,24.0427132233,30.403072563,36.521787921,41.9443637684,43.2484186277,43.227558541,43.8572599952,42.8825127803,42.6654938272,43.5105076677,43.2026361048,42.9345228645,44.1732934021,44.9011360242,44.8854743579,47.0863629153,48.0320002215,49.1240441,50.8478831557,52.805489624,53.7883950707,54.1323913351,53.8283243317,56.3984953518,55.2370091453,54.937526142,54.6590448028,52.9332635892,52.195381912,51.453542246,50.1187968763,48.9952735069,46.2761319866,44.8141001101,44.4160677097,41.011866651,34.8200910846,27.5478785166,21.4562106183,35.6153937064
43,Amur,168.991928445,100.848049029,121.386313151,143.739391356,164.531065887,169.633809735,164.511403184,166.350455206,164.705435196,170.257756932,177.874562054,184.57162406,182.54952316,183.516421555,186.661755648,188.093743044,185.042377932,188.758929913,186.573870991,179.80921089,178.926965578,181.24189401,177.728399956,178.798677677,179.71925531,176.845281347,169.585597311,164.253469068,159.851514672,152.630993109,151.865064452,154.399402128,152.877462207,149.879445654,144.407242193,149.13297022,139.806715214,122.822472797,103.689913543,81.8099364624,134.281669266
44,Loire,15.7620864686,9.49496401613,11.66048317,14.8453243318,17.4805547572,18.4948235585,18.9822155038,19.9805540726,20.5300424317,20.8539376681,21.2199289011,21.4990224892,21.0482286404,21.0364325593,21.2824230573,20.5729426891,19.7790015918,19.4236186827,19.1675025748,19.198708751,20.1075212935,20.3026571957,20.485843347,19.7713204797,20.6877641401,21.7712063522,22.4247424889,23.4932623059,23.6258962289,22.800362971,22.8106959135,22.4714604754,23.0743259105,23.1109230251,22.9560389453,22.5805797434,20.449898899,17.526970608,14.9990785815,12.0595624238,20.2446450246
45,Caspian Sea Coast,39.4747799363,23.4696640355,28.1730100199,33.0659905069,38.7293059015,39.0498326653,38.9224284692,39.5070031596,39.3543166296,39.3658920726,39.5449294071,39.7354682497,39.1425101679,38.4938081398,38.4801956873,38.7135416377,38.9700780582,39.0245301541,39.2904301719,41.2815506193,41.9902729844,43.0789408935,42.9685327678,43.9203580656,43.9888062576,43.1683424596,43.3167281575,42.8367710959,41.9452445294,41.9747751845,42.3857074903,43.4545969841,42.8192316557,43.2368259656,43.9441790845,44.0968762994,42.6894802096,36.8039125035,31.1717746562,25.3721520362,40.4401734987
46,Seine,7.60830574537,4.72126984536,5.70473887293,7.08068424283,8.51667107092,9.51233079858,9.95812237144,10.9362700714,11.5426876114,11.533328323,11.3384528874,11.4980534182,11.1527514684,11.3186893577,11.3617941945,11.4360452981,10.4576425457,9.54591996348,8.96539321173,9.37301139361,9.82066713164,10.0949837766,9.58189963534,9.06716037143,9.25090718084,10.3666273569,11.6380304063,13.2739949825,13.5591799603,13.3780480223,13.4302548762,13.4128385059,13.7126529548,13.7724481343,13.164425616,12.0419422726,10.0101129722,8.18534497882,6.77575162029,5.41858470136,9.32322140052
