# File: pwt1001_na.csv
# Title: Penn World Table version 10.01 supplemental National Accounts
# Units: million constant 2017 local currency; xr provides local currency to USD exchange rates
# Description: PWT used to provide macro-economic data for GCAM macroeconomic module.
# Source: DOI: 10.1257/aer.20130954 ; https://www.rug.nl/ggdc/productivity/pwt/?lang=en; https://www.rug.nl/ggdc/productivity/pwt/
# Column types: cinnnnnnnnnnnnnnnnnnn
# ----------
countrycode,year,v_c,v_i,v_g,v_x,v_m,v_gdp,q_c,q_i,q_g,q_x,q_m,q_gdp,pop,xr,xr2,v_gfcf,q_gfcf,emp,avh
BTN,2016,"69,874","82,701","25,061","42,966","80,933","145,073","69,857","84,734","25,690","45,095","84,944","152,479",1,67,67,"81,814","83,827",0,
BTN,2017,"77,239","82,897","26,815","48,004","84,137","159,572","77,239","82,897","26,815","48,004","84,137","159,572",1,65,65,"83,125","83,125",0,
BTN,2018,"86,135","79,418","28,643","51,570","93,522","167,327","83,486","78,305","27,631","50,203","91,042","164,403",1,68,68,"78,966","77,876",0,
BTN,2019,"95,607","80,586","33,084","52,398","91,035","180,589","90,435","72,306","31,513","50,356","87,502","170,660",1,70,70,"79,972","77,200",0,
BWA,1960,18,1,3,4,8,17,"1,983",191,263,389,461,"2,213",1,1,1,,,0,
BWA,1961,20,2,3,5,9,18,"2,080",252,299,450,535,"2,383",1,1,1,,,0,
BWA,1962,21,2,4,5,10,19,"2,177",328,341,515,620,"2,565",1,1,1,,,0,
BWA,1963,22,2,4,6,11,21,"2,246",382,382,528,684,"2,672",1,1,1,,,0,
BWA,1964,24,3,5,6,13,23,"2,302",504,431,532,748,"2,825",1,1,1,,,0,
BWA,1965,25,4,6,8,15,25,"2,329",167,498,680,844,"2,693",1,1,1,,,0,
BWA,1966,26,7,7,8,17,27,"2,107",660,538,661,896,"2,887",1,1,1,,,0,
BWA,1967,30,10,8,7,21,29,"2,634",896,620,606,"1,061","3,446",1,1,1,,,0,
BWA,1968,34,13,8,8,25,33,"3,120","1,395",645,785,"1,647","3,938",1,1,1,,,0,
BWA,1969,37,19,8,9,29,39,"3,827",839,667,843,"1,909","3,929",1,1,1,,,0,
BWA,1970,41,28,9,12,34,48,"3,591","2,141",658,"1,180","2,637","4,424",1,1,1,24,"1,789",0,
BWA,1971,46,41,11,21,46,63,"3,858","2,998",721,"1,996","3,353","5,566",1,1,1,42,"2,998",0,
BWA,1972,62,58,12,34,63,88,"4,660","3,826",742,"2,843","4,167","7,033",1,1,1,59,"3,809",0,
BWA,1973,81,77,18,47,86,118,"5,540","4,637",980,"3,584","5,173","8,532",1,1,1,72,"4,244",0,
BWA,1974,101,89,26,60,111,160,"5,535","4,279","1,141","3,706","5,307","9,282",1,1,1,69,"3,228",0,
BWA,1975,129,99,36,81,138,203,"6,041","4,050","1,360","4,269","5,651","10,066",1,1,1,70,"2,823",0,
BWA,1976,169,107,49,109,171,258,"6,880","3,828","1,609","4,989","6,105","11,138",1,1,1,70,"2,443",0,
BWA,1977,218,106,69,155,219,322,"7,604","3,282","1,938","6,407","6,788","12,319",1,1,1,80,"2,398",0,
BWA,1978,263,120,87,184,269,378,"8,231","3,316","2,200","7,582","7,455","13,755",1,1,1,96,"2,567",0,
BWA,1979,322,169,103,242,342,485,"9,287","4,259","2,246","8,624","8,537","15,720",1,1,1,140,"3,364",0,
BWA,1980,401,242,129,344,445,663,"10,446","5,371","2,396","9,182","9,588","17,641",1,1,1,211,"4,412",0,
BWA,1981,471,321,175,417,560,815,"10,623","6,266","2,798","9,950","10,205","19,713",1,1,1,285,"5,199",0,
BWA,1982,527,371,221,425,657,879,"10,400","6,784","3,193","10,313","10,696","21,376",1,1,1,313,"5,190",0,
BWA,1983,583,367,270,543,740,"1,016","9,901","6,141","3,570","12,688","10,639","23,919",1,1,1,320,"4,658",0,
BWA,1984,638,354,330,760,822,"1,259","9,255","5,217","3,968","17,129","10,570","27,174",1,1,1,337,"4,280",0,
BWA,1985,759,457,400,933,954,"1,594","9,973","6,345","4,526","18,470","11,677","29,682",1,2,2,421,"5,165",0,
BWA,1986,914,471,484,"1,339","1,110","2,103","11,732","5,991","5,087","20,097","12,568","31,860",1,2,2,483,"5,588",0,
BWA,1987,"1,024",536,622,"1,703","1,314","2,589","12,642","5,595","5,881","21,995","12,818","34,481",1,2,2,578,"5,681",0,
BWA,1988,"1,140",479,881,"2,361","1,633","3,270","12,898","4,263","7,563","25,896","14,545","38,695",1,2,2,898,"7,537",0,
BWA,1989,"1,885","2,159","1,398","3,505","2,929","6,085","16,848","15,575","9,655","28,788","22,342","51,570",1,2,2,"1,934","13,036",0,
BWA,1990,"2,530","2,555","1,689","3,698","3,588","6,923","20,662","17,089","10,345","28,713","24,681","55,245",1,2,2,"2,279","14,134",0,
BWA,1991,"3,104","2,553","1,917","4,026","3,789","7,818","22,727","15,315","10,659","29,720","23,293","59,347",1,2,2,"2,480","13,765",0,
BWA,1992,"3,458","2,564","2,288","4,014","3,716","8,585","22,407","14,045","11,825","28,354","20,090","61,128",1,2,2,"2,572","13,192",0,
BWA,1993,"3,846","2,795","2,801","4,522","4,028","9,892","21,863","14,316","12,998","28,099","19,534","62,299",1,2,2,"2,703","12,946",0,
BWA,1994,"4,372","2,971","3,273","5,468","4,615","11,435","22,367","13,652","13,654","30,023","20,534","64,561",1,3,3,"2,960","12,795",0,
BWA,1995,"5,171","3,558","3,941","6,667","5,739","13,114","26,156","14,793","14,229","33,291","23,230","69,100",1,3,3,"3,538","13,592",0,
BWA,1996,"5,699","3,778","4,221","8,674","5,983","16,115","27,575","14,724","14,397","37,775","22,083","73,128",2,3,3,"3,709","13,613",1,
BWA,1997,"6,498","4,408","5,165","11,158","8,747","18,328","31,284","14,902","15,824","42,664","29,788","78,998",2,4,4,"4,797","16,076",1,
BWA,1998,"7,473","7,680","6,087","9,978","10,639","20,244","31,937","25,489","16,873","34,902","34,244","79,568",2,4,4,"5,691","17,742",1,
BWA,1999,"8,295","6,499","6,952","13,999","11,091","25,361","31,950","19,390","17,207","44,552","33,016","87,260",2,5,5,"6,766","19,955",1,
BWA,2000,"9,840","8,727","7,354","15,306","11,840","29,531","31,534","26,035","17,313","44,909","32,377","88,994",2,5,5,"7,425","20,347",1,
BWA,2001,"11,048","9,584","7,531","15,602","12,463","32,066","30,127","25,409","17,064","42,958","31,882","89,217",2,6,6,"8,311","21,393",1,
BWA,2002,"12,863","10,392","7,702","17,950","13,656","34,416","31,620","26,101","17,951","46,114","32,521","94,632",2,6,6,"9,455","22,283",1,
BWA,2003,"14,343","11,208","8,183","18,155","13,760","37,182","32,041","27,026","18,170","42,886","30,146","99,010",2,5,5,"10,417","23,491",1,
BWA,2004,"16,725","13,233","8,631","20,856","17,396","42,037","33,026","29,482","19,472","46,055","35,458","101,689",2,5,5,"11,704","25,814",1,
BWA,2005,"19,340","13,779","9,846","26,860","18,059","50,752","36,585","29,328","18,241","54,433","33,707","106,323",2,5,5,"12,861","26,295",1,
BWA,2006,"22,893","15,312","10,071","30,886","20,144","59,107","42,895","29,198","17,516","56,138","33,722","115,215",2,6,6,"15,487","28,123",1,
BWA,2007,"26,622","20,678","11,815","36,609","27,256","67,153","49,326","34,720","18,133","60,900","42,138","124,752",2,6,6,"19,062","31,314",1,
BWA,2008,"32,929","27,039","15,207","34,128","38,139","74,721","57,840","39,266","19,037","59,389","49,530","132,543",2,7,7,"22,852","32,358",1,
BWA,2009,"37,223","28,599","15,493","25,566","38,116","73,462","61,040","40,006","19,601","37,017","44,140","122,400",2,7,7,"25,646","35,429",1,
BWA,2010,"42,692","35,974","17,162","37,905","44,532","86,867","66,301","50,567","20,333","42,949","47,000","132,882",2,7,7,"29,202","38,680",1,
BWA,2011,"48,629","40,497","19,407","52,438","56,264","104,980","71,523","50,559","21,347","54,779","56,036","140,919",2,7,7,"33,641","43,380",1,
BWA,2012,"57,100","42,674","21,196","54,112","67,465","109,870","70,554","55,546","24,598","64,552","74,011","147,199",2,8,8,"39,804","49,287",1,
BWA,2013,"65,109","36,808","23,215","77,001","76,385","125,158","77,677","49,954","28,138","88,954","81,422","163,896",2,8,8,"41,925","50,282",1,
BWA,2014,"68,475","41,134","29,078","85,285","80,837","145,869","78,337","48,998","31,173","92,280","84,275","170,697",2,9,9,"44,433","51,022",1,
BWA,2015,"75,985","47,622","30,057","72,764","81,971","146,066","81,478","60,158","31,952","75,404","86,654","167,798",2,10,10,"49,643","55,489",1,
BWA,2016,"80,723","46,107","31,033","89,650","75,391","170,564","83,304","56,929","32,686","85,267","81,999","175,020",2,11,11,"52,986","57,510",1,
BWA,2017,"88,759","49,767","33,190","71,447","64,715","180,103","88,759","49,767","33,190","71,447","64,715","180,103",2,10,10,"52,433","52,433",1,
BWA,2018,"94,102","56,030","34,653","76,789","74,566","190,365","92,377","53,878","34,411","76,594","72,377","188,169",2,10,10,"57,550","56,693",1,
BWA,2019,"101,096","65,400","36,354","66,258","79,939","197,269","95,585","67,286","35,527","63,865","77,198","193,750",2,11,11,"62,216","60,346",1,
CAF,1960,"28,894","7,880","7,734","9,340","13,717","40,131","431,837","226,683","307,868","57,301","125,842","770,193",1,245,245,,,,
CAF,1961,"30,354","9,340","8,464","11,674","15,761","44,071","448,031","263,823","322,340","71,504","144,943","807,115",1,245,245,,,,
CAF,1962,"30,937","10,361","9,048","10,945","16,782","44,509","467,824","280,472","331,549","68,565","208,075","766,823",2,245,245,,,,
CAF,1963,"33,272","10,069","9,048","11,674","17,804","46,260","431,837","271,507","315,104","71,504","158,987","767,892",2,245,245,,,,
CAF,1964,"34,440","11,237","11,383","14,447","20,722","50,784","408,447","291,998","367,731","87,176","178,088","781,369",2,245,245,,,,
CAF,1965,"36,045","11,529","11,966","14,593","20,284","53,848","412,045","289,437","357,205","93,053","170,224","790,931",2,245,245,,,,
CAF,1966,"40,569","11,966","12,112","16,052","24,079","56,621","440,834","294,559","357,205","95,991","198,618","796,480",2,246,246,,,,
CAF,1967,"45,093","12,842","12,988","15,469","27,581","58,810","509,209","249,735","307,868","151,823","240,234","820,100",2,246,246,,,,
CAF,1968,"47,865","11,237","13,863","23,772","27,457","69,280","489,416","271,507","382,203","121,458","238,341","840,406",2,248,248,,,,
CAF,1969,"52,681","11,674","14,301","19,499","26,821","71,335","529,002","277,910","387,465","97,460","209,968","908,614",2,260,260,,,,
CAF,1970,"54,578","13,717","15,323","24,362","31,703","76,277","537,997","306,085","402,596","110,194","234,559","925,475",2,276,276,"13,717","398,447",,
CAF,1971,"56,621","15,177","15,323","24,122","30,294","80,949","509,961","309,417","367,846","99,692","204,789","897,380",2,275,275,"15,177","402,785",,
CAF,1972,"60,561","15,615","16,052","21,122","28,642","84,708","510,966","298,218","361,001","81,773","181,384","879,684",2,252,252,"15,615","388,206",,
CAF,1973,"59,540","18,387","17,220","25,243","32,184","88,206","504,267","352,514","388,735","98,102","204,589","919,514",2,223,223,"18,387","458,886",,
CAF,1974,"79,240","15,323","19,701","27,416","42,835","98,845","581,022","254,325","385,034","92,245","235,745","892,086",2,241,241,"15,323","331,068",,
CAF,1975,"104,048","16,344","20,284","25,024","47,275","118,425","648,371","230,547","336,916","71,552","221,114","908,322",2,214,214,"16,344","300,115",,
CAF,1976,"128,419","18,825","21,306","34,904","46,136","157,318","629,146","208,768","278,224","78,466","169,651","948,652",2,239,239,"18,825","271,765",,
CAF,1977,"154,978","21,014","22,473","45,841","62,429","181,877","709,548","217,784","274,252","96,306","214,532","1,024,936",2,246,246,"21,160","285,470",,
CAF,1978,"171,906","21,890","28,311","47,090","68,132","201,064","720,555","207,692","316,297","90,571","214,349","1,037,330",2,226,226,"18,241","225,303",,
CAF,1979,"189,856","21,306","34,002","48,799","76,427","217,536","717,404","182,241","342,464","84,612","216,759","1,011,759",2,213,213,"24,370","271,355",,
CAF,1980,"230,289","17,220","37,212","61,981","100,955","245,747","735,792","124,542","316,914","90,872","242,105","966,447",2,211,211,"17,074","160,749",1,
CAF,1981,"242,685","24,677","42,325","68,850","96,172","282,364","801,957","160,277","357,968","97,300","243,906","981,406",2,272,272,"22,733","206,873",1,
CAF,1982,"287,288","21,414","51,054","71,207","109,887","321,076","886,099","97,768","351,995","116,653","323,827","999,034",2,329,329,"20,500","126,192",1,
CAF,1983,"274,439","38,778","55,360","79,141","119,998","327,719","796,579","169,141","324,378","121,427","370,899","938,121",2,381,381,"34,339","218,313",1,
CAF,1984,"307,940","44,297","51,271","84,202","127,781","359,929","931,277","161,373","297,098","132,436","401,953","1,005,902",2,437,437,"43,651","208,288",1,
CAF,1985,"295,876","58,392","92,783","97,276","134,293","406,531","1,037,663","253,172","234,167","147,205","502,804","1,039,465",3,449,449,"56,914","326,775",1,
CAF,1986,"307,005","60,597","95,622","80,404","121,533","406,637","993,962","246,895","299,693","123,004","368,678","1,076,656",3,346,346,"59,062","318,672",1,
CAF,1987,"280,057","56,238","99,493","73,267","112,584","377,650","906,713","226,633","311,823","112,086","341,531","1,023,567",3,301,301,"54,813","295,746",1,
CAF,1988,"292,523","44,970","95,933","76,049","103,123","394,187","947,078","196,822","300,667","116,343","312,830","1,044,901",3,298,298,"43,831","236,490",1,
CAF,1989,"297,809","49,913","98,176","90,917","113,806","411,855","964,189","230,033","307,697","139,088","345,236","1,070,766",3,319,319,"48,649","262,488",1,
CAF,1990,"304,762","56,159","95,225","76,157","110,889","410,412","986,698","247,795","298,446","116,508","336,387","1,054,222",3,272,272,"54,737","295,332",1,
CAF,1991,"296,427","57,345","101,998","77,736","110,895","406,554","959,714","244,305","319,674","118,923","336,407","1,066,660",3,282,282,"55,893","301,572",1,
CAF,1992,"287,659","54,970","101,030","71,702","107,642","391,022","931,328","230,411","316,641","109,691","326,538","1,052,465",3,265,265,"53,578","289,079",1,
CAF,1993,"277,726","43,270","87,164","70,436","90,550","378,865","899,169","190,414","278,128","107,754","274,690","1,048,798",3,283,283,"42,175","227,554",1,
CAF,1994,"334,004","68,359","122,958","125,792","129,171","494,451","1,022,291","243,212","331,053","111,075","364,750","1,103,089",3,555,555,"66,627","290,650",1,
CAF,1995,"412,635","88,084","131,057","140,732","171,862","582,516","1,076,467","287,848","298,129","118,107","388,526","1,159,931",3,499,499,"85,853","343,991",1,
CAF,1996,"416,632","41,839","105,028","125,914","144,267","539,402","1,060,240","100,242","202,476","125,246","309,180","1,072,378",3,512,512,"40,779","119,794",1,
CAF,1997,"422,063","51,998","102,411","167,388","173,018","572,667","1,073,592","147,395","197,347","166,426","370,635","1,138,016",3,584,584,"50,681","148,817",1,
CAF,1998,"457,356","57,062","103,234","147,086","177,023","597,100","1,166,560","168,362","199,476","146,642","380,256","1,189,826",3,590,590,"55,617","163,756",1,
CAF,1999,"443,167","96,675","164,965","134,571","161,279","643,863","1,110,383","209,911","313,135","131,799","340,325","1,260,479",4,616,616,"94,226","272,543",1,
CAF,2000,"486,058","87,375","167,362","150,891","179,881","681,242","1,172,974","182,753","306,019","142,356","365,643","1,284,703",4,712,712,"85,162","237,282",1,
CAF,2001,"533,634","84,781","151,056","133,318","168,457","714,689","1,235,121","170,075","264,911","120,633","328,419","1,292,803",4,733,733,"82,633","220,821",1,
CAF,2002,"536,917","80,606","150,834","125,473","152,084","722,971","1,221,108","158,879","259,912","111,556","291,330","1,284,917",4,697,697,"78,564","206,285",1,
CAF,2003,"529,184","51,421","108,302","137,417","130,234","693,089","1,166,712","98,296","180,991","118,490","241,948","1,194,309",4,581,581,"50,119","127,626",2,
CAF,2004,"568,340","55,396","110,490","106,841","141,082","702,023","1,270,538","107,418","187,301","93,448","265,870","1,227,369",4,528,528,"53,993","139,469",2,
CAF,2005,"603,795","84,340","117,146","107,230","167,301","745,210","1,301,330","157,704","191,494","90,440","304,025","1,256,602",4,527,527,"82,204","204,758",2,
CAF,2006,"664,176","98,075","107,875","122,829","189,010","803,945","1,352,933","174,854","190,626","105,731","331,805","1,316,341",4,523,523,"97,115","220,112",2,
CAF,2007,"715,206","103,743","100,115","128,152","206,137","841,079","1,412,823","207,092","175,544","105,083","338,283","1,369,405",4,479,479,"97,953","206,046",2,
CAF,2008,"800,645","118,265","103,210","111,228","222,891","910,457","1,469,465","194,583","179,820","110,342","351,407","1,405,187",4,448,448,"114,768","215,766",2,
CAF,2009,"844,394","128,381","114,336","95,688","210,523","972,276","1,530,885","188,436","192,906","88,476","322,072","1,444,702",4,472,472,"125,635","221,990",2,
CAF,2010,"872,393","178,568","127,693","123,250","241,762","1,060,142","1,484,056","248,143","200,232","126,127","357,782","1,511,604",4,495,495,"171,069","254,685",2,
CAF,2011,"958,893","157,496","126,946","150,825","245,264","1,148,896","1,484,698","190,228","192,365","183,399","348,358","1,575,010",4,472,472,"154,106","221,173",2,
CAF,2012,"1,130,405","138,844","139,945","148,022","275,655","1,281,561","1,612,918","147,618","200,886","195,779","365,424","1,654,607",4,511,511,"138,019","189,290",2,
CAF,2013,"698,262","62,787","145,028","125,092","195,716","835,453","872,137","107,917","180,685","147,185","224,005","1,052,463",4,494,494,"53,050","64,922",2,
CAF,2014,"769,249","205,741","145,304","156,015","340,731","935,578","893,877","207,582","157,535","167,373","356,036","1,053,316",4,494,494,"197,930","215,579",2,
CAF,2015,"826,412","218,620","148,151","171,119","361,710","1,002,592","910,522","241,277","160,469","184,093","392,873","1,099,000",4,592,592,"206,261","225,791",2,
CAF,2016,"908,640","242,946","155,826","160,301","386,196","1,081,516","991,495","278,466","165,006","168,943","413,429","1,151,206",5,593,593,"225,795","241,800",2,
CAF,2017,"998,226","308,066","169,272","207,691","479,931","1,203,324","998,226","308,066","169,272","207,691","479,931","1,203,324",5,581,581,"291,662","291,662",2,
CAF,2018,"1,085,501","319,531","175,210","232,955","579,562","1,233,635","1,131,313","279,367","174,921","238,169","587,060","1,248,923",5,555,555,"308,587","304,786",2,
CAF,2019,"1,164,468","301,237","195,020","242,687","617,666","1,300,902","1,196,672","254,126","195,646","233,045","635,264","1,286,020",5,586,586,"290,919","277,248",2,
CAN,1950,"12,880","4,884","2,177","4,037","4,034","20,026","123,570","40,907","53,484","30,493","25,782","236,112",14,1,1,,,6,"2,209"
CAN,1951,"14,297","5,860","3,180","4,919","5,169","23,323","124,439","42,481","70,049","33,419","29,964","246,431",14,1,1,,,6,"2,194"
CAN,1952,"15,637","6,188","4,097","5,385","4,981","26,352","133,107","43,045","86,312","36,921","31,294","267,072",15,1,1,,,6,"2,182"
CAN,1953,"16,663","6,995","4,327","5,186","5,441","27,621","142,137","49,553","88,936","36,431","34,124","280,228",15,1,1,,,6,"2,181"
CAN,1954,"17,461","6,135","4,327","4,955","5,146","27,754","147,281","43,108","85,447","35,134","32,161","277,083",15,1,1,,,6,"2,173"
CAN,1955,"18,966","7,488","4,566","5,548","5,947","30,608","159,966","52,076","87,322","37,776","36,616","302,682",16,1,1,,,6,"2,155"
CAN,1956,"20,734","9,966","5,007","6,155","7,179","34,434","172,279","65,158","89,376","40,804","42,755","330,708",16,1,1,,,7,"2,142"
CAN,1957,"22,187","9,806","5,173","6,172","7,168","36,063","178,480","63,024","87,926","41,145","41,480","339,116",17,1,1,,,7,"2,123"
CAN,1958,"23,580","9,122","5,490","6,086","6,719","37,332","184,967","59,134","90,568","40,785","38,256","344,721",17,1,1,,,7,"2,108"
CAN,1959,"25,187","10,011","5,626","6,417","7,344","39,611","195,233","63,705","89,774","42,321","42,187","358,735",18,1,1,,,7,"2,104"
CAN,1960,"26,327","9,833","5,970","6,743","7,399","41,229","202,062","63,102","91,933","44,206","42,087","369,945",18,1,1,,,7,"2,091"
CAN,1961,"26,788","9,426","6,975","7,312","7,633","42,729","205,171","63,234","103,922","47,214","42,193","380,415",18,1,1,,,7,"2,066"
CAN,1962,"28,559","10,499","7,507","7,953","8,172","46,352","214,497","69,178","108,689","49,345","43,125","406,590",19,1,1,,,7,"2,065"
CAN,1963,"30,397","11,232","7,986","8,733","8,518","49,752","223,823","72,037","112,289","53,756","43,855","427,531",19,1,1,,,7,"2,050"
CAN,1964,"32,566","12,872","8,712","10,140","9,669","54,502","236,257","79,387","118,288","61,131","49,434","455,451",19,1,1,,,7,"2,039"
CAN,1965,"35,250","15,691","9,557","10,775","11,007","60,084","250,246","92,398","123,684","63,884","56,102","485,116",20,1,1,,,8,"2,021"
CAN,1966,"38,457","18,026","11,235","12,578","12,748","67,230","262,681","101,409","134,650","72,595","63,646","518,272",20,1,1,,,8,"1,995"
CAN,1967,"41,489","17,339","13,065","14,165","13,658","72,235","272,007","95,047","146,538","80,190","67,121","532,232",20,1,1,,,8,"1,986"
CAN,1968,"45,181","18,228","14,836","16,166","15,470","78,826","282,887","98,780","156,135","90,435","74,075","560,152",21,1,1,,,8,"1,961"
CAN,1969,"49,172","20,760","16,798","17,823","18,005","86,710","296,876","108,137","162,734","97,720","83,652","589,818",21,1,1,,,8,"1,942"
CAN,1970,"51,802","20,388","19,507","20,130","18,106","93,236","301,539","101,253","176,971","106,865","82,151","605,523",21,1,1,"20,146","108,575",8,"1,925"
CAN,1971,"56,403","23,231","21,446","21,118","19,806","101,768","318,141","109,868","183,001","112,066","87,585","629,564",22,1,1,"22,862","116,458",8,"1,912"
CAN,1972,"63,123","25,975","23,864","23,827","23,177","113,624","340,250","116,449","189,137","121,745","100,126","664,251",22,1,1,"25,195","121,266",9,"1,904"
CAN,1973,"72,146","32,058","27,110","29,899","28,463","133,080","363,475","130,939","197,936","134,027","114,557","709,657",22,1,1,"30,192","131,216",9,"1,898"
