# File: L100.Pop_thous_ctry_Yh.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Title: Population by country over the historical time period,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Units: thous persons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Comments: Written by L100.Population_downscale_ctry.R; Tue Mar 28 06:33:18 2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iso,X1700,X1750,X1800,X1850,X1900,X1950,X1971,X1972,X1973,X1974,X1975,X1976,X1977,X1978,X1979,X1980,X1981,X1982,X1983,X1984,X1985,X1986,X1987,X1988,X1989,X1990,X1991,X1992,X1993,X1994,X1995,X1996,X1997,X1998,X1999,X2000,X2001,X2002,X2003,X2004,X2005,X2006,X2007,X2008,X2009,X2010
ecu,432.7966885,467.6893111,502.5819336,820.2137156,1407.229414,3387.357,6150.69,6333.049,6519.792,6711.284,6907.74,7109.119,7315.156,7525.548,7739.894,7957.811,8178.948,8403.034,8629.832,8859.125,9090.592,9323.745,9557.974,9792.658,10027.109,10260.587,10493.498,10725.281,10953.182,11173.647,11384.506,11584.074,11774.005,11959.586,12148.188,12345.023,12552.036,12767.415,12987.992,13208.869,13426.402,13639.708,13849.721,14056.74,14261.566,14464.739
egy,4567.153257,4437.750582,4308.347906,5995.149843,10761.88888,21514.023,36751.162,37577.248,38409.289,39258.086,40132.189,41033.408,41961.731,42921.556,43917.526,44952.497,46025.305,47133.557,48276.547,49453.054,50659.625,51899.728,53166.492,54433.72,55667.119,56843.275,57952.386,59004.372,60020.423,61032.081,62063.81,63120.498,64199.588,65309.201,66457.136,67648.419,68888.032,70174.632,71498.433,72844.998,74203.215,75568.453,76941.572,78323.298,79716.203,81121.077
eri,179.5343497,194.0086386,208.4829275,90.38569037,222.7216882,1141.3,1896.028,1946.213,1998.632,2054.727,2115.4,2181.178,2251.397,2324.29,2397.387,2468.902,2537.333,2602.966,2667.868,2735.121,2806.456,2884.388,2967.048,3046.674,3112.654,3158.295,3180.43,3184.019,3180.541,3186.063,3212.503,3263.016,3335.157,3428.264,3539.885,3667.576,3812.473,3973.973,4145.5,4318.343,4486.155,4645.837,4798.561,4947.521,5097.998,5253.676
esh,2.165486602,2.340070901,2.5146552,1.090203639,2.686398633,13.766,76.196,73.333,70.287,70.089,74.789,85.344,100.766,118.776,136.08,150.303,160.677,167.963,173.189,178.007,183.63,190.327,197.692,205.489,213.285,220.794,228.137,235.58,243.167,250.946,259.049,267.217,275.674,285.582,298.482,315.34,336.758,362.07,389.412,416.172,440.469,461.61,480.14,496.923,513.367,530.5
esp,8772.116953,10202.8789,11633.64085,14897.5952,18570.48157,28069.737,34165.661,34553.119,34949.102,35346.395,35738.587,36124.485,36501.995,36862.658,37196.233,37495.321,37757.496,37984.198,38177.151,38339.878,38476.148,38586.351,38673.057,38745.231,38814.28,38889.158,38979.222,39086.335,39203.352,39318.577,39426.834,39519.508,39608.652,39734.033,39948.91,40288.457,40767.01,41364.726,42039.8,42732.092,43395.441,44017.887,44604.384,45146.258,45638.113,46076.989
est,162.7853241,234.8661138,306.9469035,452.1814558,763.3436102,1100.998,1379.574,1394.029,1407.932,1420.709,1431.998,1441.551,1449.609,1456.892,1464.417,1472.898,1482.176,1491.897,1502.292,1513.617,1525.79,1539.549,1554.175,1566.396,1571.84,1567.631,1552.37,1527.66,1497.364,1467.016,1440.71,1419.727,1403.188,1390.414,1379.962,1370.749,1362.823,1356.644,1351.955,1348.449,1345.857,1344.038,1342.873,1342.145,1341.629,1341.14
eth,2899.774069,3133.557563,3367.341057,1459.877074,3597.320385,18433.866,29777.985,30642.92,31503.206,32289.683,32958.964,33486.288,33903.618,34294.03,34773.64,35426.282,36282.554,37319.328,38500.829,39768.079,41077.517,42417.873,43802.479,45240.322,46747.612,48333.261,49998.845,51730.288,53502.211,55281.054,57042.197,58774.378,60481.739,62174.171,63868.806,65577.897,67303.731,69040.669,70784.012,72526.62,74263.861,75993.403,77718.436,79446.419,81187.751,82949.541
fin,400.0102771,720.4351762,1040.860075,1628.041828,2646.067983,4009.003,4622.759,4644.371,4668.51,4691.674,4711.432,4726.845,4739.016,4750.001,4762.803,4779.488,4800.928,4826.163,4853.221,4879.235,4902.206,4921.232,4937.13,4951.685,4967.527,4986.441,5009.16,5034.766,5061.394,5086.368,5107.802,5125.177,5139.257,5151.024,5161.995,5173.37,5185.18,5197.305,5210.595,5226.067,5244.342,5265.936,5290.431,5316.334,5341.546,5364.546
fji,45.46058909,49.12567992,52.79077076,22.88691126,56.39622259,288.993,531.631,542.846,554.147,565.426,576.634,587.565,598.298,609.387,621.579,635.297,651.006,668.259,685.461,700.434,711.703,718.535,721.637,722.753,724.404,728.39,735.262,744.396,754.981,765.725,775.651,784.713,793.165,800.685,806.927,811.718,814.78,816.336,817.339,819.102,822.553,828.046,835.267,843.651,852.323,860.623
flk,0,0,0,0,0,2.261,1.975,1.96,1.946,1.932,1.917,1.903,1.889,1.877,1.866,1.856,1.85,1.846,1.845,1.849,1.856,1.867,1.881,1.905,1.941,1.993,2.062,2.144,2.239,2.338,2.439,2.541,2.642,2.737,2.818,2.881,2.922,2.942,2.95,2.953,2.958,2.967,2.979,2.993,3.006,3.017
fra,21472.60768,25547.49611,29622.38453,36352.72177,40601.03985,41831.805,51161.64,51572.812,51980.081,52358.648,52691.826,52974.009,53214.788,53431.051,53646.954,53880.143,54135.673,54408.866,54695.692,54988.578,55281.465,55575.215,55870.924,56162.822,56443.567,56708.26,56956.057,57189.616,57412.239,57628.904,57844.501,58057.57,58270.419,58496.138,58751.572,59047.795,59390.72,59774.531,60183.884,60596.691,60996.506,61378.065,61744.596,62098.413,62444.77,62787.427
fro,4.955796157,5.355338781,5.754881405,2.494971339,6.147922601,31.504,38.928,39.288,39.641,40.008,40.403,40.829,41.281,41.757,42.258,42.779,43.305,43.831,44.364,44.92,45.497,46.133,46.802,47.37,47.659,47.558,46.995,46.05,44.953,44.022,43.483,43.416,43.746,44.358,45.07,45.743,46.358,46.944,47.472,47.915,48.258,48.475,48.572,48.597,48.625,48.708
fsm,5.033820373,5.439653409,5.845486445,2.534252249,6.244715695,32,62.105,62.297,62.288,62.474,63.143,64.383,66.106,68.217,70.546,72.962,75.456,78.048,80.667,83.232,85.682,87.95,90.037,92.04,94.105,96.319,98.749,101.314,103.78,105.825,107.233,107.904,107.947,107.605,107.237,107.103,107.29,107.728,108.325,108.926,109.419,109.789,110.092,110.367,110.676,111.064
gab,73.77692984,79.72492027,85.67291071,37.14263452,91.5241144,469,539.728,551.811,565.441,580.101,595.417,611.293,627.846,645.16,663.387,682.641,702.923,724.185,746.424,769.635,793.81,818.863,844.775,871.675,899.739,929.044,959.631,991.289,1023.531,1055.707,1087.327,1118.215,1148.416,1177.936,1206.862,1235.274,1263.165,1290.532,1317.484,1344.171,1370.729,1397.192,1423.637,1450.31,1477.514,1505.463
gbr,8648.555525,13980.90582,19313.25612,27446.16319,41556.486,50616.012,55819.499,55964.697,56081.455,56170.69,56234.25,56273.041,56290.629,56295.032,56296.406,56303.011,56317.534,56341.308,56379.327,56436.762,56516.908,56622.956,56753.658,56902.081,57058.173,57214.474,57369.629,57525.459,57681.639,57838.596,57997.21,58156.871,58318.771,58488.026,58671.413,58874.117,59097.129,59339.971,59604.347,59891.788,60202.727,60538.143,60896.101,61270.318,61652.315,62035.57
geo,521.4764143,752.3844029,983.2923915,1448.545595,2445.341378,3527.004,4749.634,4791.473,4832.396,4871.428,4907.996,4941.721,4973.247,5004.247,5036.986,5073,5111.551,5151.606,5193.836,5239.068,5287.002,5339.661,5394.502,5441.216,5466.1,5459.999,5418.521,5346.229,5254.049,5157.814,5069.269,4992.336,4924.569,4863.694,4805.14,4745.765,4685.331,4626.034,4569.88,4519.607,4477.006,4442.825,4415.956,4394.018,4373.63,4352.244
gha,1442.111819,1558.376718,1674.641617,726.0241425,1789.014633,4980.879,8911.291,9167.822,9435.673,9692.196,9922.663,10119.038,10290.712,10461.377,10664.342,10922.708,11246.007,11624.726,12039.663,12462.279,12871.965,13261.929,13638.708,14010.951,14392.619,14793.415,15216.133,15655.847,16105.502,16554.855,16996.901,17429.209,17855.25,18281.113,18715.676,19165.49,19632.265,20114.361,20610.897,21119.911,21639.806,22170.556,22712.403,23264.176,23824.402,24391.823
gib,3.224319256,3.484267998,3.744216739,1.623267761,3.99993555,20.497,24.838,24.985,25.117,25.262,25.44,25.663,25.92,26.182,26.406,26.565,26.648,26.667,26.647,26.619,26.608,26.62,26.65,26.697,26.757,26.83,26.921,27.032,27.145,27.233,27.283,27.279,27.231,27.188,27.214,27.348,27.615,27.989,28.41,28.793,29.075,29.237,29.296,29.287,29.257,29.244
gin,486.6527645,525.8873327,565.121901,245.0029543,603.7180374,3093.652,4195.876,4228.217,4252.351,4270.991,4286.863,4300.114,4312.321,4329.468,4359.115,4406.831,4477.191,4569.938,4679.999,4799.45,4923.603,5045.781,5170.12,5315.182,5506.436,5759.374,6083.795,6466.435,6871.525,7249.558,7565.235,7805.735,7982.155,8112.65,8226.138,8344.486,8472.339,8604.936,8743.954,8889.321,9041.448,9201.941,9373.619,9559.11,9761.217,9981.59
glp,33.03428889,35.69755551,38.36082212,16.63095119,40.9807516,209.999,322.773,325.123,326.97,328.124,328.514,328.008,326.826,325.673,325.493,326.951,330.293,335.282,341.489,348.247,355.037,361.79,368.563,375.102,381.13,386.465,390.937,394.606,397.815,401.061,404.7,408.845,413.372,418.11,422.791,427.214,431.337,435.222,438.895,442.413,445.814,449.103,452.253,455.247,458.057,460.666
gmb,42.68868444,46.13030078,49.57191711,21.49140942,52.95753086,271.372,472.432,487.79,504.267,521.186,538.11,554.91,571.891,589.57,608.68,629.786,652.817,677.685,704.894,735.056,768.46,805.491,845.642,887.224,927.937,966.151,1001.252,1033.748,1064.522,1094.974,1126.183,1158.308,1191.155,1225.044,1260.283,1297.084,1335.674,1376.035,1417.818,1460.493,1503.678,1547.259,1591.357,1636.107,1681.734,1728.394
gnb,81.51186676,88.0834577,94.65504865,41.03675069,101.1197055,518.171,613.847,628.89,647.703,669.656,694.113,721.22,750.655,780.721,809.221,834.611,856.143,874.27,890.152,905.58,921.889,939.371,957.688,976.802,996.52,1016.695,1037.431,1058.839,1080.767,1103.003,1125.392,1147.908,1170.619,1193.585,1216.902,1240.655,1264.855,1289.526,1314.795,1340.814,1367.695,1395.492,1424.191,1453.757,1484.12,1515.224
gnq,35.47836599,38.33867723,41.19898846,17.86140985,44.01275622,225.536,284.913,274.893,262.377,249.569,238.24,228.534,220.448,215.415,215.116,220.582,232.676,250.712,272.217,293.701,312.634,328.119,340.825,351.694,362.325,373.887,386.536,399.843,413.73,428.005,442.527,457.321,472.486,488.039,504.001,520.38,537.195,554.429,571.999,589.794,607.739,625.777,643.936,662.327,681.115,700.401
grc,1499.994845,1838.327016,2176.659187,3043.98954,4961.982949,7566.002,8833.582,8870.711,8912.166,8968.522,9046.544,9149.987,9274.357,9408.034,9534.673,9642.504,9728.22,9795.461,9848.045,9892.518,9934.292,9972.624,10007.304,10045.02,10094.241,10160.501,10247.132,10351.229,10464.295,10574.134,10671.809,10754.641,10824.894,10884.604,10937.612,10986.883,11032.395,11073.334,11111.072,11147.261,11183.114,11219.3,11255.717,11291.807,11326.596,11359.346
grd,12.06166284,13.03408952,14.00651621,6.07238517,14.96311939,76.676,94.14,93.896,93.588,93.108,92.408,91.386,90.134,89.011,88.508,88.936,90.504,93.015,95.903,98.359,99.824,100.062,99.296,97.978,96.785,96.2,96.368,97.113,98.212,99.313,100.163,100.707,101.039,101.219,101.354,101.522,101.731,101.954,102.195,102.455,102.734,103.037,103.368,103.723,104.097,104.487
grl,3.617743779,3.909410909,4.201078039,1.821335413,4.487999111,22.998,47.42,48.209,48.814,49.263,49.586,49.775,49.844,49.873,49.969,50.208,50.619,51.18,51.842,52.527,53.173,53.777,54.348,54.854,55.263,55.552,55.705,55.735,55.688,55.631,55.617,55.657,55.742,55.867,56.022,56.196,56.395,56.618,56.844,57.041,57.19,57.28,57.316,57.317,57.304,57.296
gtm,542.9453658,586.7183156,630.4912653,900.7018076,1377.543941,3146.073,5597.742,5752.386,5910.205,6069.254,6228.224,6386.403,6544.422,6703.955,6867.413,7036.484,7211.938,7393.131,7578.625,7766.291,7954.682,8143.365,8333.124,8525.211,8721.429,8923.131,9131.088,9345.13,9564.571,9788.284,10015.675,10246.429,10481.515,10723.154,10974.314,11237.101,11512.637,11800.351,12098.576,12404.764,12717.154,13034.904,13358.842,13690.846,14033.623,14388.929
guf,4.008022165,4.331154038,4.65428591,2.017819158,4.972159724,25.479,50.282,51.945,53.58,55.233,56.949,58.74,60.634,62.711,65.073,67.799,70.882,74.316,78.174,82.548,87.473,93.019,99.097,105.392,111.472,117.038,121.979,126.405,130.513,134.605,138.916,143.449,148.169,153.227,158.797,164.983,171.889,179.424,187.247,194.882,201.993,208.451,214.366,219.931,225.451,231.151
gum,9.383355788,10.13985393,10.89635208,4.724004583,11.64054035,59.65,87.402,89.35,91.316,93.322,95.38,97.496,99.669,101.903,104.204,106.572,109.001,111.489,114.05,116.705,119.464,122.333,125.288,128.26,131.157,133.914,136.518,138.981,141.304,143.492,145.559,147.481,149.279,151.065,152.987,155.147,157.596,160.292,163.121,165.918,168.565,171.024,173.334,175.538,177.707,179.896
guy,63.95500245,69.11113654,74.26727063,32.19783321,79.33950319,406.562,729.796,735.823,739.97,743.915,748.809,755.174,762.481,769.57,774.748,776.856,775.589,771.521,765.434,758.499,751.636,745.015,738.589,732.806,728.147,724.931,723.448,723.615,724.909,726.552,727.979,728.99,729.743,730.458,731.496,733.101,735.327,738.011,740.925,743.743,746.235,748.321,750.068,751.578,753.013,754.493
hkg,15.19804675,16.42333272,17.64861869,29.12022083,270.0238659,1973.998,4005.661,4068.311,4147.503,4243.42,4355.208,4485.716,4633.225,4786.467,4930.176,5053.554,5151.92,5228.67,5291.06,5350.313,5414.63,5486.801,5564.427,5644.48,5721.987,5793.857,5857.068,5914.114,5973.754,6048.024,6144.316,6268.283,6414.109,6563.86,6692.636,6783.317,6828.869,6836.766,6822.233,6807.752,6809.859,6832.989,6872.78,6926.368,6987.976,7053.189
hnd,120.7855968,130.5234861,140.2613754,363.6406028,519.4865755,1487.235,2763.122,2841.609,2924.118,3011.047,3102.649,3199.231,3300.735,3406.539,3515.736,3627.64,3741.932,3858.691,3978.08,4100.422,4225.87,4354.245,4485.151,4618.245,4753.109,4889.311,5026.843,5165.38,5303.798,5440.691,5575.099,5706.605,5835.607,5963.008,6090.164,6218.151,6347.272,6477.525,6609.337,6743.128,6879.243,7017.769,7158.819,7302.742,7449.923,7600.524
hrv,649.688057,892.3367026,1134.985348,1417.501215,2639.859763,3850.295,4183.96,4201.302,4220.795,4241.669,4263.294,4285.523,4308.344,4331.398,4354.275,4376.608,4398.61,4420.169,4440.263,4457.579,4471.404,4480.137,4484.45,4488.56,4498.278,4517.2,4548.076,4588.173,4628.968,4658.613,4669.001,4656.706,4625.39,4582.742,4540.042,4505.533,4481.62,4466.013,4456.587,4449.522,4441.986,4433.791,4425.995,4418.387,4410.864,4403.33
hti,647.5471113,699.7531875,751.9592638,975.5709397,1622.484719,3221.277,4794.158,4877.645,4961.817,5049.035,5141.143,5238.431,5340.812,5449.236,5564.724,5687.812,5819.084,5957.92,6102.119,6248.634,6395.193,6540.928,6686.182,6831.374,6977.397,7124.877,7273.53,7422.881,7573.16,7724.69,7877.569,8031.903,8187.204,8342.233,8495.358,8645.371,8791.931,8935.252,9075.399,9212.634,9347.262,9479.136,9608.453,9736.332,9864.241,9993.247
hun,1499.955504,2602.4228,3704.890096,5160.846905,7126.788587,9337.723,10354.275,10393.745,10434.264,10476.458,10520.246,10566.645,10614.041,10656.575,10686.489,10698.534,10690.574,10665.068,10627.145,10584.347,10542.504,10502.732,10464.389,10429.422,10399.695,10376.32,10360.831,10352.695,10348.284,10342.427,10331.403,10313.993,10291.342,10264.982,10237.422,10210.545,10184.663,10159.273,10134.513,10110.393,10086.936,10064.274,10042.572,10021.886,10002.247,9983.645
idn,12402.98016,14307.21633,16211.45251,21754.44849,40471.58703,74837.31,121405.753,124507.744,127662.293,130863.441,134105.926,137382.075,140688.052,144026.72,147403.681,150820.044,154275.429,157758.44,161245.684,164706.919,168119.209,171472.345,174767.379,178006.8,181197.879,184345.939,187451.8,190512.441,193525.648,196488.446,199400.339,202257.039,205063.468,207839.287,210610.776,213395.411,216203.499,219026.365,221839.235,224606.531,227303.175,229918.547,232461.746,234951.154,237414.495,239870.937
imn,8.691677408,9.392411556,10.0931457,4.375782485,10.78247738,55.253,57.717,58.567,59.331,60.102,60.945,61.904,62.938,63.923,64.684,65.112,65.132,64.82,64.407,64.209,64.448,65.226,66.45,67.904,69.265,70.313,70.963,71.305,71.484,71.724,72.183,72.908,73.832,74.87,75.892,76.803,77.577,78.246,78.84,79.41,79.994,80.598,81.203,81.798,82.358,82.869
ind,170908.9763,189898.8683,208888.7603,244244.4829,294688.5077,371856.5,566651.479,579871.075,593526.633,607606.569,622096.682,636992.593,652279.308,667917.437,683857.312,700058.589,716493.309,733151.769,750033.539,767146.806,784490.842,802051.806,819800.055,837699.675,855707.358,873785.449,891910.18,910064.576,928226.051,946373.316,964486.155,982553.253,1000558.144,1018471.141,1036258.683,1053898.107,1071374.264,1088694.08,1105885.689,1122991.192,1140042.863,1157038.539,1173971.629,1190863.679,1207740.408,1224614.327
irl,1892.564954,4012.893136,6133.221319,6762.110002,4393.700145,2913.093,2997.907,3039.128,3085.214,3134.031,3183.759,3233.907,3284.081,3332.644,3377.699,3417.798,3452.589,3482.073,3505.714,3523.059,3534.103,3538.519,3537.244,3533.181,3530.188,3531.219,3537.626,3549.302,3565.952,3586.685,3610.958,3638.457,3669.86,3706.687,3750.945,3803.78,3865.82,3935.781,4010.506,4085.676,4158.042,4226.428,4291.258,4352.866,4412.181,4469.9
irn,5323.16898,6015.180947,6707.192914,8168.935116,10874.49146,17414.215,29421.198,30197.689,31006.191,31866.19,32793.173,33788.867,34853.522,35998.637,37237.306,38576.541,40012.129,41533.339,43130.529,44790.735,46497.235,48257.311,50052.662,51810.746,53437.77,54870.583,56071.545,57067.645,57940.444,58808.655,59757.114,60815.686,61955.73,63133.032,64278.307,65342.319,66313.553,67212.85,68061.695,68893.323,69732.007,70582.086,71435.498,72289.291,73137.148,73973.63
irq,1107.631478,1150.552197,1193.472917,1534.291123,2548.325165,5719.192,10358.219,10700.247,11049.889,11410.46,11783.644,12170.881,12569.201,12970.635,13364.514,13743.534,14106.693,14457.565,14799.456,15137.56,15477.228,15818.309,16164.205,16528.25,16927.393,17373.767,17871.623,18417.924,19008.018,19633.844,20288.226,20972.915,21686.777,22416.19,23143.629,23857.458,24552,25233.067,25914.982,26618.523,27359.461,28140.999,28960.581,29821.136,30724.614,31671.591
isl,22.49457018,24.30811119,26.12165221,11.32478135,27.90568297,142.998,206.821,209.722,212.673,215.485,218.031,220.26,222.238,224.096,226.025,228.16,230.543,233.131,235.861,238.641,241.398,244.124,246.837,249.526,252.179,254.793,257.359,259.881,262.386,264.909,267.478,270.119,272.836,275.608,278.403,281.21,283.992,286.783,289.724,293.004,296.743,301.01,305.721,310.666,315.543,320.136
isr,197.8873442,213.841275,229.7952057,99.62541568,245.4895313,1257.97,2936.585,3033.863,3137.027,3239.653,3336.984,3428.067,3514.143,3595.324,3672.295,3745.797,3816.4,3884.594,3951.159,4017.024,4083.495,4149.457,4216.475,4291.626,4384.139,4499.949,4642.324,4807.603,4986.162,5164.345,5332.079,5486.774,5630.785,5765.115,5892.366,6014.953,6131.313,6241.593,6352.106,6471.236,6604.572,6755.143,6920.182,7092.324,7260.949,7418.4
ita,13091.56143,15911.66094,18731.76045,24076.66109,33144.28996,46366.767,53700.117,54074.032,54438.147,54781.374,55095.516,55377.233,55627.789,55849.349,56046.086,56221.171,56376.115,56510.204,56622.072,56709.575,56772.141,56808.914,56823.401,56824.7,56824.792,56832.33,56856.059,56895.154,56937.52,56965.197,56968.039,56938.342,56888.3,56851.522,56873.677,56986.329,57199.219,57498.867,57864.332,58263.782,58671.206,59082.1,59495.243,59891.479,60248.654,60550.848
jam,349.8954233,378.1044398,406.3134564,404.2869553,729.5403705,1402.896,1895.729,1924.871,1955.153,1984.678,2012.156,2036.77,2059.107,2080.943,2104.823,2132.39,2164.601,2200.377,2236.865,2270.069,2297.232,2317.284,2331.427,2341.957,2352.279,2364.909,2380.447,2398.249,2418.08,2439.337,2461.516,2484.672,2508.867,2533.55,2558.003,2581.648,2604.321,2625.968,2646.269,2664.897,2681.653,2696.334,2709.042,2720.282,2730.774,2741.052
jor,149.4476924,161.4963565,173.5450206,197.0575718,258.4855532,448.861,1752.689,1825.322,1887.681,1944.733,2000.538,2055.198,2108.538,2164.159,2226.485,2298.691,2383.227,2479.683,2584.859,2693.837,2803.422,2910.375,3016.54,3129.651,3260.496,3415.567,3599.359,3806.045,4019.284,4216.536,4382.005,4510.082,4606.717,4682.018,4751.501,4827.096,4910.056,4998.372,5096.79,5210.369,5342.002,5495.117,5667.443,5848.952,6025.592,6187.227
jpn,26482.73599,28117.47278,29752.20957,31386.94636,43258.07798,82199.47,105145.914,106619.818,108089.192,109498.615,110808.09,111996.339,113071.149,114057.65,114996.088,115914.688,116823.958,117711.145,118554.19,119320.901,119990.547,120553.26,121023.579,121434.677,121832.924,122251.184,122703.017,123177.552,123653.405,124097.649,124486.744,124814.986,125091.571,125325.617,125531.619,125720.31,125893.623,126048.366,126184.149,126299.414,126392.944,126464.789,126515.486,126544.64,126551.705,126535.92
kaz,991.0548214,1429.890537,1868.726252,2752.93006,4647.319219,6702.996,13325.342,13540.301,13751.019,13950.987,14136.006,14304.947,14461.277,14610.81,14761.508,14918.991,15082.186,15248.46,15419.454,15596.921,15780.002,15972.358,16167.918,16344.294,16471.823,16530,16513.48,16430.903,16293.8,16120.117,15925.853,15712.544,15484.686,15265.189,15082.372,14956.694,14897.666,14901.669,14959.072,15053.492,15171.805,15312.333,15476.093,15655.345,15841.096,16026.367
ken,955.9157246,1032.982873,1110.050021,481.2510967,1185.863119,6076.757,11657.321,12082.989,12529.622,12997.274,13486.116,13995.982,14527.391,15081.923,15661.593,16267.558,16899.958,17557.466,18237.83,18937.969,19655.192,20387.701,21134.404,21894.026,22665.447,23447.177,24240.108,25042.33,25846.436,26642.887,27425.72,28191.597,28944.78,29696.41,30462.154,31253.701,32076.186,32927.864,33805.301,34702.176,35614.576,36540.948,37485.246,38455.418,39462.188,40512.682
kgz,257.2633773,371.1787288,485.0940802,714.6204926,1206.376289,1740,3035.474,3103.694,3169.771,3234.611,3299.001,3362.961,3426.646,3491.143,3557.793,3627.499,3700.312,3775.764,3853.514,3933.002,4013.498,4095.873,4179.484,4260.325,4333.114,4394.502,4441.582,4476.402,4506.563,4542.747,4592.135,4658.815,4739.263,4823.87,4898.865,4954.85,4987.944,5002.691,5008.348,5018.366,5042.381,5083.724,5139.213,5204.104,5270.894,5334.223
khm,1749.330609,1890.36388,2031.397151,2177.191205,2769.408912,4345.8,7039.481,7118.136,7162.333,7157.572,7097.8,6972.559,6796.368,6618.684,6506.208,6505.693,6636.869,6883.519,7211.815,7570.081,7919.802,8250.479,8571.13,8885.701,9203.893,9531.928,9868.226,10205.755,10539.239,10862.069,11169.233,11458.858,11731.187,11986.128,12224.414,12446.949,12653.684,12845.222,13024.171,13193.961,13357.574,13515.884,13669.857,13822.644,13977.903,14138.255
kir,4.105709741,4.436717312,4.767724882,2.066999491,5.093346238,26.1,44.881,45.777,46.629,47.515,48.491,49.573,50.75,52.015,53.35,54.742,56.18,57.668,59.223,60.871,62.62,64.491,66.457,68.416,70.239,71.835,73.163,74.263,75.227,76.188,77.248,78.431,79.713,81.085,82.524,84.01,85.55,87.147,88.776,90.398,91.988,93.534,95.043,96.532,98.027,99.546
kna,7.244611358,7.82868119,8.412751023,3.647264159,8.987316769,46.054,44.498,44.339,44.328,44.342,44.289,44.146,43.939,43.685,43.422,43.174,42.952,42.746,42.538,42.298,42.015,41.674,41.296,40.955,40.745,40.731,40.941,41.349,41.899,42.511,43.121,43.714,44.302,44.888,45.479,46.083,46.695,47.307,47.923,48.543,49.173,49.811,50.455,51.102,51.752,52.402
kor,7456.148967,8057.273233,8658.397498,8796.636947,9120.117258,19211.386,32094.421,32766.592,33442.949,34099.932,34721.507,35299.344,35840.876,36364.813,36898.192,37459.53,38054.603,38674.216,39303.579,39920.981,40509.932,41066.824,41594.331,42089.874,42552.039,42980.365,43372.546,43729.283,44057.249,44365.82,44662.143,44949.627,45227.776,45495.222,45749.004,45987.624,46210.554,46420.867,46624.837,46830.699,47044.126,47267.733,47499.36,47733.951,47963.923,48183.584
kwt,23.9501308,25.88102097,27.81191115,12.05757622,29.71138154,152.251,811.187,870.446,930.744,991.885,1053.753,1116.083,1178.93,1242.872,1308.718,1376.963,1445.699,1514.013,1584.31,1659.961,1742.083,1835.819,1937.316,2028.166,2083.55,2087.687,2031.004,1924.077,1795.976,1687.552,1627.911,1628.12,1678.812,1763.693,1857.217,1940.786,2009.588,2069.816,2126.786,2189.485,2264.014,2351.441,2447.818,2548.351,2646.286,2736.732
lao,361.1599695,390.2771482,419.3943268,571.9824755,1067.162457,1682.917,2762.977,2839.169,2914.999,2983.956,3041.847,3086.518,3120.663,3150.906,3186.599,3234.555,3296.978,3372.093,3457.86,3550.669,3647.754,3748.525,3853.6,3962.714,4075.767,4192.414,4312.348,4434.57,4557.216,4677.981,4795.112,4907.96,5016.576,5120.845,5220.92,5317.06,5408.912,5496.7,5582.028,5667.055,5753.341,5841.572,5931.385,6022.001,6112.143,6200.894
lbn,302.4162875,326.7974754,351.1786632,442.569737,631.1671435,1442.826,2528.423,2597.588,2665.458,2723.33,2765.289,2788.641,2796.136,2794.001,2791.308,2794.638,2807.342,2827.767,2851.609,2872.204,2885.481,2888.455,2884.778,2884.84,2902.893,2948.372,3026.061,3130.785,3249.799,3364.891,3462.974,3539.137,3597.35,3644.171,3690.033,3742.329,3802.903,3868.504,3935.421,3998.042,4052.42,4097.457,4134.872,4166.915,4196.99,4227.597
lbr,143.3285967,154.8839315,166.4392662,72.15808107,177.8065706,911.14,1479.831,1521.565,1565.044,1610.474,1657.971,1706.539,1755.815,1807.164,1862.497,1922.536,1988.931,2059.483,2126.455,2179.471,2211.509,2221.35,2212.69,2189.831,2159.264,2127.098,2091.355,2054.179,2030.591,2039.922,2094.591,2203.809,2360.511,2540.835,2710.963,2847.29,2939.296,2996.082,3037.412,3092.721,3182.539,3313.718,3477.197,3658.46,3835.929,3994.122
lby,535.2151502,552.16363,569.1121098,680.457309,854.7336545,1029.01,2079.897,2169.965,2264.278,2362.9,2466,2572.3,2681.887,2797.78,2924.086,3063,3216.43,3381.39,3549.22,3708.142,3849.801,3970.886,4074.021,4164.147,4249.018,4334.459,4421.885,4509.97,4598.629,4687.106,4775.009,4862.665,4951.076,5041.233,5134.324,5231.189,5331.311,5434.293,5541.062,5652.797,5769.709,5893.738,6023.053,6149.62,6262.667,6355.112
lca,13.022336,14.07221338,15.12209076,6.556031373,16.15488435,82.783,105.169,106.064,106.905,107.857,109.038,110.501,112.203,114.053,115.915,117.691,119.337,120.897,122.463,124.172,126.116,128.336,130.776,133.315,135.777,138.042,140.056,141.863,143.551,145.255,147.067,149.022,151.079,153.172,155.204,157.108,158.859,160.491,162.055,163.631,165.275,167.002,168.793,170.624,172.458,174.267
