# File: FAO_an_Exp_t_SUA.csv
# Title: FAO animal exports by country, item, year
# Units: tons
# Column types: ciciciiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiii
# ----------
countries,country.codes,item,item.codes,element,element.codes,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013
Argentina,9,Freshwater Fish,2761,Export Quantity (tonnes),91,1583,6200,7200,6300,5500,4200,4700,1567,3225,1000,0,0,0,0,0,0,0,0,0,0,0,10738,9544,1910,0,0,0,0,0,0,3185,2527,4394,4755,4805,6125,4580,1201,1136,99,99,119,1726,36646,35119,32513,19142,14112,16790,16000,19000,15000,16000
Argentina,9,Hides & Skins,2748,Export Quantity (tonnes),91,484652,661009,554250,400351,372872,437455,479076,469358,478001,421687,223747,115169,50893,30525,41978,82500,69199,67045,54866,66603,80292,27311,23407,26203,36831,28539,19719,11799,10331,10919,9005,7268,6887,10583,9098,4647,4078,3259,2955,4524,11828,8325,8291,9885,7019,5946,9130,6069,27352,,,,
Argentina,9,Honey,2745,Export Quantity (tonnes),91,13146,19351,11232,19366,26425,15132,26540,9918,16100,21016,14265,19352,17879,15487,22639,29877,24805,36329,23589,19638,28105,29873,29237,26449,42509,30915,36273,41459,33852,39685,47305,55165,54999,62436,63511,48274,70422,68301,93103,88467,73032,79986,70499,62536,107670,103998,79861,69228,57969,57000,72000,75000,65000
Argentina,9,Meat Meal,2749,Export Quantity (tonnes),91,33850,34580,70530,33330,13910,62536,83111,61137,87116,79304,19426,19528,40210,7109,813,38620,79706,128267,102356,72579,74436,71492,91270,95687,82078,85687,77330,106914,115224,130189,105120,72924,71393,61995,109806,77577,99763,37368,55138,62655,32302,39864,41813,75058,76420,49909,73366,73605,98392,,,,
Argentina,9,"Meat, Other",2735,Export Quantity (tonnes),91,28781,43118,67711,77423,70223,73286,72350,91869,95015,96063,76883,111456,69529,35350,39979,50590,51723,54229,55997,43704,43815,53324,53401,48323,46576,40181,37520,48757,49746,43770,43244,35650,38828,37794,37550,32324,38382,31182,31981,32576,32473,38005,36447,38760,39535,40587,39393,35390,32503,30000,29000,24000,20000
Argentina,9,Milk - Excluding Butter,2848,Export Quantity (tonnes),91,55074,44295,60333,48656,54191,76964,57517,41050,66506,18849,90444,167917,188977,118543,398267,830903,470811,316895,134206,154169,186498,299619,262035,79933,74366,104108,73924,334117,620542,585217,283873,99206,240223,472088,847542,739628,1008981,1219658,1810333,1342338,1141363,1700343,1272216,2121368,2165868,2825169,1631866,1747706,2227184,2043000,2939000,2840000,2782000
Argentina,9,"Milk, Skimmed",2739,Export Quantity (tonnes),91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202891,284424,142365,91156,58117,82833,67767,64829,37300,12857,14409,13381,12500,114160,233825,232329,101663,5994,61032,84471,144394,143835,139476,98152,232068,183799,165069,178347,115685,143972,133886,267077,220764,378631,352476,,,,
Argentina,9,"Milk, Whole",2738,Export Quantity (tonnes),91,15246,4354,2217,1775,1087,1109,5141,2255,1150,821,36730,104227,120246,59788,105309,288990,136406,54496,24521,26162,92772,160049,155258,18497,466,7493,3661,111584,224177,129751,74838,60558,123765,250854,555851,474565,642796,923321,1326385,913710,778367,1250394,915489,1618020,1500412,1955095,939548,977129,1366033,,,,
Argentina,9,"Molluscs, Other",2767,Export Quantity (tonnes),91,0,0,0,0,0,0,0,0,2025,667,0,0,650,0,436,0,0,0,0,0,0,0,0,0,0,1453,1907,960,1380,935,536,1002,1544,2268,7402,17783,15025,2330,1674,1315,17369,23677,23343,21032,18637,36049,28861,27785,25569,25000,22000,17000,18000
Argentina,9,Mutton & Goat Meat,2732,Export Quantity (tonnes),91,31495,38627,37968,17162,27070,47688,54600,33974,38211,34450,16336,14008,24091,18779,21515,27212,29690,24446,22590,11139,13508,16139,14432,10153,7624,6687,6907,6064,7434,10032,4888,3061,2414,1904,1003,946,1152,652,459,1523,996,1979,4885,6588,8879,7614,6102,5943,7377,8000,6000,3000,2000
Argentina,9,"Offals, Edible",2736,Export Quantity (tonnes),91,19815,23567,49288,26490,32886,35211,41222,41248,52937,42445,29602,34087,33661,20924,25683,39110,42111,54324,46311,36880,39974,30561,25571,21391,25174,27925,26739,26960,30630,32970,28176,25350,26248,35116,40154,28413,46242,43584,35937,37204,22711,28308,35637,57936,62215,70932,91999,79583,112594,72000,71000,74000,83000
Argentina,9,Pelagic Fish,2763,Export Quantity (tonnes),91,0,0,198,146,167,250,0,457,998,1888,2258,4013,10255,14662,4898,1054,6561,2463,1881,3680,2099,1473,1018,361,806,4464,6880,13080,14385,8901,10023,11653,15077,17373,18111,18519,15194,20419,14937,14780,13302,14939,29215,32863,33683,26624,20984,27744,19141,36000,28000,21000,15000
Argentina,9,Pigmeat,2733,Export Quantity (tonnes),91,4742,3546,9264,4586,1780,11811,6503,1045,1056,2005,1200,673,10158,1630,3317,15665,5714,1484,649,116,471,454,160,1043,236,621,509,2197,4084,3420,651,189,445,859,2316,1491,1688,1966,971,224,173,143,224,447,602,799,1082,1922,1747,1000,1000,1000,1000
Argentina,9,Poultry Meat,2734,Export Quantity (tonnes),91,259,78,77,0,24,12,8,2,8,0,1,20,236,4,448,4763,10402,1259,203,0,0,56,0,0,72,398,3024,867,1688,3480,2985,3123,2302,3604,7945,9022,18245,18499,16756,18586,20296,29773,44084,68849,116249,123493,156014,198297,213624,256000,271000,334000,368000
Argentina,9,Silk,2747,Export Quantity (tonnes),91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149,0,0,0,0,0,0,0,10,0,5,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Argentina,9,Whey,2742,Export Quantity (tonnes),91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1081,3041,1689,0,0,0,0,689,1324,4027,4378,12527,43851,43838,70716,67838,119486,151149,279622,403811,415216,464703,,,,
Argentina,9,Wool (Clean Eq.),2746,Export Quantity (tonnes),91,139020,156540,131251,92305,122270,143141,112515,131117,101352,94678,83320,72931,70286,37014,74581,78012,93001,90165,74044,80438,101602,71652,67579,70723,60433,63629,57200,53319,32856,49466,38844,33050,45691,52988,36804,25488,28227,17379,24589,25559,21853,22809,19681,19788,17183,15856,25052,17782,15868,,,,
Armenia,1,Aquatic Plants,2775,Export Quantity (tonnes),91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Armenia,1,Bovine Meat,2731,Export Quantity (tonnes),91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,86,134,88,125,63,2,6,968,932,827,1854,2970,1328,556,0,0,0,0
Armenia,1,"Butter, Ghee",2740,Export Quantity (tonnes),91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,20,15,0,0,0,0,0,0,0,24,0,0,0,0,0
Armenia,1,Cheese,2741,Export Quantity (tonnes),91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,28,28,0,0,0,0,41,96,1002,1006,2273,937,567,473,377,,,,
Armenia,1,Crustaceans,2765,Export Quantity (tonnes),91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,2,52,302,20,5,391,761,804,760,1002,797,797,797,1000,2000,2000,5000
Armenia,1,Eggs,2744,Export Quantity (tonnes),91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,154,695,781,1197,2703,699,504,135,171,240,0,0,0,0
Armenia,1,Freshwater Fish,2761,Export Quantity (tonnes),91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,10,0,11,2,6,15,6,22,66,73,57,57,57,0,1000,2000,2000
Armenia,1,Hides & Skins,2748,Export Quantity (tonnes),91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,3115,5306,678,100,2892,3965,3697,843,221,1433,203,651,200,14,95,,,,
Armenia,1,Honey,2745,Export Quantity (tonnes),91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,20,0,0,0,1,1,0,2,37,40,3,1,0,1,4,0,0,0,0
Armenia,1,"Marine Fish, Other",2764,Export Quantity (tonnes),91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,6,3,94,42,20,55,108,10,15,15,15,0,0,0,0
Armenia,1,"Meat, Other",2735,Export Quantity (tonnes),91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,11,0,0,0,15,0,0,0,0,0,0,0,0,0,3,0,0,0,0
Armenia,1,Milk - Excluding Butter,2848,Export Quantity (tonnes),91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,225,224,0,0,0,483,328,2991,8747,8048,18197,7498,4858,3874,3057,4000,4000,9000,16000
Armenia,1,"Milk, Skimmed",2739,Export Quantity (tonnes),91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,33,0,2000,667,0,0,0,255,90,0,,,,
Armenia,1,"Milk, Whole",2738,Export Quantity (tonnes),91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,446,0,0,0,0,0,0,36,8,29,,,,
Armenia,1,"Offals, Edible",2736,Export Quantity (tonnes),91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0
Armenia,1,Pelagic Fish,2763,Export Quantity (tonnes),91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,118,0,4,0,0,9,86,150,8,0,0,28,2,2,2,0,0,0,0
Armenia,1,Pigmeat,2733,Export Quantity (tonnes),91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,12,54,36,9,266,16,282,242,265,0,0,0,1000
Armenia,1,Poultry Meat,2734,Export Quantity (tonnes),91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0
Armenia,1,Wool (Clean Eq.),2746,Export Quantity (tonnes),91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,25,25,20,30,0,0,0,0,0,24,0,0,0,5,4,,,,
Australia,10,Aquatic Plants,2775,Export Quantity (tonnes),91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1551,2692,2138,3156,3000,3452,3130,3715,3403,3965,2700,3370,5000,1800,6500,7504,8655,5400,5400,5400,3000,2000,1000,1000
Australia,10,Bovine Meat,2731,Export Quantity (tonnes),91,210005,273799,363223,389761,433303,381776,358787,348827,348213,440697,454337,545549,785884,761899,561251,737899,869869,1021411,1115986,793986,701058,727658,806204,607108,559013,649905,770438,864972,727318,884799,993289,1036793,1085231,1079445,1069847,979502,1133477,1224107,1213322,1239789,1298594,1267289,1171217,1294642,1303008,1345497,1315808,1321027,1283515,1285000,1200000,1321000,1538000
Australia,10,"Butter, Ghee",2740,Export Quantity (tonnes),91,63823,80789,81133,91696,96995,84533,104421,78224,75069,98958,89266,57206,75463,56467,32620,72173,32092,31678,34470,23125,14988,6728,15565,29749,42989,44899,28867,37450,33941,49569,50621,51328,69606,85657,81914,83781,116184,99761,145164,114849,97411,110117,80864,73617,67559,78355,65433,47515,83466,57000,37000,53000,51000
Australia,10,Cephalopods,2766,Export Quantity (tonnes),91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,398,17,102,273,646,710,672,967,403,1048,556,541,306,375,1042,920,759,361,361,361,0,0,0,0
Australia,10,Cheese,2741,Export Quantity (tonnes),91,18326,22737,26356,28300,27637,25698,25947,34491,25542,40847,38298,33330,29567,38031,34234,31520,52498,44089,51500,61134,54091,57504,54434,54590,67610,66140,62117,68490,63114,55920,64008,69304,86100,104717,116300,135157,149974,182039,208230,232735,206303,206742,209359,238026,208043,209548,217219,157931,162412,,,,
Australia,10,Cream,2743,Export Quantity (tonnes),91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,87,171,167,8343,6643,9912,14189,14175,27096,17672,15479,12290,14524,18820,23658,27826,22245,18795,16908,10405,10393,8000,8000,0,0
Australia,10,Crustaceans,2765,Export Quantity (tonnes),91,6017,13000,11660,11756,14100,10200,12500,15300,14600,18200,26000,27700,28000,24500,26856,22723,29493,29891,32823,47603,28553,34970,29798,33795,29216,28677,31675,34167,26651,24445,27039,27516,28066,35282,35405,34909,34181,32998,35000,29751,29150,24542,24175,25585,24001,21075,16658,16658,16658,15000,13000,12000,14000
Australia,10,Demersal Fish,2762,Export Quantity (tonnes),91,0,0,0,0,0,0,0,0,0,0,0,161,480,161,0,680,950,660,1098,1322,1515,3863,3192,2675,2634,3222,7823,9254,10300,28410,32587,22725,19205,12755,11784,10497,10435,16136,20947,15193,16295,11591,9187,11442,10097,8418,5189,5189,5189,7000,6000,4000,4000
Australia,10,Eggs,2744,Export Quantity (tonnes),91,17238,18491,12229,8008,11185,10452,12402,17180,18668,22326,25980,23655,31270,17521,14901,19678,15124,11896,10163,7707,10623,6598,6000,12633,6258,4671,3034,1629,1545,565,399,807,195,274,724,1361,1102,1362,1585,910,979,1116,919,1697,609,535,343,439,609,0,1000,1000,1000
Australia,10,"Fats, Animals, Raw",2737,Export Quantity (tonnes),91,72662,130531,154081,137503,123060,87491,133975,110545,138044,201014,190558,258127,241914,173437,231620,307179,288378,359204,329807,214911,215207,287806,233697,233791,208249,262730,232409,291269,266928,288836,328749,368878,356002,389393,415623,420948,405983,448056,478703,473565,491083,427033,445713,500903,416902,367020,388458,389904,364553,433000,380000,407000,480000
Australia,10,Fish Meal,2855,Export Quantity (tonnes),91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,830,975,1243,1312,2001,1058,1051,872,768,652,0,0,0,0,1720,1715,1699,1613,2497,2354,2188,2691,2577,950,1251,1118,1917,2021,1543,1450,2237,967,967,967,,,,
Australia,10,"Fish, Body Oil",2781,Export Quantity (tonnes),91,9700,8100,4000,5300,7300,5500,3900,6500,5600,4200,6400,5800,7700,7900,4000,7585,5866,4916,4459,2,6,7,28,719,4,84,0,230,515,2,405,962,499,45,131,88,1,132,19,103,64,21,114,69,260,389,448,448,448,1000,2000,2000,3000
Australia,10,"Fish, Liver Oil",2782,Export Quantity (tonnes),91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,27,79,132,282,526,200,244,231,245,184,143,105,68,129,110,61,52,68,68,68,0,0,0,0
Australia,10,Freshwater Fish,2761,Export Quantity (tonnes),91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,414,32,74,71,100,77,58,137,63,174,86,31,8,885,1696,2193,973,2333,4492,5182,5908,5650,4141,4291,3760,4196,3847,2460,2598,3155,2208,4701,4701,4701,6000,6000,5000,3000
Australia,10,Hides & Skins,2748,Export Quantity (tonnes),91,111298,128827,133543,127674,154928,159370,164769,162549,173093,197998,211923,238342,278412,221566,228502,295914,317521,317174,311146,250701,98699,226609,243128,205128,198478,227013,279504,264388,229505,313445,256227,250717,252284,223068,185044,240076,255136,258760,257006,330517,411304,308268,258779,304506,309440,291803,317443,309993,224237,,,,
Australia,10,Honey,2745,Export Quantity (tonnes),91,10000,11517,12138,8562,6218,7364,5919,4600,5555,6667,9907,8817,7874,4692,9618,11455,6572,4274,5720,11427,8196,12814,14662,10837,17604,14652,11887,11814,13540,12849,11428,9029,9108,13595,10754,12772,13287,10363,10363,9077,8486,8504,5160,6610,7201,8856,5638,7324,8905,5000,4000,5000,5000
Australia,10,"Marine Fish, Other",2764,Export Quantity (tonnes),91,0,0,0,0,0,0,0,0,0,0,1700,3200,2700,2900,1436,1511,5862,2900,3268,2695,1792,1816,1739,2583,2189,5031,4882,4585,1495,2287,2808,3907,3786,4259,10147,4578,13441,11927,10612,4342,4266,10792,9361,6529,6438,5666,3631,3631,3631,3000,3000,3000,2000
Australia,10,Meat Meal,2749,Export Quantity (tonnes),91,3690,27580,56680,44560,37150,18143,39167,23458,35543,59319,42967,82332,118319,65595,81623,143000,174733,179480,182020,53666,81070,87177,74869,51661,29508,67529,84331,111862,76694,107640,116159,139533,157020,144134,141049,159376,183838,197160,167594,195402,220952,205580,182719,230038,205926,239097,273894,259903,249856,,,,
Australia,10,"Meat, Other",2735,Export Quantity (tonnes),91,35699,34443,21972,26876,29605,30028,26761,23484,15590,23218,25997,27467,18119,14535,11361,11700,16026,14945,14178,14745,22000,25416,20308,17699,16148,17524,15498,12655,10642,12227,10303,12013,10996,12337,12866,11823,17859,20662,21699,18709,22982,21618,20833,17528,17796,21124,29799,17093,11550,8000,7000,8000,9000
Australia,10,Milk - Excluding Butter,2848,Export Quantity (tonnes),91,794571,1009513,1181582,1287111,1369554,1330241,1824647,1530274,1803046,2284127,2149717,2078765,1677115,2461948,1541647,2228351,2936080,1916058,1764655,1982464,1489395,1656056,1648772,1884277,2239045,2033115,2199576,2090551,1870003,2198532,2430053,2477664,2852507,3581341,4079460,4603700,4897086,5450677,6243070,6530630,5773099,6774607,4888173,5406242,5082296,5363554,4429191,4013972,4470264,3894000,3605000,4311000,3816000
Australia,10,"Milk, Skimmed",2739,Export Quantity (tonnes),91,441571,569927,700496,753603,808657,846575,1291226,955262,1280830,1541295,1395825,1447109,1039218,1688174,910691,1492874,1797050,905825,754259,657296,456829,635511,754286,1001415,1228700,1008686,1078465,973227,818880,1133749,1299539,1255890,1421983,1853719,2017241,2278455,2347584,2442093,2753021,2620085,2213117,2730004,1574745,1790486,1836404,1998423,1452913,1358052,1799033,,,,
Australia,10,"Milk, Whole",2738,Export Quantity (tonnes),91,136559,123631,165726,193323,228496,173943,195621,171574,186748,241335,285271,218759,287290,301984,237778,335064,505939,564538,513714,756319,552714,500593,392838,363855,368501,408684,534690,481991,471461,521290,509953,558631,615149,728410,947898,1040918,1149873,1314049,1554315,1787210,1686962,2128277,1453546,1501654,1380458,1474442,1059213,1244281,1186603,,,,
Australia,10,"Molluscs, Other",2767,Export Quantity (tonnes),91,0,0,1500,2400,4144,12405,13744,23600,18300,16800,23300,24900,18200,19460,15100,10043,9774,13976,16945,17086,25280,28277,35127,39769,31705,25514,23924,24309,19368,18681,21733,33668,50496,33571,34324,28181,20290,23584,24728,26964,27937,19409,18891,15991,19829,18235,20101,20101,20101,20000,17000,13000,16000
Australia,10,Mutton & Goat Meat,2732,Export Quantity (tonnes),91,66921,66457,88253,87924,99474,96830,96306,114083,106309,178787,175464,239462,190242,90092,102807,160487,225969,192424,152213,189986,242583,146998,172698,93325,91993,143997,167623,166396,129959,165773,217607,232623,221186,239923,239242,216604,242628,257713,274299,310692,306523,294601,247412,275082,313216,342698,336966,333311,335086,295000,260000,343000,450000
Australia,10,"Offals, Edible",2736,Export Quantity (tonnes),91,12513,18260,21376,22498,27151,24991,24475,23951,24859,33853,32897,42186,50801,40192,38094,50505,55730,61494,66952,51613,51664,45521,48186,34693,36775,40078,46133,49237,46241,53846,54549,61680,75301,78065,82696,77201,88352,97557,97386,104877,102237,101924,108065,119961,128481,144045,147831,154910,165615,166000,154000,179000,202000
Australia,10,Pelagic Fish,2763,Export Quantity (tonnes),91,5389,4806,5882,3694,1500,2813,1065,562,461,1044,988,362,2350,362,405,559,132,47,660,8054,7080,12534,16330,5756,4013,2859,5349,4626,5602,3773,4485,3603,4736,11798,14628,26345,29083,46744,36282,76719,109872,87361,82129,64347,37580,58031,17565,17565,17565,17000,14000,14000,15000
Australia,10,Pigmeat,2733,Export Quantity (tonnes),91,1435,1386,462,358,685,907,2830,2681,3156,7084,3935,6365,22447,11310,3702,7701,5638,4159,6684,5353,5460,3649,3383,3559,4942,4037,6124,9680,8623,8042,7211,6264,8307,8824,7881,9220,11301,15563,33448,41967,56576,67079,64335,52662,49059,48990,44865,39842,33385,34000,43000,42000,43000
Australia,10,Poultry Meat,2734,Export Quantity (tonnes),91,191,194,145,228,359,391,642,954,1227,1672,2345,3137,3963,4309,5106,5008,4681,5643,6684,7321,8239,4133,1739,1197,1206,4051,2826,3251,3144,3139,3996,5549,8320,12894,15167,16890,16161,20053,21158,20093,25634,23917,23099,21014,24427,22407,31088,33596,33872,30000,35000,40000,38000
Australia,10,Silk,2747,Export Quantity (tonnes),91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184,0,0,0,78,506,134,0,136,0,3,0,0,1,0,0,0,0,40,2724,2630,198,740,258,100,4,40,224,0,0,,,,
Australia,10,Whey,2742,Export Quantity (tonnes),91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78571,60157,66243,39257,119686,42386,53914,84356,68371,64743,97171,174100,151914,291903,373006,300257,449700,501015,462757,571586,619600,556143,540514,948971,1037157,1226643,1147843,1016400,676443,841871,899529,,,,
Australia,10,Wool (Clean Eq.),2746,Export Quantity (tonnes),91,615300,647490,626360,667270,645850,640971,656699,673324,705980,753741,683490,731348,700507,514564,495113,628500,728730,539540,626143,566806,601109,561190,544489,564144,630233,698770,782295,769121,721804,620924,555878,754212,686952,703291,604184,623361,625436,495913,510303,594072,549490,432856,319004,416322,420093,432067,412398,357656,338436,,,,
Austria,11,"Aquatic Animals, Others",2769,Export Quantity (tonnes),91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,18,46,36,16,54,4,6,34,4,4,0,2,2,0,3,24,23,34,34,34,0,0,0,0
Austria,11,Aquatic Plants,2775,Export Quantity (tonnes),91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,22,12,33,19,24,44,56,44,45,18,24,157,23,23,23,0,0,0,0
Austria,11,Bovine Meat,2731,Export Quantity (tonnes),91,865,749,4034,881,2462,5937,5358,3012,3592,3881,6234,6470,7339,5026,6195,6808,5874,13385,16740,19568,18929,24546,30189,50387,66494,63700,66500,60477,50248,60687,57990,54725,45096,40866,53404,60688,57478,50101,77693,64091,80290,74510,79965,86622,82207,88988,96510,108520,117872,125000,122000,119000,125000
Austria,11,"Butter, Ghee",2740,Export Quantity (tonnes),91,3260,3534,4185,3761,5780,3729,5187,6175,3391,5717,3372,5243,2842,3620,3148,2970,2575,2074,1272,2501,2490,1348,5324,4944,2640,7533,3965,1076,1118,1292,1154,450,251,3413,1957,1929,3111,2477,2689,3006,2976,2790,1962,2231,2464,2617,3188,3279,3001,2000,2000,2000,2000
Austria,11,Cephalopods,2766,Export Quantity (tonnes),91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,17,0,0,1,3,0,0,0,12,4,0,7,8,1,0,0,10,15,22,22,22,0,0,0,0
Austria,11,Cheese,2741,Export Quantity (tonnes),91,6986,8063,9276,9792,11241,12166,14150,14871,16793,21239,20988,24197,27034,30209,31264,33104,35162,37804,38308,40967,42853,43044,40889,46394,42457,36000,38072,36375,35339,36280,30102,26876,32445,33722,24056,29091,31116,30890,44458,52623,64832,75058,82715,94902,93895,95435,87529,87799,96009,,,,
Austria,11,Cream,2743,Export Quantity (tonnes),91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,645,659,1089,663,732,626,919,14941,6846,17175,23341,25871,33400,37591,41650,37257,48262,44866,40295,19384,24133,17999,15000,10000,13000,16000
Austria,11,Crustaceans,2765,Export Quantity (tonnes),91,200,200,200,200,200,200,200,200,200,300,200,200,100,200,146,323,40,33,138,45,0,4,37,0,5,26,26,28,8,9,20,21,154,175,17,74,28,14,33,21,34,19,42,29,44,578,729,729,729,1000,2000,2000,2000
Austria,11,Demersal Fish,2762,Export Quantity (tonnes),91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,2,9,0,3,42,43,68,109,160,136,77,67,382,172,40,1993,849,298,195,328,371,371,371,2000,3000,3000,2000
Austria,11,Eggs,2744,Export Quantity (tonnes),91,2,4,11,53,40,65,265,4,5,365,298,446,230,353,1107,41,102,46,36,41,94,186,156,403,310,182,138,167,78,132,189,397,125,366,695,2445,5316,5598,3763,6552,8845,5797,9232,10751,7622,8108,11151,10651,10708,13000,14000,12000,9000
Austria,11,"Fats, Animals, Raw",2737,Export Quantity (tonnes),91,2572,2755,5442,3843,3037,3609,3370,5302,6586,5469,6986,6938,7589,14142,18120,19079,21187,22942,25641,26320,26739,32103,35095,34655,37172,39324,39801,41096,43931,40231,34380,22778,20795,19557,35882,27192,40601,27532,22866,50776,44575,62684,69853,83023,44648,61149,63108,51957,41677,64000,56000,49000,49000
Austria,11,Fish Meal,2855,Export Quantity (tonnes),91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,35,23,303,27,160,66,63,152,129,39,112,895,1457,1114,699,269,229,505,505,505,,,,
Austria,11,"Fish, Body Oil",2781,Export Quantity (tonnes),91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,5,2,0,0,2,2,7,6,19,23,6,1,4,26,22,158,93,96,108,42,94,8,10,67,100,58,58,58,0,0,0,0
Austria,11,"Fish, Liver Oil",2782,Export Quantity (tonnes),91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,0,1,0,0,0,0,0,1,28,0,1,1,22,0,7,5,8,8,14,9,5,9,6,6,6,0,0,0,0
Austria,11,Freshwater Fish,2761,Export Quantity (tonnes),91,100,200,200,300,100,100,200,200,200,200,200,200,200,200,153,261,285,258,331,186,162,319,197,131,161,271,127,149,279,302,310,316,258,259,457,487,1033,1237,1658,1782,1551,6001,15452,22735,4710,1586,2013,2013,2013,5000,8000,11000,12000
Austria,11,Hides & Skins,2748,Export Quantity (tonnes),91,2977,5334,5899,5416,5446,6214,9707,8246,8249,9193,9559,11367,10124,14578,11856,10810,12777,14235,11894,9072,10956,12278,18052,23452,24458,26018,35246,34189,31572,25289,21151,25948,27255,27814,51192,56390,68846,65786,77451,92514,87876,61881,63843,71388,64587,71225,76569,78505,74357,,,,
Austria,11,Honey,2745,Export Quantity (tonnes),91,0,0,16,188,64,58,39,26,58,50,19,80,3,23,47,43,186,152,62,42,96,91,249,397,297,191,167,127,151,180,135,259,333,258,201,324,587,302,557,582,666,843,763,1132,1315,2474,1344,1374,1786,2000,2000,3000,2000
Austria,11,"Marine Fish, Other",2764,Export Quantity (tonnes),91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,218,222,151,191,211,773,1067,1435,1085,638,832,493,151,197,126,187,193,165,235,160,403,285,84,155,90,168,168,206,230,275,230,344,344,344,1000,1000,2000,2000
Austria,11,Meat Meal,2749,Export Quantity (tonnes),91,76,230,100,338,1437,1084,2233,1276,3233,5187,949,742,921,2920,3270,935,1955,2004,2480,8620,5678,8130,13999,16884,23037,28286,34171,29215,29360,36744,44275,40801,35923,40468,29934,34660,37199,31933,33551,39983,91,110,84,36,162,102,161,96,5724,,,,
