# File: GCAMFAOSTAT_CapitalStock.csv
# Title: FAO macroeconomic metrics of capital shocks by country_year
# Units: 2015 USD
# Description:  Data is preprocessed and generated by gcamfaostat
# Data source: FAOSTAT (main domain:CS FAO.udpate:2025-07-10T00:00:00)
# Date of CSV last update: 2025-08-26
# Column types: iicicccnnnnnnnnnnnnnnnnnnnnnnnnnnnnn
# ----------
area_code,item_code,item,element_code,element,unit,area,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
200,22030,"Gross Fixed Capital Formation (Agriculture, Forestry and Fishing)",6184,"Value US$, 2015 prices",million USD,Singapore,51.509059,59.813971,59.185756,48.697638,50.963853,51.265471,46.671151,43.570068,39.088409,40.558266,43.314072,42.818412,42.072167,40.66301,40.87371,43.840938,45.462443,45.483125,47.934058,49.403935,49.238307,50.256333,52.994187,54.808863,58.450761,55.414355,59.857373,57.87885,59.5
200,22031,"Consumption of Fixed Capital (Agriculture, Forestry and Fishing)",6184,"Value US$, 2015 prices",million USD,Singapore,73.353464,72.291947,71.524422,70.469459,69.231136,68.144147,66.993597,65.681218,64.220099,62.756293,61.507086,60.400635,59.323315,58.245971,57.197314,56.306915,55.607602,54.999512,54.502057,54.152074,53.862216,53.615323,53.495919,53.520255,53.706829,53.900372,54.124502,54.409118,55.58
200,22034,"Net Capital Stocks (Agriculture, Forestry and Fishing)",6184,"Value US$, 2015 prices",million USD,Singapore,1174.958802,1162.480825,1150.14216,1128.370339,1110.103056,1093.224379,1072.901933,1050.790782,1025.659092,1003.461064,985.26805,967.685827,950.434679,932.851718,916.528114,904.062137,893.916979,884.400591,877.832592,873.084453,868.460544,865.101554,864.599822,865.88843,870.632362,872.146344,877.879215,881.348947,885.268947
201,22030,"Gross Fixed Capital Formation (Agriculture, Forestry and Fishing)",6184,"Value US$, 2015 prices",million USD,Somalia,34.326363,36.854028,36.694298,41.610843,45.882499,45.779916,51.707905,52.551603,62.373614,67.015348,63.622186,71.884554,80.293424,85.339114,94.403043,103.499372,112.998363,124.571065,118.773232,149.228105,206.060559,246.413952,261.619791,266.469069,307.851367,296.738146,270.611998,267.978661,314.54
201,22031,"Consumption of Fixed Capital (Agriculture, Forestry and Fishing)",6184,"Value US$, 2015 prices",million USD,Somalia,65.883663,64.066055,62.428542,61.031983,59.994864,59.145045,58.520977,58.137504,58.09701,58.492858,58.902413,59.43347,60.432801,61.775809,63.461525,65.590906,68.150384,71.188444,74.217466,77.804458,83.794851,92.341395,102.041924,111.762074,122.285963,133.08649,142.121805,149.752217,197.79
201,22034,"Net Capital Stocks (Agriculture, Forestry and Fishing)",6184,"Value US$, 2015 prices",million USD,Somalia,1049.340567,1022.12854,996.3943,976.973158,962.860793,949.495664,942.682592,937.096692,941.373296,949.895784,954.615558,967.066641,986.927266,1010.490568,1041.432086,1079.340553,1124.188531,1177.571152,1222.126917,1293.550565,1415.816273,1569.88883,1729.466698,1884.173692,2069.739097,2233.390753,2361.880946,2480.10739,2596.85739
202,22030,"Gross Fixed Capital Formation (Agriculture, Forestry and Fishing)",6184,"Value US$, 2015 prices",million USD,South Africa,1192.726383,1443.160058,1314.672928,1167.855165,1085.129439,1112.238895,1170.523578,1478.513034,1419.997269,1477.917759,1510.97765,1469.624117,1428.97846,1557.615476,1429.273742,1368.313295,1715.620846,1867.390444,2110.520224,1997.495476,2071.823275,2058.656017,2311.673879,2288.567917,2196.051292,2369.972724,2477.310085,2371.469613,2488.17
202,22031,"Consumption of Fixed Capital (Agriculture, Forestry and Fishing)",6184,"Value US$, 2015 prices",million USD,South Africa,1190.490257,1227.124343,1247.612884,1254.611393,1222.82274,1251.869633,1238.588653,1267.512335,1254.934384,1292.59565,1329.292274,1381.559781,1388.333141,1417.618274,1425.068894,1420.596019,1485.182784,1548.490009,1623.316843,1767.64686,1868.181607,1942.370974,2038.842921,2047.084116,2038.48162,2119.813008,2181.973771,1835.795687,1742.93
202,22034,"Net Capital Stocks (Agriculture, Forestry and Fishing)",6184,"Value US$, 2015 prices",million USD,South Africa,19130.231756,19346.267471,19413.327516,19326.571288,19188.877986,19049.247248,18981.182173,19192.182872,19357.245758,19542.567867,19724.253243,19812.317579,19852.962898,19992.9601,19997.164949,19944.882224,20175.320286,20494.220721,20981.424103,21211.272719,21414.914387,21531.19943,21804.030388,22045.514189,22203.083861,22453.243577,22748.579891,23284.253816,24029.493816
203,22030,"Gross Fixed Capital Formation (Agriculture, Forestry and Fishing)",6184,"Value US$, 2015 prices",million USD,Spain,3100.555718,3879.157899,4029.362258,4460.507123,4768.937564,4276.652643,3819.424718,3964.685175,4131.910672,4264.127991,4500.919474,3540.032616,3782.903366,4551.940512,4889.390474,4353.66091,4246.573811,4205.015408,4203.142414,4531.948649,5076.198646,6397.904865,7042.448311,7222.30979,6349.121227,6410.945638,6366.920631,6187.036065,6287.22
203,22031,"Consumption of Fixed Capital (Agriculture, Forestry and Fishing)",6184,"Value US$, 2015 prices",million USD,Spain,1826.780323,1904.781511,2007.306747,2117.687849,2217.457725,2328.149908,2452.149894,2490.225645,2516.977917,2569.496957,2626.34067,2514.530699,2611.047541,2725.004981,2895.249901,3104.331665,3338.226892,3641.566865,3864.089667,4017.820021,4104.656148,4232.951695,4358.783717,4463.669839,4553.960939,4735.62954,4867.825583,5351.776926,6085.3
203,22034,"Net Capital Stocks (Agriculture, Forestry and Fishing)",6184,"Value US$, 2015 prices",million USD,Spain,25347.790567,27202.745436,29119.316951,31353.607141,33835.265357,33665.576792,35431.585341,36962.32702,39014.93107,40856.68837,41781.230095,41534.87862,43385.801116,44483.247559,46900.790488,48044.254718,49582.854472,51591.358632,54175.070722,55541.573332,56505.843304,59064.109162,62060.829376,63138.51895,64049.054134,66511.089638,68249.627695,68895.683908,69097.603908
206,22030,"Gross Fixed Capital Formation (Agriculture, Forestry and Fishing)",6184,"Value US$, 2015 prices",million USD,,,,,,,,,,,,,,,1777.770273,1693.066169,1829.329012,1318.532236,1915.387447,1968.63489,2450.652191,2774.700175,2855.856904,1764.847519,969.997066,1348.254868,1202.738277,1134.465373,1558.305655,
206,22031,"Consumption of Fixed Capital (Agriculture, Forestry and Fishing)",6184,"Value US$, 2015 prices",million USD,,,,,,,,,,,,,,,,,,411.816346,688.941351,588.300506,937.674415,936.41091,1098.349769,595.384559,,,,,,
207,22030,"Gross Fixed Capital Formation (Agriculture, Forestry and Fishing)",6184,"Value US$, 2015 prices",million USD,Suriname,54.679999,44.181469,32.62066,21.310342,74.131267,55.408682,62.982008,42.154841,35.215764,38.867229,39.882462,33.67486,40.654566,40.978998,54.170641,42.073058,50.044482,51.008583,51.847365,60.921752,58.932712,45.418781,46.747831,50.405494,40.876668,32.85994,36.14453,32.759695,37.98
207,22031,"Consumption of Fixed Capital (Agriculture, Forestry and Fishing)",6184,"Value US$, 2015 prices",million USD,Suriname,12.808956,15.006262,16.409951,17.043284,18.883935,21.637097,23.890592,25.611262,26.395704,27.034452,27.774876,28.315103,28.846079,29.564321,30.644951,31.693565,32.555477,33.633741,34.701395,36.002385,37.437875,38.322148,38.787817,39.375148,39.751104,39.578136,39.273582,38.984294,46.55
207,22034,"Net Capital Stocks (Agriculture, Forestry and Fishing)",6184,"Value US$, 2015 prices",million USD,Suriname,228.01364,257.188847,273.399557,277.666614,332.913946,366.685531,405.776946,422.320526,431.140585,442.973362,455.080948,460.440705,472.249191,483.663868,507.189557,517.56905,535.058054,552.432897,569.578867,594.498235,615.993071,623.089705,631.049719,642.080064,643.205628,636.487432,633.358381,627.133781,618.563781
208,22030,"Gross Fixed Capital Formation (Agriculture, Forestry and Fishing)",6184,"Value US$, 2015 prices",million USD,Tajikistan,,,,,,65.420431,86.224379,89.754309,122.754797,82.442336,122.431293,112.321377,90.866316,94.157197,75.275602,86.918196,105.226456,98.186401,97.426524,135.048349,156.705294,162.146211,174.95985,184.952438,226.134658,246.930565,301.617159,331.329591,439.61
208,22031,"Consumption of Fixed Capital (Agriculture, Forestry and Fishing)",6184,"Value US$, 2015 prices",million USD,Tajikistan,,,,,,135.419218,131.843408,129.212165,127.834708,126.320539,124.887516,124.436845,123.066265,121.232995,119.041999,116.765293,115.523715,114.694678,113.681385,113.834748,115.757272,118.377381,121.38792,124.902013,129.740506,136.148032,144.435582,154.757849,192.59
208,22034,"Net Capital Stocks (Agriculture, Forestry and Fishing)",6184,"Value US$, 2015 prices",million USD,Tajikistan,,,,,,2154.277972,2108.658917,2069.201067,2064.121161,2020.242951,2017.786728,2005.671262,1973.471313,1946.395515,1902.629118,1872.782021,1862.484761,1845.976484,1829.721624,1850.935225,1891.883247,1935.652077,1989.224006,2049.27443,2145.668583,2256.451116,2413.632693,2590.204436,2837.224436
209,22030,"Gross Fixed Capital Formation (Agriculture, Forestry and Fishing)",6184,"Value US$, 2015 prices",million USD,Eswatini,67.497083,66.529678,63.473175,64.378418,31.911058,36.891281,38.148613,41.048671,40.50763,38.146628,42.080873,48.045604,48.505533,41.194157,39.036356,50.681762,49.503519,52.748647,52.792763,50.960748,54.442683,58.003165,55.649412,56.036722,57.291547,57.00133,57.929146,59.842241,55.47
209,22031,"Consumption of Fixed Capital (Agriculture, Forestry and Fishing)",6184,"Value US$, 2015 prices",million USD,Eswatini,35.365116,37.264012,38.928257,40.428109,40.891107,40.501711,40.322805,40.279355,40.309283,40.250354,40.242157,40.531422,40.996071,41.227298,41.160575,41.382484,41.905093,42.458353,43.077094,43.605074,44.150872,44.875195,45.592261,46.207309,46.834719,47.453422,48.054131,48.704025,44.69
209,22034,"Net Capital Stocks (Agriculture, Forestry and Fishing)",6184,"Value US$, 2015 prices",million USD,Eswatini,587.802028,617.067694,641.612613,665.56292,656.582871,652.972443,650.798251,651.567566,651.765913,649.662189,651.500903,659.015086,666.524548,666.491407,664.367188,673.666465,681.26489,691.555185,701.270854,708.626529,718.918339,732.046309,742.103459,751.932873,762.3897,771.937611,781.812625,792.95084,803.73084
210,22030,"Gross Fixed Capital Formation (Agriculture, Forestry and Fishing)",6184,"Value US$, 2015 prices",million USD,Sweden,1660.549438,1742.923103,2093.152485,2015.339124,2023.138106,1955.40105,2091.553349,2284.606364,2543.127653,2629.48499,2689.053161,2792.777238,2909.726523,3250.84261,3040.959399,3338.509283,3464.760159,2983.398146,2604.17337,2636.381378,2749.785142,2838.657625,2953.003482,2951.263164,3001.349489,3220.769241,3141.286834,2786.650861,2668.35
210,22031,"Consumption of Fixed Capital (Agriculture, Forestry and Fishing)",6184,"Value US$, 2015 prices",million USD,Sweden,1570.732527,1591.591456,1611.931131,1654.270002,1691.491266,1686.106812,1704.879621,1752.117883,1835.182765,1884.229886,1971.378892,2114.262467,2170.7995770000002,2245.254144,2333.238807,2373.506599,2437.628755,2474.137121,2478.326171,2458.710357,2463.117018,2453.064348,2462.667818,2514.551821,2628.070957,2632.054075,2727.217969,2839.446683,3075.48
210,22034,"Net Capital Stocks (Agriculture, Forestry and Fishing)",6184,"Value US$, 2015 prices",million USD,Sweden,30378.893063,31291.242477,31266.234664,31619.068727,31956.036069,31245.284968,31377.045962,32335.447406,34022.550337,34547.35496,35950.612912,38992.687382,40158.447694,41291.944073,42220.451852,43996.122329,45933.949938,47548.813149,48176.282004,48433.023664,48334.166353,48294.653269,48211.506376,49068.926,51630.382994,51677.855785,51067.548994,51014.753173,50607.623173
211,22030,"Gross Fixed Capital Formation (Agriculture, Forestry and Fishing)",6184,"Value US$, 2015 prices",million USD,Switzerland,1689.201497,1652.342495,1765.79831,1733.84139,1641.403203,1845.425685,1738.436201,1669.542878,1602.343957,1823.159034,1606.901164,1534.408929,1696.069769,1523.69364,1398.62819,1551.833767,1506.12584,1728.299885,1958.535263,1794.138725,1810.576995,1763.947408,1735.030594,1782.034798,1830.563313,1702.963574,1913.042556,1878.443492,1919.47
211,22031,"Consumption of Fixed Capital (Agriculture, Forestry and Fishing)",6184,"Value US$, 2015 prices",million USD,Switzerland,2184.914578,2162.721019,2189.865876,2161.861367,2180.114069,2241.878896,2159.545602,2165.180693,2183.3581,2360.016563,2214.247071,2161.610182,2265.554575,2168.030809,1978.861267,2148.803962,1983.204605,2121.180051,2348.232637,2238.487594,2141.942077,2078.348371,2064.02445,2157.048259,2159.811335,1971.012529,2067.018393,2231.65159,2331.84
211,22034,"Net Capital Stocks (Agriculture, Forestry and Fishing)",6184,"Value US$, 2015 prices",million USD,Switzerland,55117.73669,54092.081437,54560.853827,53628.038604,55156.697178,56806.543898,55256.229774,54875.527227,54442.666644,58601.564661,55468.018521,54080.546277,57878.406272,54649.473358,48194.05053,52367.40557,49739.55432,53204.606407,58183.708146,55442.429205,52878.357799,52068.755759,51024.497055,53172.024006,53050.451892,48291.666531,50588.679804,53634.052455,53221.682455
212,22030,"Gross Fixed Capital Formation (Agriculture, Forestry and Fishing)",6184,"Value US$, 2015 prices",million USD,Syrian Arab Republic,245.165844,242.570346,247.737608,239.695377,221.251278,238.727377,221.917285,311.905303,301.39494,354.626027,375.585665,342.298088,253.724296,203.145628,253.749402,322.102917,373.103909,476.34874,518.22765,606.553098,934.819479,1615.679975,2173.878617,2461.137307,2980.950504,3908.787614,2874.186343,3628.069622,1928.54
212,22031,"Consumption of Fixed Capital (Agriculture, Forestry and Fishing)",6184,"Value US$, 2015 prices",million USD,Syrian Arab Republic,139.131751,145.415931,151.400214,156.939191,161.351239,165.469524,169.360693,175.213729,183.099912,191.794547,202.193225,211.598144,216.782927,217.482049,218.139977,222.327148,229.843724,241.53668,256.881771,275.212287,304.940727,363.159267,455.056469,566.803558,696.057979,860.986644,1012.816664,1147.115343,632.38
212,22034,"Net Capital Stocks (Agriculture, Forestry and Fishing)",6184,"Value US$, 2015 prices",million USD,Syrian Arab Republic,2302.313682,2399.468097,2495.805492,2578.561679,2638.461717,2711.719569,2764.276162,2900.967737,3019.262764,3182.094243,3355.486684,3486.186628,3523.127998,3508.791577,3544.401003,3644.176772,3787.436958,4022.249018,4283.594897,4614.935708,5244.814461,6497.335168,8216.157315,10110.491063,12395.383589,15443.18456,17304.554233,19785.508522,21081.668522
213,22030,"Gross Fixed Capital Formation (Agriculture, Forestry and Fishing)",6184,"Value US$, 2015 prices",million USD,Turkmenistan,,,,,,260.822948,259.831894,211.371277,194.997686,186.676141,208.625732,197.618348,215.816223,258.27059,349.128185,453.341058,426.532312,408.182846,426.806539,432.780158,475.179354,518.053826,536.602091,547.863012,535.43282,523.242267,545.794761,554.659403,1113.82
213,22031,"Consumption of Fixed Capital (Agriculture, Forestry and Fishing)",6184,"Value US$, 2015 prices",million USD,Turkmenistan,,,,,,291.517908,289.646479,286.403785,281.410627,275.976204,271.276688,267.187409,263.559202,261.968254,264.472122,272.677872,282.713401,290.792051,298.39421,306.278158,315.140254,326.028834,338.106782,350.354328,361.831943,371.882279,381.640453,391.755651,795.43
213,22034,"Net Capital Stocks (Agriculture, Forestry and Fishing)",6184,"Value US$, 2015 prices",million USD,Turkmenistan,,,,,,4697.525366,4667.710782,4592.678274,4506.265333,4416.96527,4354.314315,4284.745252,4237.002273,4233.30461,4317.960672,4498.623857,4642.442768,4759.833563,4888.245892,5014.747892,5174.786992,5366.811984,5565.307294,5762.815978,5936.416855,6087.776843,6251.93115,6414.834903,6733.224903
215,22030,"Gross Fixed Capital Formation (Agriculture, Forestry and Fishing)",6184,"Value US$, 2015 prices",million USD,United Republic of Tanzania,129.730598,154.190979,169.182899,172.628231,209.458522,228.390084,245.902214,272.69806,283.61889,279.761529,287.080469,314.199699,309.49444,351.731129,434.055244,491.966933,529.949343,615.925026,725.95717,782.421271,915.089693,1072.345662,1219.018703,1448.856841,1555.163908,1487.928757,1447.167829,1566.830235,1813.4
215,22031,"Consumption of Fixed Capital (Agriculture, Forestry and Fishing)",6184,"Value US$, 2015 prices",million USD,United Republic of Tanzania,80.400985,84.094573,88.750115,93.679442,99.521278,106.68546,114.513101,123.200323,132.497812,141.449356,149.967655,159.008,168.178345,177.924411,190.822538,207.153851,225.382108,246.235412,271.717754,300.666042,333.551408,373.161384,419.512632,474.37814,536.036074,595.16669,647.509586,699.078953,867.23
215,22034,"Net Capital Stocks (Agriculture, Forestry and Fishing)",6184,"Value US$, 2015 prices",million USD,United Republic of Tanzania,1324.480731,1394.577137,1475.009921,1553.95871,1663.895953,1785.600578,1916.98969,2066.487428,2217.608505,2355.920678,2493.033492,2648.225191,2789.541286,2963.348004,3206.58071,3491.393792,3795.961027,4165.65064,4619.890057,5101.645286,5683.183571,6382.367849,7181.87392,8156.35262,9175.480454,10068.242521,10867.900764,11735.652046,12681.822046
216,22030,"Gross Fixed Capital Formation (Agriculture, Forestry and Fishing)",6184,"Value US$, 2015 prices",million USD,Thailand,4722.308943,5011.484451,4410.232483,3801.729536,3342.061952,3141.884997,3130.493154,3454.23688,4029.017348,4379.074403,4605.183097,4937.579189,5202.025171,5570.070186,5325.389187,6265.459624,6802.949906,7263.541373,7409.466928,6607.12234,6179.287257,6264.458558,6424.694721,6543.537893,6687.401094,6677.850819,6802.939641,7068.858504,7669.48
216,22031,"Consumption of Fixed Capital (Agriculture, Forestry and Fishing)",6184,"Value US$, 2015 prices",million USD,Thailand,3067.92767,3175.865811,3267.965371,3318.246309,3333.465275,3327.975767,3316.468566,3315.022353,3340.618638,3392.424273,3458.406541,3537.185017,3629.142047,3734.556385,3837.346783,3954.83144,4109.5938399999995,4285.012948,4468.10242,4620.513953,4726.875404,4816.575254,4908.255337,5002.806995,5099.566745,5194.550298,5287.300994,5386.216878,5796
216,22034,"Net Capital Stocks (Agriculture, Forestry and Fishing)",6184,"Value US$, 2015 prices",million USD,Thailand,50425.354632,52260.973271,53403.240384,53886.72361,53895.320288,53709.229517,53523.254105,53662.468633,54350.867343,55337.517473,56484.294028,57884.6882,59457.571324,61293.085125,62781.127529,65091.755713,67785.111779,70763.640203,73705.004711,75691.613098,77144.024952,78591.908257,80108.347641,81649.078538,83236.912887,84720.213408,86235.852056,87918.493681,89791.973681
217,22030,"Gross Fixed Capital Formation (Agriculture, Forestry and Fishing)",6184,"Value US$, 2015 prices",million USD,Togo,18.200963,22.995639,23.539283,25.505558,23.846041,22.540694,24.397501,27.204035,27.570246,25.740697,29.197931,29.184481,22.677859,30.612657,37.446901,39.252746,42.142571,48.317518,48.869203,56.193674,63.192345,68.287045,65.41462,69.313858,73.792311,79.151561,82.544692,96.107962,105.14
217,22031,"Consumption of Fixed Capital (Agriculture, Forestry and Fishing)",6184,"Value US$, 2015 prices",million USD,Togo,16.967334,17.185192,17.550128,17.968466,18.370906,18.660253,18.948784,19.359903,19.841537,20.250373,20.68351,21.193972,21.478204,21.788227,22.52272,23.472346,24.505865,25.749316,27.119958,28.644647,30.507549,32.621478,34.675239,36.636579,38.731569,40.995991,43.387119,46.143472,48.18
217,22034,"Net Capital Stocks (Agriculture, Forestry and Fishing)",6184,"Value US$, 2015 prices",million USD,Togo,274.922046,280.732494,286.721648,294.258742,299.733877,303.614318,309.063035,316.907167,324.635875,330.126199,338.64062,346.63113,347.830785,356.655215,371.579397,387.359797,404.996503,427.564705,449.31395,476.862976,509.547772,545.213339,575.952721,608.63,643.690742,681.846312,721.003884,770.968375,827.928375
219,22030,"Gross Fixed Capital Formation (Agriculture, Forestry and Fishing)",6184,"Value US$, 2015 prices",million USD,Tonga,7.877304,8.412924,7.250013,8.762253,9.967063,7.560209,7.7166689999999996,8.686283,8.602069,8.682049,7.329878,6.075936,5.827606,5.747281,6.64497,6.750941,7.03186,8.364041,7.16487,7.71353,8.249947,9.984442,11.362208,9.160593,11.710036,10.065091,8.39039,8.81903,9.44
219,22031,"Consumption of Fixed Capital (Agriculture, Forestry and Fishing)",6184,"Value US$, 2015 prices",million USD,Tonga,5.91941,6.052952,6.159663,6.270451,6.456104,6.594556,6.657189,6.749846,6.863506,6.970219,7.032364,7.012596,6.948947,6.879257,6.838269,6.82985,6.833543,6.885407,6.93815,6.968213,7.029025,7.154315,7.365456,7.539212,7.712978,7.903454,7.982911,8.020219,9.54
219,22034,"Net Capital Stocks (Agriculture, Forestry and Fishing)",6184,"Value US$, 2015 prices",million USD,Tonga,96.676076,99.036047,100.126397,102.618198,106.129159,107.094812,108.15429,110.090729,111.829291,113.54112,113.838636,112.901976,111.780636,110.648661,110.455361,110.376452,110.57477,112.053403,112.280122,113.025439,114.246362,117.076489,121.073241,122.69462300000001,126.691679,128.853318,129.260796,130.059608,129.959608
220,22030,"Gross Fixed Capital Formation (Agriculture, Forestry and Fishing)",6184,"Value US$, 2015 prices",million USD,Trinidad and Tobago,2.654554,2.572744,3.250808,3.01205,2.658403,2.12587,2.481023,2.512305,3.137197,2.95117,3.286947,2.955569,2.944966,2.942041,2.967888,4.358177,3.910316,5.520381,4.507912,5.547406,8.677252,8.809491,6.550695,5.415061,6.090037,7.010949,3.952109,2.118259,7.94
220,22031,"Consumption of Fixed Capital (Agriculture, Forestry and Fishing)",6184,"Value US$, 2015 prices",million USD,Trinidad and Tobago,4.729544,4.078276,4.00289,3.485977,3.652804,3.387681,2.67714,3.007635,3.090806,2.646209,2.796864,2.08402,2.146625,2.381525,1.44299,3.76523,3.787371,3.84305,3.913316,3.980176,4.168106,4.442622,4.63687,4.71763,4.779725,4.885971,4.921705,4.808514,23.41
220,22034,"Net Capital Stocks (Agriculture, Forestry and Fishing)",6184,"Value US$, 2015 prices",million USD,Trinidad and Tobago,80.148685,77.835326,76.318489,74.661069,72.760055,70.456545,68.635745,66.954536,65.980346,64.884159,64.179449,63.195583,62.260465,61.378616,60.574751,61.167698,61.290643,62.967974,63.562571,65.1298,69.638947,74.005816,75.919641,76.617072,77.927383,80.052361,79.082765,76.39251,60.92251
221,22030,"Gross Fixed Capital Formation (Agriculture, Forestry and Fishing)",6184,"Value US$, 2015 prices",million USD,Oman,25.258028,26.785022,25.631296,63.077475,43.11046,55.084007,87.32541,68.124035,62.09601,50.808329,33.417499,62.696158,34.846313,24.478197,25.339285,27.778281,21.507523,24.105037,21.148513,22.261157,27.774464,31.043657,22.217638,24.438848,27.557081,32.299298,40.649521,114.052756,142.15
221,22031,"Consumption of Fixed Capital (Agriculture, Forestry and Fishing)",6184,"Value US$, 2015 prices",million USD,Oman,17.26379,17.526522,17.786971,18.583993,32.023026,32.319604,26.483439,32.669883,28.605055,29.264171,31.115907,24.2269,29.490465,26.577231,31.917359,34.938524,61.866015,59.857447,58.39238,58.939259,68.655911,84.294506,96.702827,84.665867,86.62594,94.488517,96.94459,97.62252,77.94
221,22034,"Net Capital Stocks (Agriculture, Forestry and Fishing)",6184,"Value US$, 2015 prices",million USD,Oman,570.824876,580.083376,587.927701,632.421183,643.508617,666.27302,727.114992,762.569143,796.060097,817.604255,819.905848,858.375106,863.730954,861.63192,855.053846,847.893602,807.535111,771.782701,734.538834,697.860731,656.979285,603.728436,529.243247,469.016228,409.947369,347.75815,291.463081,307.893317,372.103317
222,22030,"Gross Fixed Capital Formation (Agriculture, Forestry and Fishing)",6184,"Value US$, 2015 prices",million USD,Tunisia,269.801683,351.207497,371.429864,401.791742,424.577801,411.434494,425.885759,332.04979,366.035635,370.535308,632.323875,697.839094,673.316552,624.856753,626.349916,644.122541,624.27349,671.244603,649.206088,581.999533,611.737717,628.611483,590.966666,580.765574,587.806329,475.709219,447.707228,479.097713,401.97
222,22031,"Consumption of Fixed Capital (Agriculture, Forestry and Fishing)",6184,"Value US$, 2015 prices",million USD,Tunisia,314.893657,314.630313,317.431615,321.582366,327.07851,332.534169,337.701726,340.177689,340.709591,342.364143,351.90807,370.698475,389.591236,405.160961,418.387503,431.398427,443.566402,455.817961,468.082404,476.933628,484.129728,492.29242,499.34222,504.533654,509.318792,510.665131,507.727716,505.068201,441.48
222,22034,"Net Capital Stocks (Agriculture, Forestry and Fishing)",6184,"Value US$, 2015 prices",million USD,Tunisia,5068.234798,5104.811981,5158.810231,5239.019607,5336.518898,5415.419224,5503.603257,5495.475358,5520.801402,5548.972567,5829.388372,6156.528991,6440.254308,6659.950099,6867.912511,7080.636625,7261.343714,7476.770356,7657.89404,7762.959945,7890.567933,8026.886996,8118.511442,8194.743362,8273.2309,8238.274988,8178.254501,8152.284012,8112.774012
223,22030,"Gross Fixed Capital Formation (Agriculture, Forestry and Fishing)",6184,"Value US$, 2015 prices",million USD,TA?rkiye,5044.094339,5957.282137,5725.644658,6934.777991,5682.533024,6095.385812,4648.137289,5917.671824,6551.219962,7135.053022,8068.863732,7836.839101,7864.079929,7824.99577,7642.81311,9560.474503,9953.688843,9836.181652,9490.36829,9750.894348,10875.946109,10158.698435,10631.331381,10244.88611,10888.415919,11594.833987,10325.558349,11987.511562,10423.43
223,22031,"Consumption of Fixed Capital (Agriculture, Forestry and Fishing)",6184,"Value US$, 2015 prices",million USD,TA?rkiye,3734.255187,3840.24117,3960.314504,4102.508313,4234.877145,4334.122081,4396.380449,4449.571896,4556.664336,4693.852665,4868.339008,5053.409752,5221.232738,5378.631045,5519.947448,5704.84923,5947.983177,6184.800301,6393.5087810000005,6587.136133,6810.713179,7033.109725,7234.824036,7427.021118,7615.398912,7832.972474,8020.605896,8208.76164,7089.32
223,22034,"Net Capital Stocks (Agriculture, Forestry and Fishing)",6184,"Value US$, 2015 prices",million USD,TA?rkiye,61025.378436,63142.419403,64907.749557,67740.019234,69187.675114,70948.938844,71200.695684,72668.795613,74663.351238,77104.551595,80305.07632,83088.505669,85731.35286,88177.717586,90300.583247,94156.208521,98161.914187,101813.295538,104910.155047,108073.913262,112139.146192,115264.734903,118661.242248,121479.10724,124752.124246,128513.985759,130818.938212,134597.688134,137931.798134
225,22030,"Gross Fixed Capital Formation (Agriculture, Forestry and Fishing)",6184,"Value US$, 2015 prices",million USD,United Arab Emirates,148.230254,175.244542,204.132551,223.935915,269.952778,317.527018,341.669491,337.088864,321.659947,306.691945,302.818002,300.673552,270.710314,253.479963,267.476796,207.92010200000001,214.473694,218.966301,234.599531,244.722363,278.924891,294.170581,315.277882,291.070059,342.449572,460.110115,378.209806,409.506452,431.72
225,22031,"Consumption of Fixed Capital (Agriculture, Forestry and Fishing)",6184,"Value US$, 2015 prices",million USD,United Arab Emirates,63.840158,69.713993,76.912466,85.139772,94.848046,106.781558,120.150559,133.304276,145.068484,155.214932,164.187334,172.440841,179.235907,184.20746,188.783716,191.7186,192.887298,194.317259,196.265199,198.868944,202.646225,207.680315,213.50295,218.883212,224.755808,235.34725,246.376013,255.22494,275.24
225,22034,"Net Capital Stocks (Agriculture, Forestry and Fishing)",6184,"Value US$, 2015 prices",million USD,United Arab Emirates,1074.27761,1179.808159,1307.028243,1445.824386,1620.929117,1831.674577,2053.193509,2256.978097,2433.56956,2585.046573,2723.677241,2851.909951,2943.384359,3012.656862,3091.349942,3107.551445,3129.137841,3153.786883,3192.121215,3237.974635,3314.253301,3400.743566,3502.518498,3574.705346,3692.39911,3917.161975,4048.995768,4203.27728,4359.75728
226,22030,"Gross Fixed Capital Formation (Agriculture, Forestry and Fishing)",6184,"Value US$, 2015 prices",million USD,Uganda,180.643755,161.049599,164.184003,162.089313,155.454755,166.340301,167.921587,160.79788,182.753021,187.785373,241.097973,264.145311,253.491482,318.241232,616.871875,578.628628,602.94204,570.912261,688.241772,514.568592,599.780664,642.281459,681.602205,734.443509,828.653655,863.732727,905.456161,1060.005444,1169.72
226,22031,"Consumption of Fixed Capital (Agriculture, Forestry and Fishing)",6184,"Value US$, 2015 prices",million USD,Uganda,119.696227,122.765254,125.156347,127.435166,129.315378,131.210307,133.365545,135.225196,137.418212,140.289271,144.738415,151.211409,157.667828,165.35974,183.491548,208.347071,231.293366,252.631393,275.248131,294.817554,310.558978,329.187303,349.152575,370.684792,395.336619,422.388014,450.1204,482.077024,511.13
