# File: GCAMFAOSTAT_CapitalStock.csv
# Title: FAO macroeconomic metrics of capital shocks by country_year
# Units: 2015 USD
# Description:  Data is preprocessed and generated by gcamfaostat
# Data source: FAOSTAT (main domain:CS FAO.udpate:2025-07-10T00:00:00)
# Date of CSV last update: 2025-08-26
# Column types: iicicccnnnnnnnnnnnnnnnnnnnnnnnnnnnnn
# ----------
area_code,item_code,item,element_code,element,unit,area,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
7,22034,"Net Capital Stocks (Agriculture, Forestry and Fishing)",6184,"Value US$, 2015 prices",million USD,Angola,8485.090582,8551.10787,8691.200278,9286.80091,9224.790495,9075.850338,9013.422203,8713.046556,8479.442008,8311.10609,8140.506264,8034.731483,7962.075343,7928.675223,8023.818003,8116.220559,8242.186756,8429.755726,8682.842785,9024.571231,9467.461166,9904.773786,10175.677247,10398.03697,10606.852578,11216.781002,12626.409924,14522.766968,16986.496968
8,22030,"Gross Fixed Capital Formation (Agriculture, Forestry and Fishing)",6184,"Value US$, 2015 prices",million USD,Antigua and Barbuda,0.7204,0.832656,0.953278,1.019695,1.099618,1.157509,0.838044,0.876011,0.969188,1.010928,1.240696,1.74571,1.998429,2.016026,1.797434,1.393853,1.144205,1.231622,1.295179,1.375139,1.378802,1.389704,1.459668,2.414876,2.350232,1.912669,2.595918,2.608618,2.77
8,22031,"Consumption of Fixed Capital (Agriculture, Forestry and Fishing)",6184,"Value US$, 2015 prices",million USD,Antigua and Barbuda,0.506088,0.522315,0.544554,0.57107,0.600385,0.632076,0.654018,0.666198,0.681582,0.700091,0.725634,0.771688,0.837711,0.907882,0.967813,1.005483,1.021296,1.031293,1.045219,1.062616,1.081477,1.099643,1.119146,1.168234,1.241093,1.294514,1.352101,1.427111,1.44
8,22034,"Net Capital Stocks (Agriculture, Forestry and Fishing)",6184,"Value US$, 2015 prices",million USD,Antigua and Barbuda,8.288915,8.599256,9.007981,9.456606,9.955839,10.481272,10.665298,10.875111,11.162717,11.473554,11.988616,12.962638,14.123355,15.231499,16.06112,16.44949,16.5724,16.77273,17.02269,17.335213,17.632538,17.922599,18.263121,19.509764,20.618903,21.237058,22.480875,23.662382,24.992382
9,22030,"Gross Fixed Capital Formation (Agriculture, Forestry and Fishing)",6184,"Value US$, 2015 prices",million USD,Argentina,2338.760901,2684.819587,2812.618742,2908.95771,2322.639804,2493.944674,2280.885087,3719.140429,4241.674114,4458.573026,4451.236817,4317.569724,5291.086527,5831.531463,4067.971523,6175.693976,7019.721867,5961.78095,6119.744626,6371.51041,5112.358734,6348.61247,5704.754757,4810.76012,4789.569072,4984.708343,6527.255824,6624.775044,4194.82
9,22031,"Consumption of Fixed Capital (Agriculture, Forestry and Fishing)",6184,"Value US$, 2015 prices",million USD,Argentina,2382.266827,2390.038232,2411.559088,2438.512836,2449.1499910000002,2446.698526,2443.141507,2476.553783,2566.784992,2673.785307,2780.652484,2876.877531,2992.524566,3146.651632,3254.837624,3366.857331,3560.708367,3736.510949,3874.76606,4017.017747,4120.512757,4217.111127,4325.685476,4381.609794,4406.723082,4435.54802,4514.774064,4638.448546,2868.36
9,22034,"Net Capital Stocks (Agriculture, Forestry and Fishing)",6184,"Value US$, 2015 prices",million USD,Argentina,38491.560735,38786.34209,39187.401746,39657.84662,39531.336432,39578.58258,39416.32616,40658.912807,42333.801929,44118.58965,45789.173984,47229.866177,49528.428138,52213.307969,53026.441868,55835.278513,59294.292013,61519.562013,63764.540579,66119.033242,67110.87922,69242.380563,70621.449843,71050.60017,71433.446159,71982.606482,73995.088242,75981.414739,77307.874739
10,22030,"Gross Fixed Capital Formation (Agriculture, Forestry and Fishing)",6184,"Value US$, 2015 prices",million USD,Australia,6586.305508,6916.715465,7800.327231,8410.535038,8878.187846,8777.34296,9176.000494,9126.745579,10562.551176,11264.278396,11013.815645,11775.044227,11942.636252,11869.317579,9642.598935,9860.020609,9858.350769,9775.988797,9275.038211,8848.784124,8691.371522,10375.739916,9674.499516,8043.590147,8418.795416,9096.041985,9991.887279,10665.874095,12466.97
10,22031,"Consumption of Fixed Capital (Agriculture, Forestry and Fishing)",6184,"Value US$, 2015 prices",million USD,Australia,6551.942175,6630.506549,7909.525512,7647.064933,7838.446133,8060.845281,8197.214301,7997.418855,7973.791856,8071.066854,8205.408816,8230.271628,8890.42196,8571.050845,8939.906111,8996.97226,9121.760232,9009.594051,9024.89636,9267.442896,9277.357328,9576.628535,9116.496881,9114.869729,9673.91223,10872.413877,11900.769361999999,11472.695468,12893.81
10,22034,"Net Capital Stocks (Agriculture, Forestry and Fishing)",6184,"Value US$, 2015 prices",million USD,Australia,61388.532585,65657.385313,68555.521008,69816.81676,73222.557778,73727.315537,74411.764085,76147.395131,80357.643316,84796.18187,88525.129283,93922.127857,98264.343431,100176.316376,102099.613877,102570.228488,104254.189681,105549.407507,106163.843107,105499.701826,104258.895068,104831.602207,104737.38911,104750.854292,107301.129063,113850.381889,114511.11301,111088.646977,110661.806977
11,22030,"Gross Fixed Capital Formation (Agriculture, Forestry and Fishing)",6184,"Value US$, 2015 prices",million USD,Austria,2374.530253,2577.164275,2934.294153,2673.212697,2657.272212,2539.876397,2465.579073,2481.994499,2374.316719,2399.364749,2496.750993,2331.575455,2602.913046,2845.032165,2786.726413,2694.980833,2776.449866,2848.521541,2708.916526,2308.775298,2270.858592,2086.330299,2363.478194,2457.647935,2440.50139,2513.614802,3296.979106,2698.764103,2790.48
11,22031,"Consumption of Fixed Capital (Agriculture, Forestry and Fishing)",6184,"Value US$, 2015 prices",million USD,Austria,1937.812307,1945.001273,1982.122483,2022.955826,2038.103305,2041.739826,2012.675654,2046.053914,2038.476201,2064.419468,2101.447948,2122.8933,2100.622227,2124.000162,2148.13982,2171.083372,2176.874285,2223.775386,2272.857044,2283.008349,2236.011714,2235.416208,2231.257461,2256.854404,2300.314221,2301.286437,2339.52768,2430.614155,2576.43
11,22034,"Net Capital Stocks (Agriculture, Forestry and Fishing)",6184,"Value US$, 2015 prices",million USD,Austria,37545.045874,38356.341339,39507.68818,40494.392279,41557.218697,41936.889197,42521.040531,43407.919162,44210.046394,45337.619889,45918.97718,46651.134555,47038.114598,47531.34128,48150.923658,49164.966666,49488.669248,50453.966622,51147.885032,51370.326832,51211.746308,51976.781273,52612.757117,53358.365082,54331.603941,55335.241543,58181.156492,60186.966369,60401.016369
12,22030,"Gross Fixed Capital Formation (Agriculture, Forestry and Fishing)",6184,"Value US$, 2015 prices",million USD,Bahamas,13.293946,12.071216,13.148665,13.425724,12.547027,14.155348,13.404282,21.518655,20.338791,16.772423,16.337964,17.287297,17.248887,16.15276,12.058504,13.754182,15.147138,16.17428,13.757516,16.105947,15.176692,16.856722,13.732433,13.769573,12.370625,8.065876,6.69313,7.325839,6.45
12,22031,"Consumption of Fixed Capital (Agriculture, Forestry and Fishing)",6184,"Value US$, 2015 prices",million USD,Bahamas,6.636427,6.999196,7.335841,7.692922,8.010529,8.330969,8.6579,9.186114,9.89067,10.410566,10.779244,11.141247,11.508858,11.820376,11.957491,12.014422,12.160597,12.370603,12.526321,12.670646,12.848886,13.038955,13.174293,13.208895,13.200567,13.021628,12.683101,12.342684,13.39
12,22034,"Net Capital Stocks (Agriculture, Forestry and Fishing)",6184,"Value US$, 2015 prices",million USD,Bahamas,110.617662,115.689681,121.502506,127.235308,131.771806,137.596185,142.342567,154.675108,165.123229,171.485085,177.043805,183.189855,188.929884,193.262268,193.363281,195.103041,198.089582,201.893259,203.124453,206.559755,208.887561,212.705327,213.263467,213.824145,212.994203,208.03845,202.048479,197.031634,190.091634
13,22030,"Gross Fixed Capital Formation (Agriculture, Forestry and Fishing)",6184,"Value US$, 2015 prices",million USD,Bahrain,6.154664,8.157067,7.704832,10.908435,11.597932,8.577417,6.744674,6.080355,9.261113,7.169113,5.878612,7.234671,10.06004,10.75504,10.856093,10.25804,9.574386,6.949401,10.870615,9.680815,7.849858,10.703509,9.124176,9.139264,10.624022,9.24269,13.209472,12.089208,17.21
13,22031,"Consumption of Fixed Capital (Agriculture, Forestry and Fishing)",6184,"Value US$, 2015 prices",million USD,Bahrain,2.512084,2.682174,2.535314,2.662195,2.589674,3.055842,2.365075,2.245005,2.332263,2.045478,2.148381,2.286272,2.821352,3.086463,3.959368,3.354641,3.190395,2.638208,3.209912,3.7376,4.255319,4.848839,4.054319,4.071698,4.347201,4.648124,4.64067,3.823803,4.52
13,22034,"Net Capital Stocks (Agriculture, Forestry and Fishing)",6184,"Value US$, 2015 prices",million USD,Bahrain,62.422315,67.897207,73.066725,81.312965,90.321223,95.842798,100.222396,104.057747,110.986597,116.110232,119.840463,124.788863,132.02755,139.696128,146.592853,153.496252,159.880243,164.191436,171.852139,177.795354,181.389894,187.244563,192.31442,197.381986,203.658807,208.253374,216.822175,225.08758,237.77758
14,22030,"Gross Fixed Capital Formation (Agriculture, Forestry and Fishing)",6184,"Value US$, 2015 prices",million USD,Barbados,4.311378,4.344092,5.343219,5.027081,5.0248100000000004,4.186659,4.960321,5.409207,4.48926,4.28187,4.114925,4.946071,4.026816,4.012261,3.371624,3.559244,4.079722,4.075891,4.136862,3.83003,3.976108,4.299094,4.392886,3.658269,3.411919,3.458004,3.274742,3.83854,4.42
14,22031,"Consumption of Fixed Capital (Agriculture, Forestry and Fishing)",6184,"Value US$, 2015 prices",million USD,Barbados,4.158016,4.168199,4.208727,4.267312,4.31283,4.330404,4.344989,4.395376,4.428607,4.426025,4.412367,4.419455,4.423474,4.399238,4.3568,4.303318,4.274288,4.262499,4.253132,4.236951,4.216918,4.212159,4.220189,4.208512,4.168107,4.124118,4.078654,4.047333,4.31
14,22034,"Net Capital Stocks (Agriculture, Forestry and Fishing)",6184,"Value US$, 2015 prices",million USD,Barbados,67.297942,67.473835,68.608327,69.368096,70.080075,69.93633,70.551662,71.565493,71.626146,71.48199,71.184548,71.711165,71.314506,70.927529,69.942353,69.198279,69.003712,68.817103,68.700833,68.293911,68.053101,68.140037,68.312734,67.762491,67.006303,66.340188,65.536276,65.327484,65.437484
16,22030,"Gross Fixed Capital Formation (Agriculture, Forestry and Fishing)",6184,"Value US$, 2015 prices",million USD,Bangladesh,622.465961,659.906376,717.548649,790.308012,959.315737,939.301024,958.330717,984.55909,1059.238117,1108.971621,1183.609751,1170.226888,1317.374569,1442.906585,1613.986788,1828.55409,2016.551351,2160.726376,2333.470959,2680.028334,2997.185755,3161.991606,3447.00055,3699.821843,3959.91605,4276.340651,4683.183827,4953.203875,5442.6
16,22031,"Consumption of Fixed Capital (Agriculture, Forestry and Fishing)",6184,"Value US$, 2015 prices",million USD,Bangladesh,459.211326,470.129817,483.245679,499.486638,522.006152,547.644286,571.714581,595.6984,621.270412,649.04048,678.875492,708.758062,740.860622,779.217419,824.171175,877.997131,940.670466,1009.54857,1083.801576,1169.17846,1269.344175,1377.958846,1493.55108,1618.342687,1751.034262,1893.059908,2048.262047,2214.457956,2453.14
16,22034,"Net Capital Stocks (Agriculture, Forestry and Fishing)",6184,"Value US$, 2015 prices",million USD,Bangladesh,7505.543761,7695.32032,7929.62329,8220.444664,8657.75425,9049.410989,9436.027125,9824.887814,10262.855519,10722.786661,11227.52092,11688.989745,12265.503693,12929.192859,13719.008472,14669.565431,15745.446316,16896.624122,18146.293505,19657.143379,21384.984958,23169.017719,25122.46719,27203.946347,29412.828134,31796.108877,34431.030657,37169.776576,40159.236576
18,22030,"Gross Fixed Capital Formation (Agriculture, Forestry and Fishing)",6184,"Value US$, 2015 prices",million USD,Bhutan,8.203426,8.621523,9.419452,9.422829,11.960203,13.708313,15.102709,18.158682,18.266661,20.345271,16.025639,15.967942,15.468853,19.137943,22.502234,27.633709,30.284261,30.790702,23.740389,31.231832,34.983058,38.886822,42.252258,44.638972,44.883364,44.33842,51.412342,55.144503,65.2
18,22031,"Consumption of Fixed Capital (Agriculture, Forestry and Fishing)",6184,"Value US$, 2015 prices",million USD,Bhutan,3.80599,4.082379,4.378666,4.681214,5.041832,5.509378,6.043146,6.678399,7.370455,8.086586,8.692518,9.130774,9.526032,9.992674,10.642319,11.507858,12.554925,13.633879,14.451779,15.233839,16.306255,17.543976,18.92551,20.396716,21.858583,23.223722,24.702821,26.417357,30.79
18,22034,"Net Capital Stocks (Agriculture, Forestry and Fishing)",6184,"Value US$, 2015 prices",million USD,Bhutan,63.728894,68.268038,73.308824,78.050439,84.968809,93.167744,102.227308,113.707591,124.603796,136.862481,144.195602,151.03277,156.975591,166.12086,177.980775,194.106626,211.835962,228.992785,238.281395,254.279388,272.956191,294.299037,317.625785,341.86804,364.892821,386.007519,412.71704,441.444185,475.854185
19,22030,"Gross Fixed Capital Formation (Agriculture, Forestry and Fishing)",6184,"Value US$, 2015 prices",million USD,Bolivia (Plurinational State of),180.634929,186.085109,224.671004,216.238409,228.361275,221.055601,216.115646,229.948539,255.020728,263.450923,231.488595,221.275883,213.137329,252.208411,288.880484,290.840002,314.925635,335.232734,379.933965,392.329548,429.358212,513.67468,594.775507,634.545617,688.130596,651.799463,647.50805,656.834319,698.09
19,22031,"Consumption of Fixed Capital (Agriculture, Forestry and Fishing)",6184,"Value US$, 2015 prices",million USD,Bolivia (Plurinational State of),142.549676,144.998297,148.621082,152.9311,157.093224,161.150137,164.59626600000001,168.102416,172.565349,177.765577,181.947828,184.613893,186.569456,189.335661,194.208188,199.947311,206.123441,213.260786,221.92014,231.772837,242.5171,256.25706,274.135142,294.566668,316.572954,337.776478,356.489115,374.230039,428.85
19,22034,"Net Capital Stocks (Agriculture, Forestry and Fishing)",6184,"Value US$, 2015 prices",million USD,Bolivia (Plurinational State of),2323.59572,2364.682534,2440.732456,2504.039764,2575.307816,2635.213279,2686.732658,2748.578782,2831.03416,2916.719508,2966.260275,3002.922263,3029.490136,3092.362887,3187.035182,3277.927873,3386.730067,3508.702015,3666.715841,3827.272552,4014.113665,4271.531285,4592.171649,4932.150599,5303.708241,5617.731226,5908.75016,6191.35444,6460.59444
20,22030,"Gross Fixed Capital Formation (Agriculture, Forestry and Fishing)",6184,"Value US$, 2015 prices",million USD,Botswana,6.760576,14.884096,16.153145,12.402725,9.47679,9.644786,14.770167,16.047935,11.731124,8.722038,8.866685,11.459771,15.653324,16.781612,14.247384,14.499265,15.731906,21.604829,22.35154,21.367247,21.317571,24.641125,24.343939,26.699739,26.649182,27.964652,23.243378,25.419121,27.65
20,22031,"Consumption of Fixed Capital (Agriculture, Forestry and Fishing)",6184,"Value US$, 2015 prices",million USD,Botswana,6.1727,6.459136,7.179176,7.632446,7.897325,7.757763,8.271294,8.655066,8.627018,8.311791,8.340745,8.450094,8.756481,9.20414,9.582762,9.870196,10.184919,10.693926,11.370981,12.000286,12.560813,13.185926,13.864322,14.563773,15.290414,16.011404,16.586961,17.051618,19.63
20,22034,"Net Capital Stocks (Agriculture, Forestry and Fishing)",6184,"Value US$, 2015 prices",million USD,Botswana,65.548194,76.105472,85.12451,86.342047,84.614198,85.54506,93.150523,97.549804,134.168826,134.579073,135.105013,138.11469,145.011532,152.589004,157.253626,161.882695,167.429683,178.340586,189.321145,198.688106,207.444864,218.900063,229.37968,241.515646,252.874414,264.827662,271.484079,279.851581,287.871581
21,22030,"Gross Fixed Capital Formation (Agriculture, Forestry and Fishing)",6184,"Value US$, 2015 prices",million USD,Brazil,3778.117164,3871.803884,4105.889737,4186.574109,3823.483302,3824.334553,4047.628167,4350.665728,4766.054896,4658.88828,3957.760625,3846.290738,4208.648505,4442.953139,4531.843692,4530.50998,4895.957844,4961.148,5348.391027,4916.971999,4451.884592,4975.578191,5172.506849,4961.438068,4929.953219,5107.035589,7150.010542,6959.694875,8864.97
21,22031,"Consumption of Fixed Capital (Agriculture, Forestry and Fishing)",6184,"Value US$, 2015 prices",million USD,Brazil,5287.5563,5199.800554,5127.143329,5068.288645,5004.493048,4933.658001,4873.797403,4833.318375,4816.820892,4810.559933,4780.425805,4727.721797,4685.706667,4664.112316,4653.509482,4646.169523,4650.193386,4666.894959,4696.167432,4722.358277,4720.082478,4719.701413,4740.961879,4760.522514,4771.632902,4786.444592,4866.9693,4998.242305,5890.68
21,22034,"Net Capital Stocks (Agriculture, Forestry and Fishing)",6184,"Value US$, 2015 prices",million USD,Brazil,84727.44062,83399.443951,82378.190359,81496.475823,80315.466077,79206.142629,78379.973392,77897.320744,77846.554749,77694.883096,76872.217917,75990.786857,75513.728696,75292.569519,75170.903729,75055.244186,75301.008643,75595.261684,76247.485279,76442.099002,76173.901116,76429.777894,76861.322864,77062.238418,77220.558735,77541.149733,79824.190975,81785.643545,84759.933545
23,22030,"Gross Fixed Capital Formation (Agriculture, Forestry and Fishing)",6184,"Value US$, 2015 prices",million USD,Belize,8.578351,8.352414,8.35456,7.679873,10.791795,12.481794,11.184301,10.235386,9.959124,11.815836,12.108446,11.579954,10.216808,11.273422,10.193588,9.146606,9.216978,10.897752,12.244731,10.787834,11.66845,9.642903,9.942237,7.675941,7.858168,8.536253,8.856084,9.423135,11.36
23,22031,"Consumption of Fixed Capital (Agriculture, Forestry and Fishing)",6184,"Value US$, 2015 prices",million USD,Belize,5.178141,5.375375,5.554062,5.701851,5.91389,6.257264,6.591811,6.838893,7.034395,7.26558,7.547374,7.805183,7.990775,8.156035,8.310684,8.392248,8.439621,8.536686,8.718759,8.88661,9.027102,9.124817,9.164882,9.143534,9.060946,9.009121,8.990344,8.9993,10.19
23,22034,"Net Capital Stocks (Agriculture, Forestry and Fishing)",6184,"Value US$, 2015 prices",million USD,Belize,85.413379,88.390417,91.190915,93.168937,98.046842,104.271371,108.863861,112.260353,115.185082,119.735338,124.29641,128.07118,130.297213,133.414599,135.297504,136.051861,136.829218,139.190284,142.716256,144.61748,147.258828,147.776915,148.554269,147.086675,145.883898,145.41103,145.276769,145.700604,146.870604
25,22030,"Gross Fixed Capital Formation (Agriculture, Forestry and Fishing)",6184,"Value US$, 2015 prices",million USD,Solomon Islands,12.863536,10.719959,11.77897,18.122672,11.6648,7.692707,5.359597,4.401536,16.331175000000002,18.450918,24.62707,26.973464,28.97315,31.300459,30.871615,49.602874,34.724584,34.75453,35.551256,37.428767,38.229381,42.632953,44.481393,50.04098,50.276496,46.164203,44.546035,44.758236,45.25
25,22031,"Consumption of Fixed Capital (Agriculture, Forestry and Fishing)",6184,"Value US$, 2015 prices",million USD,Solomon Islands,8.004413,8.231653,8.412722,8.805008,9.170331,9.200837,9.040356,8.790768,8.885303,9.395648,10.124249,11.06481,12.07932,13.162769,14.238165,15.79811,17.380047,18.421617,19.425494,20.449365,21.492148,22.628489,23.88421,25.286828,26.779143,28.065615,29.102986,30.035935,33.37
25,22034,"Net Capital Stocks (Agriculture, Forestry and Fishing)",6184,"Value US$, 2015 prices",million USD,Solomon Islands,131.834239,134.322545,137.688794,147.006458,149.500924,147.992797,144.312036,139.922804,147.368674,156.423946,170.926767,186.835421,203.729252,221.866942,238.500391,272.305156,289.649694,305.982605,322.108367,339.087769,355.825003,375.829467,396.426649,421.18080200000003,444.678154,462.776741,478.219791,492.942093,504.822093
26,22030,"Gross Fixed Capital Formation (Agriculture, Forestry and Fishing)",6184,"Value US$, 2015 prices",million USD,Brunei Darussalam,13.356155,22.496397,16.49033,16.943785,15.381958,12.862663,14.072641,14.906219,16.362169,16.326621,15.761282,13.420095,14.327496,14.335056,16.740529,14.962185,15.266968,18.808904,19.658038,21.486408,24.388992,24.230164,23.782267,25.913165,25.208181,26.530373,26.673723,26.335877,27.49
26,22031,"Consumption of Fixed Capital (Agriculture, Forestry and Fishing)",6184,"Value US$, 2015 prices",million USD,Brunei Darussalam,7.527386,8.151319,8.831842,9.304955,9.71643,9.980783,10.189995,10.447961,10.759135,11.09425,11.391232,11.5832,11.720636,11.877274,12.096905,12.322172,12.489716,12.76261,13.150861,13.596143,14.156636,14.765813,15.320237,15.891886,16.472013,17.035849,17.609821,18.14352,19.8
26,22034,"Net Capital Stocks (Agriculture, Forestry and Fishing)",6184,"Value US$, 2015 prices",million USD,Brunei Darussalam,124.607119,138.952197,146.610685,154.249516,159.915044,162.796924,166.679571,171.13783,176.740863,181.973234,186.343283,188.180178,190.787039,193.244821,197.888444,200.528458,203.305709,209.352003,215.859179,223.749444,233.9818,243.446151,251.90818,261.92946,270.665628,280.160152,289.224054,297.416412,305.106412
27,22030,"Gross Fixed Capital Formation (Agriculture, Forestry and Fishing)",6184,"Value US$, 2015 prices",million USD,Bulgaria,234.159421,75.634616,189.500025,251.306034,255.045834,189.423306,465.875818,239.920306,347.926347,445.718825,298.716695,269.040648,291.549433,633.694128,376.520854,436.286575,614.297393,596.72229,596.330696,741.383038,784.48311,562.249206,660.930347,719.533383,574.604701,547.646933,553.166796,685.251904,793.35
27,22031,"Consumption of Fixed Capital (Agriculture, Forestry and Fishing)",6184,"Value US$, 2015 prices",million USD,Bulgaria,79.075036,139.187532,515.204916,231.379935,254.312578,206.367681,68.646974,76.158481,91.895194,109.706979,121.665258,127.36039,137.67755,157.692994,217.608839,264.569763,313.491343,353.852485,398.23941,430.783033,462.279528,505.678481,493.751972,492.567874,478.367293,477.426584,436.190383,370.142604,338.97
