# File: GCAMDATA_FAOSTAT_NFertilizerProdDemand_175Regs_1Item_1973to2020.csv
# Title: FAO fertilizer production by country_year
# Units: tonnes N
# Description:  Data is preprocessed and generated by gamdata-FAOSTAT
# Data source: FAOSTAT (domain:RFN FAO.udpate:2022-06-10T00:00:00)
# Date of CSV last update: 2022-09-14
# Column types: iciciccnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnn
# ----------
area_code,area,item_code,item,element_code,element,unit,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
162,Norway,3102,Nutrient nitrogen N (total),5157,Agricultural Use,tonnes,85300,96200,97800,95000,101200,108500,113200,110100,106700,109100,110600,110800,106000,109800,111200,110100,110400,110790,110933,109299,106800,110000,112000,112000,112000,106000,106000,102000,100592,99174,102587,103384,105549,103046,106319,107703,92742,85366,96000,94463,95522,99206,102598,102462,99675,102393,106727,105886
162,Norway,3102,Nutrient nitrogen N (total),5510,Production,tonnes,444700,390200,356100,337000,335600,443600,452400,427700,424000,458000,494100,478600,408300,384100,425900,450700,494000,517400,440000,491000,537000,549000,595000,595000,570000,470000,510000,618000,579000,459180.01,433288.85,454405.69,420185.72,497047.53,521170.34,499168.56,341414.2,516685.12,504870.84,511352.96,581576.04,549618.42,589343.03,534248.27,570914.87,637166.46,615440.31,630373.59
165,Pakistan,3102,Nutrient nitrogen N (total),5157,Agricultural Use,tonnes,341944,362900,443451,511000,554100,684300,775804,843574,832572,954083,914317,934498,1128138,1332570,1281700,1324453,1467590,1471642,1462862,1636323,1659350,1738117,1991006,1985080,2087607,2091852,2218100,2264600,2291610,2384980,2456009,2570230,2818779,2868984,2714053,2928057,3451900,3270531,3187339,2850771,3239557,3139263,3160507,3241907,3446922,3446922,3505356,3533784
165,Pakistan,3102,Nutrient nitrogen N (total),5510,Production,tonnes,298523,320045,316456,312129,310983,336675,398700,579954,715040,900362,1014568,1027901,1033104,1117710,1097117,1112485,1156315,1119737,1056798,1227280,1565916,1603100,1689977,1681520,1660523,1795156,2039300,2053800,2128010,2192000,2260071,2267285,2424785,2464737,2442411,2544878,2579587,2707356,2613167,2235192,2455549,2621809,2927796,3213797,3063037.07,3063037.07,3208561,3370461
166,Panama,3102,Nutrient nitrogen N (total),5157,Agricultural Use,tonnes,11805,13443,13416,11000,9000,9600,11900,11400,13900,13900,11000,12200,14000,20600,20300,21100,18407,21672,16383,23694,26181,17950,16700,27400,21428,21300,17700,15297,16000,15171,17622,15233,15618,17682,14506,15453,17296,21601,13158,22714.27,26681.45,15953.92,15984.93,9545.45,12002.06,11617.81,11269.32,17886.38
166,Panama,3102,Nutrient nitrogen N (total),5510,Production,tonnes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
167,Czechia,3102,Nutrient nitrogen N (total),5157,Agricultural Use,tonnes,,,,,,,,,,,,,,,,,,,,,203161,239400,232700,262300,225814,218771,209532,262841,310830,191778,218390,206576,215130,223684,237875,221667,225982,238554,248024,339655,331997,328627,397136,404184,366044,351780,332032,285436
167,Czechia,3102,Nutrient nitrogen N (total),5510,Production,tonnes,,,,,,,,,,,,,,,,,,,,,194129,330100,302900,305000,264400,284386,269900,306053,296433,151212.29,225427.06,219162.37,187601.64,204493.32,229851.13,168859,233449.58,216718.88,173193.36,266251.82,162592.17,119148.28,173903.66,166095.81,145490.58,151287.37,113166.3,75349.21
168,Papua New Guinea,3102,Nutrient nitrogen N (total),5157,Agricultural Use,tonnes,2600,3500,3400,4400,5800,6100,3200,3000,7300,3200,3500,3396,5300,6800,7300,6200,6300,5400,6500,8000,8000,8000,8000,8000,8100,3200,2700,4700,4800,4983,6869,14752,13832,11317,12198,13695,19011,15968,11561,16131.69,16529.59,17021.7,20674.03,21004.24,26359.01,31736.46,28748.76,26415.01
168,Papua New Guinea,3102,Nutrient nitrogen N (total),5510,Production,tonnes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
169,Paraguay,3102,Nutrient nitrogen N (total),5157,Agricultural Use,tonnes,1000,667,300,500,300,800,1092,1350,2265,2000,1700,1300,3457,3800,1900,2197,3483,3654,4336,4808,9900,9900,10000,14000,15000,20471,18547,18300,22100,34934,41662,50723,41897,47891,76839,58789,58908,81616,100585,97575.82,115423.11,134521.29,122063.97,120237.09,133803.7,133104.39,122771.4,141490.33
169,Paraguay,3102,Nutrient nitrogen N (total),5510,Production,tonnes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170,Peru,3102,Nutrient nitrogen N (total),5157,Agricultural Use,tonnes,80492,113838,83549,100285,107116,103853,88433,84805,100589,71959,52873,55191,47822,127884,159549,158406,113156,84200,58641,64929,98400,110500,129200,133100,149700,170200,168070,190116,198866,210580,204092,210640,180300,203041,246705,203064,261885,223425,251242,266346.46,253006.63,249814.2,282128.88,289320.41,330068.39,246045.91,329921.65,311853.52
170,Peru,3102,Nutrient nitrogen N (total),5510,Production,tonnes,21120,20005,33627,54952,68831,70659,66866,73812,86079,76502,31000,64800,67400,86279,65911,81814,36153,32566,19992,10100,11130,14000,15900,12600,11500,3000,2250,1500,750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
171,Philippines,3102,Nutrient nitrogen N (total),5157,Agricultural Use,tonnes,151902,177381,144100,177200,174249,205400,226700,224800,210713,232800,244074,180683,205860,298400,371960,372081,374642,400640,302700,362600,401142,401961,397333,482500,548215,409362,480389,488177,507348,445244,572571,629808,544134,474332,519960,401297,428140,593226,518448,470000,527459.09,595539.42,526906.12,628136.14,761288.18,649676,709569.32,750453.39
171,Philippines,3102,Nutrient nitrogen N (total),5510,Production,tonnes,53496,53419,62100,48400,37909,45705,35500,34000,41061,17500,23700,15600,88902,119900,122750,127780,126981,145700,152600,142300,157600,168806,215301,255703,212985,184561,190116,168322,189129,207839,157353,135343,138545,117025,111400,39451,27890,5224,93124,143919,46027,46839,45734,50163.28,68167.1,93485.74,26461.23,65041.43
173,Poland,3102,Nutrient nitrogen N (total),5157,Agricultural Use,tonnes,1073652,1142969,1227910,1212783,1250345,1296997,1312490,1343777,1213035,1244863,1321532,1238542,1336598,1388115,1335421,1504400,1478600,671000,569300,683300,757699,836149,851946,910000,1009700,862007,861300,895500,861800,831700,895000,895300,996500,1056200,1142300,1095400,1023700,1091100,1094700,1179100,1098400,1003600,1043000,1150600,1178800,994100,1033500,912000
173,Poland,3102,Nutrient nitrogen N (total),5510,Production,tonnes,1365588,1457470,1532601,1548136,1520932,1470189,1375562,1290010,1273544,1297725,1341528,1369302,1253692,1445231,1543146,1613752,1627407,1232700,1138871,1152000,1190181,1354300,1575126,1548000,1557400,1575600,1359500,1496500,1569729,1305000,1626000,1644000,1735000,1714000,1833000,1716000,1545000,1637000,1766000,1880000,1834000,1948991,2010160,1966820,2057909,2023411,2006141,2098027
174,Portugal,3102,Nutrient nitrogen N (total),5157,Agricultural Use,tonnes,127722,126834,141000,136602,154442,138607,155043,136603,145043,138554,125694,123200,137200,149800,149500,156500,145400,150200,141000,127000,129000,128000,125000,132000,121000,131000,120000,113000,103000,101000,95000,88000,84000,87391,113005,105131,97293,100249,95088,106864,110643,129991.31,117906.09,108440.48,102584.04,101364.5,105499.01,105329.98
174,Portugal,3102,Nutrient nitrogen N (total),5510,Production,tonnes,164000,191000,203000,179453,207952,188575,205890,171504,180973,141760,108679,130000,164000,166000,171100,158900,153900,158300,109000,88000,100000,99000,124000,135000,143000,134000,121000,125000,127100,157000.77,152739.5,148478.22,144216.94,139955.67,168465.96,143489.43,73613.51,111061.11,124766.43,117560.29,91240.94,114383.64,113688.18,109991.95,113186.47,70024.68,70024.68,70024.68
178,Eritrea,3102,Nutrient nitrogen N (total),5157,Agricultural Use,tonnes,,,,,,,,,,,,,,,,,,,,,700,1100,1414,3793,5000,5000,5380,5400,3694,2835,684,3,1436,7,660,600,540,280,565,617.36,820.37,942.24,1013.99,1922.55,1774.33,4650.05,4599.34,3490.23
178,Eritrea,3102,Nutrient nitrogen N (total),5510,Production,tonnes,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
179,Qatar,3102,Nutrient nitrogen N (total),5157,Agricultural Use,tonnes,200,200,200,300,300,414,600,800,840,600,638,602,520,500,500,600,1150,1380,1500,1500,2000,6000,6000,1172,1165,1000,800,500,900,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1600,1400,1200,1200,1400,1500,1500,1500
179,Qatar,3102,Nutrient nitrogen N (total),5510,Production,tonnes,14000,55453,87000,95200,75900,104000,228600,286100,264500,304700,315249,337640,342170,343570,337594,358800,358100,350106,367400,379914,379600,394600,407600,400300,672300,767000,757160,748420,771600,798698,818892,1029802,1370248,1338140,1363440,1378620,1379080,1384600,1479820,2095300,2870000,2971680,2822560,3099940,2502400,2937100,2937100,2937100
181,Zimbabwe,3102,Nutrient nitrogen N (total),5157,Agricultural Use,tonnes,70000,75000,75000,60000,45000,55300,59075,92832,97995,87968,81300,71800,92985,81885,73414,88178,82228,94985,89822,57600,82116,92900,76000,94000,94000,95000,100000,87400,82000,70742,77499,51594,48403,60543,57419,48551,66135,70502,59563,41000,51800,50000,42600,58100,65000,50100,50100,50100
181,Zimbabwe,3102,Nutrient nitrogen N (total),5510,Production,tonnes,60000,65000,65000,60000,45000,50000,58600,72000,69930,64000,62300,64100,69670,73925,70456,74089,71730,83300,82700,66600,81800,94000,80700,86000,88400,74100,86000,71400,59500,55000,55900,47900,43100,39700,39200,21700,16000,30900,28000,20300,22200,25700,29300,11700,12300,13200,13200,13200
183,Romania,3102,Nutrient nitrogen N (total),5157,Agricultural Use,tonnes,442000,490000,788000,612000,571000,821000,786000,646300,882000,884000,878000,857000,880000,716000,720000,720000,778000,765400,275000,362000,411000,227600,233000,266000,220000,268000,182000,239279,268469,239071,252139,270131,299195,252201,265487,279886,296055,305757,313333,289963,344468,303562,357352,344311,381342,468639,455964,468891
183,Romania,3102,Nutrient nitrogen N (total),5510,Production,tonnes,854000,980000,1292000,1331000,1381000,1723000,1738000,1707000,1822000,2008000,2091000,2212000,2197000,1900000,1916000,1920000,2035000,1250000,860000,1084360,1008759,926400,1227000,1250000,663700,314096,517700,868995,810762,762800,715200,941400,1170700,970400,991000,898000,909300,656664.9,588155.47,595484.95,673083.75,707853.39,406330.76,326741.41,395367.14,450224.83,802335,1205134
184,Rwanda,3102,Nutrient nitrogen N (total),5157,Agricultural Use,tonnes,83,147,140,156,100,100,100,100,100,400,500,1000,1000,448,1349,261,326,1225,665,448,400,300,200,100,100,100,100,100,100,877,877,709,1214,589,2573,2799,535,94,77,2306.96,6721.68,6936.82,9365.83,3460.41,8562.74,7561.21,10628.36,10628.85
184,Rwanda,3102,Nutrient nitrogen N (total),5510,Production,tonnes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
185,Russian Federation,3102,Nutrient nitrogen N (total),5157,Agricultural Use,tonnes,,,,,,,,,,,,,,,,,,,,2622000,2051000,900000,1000000,984000,950000,831000,959000,960000,1090500,907000,846330,838270,863240,914660,1043750,1209760,1237290,1192680,1262820,1179790,1166600,1194490,1263420,1445212,1512795,1542017,1727454,1916418
185,Russian Federation,3102,Nutrient nitrogen N (total),5510,Production,tonnes,,,,,,,,,,,,,,,,,,,,5825000,4805000,4129000,4856000,4900000,4094700,4135000,4966100,5451900,5874000,5968000,5995000,6591000,6725000,6830000,7203000,6890000,5463668,7583682,7776514,7706191,8237800,8216800,8732400,9474800,10052200,10421300,10913200,11189700
186,Serbia and Montenegro,3102,Nutrient nitrogen N (total),5157,Agricultural Use,tonnes,,,,,,,,,,,,,,,,,,,,78000,58800,70000,129000,160500,185000,154000,138100,144900,202100,192367,167082,304430,276952,,,,,,,,,,,,,,,
186,Serbia and Montenegro,3102,Nutrient nitrogen N (total),5510,Production,tonnes,,,,,,,,,,,,,,,,,,,,78000,58800,70000,129000,95000,171000,185100,72000,72000,70100,111864,87688,199317,184512,,,,,,,,,,,,,,,
188,Saint Kitts and Nevis,3102,Nutrient nitrogen N (total),5157,Agricultural Use,tonnes,200,200,300,300,300,300,300,300,400,400,400,500,500,500,500,500,416,390,500,500,800,700,639,639,800,800,800,800,800,27,27,27,27,42,22,34,23,23,24,24,0.01,42.94,8.23,16.56,12.83,12.55,12.09,12.65
188,Saint Kitts and Nevis,3102,Nutrient nitrogen N (total),5510,Production,tonnes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
189,Saint Lucia,3102,Nutrient nitrogen N (total),5157,Agricultural Use,tonnes,1500,1500,1600,1600,2000,1069,1372,716,950,1413,1218,1536,1710,1500,1500,1500,2925,2375,3000,2863.7,1860.68,531.82,181.72,220.49,80.4,936.14,767.24,917.78,0,176.76,478.84,206.69,293.54,244.7,43.77,15,92,252,155,316.45,205.1,400.75,428.88,283.23,125.77,132.15,276.56,276.56
189,Saint Lucia,3102,Nutrient nitrogen N (total),5510,Production,tonnes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194,Saudi Arabia,3102,Nutrient nitrogen N (total),5157,Agricultural Use,tonnes,4000,5000,5700,6415,4708,7020,15971,25168,41535,58975,113270,138600,168990,181500,236700,238000,262000,273000,284000,292000,250000,196000,153000,171000,181000,200000,210000,228000,223060,224300,235000,238000,194000,206000,231000,168000,150000,149000,185500,206000,171600,164000,197000,201700,178600,178200,178200,178200
194,Saudi Arabia,3102,Nutrient nitrogen N (total),5510,Production,tonnes,60700,80600,99820,84134,92800,120980,137500,152000,158700,159400,266300,396746,421343,435590,449146,417490,428400,567500,598000,713900,831300,1050500,1027000,1063700,981100,1079800,1071735,1278160,1328500,1426800,1426800,1418600,1459600,1640000,2132000,2132000,2132000,2132000,2132000,2132000,2573298,1999436.3,2320300,2577500,2525500,2760800,2760800,2760800
195,Senegal,3102,Nutrient nitrogen N (total),5157,Agricultural Use,tonnes,7360,9000,10000,10800,11991,10300,8000,6800,6300,3400,8000,8000,7000,7500,7000,8400,6170,5950,9830,9000,13000,12900,5200,8000,7100,7600,14400,16200,15900,19400,13095,19616,12194,1611,1446,1845,18489,27170,19847,19370,21340,21450,27967.905,34485.81,47422.06,36232.48,31485.84,46765.98
195,Senegal,3102,Nutrient nitrogen N (total),5510,Production,tonnes,8768,5000,8700,9000,9742,9344,5000,6200,5200,2900,3500,10000,17000,13700,16000,13500,10100,14900,26807,25000,24000,25900,28700,24800,30400,38800,24500,19400,25200,15000,32028,24893,15856,2599,5903,4812,1470,2291.55,12.23,4325.25,5216.11,6909.48,4932.26,11384.7,26959.25,14146.27,18929.56,20224.3
196,Seychelles,3102,Nutrient nitrogen N (total),5157,Agricultural Use,tonnes,859,859,859,859,859,859,859,859,859,859,338,317.5,297,276.5,256,235.5,215,194.5,174,153.5,133,112.5,92,71.5,51,30.5,10,15,8,8,8,3,10,4,25,14,24,10,30,38.94,26.12,36.76,57.59,47.45,50.48,46.75,64.32,45.96
196,Seychelles,3102,Nutrient nitrogen N (total),5510,Production,tonnes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
198,Slovenia,3102,Nutrient nitrogen N (total),5157,Agricultural Use,tonnes,,,,,,,,,,,,,,,,,,,,47806,38796,44665,35000,24200,34102,34813,34392,34848,34770,33001,34035,29974,28864,29947,29220,24883,27068,27328,26999,26300,27263,28612,28319,27097,27083.91,27293,28047,27992
198,Slovenia,3102,Nutrient nitrogen N (total),5510,Production,tonnes,,,,,,,,,,,,,,,,,,,,351,351,351,351,351,351,351,351,351,351,351,295,375,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199,Slovakia,3102,Nutrient nitrogen N (total),5157,Agricultural Use,tonnes,,,,,,,,,,,,,,,,,,,,,64883,68656,72029,77644,72500,82814,65357,82100,81345,81300,79911,81317,78681,88935,87737,77058,86873,92969,101004,113581,113581,119036,114773,126236,122541.15,128976.88,128532.97,127676.52
199,Slovakia,3102,Nutrient nitrogen N (total),5510,Production,tonnes,,,,,,,,,,,,,,,,,,,,,176500,199300,183100,210800,283800,245900,223000,286300,226800,213800,220100,261100,249700,221500,196209,167784,183383,187393,273976,236390,332394,244524.59,376730,343932.95,337404.45,366369.59,310934.89,333565.34
202,South Africa,3102,Nutrient nitrogen N (total),5157,Agricultural Use,tonnes,231100,230153,285316,315941,343002,378901,400287,466385,528569,475900,367900,409100,379000,372900,328200,380874,375231,377600,358100,363000,411603,375100,386000,405000,405000,406000,413000,415900,393000,477072,420827,427571,347260,428719,439480,424123,414000,395000,419000,425000,404000,395000,357000,327000,470000,381000,381000,381000
202,South Africa,3102,Nutrient nitrogen N (total),5510,Production,tonnes,257000,271000,300000,332000,414000,451000,432800,444000,447000,355000,372000,484000,420200,400000,360000,440000,400000,430000,412300,410000,420000,365000,420000,452000,465000,423000,406800,308900,266300,281200,307000,285900,239600,278400,304400,217200,205700,212100,199200,206500,149600,200900,141400,129300,170900,164300,164300,164300
203,Spain,3102,Nutrient nitrogen N (total),5157,Agricultural Use,tonnes,728457,713755,722154,830384,788072,870600,908163,901889,818318,798892,808460,916842,961600,1062500,1147800,1168409,1109395,1063114,998705,817621,929300,982500,912800,1153100,1041900,1199000,1181000,1113700,1110700,1026546,1198606,1072948,923764,969783,985857,739757,781069,941100,846700,843410,961507,1101895,1068103,982155,1079321,1033494,1011251,1059299
203,Spain,3102,Nutrient nitrogen N (total),5510,Production,tonnes,762678,721998,825388,883248,906020,929200,949651,959790,895624,851888,858007,980220,982201,987800,975300,935546,966709,869644,862156,655474,741860,788300,844700,881700,918500,898000,921000,813600,832700,772116,790871,761124,794693,715644,710298,628297,620177,714928,718130,748875,709999,691125,724247,703822,727980,754689,754689,754689
206,Sudan (former),3102,Nutrient nitrogen N (total),5157,Agricultural Use,tonnes,54693,60316,95000,80000,32000,11400,33850,80400,74520,79000,41700,86000,93400,60000,37800,78200,46920,66300,39400,44500,43900,39400,31700,76800,69000,26200,26100,32800,70000,54415,57500,74649,39710,44770,55810,55810,86170,129410,87550,,,,,,,,,
206,Sudan (former),3102,Nutrient nitrogen N (total),5510,Production,tonnes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
207,Suriname,3102,Nutrient nitrogen N (total),5157,Agricultural Use,tonnes,3635,4047,2500,3401,3700,3500,1900,1200,5400,7100,7107,10511,7523,7832,7441,1634,1346,600,600,2600,3000,4000,4000,7000,6800,5694,4800,5300,5100,3912,5593,6279,4208,7524,5167,14450,7562,9844,9242,6066.48,6470.1,9491.05,7203.3,12155.77,12417.12,6981.15,6537.96,6539.3
207,Suriname,3102,Nutrient nitrogen N (total),5510,Production,tonnes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
208,Tajikistan,3102,Nutrient nitrogen N (total),5157,Agricultural Use,tonnes,,,,,,,,,,,,,,,,,,,,64000,46000,40000,40000,32100,41227,28272,10600,8900,12100,15101.42,5298.98,6294.04,1603.65,13390.41,10781.95,7836.64,6023.58,6023.58,4210.53,6183.61,7033.27,12376.89,16438.25,7937.29,7937.29,7937.29,70097,71182
208,Tajikistan,3102,Nutrient nitrogen N (total),5510,Production,tonnes,,,,,,,,,,,,,,,,,,,,20000,20000,10000,14000,4100,4000,4000,4000,4000,4000,5333.333333333333,6666.666666666666,8000,8100,14858,11270,10580,0,0,0,0,0,0,0,0,0,0,0,0
210,Sweden,3102,Nutrient nitrogen N (total),5157,Agricultural Use,tonnes,263486,235336,258000,259084,258030,255969,256257,243890,248109,249340,257854,253222,245909,240853,241468,222500,221457,211716,185000,206802,226250,215999,193067,207764,206997,196000,197000,196716,187029,184800,180100,176800,161500,160300,167100,186500,142400,167194,171444,148097,161052,181090,190228,186042.81,198459.65,184187,182664,215171
210,Sweden,3102,Nutrient nitrogen N (total),5510,Production,tonnes,178325,175554,169363,151081,175208,173043,171355,180149,170862,188166,193512,200601,196235,164270,163154,126255,156400,176041,132000,87000,98000,103000,123000,107000,103000,94000,99000,103000,64100,62900,57113,59226,53224,79600,79281,0,0,0,0,0,0,0,0,0,0,0,0,0
211,Switzerland,3102,Nutrient nitrogen N (total),5157,Agricultural Use,tonnes,41500,37900,44300,50600,55000,63500,64500,65600,62900,60200,67400,70700,71900,71100,72600,71600,70300,63400,63000,64000,63000,63000,65000,62000,60000,59000,53000,48371,55359,40542,43182,45864,53275,53171,48587,52896,51055,50829,46548,39348.52,48830.35,49155.33,49731.16,52560.98,48560.43,44549.56,38148.05,43129.04
211,Switzerland,3102,Nutrient nitrogen N (total),5510,Production,tonnes,26400,29400,29400,31500,31300,32000,35100,32800,32500,30700,33500,34100,39600,35400,32000,33200,30200,26700,23000,21000,21165,14000,22000,13000,19000,18000,18000,15000,13846.153846153846,12692.307692307691,11538.461538461539,10384.615384615385,9230.76923076923,8076.923076923076,6923.076923076924,5769.2307692307695,4615.384615384615,3461.538461538461,2307.6923076923085,1153.8461538461524,0,0,0,0,0,0,0,0
212,Syrian Arab Republic,3102,Nutrient nitrogen N (total),5157,Agricultural Use,tonnes,33255,37671,48198,51939,62135,65760,79190,79781,83102,95924,119046,118867,136150,143624,158400,160604,153565,184809,158700,161600,193400,217095,236295,227400,236815,218393,250458,236000,194762,221594,241249,226386,266418,275613,263117,270207,210362,119175,132969,111714.11,25128.47,28950.08,2392.63,17759.01,7479.89,5408.25,24881.97,23980.51
212,Syrian Arab Republic,3102,Nutrient nitrogen N (total),5510,Production,tonnes,9465,12500,26000,22048,24180,24960,20800,12624,36896,80016,104200,113440,119437,104053,34500,81268,108092,139000,15000,60700,56900,83400,48700,71300,68700,113212,103900,82000,150301,154520,131190,112497,129192,133478,140547,141927,134610,145820,154100,77550,23760,23760,0,0,0,0,0,0
213,Turkmenistan,3102,Nutrient nitrogen N (total),5157,Agricultural Use,tonnes,,,,,,,,,,,,,,,,,,,,69600,104800,102600,105000,110000,110000,56947.52,59895.04,105196.48,60000,113240.67,136128.32,126243.83,165989.93,232805.64,243911.62,293711.72,331223.04,334957.02,339940.63,339998.68,354372.76,388163.73,484868.47,402684.26,409577.75,381441,419105.93,287939.15
213,Turkmenistan,3102,Nutrient nitrogen N (total),5510,Production,tonnes,,,,,,,,,,,,,,,,,,,,69600,104800,102600,105000,110000,110000,57000,60000,60000,60000,84000,79400,80200,165900,239100,250000,300000,335000,340000,340000,340000,283000,383000,485000,481200,510000,507000,610800,610800
214,"China, Taiwan Province of",3102,Nutrient nitrogen N (total),5157,Agricultural Use,tonnes,215829,215829,215829,215829,215829,215829,215829,215829,215829,215829,215829,215829,215829,215829,215829,215829,215829,215829,215829,215829,215829,215829,215829,215829,215829,215829,215829,215829,215829,215829,186325,199948,186582,186966,184172,169260,168812,171046.2,164560.37,166808.97,161180.14,157796.89,152879.41,154736.78,146160.07,143709.23,135143.28,142654.78
214,"China, Taiwan Province of",3102,Nutrient nitrogen N (total),5510,Production,tonnes,94754,94754,94754,94754,94754,94754,94754,94754,94754,94754,94754,94754,94754,94754,94754,94754,94754,94754,94754,94754,94754,94754,94754,94754,94754,94754,94754,94754,94754,94754,66920,110728,111560,103567,104259,95817,93528,105327.42,99641.01,105147.42,99792,93261.63,75682.32,85017.01,124571.37,122429.89,133207.62,68976.18
215,United Republic of Tanzania,3102,Nutrient nitrogen N (total),5157,Agricultural Use,tonnes,11133,13944,14891,13337,16031,12900,23000,22800,17500,23200,15463,23500,25926,26150,31931,26684,28400,33100,33644,33147,26300,25400,15000,20175,24943,19324,12535,14135,6660,22192,26590,34469,33530,39222,41448,43426,66942,66380,67717,56531,108181.66,84009.94,76515.98,107567.09,106012.11,141758.26,141509.48,171354.77
215,United Republic of Tanzania,3102,Nutrient nitrogen N (total),5510,Production,tonnes,1768,3770,4209,4047,5199,4400,7700,6100,8300,700,4966,8200,6487,7249,2601,739,4100,3425,2918,2785.3636363636365,2652.727272727273,2520.090909090909,2387.4545454545455,2254.818181818182,2122.181818181818,1989.5454545454545,1856.909090909091,1724.2727272727273,1591.6363636363637,1459,1326.3636363636365,1193.7272727272727,1061.090909090909,928.4545454545455,795.818181818182,663.181818181818,530.5454545454545,397.909090909091,265.2727272727275,132.6363636363635,0,0,0,0,0,0,0,0
216,Thailand,3102,Nutrient nitrogen N (total),5157,Agricultural Use,tonnes,60212,79845,78852,136300,160100,153500,140115,133194,151140,178000,250000,247600,265200,345900,376700,439720,498000,576517,525800,600200,769000,740000,728000,810752,784000,905000,1070028,924000,977136,1082695.07,1258556.93,1160649.23,1053555.63,1072427.88,1251920.22,1197529.42,1497437.1,1607075.87,1589221.18,1619915.2,1644860.62,1543450.79,1265953.58,1481566.39,1726741.59,1515920.78,1263195.69,1471553.06
216,Thailand,3102,Nutrient nitrogen N (total),5510,Production,tonnes,7358,6722,4298,6852,8900,3500,6263.157894736842,9026.315789473683,11789.473684210527,14552.631578947368,17315.78947368421,20078.947368421053,22842.105263157893,25605.263157894737,28368.421052631576,31131.57894736842,33894.73684210527,36657.89473684211,39421.05263157895,42184.21052631579,44947.36842105263,47710.52631578947,50473.68421052631,53236.84210526315,56000,79000,70400,83000,93000,108000,108972,130875,110982,137200,137000,137000,137000,137000,100000,110000,106700,106500,108800,113600,147000,138600,138600,138600
217,Togo,3102,Nutrient nitrogen N (total),5157,Agricultural Use,tonnes,260,809,847,948,350,762,1600,893,839,995,1211,2600,3700,4000,4300,5197,6500,5000,5487,5946,4741,5168,5870,8085,6010,6600,8500,8964,9200,5876.49,6585.03,4419.56,591.2,0,0,0,0,9227.34,13311.68,6860.84,9292.79,1734.4,975.34,12345.13,4270.16,20706.03,3501.9,3501.9
217,Togo,3102,Nutrient nitrogen N (total),5510,Production,tonnes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
219,Tonga,3102,Nutrient nitrogen N (total),5157,Agricultural Use,tonnes,63,63,63,63,63,63,63,63,63,63,86,100,100,94.11764705882354,88.23529411764706,82.35294117647058,76.47058823529412,70.58823529411765,64.70588235294117,58.82352941176471,52.94117647058824,47.05882352941176,41.17647058823529,35.294117647058826,29.411764705882348,23.529411764705884,17.64705882352942,11.764705882352942,5.882352941176478,0,0,0,0,0,0,107.29,107.29,9.56,7.2,53.98,72.58,45.96,55.57,92.49,113.19,63.57,85.21,84.14
