# File: FAO_For_Exp_m3_USD_FORESTAT.csv
# Title: FAO historical forests export qunatity and export value
# Units: Export Quantity in m3; Export Value in 1000 US$
# Source: FAOSTAT (domain:FO FAO.udpate:2021-03-01)
# Date of last update: 2022-07-18
# Column types: cicicinnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnn
# ----------
countries,country codes,item,item codes,element,element codes,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Spain,203,Sawnwood,1872,Export Value,5922,746,870,699,2107,511,836,856,1446,1233,2225,2518,3347,3963,7305,6098,7275,12616,9815,14578,26149,21994,24773,17516,20528,17300,17040,22040,25340,28110,43043,39000,23800,17704,16719,20765,38121,52488,29837,30959,48082,48654,60114,53125,45687,49589,65925,80951,79962,63683,66708,64221,55430,56426,73530,65813,76996,96580,103443,83279
Spain,203,Veneer sheets,1634,Export Quantity,5916,300,300,600,3600,5800,7400,9500,8500,8400,8800,14500,13400,8700,9300,16300,14900,16500,19900,20000,30000,22000,19000,16000,19000,12800,12800,12800,12800,19000,23500,23500,18527,23724,27000,40000,30500,25000,26000,30000,36458,46000,47000,44000,41000,46000,37000,39000,48272,39299,37413,39157,43755,42165,37270,34285,38991,40934,38791,40125
Spain,203,Veneer sheets,1634,Export Value,5922,231,161,163,309,446,567,756,676,657,1010,1519,1711,2433,3183,4152,3772,4602,6536,7600,14805,9535,6903,5964,8245,8240,8240,8240,8240,19000,24618,24618,26060,30805,31383,39244,36410,44640,41930,46256,57370,63535,67192,79163,85957,94753,112836,129557,125999,95925,89355,100391,89160,84259,78328,65698,73865,84811,87489,90391
Spain,203,Wood pulp,1875,Export Quantity,5910,3000,2400,3400,2800,2900,1200,0,29600,19400,20700,14900,16100,46800,51200,54000,65900,83200,122100,122300,190900,189300,177000,343000,311000,341200,439200,521100,553400,543700,513900,597000,592125,592124,717000,643100,659500,745600,714000,646000,809494,805119,724000,854000,971000,939297,994654,1126122,899714,873592,896554,1139881,1172855,1183599,1037800,665814,907408,967441,934530,932991
Spain,203,Wood pulp,1875,Export Value,5922,103,92,170,159,100,99,0,4227,3094,3671,2724,2977,10850,21845,17166,20599,22307,30193,41078,79699,76159,65605,108983,125155,108941,139891,284646,302040,300300,337189,389000,298044,135078,295401,514812,294149,284166,278207,264960,451127,380208,293543,380395,493848,528278,565872,696936,702538,516843,790554,988636,879781,933525,756396,376323,420445,529212,598553,474370
Spain,203,Wood-based panels,1873,Export Quantity,5916,5500,4700,5200,8100,9400,7922,12876,33421,22928,25938,50513,82512,73645,52019,58522,85734,163700,225700,281100,434900,454600,368500,375900,276500,313400,283000,230000,203800,192000,268600,356400,404851,665227,542500,533000,615600,604500,906764,792066,1011951,923360,1471000,1250000,1531000,1433000,1237000,1697000,2185956,2042545,1981499,2085546,1857324,1798913,1890770,2025509,1847037,1992959,1970293,1942381
Spain,203,Wood-based panels,1873,Export Value,5922,1010,719,691,1116,1156,1175,1706,4239,3819,5127,9590,15074,19794,18955,14455,19102,29077,36380,57578,87592,83837,72588,72364,61066,63827,63200,52000,49450,57000,117738,148342,135723,162769,184033,212186,234698,196867,231552,200268,234866,237604,304282,384165,523462,569336,655048,887815,759581,626745,595184,708028,633403,669272,717095,677446,692162,792767,880469,809712
Sri Lanka,38,Sawnwood,1872,Export Quantity,5916,100,,,,,,200,,300,100,100,100,100,100,300,700,700,700,700,700,700,,,,,,0,,,,,2671,1303,908,900,900,692,576,400,576,400,89,174,1012,1012,223,371,2172,2109,880,1499,778,254,1453,2682,3242,12917,17553,19813
Sri Lanka,38,Sawnwood,1872,Export Value,5922,4,,,0,0,,5,,23,8,8,8,8,8,34,178,235,235,235,670,670,,,,,,0,,,,,989,827,679,219,219,298,238,179,238,179,66,97,304,304,148,268,1678,2441,903,1107,1907,273,1069,2008,1516,4282,5925,5740
Sri Lanka,38,Veneer sheets,1634,Export Quantity,5916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,3,46,46,46,4,0,0,0,100,100,100,100,100,25,161,120,4,28,101,101,101,423,96,27,6,4,0
Sri Lanka,38,Veneer sheets,1634,Export Value,5922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,6,29,29,29,2,0,0,0,26,26,26,26,26,48,44,47,13,41,314,314,314,105,110,67,18,7,1
Sri Lanka,38,Wood pulp,1875,Export Quantity,5910,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,0,0,0,0,0,0,0,0,40,40,40,40,121,121,628,157,239,239,222,55,19,23,23,23
Sri Lanka,38,Wood pulp,1875,Export Value,5922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,13,13,13,13,74,74,343,132,255,255,248,68,55,71,71,71
Sri Lanka,38,Wood-based panels,1873,Export Quantity,5916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,76,225,704,704,706,6,6,6,6,2794,55255,96889,96889,25348,45932,149953,34477,62417,76981,78314,80314,137824,77851,72988,72565,58732,37416
Sri Lanka,38,Wood-based panels,1873,Export Value,5922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,17,146,282,282,285,4,4,4,4,189,7060,18995,18995,4087,17310,28947,11104,22038,29329,31741,30899,50104,16850,16348,17289,14299,9371
Sudan,276,Sawnwood,1872,Export Quantity,5916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,17,17,2896,4207,8828,6243,945
Sudan,276,Sawnwood,1872,Export Value,5922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,8,8,1363,1826,5291,3517,604
Sudan,276,Veneer sheets,1634,Export Quantity,5916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
Sudan,276,Veneer sheets,1634,Export Value,5922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
Sudan,276,Wood-based panels,1873,Export Quantity,5916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,0,1,0
Sudan,276,Wood-based panels,1873,Export Value,5922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,1,0
Sudan (former),206,Sawnwood,1872,Export Quantity,5916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,176,0,0,0,0,0,0,0,1530,1414,1397,1397,175,37,304,1402,2250,17,,,,,,,,
Sudan (former),206,Sawnwood,1872,Export Value,5922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,68,0,0,0,0,0,0,0,167,380,377,377,137,23,220,593,678,8,,,,,,,,
Sudan (former),206,Veneer sheets,1634,Export Quantity,5916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,0,0,0,0,0,8,8,8,9,9,9,9,9,,,,,,,,,
Sudan (former),206,Veneer sheets,1634,Export Value,5922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,0,0,0,0,0,15,15,15,12,12,12,12,12,,,,,,,,,
Sudan (former),206,Wood pulp,1875,Export Quantity,5910,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,25,586,586,586,586,586,586,525,,,,,,,,,
Sudan (former),206,Wood pulp,1875,Export Value,5922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,15,235,235,235,235,235,235,370,,,,,,,,,
Sudan (former),206,Wood-based panels,1873,Export Quantity,5916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,25,25,25,39,0,0,0,0,0,0,0,0,0,0,19,19,19,,,,,,,,,
Sudan (former),206,Wood-based panels,1873,Export Value,5922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,10,10,10,28,0,0,0,0,0,0,0,0,0,0,16,16,16,,,,,,,,,
Suriname,207,Sawnwood,1872,Export Quantity,5916,2400,3200,3300,4700,5300,6700,7300,4900,6100,5800,4700,6100,10800,8000,9800,6300,4700,7400,19300,15700,10300,16600,7700,5800,5300,3000,1100,800,1000,200,300,415,716,506,2300,3000,6800,5000,4000,7000,8000,8300,7700,5000,4700,6200,8439,6912,4272,5413,6240,11251,18453,21100,19894,25596,16211,16647,21412
Suriname,207,Sawnwood,1872,Export Value,5922,186,241,239,322,502,639,845,650,662,740,618,748,1488,1317,1356,950,1018,1664,4422,3680,2445,4772,1803,1454,1182,784,616,228,356,49,103,154,230,160,669,790,1700,1300,822,1812,2286,2137,1895,1404,1411,1936,2086,1908,1352,1914,2102,3648,6156,6802,6425,7960,4996,5242,4589
Suriname,207,Veneer sheets,1634,Export Quantity,5916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Suriname,207,Veneer sheets,1634,Export Value,5922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Suriname,207,Wood-based panels,1873,Export Quantity,5916,29000,30100,36300,37500,31600,31100,28200,24100,31400,23300,21500,23800,28200,22500,21400,23600,16200,16900,17300,17900,18200,15600,11900,8500,5000,4100,3600,4700,3400,1900,1100,1039,729,2729,3100,5700,4900,3000,2000,1000,400,109,133,116,4,127,0,0,30,17,11,24,29,27,49,15,30,26,28
Suriname,207,Wood-based panels,1873,Export Value,5922,2643,2721,3338,3343,2980,2754,2765,2804,3488,2851,2950,3506,4783,4424,4157,4933,4180,4469,5381,5946,6445,5434,3529,2624,1417,1254,1296,3076,1096,635,379,597,360,1231,1570,1826,1932,1200,709,188,80,47,57,54,2,45,0,0,23,5,10,15,21,7,44,7,16,13,32
Swaziland,209,Sawnwood,1872,Export Quantity,5916,20700,17100,17100,10200,10200,10200,40300,33700,46400,61700,75100,63500,89600,89600,87200,87800,88300,91300,112900,96800,89400,76400,76400,76400,76400,76400,45100,57600,77400,96800,96800,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143,14772,20678,19958,20814,12564,23350,77320,84360,103160,154669
Swaziland,209,Sawnwood,1872,Export Value,5922,862,718,718,431,429,429,1574,1205,1723,2512,3231,2406,5157,5157,6114,5447,5102,6352,10439,12612,11440,8536,8536,8536,8536,8536,5039,6436,11714,11527,11527,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158,17010,24537,26258,25177,24679,28520,42402,50661,56658,56549
Swaziland,209,Veneer sheets,1634,Export Quantity,5916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,20,0,1,57,57,34,34,19,8,46
Swaziland,209,Veneer sheets,1634,Export Value,5922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,15,0,0,43,43,11,5,10,10,14
Swaziland,209,Wood pulp,1875,Export Quantity,5910,,,,,,,,90000,84000,98000,100000,125000,136000,136000,90000,180000,123000,150000,161000,156000,156700,126000,126000,178000,174000,174000,174000,174000,154400,154400,154400,154400,193400,193400,107000,210000,210000,210000,210000,210000,210000,197700,156300,182900,156300,159300,173600,147400,101349,14505,0,0,0,0,0,0,0,0,772
Swaziland,209,Wood pulp,1875,Export Value,5922,,,,,,,,9875,10000,13384,13394,14269,22831,22831,17000,34389,24687,31192,33971,47353,53267,42928,42928,70000,69000,69000,69000,69000,61376,61376,61376,61376,59665,59665,33000,60000,60000,60000,60000,60000,60000,64208,56129,69105,64472,62556,97142,68089,44271,8479,0,0,0,0,0,0,0,0,584
Swaziland,209,Wood-based panels,1873,Export Quantity,5916,0,0,,,200,200,200,700,2100,3600,3300,3200,3200,3200,1200,1400,1400,1400,3000,3100,4500,8000,8000,8000,8000,8000,8000,8000,3000,3000,3000,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,466,14,11,6600,29000,38208,38001,40159,38003,33678
Swaziland,209,Wood-based panels,1873,Export Value,5922,0,0,,0,55,390,390,251,312,556,560,428,545,545,608,699,699,699,1091,958,1610,2087,2087,2087,2087,2087,2087,2087,1613,1613,1613,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,34,8,11,859,4586,5083,4032,4711,4973,4724
Sweden,210,Sawnwood,1872,Export Quantity,5916,4610400,4655600,4878100,5622000,5297400,5011900,5557800,6395800,6816500,6904500,7486700,8450400,9407900,7416600,5313400,6679300,6141500,6870200,7000900,5914500,5638500,7498600,8487600,8049600,7897900,7766700,7499100,6819200,7037000,6251900,6945000,8258000,10067000,10466000,10339000,11649000,10922000,10996100,11082000,11048000,10993110,11286699,11011475,11258842,11898000,13217000,11347000,12005967,12271000,11371082,11679625,11861850,11511042,12140740,12832332,13015301,13008295,12323169,12633499
Sweden,210,Sawnwood,1872,Export Value,5922,200550,192345,203295,250542,259853,242827,253113,284270,318129,345063,393301,475108,733216,938544,631392,832804,845086,972674,1196484,1287649,1035557,1092877,1210514,1188458,1064781,1275492,1170914,1526792,1623703,1869557,1731040,1933918,1843340,2372107,2574748,2522726,2515737,2198944,2150629,2113348,1864624,2114284,2506303,2762237,2847084,3411366,3963740,3419537,3044048,3312668,3480707,3272317,3285826,3446535,2991447,2909739,3072296,3263573,3023226
Sweden,210,Veneer sheets,1634,Export Quantity,5916,4000,3400,3000,2400,2000,1900,2600,2000,2400,3400,2900,3300,4300,3700,3600,4000,3700,3700,5100,4200,3700,3900,4700,5300,5300,6600,7300,8600,7400,6500,4000,7189,8534,10600,12000,12000,12000,14200,15000,15084,13580,17953,21590,44799,52000,49000,30000,22243,18255,20590,20564,19401,19615,20540,17922,18016,17974,42579,44080
Sweden,210,Veneer sheets,1634,Export Value,5922,1809,1630,1513,1258,1052,1125,1255,1258,1597,2277,2036,2877,4114,4657,4087,4708,4334,4607,6324,7877,6577,5931,5940,6854,7519,7799,10655,12809,12026,13667,13677,14951,13152,16719,21345,21181,18879,19174,19680,16667,15659,19378,25583,42558,42943,43688,38710,34361,20750,21552,25278,22588,22969,23240,16811,17260,17346,21889,20846
Sweden,210,Wood pulp,1875,Export Quantity,5910,786200,701900,749300,841600,814100,793800,748300,3602000,3685700,3761500,3328400,3702200,4765000,4632200,3238700,3287400,3219500,3872300,3518700,3051700,2886400,2485000,3087400,3271200,3038300,2958700,3065400,3111400,2913400,2767700,2777000,2816833,2865471,2837000,2560000,2678000,2871000,2878400,2969000,3072797,3041040,3378299,3426207,3546315,3535000,3354000,3504000,3583612,3332000,3242725,3151351,3333272,3434792,3454006,3483542,3250986,3322313,3641313,4242065
Sweden,210,Wood pulp,1875,Export Value,5922,88714,75167,78949,94966,93174,85952,84872,428970,469407,567679,543632,590576,871574,1295482,1312971,1248230,1076768,1144054,1335864,1422015,1337061,1020680,1086125,1348391,1103743,1211400,1619492,1848581,2039832,1921401,1565408,1453416,1115568,1313245,1998151,1409255,1423079,1292034,1342946,1883997,1502407,1457670,1662716,1990959,1890017,1934147,2373088,2689537,1953363,2629439,2763536,2489241,2587917,2646289,2372609,2030516,2182021,2799993,2676569
Sweden,210,Wood-based panels,1873,Export Quantity,5916,451500,459700,459500,481500,442600,565700,635600,648900,655400,667600,685300,767400,893200,825600,712800,860800,910200,964300,931000,585700,602600,589400,617600,609900,563600,476200,453200,394400,370700,310800,266000,212852,241947,294000,353100,411000,403000,564000,473000,250000,213000,224000,142000,138000,139000,241616,292920,308772,240267,202014,194388,190753,177890,191530,142468,163373,182278,179753,153931
Sweden,210,Wood-based panels,1873,Export Value,5922,36901,37339,38018,41042,39041,36811,40330,40388,41713,45434,51094,65202,90090,99315,92637,109076,114476,127235,196433,148134,143647,111321,110618,97375,93583,110167,126790,117076,110458,91852,65926,63262,55589,74261,104619,114852,139018,287013,230385,96450,54280,47584,39302,38582,37929,214954,247913,247677,180807,180858,180307,165314,160648,136268,101851,99900,111495,113789,110623
Switzerland,211,Sawnwood,1872,Export Quantity,5916,7500,5200,7700,10600,14800,22000,54400,138800,48100,44600,47100,61200,131200,145700,86300,171100,168100,92800,125100,150000,90000,91000,93000,113000,104300,95000,98200,104100,111100,120000,145000,173634,159000,150000,131000,127000,192000,175000,172000,192770,162480,196645,199000,197738,220012,252081,346917,446142,468522,465996,219511,205890,194238,199259,191612,207778,223224,218469,223125
Switzerland,211,Sawnwood,1872,Export Value,5922,324,285,311,420,620,876,1915,4636,1662,1541,1924,2839,10256,14520,8726,18164,20372,11481,21755,27105,14602,13334,12672,13339,11943,15384,18317,19569,20789,26465,33504,41581,36416,38210,39348,34612,42846,42119,37119,34918,28354,31834,37551,41421,45248,56046,85516,109425,94033,104785,58950,50207,49083,50640,41662,42212,48537,52249,53230
Switzerland,211,Veneer sheets,1634,Export Quantity,5916,4200,3400,3300,4700,5600,6200,6700,6800,7800,6400,5900,5700,5900,4300,4600,5900,7100,6000,6300,6100,6000,5000,6000,6000,6000,5000,6000,7000,8000,9000,8000,9350,10708,8000,8000,7000,10000,13000,12000,12990,10080,8527,8000,6741,5840,5811,4845,3426,2395,3239,3310,3123,2726,2920,2267,1937,2119,2074,858
Switzerland,211,Veneer sheets,1634,Export Value,5922,4770,3993,3859,4856,6224,6821,7550,7822,8151,6850,7350,7374,9175,8540,8728,10811,13604,15468,18228,18574,14802,11549,13190,13329,13451,16632,16794,19541,21152,26916,23851,28394,28224,27153,41379,35360,39620,39600,43312,39392,25919,22030,21151,23137,20735,20359,18772,14176,9607,12774,13778,10873,8738,9953,8312,6291,6905,6646,4226
Switzerland,211,Wood pulp,1875,Export Quantity,5910,6600,5700,5100,3300,2200,2800,1800,10800,14600,17500,9400,9300,15500,16300,10200,9900,18352,14200,34100,27400,25000,29000,42000,50000,50000,58000,61000,62000,53000,55000,68000,111266,80496,89400,78000,94400,120000,123139,121220,135360,134810,134227,112580,111849,111687,102627,107779,90298,23802,10558,8216,595,714,256,4478,69,76,147,41
Switzerland,211,Wood pulp,1875,Export Value,5922,500,473,431,278,190,232,138,1515,2164,3009,1881,2046,3524,5555,4938,4575,7036,5476,14719,14768,13651,13494,16945,22464,19301,27734,38458,44035,40113,39747,37363,64315,36855,46710,64849,49332,55587,55455,55727,76480,58309,58329,60658,75877,85834,80077,109876,103032,15610,4995,3373,647,652,127,935,0,102,204,101
Switzerland,211,Wood-based panels,1873,Export Quantity,5916,1700,1900,1800,4900,6800,4148,9190,15422,25233,32548,35943,26744,19288,43013,94823,159000,215100,211600,311100,271000,224000,204000,231000,269000,304000,326000,359000,435000,398000,422000,425000,512796,521809,485000,429000,460000,474000,500000,383000,661140,666500,656559,793000,871011,827161,791447,774023,563476,725804,715239,674126,684324,644223,613899,597095,599571,567351,544286,502688
Switzerland,211,Wood-based panels,1873,Export Value,5922,278,347,330,447,709,431,780,1198,1836,2562,2973,2670,3111,6216,11990,22519,34641,43004,51867,56353,42403,39338,40966,42606,45557,66861,83678,99730,95483,110501,108045,138331,135526,121069,138339,134665,138272,156620,99796,177651,163401,190841,235423,290815,286193,291418,352948,313512,203727,290906,318400,315204,332842,329520,288704,311817,315376,304946,271834
Syrian Arab Republic,212,Sawnwood,1872,Export Quantity,5916,300,200,100,200,100,300,300,2800,1500,6100,9400,3400,3400,3400,5300,9300,18600,24600,25600,18600,26600,,,,,,0,,,,,513,,136,136,0,175,172,100,100,100,58,231,1766,1766,98,351,3752,159,70,58,37,171,52,8,0,0,66,16
Syrian Arab Republic,212,Sawnwood,1872,Export Value,5922,63,10,1,4,15,3,3,32,17,337,564,153,598,99,768,682,1667,1749,1825,1331,1916,,,,,,0,,,,,197,,48,48,0,46,45,21,20,20,61,407,439,439,196,895,2499,305,34,84,18,145,34,4,0,0,9,3
Syrian Arab Republic,212,Veneer sheets,1634,Export Quantity,5916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,27,0,0,36,0,0,0,0,0,29,15,15,15,62,124,58,198,31,24,24,24,0,0,0,0,0
Syrian Arab Republic,212,Veneer sheets,1634,Export Value,5922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,,38,0,0,17,0,0,0,0,0,14,12,12,8,445,729,546,641,167,150,150,150,0,0,0,0,0
Syrian Arab Republic,212,Wood pulp,1875,Export Quantity,5910,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130,130,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,8,8,8,8,8,8,8
Syrian Arab Republic,212,Wood pulp,1875,Export Value,5922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83,48,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,28,28,28,28,28,28,28,28
Syrian Arab Republic,212,Wood-based panels,1873,Export Quantity,5916,100,,,100,400,600,1200,2000,100,,100,300,800,,,,,,,,,,,,,,0,,,,,2,144,144,144,1,111,110,108,208,14808,1098,1258,1293,1293,963,730,174,757,468,599,562,258,176,175,176,177,158,51
Syrian Arab Republic,212,Wood-based panels,1873,Export Value,5922,37,0,0,23,81,78,167,316,15,,27,34,102,,,,,,,,,,,,,,0,,,,,1,89,89,89,1,66,65,73,140,546,224,219,254,254,169,219,245,807,715,913,433,197,152,151,151,151,107,38
Tajikistan,208,Sawnwood,1872,Export Quantity,5916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,30,0,8,0,21,0,0,0,62
Tajikistan,208,Sawnwood,1872,Export Value,5922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0,2,0,10,0,0,0,22
Tajikistan,208,Veneer sheets,1634,Export Quantity,5916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Tajikistan,208,Veneer sheets,1634,Export Value,5922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Tajikistan,208,Wood pulp,1875,Export Quantity,5910,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Tajikistan,208,Wood pulp,1875,Export Value,5922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Tajikistan,208,Wood-based panels,1873,Export Quantity,5916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,0,0,0,0,0,0,0,10
Tajikistan,208,Wood-based panels,1873,Export Value,5922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,0,0,0,0,0,3
Thailand,216,Sawnwood,1872,Export Quantity,5916,122900,93700,96100,110900,85400,67200,43400,34600,37700,37900,62200,57500,92700,63000,74900,101300,52400,16300,6900,1500,700,1400,600,2200,11200,29100,49000,92700,80000,47300,56400,99627,62373,61700,54400,45300,79500,59000,174100,311000,400000,1561697,1974000,1698090,1953988,1296568,975794,1143341,1366881,1546865,1724739,1642986,1937334,2275184,3476571,4394985,4861404,4481968,3620129
Thailand,216,Sawnwood,1872,Export Value,5922,13768,9644,8925,10514,8450,8995,6827,6202,6924,6845,7606,8502,19959,19959,27913,26851,31283,12784,5866,375,249,351,138,638,10321,21431,25967,47058,58715,46196,51450,52421,55938,71225,87665,76765,73868,11564,37552,55276,53865,165775,148522,403643,204250,270150,291441,318449,339005,548766,323080,379995,888933,931435,1053336,1351231,1540431,1430596,1050039
Thailand,216,Veneer sheets,1634,Export Quantity,5916,100,100,39,26,,,,,,,,500,3700,,4100,7200,7700,11800,8400,6800,6000,6000,7000,10200,7300,5800,11000,5800,7800,5000,3900,3595,3326,4000,2300,2100,2300,3000,3000,2000,2000,1853,2970,5746,3261,3745,5020,3565,1604,2792,4572,4075,6485,5712,10105,11712,33795,104186,122371
Thailand,216,Veneer sheets,1634,Export Value,5922,64,46,18,12,,,,,,,,141,5420,,5436,14405,14008,12839,14188,13160,12225,13058,16043,22295,18075,16493,15566,16020,17452,14734,12489,12166,10772,15018,10371,8831,12375,11522,11222,8406,8290,8196,8412,16703,15068,13772,13461,14383,2698,4982,4654,5257,4990,3783,3824,2772,4520,9754,10723
Thailand,216,Wood pulp,1875,Export Quantity,5910,,,,,,,,,,,,,,,,,,,,,,,,,,,,11900,27100,900,26100,25190,59094,56800,98900,131400,102600,214000,227000,250000,341000,191000,191000,191695,163331,178551,178551,126607,91929,58088,74873,39855,39855,140607,171719,162068,140576,145008,142199
Thailand,216,Wood pulp,1875,Export Value,5922,,,,,,,,,,,,,,,,,,,,,,,,,,,,8148,19711,782,11030,10901,12829,30618,76157,52451,45449,74594,109383,170925,127719,72228,72228,72423,77376,99544,99544,74756,40055,39466,49840,25035,25035,108764,124549,113305,115636,124846,98234
Thailand,216,Wood-based panels,1873,Export Quantity,5916,100,400,200,,,,,100,305,2605,12911,19737,28616,28616,11200,10900,9700,7600,8600,8200,11200,10400,13700,16900,20200,31900,79200,50500,9800,5600,15100,39104,190782,152800,184300,182700,249900,414000,673000,869000,1002100,1079424,1199239,1611959,2173421,2646792,2675894,2520855,2860784,3367540,3263322,3155554,3627891,4100869,4152464,4731323,5123238,5483640,5496372
Thailand,216,Wood-based panels,1873,Export Value,5922,12,47,28,0,0,,,11,49,179,763,1476,3267,3267,2026,2254,1950,1430,1613,1964,2219,2127,2637,3158,3364,6051,28786,19239,5882,2969,4705,11497,34508,30225,38863,37644,51510,63681,110467,110199,120365,143376,172205,252152,315575,381686,484072,513557,488724,642631,726348,692675,725201,836155,806824,835497,960440,989666,981812
The former Yugoslav Republic of Macedonia,154,Sawnwood,1872,Export Quantity,5916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58672,67200,63400,63400,24200,16100,17800,19195,14142,9848,8951,2015,1728,11910,10925,50384,9710,5873,8414,6079,5408,6753,5706,10718,5052,4021,6845
The former Yugoslav Republic of Macedonia,154,Sawnwood,1872,Export Value,5922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17193,21116,19293,19293,7709,5837,6010,4322,3017,2291,2716,435,458,3205,5848,3151,3586,1803,2857,2063,1486,1883,1478,2101,2061,1667,1517
The former Yugoslav Republic of Macedonia,154,Veneer sheets,1634,Export Quantity,5916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3700,4300,5100,5100,200,100,100,229,36,56,0,11,733,425,221,702,447,1998,454,815,1566,317,2021,2135,1800,1669,1197
The former Yugoslav Republic of Macedonia,154,Veneer sheets,1634,Export Value,5922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1543,1773,3237,3237,87,46,46,40,30,17,0,23,345,912,464,362,203,703,225,259,369,418,352,482,390,390,400
The former Yugoslav Republic of Macedonia,154,Wood pulp,1875,Export Quantity,5910,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,1,1,1,35,42,3,4,30,71,39,74,42,52
The former Yugoslav Republic of Macedonia,154,Wood pulp,1875,Export Value,5922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,2,0,1,4,4,3,60,61,6,5,38,75,79,96,71,87
