# File: FAO_For_Exp_m3_USD_FORESTAT.csv
# Title: FAO historical forests export qunatity and export value
# Units: Export Quantity in m3; Export Value in 1000 US$
# Source: FAOSTAT (domain:FO FAO.udpate:2021-03-01)
# Date of last update: 2022-07-18
# Column types: cicicinnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnn
# ----------
countries,country codes,item,item codes,element,element codes,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Ecuador,58,Veneer sheets,1634,Export Quantity,5916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6000,4500,8100,15000,131000,1300,1000,600,600,500,806,786,904,1652,1583,1856,2878,2165,2181,1940,902,206,281,224,142,153,1712,2486
Ecuador,58,Veneer sheets,1634,Export Value,5922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5643,5277,2412,6045,18251,1701,1620,1381,1346,989,1460,2120,2357,3928,4615,5709,8524,7003,7663,7857,4246,775,825,802,482,358,4425,6325
Ecuador,58,Wood pulp,1875,Export Quantity,5910,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,520,421,0,0,0,0,0,0,0,0,0,0,260,260,260,260,260,260,159,159,139,60,1,1,129,104,280,90
Ecuador,58,Wood pulp,1875,Export Value,5922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,208,149,0,0,0,0,0,0,0,0,0,0,159,159,159,159,159,159,141,141,99,27,1,1,101,86,216,84
Ecuador,58,Wood-based panels,1873,Export Quantity,5916,,,,900,1900,4300,4400,2400,2900,1500,1300,2400,400,2300,1500,10400,10500,15900,20200,70100,54300,55600,11600,11600,12300,17700,52800,24000,31900,42500,40700,32112,28042,78775,75500,74600,65400,38200,41400,92000,98000,125550,254861,215173,222661,220414,229577,229108,288296,262187,245657,285954,284340,318178,323161,343816,301750,380456,309677
Ecuador,58,Wood-based panels,1873,Export Value,5922,,,,183,392,774,661,415,498,232,266,533,83,805,450,3320,3400,5744,7278,23256,23170,24488,4125,2757,3127,4945,19437,8866,7546,9984,11237,9859,8917,19630,29321,30599,38843,10869,12814,31155,30421,33307,76645,74281,78407,107320,102464,87630,99608,96892,94731,115624,117776,126630,128297,135827,120873,160794,181312
Egypt,59,Sawnwood,1872,Export Quantity,5916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,41,839,2000,1600,200,1000,2100,200,0,110,1427,405,497,1424,977,1060,1244,1152,4954,952,866,1030,54,988,11238,11955,854
Egypt,59,Sawnwood,1872,Export Value,5922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,10,150,539,381,176,268,256,96,0,8,366,115,110,808,418,674,625,529,2074,408,352,200,60,482,7208,9550,225
Egypt,59,Veneer sheets,1634,Export Quantity,5916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,52,540,0,0,0,0,0,0,9800,3300,141,286,244,240,229,266,141,111,93,372,164,253,184,264,1384,932,738
Egypt,59,Veneer sheets,1634,Export Value,5922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,38,306,0,0,0,0,0,0,13708,3732,241,196,319,176,245,284,108,99,146,204,140,312,245,425,729,671,688
Egypt,59,Wood pulp,1875,Export Quantity,5910,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,632,680,183,135,34,33,33,21,41,271,351
Egypt,59,Wood pulp,1875,Export Value,5922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174,213,152,113,22,22,22,11,83,569,572
Egypt,59,Wood-based panels,1873,Export Quantity,5916,200,,,,100,,100,300,3200,6200,300,,,,,,,,,,,,,,,,0,,,,,4117,5091,7320,8500,7100,3500,0,0,0,0,434,497,962,2215,708,1764,4215,4340,11041,30581,24737,14598,19357,6557,17671,9474,11784,11630
Egypt,59,Wood-based panels,1873,Export Value,5922,3,,0,0,7,,4,8,147,334,16,,,,,,,,,,,,,,,,0,,,,,1071,1038,2940,3355,3036,788,0,0,0,0,111,129,594,562,385,1019,1826,1692,6310,15979,10960,7265,13842,3052,8399,4405,5199,4040
El Salvador,60,Sawnwood,1872,Export Quantity,5916,,,2100,4100,2000,3900,1900,2300,,,,,,,,,,,,,,,,,,,,,,,,12,428,428,0,0,0,0,0,0,2000,2200,59,393,351,423,647,380,301,170,170,642,392,371,256,158,445,96,108
El Salvador,60,Sawnwood,1872,Export Value,5922,0,0,83,78,36,80,40,50,,,,,,,,,,,,,,,,,,,,,,,,2,86,86,0,0,0,0,0,0,769,998,78,133,61,113,182,239,181,81,82,170,156,210,182,98,244,58,44
El Salvador,60,Veneer sheets,1634,Export Quantity,5916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,16,16,16,16,16,16,16,0,0,0,0,0,0
El Salvador,60,Veneer sheets,1634,Export Value,5922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,53,53,53,53,53,53,53,0,0,1,0,0,0
El Salvador,60,Wood pulp,1875,Export Quantity,5910,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67,724,724,724,616,618,618,618,618,618,625,43,46,1,546,546,0
El Salvador,60,Wood pulp,1875,Export Value,5922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,236,236,236,195,196,196,196,196,196,215,42,42,1,388,388,0
El Salvador,60,Wood-based panels,1873,Export Quantity,5916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,274,0,0,0,0,0,0,0,0,0,0,114,452,452,398,229,162,292,259,444,84,84,26,185,98,139,118,45
El Salvador,60,Wood-based panels,1873,Export Value,5922,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,41,0,0,0,0,0,0,0,0,0,0,45,112,112,125,90,73,117,100,234,136,73,39,137,111,145,111,44
Equatorial Guinea,61,Sawnwood,1872,Export Quantity,5916,13000,17000,13000,10000,8000,14000,12000,6000,,,,400,600,600,600,600,600,600,600,300,100,1900,6000,5000,3100,6500,6500,9100,10000,10000,5400,8000,4800,4300,3800,3800,3800,700,1400,2000,2000,2000,2000,5970,5970,5970,5970,597,1800,2766,3685,1863,638,816,1946,3877,3003,6129,12941
Equatorial Guinea,61,Sawnwood,1872,Export Value,5922,490,360,300,250,200,300,280,130,,,,100,16,25,40,60,85,86,88,48,17,367,1068,860,292,627,627,1556,1800,1800,1956,3030,1610,785,976,976,976,288,577,762,762,762,762,1815,1815,1815,1815,784,1727,2229,2950,2319,638,554,1450,2727,1536,3937,10242
Equatorial Guinea,61,Veneer sheets,1634,Export Quantity,5916,,,,,,,,,,,,,,,,,,,,,,,,5600,3500,5200,5200,4400,7300,9500,5900,5561,7500,8400,9300,9300,9300,12700,11300,11300,15100,16200,14600,22000,23600,17300,20300,22600,6900,8734,2695,5645,6767,5071,4719,7490,6955,11016,13509
Equatorial Guinea,61,Veneer sheets,1634,Export Value,5922,,,,,,,,,,,,,,,,,,,,,,,,560,346,781,781,849,1500,1900,1626,2061,3324,1453,2284,2284,2284,8436,7984,6290,8295,10014,11705,20013,21648,21375,25257,25222,5924,12269,4311,12789,13876,12324,8037,9553,8158,10970,12216
Equatorial Guinea,61,Wood-based panels,1873,Export Quantity,5916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,320,320,320,320,320,321,24,24,24,114,643,2215,3036,2312,1,1
Equatorial Guinea,61,Wood-based panels,1873,Export Value,5922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105,105,105,105,105,108,33,33,33,154,884,1985,2187,1697,3,3
Eritrea,178,Sawnwood,1872,Export Quantity,5916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,193,193,425,425,425,425,295,295,79,79,79,87,87,0,0,0,0,0
Eritrea,178,Sawnwood,1872,Export Value,5922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,40,110,110,110,110,107,107,52,52,52,70,70,0,0,0,0,0
Eritrea,178,Veneer sheets,1634,Export Quantity,5916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,0,0,0,0,0
Eritrea,178,Veneer sheets,1634,Export Value,5922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,12,0,0,0,0,0
Eritrea,178,Wood pulp,1875,Export Quantity,5910,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,436,436,436,436,436,436,436,436,436,436,436,436,166,166,166,166
Eritrea,178,Wood pulp,1875,Export Value,5922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175,175,175,175,175,175,175,175,175,175,175,175,102,102,102,102
Eritrea,178,Wood-based panels,1873,Export Quantity,5916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84,84,84,237,84,84,84
Eritrea,178,Wood-based panels,1873,Export Value,5922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,27,27,68,27,27,27
Estonia,63,Sawnwood,1872,Export Quantity,5916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41844,146800,336500,295600,506200,638000,747000,899513,1069650,1085660,1247500,1209328,1029509,1137360,970013,708568,565714,597717,753749,740756,754479,804542,851304,913148,909246,1097572,1170430,1126591
Estonia,63,Sawnwood,1872,Export Value,5922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5269,12865,39287,47036,75612,88203,114229,159579,144586,138657,179602,221798,221927,243608,234259,245719,196451,166593,239119,247458,237417,263942,283931,267779,267841,334167,376430,335239
Estonia,63,Veneer sheets,1634,Export Quantity,5916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,1000,1200,2900,5800,7100,9700,11914,8160,20110,13820,17502,18100,19237,12366,19204,15332,18628,27951,29308,36379,75156,85738,93526,84187,68339,78181,56924
Estonia,63,Veneer sheets,1634,Export Value,5922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,289,416,1086,1465,1650,3624,8889,6754,13661,15452,22061,22998,28668,25541,30823,29773,34690,39925,37398,40469,50979,53383,45577,44905,47146,54873,43734
Estonia,63,Wood pulp,1875,Export Quantity,5910,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,251,581,11000,6000,0,2000,2700,0,120,0,0,0,0,0,51344,126378,125385,133934,132832,143702,146396,138016,173408,173795,193110,182946,177023,186326
Estonia,63,Wood pulp,1875,Export Value,5922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91,199,3793,3793,0,178,801,0,63,0,0,0,0,0,24907,82253,86930,65738,88504,90220,84716,84285,101725,89658,95371,101362,115063,102229
Estonia,63,Wood-based panels,1873,Export Quantity,5916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22247,131096,170000,245900,309500,351500,388000,369217,428130,402800,371490,271518,289705,293514,308842,305581,269602,177713,248644,265281,266290,284825,294472,268123,254179,284093,298599,326793
Estonia,63,Wood-based panels,1873,Export Value,5922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4502,16300,26515,46135,53439,52309,56656,49960,44733,51564,50627,60520,75999,79745,90548,122130,108041,67252,100008,119333,110426,115311,108958,91836,93832,119828,149786,172736
Ethiopia,238,Sawnwood,1872,Export Quantity,5916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147,3127,1200,200,0,0,0,0,0,0,0,0,0,0,7306,12066,12066,12066,12066,25340,4834,2716,102,397,96,338,50
Ethiopia,238,Sawnwood,1872,Export Value,5922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,404,200,35,0,0,0,0,0,0,0,0,0,0,2218,3031,3031,3031,3031,3483,3164,3395,91,159,71,470,10
Ethiopia,238,Veneer sheets,1634,Export Quantity,5916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72,753,753,0,73,146,231,0
Ethiopia,238,Veneer sheets,1634,Export Value,5922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,130,130,0,9,20,41,0
Ethiopia,238,Wood pulp,1875,Export Quantity,5910,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,3,3,3
Ethiopia,238,Wood pulp,1875,Export Value,5922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1
Ethiopia,238,Wood-based panels,1873,Export Quantity,5916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118,124,124,124,14,0,197,3,4,3,113,31
Ethiopia,238,Wood-based panels,1873,Export Value,5922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,86,86,86,19,0,94,1,6,1,39,9
Ethiopia PDR,62,Sawnwood,1872,Export Quantity,5916,2500,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,126,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ethiopia PDR,62,Sawnwood,1872,Export Value,5922,201,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,43,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ethiopia PDR,62,Wood-based panels,1873,Export Quantity,5916,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ethiopia PDR,62,Wood-based panels,1873,Export Value,5922,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Falkland Islands (Malvinas),65,Sawnwood,1872,Export Quantity,5916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,0,0,0,0,0
Falkland Islands (Malvinas),65,Sawnwood,1872,Export Value,5922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0
Falkland Islands (Malvinas),65,Veneer sheets,1634,Export Quantity,5916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
Falkland Islands (Malvinas),65,Veneer sheets,1634,Export Value,5922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
Falkland Islands (Malvinas),65,Wood-based panels,1873,Export Quantity,5916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Falkland Islands (Malvinas),65,Wood-based panels,1873,Export Value,5922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Faroe Islands,64,Sawnwood,1872,Export Quantity,5916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,2,0,0,0,8
Faroe Islands,64,Sawnwood,1872,Export Value,5922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,0,0,0,0,2
Faroe Islands,64,Veneer sheets,1634,Export Quantity,5916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
Faroe Islands,64,Veneer sheets,1634,Export Value,5922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
Faroe Islands,64,Wood pulp,1875,Export Quantity,5910,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Faroe Islands,64,Wood pulp,1875,Export Value,5922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Faroe Islands,64,Wood-based panels,1873,Export Quantity,5916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,5,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,6,278,0,51,37
Faroe Islands,64,Wood-based panels,1873,Export Value,5922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,12,39,0,36,27
Fiji,66,Sawnwood,1872,Export Quantity,5916,1700,3100,2600,3100,3800,6600,3900,3800,1300,3300,3500,2700,2900,3200,4600,8400,8700,9000,7400,12700,3900,6300,6600,11100,8600,6400,2900,12100,31800,14200,87300,25215,13102,29900,26500,16200,17000,30000,17000,27000,11000,7630,17843,22047,20094,13768,13003,16526,14630,19843,23423,13521,15301,21257,15568,16094,4016,7362,9554
Fiji,66,Sawnwood,1872,Export Value,5922,110,199,172,213,314,482,285,292,94,265,354,255,326,397,803,1456,1537,1657,1953,3454,1127,1763,1660,3063,2180,1947,1176,2705,7959,3600,22000,4349,5257,8808,8165,4859,7217,7499,6025,9314,3950,6850,7317,7729,14451,14039,14931,19218,11344,20936,16361,16883,19215,20783,16191,13429,4250,5653,6986
Fiji,66,Veneer sheets,1634,Export Quantity,5916,,,,,,,,,,400,1300,1000,1000,1000,7900,7000,7000,7000,8000,7000,10800,9500,12800,13800,14300,2400,2800,900,5200,3800,3000,4274,3800,4600,4800,6000,9700,5000,3000,2000,2000,1029,92,113,314,261,164,424,1064,601,122,208,109,214,138,312,151,57,33
Fiji,66,Veneer sheets,1634,Export Value,5922,,,,,,,,,,58,258,263,269,269,725,706,706,706,1039,980,1939,1891,2145,2658,2417,2060,2420,514,2916,2128,1600,2278,2350,2955,3162,3945,3308,3414,1621,1400,1431,1384,167,107,479,464,391,1023,575,900,263,294,169,287,280,389,69,35,23
Fiji,66,Wood pulp,1875,Export Quantity,5910,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1
Fiji,66,Wood pulp,1875,Export Value,5922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,3,3,3,3,3,0,0,0,3,3,3
Fiji,66,Wood-based panels,1873,Export Quantity,5916,,,,,,,,,,,100,100,100,100,100,100,100,100,,,400,1000,400,700,1900,1900,1900,1900,2200,600,2500,8274,1200,2200,8300,2900,1900,5000,4000,4000,4000,7788,6579,6343,1867,2057,2062,3950,826,2145,2184,3533,1366,2580,1103,1713,1615,193,638
Fiji,66,Wood-based panels,1873,Export Value,5922,,,,,,,,,,,18,24,25,25,40,22,22,22,,,316,684,334,477,1108,1108,1108,1108,1446,1446,1446,3669,887,1539,2126,2111,1378,2903,2170,2146,2427,7088,3973,3172,1509,1385,1623,1932,914,1859,1931,1522,891,2484,1160,1385,1145,108,605
Finland,67,Sawnwood,1872,Export Quantity,5916,5188200,4743600,4591500,4676700,4123300,3789500,3481000,3962600,4477400,4702000,4785200,4911300,5256000,4324000,2857000,3850000,4355000,5470000,6638000,6939000,5411000,4600000,4932100,4821000,4898300,4555300,4894000,5052000,4555000,4176300,4266500,4653000,6220000,7207000,7377000,7036000,7535000,8226900,8292000,8430945,8135249,8186950,8168512,8226324,7663408,7727756,7080700,5991910,5108621,5838119,6114842,6450783,7153815,7481010,7880855,8679498,9376784,8701355,8969920
Finland,67,Sawnwood,1872,Export Value,5922,198591,174629,175100,195093,194308,175542,150681,162682,197867,219967,236753,252891,379412,573693,327876,444006,593637,707834,1003851,1162521,915062,657510,704364,718538,649165,730260,941047,1030016,1006801,1168744,1017157,1033011,1087883,1553865,1756718,1473990,1668477,1552819,1508357,1434414,1268689,1362733,1652654,1766296,1616426,1825189,2246120,1697697,1240621,1557484,1645647,1596600,1892550,2045902,1723711,1814956,2046421,2166338,1937076
Finland,67,Veneer sheets,1634,Export Quantity,5916,1000,1100,1100,1600,2300,2600,2400,2800,2700,2600,4700,4200,5000,9000,7000,8000,9000,9000,13000,16000,13000,14000,16000,16000,16400,18600,21000,21000,25000,24700,23400,20000,40000,68000,61000,60000,77000,84400,80000,90000,96865,75386,78342,77008,71202,77536,73282,62450,43821,47144,47223,45958,46613,46930,51618,57156,58433,67754,79674
Finland,67,Veneer sheets,1634,Export Value,5922,717,519,495,714,1154,1394,1006,1022,1076,956,1309,1330,1525,2803,2582,2884,3932,4776,7014,9417,7057,7503,7238,6978,6643,9003,11134,12082,14160,15796,14666,16726,17472,29746,35875,32311,35059,39485,39545,39118,39910,36307,46966,53401,51832,55503,58765,56905,32526,32942,34638,27495,29625,30597,28432,31187,32797,40632,52690
Finland,67,Wood pulp,1875,Export Quantity,5910,341700,351500,380500,421800,391900,341300,345800,2224100,2216600,2056900,1506900,1610600,1659900,1330300,943500,1083372,1180600,1531200,1865300,1938800,1685000,1458000,1572000,1561000,1534100,1468800,1599000,1680000,1653000,1460700,1349900,1323404,1455957,1492500,1302000,1542000,1751000,1634600,1882000,1681249,1698545,2114481,2384984,2358802,2036796,2761445,2551642,2224871,1457536,2158736,2475167,2710392,3073492,3004941,3136303,3506084,3655111,4044950,4518365
Finland,67,Wood pulp,1875,Export Value,5922,38767,40236,42003,51121,52408,43823,44194,239687,256614,290042,226356,243136,294476,347632,377204,405284,394433,440192,706585,922855,820908,635971,582813,683888,546238,616925,878721,1084626,1210089,996713,677425,649067,511929,842545,840699,747769,801558,705608,806250,969733,763411,851873,1075690,1173225,1025919,1543742,1660665,1554255,780339,1626725,1913092,1740785,2070927,2121035,1990169,1944119,2204755,3093122,2654336
Finland,67,Wood-based panels,1873,Export Quantity,5916,520600,554300,579900,642800,656100,736800,788300,899300,983600,1010500,1011500,1163200,1291800,882200,717500,750732,674700,887200,957800,1025200,977000,843300,751800,738700,715000,774200,776600,790400,808900,754200,527400,490697,802000,901000,960000,1096000,1122000,1089200,1195000,1291000,1311695,1424592,1453329,1550321,1484804,1545092,1470207,1224792,774044,969454,999637,929160,990537,1066180,1048291,1005442,1107975,1084848,985881
Finland,67,Wood-based panels,1873,Export Value,5922,55607,59022,64491,74213,79769,81217,88232,95579,115004,122806,129374,158666,214474,204330,149874,194337,209065,262967,347735,427066,372049,317305,286224,279921,254818,333089,426759,455275,469137,582479,414993,387512,424363,521510,633471,604997,599085,612708,587976,559144,539836,584969,693786,804168,824447,899167,999124,953839,503900,580664,671424,608467,669013,740789,620707,593217,663583,690137,590591
France,68,Sawnwood,1872,Export Quantity,5916,1178300,1063400,979400,964700,844600,767400,687800,689100,667600,790600,860800,888500,1112000,824600,684700,1178000,971800,923600,827000,788000,745800,761100,761000,856000,886000,904000,944000,1034000,1207000,1190500,1090000,1014000,1044400,1069000,1168300,1237300,1139000,1062900,1248000,1385591,1316556,1414417,1385956,1377203,1468720,1560761,1451899,1211723,1012804,1009760,841978,923477,1084724,1127597,1295742,1463305,1480372,1429992,1472847
France,68,Sawnwood,1872,Export Value,5922,45813,44156,42879,44640,39462,34833,31578,31573,31482,39933,50018,62272,100876,116543,99839,133944,163169,203701,194452,193524,150505,132463,128680,140270,144552,189083,236692,267829,295960,378215,346664,327490,291611,347957,384492,357627,355771,305566,300585,297445,272178,281482,325636,374540,387144,458610,482826,445167,323068,314956,302396,272564,301282,346053,334333,386441,428633,458814,420483
France,68,Veneer sheets,1634,Export Quantity,5916,35600,29800,31500,29000,31600,28600,26700,26900,27300,32400,29300,31600,40300,34100,28600,35000,31400,34500,35000,38600,36700,34300,34700,35400,35400,35400,29300,29300,47600,60900,51000,50986,49200,58500,54500,68000,62000,69400,62000,77299,72463,71916,56029,38654,36713,36644,33480,28041,17983,22357,20439,41435,47317,69080,74645,91512,91276,103102,97930
France,68,Veneer sheets,1634,Export Value,5922,21055,20177,19425,19316,21192,20029,18781,19621,20668,23724,23135,25000,40050,40551,36800,44430,40000,68245,72294,82609,59775,47505,48000,48900,48900,48900,67793,67793,110100,127000,86826,93831,80882,100642,116506,106402,116402,117613,110927,110047,101904,98611,103230,101229,97448,98842,115713,103836,57485,68622,72359,61011,61392,69788,66235,75557,80142,98945,80491
France,68,Wood pulp,1875,Export Quantity,5910,1600,800,300,100,200,100,200,153700,144700,165900,107000,143400,249700,173600,76200,158700,158000,176800,215100,187200,152500,166600,213600,241200,305300,339400,397700,424900,357600,379000,405300,420092,418000,472300,421000,365000,518200,450600,384490,392195,502632,542088,552959,577806,464536,533286,606129,580229,417386,581920,712615,555959,481831,535658,586754,599917,582043,509620,565771
France,68,Wood pulp,1875,Export Value,5922,251,136,24,15,24,7,30,19429,21179,27504,19304,25600,47742,56050,31832,55365,55797,58304,94517,99447,75375,76487,80399,91553,115302,155325,227741,235565,250038,264432,214881,227061,163103,234932,342192,165505,243120,224611,199695,235314,205349,204844,226147,256185,243149,281031,363992,386924,228498,385247,493236,478224,431275,439055,412271,394241,417830,450691,421559
France,68,Wood-based panels,1873,Export Quantity,5916,121900,116100,129300,162200,199100,218562,207571,212358,215413,303932,338934,460830,632809,606544,524862,596283,636800,636409,708200,669500,662100,595300,553900,613000,581700,577600,633000,761600,935900,997800,1224900,1259800,1027400,1330500,1654500,1886200,2013300,2045500,2254600,2192028,2223242,2641800,2857738,2948790,3468259,3967572,3451575,2710758,2028927,2445940,2406791,2882964,2994047,3045752,3067658,2940133,2783137,2856503,2818306
France,68,Wood-based panels,1873,Export Value,5922,14967,13566,15444,18027,20249,18813,19044,19915,21799,32454,40302,57030,87785,109988,95523,109383,133700,150948,183165,209627,183339,144893,138880,145700,122027,120955,190052,177963,247777,307840,355197,406252,354103,449612,586485,614838,592212,622604,624274,582895,540974,582324,732417,887702,986239,1142668,1332344,1241368,765287,833124,945632,958392,982643,1055545,920928,901812,890548,957797,879916
French Guiana,69,Sawnwood,1872,Export Quantity,5916,3600,2000,2000,1300,1900,3000,3200,4100,3400,4100,2200,1300,2300,3200,7500,6000,4500,3000,1000,1000,5700,8100,11700,11700,13448,7025,10022,4800,1768,4238,4238,5051,2196,3700,3908,3908,3908,3908,3908,3908,3908,3908,3908,3908,3908,7156,7013,6968,5788,4735,4094,4354,3650,5620,5620,5620,5620,5620,5620
French Guiana,69,Sawnwood,1872,Export Value,5922,217,124,90,72,83,140,137,170,246,300,130,100,200,200,261,450,500,450,194,194,1327,1700,1830,1830,2849,2173,3660,1847,538,1711,1711,1450,750,1218,1609,1609,1609,1609,1609,1609,1609,1609,1609,1609,1609,3234,3478,3777,3380,3050,3033,3226,2704,4164,4164,4164,4164,4164,4164
French Guiana,69,Veneer sheets,1634,Export Quantity,5916,,,,,,,2700,6300,5200,500,,,,,,,,,,,,,,,,,0,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
