# File: Mapping_SUA_PrimaryEquivalent.csv
# Title: Mapping of SUA items to primary products by level of nestings
# Units: NA
# Description: The mapping is constructed for aggregating items across supply chain in primary equivalent.
# There are 21 GCAM_commodity but 71 APE_comm (aggregated primary equivalent for 2010 onwards). 
# For each APE_comm nest levels souce and sink items are specified. 
# The mapping or processing is not one to one. For each level source and sink items shoud be viewed as an aggregate.
# Primary product (land based or primary meat) is indicated by source_primary. 
# In few cases output_specific_extraction_rate is specifies to prescale the data as the extraction rate for coproducts are not fixed.
# Sink item mapping to FAO FBS FBSH and CB items is provided in sink_FBS_item.
# GCAM_FBSH_CB_item is the mapping between GCAM_commodity and FBSH and CB
# GCAM_FBSH_CB_item is a unique set of sink_FBS_item and these items will be directly aggregated to GCAM_commodity for data before 2010
# To add in new GCAM commodity simply change GCAM_commodity
# However it requires that the new GCAM commodity should be independent in APE_comm and GCAM_FBSH_CB_item Eg Tomato Barley etc.
# extraction_rate_Q25 is 25 percent quantile value across regions and years
# When Q25asMin is TRUE (minimium is smaller than 0.5) extraction_rate_Q25 is used as min to avoid unrealistic scale of processed balance to primary equivalent. It is used in Get_GROSS_EXTRACTION_RATE.
# Need to make sure that when nest_level is not 0 Q25asMin extraction_rate_Q25 and extraction_rate_world2019 have values
# Jojoba seed Poppy seed and Oil castor beans did not have quality extraction rate so 1 was used here.
# Last update: 8-15-2022 (XZ)
# Column types: ccilccncnnl
# ----------
GCAM_commodity,APE_comm,nest_level,source_primary,source_item,sink_item,output_specific_extraction_rate,sink_FBS_item,extraction_rate_Q25,extraction_rate_world2019,Q25asMin
Rice,Rice,1,TRUE,"Rice, paddy","Rice, husked",,Rice and products,0.729998701,0.745755411,FALSE
Rice,Rice,1,TRUE,"Rice, paddy","Bran, rice",,Rice and products,0.729998701,0.745755411,FALSE
Rice,Rice,2,FALSE,"Rice, husked","Rice, milled/husked",,Rice and products,0.850005939,0.900653718,FALSE
Rice,Rice,3,FALSE,"Rice, milled","Rice, broken",,Rice and products,0.969999272,0.981589176,TRUE
Rice,Rice,4,FALSE,"Rice, broken","Flour, rice",,Rice and products,0.397122047,0.277035807,TRUE
Rice,Rice,4,FALSE,"Rice, broken","Starch, rice",,Rice and products,0.397122047,0.277035807,TRUE
Rice,Rice,4,FALSE,"Rice, broken","Gluten, rice",,Rice and products,0.397122047,0.277035807,TRUE
Rice,Rice,5,FALSE,"Bran, rice","Oil, rice bran",,Ricebran Oil and products,0.912379877,0.933843219,FALSE
Rice,Rice,5,FALSE,"Bran, rice","Cake, rice bran",,Estimated,0.912379877,0.933843219,FALSE
Corn,Corn,1,TRUE,Maize,"Flour, maize",,Maize and products (including white maize),0.888833647,0.918793595,FALSE
Corn,Corn,1,TRUE,Maize,"Germ, maize",,Maize and products (including white maize),0.888833647,0.918793595,FALSE
Corn,Corn,1,TRUE,Maize,"Bran, maize",,Maize and products (including white maize),0.888833647,0.918793595,FALSE
Corn,Corn,2,FALSE,"Flour, maize","Starch, maize",,Maize and products (including white maize),0.908000215,0.896879812,TRUE
Corn,Corn,2,FALSE,"Flour, maize","Gluten, maize",,Maize and products (including white maize),0.908000215,0.896879812,TRUE
Corn,Corn,3,FALSE,"Bran, maize","Feed and meal, gluten",,Maize and products (including white maize),1,1.058352856,FALSE
Corn,Corn,3,FALSE,"Gluten, maize","Feed and meal, gluten",,Maize and products (including white maize),1,1.058352856,FALSE
Corn,Corn,4,FALSE,"Germ, maize","Oil, maize",,Maize Germ Oil and products,0.881612035,0.938040357,TRUE
Corn,Corn,4,FALSE,"Germ, maize","Cake, maize",,Estimated,0.881612035,0.938040357,TRUE
OtherGrain,Barley,1,TRUE,Barley,"Barley, pot",,Barley and products,0.776986262,0.755403899,TRUE
OtherGrain,Barley,1,TRUE,Barley,"Bran, barley",,Barley and products,0.776986262,0.755403899,TRUE
OtherGrain,Barley,1,TRUE,Barley,Malt,,Barley and products,0.776986262,0.755403899,TRUE
OtherGrain,Barley,2,FALSE,"Barley, pot","Barley, pearled",,Barley and products,0.9203936,0.896950677,TRUE
OtherGrain,Barley,2,FALSE,"Barley, pot","Flour, barley and grits",,Barley and products,0.9203936,0.896950677,TRUE
OtherGrain,Barley,3,FALSE,Malt,Beer of barley,,Barley and products,6,8.09720345,FALSE
OtherGrain,Barley,3,FALSE,Malt,Malt extract,,Barley and products,6,8.09720345,FALSE
OtherGrain,Millet,1,TRUE,Millet,"Flour, millet",,Millet and products,0.900046664,0.937459232,FALSE
OtherGrain,Millet,1,TRUE,Millet,"Bran, millet",,Millet and products,0.900046664,0.937459232,FALSE
OtherGrain,Rye,1,TRUE,Rye,"Flour, rye",,Rye and products,0.832489814,0.874079778,TRUE
OtherGrain,Rye,1,TRUE,Rye,"Bran, rye",,Rye and products,0.832489814,0.874079778,TRUE
OtherGrain,Oats,1,TRUE,Oats,Oats rolled,,Oats and products,0.679656244,0.761934386,TRUE
OtherGrain,Oats,1,TRUE,Oats,"Bran, oats",,Oats and products,0.679656244,0.761934386,TRUE
OtherGrain,Sorghum,1,TRUE,Sorghum,"Flour, sorghum",,Sorghum and products,0.930002898,0.84623475,FALSE
OtherGrain,Sorghum,1,TRUE,Sorghum,"Bran, sorghum",,Sorghum and products,0.930002898,0.84623475,FALSE
OtherGrain,CerealsNES,0,TRUE,Quinoa,Quinoa,,"Cereals, Other and products",,,
OtherGrain,CerealsNES,0,TRUE,Canary seed,Canary seed,,"Cereals, Other and products",,,
OtherGrain,CerealsNES,1,TRUE,Buckwheat,"Flour, buckwheat",,"Cereals, Other and products",0.875070881,0.951067665,FALSE
OtherGrain,CerealsNES,1,TRUE,Buckwheat,"Bran, buckwheat",,"Cereals, Other and products",0.875070881,0.951067665,FALSE
OtherGrain,CerealsNES,2,TRUE,Fonio,"Flour, fonio",,"Cereals, Other and products",0.918882346,0.919164351,FALSE
OtherGrain,CerealsNES,2,TRUE,Fonio,"Bran, fonio",,"Cereals, Other and products",0.918882346,0.919164351,FALSE
OtherGrain,CerealsNES,3,TRUE,Triticale,"Flour, triticale",,"Cereals, Other and products",0.919885057,0.967297604,FALSE
OtherGrain,CerealsNES,3,TRUE,Triticale,"Bran, triticale",,"Cereals, Other and products",0.919885057,0.967297604,FALSE
OtherGrain,CerealsNES,4,TRUE,"Grain, mixed","Flour, mixed grain",,"Cereals, Other and products",0.760321865,0.633760079,FALSE
OtherGrain,CerealsNES,4,TRUE,"Grain, mixed","Bran, mixed grains",,"Cereals, Other and products",0.760321865,0.633760079,FALSE
OtherGrain,CerealsNES,5,TRUE,Cereals nes,"Flour, cereals",,"Cereals, Other and products",1.068507066,1.289136893,FALSE
OtherGrain,CerealsNES,5,TRUE,Cereals nes,"Bran, cereals nes",,"Cereals, Other and products",1.068507066,1.289136893,FALSE
OtherGrain,CerealsNES,5,TRUE,Cereals nes,Cereal preparations nes,,"Cereals, Other and products",1.068507066,1.289136893,FALSE
Soybean,Soybean,1,TRUE,Soybeans,"Oil, soybean",,Soyabean Oil and products,0.938210713,1.001923596,TRUE
Soybean,Soybean,1,TRUE,Soybeans,"Cake, soybeans",,Soyabean Cake,0.938210713,1.001923596,TRUE
Soybean,Soybean,1,TRUE,Soybeans,Soya sauce,,Soyabeans and products,0.938210713,1.001923596,TRUE
Soybean,Soybean,1,TRUE,Soybeans,Soya paste,,Soyabeans and products,0.938210713,1.001923596,TRUE
Soybean,Soybean,1,TRUE,Soybeans,Soya curd,,Soyabeans and products,0.938210713,1.001923596,TRUE
OilPalm,OilPalm,1,TRUE,Oil palm fruit,"Oil, palm",,Palm Oil and products,0.229783485,0.266953101,TRUE
OilPalm,OilPalm,1,TRUE,Oil palm fruit,Palm kernels,,Palm kernels and products,0.229783485,0.266953101,TRUE
OilPalm,OilPalm,2,FALSE,Palm kernels,"Oil, palm kernel",,Palmkernel Oil and products,0.931997389,0.998701612,TRUE
OilPalm,OilPalm,2,FALSE,Palm kernels,"Cake, palm kernel",,Palmkernel Cake,0.931997389,0.998701612,TRUE
OilCrop,Sunflower seed,1,TRUE,Sunflower seed,"Oil, sunflower",,Sunflower seed and products,0.83448627,0.882079224,TRUE
OilCrop,Sunflower seed,1,TRUE,Sunflower seed,"Cake, sunflower",,Sunflowerseed Cake,0.83448627,0.882079224,TRUE
OilCrop,Rapeseed,1,TRUE,Rapeseed,"Oil, rapeseed",,Rape and Mustard Oil and products,0.921894704,0.964325659,FALSE
OilCrop,Rapeseed,1,TRUE,Rapeseed,"Cake, rapeseed",,Rape and Mustard Cake,0.921894704,0.964325659,FALSE
OilCrop,Mustard seed,1,TRUE,Mustard seed,"Oil, mustard",,Rape and Mustard Oil and products,0.772188199,0.906606832,FALSE
OilCrop,Mustard seed,1,TRUE,Mustard seed,"Flour, mustard",,Rape and Mustard Oil and products,0.772188199,0.906606832,FALSE
OilCrop,Mustard seed,1,TRUE,Mustard seed,"Cake, mustard",,Rape and Mustard Cake,0.772188199,0.906606832,FALSE
OilCrop,Coconuts,1,TRUE,Coconuts,Copra,,Coconuts (including copra) and products,0.199996942,0.250353462,TRUE
OilCrop,Coconuts,1,TRUE,Coconuts,"Coconuts, desiccated",,Coconuts (including copra) and products,0.199996942,0.250353462,TRUE
OilCrop,Coconuts,1,TRUE,Coconuts,Coir,,QCL,0.199996942,0.250353462,TRUE
OilCrop,Coconuts,2,FALSE,Copra,"Oil, coconut (copra)",,Coconut Oil and products,0.949594442,1.021711161,TRUE
OilCrop,Coconuts,2,FALSE,Copra,"Cake, copra",,Copra Cake,0.949594442,1.021711161,TRUE
OilCrop,Sesame seed,1,TRUE,Sesame seed,"Oil, sesame",,Sesameseed Oil and products,0.921607193,0.974784023,FALSE
OilCrop,Sesame seed,1,TRUE,Sesame seed,"Cake, sesame seed",,Sesameseed Cake,0.921607193,0.974784023,FALSE
OilCrop,Olives,1,TRUE,Olives,Olives preserved,,Olives (including preserved) and products,0.346509871,0.475683954,TRUE
OilCrop,Olives,1,TRUE,Olives,"Oil, olive, virgin",,Olive Oil and products,0.346509871,0.475683954,TRUE
OilCrop,Olives,1,TRUE,Olives,"Oil, olive residues",,Olive Oil and products,0.346509871,0.475683954,TRUE
OilCrop,Olives,1,TRUE,Olives,"Cake, olive residues",,Estimated,0.346509871,0.475683954,TRUE
OilCrop,Linseed,1,TRUE,Linseed,"Oil, linseed",,"Oilcrops, Other and products",0.917542006,0.956329598,TRUE
OilCrop,Linseed,1,TRUE,Linseed,"Cake, linseed",,Estimated,0.917542006,0.956329598,TRUE
OilCrop,Castor oil seed,1,TRUE,Castor oil seed,"Oil, castor beans",,"Oilcrops Oil, Other and products",0.4,0.43961813,TRUE
OilCrop,Castor oil seed,2,FALSE,"Oil, castor beans","Castor oil, hydrogenated (opal wax)",,"Oilcrops Oil, Other and products",1,1,FALSE
OilCrop,Tallowtree seed,1,TRUE,Tallowtree seed,Vegetable tallow,,"Oilcrops Oil, Other and products",0.15,0.15,TRUE
OilCrop,Karite nuts (sheanuts),1,TRUE,Karite nuts (sheanuts),Butter of karite nuts,,"Oilcrops Oil, Other and products",0.299163129,0.292599938,TRUE
OilCrop,Kapok fruit,1,TRUE,Kapok fruit,Kapokseed in shell,,"Oilcrops, Other and products",1.029837176,1.040012446,FALSE
OilCrop,Kapok fruit,1,TRUE,Kapok fruit,Kapok fibre,,QCL,1.029837176,1.040012446,FALSE
OilCrop,Kapok fruit,2,FALSE,Kapokseed in shell,Kapokseed shelled,,"Oilcrops, Other and products",0.659998607,0.659998455,FALSE
OilCrop,Kapok fruit,3,FALSE,Kapokseed shelled,"Oil, kapok",,"Oilcrops Oil, Other and products",0.749993466,0.792471231,FALSE
OilCrop,Kapok fruit,3,FALSE,Kapokseed shelled,"Cake, kapok",,Estimated,0.749993466,0.792471231,FALSE
OilCrop,OilCropNES,0,TRUE,Melonseed,Melonseed,,"Oilcrops, Other and products",,,
OilCrop,OilCropNES,1,TRUE,Safflower seed,"Oil, safflower",,"Oilcrops Oil, Other and products",0.710838072,0.84546635,TRUE
OilCrop,OilCropNES,1,TRUE,Safflower seed,"Cake, safflower",,Estimated,0.710838072,0.84546635,TRUE
OilCrop,OilCropNES,2,TRUE,Jojoba seed,"Oil, jojoba",,"Oilcrops Oil, Other and products",1,1,FALSE
OilCrop,OilCropNES,2,TRUE,Jojoba seed,"Cake, jojoba",,Estimated,1,1,FALSE
OilCrop,OilCropNES,3,TRUE,Poppy seed,"Oil, poppy",,"Oilcrops Oil, Other and products",1,1,FALSE
OilCrop,OilCropNES,3,TRUE,Poppy seed,"Cake, poppy",,Estimated,1,1,FALSE
OilCrop,OilCropNES,4,TRUE,Hempseed,"Oil, hempseed",,"Oilcrops Oil, Other and products",0.560643519,0.673878058,FALSE
OilCrop,OilCropNES,4,TRUE,Hempseed,"Cake, hempseed",,Estimated,0.560643519,0.673878058,FALSE
OilCrop,OilCropNES,5,TRUE,Oilseeds nes,"Oil, vegetable origin nes",,"Oilcrops Oil, Other and products",0.76104,2.60284622,TRUE
OilCrop,OilCropNES,5,TRUE,Oilseeds nes,"Cake, vegetable origin nes",,"Oilseed Cakes, Other",0.76104,2.60284622,TRUE
OilCrop,OilCropNES,5,TRUE,Oilseeds nes,"Flour, oilseeds",,"Oilcrops, Other and products",0.76104,2.60284622,TRUE
OilCrop,OilCropNES,6,TRUE,Tung nuts,"Oil, tung nuts",,"Oilcrops Oil, Other and products",0.174239784,0.170890194,TRUE
FiberCrop,Seed cotton,1,TRUE,Seed cotton,Cottonseed,,QCL,0.881238445,0.844809987,TRUE
FiberCrop,Seed cotton,1,TRUE,Seed cotton,Cotton lint,,QCL,0.881238445,0.844809987,TRUE
FiberCrop,Seed cotton,2,FALSE,Cottonseed,"Oil, cottonseed",,Cottonseed Oil and products,0.653978909,0.693275286,TRUE
FiberCrop,Seed cotton,2,FALSE,Cottonseed,"Cake, cottonseed",,Cottonseed Cake,0.653978909,0.693275286,TRUE
FiberCrop,Seed cotton,2,FALSE,Cottonseed,"Fiber, cottonseed",,Estimated,0.653978909,0.693275286,TRUE
FiberCrop,FiberCropNES,0,TRUE,Agave fibres nes,Agave fibres nes,,QCL,,,
FiberCrop,FiberCropNES,0,TRUE,"Bastfibres, other","Bastfibres, other",,QCL,,,
FiberCrop,FiberCropNES,0,TRUE,Fibre crops nes,Fibre crops nes,,QCL,,,
FiberCrop,FiberCropNES,0,TRUE,Flax fibre and tow,Flax fibre and tow,,QCL,,,
FiberCrop,FiberCropNES,0,TRUE,Hemp tow waste,Hemp tow waste,,QCL,,,
FiberCrop,FiberCropNES,0,TRUE,Jute,Jute,,QCL,,,
FiberCrop,FiberCropNES,0,TRUE,Manila fibre (abaca),Manila fibre (abaca),,QCL,,,
FiberCrop,FiberCropNES,0,TRUE,Ramie,Ramie,,QCL,,,
FiberCrop,FiberCropNES,0,TRUE,Sisal,Sisal,,QCL,,,
NutsSeeds,"Groundnuts, with shell",1,TRUE,"Groundnuts, with shell","Groundnuts, shelled",,Groundnuts (Shelled Eq) and products,0.699976399,0.69951945,TRUE
NutsSeeds,"Groundnuts, with shell",2,FALSE,"Groundnuts, shelled","Cake, groundnuts",,Groundnut Cake,0.925590681,0.824645889,TRUE
NutsSeeds,"Groundnuts, with shell",2,FALSE,"Groundnuts, shelled","Groundnuts, prepared",,Groundnuts (Shelled Eq) and products,0.925590681,0.824645889,TRUE
NutsSeeds,"Groundnuts, with shell",2,FALSE,"Groundnuts, shelled",Peanut butter,,Groundnuts (Shelled Eq) and products,0.925590681,0.824645889,TRUE
NutsSeeds,"Groundnuts, with shell",2,FALSE,"Groundnuts, shelled","Oil, groundnut",,Groundnut Oil and products,0.925590681,0.824645889,TRUE
NutsSeeds,NutsSeedsNES,0,TRUE,Chestnut,Chestnut,,Nuts and products,,,
NutsSeeds,NutsSeedsNES,0,TRUE,Areca nuts,Areca nuts,,Nuts and products,,,
NutsSeeds,NutsSeedsNES,0,TRUE,Kola nuts,Kola nuts,,Nuts and products,,,
NutsSeeds,NutsSeedsNES,1,TRUE,"Brazil nuts, with shell","Brazil nuts, shelled",,Nuts and products,0.54998659,0.549990383,FALSE
NutsSeeds,NutsSeedsNES,2,TRUE,"Walnuts, with shell","Walnuts, shelled",,Nuts and products,0.418449069,0.483226707,TRUE
NutsSeeds,NutsSeedsNES,3,TRUE,"Cashew nuts, with shell","Cashew nuts, shelled",,Nuts and products,0.249908103,0.297210095,TRUE
NutsSeeds,NutsSeedsNES,4,TRUE,"Almonds, with shell",Almonds shelled,,Nuts and products,0.494881028,0.535778845,TRUE
NutsSeeds,NutsSeedsNES,5,TRUE,"Hazelnuts, with shell","Hazelnuts, shelled",,Nuts and products,0.499196224,0.498477673,TRUE
NutsSeeds,NutsSeedsNES,6,FALSE,"Brazil nuts, shelled","Nuts, prepared (exc. groundnuts)",,Nuts and products,0.944971077,1.093836446,TRUE
NutsSeeds,NutsSeedsNES,6,FALSE,"Walnuts, shelled","Nuts, prepared (exc. groundnuts)",,Nuts and products,0.944971077,1.093836446,TRUE
NutsSeeds,NutsSeedsNES,6,FALSE,"Cashew nuts, shelled","Nuts, prepared (exc. groundnuts)",,Nuts and products,0.944971077,1.093836446,TRUE
NutsSeeds,NutsSeedsNES,6,TRUE,Nuts nes,"Nuts, prepared (exc. groundnuts)",,Nuts and products,0.944971077,1.093836446,TRUE
NutsSeeds,NutsSeedsNES,6,TRUE,Pistachios,"Nuts, prepared (exc. groundnuts)",,Nuts and products,0.944971077,1.093836446,TRUE
NutsSeeds,NutsSeedsNES,6,FALSE,Almonds shelled,"Nuts, prepared (exc. groundnuts)",,Nuts and products,0.944971077,1.093836446,TRUE
NutsSeeds,NutsSeedsNES,6,FALSE,"Hazelnuts, shelled","Nuts, prepared (exc. groundnuts)",,Nuts and products,0.944971077,1.093836446,TRUE
Legumes,Legumes,1,TRUE,"Beans, dry","Flour, pulses",,"Pulses, Other and products",0.949902399,0.955596546,FALSE
Legumes,Legumes,1,TRUE,"Peas, dry","Flour, pulses",,"Pulses, Other and products",0.949902399,0.955596546,FALSE
Legumes,Legumes,1,TRUE,"Broad beans, horse beans, dry","Flour, pulses",,"Pulses, Other and products",0.949902399,0.955596546,FALSE
Legumes,Legumes,1,TRUE,Chick peas,"Flour, pulses",,"Pulses, Other and products",0.949902399,0.955596546,FALSE
Legumes,Legumes,1,TRUE,Lentils,"Flour, pulses",,"Pulses, Other and products",0.949902399,0.955596546,FALSE
Legumes,Legumes,1,TRUE,"Cow peas, dry","Flour, pulses",,"Pulses, Other and products",0.949902399,0.955596546,FALSE
Legumes,Legumes,1,TRUE,Pigeon peas,"Bran, pulses",,"Pulses, Other and products",0.949902399,0.955596546,FALSE
Legumes,Legumes,1,TRUE,Bambara beans,"Bran, pulses",,"Pulses, Other and products",0.949902399,0.955596546,FALSE
Legumes,Legumes,1,TRUE,Vetches,"Bran, pulses",,"Pulses, Other and products",0.949902399,0.955596546,FALSE
Legumes,Legumes,1,TRUE,Lupins,"Bran, pulses",,"Pulses, Other and products",0.949902399,0.955596546,FALSE
Legumes,Legumes,1,TRUE,Pulses nes,"Bran, pulses",,"Pulses, Other and products",0.949902399,0.955596546,FALSE
RootTuber,Potatoes,1,TRUE,Potatoes,"Potatoes, frozen",,Potatoes and products,0.180310461,0.321982533,TRUE
RootTuber,Potatoes,1,TRUE,Potatoes,"Flour, potatoes",,Potatoes and products,0.180310461,0.321982533,TRUE
RootTuber,Potatoes,1,TRUE,Potatoes,"Starch, potatoes",,Potatoes and products,0.180310461,0.321982533,TRUE
RootTuber,Potatoes,1,TRUE,Potatoes,"Tapioca, potatoes",,Potatoes and products,0.180310461,0.321982533,TRUE
RootTuber,Cassava,1,TRUE,Cassava,Cassava dried,,Cassava and products,0.25,0.28767134,TRUE
RootTuber,Cassava,1,TRUE,Cassava,"Flour, cassava",,Cassava and products,0.25,0.28767134,TRUE
RootTuber,Cassava,1,TRUE,Cassava,"Starch, cassava",,Cassava and products,0.25,0.28767134,TRUE
RootTuber,Cassava,1,TRUE,Cassava,"Tapioca, cassava",,Cassava and products,0.25,0.28767134,TRUE
RootTuber,Sweet potatoes,0,TRUE,Sweet potatoes,Sweet potatoes,,Sweet potatoes and products,,,
RootTuber,Yams,0,TRUE,Yams,Yams,,Yams and products,,,
RootTuber,Roots and tubers nes,0,TRUE,Taro (cocoyam),Taro (cocoyam),,"Roots, Other and products",,,
RootTuber,Roots and tubers nes,0,TRUE,Yautia (cocoyam),Yautia (cocoyam),,"Roots, Other and products",,,
RootTuber,Roots and tubers nes,1,TRUE,Roots and tubers nes,Roots and tubers dried,,"Roots, Other and products",0.261715065,0.448975879,TRUE
RootTuber,Roots and tubers nes,1,TRUE,Roots and tubers nes,"Flour, roots and tubers nes",,"Roots, Other and products",0.261715065,0.448975879,TRUE
SugarCrop,SugarCrop,1,TRUE,Sugar cane,Sugar non-centrifugal,,Sugar non-centrifugal and products,0.147197243,0.166534583,TRUE
SugarCrop,SugarCrop,1,TRUE,Sugar cane,Sugar Raw Centrifugal,,Sugar (Raw Equivalent) and products,0.147197243,0.166534583,TRUE
SugarCrop,SugarCrop,1,TRUE,Sugar cane,Molasses,,"Sweeteners, Other and products",0.147197243,0.166534583,TRUE
SugarCrop,SugarCrop,1,TRUE,Sugar beet,Sugar non-centrifugal,,Sugar non-centrifugal and products,0.147197243,0.166534583,TRUE
SugarCrop,SugarCrop,1,TRUE,Sugar beet,Sugar Raw Centrifugal,,Sugar (Raw Equivalent) and products,0.147197243,0.166534583,TRUE
SugarCrop,SugarCrop,1,TRUE,Sugar beet,Molasses,,"Sweeteners, Other and products",0.147197243,0.166534583,TRUE
SugarCrop,SugarCrop,1,TRUE,Sugar crops nes,Sugar non-centrifugal,,Sugar non-centrifugal and products,0.147197243,0.166534583,TRUE
SugarCrop,SugarCrop,1,TRUE,Sugar crops nes,Sugar Raw Centrifugal,,Sugar (Raw Equivalent) and products,0.147197243,0.166534583,TRUE
SugarCrop,SugarCrop,1,TRUE,Sugar crops nes,Molasses,,"Sweeteners, Other and products",0.147197243,0.166534583,TRUE
SugarCrop,SugarCrop,2,FALSE,Sugar Raw Centrifugal,Sugar refined,,Sugar (Raw Equivalent) and products,0.919999956,0.922708303,FALSE
SugarCrop,SugarCrop,3,FALSE,Sugar refined,Sugar confectionery,,Sugar (Raw Equivalent) and products,0.399504543,0.397100961,TRUE
SugarCrop,SugarCrop,3,FALSE,Sugar refined,Sugar nes,,"Sweeteners, Other and products",0.399504543,0.397100961,TRUE
Vegetables,Tomatoes,1,TRUE,Tomatoes,"Juice, tomato",,Tomatoes and products,0.311226649,0.365140358,TRUE
Vegetables,Tomatoes,1,TRUE,Tomatoes,"Tomatoes, paste",,Tomatoes and products,0.311226649,0.365140358,TRUE
Vegetables,Tomatoes,1,TRUE,Tomatoes,"Tomatoes, peeled",,Tomatoes and products,0.311226649,0.365140358,TRUE
Vegetables,"Maize, green",1,TRUE,"Maize, green",Sweet corn frozen,,"Vegetables, Other and products",0.4,0.3817711,TRUE
Vegetables,"Maize, green",1,TRUE,"Maize, green",Sweet corn prep or preserved,,"Vegetables, Other and products",0.4,0.3817711,TRUE
Vegetables,Mushrooms and truffles,1,TRUE,Mushrooms and truffles,"Mushrooms, dried",,"Vegetables, Other and products",0.373450077,0.427985642,TRUE
Vegetables,Mushrooms and truffles,1,TRUE,Mushrooms and truffles,"Mushrooms, canned",,"Vegetables, Other and products",0.373450077,0.427985642,TRUE
Vegetables,VegetablesNES,0,TRUE,Lettuce and chicory,Lettuce and chicory,,"Vegetables, Other and products",,,
Vegetables,VegetablesNES,0,TRUE,Cassava leaves,Cassava leaves,,"Vegetables, Other and products",,,
Vegetables,VegetablesNES,1,TRUE,"Chillies and peppers, dry","Juice, vegetables nes",,Pimento and products,0.709929554,0.803273208,TRUE
Vegetables,VegetablesNES,1,TRUE,"Onions, dry",Vegetables in vinegar,,Onions and products,0.709929554,0.803273208,TRUE
Vegetables,VegetablesNES,1,TRUE,"Onions, shallots, green","Vegetables, dehydrated",,"Vegetables, Other and products",0.709929554,0.803273208,TRUE
Vegetables,VegetablesNES,1,TRUE,Asparagus,"Vegetables, temporarily preserved",,"Vegetables, Other and products",0.709929554,0.803273208,TRUE
Vegetables,VegetablesNES,1,TRUE,Cabbages and other brassicas,"Coffee, substitutes containing coffee",,"Vegetables, Other and products",0.709929554,0.803273208,TRUE
Vegetables,VegetablesNES,1,TRUE,Cauliflowers and broccoli,"Vegetables, homogenized preparations",,"Vegetables, Other and products",0.709929554,0.803273208,TRUE
