# File: GCAMDATA_FAOSTAT_LandCover_229Regs_3Covers_1973to2020.csv
# Title: FAO cropland, Temporary Crop (harvested cropland), and fallow area by country_year
# Units: 1000 Ha
# Description:  Data is cleaned and generated by gcamdata-FAOSTAT
# Data source: FAOSTAT (domain:RL FAO.udpate:2022-06-20T00:00:00)
# Date of CSV last update: 2022-09-14
# Column types: iciciccnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnn
# ----------
area_code,area,item_code,item,element_code,element,unit,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
9,Argentina,6621,Arable land,5110,Area,1000 ha,24481,24607,24733,24859,24985,25111,25237,25363,25489,25615,25741,25867,25993,26119,26245,26367,26470,26575,26680,26785,26890,26998,27105,27212,27320,27425,27532,27640,27746,27862,29828.2,31794.4,33791.6,35582.5,36984.9,35636.3,34490.7,38003.1,38626.5,39622.9,39391.3,38039.7,36688.1,35336.5,33984.9,32632.7597,32632.7597,32632.7597
9,Argentina,6630,Land under temporary crops,5110,Area,1000 ha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19502.5,19584,21551.5,23519,25486.5,27454,29033,27861,26892,30581,31381,32554,32499,31324,30149,28974,27799,26624,26624,26624
9,Argentina,6640,Land with temporary fallow,5110,Area,1000 ha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4252.2,4270,4144.7,4019.4,3894.1,3768.8,3643.5,3518.2,3392.9,3267.6,3142.3,3017,2891.7,2766.4,2641.1,2515.8,2390.5,2264.7597,2264.7597,2264.7597
10,Australia,6621,Arable land,5110,Area,1000 ha,14924,14778,13573,14472,14843,16635,17270,17786,18226,19443,19249,21739,20963,20677,19600,18136,17527,16956,17208,16226,17111,17843,16837,19193,20904,21350,22994,23473,24200,23735,23240,25743,26402,24228,23125,23994.1,27141.6,25591.75,31694.9,31637.4,31220.8,31960.3,31090.7,30057,30752,30974,30573,30644
10,Australia,6630,Land under temporary crops,5110,Area,1000 ha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19648.202,19509.8949,18949.0162,21293.9309,21806.3814,19670,18820.7276,19734.4881,22464.259,21147.8562,26369.0949,26292.5708,26093.6819,26806.3803,25953.4854,25063.6633,25642.5389,25768.5647,25597.6426,25749.2927
10,Australia,6640,Land with temporary fallow,5110,Area,1000 ha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4551.798,4225.1051,4290.9838,4449.0691,4595.6186,4558,4304.2724,4259.6119,4677.341,4443.8938,5325.8051,5344.8292,5127.1181,5153.9197,5137.2146,4993.3367,5109.4611,5205.4353,4975.3574,4894.7073
11,Austria,6621,Arable land,5110,Area,1000 ha,1514,1514,1511,1520,1529,1547,1523,1536,1549,1535,1439,1445,1448,1439,1439,1458,1459,1426,1445,1436,1419,1423,1414,1410,1406,1404,1402,1399,1387,1385,1380.03,1379.3,1380.7,1377.2,1376,1369,1366.6,1363.8,1359.6,1355.1,1353.9,1351.7,1346.1,1344.49,1328.94,1327.15,1325.53,1321.08
11,Austria,6630,Land under temporary crops,5110,Area,1000 ha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1141.9,1139.5,1125.325,1129.8,1119.9,1113.9,1136.9,1164.6,1162.1,1156.8,1155.5,1154.3,1153.4,1154.5,1139.9,1140.98,1132.98,1125.59,1119.05,1115.8
11,Austria,6640,Land with temporary fallow,5110,Area,1000 ha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107.9,101,103.089,91.7,95.3,93.2,75.6,47.8,45.1,41.8,40.8,39.2,38.6,34.9,48.2,50.17,51.72,53.03,51.71,50.396
12,Bahamas,6621,Arable land,5110,Area,1000 ha,7,7,7,7,7,7,7,7,7,7,7,7,8,8,8,8,8,8,8,8,8,6,6,6,6,6,6,7,7,7,7,7,7,7,7,7,9,9,8,8,8,8,8,8,8,8,8,8
12,Bahamas,6630,Land under temporary crops,5110,Area,1000 ha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.9394,4.9502,4.9268,4.9783,4.9917,5.0322,5.0406,5.0961,6.6054,6.6416,5.9633,5.9911,6.0394,6.0554,6.0383,6.0419,6.0506,6.0352,6.0626,6.0749
12,Bahamas,6640,Land with temporary fallow,5110,Area,1000 ha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0235,1.0237,1.0704,1.0292,1.0262,1.0238,1.0129,0.9661,1.2058,1.215,1.0451,1.0507,1.0213,1.0029,1.0276,1.0332,1.0333,1.0452,1.0121,0.9934
13,Bahrain,6621,Arable land,5110,Area,1000 ha,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.7,1.5,1.5,1.45,1.4,1.2,1.36,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6
13,Bahrain,6630,Land under temporary crops,5110,Area,1000 ha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4113,1.4143,1.1965,1.0668,1.0697,1.0424,1.0081,0.8736,0.9981,1.1807,1.1927,1.1982,1.2079,1.2111,1.2077,1.2084,1.2101,1.207,1.2125,1.215
13,Bahrain,6640,Land with temporary fallow,5110,Area,1000 ha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2924,0.2925,0.26,0.2205,0.2199,0.2121,0.2026,0.1656,0.1822,0.216,0.209,0.2101,0.2043,0.2006,0.2055,0.2066,0.2067,0.209,0.2024,0.1987
14,Barbados,6621,Arable land,5110,Area,1000 ha,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,15,15,15,14,14,13,13,13,13,13,13,12,11,10,9.5,9,8,7,7,7,7,7
14,Barbados,6630,Land under temporary crops,5110,Area,1000 ha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.5845,9.9003,9.8537,9.2453,9.2704,9.3455,9.3612,9.4642,9.5411,8.8555,8.1995,7.4888,7.1717,6.8124,6.0383,5.2867,5.2943,5.2808,5.3048,5.3155
14,Barbados,6640,Land with temporary fallow,5110,Area,1000 ha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1932,2.0475,2.1408,1.9114,1.9059,1.9013,1.8811,1.7942,1.7416,1.6199,1.437,1.3134,1.2128,1.1283,1.0276,0.9041,0.9042,0.9146,0.8856,0.8692
15,Belgium-Luxembourg,6621,Arable land,5110,Area,1000 ha,985,983,982,981,977,971,962,762,760,758,759,762,764,765,766,767,767,766,760,832,841,940,874,862,870,873,873,,,,,,,,,,,,,,,,,,,,,
15,Belgium-Luxembourg,6630,Land under temporary crops,5110,Area,1000 ha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
15,Belgium-Luxembourg,6640,Land with temporary fallow,5110,Area,1000 ha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
16,Bangladesh,6621,Arable land,5110,Area,1000 ha,9131,9131,9144,9138,9131,9125,9118,9121,9109,9104,9089,9185,9152,9161,9235,9537,9553,9456,9385,8609,8506,8408,8404,8357,8390,8454,8436,8350,8303,8253,8228,8143,7911,7880,7816,7803,7796,7791,7678,7670,7678,7669,7732.24,7764.21,7757.33,7772.3,7967,8000
16,Bangladesh,6630,Land under temporary crops,5110,Area,1000 ha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5858.876,5836.2512,5791.147,5791.1366,5641.3743,5664.7851,5628.2172,5680.6915,5721.7249,5749.4098,5723.2344,5743.934,5796.2766,5804.8989,5836.1572,5863.8331,5867.1086,5863.4615,6037.5905,6074.8917
16,Bangladesh,6640,Land with temporary fallow,5110,Area,1000 ha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,399,406,387,387,469,614,613,647,473,531,467,376,392,376,421.7,408.34,402.3,367,455,431
17,Bermuda,6621,Arable land,5110,Area,1000 ha,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
17,Bermuda,6630,Land under temporary crops,5110,Area,1000 ha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2823,0.2829,0.2815,0.2845,0.2852,0.2876,0.288,0.2184,0.2202,0.2214,0.2236,0.2247,0.2265,0.2271,0.2264,0.2266,0.2269,0.2263,0.2273,0.2278
17,Bermuda,6640,Land with temporary fallow,5110,Area,1000 ha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0585,0.0585,0.0612,0.0588,0.0586,0.0585,0.0579,0.0414,0.0402,0.0405,0.0392,0.0394,0.0383,0.0376,0.0385,0.0387,0.0388,0.0392,0.038,0.0373
18,Bhutan,6621,Arable land,5110,Area,1000 ha,110,115,115,120,120,120,125,130,130,135,145,145,145,145,146,141,133,135,135,135,136,140,146,151,153,153,153,154,155,156,157,158,167,151.3,136.3,100,100,100.6,100.2,100.2,100.2,100.2,100.2,100,94.5,94,94,94
18,Bhutan,6630,Land under temporary crops,5110,Area,1000 ha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114.4126,115.1507,115.6376,116.9252,122.309,110.5113,98.7552,72.3328,71.5454,71.3944,70.7227,70.0157,69.6907,69.1334,68.9498,69.008,65.1732,64.7347,64.9,65.0316
18,Bhutan,6640,Land with temporary fallow,5110,Area,1000 ha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.7,7.7,7.7,11,14.5,18,21.5,25,25.16,25.32,25.48,25.64,25.8,25.96,26.12,26.28,26.44,26.6,26.8,26.8
19,Bolivia (Plurinational State of),6621,Arable land,5110,Area,1000 ha,1678,1711,1752,1807,1845,1877,1910,1943,1980,2018,2051,2093,2050,2060,2070,2080,2090,2100,2110,2150,2200,2350,2600,2690,2872,2974,3070,3144,3150,3300,3514,3579,3806,3905,4171,4266,4454,4297,4338,4422,4506,4469,4416,4438,4241,4480,4540,4540
19,Bolivia (Plurinational State of),6630,Land under temporary crops,5110,Area,1000 ha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1623,1700,1810,1926,2158,2261,2531,2630,2822,2669,2708,2789,2870,2829,2776,2798,2601,2840,2900,2900
19,Bolivia (Plurinational State of),6640,Land with temporary fallow,5110,Area,1000 ha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1527,1600,1704,1653,1648,1644,1640,1636,1632,1628,1630,1633,1636,1640,1640,1640,1640,1640,1640,1640
20,Botswana,6621,Arable land,5110,Area,1000 ha,401,401,401,401,401,401,403,403,403,405,405,405,407,407,409,409,414,420,300,250,350,395,345,345,300,230,240,350,200,245,195,226,213.5,201,182,279,316,259,324,285,280,402,259.6,259.6,259.6,259.6,260,260
20,Botswana,6630,Land under temporary crops,5110,Area,1000 ha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.3,171.9,96,158,170,182,108,227,253,243,289,263,258,380,157.8,157.8,157.8,157.8,158,158
20,Botswana,6640,Land with temporary fallow,5110,Area,1000 ha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.7,73.1,99,68,43.5,19,74,52,63,16,35,22,22,22,101.8,101.8,101.8,101.8,102,102
21,Brazil,6621,Arable land,5110,Area,1000 ha,31574,32697,33822,36567,39311,42056,44800,47546.208,48543,49540,50537,51534,52907.707,51794,50681,49567,48454,47340,46226,45113,43999,42886,42563,43140,43717,44294,44871,45448,46025,46602,47179,47756,48333,48914,49537,50159,50782,51405,52027,52650,53272,53895,54518,55140,55762,55762,55762,55762
21,Brazil,6630,Land under temporary crops,5110,Area,1000 ha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32476.7879,32955.4073,33206.1893,33963.0993,34466.508,35163.3625,35671.058900000004,36516.4429,37270.4764,37934.5928,38781.2862,39428.6996,40216.1043,40794.7614,41149.2168,41643.871,42174.5255,42067.1279,42257.8285,42343.5141
21,Brazil,6640,Land with temporary fallow,5110,Area,1000 ha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9550.5342,9548.2153,9876.4896,9644.6491,9545.578,9546.8655,9597.7048,9360.244,9236.7735,9308.5224,9135.8741000000009,9202.5301,9070.0469,9057.7538,9312.2479,9433.8273,9518.7517,9610.41,9394.234,9280.0309
22,Aruba,6621,Arable land,5110,Area,1000 ha,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
22,Aruba,6630,Land under temporary crops,5110,Area,1000 ha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4113,1.4143,1.4077,1.4224,1.4262,1.4378,1.4402,1.456,1.4679,1.4759,1.4908,1.4978,1.5098,1.5139,1.5096,1.5105,1.5127,1.5088,1.5156,1.5187
22,Aruba,6640,Land with temporary fallow,5110,Area,1000 ha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2924,0.2925,0.3058,0.2941,0.2932,0.2925,0.2894,0.276,0.2679,0.27,0.2613,0.2627,0.2553,0.2507,0.2569,0.2583,0.2583,0.2613,0.253,0.2484
23,Belize,6621,Arable land,5110,Area,1000 ha,41,41,42,42,43,43,43,45,46,46,46,46,43,44,49,50,52,52,54,56,60,60,62,63,64,64,64,64,65,70,70,70,70,70,70,70,73,75,75,78,78,78,88,88,90,90,90,90
23,Belize,6630,Land under temporary crops,5110,Area,1000 ha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.8662,49.5017,49.2684,49.7826,49.9174,50.3217,50.4062,50.961,53.577,55.3466,55.9055,58.4129,58.8838,59.0406,66.4208,66.461,68.0698,67.8964,68.2042,68.3425
23,Belize,6640,Land with temporary fallow,5110,Area,1000 ha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.5041,10.2373,10.7042,10.292,10.2625,10.2378,10.1291,9.6609,9.78,10.1246,9.7974,10.2443,9.9581,9.7786,11.304,11.3653,11.6251,11.7586,11.3863,11.1758
25,Solomon Islands,6621,Arable land,5110,Area,1000 ha,10,10,10,10,11,12,12,12,12,13,13,13,13,13,10,10,11,11,11,11,11,11,12,12,12,13,14,14,15,15,16,16,16,16,16,17,18,19,19,20,20,20,20,20,20,20,20,20
25,Solomon Islands,6630,Land under temporary crops,5110,Area,1000 ha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.5845,10.6075,11.2613,11.3789,11.4097,11.5021,11.5214,12.3762,13.2108,14.0212,14.1627,14.9777,15.0984,15.1386,15.0956,15.1048,15.1266,15.0881,15.1565,15.1872
25,Solomon Islands,6640,Land with temporary fallow,5110,Area,1000 ha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1932,2.1937,2.4467,2.3524,2.3457,2.3401,2.3152,2.3462,2.4115,2.5649,2.482,2.6267,2.5534,2.5073,2.5691,2.583,2.5834,2.613,2.5303,2.4835
26,Brunei Darussalam,6621,Arable land,5110,Area,1000 ha,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,4,4,4,4,4,4,4,4,4,4,4,4
26,Brunei Darussalam,6630,Land under temporary crops,5110,Area,1000 ha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4113,1.4143,1.4077,1.4224,1.4262,1.4378,2.1603,2.184,2.9357,2.9518,2.9816,2.9955,3.0197,3.0277,3.0191,3.021,3.0253,3.0176,3.0313,3.0374
26,Brunei Darussalam,6640,Land with temporary fallow,5110,Area,1000 ha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2924,0.2925,0.3058,0.2941,0.2932,0.2925,0.4341,0.414,0.5359,0.54,0.5225,0.5253,0.5107,0.5015,0.5138,0.5166,0.5167,0.5226,0.5061,0.4967
27,Bulgaria,6621,Arable land,5110,Area,1000 ha,4120,4098,3957,3940,3937,3926,3897,3827,3824,3818,3812,3807,3810,3819,3825,3840,3848,3856,3864,4047,4063,4001,3998,4203,4298,3536,3578,3526,3467,3355,3323,3313,3173,3132,3085,3088,3146,3186,3250,3317,3479,3486,3509.7,3496,3489.08,3478,3476,3492
27,Bulgaria,6630,Land under temporary crops,5110,Area,1000 ha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2860,2949,2657,2777,2729,2601,2698,2757,2855,2889,2991,3106,3275,3306,3179.8,3195,3211.13,3209,3202,3203
27,Bulgaria,6640,Land with temporary fallow,5110,Area,1000 ha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,516,316,578,438,348,437,292,229,196,208,174,128,121,92,235.2,192,160,150,150,162
