# File: GCAMDATA_FAOSTAT_LandCover_229Regs_3Covers_1973to2020.csv
# Title: FAO cropland, Temporary Crop (harvested cropland), and fallow area by country_year
# Units: 1000 Ha
# Description:  Data is cleaned and generated by gcamdata-FAOSTAT
# Data source: FAOSTAT (domain:RL FAO.udpate:2022-06-20T00:00:00)
# Date of CSV last update: 2022-09-14
# Column types: iciciccnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnn
# ----------
area_code,area,item_code,item,element_code,element,unit,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
59,Egypt,6630,Land under temporary crops,5110,Area,1000 ha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018.8178,2076.243,2045.3419,2108.6479,1827.6883,1872.6859,1846.3087,1923.4124,2116.6566,2120.1456,2093.1027,2118.5905,2044.301,1998.44,2163.1131,2104.6735,2202.4121,2300.1806,2439.4381,2555.2513
59,Egypt,6640,Land with temporary fallow,5110,Area,1000 ha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194.891,200.0411,207.0277,203.0965,175.0572,177.4989,172.8491,169.875,180.0072,180.6884,170.8929,173.1,179.7924,176.6528,197.9598,180.1545,181.7766,193.9591,189.7031,202.0897
60,El Salvador,6621,Arable land,5110,Area,1000 ha,488,488,488,475,475,515,560,558,516,479,470,480,500,520,520,540,540,550,565,588,586,584,582,565,565,600,631,627.1,623.2,619.3,615.4,611.5,607.6,604,630.5,638.8,647.1,655.4,663.7,672,680.3,688.6,696.9,705.2,713.5,721,721,721
60,El Salvador,6630,Land under temporary crops,5110,Area,1000 ha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,416.2,413.6,411,424,432,336,360,365.8,371.6,377.4,383.2,389,394.8,400.6,406.4,412.2,418,423.7,423.7,423.7
60,El Salvador,6640,Land with temporary fallow,5110,Area,1000 ha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.9,60.5,60.1,59.7,59.4,59,56.6,54.2,51.8,49.4,47,44.6,42.2,39.8,37.4,35,32.6,29.7,29.7,29.7
61,Equatorial Guinea,6621,Arable land,5110,Area,1000 ha,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130.57,131.14,131.71,132.28,132.85,133.42,133.99,134.56,135.13,135.7,136.27,136.84,137.41,137.98,138.6
61,Equatorial Guinea,6630,Land under temporary crops,5110,Area,1000 ha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91.7324,91.9317,91.4984,92.4534,92.7037,93.8643,94.4325,95.8867,97.0844,98.0374,99.4522,100.3429,101.5821,102.284,102.4239,102.9164,103.4963,103.6628,104.5647,105.2475
61,Equatorial Guinea,6640,Land with temporary fallow,5110,Area,1000 ha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.0082,19.0121,19.8792,19.1136,19.0589,19.0965,18.9761,18.1777,17.7219,17.9341,17.4289,17.5978,17.179,16.9407,17.4313,17.5994,17.6754,17.9528,17.4565,17.2107
62,Ethiopia PDR,6621,Arable land,5110,Area,1000 ha,13000,13000,13000,13000,13030,13060,13105,13000,12800,12600,12400,12000,11850,11600,11300,11100,10900,10750,10650,10650,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,Ethiopia PDR,6630,Land under temporary crops,5110,Area,1000 ha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,Ethiopia PDR,6640,Land with temporary fallow,5110,Area,1000 ha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,Estonia,6621,Arable land,5110,Area,1000 ha,,,,,,,,,,,,,,,,,,,,1115,1066,949,874,884,888,887,859,843,677,613.6,545,519.3,591.8,559.1,599.3,597.8,596.4,645,632.4,620.5,638,654,675,696,679,683,690,694
63,Estonia,6630,Land under temporary crops,5110,Area,1000 ha,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,337,323.4,340.7,343.3,367.2,376.2,399.9,415.2,427.1,403.6,416.8,411.3,431,453,473,501,495,489,500,509
63,Estonia,6640,Land with temporary fallow,5110,Area,1000 ha,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,33,25.2,28.4,22.4,22.9,19.1,18.8,19.5,29.7,42.2,46.2,50.8,41,39,55,17,13,13,10.1,10
64,Faroe Islands,6621,Arable land,5110,Area,1000 ha,0.064,0.064,0.064,0.064,0.064,0.064,0.064,0.064,0.064,0.064,0.064,0.064,0.064,0.064,0.064,0.064,0.064,0.064,0.064,0.064,0.064,0.064,0.064,0.064,0.064,0.064,0.064,0.064,0.064,0.064,0.064,0.064,0.064,0.064,0.064,0.064,0.064,0.064,0.064,0.064,0.064,0.064,0.064,0.066,0.066,0.066,0.066,0.07
64,Faroe Islands,6630,Land under temporary crops,5110,Area,1000 ha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0452,0.0453,0.045,0.0455,0.0456,0.046,0.0461,0.0466,0.047,0.0472,0.0477,0.0479,0.0483,0.0484,0.0483,0.0498,0.0499,0.0498,0.05,0.0532
64,Faroe Islands,6640,Land with temporary fallow,5110,Area,1000 ha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0094,0.0094,0.0098,0.0094,0.0094,0.0094,0.0093,0.0088,0.0086,0.0086,0.0084,0.0084,0.0082,0.008,0.0082,0.0085,0.0085,0.0086,0.0083,0.0087
66,Fiji,6621,Arable land,5110,Area,1000 ha,70,70,75,80,85,90,90,90,95,100,105,110,120,120,130,140,150,160,171,165.2,159.4,153.6,142.8,137,131.2,125.4,121.6,115.8,110,104.2,98.4,92.6,86.8,81,75.2,69.4,61.8,63.2,64.6,66,67.4,68.8,70.2,71.6,73,74.4,75.8,76.8
66,Fiji,6630,Land under temporary crops,5110,Area,1000 ha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,70.2,64.4,58.6,52.8,47,41.2,35.4,25.2,26.9,28.6,30.3,32,33.7,35.4,37.1,38.8,40.5,42.2,44.3
66,Fiji,6640,Land with temporary fallow,5110,Area,1000 ha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,34,34,34,34,34,34,34,34.2,32.2,30.2,28.2,26.2,24.2,22.2,20.2,18.2,16.2,14.2,12.4
67,Finland,6621,Arable land,5110,Area,1000 ha,2433.1,2445.4,2451.8,2461.9,2418.6,2410.1,2399.5,2369,2352.7,2324.7,2311.4,2289.7,2274.8,2259.6,2279.2,2246.4,2260.7,2268.9,2299.7,2284.4,2275.6,2299.7,2143.5,2123.4,2125.6,2167.2,2177.1,2188.1,2193.3,2205.1,2213.8,2220.7,2236.5,2260.5,2256.7,2259.1,2258.3,2254.8,2250.5,2249.1,2224.1,2230.8,2242.3,2246,2242,2244,2245,2243
67,Finland,6630,Land under temporary crops,5110,Area,1000 ha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1327.3,1356.1,1364.8,1404.7,1375.5,1382.5,1370.7,1415.1,1388.3,1288.8,1307.5,1322.1,1321.1,1331.8,1281.3,1297,1271,1234,1237,1255
67,Finland,6640,Land with temporary fallow,5110,Area,1000 ha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202,211,220,196,241,253,232,189,230,307,276,267,254,247,271.3,261,254,246,222,207
68,France,6621,Arable land,5110,Area,1000 ha,17096,17278,17333,17131,17265,17353,17401,17472,17526,17651,17669,17809,17923,17998,18167,17813,17709.9,17784.8,17831.3,17846.9,18033.8,18096.2,18173.1,18205,18270.1,18318,18353.1,18354.4,18345.9,18371.5,18354.8,18368,18377.6,18339,18286.2,18268.7,18256.2,18300.7,18274.4,18281.7,18305.7,18333.1,18478.7,18355.916,18464.367,18126.4,18065.023,17956.56
68,France,6630,Land under temporary crops,5110,Area,1000 ha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13937.6,14002.2,13908.4,14062.5,13949,13876.1,13832.8,14236.1,14281.3,14240.3,14272.3,14348.3,14447.6,14552.7,14840.5,14650.422,14642.26,14555.3,14460.109,14295.299
68,France,6640,Land with temporary fallow,5110,Area,1000 ha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1342.3,1277.1,1328,1152.9,1296.6,1262.4,1199.8,733,660.7,623.2,547.3,498.9,486.6,466.4,461.1,468.867,485.038,485.5,467.956,503.807
69,French Guyana,6621,Arable land,5110,Area,1000 ha,2,2,2,2,2,3,3,3,3,4,4,4,4,5,5,6,9,10,10,10,11,11,10,10,10,10,8,12,12,12,12,12,12,12.7,11.7,11.4,11.5,11.5,10.6,11.5,12.7,13.2,13.6,13.2,13.28,13.28,13.28,13.28
69,French Guyana,6630,Land under temporary crops,5110,Area,1000 ha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.6,10.6,9.6,10.6,11.2,11.9,10.9,10.6,10.7,10.7,8.7,9.5,10,10.9,11,10.9,10.82,10.82,10.82,10.82
69,French Guyana,6640,Land with temporary fallow,5110,Area,1000 ha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0.4,0.4,0.4,0.4,0.4,0.4,1.5,1.4,2,2,2,1.9,2,2,2,2
70,French Polynesia,6621,Arable land,5110,Area,1000 ha,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5
70,French Polynesia,6630,Land under temporary crops,5110,Area,1000 ha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1169,2.1215,2.1115,2.1335,2.1393,2.1566,2.1603,2.184,1.8348,1.8449,1.8635,1.8722,1.8873,1.8923,1.887,1.8881,1.8908,1.886,1.8946,1.8984
70,French Polynesia,6640,Land with temporary fallow,5110,Area,1000 ha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4386,0.4387,0.4588,0.4411,0.4398,0.4388,0.4341,0.414,0.3349,0.3375,0.3266,0.3283,0.3192,0.3134,0.3211,0.3229,0.3229,0.3266,0.3163,0.3104
72,Djibouti,6621,Arable land,5110,Area,1000 ha,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.3,1.5,1.2,1.3,1.6,2,2,2,2,2,2,2,2,2,2
72,Djibouti,6630,Land under temporary crops,5110,Area,1000 ha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7056,0.7072,0.7038,0.7112,0.7131,0.9345,1.0801,0.8736,0.9541,1.1807,1.4908,1.4978,1.5098,1.5139,1.5096,1.5105,1.5127,1.5088,1.5156,1.5187
72,Djibouti,6640,Land with temporary fallow,5110,Area,1000 ha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1462,0.1462,0.1529,0.147,0.1466,0.1901,0.2171,0.1656,0.1742,0.216,0.2613,0.2627,0.2553,0.2507,0.2569,0.2583,0.2583,0.2613,0.253,0.2484
73,Georgia,6621,Arable land,5110,Area,1000 ha,,,,,,,,,,,,,,,,,,,,795,795,795,771,781,785,792,790,793,795,799,802,452,470,462,463,459,433,395,377.4,370,415.7,365,367.7,344,324,311,307,310
73,Georgia,6630,Land under temporary crops,5110,Area,1000 ha,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,652.5,655.8,658.3,371,370,330,297,329,308,275,262.4,260,310.7,254,263.7,240,220,207,203,210
73,Georgia,6640,Land with temporary fallow,5110,Area,1000 ha,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,142.5,143.2,143.7,81,100,132,166,130,125,120,115,110,105,104,96.9,97.4,97.8,98,98.1,94.1
74,Gabon,6621,Arable land,5110,Area,1000 ha,210,220,232,258,273,287,289,291,293,295,297,299,301,303,305,307,309,311,313,315,317,319,325,325,325,325,325,325,325,325,325,325,325,325,325,325,325,325,325,325,325,325,325,325,325,325,325,325
74,Gabon,6630,Land under temporary crops,5110,Area,1000 ha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,229.3309,229.8293,228.7461,231.1334,231.7592,233.6364,234.029,236.6045,238.5275,239.8355,242.2573,243.387,245.349,246.0024,245.3042,245.4526,245.8076,245.1816,246.2931,246.7925
74,Gabon,6640,Land with temporary fallow,5110,Area,1000 ha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.5204,47.5301,49.698,47.7841,47.6472,47.5328,47.0278,44.8541,43.5412,43.8733,42.4554,42.6845,41.4922,40.744,41.7479,41.9742,41.9796,42.4616,41.1172,40.3569
75,Gambia,6621,Arable land,5110,Area,1000 ha,143,170,164,163,170,177,166,159,181,202,183,169,169,177,184,199,181,187,196,162,161,180,185,190,205,200,240,280,300,280,300,310,325,293,303,372,428,450,450,440,440,440,440,440,440,440,440,440
75,Gambia,6630,Land under temporary crops,5110,Area,1000 ha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211.6901,198.0068,211.1502,220.4657,231.7592,210.6322,218.187,270.8211,314.1224,332.0799,335.4331,329.5086,332.1648,333.0494,332.1042,332.3051,332.7856,331.9382,333.4429,334.119
75,Gambia,6640,Land with temporary fallow,5110,Area,1000 ha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.865,40.949,45.8751,45.5787,47.6472,42.8527,43.8444,51.3407,57.3404,60.7477,58.7844,57.7882,56.174,55.1611,56.5202,56.8266,56.834,57.4865,55.6663,54.6371
79,Germany,6621,Arable land,5110,Area,1000 ha,11990,12020,12041,12087,12071,12086,12057,12030,12004,11975,11967,11952,11957,11960,11945,11948,11949,11971,11559,11467,11676,11805,11835,11835,11832,11879,11822,11804,11813,11791,11827,11898,11904,11866,11877,11932,11945,11846,11875,11834,11876,11869,11846,11763,11772,11731,11714,11664
79,Germany,6630,Land under temporary crops,5110,Area,1000 ha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9382,9416,9299,9395,9305,9169,9141,9362,9352,9023,8832,8804,8917,8823,8790,8662,8700,8500,8387,8213
79,Germany,6640,Land with temporary fallow,5110,Area,1000 ha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,850,835,939,784,794,741,648,310,246,252,229,215,199,189,310,310,318,360,350,358
80,Bosnia and Herzegovina,6621,Arable land,5110,Area,1000 ha,,,,,,,,,,,,,,,,,,,,850,850,850,850,900,900,950,950,1000,1010,997,1017,1028,1025,1027,1022,1008,997,1004,1005,1003,1009,1006,1022,1026,1060,1029,1015,1015
80,Bosnia and Herzegovina,6630,Land under temporary crops,5110,Area,1000 ha,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,599,574,550,557,553,557,556,557,525,512,527,527,578,560,574,598,594,597,605,605
80,Bosnia and Herzegovina,6640,Land with temporary fallow,5110,Area,1000 ha,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,411,423,467,471,472,470,466,451,472,492,478,476,431,446,448,428,466,432,410,410
81,Ghana,6621,Arable land,5110,Area,1000 ha,1700,1700,1800,1800,1800,1900,1900,1900,1900,2100,2100,2300,2400,2400,2500,2600,2600,2700,2800,2800,2800,2800,3000,3200,3600,3552.6,3505.2,3457.8,3410.4,3363,3315.6,3268.2,3220.8,3173.4,3126,3078.6,3031.2,2983.8,2936.4,2889,2841.6,2794.2,2746.8,2699.4,2652,2604.6,2557.4,2513.4
81,Ghana,6630,Land under temporary crops,5110,Area,1000 ha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2406.4929,2378.2034,2333.6324,2324.2776,2296.7689,2281.2981,2250.9989,2241.2632,2224.6912,2201.9111,2188.8129,2163.5235,2145.181,2115.0148,2073.2358,2038.6918,2005.7896,1964.9231,1938.0612,1908.5791
81,Ghana,6640,Land with temporary fallow,5110,Area,1000 ha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,498.6569,491.8272,507.0112,480.5171,472.1908,464.1252,452.3354,424.886,406.0988,402.7977,383.5877,379.4322,362.7821,350.2982,352.84,348.631,342.5538,340.2941,323.5478,312.1019
83,Kiribati,6621,Arable land,5110,Area,1000 ha,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
83,Kiribati,6630,Land under temporary crops,5110,Area,1000 ha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4113,1.4143,1.4077,1.4224,1.4262,1.4378,1.4402,1.456,1.4679,1.4759,1.4908,1.4978,1.5098,1.5139,1.5096,1.5105,1.5127,1.5088,1.5156,1.5187
83,Kiribati,6640,Land with temporary fallow,5110,Area,1000 ha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2924,0.2925,0.3058,0.2941,0.2932,0.2925,0.2894,0.276,0.2679,0.27,0.2613,0.2627,0.2553,0.2507,0.2569,0.2583,0.2583,0.2613,0.253,0.2484
84,Greece,6621,Arable land,5110,Area,1000 ha,2957,2948,2908,2888,2868,2923,2929,2903,2925,2928,2900,2922,2890,2879,2870,2863,2893,2899,2867,2864,2839,2836,2821,2810,2789,2784,2762,2741,2720,2717,2712,2629,2639,2584,2567,2556,2547,2567,2552,2540,2510,2224,2171,2140,2142.8874,2141.2947,2131.9304,2131.9304
84,Greece,6630,Land under temporary crops,5110,Area,1000 ha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2292,2277,2280,2210,2235.5,2131,2097,2108,2090,2092,2071,2038,2011,1833,1804,1787,1788.123,1786.1695,1762.049,1762.049
84,Greece,6640,Land with temporary fallow,5110,Area,1000 ha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,428,440,432,419,403.5,453,470,448,457,475,481,502,499,391,367,353,354.7644,355.1252,369.8814,369.8814
86,Grenada,6621,Arable land,5110,Area,1000 ha,4,4,4,4,4,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,1,1,1,1,1,1,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3
86,Grenada,6630,Land under temporary crops,5110,Area,1000 ha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4113,1.4143,1.4077,1.4224,1.4262,1.4378,1.4402,1.456,2.2018,2.2139,2.2362,2.2466,2.2648,2.2708,2.2643,2.2657,2.269,2.2632,2.2735,2.2781
86,Grenada,6640,Land with temporary fallow,5110,Area,1000 ha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2924,0.2925,0.3058,0.2941,0.2932,0.2925,0.2894,0.276,0.4019,0.405,0.3919,0.394,0.383,0.3761,0.3854,0.3875,0.3875,0.392,0.3795,0.3725
87,Guadeloupe,6621,Arable land,5110,Area,1000 ha,37,31,31,32,31,31,30,30,29,25,23,23,22,22,22,21,23,21,23,23,23,21,21,19,18,19,18,19,19,19,20,19,19,21,21.8,21.7,21.3,21,20.9,20.9,20.9,22.3,22.8,23.2,23.07,22.88,22.3,21.76
87,Guadeloupe,6630,Land under temporary crops,5110,Area,1000 ha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.9,17.9,18.9,17.9,16.9,18.9,20.1,19.8,19.6,19.546,19.746,19.646,19.546,20.246,20.746,21.148,20.929,20.74,20.06,19.52
87,Guadeloupe,6640,Land with temporary fallow,5110,Area,1000 ha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,2,2,1.6,1.8,1.6,1.4,1.1,1.2,1.3,2,2,2,2.09,2.09,2.19,2.19
88,Guam,6621,Arable land,5110,Area,1000 ha,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
88,Guam,6630,Land under temporary crops,5110,Area,1000 ha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4113,1.4143,1.4077,1.4224,1.4262,1.4378,0.7201,0.728,0.7339,0.738,0.7454,0.7489,0.7549,0.7569,0.7548,0.7552,0.7563,0.7544,0.7578,0.7594
88,Guam,6640,Land with temporary fallow,5110,Area,1000 ha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2924,0.2925,0.3058,0.2941,0.2932,0.2925,0.1447,0.138,0.134,0.135,0.1306,0.1313,0.1277,0.1254,0.1285,0.1292,0.1292,0.1307,0.1265,0.1242
89,Guatemala,6621,Arable land,5110,Area,1000 ha,1150,1170,1170,1200,1250,1250,1249,1270,1275,1300,1300,1300,1300,1300,1300,1300,1300,1300,1300,1300,1324,1354,1355,1361,1443.43,1525.86,1608.29,1690.72,1773.15,1855.58,1938,1669,1400,1506,1576,1325,1260.54,1196.08,1131.62,1067.16,1002.7,933.8,862,862,862,862,862,862
89,Guatemala,6630,Land under temporary crops,5110,Area,1000 ha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1388.95,1465.88,1408,1185.5,963,1081.3,1163.6,925,917.94,910.88,903.82,896.76,889.7,803.9,692,692,692,692,692,692
89,Guatemala,6640,Land with temporary fallow,5110,Area,1000 ha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,384.2,389.7,530,483.5,437,424.7,412.4,400,342.6,285.2,227.8,170.4,113,129.9,170,170,170,170,170,170
90,Guinea,6621,Arable land,5110,Area,1000 ha,3257,3234,3210,3186,3162,3138,3115,3091,3067,3043,3019,2996,2972,2948,2924,2901,2877,2853,2829,2805,2782,2758,2734,2735,2736,2737,2738,2739,2740,2741,2742,2743,2741,2750,2800,2850,2850,2900,2900,3000,3100,3100,3100,3100,3100,3100,3100,3100
90,Guinea,6630,Land under temporary crops,5110,Area,1000 ha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2047.5646,2052.7636,2043.8336,2065.9174,2070,2093.6192,2135.2666,2197.3146,2215.1737,2266.3962,2289.2815,2379.2666,2478.3947,2484.9943,2477.942,2479.4411,2483.0264,2476.7033,2487.9309,2492.9756
90,Guinea,6640,Land with temporary fallow,5110,Area,1000 ha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,692.4354,688.2364,698.1664,677.0826,671,656.3808,664.7334,652.6854,634.8263,633.6038,610.7185,620.7334,621.6053,615.0057,622.058,620.5589,616.9736,623.2967,612.0691,607.0244
91,Guyana,6621,Arable land,5110,Area,1000 ha,362,362,364,393,422,451,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,450,450,450,450,450,420,420,420,420,420,420,420,420,420,420,420,420,420,420,420,420
91,Guyana,6630,Land under temporary crops,5110,Area,1000 ha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,317.5351,318.2253,316.7253,320.0309,299.5041,301.9302,302.4375,305.7658,308.251,309.9412,313.0709,314.5309,317.0664,317.9107,317.0085,317.2003,317.659,316.8501,318.2864,318.9318
91,Guyana,6640,Land with temporary fallow,5110,Area,1000 ha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.7974,65.811,68.8126,66.1626,61.5748,61.427,60.7744,57.9653,56.2686,56.6978,54.8654,55.1615,53.6207,52.6538,53.9511,54.2435,54.2506,54.8735,53.136,52.1536
93,Haiti,6621,Arable land,5110,Area,1000 ha,768,768,768,770,770,780,780,780,780,780,780,780,780,780,780,780,780,780,780,780,780,800,800,800,900,900,900,900,900,900,900,900,900,900,1050,1000,1026.33,1100,1060,1000,1070,1070,1070,1070,1070,1070,1070,1070
93,Haiti,6630,Land under temporary crops,5110,Area,1000 ha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,635.0703,636.4505,633.4507,640.0618,641.7946,646.9932,756.0937,728.0138,753.2552,811.7508,790.1313,748.8832,807.7645,809.9155,807.617,808.1056,809.2741,807.2133,810.8726,812.5168
93,Haiti,6640,Land with temporary fallow,5110,Area,1000 ha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.296,4.1408,4.3575,4.2244,4.1045,4.064,5.0395,4.7412,4.9,5.2918,4.9345,4.6804,4.8681,4.7803,4.8981,4.9246,4.9253,4.9818,4.8241,4.7349
95,Honduras,6621,Arable land,5110,Area,1000 ha,1378,1384,1413,1438,1503,1504,1494,1484,1481,1476,1467,1464,1455,1451,1441,1431,1446,1462,1492,1515,1683,1650,1600,1600,1520,1520,1468,1068,1068,1068,1068,1050,1050,1050,1050,1018,1020,1020,1020,1020,1020,1020,1020,1020,1020,1020,1020,1020
95,Honduras,6630,Land under temporary crops,5110,Area,1000 ha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,753.6167,755.2546,751.6948,746.7387,748.7603,754.8254,756.0937,741.118,748.6095,752.7144,760.3151,763.8608,770.0185,772.069,769.8779,770.3436,771.4576,769.493,772.9813,774.5487
