# File: EIA_923_generator_gen_fuel_2023.csv# Title: EIA Form 923 generation data for year 2023# Unit: MWh# Comments: Selected columns from original form# Source: https://www.eia.gov/electricity/data/eia923/archive/xls/f923_2023.zip; EIA923_Schedules_2_3_4_5_M_12_2023_Final; Page 4 Generator Data from file# Column types: cicn# ----------State,Plant.Id,Generator.Id,Net.Generation.Year.To.Date
OR,56227,2,1063070
AZ,56229,CT1,54148.31
TX,56233,CT02,285218
TX,56233,CTG1,310238
TX,56233,STG,91491
NY,56234,CT01,1463054
NY,56234,ST01,1001275
UT,56237,CT02,980857
UT,56237,CT21,1092033
UT,56237,CT22,989013
UT,56237,CT01,1021089
UT,56237,ST01,1104077
UT,56237,ST2,1267560
NY,56259,CT12,1036773
NY,56259,CT11,800954
NY,56259,ST13,1194345
CA,56298,1,116524
CA,56298,2,102792
CA,56298,3,121376
MO,56309,ST-4,0
MO,56309,ST-5,10901
MO,56309,CT-2,42590
MO,56309,CT-1,23771
MO,56309,ST-3,1711
WY,56319,1,663372
TX,56349,CT1B,358844
TX,56349,CT2A,357144
TX,56349,CT1A,365762
TX,56349,CT2B,357655
TX,56349,ST1,417286
TX,56349,ST2,436201
TX,56350,CT2B,307671
TX,56350,CT1A,422883
TX,56350,CT1B,338326
TX,56350,CT2A,325630
TX,56350,ST2,435035
TX,56350,ST1,500345
CA,56356,CT1,10094
CA,56356,ST1,3017
FL,56400,CT1,1069756.5
FL,56400,ST1,719568.69
NV,56405,ONE,1998
WA,56406,GEN1,160058
FL,56407,1C,1685401
FL,56407,2A,1412745
FL,56407,3C,1213129
FL,56407,1A,1594591
FL,56407,3A,1106820
FL,56407,2B,1625898
FL,56407,2C,1495119
FL,56407,3B,1285440
FL,56407,1B,1470639
FL,56407,3ST,2111738
FL,56407,2ST,2395623
FL,56407,1ST,2568606
AR,56456,STG1,3381761
NM,56458,GT1,1219342
NM,56458,GT2,1192904
NM,56458,ST3,1509474
CA,56467,CTG2,577761
CA,56467,CTG1,560452
CA,56467,STG1,650190
CA,56469,1,57447
CA,56476,B,955483
CA,56476,A,998650
CA,56476,C,1131075
MT,56496,3701,0
CA,56532,B,862622
CA,56532,A,843130
CA,56532,C,1240465
AR,56564,1,3112401
LA,56565,6A,1084049
LA,56565,6B,1125538
LA,56565,6STG,1243195
WY,56596,5,794708
WY,56609,1,2853386
SD,56610,2,412865
SD,56610,1,647954
TX,56611,S01,3295185
AZ,56616,G3,175580
MN,56643,1,153120
WV,56671,MKA01,3921097
CA,56706,AMPC,10501
CA,56707,AMPC,1025
TX,56708,G2201,552258
TX,56708,G2101,377670
OR,56781,1,37987
VA,56785,WG01,8874
ND,56786,1,132776
CT,56798,U1,955623
CT,56798,U2,699572
CT,56798,ST,1044912
TX,56806,42,565541
TX,56806,41,686658
TX,56806,4,652477
VA,56807,1A,3023135
VA,56807,1B,0
VA,56807,1C,0
VA,56808,1,753348
MD,56846,GTG1,1317846
MD,56846,GTG2,1289330
MD,56846,STGEN,1555252
CT,56847,STG,233841
OH,56848,SCKG1,353432
NY,56940,CTG1,1322725
NY,56940,CTG2,1312247
NY,56940,STG,1757345
NJ,56963,E101,687178
NJ,56963,E102,650260
NJ,56963,STG1,830392
CO,56998,6,205719
CO,56998,5,206034
CO,56998,4,176452
CO,56998,7,202317
CO,56998,53,137873
CO,56998,43,125281
ID,57028,GTG,1055267
ID,57028,STG,573266
AK,57036,1,272892
AK,57036,2,249931
AK,57036,3,260797
AK,57036,4,121676
MS,57037,1B,1208272
MS,57037,1A,1177392
MS,57037,1C,1318594
NE,57046,GEN1,288991
IL,57072,G-1,538943
CA,57073,ST1,7554
CA,57074,ST1,10092
CA,57075,ST1,3899
WA,57099,STG1,179307.22
MN,57119,2222,43226
CA,57122,CTG1,86393
CA,57122,STG1,0
SC,57138,1,54718
NY,57185,U005,942453
NY,57185,U006,1049360
NY,57185,U004,1033934
NY,57185,U003,735582
NY,57185,U002,679868
NY,57185,U001,759481
FL,57241,1,288855
DE,57349,CTG1,520138
DE,57349,STG2,296417
OR,57457,1,130265
AL,57467,TG1,29510.019
SC,57470,MG1,0
CA,57564,CTG,12108
CA,57564,STG2,2771
CA,57584,NT2,107083
CA,57584,ST1,107083
CA,57584,STG,6579
OR,57653,CTG,35445
OR,57653,STG,0
NY,57664,CT3,1185333
NY,57664,CT4,1226812
NY,57664,ST2,1499894
CT,57666,CT2,5134.21
CT,57666,CT1,5182.71
CT,57666,STG1,446.2
WY,57703,01B,163094
WY,57703,01A,143070
WY,57703,01C,98641
IN,57794,CT2,1578485
IN,57794,CT1,1741270
IN,57794,ST1,1676360
VT,57804,3,2368.74
VT,57804,2,0
OH,57822,YNKE,333038
NJ,57839,CT001,1222860
NJ,57839,CT002,1235613
NJ,57839,ST001,1544588
FL,57898,GEN2,535142
CA,57901,7,65211
CA,57901,5,44513
CA,57901,8,23069
CA,57901,6,14504
OH,57908,CTG2,86939.16
OH,57908,CTG1,91112.1
OH,57908,STG,47776.38
GA,57909,GEN1,390207
MT,57914,2,135
MT,57914,1,0
WY,57915,4,65317
WY,57915,5,77233
WY,57915,3,15033
WY,57915,6,68833
WY,57915,2,13184
WY,57915,1,24764
CA,57916,1,15827.49
SC,57919,2,0
SC,57919,3,-1766
SC,57919,4,59498
IL,57928,GEN5,5423
OH,57929,STG,0
NE,57937,SCBF,0
NE,57937,SCB-2,6467
MI,57949,2,173
MI,57949,1,0
MI,57950,1,0
IA,57953,ST,0
IA,57953,GT,144131
IA,57953,HRSG,0
MN,57966,SSP,0
WA,57969,GEN1,15975
CA,57978,CT1,724489
CA,57978,ST1,388021
TX,58001,CTG-3,964599
TX,58001,CTG-1,1092651
TX,58001,CTG-2,1052599
TX,58001,CTG-4,1004494
TX,58001,STG-1,1584578
TX,58001,STG-2,1537444
TX,58005,CTG-2,924447
TX,58005,CTG-1,849464
TX,58005,STG-1,1351274
CA,58007,G1,44088.44
CA,58007,G4,44676.26
CA,58007,G3,45027.4
CA,58007,G2,45493
CA,58007,G5,67730.25
MI,58052,2TG,4447
MI,58052,1TG,0
NH,58054,ST01,496189
MI,58066,TG3,54310.999
MI,58066,TG2,37717.001
TX,58069,55M1,0
NJ,58079,GT-2,1187034
NJ,58079,GT-1,1136354
NJ,58079,STG-1,1358385
CO,58081,ATB-2,6765.23
CT,58084,GT100,103673
CT,58084,GT300,13496
LA,58108,3 T-G,370557
OR,58109,TG1,0
OR,58109,TG2,59637.512
WI,58124,1,143198
IL,58136,ST2MW,7908
TX,58151,GTG01,99652.87
TX,58151,STG02,28163.35
TX,58151,STG04,0
NY,58157,HP,22598
NY,58157,LP,9948
CT,58159,CGT2,42876
CT,58159,CGT1,26722
CT,58159,CGT3,44348
CT,58159,STG1,8183
MA,58160,GEN2,1877
MI,58161,GTG-7,24614
MI,58161,GTG-8,33299
MI,58161,STG-1,3986
KS,58183,T5741,0
MA,58185,STG,0
KS,58192,ST961,0
KS,58193,ST96,5544
PA,58194,WC 4,6129.43
PA,58194,WC 6,1657.73
PA,58194,WC 5,2944.92
MI,58196,ST1,318.16
MN,58197,2,2207
CA,58198,GTG1,27668
CA,58198,GTG2,34037
CA,58198,STG1,6795
AZ,58199,G1,41294
MO,58205,1,40660
MD,58207,G8,15715.94
MD,58207,G7,22625.25
MD,58207,G12,0
NC,58215,1C,1305936
NC,58215,1A,1297243
NC,58215,1B,1182939
NC,58215,ST1,2588512
MI,58222,3TU,0
IA,58236,CTG2,1219311
IA,58236,CTG1,1068181
IA,58236,STG1,1294490
VA,58260,CT03,0
VA,58260,CT02,0
VA,58260,CT01,6337633
VA,58260,ST01,0
MI,58330,9611,5040.12
WA,58352,G-11A,36185
PA,58420,GEN2,3093982
PA,58420,GEN1,3117152
PA,58426,GEN2,3181789
PA,58426,GEN1,3217623
MI,58427,CTG1,195313
MI,58427,CTG2,270370
MI,58427,ST,73521
LA,58478,LEPA1,142374
LA,58478,LEPA2,40783
OR,58503,GEN1,1862118
OR,58503,GEN2,1256074
MT,58523,STL2,19688
AZ,58557,GT1,1009016
AZ,58557,GT2,967846
AZ,58557,ST1,1619438
VA,58560,STG1,298419
CO,58574,1,64136
CA,58593,STG,0
NC,58697,CT2,1214265
NC,58697,CT1,1182764
NC,58697,CA1,1491375
SC,58706,GEN1,120972
SC,58707,GEN1,152300
PA,58933,GTG3,324342
PA,58933,GTG2,326023
PA,58933,GTG1,331271
PA,58933,STG2,290135
PA,58933,STG1,258852
VA,59004,GEN1,1354361
VA,59004,GEN2,1436181
VA,59004,GEN3,1639606
HI,59035,MKA1,42106
MI,59093,11,342646
MI,59093,10,296117
MI,59093,12,308233
MD,59220,CT1,1362700
MD,59220,CT2,1334858
MD,59220,ST1,1727295
AZ,59233,CT2,35719.28
RI,59254,GENT3,42721.71
RI,59254,GENT4,42290.06
RI,59254,GENT2,43137.84
RI,59254,GENT1,41608.15
RI,59254,GENS1,61270.05
NC,59325,KMEC1,1997286
NC,59325,KMEC2,1380416
OH,59326,MEC1,1947229
OH,59326,MEC2,1415857
AZ,59338,CTG2,948256
AZ,59338,CTG1,799086
AZ,59338,ST9,1177274
CA,59658,GEN1,141622
OH,59764,CTG11,2065256
OH,59764,CTG12,2056380
OH,59764,STG10,2383464
OH,59773,CGT1,1661963
OH,59773,CGT2,1647012
OH,59773,SGT1,2204380
AZ,59784,CTG6,863735
AZ,59784,CTG5,648166
AZ,59784,ST11,938538
TX,59812,CGT5,2223595
TX,59812,CGT4,2203746
TX,59812,STG6,2590337
PA,59906,GEN2,3622388
PA,59906,GEN1,3420127
VA,59913,CT02,0
VA,59913,CT01,10286001
VA,59913,CT03,0
VA,59913,ST01,0
GA,60084,TG1,43158.772
GA,60084,TG2,38954.023
GA,60084,TG3,224502.37
CA,60100,G-1,0
TX,60122,CT7,2434288
TX,60122,CT8,2441889
TX,60122,STG9,2968631
MD,60302,12,1207970
MD,60302,11,1405605
MD,60302,10,1589096
GA,60340,1,254173
FL,60345,1C,2680937
FL,60345,1A,2376683
FL,60345,1B,2614396
FL,60345,1ST,3698308
OH,60356,SFCT1,2557669
OH,60356,SFCT2,2380451
OH,60356,SFST1,1714904
OH,60356,SFST2,1600274
PA,60357,GEN2,3451213
PA,60357,GEN1,3542611
PA,60357,GEN3,3474674
PA,60368,CTG3,1567406
PA,60368,CTG2,1703714
PA,60368,CTG1,1784003
PA,60368,STG,2681593
OH,60376,CTG2,1977822
OH,60376,CTG1,1991643
OH,60376,STG1,2238003
PA,60464,CTG1,2209517
PA,60464,CTG2,2256253
PA,60464,STG1,2194731
GA,60550,GEN,375360
PA,60589,GEN1,2488152
PA,60589,GEN2,2235763
PA,60589,GEN3,2489187
AZ,60768,CTG4,884327
AZ,60768,CTG3,875105
AZ,60768,ST10,1054385
MA,60903,3,197925
MA,60903,4,253384
MA,60903,1,110806
MA,60903,2,135450
TX,60925,1A,1863132
TX,60925,1B,1813336
TX,60925,1C,2068014
LA,60926,1A,1479897
LA,60926,1B,1404004
LA,60926,1C,2175575
LA,60927,1B,1860738
LA,60927,1A,1901814
LA,60927,1C,2138365
PA,61028,CTG1,2001097
PA,61028,CTG2,2004469
PA,61028,STG1,2561461
PA,61035,GEN1,3239674
GA,61213,GEN,367898
OH,61322,HPPP1,3852850
NC,61675,STG,2066
OR,61761,GEN-1,17115
OH,61838,ST2,1083
OH,61838,ST1,764
CA,62115,1A,865430
CA,62115,1B,840820
CA,62115,1S,997783
CA,62116,1A,965551
CA,62116,1B,979904
CA,62116,1S,1099765
MI,62192,11,2722874
MI,62192,12,2742031
MI,62192,IS,2751733
MI,62289,GTG-2,116764
MI,62289,GTG-1,120518
MI,62289,STG-1,14572
MT,62319,1,5760
PA,62565,GEN1,3945562
NC,62873,7476,291
NC,62873,7474,2108
NC,62873,7475,1606
IL,62926,1,3627186
IL,62926,2,3469280
OH,62949,GPS3,2216254
OH,62949,GPS1,3103333
OH,62949,GPS2,2835385
MI,63259,DEPC2,320851
MI,63259,DEPC3,291116
MI,63259,DEPST,265150
OK,63479,1,366924
IA,63826,1,21333
OH,63829,2,13308.4
OH,63829,1,16422.1
MI,63831,1,15891.51
IA,63832,1,16093.27
IN,63852,K745,19387.39
SD,63853,1,23362
SD,63918,1,17514
IA,63919,SS17,15007
OH,63920,1,21450.58
IN,63921,1,34085
IN,63922,G-745,20100
IA,63923,1,17929
IN,63924,1,16502.61
OH,63927,1,13045.53
IL,63931,GEN2,1783175
IL,63931,GEN1,1664108
WI,64020,CTG4,1415185
WI,64020,CTG3,1289406
WI,64020,STG2,1549109
ME,64408,WEG,40317
SD,65367,1,17569.61
MN,65405,CTG,225722
MN,65405,STG,20636
FL,65978,7GT1,1822286
FL,65978,7GT2,2165531
FL,65978,ST7,2085042
