# File: reeds_offshore_wind_curve_grid_cost.csv
# Title: Offshore Wind Power Grid Interconnection Costs by ReEDS Wind Region; Class; and Bin
# Units: 2013$/MW
# Comments: These costs are the additional cost in $/MW (2013 USD) for interconnecting to the grid on top of the capital and OM costs.
# Source: Information based on ReEDS version 2017.  Files provided by ReEDS team in April 2017.
# Column types: iccnnnnn
#  ----------
Wind_Resource_Region,Wind_Class,Wind_Type,wsc1,wsc2,wsc3,wsc4,wsc5
349,class5,OFFSHORE,446735.2391,704101.811,971640.9701,1259847.922,1516069.437
349,class1,OFFSHORE,281778.2071,532593.5307,701870.5621,844373.1155,1060863.666
354,class4,OFFSHORE,140779.8425,169924.846,205269.4084,345994.939,354099.587
356,class4,OFFSHORE,323769.7729,415439.3253,548396.3967,856876.2692,1095483.666
356,class10,OFFSHORE,260193.4366,340369.8015,625149.4236,1189260.818,3348089.964
356,class7,OFFSHORE,167520.4993,351365.0374,501298.7125,608291.3772,1170368.298
356,class3,OFFSHORE,152775.0217,373912.206,552295.18,667146.4783,1011280.359
356,class9,OFFSHORE,525937.1551,1002228.596,1939193.933,2292654.197,2558367.662
356,class6,OFFSHORE,225833.2813,433103.8257,708365.0934,1078844.684,2267998.842
356,class2,OFFSHORE,184563.8695,412579.5221,477904.6834,704516.1837,1056191.723
356,class8,OFFSHORE,533330.5631,687409.4763,911577.9647,1149885.93,1388943.864
356,class5,OFFSHORE,382868.6888,510470.8277,651439.4752,876447,1118771.017
356,class1,OFFSHORE,238767.8055,338523.8079,389280.7315,531504.1623,1229496.2
