# File: Scout_bld_calibration.csv
# Title: Buildings sector calibration from Scout model
# Units: unitless shares
# Comments: Scout output data processed to compute shares of service/technology within state/sector/fuel
# Source:  LBNL team (Aven Satre-Meloy) provided for DECARB project
# Column types: cccccinn
# ----------
state,sector,fuel,service,technology,year,share,energy
Montana,resid,refined liquids,others,refined liquids,2021,0.1727168,3.821e-4
Nebraska,comm,electricity,cooking,electric range,2021,0.0153555,4.117e-4
Nebraska,comm,electricity,cooling,air conditioning,2021,0.0451683,0.0012111
Nebraska,comm,electricity,heating,electric furnace,2021,0.0346988,9.304e-4
Nebraska,comm,electricity,heating,electric heat pump,2021,0.0104989,2.815e-4
Nebraska,comm,electricity,hot water,electric heat pump water heater,2021,7.14e-5,1.9e-6
Nebraska,comm,electricity,hot water,electric resistance water heater,2021,0.0039507,1.059e-4
Nebraska,comm,electricity,lighting,lighting,2021,0.0778588,0.0020877
Nebraska,comm,electricity,office,office equipment,2021,0.0898505,0.0024092
Nebraska,comm,electricity,others,electricity,2021,0.531273,0.0142453
Nebraska,comm,electricity,refrigeration,refrigeration,2021,0.1209281,0.0032425
Nebraska,comm,electricity,ventilation,ventilation,2021,0.070346,0.0018862
Nebraska,comm,gas,cooking,gas range,2021,0.0473861,0.001575
Nebraska,comm,gas,cooling,gas cooling,2021,7.214e-4,2.4e-5
Nebraska,comm,gas,heating,gas furnace,2021,0.4759435,0.0158187
Nebraska,comm,gas,hot water,gas water heater,2021,0.0788936,0.0026222
Nebraska,comm,gas,others,gas,2021,0.3970555,0.0131968
Nebraska,comm,refined liquids,heating,fuel furnace,2021,0.3314669,8.812e-4
Nebraska,comm,refined liquids,hot water,fuel water heater,2021,0.0024576,6.5e-6
Nebraska,comm,refined liquids,others,refined liquids,2021,0.6660755,0.0017707
Nebraska,resid,biomass,heating,wood furnace,2021,1,0.0041473
Nebraska,resid,electricity,clothes dryers,clothes dryer,2021,0.0500155,0.0017302
Nebraska,resid,electricity,clothes washers,clothes washer,2021,0.0073259,2.534e-4
Nebraska,resid,electricity,computers,electricity,2021,0.0220868,7.641e-4
Nebraska,resid,electricity,cooking,electric oven,2021,0.0121749,4.212e-4
Nebraska,resid,electricity,cooling,air conditioning,2021,0.0768826,0.0026596
Nebraska,resid,electricity,dishwashers,dishwasher,2021,0.0057323,1.983e-4
Nebraska,resid,electricity,freezers,freezer,2021,0.0189638,6.56e-4
Nebraska,resid,electricity,furnace fans,electricity,2021,0.0225235,7.792e-4
Nebraska,resid,electricity,heating,electric furnace,2021,0.1618589,0.0055992
Nebraska,resid,electricity,heating,electric heat pump,2021,0.0289485,0.0010014
Nebraska,resid,electricity,hot water,electric heat pump water heater,2021,0,0
Nebraska,resid,electricity,hot water,electric resistance water heater,2021,0.1084343,0.0037511
Nebraska,resid,electricity,lighting,lighting,2021,0.0466806,0.0016148
Nebraska,resid,electricity,others,electricity,2021,0.3819175,0.0132117
Nebraska,resid,electricity,refrigerators,refrigerator,2021,0.056455,0.001953
Nebraska,resid,gas,clothes dryers,clothes dryer,2021,0.0038278,1.421e-4
Nebraska,resid,gas,cooking,gas oven,2021,0.0105793,3.929e-4
Nebraska,resid,gas,cooling,air conditioning,2021,0.0057531,2.136e-4
Nebraska,resid,gas,heating,gas furnace,2021,0.7699703,0.028593
Nebraska,resid,gas,hot water,gas water heater,2021,0.1954809,0.0072592
Nebraska,resid,gas,others,gas,2021,0.0143885,5.343e-4
Nebraska,resid,refined liquids,cooking,lpg oven,2021,0.0108485,1.144e-4
Nebraska,resid,refined liquids,heating,fuel furnace,2021,0.9181853,0.0096853
Nebraska,resid,refined liquids,hot water,fuel water heater,2021,0.0544538,5.744e-4
Nebraska,resid,refined liquids,others,refined liquids,2021,0.0165124,1.742e-4
Nevada,comm,electricity,cooking,electric range,2021,0.0168492,8.279e-4
Nevada,comm,electricity,cooling,air conditioning,2021,0.058836,0.002891
Nevada,comm,electricity,heating,electric furnace,2021,0.0116711,5.735e-4
Nevada,comm,electricity,heating,electric heat pump,2021,0.0050111,2.462e-4
Nevada,comm,electricity,hot water,electric heat pump water heater,2021,1.04e-5,5e-7
Nevada,comm,electricity,hot water,electric resistance water heater,2021,0.0020234,9.94e-5
Nevada,comm,electricity,lighting,lighting,2021,0.071326,0.0035047
Nevada,comm,electricity,office,office equipment,2021,0.1058722,0.0052021
Nevada,comm,electricity,others,electricity,2021,0.5948742,0.0292296
Nevada,comm,electricity,refrigeration,refrigeration,2021,0.069215,0.0034009
Nevada,comm,electricity,ventilation,ventilation,2021,0.0643115,0.00316
Nevada,comm,gas,cooking,gas range,2021,0.062716,0.0024629
Nevada,comm,gas,cooling,gas cooling,2021,0.0020451000000000002,8.03e-5
Nevada,comm,gas,heating,gas furnace,2021,0.4990917,0.0196
Nevada,comm,gas,hot water,gas water heater,2021,0.2073856,0.0081443
Nevada,comm,gas,others,gas,2021,0.2287617,0.0089838
Nevada,comm,refined liquids,heating,fuel furnace,2021,0.0265989,1.123e-4
Nevada,comm,refined liquids,hot water,fuel water heater,2021,0,0
Nevada,comm,refined liquids,others,refined liquids,2021,0.9734011,0.0041095
Nevada,resid,biomass,heating,wood furnace,2021,1,0.0032196
Nevada,resid,electricity,clothes dryers,clothes dryer,2021,0.0447901,0.0018911
Nevada,resid,electricity,clothes washers,clothes washer,2021,0.0077296,3.263e-4
Nevada,resid,electricity,computers,electricity,2021,0.0269356,0.0011372
Nevada,resid,electricity,cooking,electric oven,2021,0.0106958,4.516e-4
Nevada,resid,electricity,cooling,air conditioning,2021,0.1517314,0.0064062
Nevada,resid,electricity,dishwashers,dishwasher,2021,0.0060599,2.559e-4
Nevada,resid,electricity,freezers,freezer,2021,0.015841,6.688e-4
Nevada,resid,electricity,furnace fans,electricity,2021,0.0162449,6.859e-4
Nevada,resid,electricity,heating,electric furnace,2021,0.0675006,0.0028499
Nevada,resid,electricity,heating,electric heat pump,2021,0.0176987,7.473e-4
Nevada,resid,electricity,hot water,electric heat pump water heater,2021,0,0
Nevada,resid,electricity,hot water,electric resistance water heater,2021,0.0671733,0.0028361
Nevada,resid,electricity,lighting,lighting,2021,0.0531046,0.0022421
Nevada,resid,electricity,others,electricity,2021,0.4516642,0.0190695
Nevada,resid,electricity,refrigerators,refrigerator,2021,0.0628302,0.0026527
Nevada,resid,gas,clothes dryers,clothes dryer,2021,0.0072394,4.181e-4
Nevada,resid,gas,cooking,gas oven,2021,0.0166178,9.598e-4
Nevada,resid,gas,cooling,air conditioning,2021,0.0174753,0.0010094
Nevada,resid,gas,heating,gas furnace,2021,0.6424414,0.0371074
Nevada,resid,gas,hot water,gas water heater,2021,0.2635817,0.0152245
Nevada,resid,gas,others,gas,2021,0.0526444,0.0030407
Nevada,resid,refined liquids,cooking,lpg oven,2021,0.0258189,1.066e-4
Nevada,resid,refined liquids,heating,fuel furnace,2021,0.6460713,0.0026683
Nevada,resid,refined liquids,hot water,fuel water heater,2021,0.1709467,7.06e-4
Nevada,resid,refined liquids,others,refined liquids,2021,0.1571631,6.491e-4
New Hampshire,comm,electricity,cooking,electric range,2021,0.0119897,2.258e-4
New Hampshire,comm,electricity,cooling,air conditioning,2021,0.047177,8.885e-4
New Hampshire,comm,electricity,heating,electric furnace,2021,0.0142945,2.692e-4
New Hampshire,comm,electricity,heating,electric heat pump,2021,0.0073792,1.39e-4
New Hampshire,comm,electricity,hot water,electric heat pump water heater,2021,5.66e-5,1.1e-6
New Hampshire,comm,electricity,hot water,electric resistance water heater,2021,0.0049306,9.29e-5
New Hampshire,comm,electricity,lighting,lighting,2021,0.0815413,0.0015358
New Hampshire,comm,electricity,office,office equipment,2021,0.1129818,0.0021279
New Hampshire,comm,electricity,others,electricity,2021,0.5102949,0.0096109
New Hampshire,comm,electricity,refrigeration,refrigeration,2021,0.141148,0.0026584
New Hampshire,comm,electricity,ventilation,ventilation,2021,0.0682064,0.0012846000000000001
New Hampshire,comm,gas,cooking,gas range,2021,0.0422478,7.863e-4
New Hampshire,comm,gas,cooling,gas cooling,2021,0.0017222,3.21e-5
New Hampshire,comm,gas,heating,gas furnace,2021,0.2895536,0.0053889
New Hampshire,comm,gas,hot water,gas water heater,2021,0.0426408,7.936e-4
New Hampshire,comm,gas,others,gas,2021,0.6238356,0.0116103
New Hampshire,comm,refined liquids,heating,fuel furnace,2021,0.9848461,0.007194
New Hampshire,comm,refined liquids,hot water,fuel water heater,2021,0.0151539,1.107e-4
New Hampshire,comm,refined liquids,others,refined liquids,2021,0,0
New Hampshire,resid,biomass,heating,wood furnace,2021,1,0.0037923
New Hampshire,resid,electricity,clothes dryers,clothes dryer,2021,0.0480081,7.603e-4
New Hampshire,resid,electricity,clothes washers,clothes washer,2021,0.0083999,1.33e-4
New Hampshire,resid,electricity,computers,electricity,2021,0.0296147,4.69e-4
New Hampshire,resid,electricity,cooking,electric oven,2021,0.0149884,2.374e-4
New Hampshire,resid,electricity,cooling,air conditioning,2021,0.0812588,0.001287
New Hampshire,resid,electricity,dishwashers,dishwasher,2021,0.00574,9.09e-5
New Hampshire,resid,electricity,freezers,freezer,2021,0.0140151,2.22e-4
New Hampshire,resid,electricity,furnace fans,electricity,2021,0.0221621,3.51e-4
New Hampshire,resid,electricity,heating,electric furnace,2021,0.0541273,8.573e-4
New Hampshire,resid,electricity,heating,electric heat pump,2021,0.0049044,7.77e-5
New Hampshire,resid,electricity,hot water,electric heat pump water heater,2021,0,0
New Hampshire,resid,electricity,hot water,electric resistance water heater,2021,0.1056723,0.0016736
New Hampshire,resid,electricity,lighting,lighting,2021,0.0576893,9.137e-4
New Hampshire,resid,electricity,others,electricity,2021,0.4840057,0.0076656
New Hampshire,resid,electricity,refrigerators,refrigerator,2021,0.0694139,0.0010994
New Hampshire,resid,gas,clothes dryers,clothes dryer,2021,0.0061438,1.201e-4
New Hampshire,resid,gas,cooking,gas oven,2021,0.0191515,3.743e-4
New Hampshire,resid,gas,cooling,air conditioning,2021,6.306e-4,1.23e-5
New Hampshire,resid,gas,heating,gas furnace,2021,0.7639363,0.0149307
New Hampshire,resid,gas,hot water,gas water heater,2021,0.1906196,0.0037256
New Hampshire,resid,gas,others,gas,2021,0.0195182,3.815e-4
New Hampshire,resid,refined liquids,cooking,lpg oven,2021,0.0138537,2.978e-4
New Hampshire,resid,refined liquids,heating,fuel furnace,2021,0.8441021,0.018143
New Hampshire,resid,refined liquids,hot water,fuel water heater,2021,0.1140414,0.0024512
New Hampshire,resid,refined liquids,others,refined liquids,2021,0.0280027,6.019e-4
New Jersey,comm,electricity,cooking,electric range,2021,0.0127236,0.0016556
New Jersey,comm,electricity,cooling,air conditioning,2021,0.090518,0.0117782
New Jersey,comm,electricity,heating,electric furnace,2021,0.0202297,0.0026323
New Jersey,comm,electricity,heating,electric heat pump,2021,0.0066769,8.688e-4
New Jersey,comm,electricity,hot water,electric heat pump water heater,2021,8.56e-5,1.11e-5
New Jersey,comm,electricity,hot water,electric resistance water heater,2021,0.0044618,5.806e-4
New Jersey,comm,electricity,lighting,lighting,2021,0.1256471,0.0163492
New Jersey,comm,electricity,office,office equipment,2021,0.1456536,0.0189525
New Jersey,comm,electricity,others,electricity,2021,0.3419388,0.0444931
New Jersey,comm,electricity,refrigeration,refrigeration,2021,0.1357498,0.0176638
New Jersey,comm,electricity,ventilation,ventilation,2021,0.1163153,0.015135
New Jersey,comm,gas,cooking,gas range,2021,0.0960234,0.0123796
New Jersey,comm,gas,cooling,gas cooling,2021,0.0122736,0.0015823
New Jersey,comm,gas,heating,gas furnace,2021,0.5651566,0.0728615
New Jersey,comm,gas,hot water,gas water heater,2021,0.2089746,0.0269416
New Jersey,comm,gas,others,gas,2021,0.1175719,0.0151577
New Jersey,comm,refined liquids,heating,fuel furnace,2021,0.9569547,0.0162157
New Jersey,comm,refined liquids,hot water,fuel water heater,2021,0.0430453,7.294e-4
New Jersey,comm,refined liquids,others,refined liquids,2021,0,0
New Jersey,resid,biomass,heating,wood furnace,2021,1,0.0145701
New Jersey,resid,electricity,clothes dryers,clothes dryer,2021,0.0417835,0.005266
New Jersey,resid,electricity,clothes washers,clothes washer,2021,0.0076469,9.637e-4
New Jersey,resid,electricity,computers,electricity,2021,0.0296994,0.003743
New Jersey,resid,electricity,cooking,electric oven,2021,0.0096363,0.0012145
New Jersey,resid,electricity,cooling,air conditioning,2021,0.1216286,0.0153288
New Jersey,resid,electricity,dishwashers,dishwasher,2021,0.0056947,7.177e-4
New Jersey,resid,electricity,freezers,freezer,2021,0.0145869,0.0018384
New Jersey,resid,electricity,furnace fans,electricity,2021,0.0162631,0.0020496
New Jersey,resid,electricity,heating,electric furnace,2021,0.1001555,0.0126226
New Jersey,resid,electricity,heating,electric heat pump,2021,0.0363337,0.0045791
New Jersey,resid,electricity,hot water,electric heat pump water heater,2021,0,0
New Jersey,resid,electricity,hot water,electric resistance water heater,2021,0.1190677,0.0150061
New Jersey,resid,electricity,lighting,lighting,2021,0.0510025,0.0064278
New Jersey,resid,electricity,others,electricity,2021,0.3855776,0.0485943
New Jersey,resid,electricity,refrigerators,refrigerator,2021,0.0609237,0.0076782
New Jersey,resid,gas,clothes dryers,clothes dryer,2021,0.0074204,0.0013585
New Jersey,resid,gas,cooking,gas oven,2021,0.0256564,0.0046972
New Jersey,resid,gas,cooling,air conditioning,2021,0.0091168,0.0016691
New Jersey,resid,gas,heating,gas furnace,2021,0.7419599,0.1358381
New Jersey,resid,gas,hot water,gas water heater,2021,0.1781054,0.0326076
New Jersey,resid,gas,others,gas,2021,0.0377411,0.0069096
New Jersey,resid,refined liquids,cooking,lpg oven,2021,0.0117299,4.613e-4
New Jersey,resid,refined liquids,heating,fuel furnace,2021,0.7792659,0.0306462
New Jersey,resid,refined liquids,hot water,fuel water heater,2021,0.1352886,0.0053205
New Jersey,resid,refined liquids,others,refined liquids,2021,0.0737157,0.002899
New Mexico,comm,electricity,cooking,electric range,2021,0.0157047,5.151e-4
New Mexico,comm,electricity,cooling,air conditioning,2021,0.0984827,0.0032302
New Mexico,comm,electricity,heating,electric furnace,2021,0.0076576,2.512e-4
New Mexico,comm,electricity,heating,electric heat pump,2021,0.0033807,1.109e-4
New Mexico,comm,electricity,hot water,electric heat pump water heater,2021,1.48e-5,5e-7
New Mexico,comm,electricity,hot water,electric resistance water heater,2021,0.0024962,8.19e-5
New Mexico,comm,electricity,lighting,lighting,2021,0.0757962,0.0024861
New Mexico,comm,electricity,office,office equipment,2021,0.0981983,0.0032209
New Mexico,comm,electricity,others,electricity,2021,0.5383104,0.0176566
New Mexico,comm,electricity,refrigeration,refrigeration,2021,0.0895971,0.0029388
New Mexico,comm,electricity,ventilation,ventilation,2021,0.0703612,0.0023079
New Mexico,comm,gas,cooking,gas range,2021,0.089961,0.0013352
New Mexico,comm,gas,cooling,gas cooling,2021,0.0060328,8.95e-5
New Mexico,comm,gas,heating,gas furnace,2021,0.5049388,0.0074944
New Mexico,comm,gas,hot water,gas water heater,2021,0.2108942,0.0031301
New Mexico,comm,gas,others,gas,2021,0.1881732,0.0027929
New Mexico,comm,refined liquids,heating,fuel furnace,2021,0.0079076,2.6e-6
New Mexico,comm,refined liquids,hot water,fuel water heater,2021,2.22e-5,0
New Mexico,comm,refined liquids,others,refined liquids,2021,0.9920703,3.31e-4
New Mexico,resid,biomass,heating,wood furnace,2021,1,0.0020343
New Mexico,resid,electricity,clothes dryers,clothes dryer,2021,0.0412659,0.0015241
New Mexico,resid,electricity,clothes washers,clothes washer,2021,0.0067278,2.485e-4
New Mexico,resid,electricity,computers,electricity,2021,0.0225881,8.343e-4
New Mexico,resid,electricity,cooking,electric oven,2021,0.0085593,3.161e-4
New Mexico,resid,electricity,cooling,air conditioning,2021,0.2613104,0.0096513
New Mexico,resid,electricity,dishwashers,dishwasher,2021,0.0051784,1.913e-4
New Mexico,resid,electricity,freezers,freezer,2021,0.0134527,4.969e-4
New Mexico,resid,electricity,furnace fans,electricity,2021,0.0191198,7.062e-4
New Mexico,resid,electricity,heating,electric furnace,2021,0.0461729,0.0017054
New Mexico,resid,electricity,heating,electric heat pump,2021,0.0099656,3.681e-4
New Mexico,resid,electricity,hot water,electric heat pump water heater,2021,0,0
New Mexico,resid,electricity,hot water,electric resistance water heater,2021,0.0725927,0.0026811
New Mexico,resid,electricity,lighting,lighting,2021,0.0451853,0.0016689
New Mexico,resid,electricity,others,electricity,2021,0.3945856,0.0145737
New Mexico,resid,electricity,refrigerators,refrigerator,2021,0.0532954,0.0019684
New Mexico,resid,gas,clothes dryers,clothes dryer,2021,0.0076223,1.504e-4
New Mexico,resid,gas,cooking,gas oven,2021,0.0187295,3.696e-4
New Mexico,resid,gas,cooling,air conditioning,2021,0.018545,3.66e-4
New Mexico,resid,gas,heating,gas furnace,2021,0.6365999,0.0125636
New Mexico,resid,gas,hot water,gas water heater,2021,0.2564035,0.0050602
New Mexico,resid,gas,others,gas,2021,0.0620998,0.0012256
New Mexico,resid,refined liquids,cooking,lpg oven,2021,0.0365057,8.62e-5
New Mexico,resid,refined liquids,heating,fuel furnace,2021,0.5877274,0.0013877
New Mexico,resid,refined liquids,hot water,fuel water heater,2021,0.1889124,4.46e-4
New Mexico,resid,refined liquids,others,refined liquids,2021,0.1868545,4.412e-4
New York,comm,electricity,cooking,electric range,2021,0.0118547,0.0031117
New York,comm,electricity,cooling,air conditioning,2021,0.083176,0.0218326
New York,comm,electricity,heating,electric furnace,2021,0.0203518,0.0053421
New York,comm,electricity,heating,electric heat pump,2021,0.00564,0.0014804
New York,comm,electricity,hot water,electric heat pump water heater,2021,9.32e-5,2.45e-5
New York,comm,electricity,hot water,electric resistance water heater,2021,0.0039768,0.0010439
New York,comm,electricity,lighting,lighting,2021,0.1249494,0.0327976
New York,comm,electricity,office,office equipment,2021,0.1581165,0.0415035
New York,comm,electricity,others,electricity,2021,0.3215401,0.0844001
New York,comm,electricity,refrigeration,refrigeration,2021,0.135889,0.0356691
New York,comm,electricity,ventilation,ventilation,2021,0.1344125,0.0352815
New York,comm,gas,cooking,gas range,2021,0.07396,0.022932
New York,comm,gas,cooling,gas cooling,2021,0.0106312,0.0032963
New York,comm,gas,heating,gas furnace,2021,0.5893922,0.1827467
New York,comm,gas,hot water,gas water heater,2021,0.1989719,0.0616932
New York,comm,gas,others,gas,2021,0.1270447,0.0393914
New York,comm,refined liquids,heating,fuel furnace,2021,0.976385,0.0462798
New York,comm,refined liquids,hot water,fuel water heater,2021,0.023615,0.0011193
New York,comm,refined liquids,others,refined liquids,2021,0,0
New York,resid,biomass,heating,wood furnace,2021,1,0.0419693
New York,resid,electricity,clothes dryers,clothes dryer,2021,0.0410049,0.0082642
New York,resid,electricity,clothes washers,clothes washer,2021,0.0080639,0.0016252
New York,resid,electricity,computers,electricity,2021,0.0385321,0.0077658
New York,resid,electricity,cooking,electric oven,2021,0.0109772,0.0022123999999999998
New York,resid,electricity,cooling,air conditioning,2021,0.1187316,0.0239294
New York,resid,electricity,dishwashers,dishwasher,2021,0.0060693,0.0012232
New York,resid,electricity,freezers,freezer,2021,0.016614,0.0033484
New York,resid,electricity,furnace fans,electricity,2021,0.022801,0.0045954
New York,resid,electricity,heating,electric furnace,2021,0.0728916,0.0146907
New York,resid,electricity,heating,electric heat pump,2021,0.0183577,0.0036998
New York,resid,electricity,hot water,electric heat pump water heater,2021,0,0
New York,resid,electricity,hot water,electric resistance water heater,2021,0.1112347,0.0224185
New York,resid,electricity,lighting,lighting,2021,0.0621248,0.0125208
New York,resid,electricity,others,electricity,2021,0.3949174,0.0795925
New York,resid,electricity,refrigerators,refrigerator,2021,0.0776796,0.0156557
New York,resid,gas,clothes dryers,clothes dryer,2021,0.007639,0.0035119
New York,resid,gas,cooking,gas oven,2021,0.0259695,0.0119389
New York,resid,gas,cooling,air conditioning,2021,0.0023317,0.0010719
New York,resid,gas,heating,gas furnace,2021,0.7621065,0.3503618
New York,resid,gas,hot water,gas water heater,2021,0.1724845,0.079296
New York,resid,gas,others,gas,2021,0.0294688,0.0135476
New York,resid,refined liquids,cooking,lpg oven,2021,0.0119635,0.0012713
New York,resid,refined liquids,heating,fuel furnace,2021,0.7854502,0.0834684
New York,resid,refined liquids,hot water,fuel water heater,2021,0.1417155,0.0150599
New York,resid,refined liquids,others,refined liquids,2021,0.0608708,0.0064686
North Carolina,comm,electricity,cooking,electric range,2021,0.0149695,0.0029645
North Carolina,comm,electricity,cooling,air conditioning,2021,0.1292705,0.025600500000000002
North Carolina,comm,electricity,heating,electric furnace,2021,0.0128341,0.0025416
North Carolina,comm,electricity,heating,electric heat pump,2021,0.0075206,0.0014894
North Carolina,comm,electricity,hot water,electric heat pump water heater,2021,6.37e-5,1.26e-5
North Carolina,comm,electricity,hot water,electric resistance water heater,2021,0.0063791,0.0012633
North Carolina,comm,electricity,lighting,lighting,2021,0.1058463,0.0209616
North Carolina,comm,electricity,office,office equipment,2021,0.1094028,0.0216659
North Carolina,comm,electricity,others,electricity,2021,0.3941368,0.078054
North Carolina,comm,electricity,refrigeration,refrigeration,2021,0.1446979,0.0286557
North Carolina,comm,electricity,ventilation,ventilation,2021,0.0748786,0.0148288
North Carolina,comm,gas,cooking,gas range,2021,0.1859099,0.0107579
North Carolina,comm,gas,cooling,gas cooling,2021,0.0189645,0.0010974
North Carolina,comm,gas,heating,gas furnace,2021,0.4664203,0.0269899
North Carolina,comm,gas,hot water,gas water heater,2021,0.2497259,0.0144506
North Carolina,comm,gas,others,gas,2021,0.0789794,0.0045702
North Carolina,comm,refined liquids,heating,fuel furnace,2021,0.2403205,0.0012907
North Carolina,comm,refined liquids,hot water,fuel water heater,2021,0.0580744,3.119e-4
North Carolina,comm,refined liquids,others,refined liquids,2021,0.7016051,0.0037681
North Carolina,resid,biomass,heating,wood furnace,2021,1,0.015939
North Carolina,resid,electricity,clothes dryers,clothes dryer,2021,0.0388591,0.0085153
North Carolina,resid,electricity,clothes washers,clothes washer,2021,0.0059411,0.0013019
North Carolina,resid,electricity,computers,electricity,2021,0.0192544,0.0042192
North Carolina,resid,electricity,cooking,electric oven,2021,0.0095272,0.0020877
North Carolina,resid,electricity,cooling,air conditioning,2021,0.1526135,0.0334424
North Carolina,resid,electricity,dishwashers,dishwasher,2021,0.0042745,0.00093669999999999995
North Carolina,resid,electricity,freezers,freezer,2021,0.0084549,0.0018527
North Carolina,resid,electricity,furnace fans,electricity,2021,0.0058982,0.0012925
North Carolina,resid,electricity,heating,electric furnace,2021,0.1062763,0.0232885
North Carolina,resid,electricity,heating,electric heat pump,2021,0.0644722,0.0141279
North Carolina,resid,electricity,hot water,electric heat pump water heater,2021,0,0
North Carolina,resid,electricity,hot water,electric resistance water heater,2021,0.150056,0.032882
North Carolina,resid,electricity,lighting,lighting,2021,0.0376088,0.0082413
North Carolina,resid,electricity,others,electricity,2021,0.351407,0.0770042
North Carolina,resid,electricity,refrigerators,refrigerator,2021,0.0453566,0.009939
North Carolina,resid,gas,clothes dryers,clothes dryer,2021,0.0061309,4.364e-4
North Carolina,resid,gas,cooking,gas oven,2021,0.0238093,0.0016946
North Carolina,resid,gas,cooling,air conditioning,2021,0.0491378,0.0034973
North Carolina,resid,gas,heating,gas furnace,2021,0.623129,0.0443503
North Carolina,resid,gas,hot water,gas water heater,2021,0.211259,0.015036
North Carolina,resid,gas,others,gas,2021,0.086534,0.0061589
North Carolina,resid,refined liquids,cooking,lpg oven,2021,0.0320596,5.912e-4
North Carolina,resid,refined liquids,heating,fuel furnace,2021,0.5997028,0.0110597
North Carolina,resid,refined liquids,hot water,fuel water heater,2021,0.12073,0.0022265
North Carolina,resid,refined liquids,others,refined liquids,2021,0.2475077,0.0045645
North Dakota,comm,electricity,cooking,electric range,2021,0.0156326,1.671e-4
North Dakota,comm,electricity,cooling,air conditioning,2021,0.0452923,4.842e-4
North Dakota,comm,electricity,heating,electric furnace,2021,0.0340254,3.637e-4
North Dakota,comm,electricity,heating,electric heat pump,2021,0.0101484,1.085e-4
North Dakota,comm,electricity,hot water,electric heat pump water heater,2021,7.02e-5,7e-7
North Dakota,comm,electricity,hot water,electric resistance water heater,2021,0.0039754,4.25e-5
North Dakota,comm,electricity,lighting,lighting,2021,0.0789867,8.443e-4
North Dakota,comm,electricity,office,office equipment,2021,0.091515,9.783e-4
North Dakota,comm,electricity,others,electricity,2021,0.5309822,0.005676
North Dakota,comm,electricity,refrigeration,refrigeration,2021,0.1186507,0.0012683
North Dakota,comm,electricity,ventilation,ventilation,2021,0.0707211,7.56e-4
North Dakota,comm,gas,cooking,gas range,2021,0.0473845,6.25e-4
North Dakota,comm,gas,cooling,gas cooling,2021,7.585e-4,1e-5
North Dakota,comm,gas,heating,gas furnace,2021,0.4791652,0.0063198
North Dakota,comm,gas,hot water,gas water heater,2021,0.0796121,0.00105
North Dakota,comm,gas,others,gas,2021,0.3930798,0.0051844
North Dakota,comm,refined liquids,heating,fuel furnace,2021,0.3348441,3.612e-4
North Dakota,comm,refined liquids,hot water,fuel water heater,2021,0.002369,2.6e-6
North Dakota,comm,refined liquids,others,refined liquids,2021,0.6627869,7.149e-4
North Dakota,resid,biomass,heating,wood furnace,2021,1,0.0016351
North Dakota,resid,electricity,clothes dryers,clothes dryer,2021,0.0502782,6.748e-4
North Dakota,resid,electricity,clothes washers,clothes washer,2021,0.0074322,9.97e-5
North Dakota,resid,electricity,computers,electricity,2021,0.0224155,3.008e-4
North Dakota,resid,electricity,cooking,electric oven,2021,0.0122688,1.647e-4
North Dakota,resid,electricity,cooling,air conditioning,2021,0.076594,0.001028
North Dakota,resid,electricity,dishwashers,dishwasher,2021,0.0057723,7.75e-5
North Dakota,resid,electricity,freezers,freezer,2021,0.0190936,2.563e-4
North Dakota,resid,electricity,furnace fans,electricity,2021,0.022813,3.062e-4
North Dakota,resid,electricity,heating,electric furnace,2021,0.1569798,0.0021068
North Dakota,resid,electricity,heating,electric heat pump,2021,0.0280667,3.767e-4
North Dakota,resid,electricity,hot water,electric heat pump water heater,2021,0,0
North Dakota,resid,electricity,hot water,electric resistance water heater,2021,0.1090344,0.0014633
North Dakota,resid,electricity,lighting,lighting,2021,0.0474701,6.371e-4
North Dakota,resid,electricity,others,electricity,2021,0.3843868,0.0051588
North Dakota,resid,electricity,refrigerators,refrigerator,2021,0.0573946,7.703e-4
North Dakota,resid,gas,clothes dryers,clothes dryer,2021,0.0040529,6.02e-5
North Dakota,resid,gas,cooking,gas oven,2021,0.0107988,1.605e-4
North Dakota,resid,gas,cooling,air conditioning,2021,0.0053011,7.88e-5
North Dakota,resid,gas,heating,gas furnace,2021,0.7725394,0.0114842
North Dakota,resid,gas,hot water,gas water heater,2021,0.19291,0.0028677
North Dakota,resid,gas,others,gas,2021,0.0143979,2.14e-4
North Dakota,resid,refined liquids,cooking,lpg oven,2021,0.0107268,4.5e-5
North Dakota,resid,refined liquids,heating,fuel furnace,2021,0.916413,0.0038469
North Dakota,resid,refined liquids,hot water,fuel water heater,2021,0.054265,2.278e-4
North Dakota,resid,refined liquids,others,refined liquids,2021,0.0185952,7.81e-5
Ohio,comm,electricity,cooking,electric range,2021,0.0176869,0.0033258
Ohio,comm,electricity,cooling,air conditioning,2021,0.0771186,0.0145013
Ohio,comm,electricity,heating,electric furnace,2021,0.027013,0.0050795
Ohio,comm,electricity,heating,electric heat pump,2021,0.0074136,0.0013941
Ohio,comm,electricity,hot water,electric heat pump water heater,2021,4.21e-5,7.9e-6
Ohio,comm,electricity,hot water,electric resistance water heater,2021,0.0043857,8.247e-4
Ohio,comm,electricity,lighting,lighting,2021,0.1089816,0.0204928
Ohio,comm,electricity,office,office equipment,2021,0.1204982,0.0226583
Ohio,comm,electricity,others,electricity,2021,0.4224384,0.0794348
Ohio,comm,electricity,refrigeration,refrigeration,2021,0.1210537,0.0227628
