# File: Scout_bld_calibration.csv
# Title: Buildings sector calibration from Scout model
# Units: unitless shares
# Comments: Scout output data processed to compute shares of service/technology within state/sector/fuel
# Source:  LBNL team (Aven Satre-Meloy) provided for DECARB project
# Column types: cccccinn
# ----------
state,sector,fuel,service,technology,year,share,energy
Colorado,resid,electricity,computers,electricity,2021,0.0290888,0.0023893
Colorado,resid,electricity,cooking,electric oven,2021,0.0130621,0.0010729
Colorado,resid,electricity,cooling,air conditioning,2021,0.0589424,0.0048414
Colorado,resid,electricity,dishwashers,dishwasher,2021,0.0065969,5.419e-4
Colorado,resid,electricity,freezers,freezer,2021,0.0173174,0.0014224
Colorado,resid,electricity,furnace fans,electricity,2021,0.0123057,0.0010108
Colorado,resid,electricity,heating,electric furnace,2021,0.0912593,0.0074959
Colorado,resid,electricity,heating,electric heat pump,2021,0.0236045,0.0019388
Colorado,resid,electricity,hot water,electric heat pump water heater,2021,0,0
Colorado,resid,electricity,hot water,electric resistance water heater,2021,0.0848242,0.0069673
Colorado,resid,electricity,lighting,lighting,2021,0.0540006,0.0044355
Colorado,resid,electricity,others,electricity,2021,0.4847509,0.0398164
Colorado,resid,electricity,refrigerators,refrigerator,2021,0.0667737,0.0054847
Colorado,resid,gas,clothes dryers,clothes dryer,2021,0.0072106,0.0010276
Colorado,resid,gas,cooking,gas oven,2021,0.0165668,0.0023609
Colorado,resid,gas,cooling,air conditioning,2021,0.0173761,0.0024763
Colorado,resid,gas,heating,gas furnace,2021,0.6435201,0.0917082
Colorado,resid,gas,hot water,gas water heater,2021,0.2630057,0.037481
Colorado,resid,gas,others,gas,2021,0.0523208,0.0074563
Colorado,resid,refined liquids,cooking,lpg oven,2021,0.0272818,3.788e-4
Colorado,resid,refined liquids,heating,fuel furnace,2021,0.6277381,0.008716
Colorado,resid,refined liquids,hot water,fuel water heater,2021,0.1801858,0.0025018
Colorado,resid,refined liquids,others,refined liquids,2021,0.1647943,0.0022881
Connecticut,comm,electricity,cooking,electric range,2021,0.0119897,5.921e-4
Connecticut,comm,electricity,cooling,air conditioning,2021,0.047177,0.0023298
Connecticut,comm,electricity,heating,electric furnace,2021,0.0142945,7.059e-4
Connecticut,comm,electricity,heating,electric heat pump,2021,0.0073792,3.644e-4
Connecticut,comm,electricity,hot water,electric heat pump water heater,2021,5.66e-5,2.8e-6
Connecticut,comm,electricity,hot water,electric resistance water heater,2021,0.0049306,2.435e-4
Connecticut,comm,electricity,lighting,lighting,2021,0.0815413,0.0040269
Connecticut,comm,electricity,office,office equipment,2021,0.1129818,0.0055796
Connecticut,comm,electricity,others,electricity,2021,0.5102949,0.0252007
Connecticut,comm,electricity,refrigeration,refrigeration,2021,0.141148,0.0069705
Connecticut,comm,electricity,ventilation,ventilation,2021,0.0682064,0.0033683
Connecticut,comm,gas,cooking,gas range,2021,0.0422478,0.0020617
Connecticut,comm,gas,cooling,gas cooling,2021,0.0017222,8.4e-5
Connecticut,comm,gas,heating,gas furnace,2021,0.2895536,0.0141303
Connecticut,comm,gas,hot water,gas water heater,2021,0.0426408,0.0020809
Connecticut,comm,gas,others,gas,2021,0.6238356,0.0304434
Connecticut,comm,refined liquids,heating,fuel furnace,2021,0.9848461,0.0188634
Connecticut,comm,refined liquids,hot water,fuel water heater,2021,0.0151539,2.903e-4
Connecticut,comm,refined liquids,others,refined liquids,2021,0,0
Connecticut,resid,biomass,heating,wood furnace,2021,1,0.0099439
Connecticut,resid,electricity,clothes dryers,clothes dryer,2021,0.0480081,0.0019937
Connecticut,resid,electricity,clothes washers,clothes washer,2021,0.0083999,3.488e-4
Connecticut,resid,electricity,computers,electricity,2021,0.0296147,0.0012299
Connecticut,resid,electricity,cooking,electric oven,2021,0.0149884,6.224e-4
Connecticut,resid,electricity,cooling,air conditioning,2021,0.0812588,0.0033745
Connecticut,resid,electricity,dishwashers,dishwasher,2021,0.00574,2.384e-4
Connecticut,resid,electricity,freezers,freezer,2021,0.0140151,5.82e-4
Connecticut,resid,electricity,furnace fans,electricity,2021,0.0221621,9.204e-4
Connecticut,resid,electricity,heating,electric furnace,2021,0.0541273,0.0022478
Connecticut,resid,electricity,heating,electric heat pump,2021,0.0049044,2.037e-4
Connecticut,resid,electricity,hot water,electric heat pump water heater,2021,0,0
Connecticut,resid,electricity,hot water,electric resistance water heater,2021,0.1056723,0.0043884
Connecticut,resid,electricity,lighting,lighting,2021,0.0576893,0.0023957
Connecticut,resid,electricity,others,electricity,2021,0.4840057,0.0201
Connecticut,resid,electricity,refrigerators,refrigerator,2021,0.0694139,0.0028826
Connecticut,resid,gas,clothes dryers,clothes dryer,2021,0.0061438,3.149e-4
Connecticut,resid,gas,cooking,gas oven,2021,0.0191515,9.815e-4
Connecticut,resid,gas,cooling,air conditioning,2021,6.306e-4,3.23e-5
Connecticut,resid,gas,heating,gas furnace,2021,0.7639363,0.0391496
Connecticut,resid,gas,hot water,gas water heater,2021,0.1906196,0.0097687
Connecticut,resid,gas,others,gas,2021,0.0195182,0.0010003
Connecticut,resid,refined liquids,cooking,lpg oven,2021,0.0138537,7.808e-4
Connecticut,resid,refined liquids,heating,fuel furnace,2021,0.8441021,0.0475727
Connecticut,resid,refined liquids,hot water,fuel water heater,2021,0.1140414,0.0064273
Connecticut,resid,refined liquids,others,refined liquids,2021,0.0280027,0.0015782
Delaware,comm,electricity,cooking,electric range,2021,0.0127236,1.815e-4
Delaware,comm,electricity,cooling,air conditioning,2021,0.090518,0.0012913
Delaware,comm,electricity,heating,electric furnace,2021,0.0202297,2.886e-4
Delaware,comm,electricity,heating,electric heat pump,2021,0.0066769,9.52e-5
Delaware,comm,electricity,hot water,electric heat pump water heater,2021,8.56e-5,1.2e-6
Delaware,comm,electricity,hot water,electric resistance water heater,2021,0.0044618,6.36e-5
Delaware,comm,electricity,lighting,lighting,2021,0.1256471,0.0017924
Delaware,comm,electricity,office,office equipment,2021,0.1456536,0.0020778
Delaware,comm,electricity,others,electricity,2021,0.3419388,0.0048778
Delaware,comm,electricity,refrigeration,refrigeration,2021,0.1357498,0.0019365
Delaware,comm,electricity,ventilation,ventilation,2021,0.1163153,0.0016593
Delaware,comm,gas,cooking,gas range,2021,0.0960234,0.0013572
Delaware,comm,gas,cooling,gas cooling,2021,0.0122736,1.735e-4
Delaware,comm,gas,heating,gas furnace,2021,0.5651566,0.0079879
Delaware,comm,gas,hot water,gas water heater,2021,0.2089746,0.0029536
Delaware,comm,gas,others,gas,2021,0.1175719,0.0016618
Delaware,comm,refined liquids,heating,fuel furnace,2021,0.9569547,0.0017777
Delaware,comm,refined liquids,hot water,fuel water heater,2021,0.0430453,8e-5
Delaware,comm,refined liquids,others,refined liquids,2021,0,0
Delaware,resid,biomass,heating,wood furnace,2021,1,0.0015973
Delaware,resid,electricity,clothes dryers,clothes dryer,2021,0.0417835,5.773e-4
Delaware,resid,electricity,clothes washers,clothes washer,2021,0.0076469,1.057e-4
Delaware,resid,electricity,computers,electricity,2021,0.0296994,4.104e-4
Delaware,resid,electricity,cooking,electric oven,2021,0.0096363,1.331e-4
Delaware,resid,electricity,cooling,air conditioning,2021,0.1216286,0.0016805
Delaware,resid,electricity,dishwashers,dishwasher,2021,0.0056947,7.87e-5
Delaware,resid,electricity,freezers,freezer,2021,0.0145869,2.015e-4
Delaware,resid,electricity,furnace fans,electricity,2021,0.0162631,2.247e-4
Delaware,resid,electricity,heating,electric furnace,2021,0.1001555,0.0013838
Delaware,resid,electricity,heating,electric heat pump,2021,0.0363337,5.02e-4
Delaware,resid,electricity,hot water,electric heat pump water heater,2021,0,0
Delaware,resid,electricity,hot water,electric resistance water heater,2021,0.1190677,0.0016451
Delaware,resid,electricity,lighting,lighting,2021,0.0510025,7.047e-4
Delaware,resid,electricity,others,electricity,2021,0.3855776,0.0053274
Delaware,resid,electricity,refrigerators,refrigerator,2021,0.0609237,8.418e-4
Delaware,resid,gas,clothes dryers,clothes dryer,2021,0.0074204,1.489e-4
Delaware,resid,gas,cooking,gas oven,2021,0.0256564,5.15e-4
Delaware,resid,gas,cooling,air conditioning,2021,0.0091168,1.83e-4
Delaware,resid,gas,heating,gas furnace,2021,0.7419599,0.0148921
Delaware,resid,gas,hot water,gas water heater,2021,0.1781054,0.0035748
Delaware,resid,gas,others,gas,2021,0.0377411,7.575e-4
Delaware,resid,refined liquids,cooking,lpg oven,2021,0.0117299,5.06e-5
Delaware,resid,refined liquids,heating,fuel furnace,2021,0.7792659,0.0033598
Delaware,resid,refined liquids,hot water,fuel water heater,2021,0.1352886,5.833e-4
Delaware,resid,refined liquids,others,refined liquids,2021,0.0737157,3.178e-4
District of Columbia,comm,electricity,cooking,electric range,2021,0.015944,1.893e-4
District of Columbia,comm,electricity,cooling,air conditioning,2021,0.117223,0.0013915
District of Columbia,comm,electricity,heating,electric furnace,2021,0.0148548,1.763e-4
District of Columbia,comm,electricity,heating,electric heat pump,2021,0.0087047,1.033e-4
District of Columbia,comm,electricity,hot water,electric heat pump water heater,2021,6.34e-5,8e-7
District of Columbia,comm,electricity,hot water,electric resistance water heater,2021,0.0063445,7.53e-5
District of Columbia,comm,electricity,lighting,lighting,2021,0.1002228,0.0011897
District of Columbia,comm,electricity,office,office equipment,2021,0.1165242,0.0013832
District of Columbia,comm,electricity,others,electricity,2021,0.4197927,0.0049832
District of Columbia,comm,electricity,refrigeration,refrigeration,2021,0.1234195,0.0014651
District of Columbia,comm,electricity,ventilation,ventilation,2021,0.0769065,9.129e-4
District of Columbia,comm,gas,cooking,gas range,2021,0.1859099,0.0012585
District of Columbia,comm,gas,cooling,gas cooling,2021,0.0189645,1.284e-4
District of Columbia,comm,gas,heating,gas furnace,2021,0.4664203,0.0031575
District of Columbia,comm,gas,hot water,gas water heater,2021,0.2497259,0.0016905
District of Columbia,comm,gas,others,gas,2021,0.0789794,5.347e-4
District of Columbia,comm,refined liquids,heating,fuel furnace,2021,0.2403205,2.84e-4
District of Columbia,comm,refined liquids,hot water,fuel water heater,2021,0.0580744,6.86e-5
District of Columbia,comm,refined liquids,others,refined liquids,2021,0.7016051,8.291e-4
District of Columbia,resid,biomass,heating,wood furnace,2021,1,9.779e-4
District of Columbia,resid,electricity,clothes dryers,clothes dryer,2021,0.0387879,5.346e-4
District of Columbia,resid,electricity,clothes washers,clothes washer,2021,0.0060512,8.34e-5
District of Columbia,resid,electricity,computers,electricity,2021,0.0197788,2.726e-4
District of Columbia,resid,electricity,cooking,electric oven,2021,0.010757,1.483e-4
District of Columbia,resid,electricity,cooling,air conditioning,2021,0.1236227,0.0017038
District of Columbia,resid,electricity,dishwashers,dishwasher,2021,0.0043538,6e-5
District of Columbia,resid,electricity,freezers,freezer,2021,0.0086117,1.187e-4
District of Columbia,resid,electricity,furnace fans,electricity,2021,0.0051451,7.09e-5
District of Columbia,resid,electricity,heating,electric furnace,2021,0.1190488,0.0016407
District of Columbia,resid,electricity,heating,electric heat pump,2021,0.0722206,9.954e-4
District of Columbia,resid,electricity,hot water,electric heat pump water heater,2021,0,0
District of Columbia,resid,electricity,hot water,electric resistance water heater,2021,0.1462466,0.0020156
District of Columbia,resid,electricity,lighting,lighting,2021,0.0416407,5.739e-4
District of Columbia,resid,electricity,others,electricity,2021,0.3577008,0.0049299
District of Columbia,resid,electricity,refrigerators,refrigerator,2021,0.0460344,6.345e-4
District of Columbia,resid,gas,clothes dryers,clothes dryer,2021,0.0061309,4.65e-5
District of Columbia,resid,gas,cooking,gas oven,2021,0.0238093,1.807e-4
District of Columbia,resid,gas,cooling,air conditioning,2021,0.0491378,3.73e-4
District of Columbia,resid,gas,heating,gas furnace,2021,0.623129,0.0047295
District of Columbia,resid,gas,hot water,gas water heater,2021,0.211259,0.0016034
District of Columbia,resid,gas,others,gas,2021,0.086534,6.568e-4
District of Columbia,resid,refined liquids,cooking,lpg oven,2021,0.022033,3.63e-5
District of Columbia,resid,refined liquids,heating,fuel furnace,2021,0.6758028,0.0011126
District of Columbia,resid,refined liquids,hot water,fuel water heater,2021,0.1097551,1.807e-4
District of Columbia,resid,refined liquids,others,refined liquids,2021,0.1924092,3.168e-4
Florida,comm,electricity,cooking,electric range,2021,0.0140768,0.0056404
Florida,comm,electricity,cooling,air conditioning,2021,0.2099505,0.0841242
Florida,comm,electricity,heating,electric furnace,2021,0.0042236,0.0016923
Florida,comm,electricity,heating,electric heat pump,2021,0.0024427,9.787e-4
Florida,comm,electricity,hot water,electric heat pump water heater,2021,7.7e-5,3.09e-5
Florida,comm,electricity,hot water,electric resistance water heater,2021,0.0077243,0.003095
Florida,comm,electricity,lighting,lighting,2021,0.0948047,0.0379869
Florida,comm,electricity,office,office equipment,2021,0.1023283,0.0410015
Florida,comm,electricity,others,electricity,2021,0.3707396,0.1485501
Florida,comm,electricity,refrigeration,refrigeration,2021,0.1186665,0.047548
Florida,comm,electricity,ventilation,ventilation,2021,0.074966,0.0300378
Florida,comm,gas,cooking,gas range,2021,0.1838318,0.0118769
Florida,comm,gas,cooling,gas cooling,2021,0.0185922,0.0012012
