ALL,refined liquids enduse,coal to liquids,coal to liquids CCS Level 2,0.981,0.981,0.981,0.981,0.981,0.981,0.981,0.981,0.981
ALL,refined liquids industrial,coal to liquids,coal to liquids CCS Level 2,0.981,0.981,0.981,0.981,0.981,0.981,0.981,0.981,0.981

INPUT_TABLE,,,,,,,,,,,,
Variable ID,,,,,,,,,,,,
2052,,,,standard-capture-component,,,,,,,,
,,,,intensity-penalty,,,,,,,,
region,supplysector,subsector,technology,1975,1990,2005,2020,2035,2050,2065,2080,2095
ALL,refined liquids enduse,coal to liquids,coal to liquids CCS Level 1,0.040,0.040,0.040,0.040,0.040,0.040,0.040,0.040,0.040
ALL,refined liquids industrial,coal to liquids,coal to liquids CCS Level 1,0.040,0.040,0.040,0.040,0.040,0.040,0.040,0.040,0.040
ALL,refined liquids enduse,coal to liquids,coal to liquids CCS Level 2,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100
ALL,refined liquids industrial,coal to liquids,coal to liquids CCS Level 2,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100

INPUT_TABLE,,,,,,,,,,,,
Variable ID,,,,,,,,,,,,
2053,,,,standard-capture-component,,,,,,,,
,,,,non-energy-penalty,,,,,,,,
region,supplysector,subsector,technology,1975,1990,2005,2020,2035,2050,2065,2080,2095
ALL,refined liquids enduse,coal to liquids,coal to liquids CCS Level 1,0.202,0.202,0.202,0.202,0.205,0.208,0.212,0.215,0.218
ALL,refined liquids industrial,coal to liquids,coal to liquids CCS Level 1,0.295,0.295,0.295,0.295,0.299,0.304,0.308,0.313,0.318
ALL,refined liquids enduse,coal to liquids,coal to liquids CCS Level 2,0.335,0.335,0.335,0.335,0.340,0.345,0.350,0.356,0.361
ALL,refined liquids industrial,coal to liquids,coal to liquids CCS Level 2,0.489,0.489,0.489,0.489,0.496,0.503,0.511,0.519,0.527
