INPUT_TABLE
Variable ID
StubTechCalInputIndUrb

region,sector.name,subsector.name,technology,year,minicam.energy.input,calibrated.value
Africa_Southern,industrial processes,nitric acid,nitric acid,2010,misc emissions sources,0.001
Africa_Southern,industrial processes,foams,foams,2010,misc emissions sources,0.001
Africa_Southern,industrial processes,solvents,solvents,2010,misc emissions sources,0.001
Africa_Southern,industrial processes,HCFC_22_Prod,HCFC_22_Prod,2010,misc emissions sources,0.001
Africa_Southern,industrial processes,semiconductors,semiconductors,2010,misc emissions sources,0.001
Africa_Southern,industrial processes,Al_Mg,Al_Mg,2010,misc emissions sources,0.001
Africa_Southern,industrial processes,other industrial processes,other industrial processes,2010,misc emissions sources,0.001
Africa_Western,urban processes,landfills,landfills,1975,misc emissions sources,0.001
Africa_Western,urban processes,wastewater treatment,wastewater treatment,1975,misc emissions sources,0.001
Africa_Western,urban processes,aerosols,aerosols,1975,misc emissions sources,0.001
Africa_Western,urban processes,fire_exting,fire_exting,1975,misc emissions sources,0.001
Africa_Western,industrial processes,adipic acid,adipic acid,1975,misc emissions sources,0.001
Africa_Western,industrial processes,nitric acid,nitric acid,1975,misc emissions sources,0.001
Africa_Western,industrial processes,foams,foams,1975,misc emissions sources,0.001
Africa_Western,industrial processes,solvents,solvents,1975,misc emissions sources,0.001
Africa_Western,industrial processes,HCFC_22_Prod,HCFC_22_Prod,1975,misc emissions sources,0.001
Africa_Western,industrial processes,semiconductors,semiconductors,1975,misc emissions sources,0.001
Africa_Western,industrial processes,Al_Mg,Al_Mg,1975,misc emissions sources,0.001
Africa_Western,industrial processes,other industrial processes,other industrial processes,1975,misc emissions sources,0.001
Africa_Western,urban processes,landfills,landfills,1990,misc emissions sources,0.001
Africa_Western,urban processes,wastewater treatment,wastewater treatment,1990,misc emissions sources,0.001
Africa_Western,urban processes,aerosols,aerosols,1990,misc emissions sources,0.001
Africa_Western,urban processes,fire_exting,fire_exting,1990,misc emissions sources,0.001
Africa_Western,industrial processes,adipic acid,adipic acid,1990,misc emissions sources,0.001
Africa_Western,industrial processes,nitric acid,nitric acid,1990,misc emissions sources,0.001
Africa_Western,industrial processes,foams,foams,1990,misc emissions sources,0.001
Africa_Western,industrial processes,solvents,solvents,1990,misc emissions sources,0.001
Africa_Western,industrial processes,HCFC_22_Prod,HCFC_22_Prod,1990,misc emissions sources,0.001
Africa_Western,industrial processes,semiconductors,semiconductors,1990,misc emissions sources,0.001
Africa_Western,industrial processes,Al_Mg,Al_Mg,1990,misc emissions sources,0.001
Africa_Western,industrial processes,other industrial processes,other industrial processes,1990,misc emissions sources,0.001
Africa_Western,urban processes,landfills,landfills,2005,misc emissions sources,0.001
Africa_Western,urban processes,wastewater treatment,wastewater treatment,2005,misc emissions sources,0.001
Africa_Western,urban processes,aerosols,aerosols,2005,misc emissions sources,0.001
Africa_Western,urban processes,fire_exting,fire_exting,2005,misc emissions sources,0.001
Africa_Western,industrial processes,adipic acid,adipic acid,2005,misc emissions sources,0.001
Africa_Western,industrial processes,nitric acid,nitric acid,2005,misc emissions sources,0.001
Africa_Western,industrial processes,foams,foams,2005,misc emissions sources,0.001
Africa_Western,industrial processes,solvents,solvents,2005,misc emissions sources,0.001
Africa_Western,industrial processes,HCFC_22_Prod,HCFC_22_Prod,2005,misc emissions sources,0.001
Africa_Western,industrial processes,semiconductors,semiconductors,2005,misc emissions sources,0.001
Africa_Western,industrial processes,Al_Mg,Al_Mg,2005,misc emissions sources,0.001
Africa_Western,industrial processes,other industrial processes,other industrial processes,2005,misc emissions sources,0.001
Africa_Western,urban processes,landfills,landfills,2010,misc emissions sources,0.001
Africa_Western,urban processes,wastewater treatment,wastewater treatment,2010,misc emissions sources,0.001
Africa_Western,urban processes,aerosols,aerosols,2010,misc emissions sources,0.001
Africa_Western,urban processes,fire_exting,fire_exting,2010,misc emissions sources,0.001
Africa_Western,industrial processes,adipic acid,adipic acid,2010,misc emissions sources,0.001
Africa_Western,industrial processes,nitric acid,nitric acid,2010,misc emissions sources,0.001
Africa_Western,industrial processes,foams,foams,2010,misc emissions sources,0.001
Africa_Western,industrial processes,solvents,solvents,2010,misc emissions sources,0.001
Africa_Western,industrial processes,HCFC_22_Prod,HCFC_22_Prod,2010,misc emissions sources,0.001
Africa_Western,industrial processes,semiconductors,semiconductors,2010,misc emissions sources,0.001
Africa_Western,industrial processes,Al_Mg,Al_Mg,2010,misc emissions sources,0.001
Africa_Western,industrial processes,other industrial processes,other industrial processes,2010,misc emissions sources,0.001
Argentina,urban processes,landfills,landfills,1975,misc emissions sources,0.001
Argentina,urban processes,wastewater treatment,wastewater treatment,1975,misc emissions sources,0.001
Argentina,urban processes,aerosols,aerosols,1975,misc emissions sources,0.001
Argentina,urban processes,fire_exting,fire_exting,1975,misc emissions sources,0.001
Argentina,industrial processes,adipic acid,adipic acid,1975,misc emissions sources,0.001
Argentina,industrial processes,nitric acid,nitric acid,1975,misc emissions sources,0.001
Argentina,industrial processes,foams,foams,1975,misc emissions sources,0.001
Argentina,industrial processes,solvents,solvents,1975,misc emissions sources,0.001
Argentina,industrial processes,HCFC_22_Prod,HCFC_22_Prod,1975,misc emissions sources,0.001
Argentina,industrial processes,semiconductors,semiconductors,1975,misc emissions sources,0.001
Argentina,industrial processes,Al_Mg,Al_Mg,1975,misc emissions sources,0.001
Argentina,industrial processes,other industrial processes,other industrial processes,1975,misc emissions sources,0.001
Argentina,urban processes,landfills,landfills,1990,misc emissions sources,0.001
Argentina,urban processes,wastewater treatment,wastewater treatment,1990,misc emissions sources,0.001
Argentina,urban processes,aerosols,aerosols,1990,misc emissions sources,0.001
Argentina,urban processes,fire_exting,fire_exting,1990,misc emissions sources,0.001
Argentina,industrial processes,adipic acid,adipic acid,1990,misc emissions sources,0.001
Argentina,industrial processes,nitric acid,nitric acid,1990,misc emissions sources,0.001
Argentina,industrial processes,foams,foams,1990,misc emissions sources,0.001
Argentina,industrial processes,solvents,solvents,1990,misc emissions sources,0.001
Argentina,industrial processes,HCFC_22_Prod,HCFC_22_Prod,1990,misc emissions sources,0.001
Argentina,industrial processes,semiconductors,semiconductors,1990,misc emissions sources,0.001
Argentina,industrial processes,Al_Mg,Al_Mg,1990,misc emissions sources,0.001
Argentina,industrial processes,other industrial processes,other industrial processes,1990,misc emissions sources,0.001
Argentina,urban processes,landfills,landfills,2005,misc emissions sources,0.001
Argentina,urban processes,wastewater treatment,wastewater treatment,2005,misc emissions sources,0.001
Argentina,urban processes,aerosols,aerosols,2005,misc emissions sources,0.001
Argentina,urban processes,fire_exting,fire_exting,2005,misc emissions sources,0.001
Argentina,industrial processes,adipic acid,adipic acid,2005,misc emissions sources,0.001
Argentina,industrial processes,nitric acid,nitric acid,2005,misc emissions sources,0.001
Argentina,industrial processes,foams,foams,2005,misc emissions sources,0.001
Argentina,industrial processes,solvents,solvents,2005,misc emissions sources,0.001
Argentina,industrial processes,HCFC_22_Prod,HCFC_22_Prod,2005,misc emissions sources,0.001
Argentina,industrial processes,semiconductors,semiconductors,2005,misc emissions sources,0.001
Argentina,industrial processes,Al_Mg,Al_Mg,2005,misc emissions sources,0.001
Argentina,industrial processes,other industrial processes,other industrial processes,2005,misc emissions sources,0.001
Argentina,urban processes,landfills,landfills,2010,misc emissions sources,0.001
Argentina,urban processes,wastewater treatment,wastewater treatment,2010,misc emissions sources,0.001
Argentina,urban processes,aerosols,aerosols,2010,misc emissions sources,0.001
Argentina,urban processes,fire_exting,fire_exting,2010,misc emissions sources,0.001
Argentina,industrial processes,adipic acid,adipic acid,2010,misc emissions sources,0.001
Argentina,industrial processes,nitric acid,nitric acid,2010,misc emissions sources,0.001
Argentina,industrial processes,foams,foams,2010,misc emissions sources,0.001
Argentina,industrial processes,solvents,solvents,2010,misc emissions sources,0.001
Argentina,industrial processes,HCFC_22_Prod,HCFC_22_Prod,2010,misc emissions sources,0.001
Argentina,industrial processes,semiconductors,semiconductors,2010,misc emissions sources,0.001
Argentina,industrial processes,Al_Mg,Al_Mg,2010,misc emissions sources,0.001
Argentina,industrial processes,other industrial processes,other industrial processes,2010,misc emissions sources,0.001
Australia_NZ,urban processes,landfills,landfills,1975,misc emissions sources,0.001
Australia_NZ,urban processes,wastewater treatment,wastewater treatment,1975,misc emissions sources,0.001
Australia_NZ,urban processes,aerosols,aerosols,1975,misc emissions sources,0.001
Australia_NZ,urban processes,fire_exting,fire_exting,1975,misc emissions sources,0.001
Australia_NZ,industrial processes,adipic acid,adipic acid,1975,misc emissions sources,0.001
Australia_NZ,industrial processes,nitric acid,nitric acid,1975,misc emissions sources,0.001
Australia_NZ,industrial processes,foams,foams,1975,misc emissions sources,0.001
Australia_NZ,industrial processes,solvents,solvents,1975,misc emissions sources,0.001
Australia_NZ,industrial processes,HCFC_22_Prod,HCFC_22_Prod,1975,misc emissions sources,0.001
Australia_NZ,industrial processes,semiconductors,semiconductors,1975,misc emissions sources,0.001
Australia_NZ,industrial processes,Al_Mg,Al_Mg,1975,misc emissions sources,0.001
Australia_NZ,industrial processes,other industrial processes,other industrial processes,1975,misc emissions sources,0.001
Australia_NZ,urban processes,landfills,landfills,1990,misc emissions sources,0.001
Australia_NZ,urban processes,wastewater treatment,wastewater treatment,1990,misc emissions sources,0.001
Australia_NZ,urban processes,aerosols,aerosols,1990,misc emissions sources,0.001
Australia_NZ,urban processes,fire_exting,fire_exting,1990,misc emissions sources,0.001
Australia_NZ,industrial processes,adipic acid,adipic acid,1990,misc emissions sources,0.001
Australia_NZ,industrial processes,nitric acid,nitric acid,1990,misc emissions sources,0.001
Australia_NZ,industrial processes,foams,foams,1990,misc emissions sources,0.001
Australia_NZ,industrial processes,solvents,solvents,1990,misc emissions sources,0.001
Australia_NZ,industrial processes,HCFC_22_Prod,HCFC_22_Prod,1990,misc emissions sources,0.001
Australia_NZ,industrial processes,semiconductors,semiconductors,1990,misc emissions sources,0.001
Australia_NZ,industrial processes,Al_Mg,Al_Mg,1990,misc emissions sources,0.001
Australia_NZ,industrial processes,other industrial processes,other industrial processes,1990,misc emissions sources,0.001
Australia_NZ,urban processes,landfills,landfills,2005,misc emissions sources,0.001
Australia_NZ,urban processes,wastewater treatment,wastewater treatment,2005,misc emissions sources,0.001
Australia_NZ,urban processes,aerosols,aerosols,2005,misc emissions sources,0.001
Australia_NZ,urban processes,fire_exting,fire_exting,2005,misc emissions sources,0.001
Australia_NZ,industrial processes,adipic acid,adipic acid,2005,misc emissions sources,0.001
Australia_NZ,industrial processes,nitric acid,nitric acid,2005,misc emissions sources,0.001
Australia_NZ,industrial processes,foams,foams,2005,misc emissions sources,0.001
Australia_NZ,industrial processes,solvents,solvents,2005,misc emissions sources,0.001
Australia_NZ,industrial processes,HCFC_22_Prod,HCFC_22_Prod,2005,misc emissions sources,0.001
Australia_NZ,industrial processes,semiconductors,semiconductors,2005,misc emissions sources,0.001
Australia_NZ,industrial processes,Al_Mg,Al_Mg,2005,misc emissions sources,0.001
Australia_NZ,industrial processes,other industrial processes,other industrial processes,2005,misc emissions sources,0.001
Australia_NZ,urban processes,landfills,landfills,2010,misc emissions sources,0.001
Australia_NZ,urban processes,wastewater treatment,wastewater treatment,2010,misc emissions sources,0.001
Australia_NZ,urban processes,aerosols,aerosols,2010,misc emissions sources,0.001
Australia_NZ,urban processes,fire_exting,fire_exting,2010,misc emissions sources,0.001
Australia_NZ,industrial processes,adipic acid,adipic acid,2010,misc emissions sources,0.001
Australia_NZ,industrial processes,nitric acid,nitric acid,2010,misc emissions sources,0.001
Australia_NZ,industrial processes,foams,foams,2010,misc emissions sources,0.001
Australia_NZ,industrial processes,solvents,solvents,2010,misc emissions sources,0.001
Australia_NZ,industrial processes,HCFC_22_Prod,HCFC_22_Prod,2010,misc emissions sources,0.001
Australia_NZ,industrial processes,semiconductors,semiconductors,2010,misc emissions sources,0.001
Australia_NZ,industrial processes,Al_Mg,Al_Mg,2010,misc emissions sources,0.001
Australia_NZ,industrial processes,other industrial processes,other industrial processes,2010,misc emissions sources,0.001
Brazil,urban processes,landfills,landfills,1975,misc emissions sources,0.001
Brazil,urban processes,wastewater treatment,wastewater treatment,1975,misc emissions sources,0.001
Brazil,urban processes,aerosols,aerosols,1975,misc emissions sources,0.001
Brazil,urban processes,fire_exting,fire_exting,1975,misc emissions sources,0.001
Brazil,industrial processes,adipic acid,adipic acid,1975,misc emissions sources,0.001
Brazil,industrial processes,nitric acid,nitric acid,1975,misc emissions sources,0.001
Brazil,industrial processes,foams,foams,1975,misc emissions sources,0.001
Brazil,industrial processes,solvents,solvents,1975,misc emissions sources,0.001
Brazil,industrial processes,HCFC_22_Prod,HCFC_22_Prod,1975,misc emissions sources,0.001
Brazil,industrial processes,semiconductors,semiconductors,1975,misc emissions sources,0.001
Brazil,industrial processes,Al_Mg,Al_Mg,1975,misc emissions sources,0.001
Brazil,industrial processes,other industrial processes,other industrial processes,1975,misc emissions sources,0.001
Brazil,urban processes,landfills,landfills,1990,misc emissions sources,0.001
Brazil,urban processes,wastewater treatment,wastewater treatment,1990,misc emissions sources,0.001
Brazil,urban processes,aerosols,aerosols,1990,misc emissions sources,0.001
Brazil,urban processes,fire_exting,fire_exting,1990,misc emissions sources,0.001
Brazil,industrial processes,adipic acid,adipic acid,1990,misc emissions sources,0.001
Brazil,industrial processes,nitric acid,nitric acid,1990,misc emissions sources,0.001
Brazil,industrial processes,foams,foams,1990,misc emissions sources,0.001
Brazil,industrial processes,solvents,solvents,1990,misc emissions sources,0.001
Brazil,industrial processes,HCFC_22_Prod,HCFC_22_Prod,1990,misc emissions sources,0.001
Brazil,industrial processes,semiconductors,semiconductors,1990,misc emissions sources,0.001
Brazil,industrial processes,Al_Mg,Al_Mg,1990,misc emissions sources,0.001
Brazil,industrial processes,other industrial processes,other industrial processes,1990,misc emissions sources,0.001
Brazil,urban processes,landfills,landfills,2005,misc emissions sources,0.001
Brazil,urban processes,wastewater treatment,wastewater treatment,2005,misc emissions sources,0.001
Brazil,urban processes,aerosols,aerosols,2005,misc emissions sources,0.001
Brazil,urban processes,fire_exting,fire_exting,2005,misc emissions sources,0.001
Brazil,industrial processes,adipic acid,adipic acid,2005,misc emissions sources,0.001
Brazil,industrial processes,nitric acid,nitric acid,2005,misc emissions sources,0.001
Brazil,industrial processes,foams,foams,2005,misc emissions sources,0.001
Brazil,industrial processes,solvents,solvents,2005,misc emissions sources,0.001
Brazil,industrial processes,HCFC_22_Prod,HCFC_22_Prod,2005,misc emissions sources,0.001
Brazil,industrial processes,semiconductors,semiconductors,2005,misc emissions sources,0.001
Brazil,industrial processes,Al_Mg,Al_Mg,2005,misc emissions sources,0.001
Brazil,industrial processes,other industrial processes,other industrial processes,2005,misc emissions sources,0.001
Brazil,urban processes,landfills,landfills,2010,misc emissions sources,0.001
Brazil,urban processes,wastewater treatment,wastewater treatment,2010,misc emissions sources,0.001
Brazil,urban processes,aerosols,aerosols,2010,misc emissions sources,0.001
Brazil,urban processes,fire_exting,fire_exting,2010,misc emissions sources,0.001
Brazil,industrial processes,adipic acid,adipic acid,2010,misc emissions sources,0.001
Brazil,industrial processes,nitric acid,nitric acid,2010,misc emissions sources,0.001
Brazil,industrial processes,foams,foams,2010,misc emissions sources,0.001
Brazil,industrial processes,solvents,solvents,2010,misc emissions sources,0.001
Brazil,industrial processes,HCFC_22_Prod,HCFC_22_Prod,2010,misc emissions sources,0.001
Brazil,industrial processes,semiconductors,semiconductors,2010,misc emissions sources,0.001
Brazil,industrial processes,Al_Mg,Al_Mg,2010,misc emissions sources,0.001
Brazil,industrial processes,other industrial processes,other industrial processes,2010,misc emissions sources,0.001
Canada,urban processes,landfills,landfills,1975,misc emissions sources,0.001
Canada,urban processes,wastewater treatment,wastewater treatment,1975,misc emissions sources,0.001
Canada,urban processes,aerosols,aerosols,1975,misc emissions sources,0.001
Canada,urban processes,fire_exting,fire_exting,1975,misc emissions sources,0.001
Canada,industrial processes,adipic acid,adipic acid,1975,misc emissions sources,0.001
Canada,industrial processes,nitric acid,nitric acid,1975,misc emissions sources,0.001
Canada,industrial processes,foams,foams,1975,misc emissions sources,0.001
Canada,industrial processes,solvents,solvents,1975,misc emissions sources,0.001
Canada,industrial processes,HCFC_22_Prod,HCFC_22_Prod,1975,misc emissions sources,0.001
Canada,industrial processes,semiconductors,semiconductors,1975,misc emissions sources,0.001
Canada,industrial processes,Al_Mg,Al_Mg,1975,misc emissions sources,0.001
