INPUT_TABLE
Variable ID
InputEmissCoeff

region,supplysector,subsector,stub.technology,year,Non.CO2,emiss.coeff
Africa_Western,H2 central production,coal,coal chemical,2015,SO2_3,0.01
Africa_Western,H2 central production,coal,coal chemical CCS,2015,SO2_3,0.01
Africa_Western,H2 central production,biomass,biomass to H2,2015,SO2_3,0.01
Africa_Western,H2 central production,biomass,biomass to H2 CCS,2015,SO2_3,0.01
Argentina,refining,coal to liquids,coal to liquids,2015,SO2_3,0.01
Argentina,refining,coal to liquids,coal to liquids CCS level 1,2015,SO2_3,0.01
Argentina,refining,coal to liquids,coal to liquids CCS level 2,2015,SO2_3,0.01
Argentina,refining,gas to liquids,gas to liquids,2015,SO2_3,0.01
Argentina,refining,biomass liquids,cellulosic ethanol,2015,SO2_3,0.01
Argentina,refining,biomass liquids,cellulosic ethanol CCS level 1,2015,SO2_3,0.01
Argentina,refining,biomass liquids,cellulosic ethanol CCS level 2,2015,SO2_3,0.01
Argentina,refining,biomass liquids,FT biofuels,2015,SO2_3,0.01
Argentina,refining,biomass liquids,FT biofuels CCS level 1,2015,SO2_3,0.01
Argentina,refining,biomass liquids,FT biofuels CCS level 2,2015,SO2_3,0.01
Argentina,refining,biomass liquids,corn ethanol,2015,SO2_3,0.01
Argentina,refining,biomass liquids,sugar cane ethanol,2015,SO2_3,0.01
Argentina,refining,biomass liquids,biodiesel,2015,SO2_3,0.01
Argentina,electricity,coal,coal (IGCC),2015,SO2_3,0.001
Argentina,electricity,coal,coal (IGCC CCS),2015,SO2_3,0.001
Argentina,electricity,gas,gas (CC),2015,SO2_3,0.001
Argentina,electricity,gas,gas (CC CCS),2015,SO2_3,0.001
Argentina,electricity,refined liquids,refined liquids (IGCC),2015,SO2_3,0.001
Argentina,electricity,refined liquids,refined liquids (IGCC CCS),2015,SO2_3,0.001
Argentina,electricity,biomass,biomass (IGCC),2015,SO2_3,0.001
Argentina,electricity,biomass,biomass (IGCC CCS),2015,SO2_3,0.001
Argentina,H2 central production,coal,coal chemical,2015,SO2_3,0.01
Argentina,H2 central production,coal,coal chemical CCS,2015,SO2_3,0.01
Argentina,H2 central production,biomass,biomass to H2,2015,SO2_3,0.01
Argentina,H2 central production,biomass,biomass to H2 CCS,2015,SO2_3,0.01
Australia_NZ,refining,coal to liquids,coal to liquids,2015,SO2_3,0.01
Australia_NZ,refining,coal to liquids,coal to liquids CCS level 1,2015,SO2_3,0.01
Australia_NZ,refining,coal to liquids,coal to liquids CCS level 2,2015,SO2_3,0.01
Australia_NZ,refining,gas to liquids,gas to liquids,2015,SO2_3,0.01
Australia_NZ,refining,biomass liquids,cellulosic ethanol,2015,SO2_3,0.01
Australia_NZ,refining,biomass liquids,cellulosic ethanol CCS level 1,2015,SO2_3,0.01
Australia_NZ,refining,biomass liquids,cellulosic ethanol CCS level 2,2015,SO2_3,0.01
Australia_NZ,refining,biomass liquids,FT biofuels,2015,SO2_3,0.01
Australia_NZ,refining,biomass liquids,FT biofuels CCS level 1,2015,SO2_3,0.01
Australia_NZ,refining,biomass liquids,FT biofuels CCS level 2,2015,SO2_3,0.01
Australia_NZ,refining,biomass liquids,corn ethanol,2015,SO2_3,0.01
Australia_NZ,refining,biomass liquids,sugar cane ethanol,2015,SO2_3,0.01
Australia_NZ,refining,biomass liquids,biodiesel,2015,SO2_3,0.01
Australia_NZ,electricity,coal,coal (IGCC),2015,SO2_3,0.001
Australia_NZ,electricity,coal,coal (IGCC CCS),2015,SO2_3,0.001
Australia_NZ,electricity,gas,gas (CC),2015,SO2_3,0.001
Australia_NZ,electricity,gas,gas (CC CCS),2015,SO2_3,0.001
Australia_NZ,electricity,refined liquids,refined liquids (IGCC),2015,SO2_3,0.001
Australia_NZ,electricity,refined liquids,refined liquids (IGCC CCS),2015,SO2_3,0.001
Australia_NZ,electricity,biomass,biomass (IGCC),2015,SO2_3,0.001
Australia_NZ,electricity,biomass,biomass (IGCC CCS),2015,SO2_3,0.001
Australia_NZ,H2 central production,coal,coal chemical,2015,SO2_3,0.01
Australia_NZ,H2 central production,coal,coal chemical CCS,2015,SO2_3,0.01
Australia_NZ,H2 central production,biomass,biomass to H2,2015,SO2_3,0.01
Australia_NZ,H2 central production,biomass,biomass to H2 CCS,2015,SO2_3,0.01
Brazil,refining,coal to liquids,coal to liquids,2015,SO2_3,0.01
Brazil,refining,coal to liquids,coal to liquids CCS level 1,2015,SO2_3,0.01
Brazil,refining,coal to liquids,coal to liquids CCS level 2,2015,SO2_3,0.01
Brazil,refining,gas to liquids,gas to liquids,2015,SO2_3,0.01
Brazil,refining,biomass liquids,cellulosic ethanol,2015,SO2_3,0.01
Brazil,refining,biomass liquids,cellulosic ethanol CCS level 1,2015,SO2_3,0.01
Brazil,refining,biomass liquids,cellulosic ethanol CCS level 2,2015,SO2_3,0.01
Brazil,refining,biomass liquids,FT biofuels,2015,SO2_3,0.01
Brazil,refining,biomass liquids,FT biofuels CCS level 1,2015,SO2_3,0.01
Brazil,refining,biomass liquids,FT biofuels CCS level 2,2015,SO2_3,0.01
Brazil,refining,biomass liquids,corn ethanol,2015,SO2_3,0.01
Brazil,refining,biomass liquids,sugar cane ethanol,2015,SO2_3,0.01
Brazil,refining,biomass liquids,biodiesel,2015,SO2_3,0.01
Brazil,electricity,coal,coal (IGCC),2015,SO2_3,0.001
Brazil,electricity,coal,coal (IGCC CCS),2015,SO2_3,0.001
Brazil,electricity,gas,gas (CC),2015,SO2_3,0.001
Brazil,electricity,gas,gas (CC CCS),2015,SO2_3,0.001
Brazil,electricity,refined liquids,refined liquids (IGCC),2015,SO2_3,0.001
Brazil,electricity,refined liquids,refined liquids (IGCC CCS),2015,SO2_3,0.001
Brazil,electricity,biomass,biomass (IGCC),2015,SO2_3,0.001
Brazil,electricity,biomass,biomass (IGCC CCS),2015,SO2_3,0.001
Brazil,H2 central production,coal,coal chemical,2015,SO2_3,0.01
Brazil,H2 central production,coal,coal chemical CCS,2015,SO2_3,0.01
Brazil,H2 central production,biomass,biomass to H2,2015,SO2_3,0.01
Brazil,H2 central production,biomass,biomass to H2 CCS,2015,SO2_3,0.01
Canada,refining,coal to liquids,coal to liquids,2015,SO2_1,0.01
Canada,refining,coal to liquids,coal to liquids CCS level 1,2015,SO2_1,0.01
Canada,refining,coal to liquids,coal to liquids CCS level 2,2015,SO2_1,0.01
Canada,refining,gas to liquids,gas to liquids,2015,SO2_1,0.01
Canada,refining,biomass liquids,cellulosic ethanol,2015,SO2_1,0.01
Canada,refining,biomass liquids,cellulosic ethanol CCS level 1,2015,SO2_1,0.01
Canada,refining,biomass liquids,cellulosic ethanol CCS level 2,2015,SO2_1,0.01
Canada,refining,biomass liquids,FT biofuels,2015,SO2_1,0.01
Canada,refining,biomass liquids,FT biofuels CCS level 1,2015,SO2_1,0.01
Canada,refining,biomass liquids,FT biofuels CCS level 2,2015,SO2_1,0.01
Canada,refining,biomass liquids,corn ethanol,2015,SO2_1,0.01
Canada,refining,biomass liquids,sugar cane ethanol,2015,SO2_1,0.01
Canada,refining,biomass liquids,biodiesel,2015,SO2_1,0.01
Canada,electricity,coal,coal (IGCC),2015,SO2_1,0.001
Canada,electricity,coal,coal (IGCC CCS),2015,SO2_1,0.001
Canada,electricity,gas,gas (CC),2015,SO2_1,0.001
Canada,electricity,gas,gas (CC CCS),2015,SO2_1,0.001
Canada,electricity,refined liquids,refined liquids (IGCC),2015,SO2_1,0.001
Canada,electricity,refined liquids,refined liquids (IGCC CCS),2015,SO2_1,0.001
Canada,electricity,biomass,biomass (IGCC),2015,SO2_1,0.001
Canada,electricity,biomass,biomass (IGCC CCS),2015,SO2_1,0.001
Canada,H2 central production,coal,coal chemical,2015,SO2_1,0.01
Canada,H2 central production,coal,coal chemical CCS,2015,SO2_1,0.01
Canada,H2 central production,biomass,biomass to H2,2015,SO2_1,0.01
Canada,H2 central production,biomass,biomass to H2 CCS,2015,SO2_1,0.01
Central America and Caribbean,refining,coal to liquids,coal to liquids,2015,SO2_3,0.01
Central America and Caribbean,refining,coal to liquids,coal to liquids CCS level 1,2015,SO2_3,0.01
Central America and Caribbean,refining,coal to liquids,coal to liquids CCS level 2,2015,SO2_3,0.01
Central America and Caribbean,refining,gas to liquids,gas to liquids,2015,SO2_3,0.01
Central America and Caribbean,refining,biomass liquids,cellulosic ethanol,2015,SO2_3,0.01
Central America and Caribbean,refining,biomass liquids,cellulosic ethanol CCS level 1,2015,SO2_3,0.01
Central America and Caribbean,refining,biomass liquids,cellulosic ethanol CCS level 2,2015,SO2_3,0.01
Central America and Caribbean,refining,biomass liquids,FT biofuels,2015,SO2_3,0.01
Central America and Caribbean,refining,biomass liquids,FT biofuels CCS level 1,2015,SO2_3,0.01
Central America and Caribbean,refining,biomass liquids,FT biofuels CCS level 2,2015,SO2_3,0.01
Central America and Caribbean,refining,biomass liquids,corn ethanol,2015,SO2_3,0.01
Central America and Caribbean,refining,biomass liquids,sugar cane ethanol,2015,SO2_3,0.01
Central America and Caribbean,refining,biomass liquids,biodiesel,2015,SO2_3,0.01
Central America and Caribbean,electricity,coal,coal (IGCC),2015,SO2_3,0.001
Central America and Caribbean,electricity,coal,coal (IGCC CCS),2015,SO2_3,0.001
Central America and Caribbean,electricity,gas,gas (CC),2015,SO2_3,0.001
Central America and Caribbean,electricity,gas,gas (CC CCS),2015,SO2_3,0.001
Central America and Caribbean,electricity,refined liquids,refined liquids (IGCC),2015,SO2_3,0.001
Central America and Caribbean,electricity,refined liquids,refined liquids (IGCC CCS),2015,SO2_3,0.001
Central America and Caribbean,electricity,biomass,biomass (IGCC),2015,SO2_3,0.001
Central America and Caribbean,electricity,biomass,biomass (IGCC CCS),2015,SO2_3,0.001
Central America and Caribbean,H2 central production,coal,coal chemical,2015,SO2_3,0.01
Central America and Caribbean,H2 central production,coal,coal chemical CCS,2015,SO2_3,0.01
Central America and Caribbean,H2 central production,biomass,biomass to H2,2015,SO2_3,0.01
Central America and Caribbean,H2 central production,biomass,biomass to H2 CCS,2015,SO2_3,0.01
Central Asia,refining,coal to liquids,coal to liquids,2015,SO2_2,0.01
Central Asia,refining,coal to liquids,coal to liquids CCS level 1,2015,SO2_2,0.01
Central Asia,refining,coal to liquids,coal to liquids CCS level 2,2015,SO2_2,0.01
Central Asia,refining,gas to liquids,gas to liquids,2015,SO2_2,0.01
Central Asia,refining,biomass liquids,cellulosic ethanol,2015,SO2_2,0.01
Central Asia,refining,biomass liquids,cellulosic ethanol CCS level 1,2015,SO2_2,0.01
Central Asia,refining,biomass liquids,cellulosic ethanol CCS level 2,2015,SO2_2,0.01
Central Asia,refining,biomass liquids,FT biofuels,2015,SO2_2,0.01
Central Asia,refining,biomass liquids,FT biofuels CCS level 1,2015,SO2_2,0.01
Central Asia,refining,biomass liquids,FT biofuels CCS level 2,2015,SO2_2,0.01
Central Asia,refining,biomass liquids,corn ethanol,2015,SO2_2,0.01
Central Asia,refining,biomass liquids,sugar cane ethanol,2015,SO2_2,0.01
Central Asia,refining,biomass liquids,biodiesel,2015,SO2_2,0.01
Central Asia,electricity,coal,coal (IGCC),2015,SO2_2,0.001
Central Asia,electricity,coal,coal (IGCC CCS),2015,SO2_2,0.001
Central Asia,electricity,gas,gas (CC),2015,SO2_2,0.001
Central Asia,electricity,gas,gas (CC CCS),2015,SO2_2,0.001
Central Asia,electricity,refined liquids,refined liquids (IGCC),2015,SO2_2,0.001
Central Asia,electricity,refined liquids,refined liquids (IGCC CCS),2015,SO2_2,0.001
Central Asia,electricity,biomass,biomass (IGCC),2015,SO2_2,0.001
Central Asia,electricity,biomass,biomass (IGCC CCS),2015,SO2_2,0.001
Central Asia,H2 central production,coal,coal chemical,2015,SO2_2,0.01
Central Asia,H2 central production,coal,coal chemical CCS,2015,SO2_2,0.01
Central Asia,H2 central production,biomass,biomass to H2,2015,SO2_2,0.01
Central Asia,H2 central production,biomass,biomass to H2 CCS,2015,SO2_2,0.01
China,refining,coal to liquids,coal to liquids,2015,SO2_2,0.01
China,refining,coal to liquids,coal to liquids CCS level 1,2015,SO2_2,0.01
China,refining,coal to liquids,coal to liquids CCS level 2,2015,SO2_2,0.01
China,refining,gas to liquids,gas to liquids,2015,SO2_2,0.01
China,refining,biomass liquids,cellulosic ethanol,2015,SO2_2,0.01
China,refining,biomass liquids,cellulosic ethanol CCS level 1,2015,SO2_2,0.01
China,refining,biomass liquids,cellulosic ethanol CCS level 2,2015,SO2_2,0.01
China,refining,biomass liquids,FT biofuels,2015,SO2_2,0.01
China,refining,biomass liquids,FT biofuels CCS level 1,2015,SO2_2,0.01
China,refining,biomass liquids,FT biofuels CCS level 2,2015,SO2_2,0.01
China,refining,biomass liquids,corn ethanol,2015,SO2_2,0.01
China,refining,biomass liquids,sugar cane ethanol,2015,SO2_2,0.01
China,refining,biomass liquids,biodiesel,2015,SO2_2,0.01
China,electricity,coal,coal (IGCC),2015,SO2_2,0.001
China,electricity,coal,coal (IGCC CCS),2015,SO2_2,0.001
China,electricity,gas,gas (CC),2015,SO2_2,0.001
China,electricity,gas,gas (CC CCS),2015,SO2_2,0.001
China,electricity,refined liquids,refined liquids (IGCC),2015,SO2_2,0.001
China,electricity,refined liquids,refined liquids (IGCC CCS),2015,SO2_2,0.001
China,electricity,biomass,biomass (IGCC),2015,SO2_2,0.001
China,electricity,biomass,biomass (IGCC CCS),2015,SO2_2,0.001
China,H2 central production,coal,coal chemical,2015,SO2_2,0.01
China,H2 central production,coal,coal chemical CCS,2015,SO2_2,0.01
China,H2 central production,biomass,biomass to H2,2015,SO2_2,0.01
China,H2 central production,biomass,biomass to H2 CCS,2015,SO2_2,0.01
Colombia,refining,coal to liquids,coal to liquids,2015,SO2_3,0.01
Colombia,refining,coal to liquids,coal to liquids CCS level 1,2015,SO2_3,0.01
Colombia,refining,coal to liquids,coal to liquids CCS level 2,2015,SO2_3,0.01
Colombia,refining,gas to liquids,gas to liquids,2015,SO2_3,0.01
Colombia,refining,biomass liquids,cellulosic ethanol,2015,SO2_3,0.01
Colombia,refining,biomass liquids,cellulosic ethanol CCS level 1,2015,SO2_3,0.01
Colombia,refining,biomass liquids,cellulosic ethanol CCS level 2,2015,SO2_3,0.01
Colombia,refining,biomass liquids,FT biofuels,2015,SO2_3,0.01
Colombia,refining,biomass liquids,FT biofuels CCS level 1,2015,SO2_3,0.01
Colombia,refining,biomass liquids,FT biofuels CCS level 2,2015,SO2_3,0.01
Colombia,refining,biomass liquids,corn ethanol,2015,SO2_3,0.01
Colombia,refining,biomass liquids,sugar cane ethanol,2015,SO2_3,0.01
Colombia,refining,biomass liquids,biodiesel,2015,SO2_3,0.01
Colombia,electricity,coal,coal (IGCC),2015,SO2_3,0.001
Colombia,electricity,coal,coal (IGCC CCS),2015,SO2_3,0.001
Colombia,electricity,gas,gas (CC),2015,SO2_3,0.001
Colombia,electricity,gas,gas (CC CCS),2015,SO2_3,0.001
Colombia,electricity,refined liquids,refined liquids (IGCC),2015,SO2_3,0.001
Colombia,electricity,refined liquids,refined liquids (IGCC CCS),2015,SO2_3,0.001
Colombia,electricity,biomass,biomass (IGCC),2015,SO2_3,0.001
Colombia,electricity,biomass,biomass (IGCC CCS),2015,SO2_3,0.001
Colombia,H2 central production,coal,coal chemical,2015,SO2_3,0.01
Colombia,H2 central production,coal,coal chemical CCS,2015,SO2_3,0.01
Colombia,H2 central production,biomass,biomass to H2,2015,SO2_3,0.01
Colombia,H2 central production,biomass,biomass to H2 CCS,2015,SO2_3,0.01
EU-12,refining,coal to liquids,coal to liquids,2015,SO2_1,0.01
EU-12,refining,coal to liquids,coal to liquids CCS level 1,2015,SO2_1,0.01
EU-12,refining,coal to liquids,coal to liquids CCS level 2,2015,SO2_1,0.01
EU-12,refining,gas to liquids,gas to liquids,2015,SO2_1,0.01
EU-12,refining,biomass liquids,cellulosic ethanol,2015,SO2_1,0.01
EU-12,refining,biomass liquids,cellulosic ethanol CCS level 1,2015,SO2_1,0.01
EU-12,refining,biomass liquids,cellulosic ethanol CCS level 2,2015,SO2_1,0.01
EU-12,refining,biomass liquids,FT biofuels,2015,SO2_1,0.01
EU-12,refining,biomass liquids,FT biofuels CCS level 1,2015,SO2_1,0.01
EU-12,refining,biomass liquids,FT biofuels CCS level 2,2015,SO2_1,0.01
EU-12,refining,biomass liquids,corn ethanol,2015,SO2_1,0.01
EU-12,refining,biomass liquids,sugar cane ethanol,2015,SO2_1,0.01
EU-12,refining,biomass liquids,biodiesel,2015,SO2_1,0.01
EU-12,electricity,coal,coal (IGCC),2015,SO2_1,0.001
EU-12,electricity,coal,coal (IGCC CCS),2015,SO2_1,0.001
EU-12,electricity,gas,gas (CC),2015,SO2_1,0.001
EU-12,electricity,gas,gas (CC CCS),2015,SO2_1,0.001
EU-12,electricity,refined liquids,refined liquids (IGCC),2015,SO2_1,0.001
EU-12,electricity,refined liquids,refined liquids (IGCC CCS),2015,SO2_1,0.001
EU-12,electricity,biomass,biomass (IGCC),2015,SO2_1,0.001
EU-12,electricity,biomass,biomass (IGCC CCS),2015,SO2_1,0.001
EU-12,H2 central production,coal,coal chemical,2015,SO2_1,0.01
EU-12,H2 central production,coal,coal chemical CCS,2015,SO2_1,0.01
EU-12,H2 central production,biomass,biomass to H2,2015,SO2_1,0.01
EU-12,H2 central production,biomass,biomass to H2 CCS,2015,SO2_1,0.01
EU-15,refining,coal to liquids,coal to liquids,2015,SO2_1,0.01
EU-15,refining,coal to liquids,coal to liquids CCS level 1,2015,SO2_1,0.01
EU-15,refining,coal to liquids,coal to liquids CCS level 2,2015,SO2_1,0.01
EU-15,refining,gas to liquids,gas to liquids,2015,SO2_1,0.01
EU-15,refining,biomass liquids,cellulosic ethanol,2015,SO2_1,0.01
EU-15,refining,biomass liquids,cellulosic ethanol CCS level 1,2015,SO2_1,0.01
EU-15,refining,biomass liquids,cellulosic ethanol CCS level 2,2015,SO2_1,0.01
EU-15,refining,biomass liquids,FT biofuels,2015,SO2_1,0.01
EU-15,refining,biomass liquids,FT biofuels CCS level 1,2015,SO2_1,0.01
EU-15,refining,biomass liquids,FT biofuels CCS level 2,2015,SO2_1,0.01
EU-15,refining,biomass liquids,corn ethanol,2015,SO2_1,0.01
EU-15,refining,biomass liquids,sugar cane ethanol,2015,SO2_1,0.01
EU-15,refining,biomass liquids,biodiesel,2015,SO2_1,0.01
EU-15,electricity,coal,coal (IGCC),2015,SO2_1,0.001
EU-15,electricity,coal,coal (IGCC CCS),2015,SO2_1,0.001
EU-15,electricity,gas,gas (CC),2015,SO2_1,0.001
EU-15,electricity,gas,gas (CC CCS),2015,SO2_1,0.001
EU-15,electricity,refined liquids,refined liquids (IGCC),2015,SO2_1,0.001
EU-15,electricity,refined liquids,refined liquids (IGCC CCS),2015,SO2_1,0.001
EU-15,electricity,biomass,biomass (IGCC),2015,SO2_1,0.001
EU-15,electricity,biomass,biomass (IGCC CCS),2015,SO2_1,0.001
EU-15,H2 central production,coal,coal chemical,2015,SO2_1,0.01
EU-15,H2 central production,coal,coal chemical CCS,2015,SO2_1,0.01
EU-15,H2 central production,biomass,biomass to H2,2015,SO2_1,0.01
EU-15,H2 central production,biomass,biomass to H2 CCS,2015,SO2_1,0.01
Europe_Eastern,refining,coal to liquids,coal to liquids,2015,SO2_1,0.01
Europe_Eastern,refining,coal to liquids,coal to liquids CCS level 1,2015,SO2_1,0.01
Europe_Eastern,refining,coal to liquids,coal to liquids CCS level 2,2015,SO2_1,0.01
Europe_Eastern,refining,gas to liquids,gas to liquids,2015,SO2_1,0.01
Europe_Eastern,refining,biomass liquids,cellulosic ethanol,2015,SO2_1,0.01
Europe_Eastern,refining,biomass liquids,cellulosic ethanol CCS level 1,2015,SO2_1,0.01
Europe_Eastern,refining,biomass liquids,cellulosic ethanol CCS level 2,2015,SO2_1,0.01
Europe_Eastern,refining,biomass liquids,FT biofuels,2015,SO2_1,0.01
Europe_Eastern,refining,biomass liquids,FT biofuels CCS level 1,2015,SO2_1,0.01
