INPUT_TABLE
Variable ID
GDPCtrlMax

region,supplysector,subsector,stub.technology,year,Non.CO2,ctrl.name,max.reduction
Colombia,resid heating,gas,gas,2010,OC,GDP_control,50
Colombia,resid heating,refined liquids,refined liquids,2010,OC,GDP_control,50
Colombia,resid others,biomass,biomass,2010,OC,GDP_control,90
Colombia,resid others,coal,coal,2010,OC,GDP_control,90
Colombia,resid others,gas,gas,2010,OC,GDP_control,50
Colombia,resid others,refined liquids,refined liquids,2010,OC,GDP_control,50
Colombia,transportation,coal,coal,2010,OC,GDP_control,50
Colombia,transportation,refined liquids,refined liquids,2010,OC,GDP_control,88
USA,comm cooling,gas,gas,2010,BC,GDP_control,80
USA,comm heating,biomass,biomass,2010,BC,GDP_control,92
USA,comm heating,gas,gas,2010,BC,GDP_control,80
USA,comm heating,refined liquids,refined liquids,2010,BC,GDP_control,50
USA,comm others,coal,coal,2010,BC,GDP_control,90
USA,comm others,gas,gas,2010,BC,GDP_control,80
USA,comm others,refined liquids,refined liquids,2010,BC,GDP_control,50
USA,electricity,biomass,biomass (conv),2010,BC,GDP_control,50
USA,electricity,coal,coal (conv pul),2010,BC,GDP_control,50
USA,electricity,gas,gas (steam/CT),2010,BC,GDP_control,50
USA,electricity,refined liquids,refined liquids (steam/CT),2010,BC,GDP_control,100
USA,industrial energy use,biomass,biomass,2010,BC,GDP_control,98
USA,industrial energy use,coal,coal,2010,BC,GDP_control,90
USA,industrial energy use,gas,gas,2010,BC,GDP_control,50
USA,industrial energy use,refined liquids,refined liquids,2010,BC,GDP_control,70
USA,N fertilizer,gas,gas,2010,BC,GDP_control,50
USA,resid heating,biomass,biomass,2010,BC,GDP_control,92
USA,resid heating,gas,gas,2010,BC,GDP_control,80
USA,resid heating,refined liquids,refined liquids,2010,BC,GDP_control,50
USA,resid others,gas,gas,2010,BC,GDP_control,80
USA,resid others,refined liquids,refined liquids,2010,BC,GDP_control,50
USA,transportation,refined liquids,refined liquids,2010,BC,GDP_control,84
USA,comm cooling,gas,gas,2010,OC,GDP_control,50
USA,comm heating,biomass,biomass,2010,OC,GDP_control,90
USA,comm heating,gas,gas,2010,OC,GDP_control,50
USA,comm heating,refined liquids,refined liquids,2010,OC,GDP_control,50
USA,comm others,coal,coal,2010,OC,GDP_control,90
USA,comm others,gas,gas,2010,OC,GDP_control,50
USA,comm others,refined liquids,refined liquids,2010,OC,GDP_control,50
USA,electricity,biomass,biomass (conv),2010,OC,GDP_control,50
USA,electricity,coal,coal (conv pul),2010,OC,GDP_control,50
USA,electricity,gas,gas (steam/CT),2010,OC,GDP_control,50
USA,electricity,refined liquids,refined liquids (steam/CT),2010,OC,GDP_control,100
USA,industrial energy use,biomass,biomass,2010,OC,GDP_control,96
USA,industrial energy use,coal,coal,2010,OC,GDP_control,95
USA,industrial energy use,gas,gas,2010,OC,GDP_control,50
USA,industrial energy use,refined liquids,refined liquids,2010,OC,GDP_control,90
USA,N fertilizer,gas,gas,2010,OC,GDP_control,50
USA,resid heating,biomass,biomass,2010,OC,GDP_control,90
USA,resid heating,gas,gas,2010,OC,GDP_control,50
USA,resid heating,refined liquids,refined liquids,2010,OC,GDP_control,50
USA,resid others,gas,gas,2010,OC,GDP_control,50
USA,resid others,refined liquids,refined liquids,2010,OC,GDP_control,50
USA,transportation,refined liquids,refined liquids,2010,OC,GDP_control,88
Africa_Eastern,comm heating,coal,coal,2010,BC,GDP_control,90
Africa_Eastern,comm heating,refined liquids,refined liquids,2010,BC,GDP_control,50
Africa_Eastern,comm others,biomass,biomass,2010,BC,GDP_control,92
Africa_Eastern,comm others,coal,coal,2010,BC,GDP_control,90
Africa_Eastern,comm others,refined liquids,refined liquids,2010,BC,GDP_control,50
Africa_Eastern,electricity,biomass,biomass (conv),2010,BC,GDP_control,50
Africa_Eastern,electricity,coal,coal (conv pul),2010,BC,GDP_control,50
Africa_Eastern,electricity,refined liquids,refined liquids (steam/CT),2010,BC,GDP_control,100
Africa_Eastern,industrial energy use,biomass,biomass,2010,BC,GDP_control,98
Africa_Eastern,industrial energy use,coal,coal,2010,BC,GDP_control,90
Africa_Eastern,industrial energy use,refined liquids,refined liquids,2010,BC,GDP_control,70
Africa_Eastern,N fertilizer,refined liquids,refined liquids,2010,BC,GDP_control,50
Africa_Eastern,resid others,biomass,biomass,2010,BC,GDP_control,92
Africa_Eastern,resid others,coal,coal,2010,BC,GDP_control,90
Africa_Eastern,resid others,refined liquids,refined liquids,2010,BC,GDP_control,50
Africa_Eastern,transportation,refined liquids,refined liquids,2010,BC,GDP_control,84
Africa_Eastern,comm heating,coal,coal,2010,OC,GDP_control,90
Africa_Eastern,comm heating,refined liquids,refined liquids,2010,OC,GDP_control,50
Africa_Eastern,comm others,biomass,biomass,2010,OC,GDP_control,90
Africa_Eastern,comm others,coal,coal,2010,OC,GDP_control,90
Africa_Eastern,comm others,refined liquids,refined liquids,2010,OC,GDP_control,50
Africa_Eastern,electricity,biomass,biomass (conv),2010,OC,GDP_control,50
Africa_Eastern,electricity,coal,coal (conv pul),2010,OC,GDP_control,50
Africa_Eastern,electricity,refined liquids,refined liquids (steam/CT),2010,OC,GDP_control,100
Africa_Eastern,industrial energy use,biomass,biomass,2010,OC,GDP_control,96
Africa_Eastern,industrial energy use,coal,coal,2010,OC,GDP_control,95
Africa_Eastern,industrial energy use,refined liquids,refined liquids,2010,OC,GDP_control,90
Africa_Eastern,N fertilizer,refined liquids,refined liquids,2010,OC,GDP_control,50
Africa_Eastern,resid others,biomass,biomass,2010,OC,GDP_control,90
Africa_Eastern,resid others,coal,coal,2010,OC,GDP_control,90
Africa_Eastern,resid others,refined liquids,refined liquids,2010,OC,GDP_control,50
Africa_Eastern,transportation,refined liquids,refined liquids,2010,OC,GDP_control,88
Africa_Northern,comm heating,coal,coal,2010,BC,GDP_control,90
Africa_Northern,comm heating,refined liquids,refined liquids,2010,BC,GDP_control,50
Africa_Northern,comm others,biomass,biomass,2010,BC,GDP_control,92
Africa_Northern,comm others,coal,coal,2010,BC,GDP_control,90
Africa_Northern,comm others,gas,gas,2010,BC,GDP_control,80
Africa_Northern,comm others,refined liquids,refined liquids,2010,BC,GDP_control,50
Africa_Northern,electricity,coal,coal (conv pul),2010,BC,GDP_control,50
Africa_Northern,electricity,gas,gas (steam/CT),2010,BC,GDP_control,50
Africa_Northern,electricity,refined liquids,refined liquids (steam/CT),2010,BC,GDP_control,100
Africa_Northern,industrial energy use,biomass,biomass,2010,BC,GDP_control,98
Africa_Northern,industrial energy use,coal,coal,2010,BC,GDP_control,90
Africa_Northern,industrial energy use,gas,gas,2010,BC,GDP_control,50
Africa_Northern,industrial energy use,refined liquids,refined liquids,2010,BC,GDP_control,70
Africa_Northern,N fertilizer,gas,gas,2010,BC,GDP_control,50
Africa_Northern,resid others,biomass,biomass,2010,BC,GDP_control,92
Africa_Northern,resid others,coal,coal,2010,BC,GDP_control,90
Africa_Northern,resid others,gas,gas,2010,BC,GDP_control,80
Africa_Northern,resid others,refined liquids,refined liquids,2010,BC,GDP_control,50
Africa_Northern,transportation,refined liquids,refined liquids,2010,BC,GDP_control,84
Africa_Northern,comm heating,coal,coal,2010,OC,GDP_control,90
Africa_Northern,comm heating,refined liquids,refined liquids,2010,OC,GDP_control,50
Africa_Northern,comm others,biomass,biomass,2010,OC,GDP_control,90
Africa_Northern,comm others,coal,coal,2010,OC,GDP_control,90
Africa_Northern,comm others,gas,gas,2010,OC,GDP_control,50
Africa_Northern,comm others,refined liquids,refined liquids,2010,OC,GDP_control,50
Africa_Northern,electricity,coal,coal (conv pul),2010,OC,GDP_control,50
Africa_Northern,electricity,gas,gas (steam/CT),2010,OC,GDP_control,50
Africa_Northern,electricity,refined liquids,refined liquids (steam/CT),2010,OC,GDP_control,100
Africa_Northern,industrial energy use,biomass,biomass,2010,OC,GDP_control,96
Africa_Northern,industrial energy use,coal,coal,2010,OC,GDP_control,95
Africa_Northern,industrial energy use,gas,gas,2010,OC,GDP_control,50
Africa_Northern,industrial energy use,refined liquids,refined liquids,2010,OC,GDP_control,90
Africa_Northern,N fertilizer,gas,gas,2010,OC,GDP_control,50
Africa_Northern,resid others,biomass,biomass,2010,OC,GDP_control,90
Africa_Northern,resid others,coal,coal,2010,OC,GDP_control,90
Africa_Northern,resid others,gas,gas,2010,OC,GDP_control,50
Africa_Northern,resid others,refined liquids,refined liquids,2010,OC,GDP_control,50
Africa_Northern,transportation,refined liquids,refined liquids,2010,OC,GDP_control,88
Africa_Southern,comm heating,coal,coal,2010,BC,GDP_control,90
Africa_Southern,comm heating,refined liquids,refined liquids,2010,BC,GDP_control,50
Africa_Southern,comm others,biomass,biomass,2010,BC,GDP_control,92
Africa_Southern,comm others,coal,coal,2010,BC,GDP_control,90
Africa_Southern,comm others,refined liquids,refined liquids,2010,BC,GDP_control,50
Africa_Southern,electricity,coal,coal (conv pul),2010,BC,GDP_control,50
Africa_Southern,electricity,gas,gas (steam/CT),2010,BC,GDP_control,50
Africa_Southern,electricity,refined liquids,refined liquids (steam/CT),2010,BC,GDP_control,100
Africa_Southern,industrial energy use,biomass,biomass,2010,BC,GDP_control,98
Africa_Southern,industrial energy use,coal,coal,2010,BC,GDP_control,90
Africa_Southern,industrial energy use,gas,gas,2010,BC,GDP_control,50
Africa_Southern,industrial energy use,refined liquids,refined liquids,2010,BC,GDP_control,70
Africa_Southern,N fertilizer,gas,gas,2010,BC,GDP_control,50
Africa_Southern,resid others,biomass,biomass,2010,BC,GDP_control,92
Africa_Southern,resid others,coal,coal,2010,BC,GDP_control,90
Africa_Southern,resid others,refined liquids,refined liquids,2010,BC,GDP_control,50
Africa_Southern,transportation,coal,coal,2010,BC,GDP_control,85
Africa_Southern,transportation,refined liquids,refined liquids,2010,BC,GDP_control,84
Africa_Southern,comm heating,coal,coal,2010,OC,GDP_control,90
Africa_Southern,comm heating,refined liquids,refined liquids,2010,OC,GDP_control,50
Africa_Southern,comm others,biomass,biomass,2010,OC,GDP_control,90
Africa_Southern,comm others,coal,coal,2010,OC,GDP_control,90
Africa_Southern,comm others,refined liquids,refined liquids,2010,OC,GDP_control,50
Africa_Southern,electricity,coal,coal (conv pul),2010,OC,GDP_control,50
Africa_Southern,electricity,gas,gas (steam/CT),2010,OC,GDP_control,50
Africa_Southern,electricity,refined liquids,refined liquids (steam/CT),2010,OC,GDP_control,100
Africa_Southern,industrial energy use,biomass,biomass,2010,OC,GDP_control,96
Africa_Southern,industrial energy use,coal,coal,2010,OC,GDP_control,95
Africa_Southern,industrial energy use,gas,gas,2010,OC,GDP_control,50
Africa_Southern,industrial energy use,refined liquids,refined liquids,2010,OC,GDP_control,90
Africa_Southern,N fertilizer,gas,gas,2010,OC,GDP_control,50
Africa_Southern,resid others,biomass,biomass,2010,OC,GDP_control,90
Africa_Southern,resid others,coal,coal,2010,OC,GDP_control,90
Africa_Southern,resid others,refined liquids,refined liquids,2010,OC,GDP_control,50
Africa_Southern,transportation,coal,coal,2010,OC,GDP_control,50
Africa_Southern,transportation,refined liquids,refined liquids,2010,OC,GDP_control,88
Africa_Western,comm heating,coal,coal,2010,BC,GDP_control,90
Africa_Western,comm heating,refined liquids,refined liquids,2010,BC,GDP_control,50
Africa_Western,comm others,biomass,biomass,2010,BC,GDP_control,92
Africa_Western,comm others,coal,coal,2010,BC,GDP_control,90
Africa_Western,comm others,gas,gas,2010,BC,GDP_control,80
Africa_Western,comm others,refined liquids,refined liquids,2010,BC,GDP_control,50
Africa_Western,electricity,biomass,biomass (conv),2010,BC,GDP_control,50
Africa_Western,electricity,coal,coal (conv pul),2010,BC,GDP_control,50
Africa_Western,electricity,gas,gas (steam/CT),2010,BC,GDP_control,50
Africa_Western,electricity,refined liquids,refined liquids (steam/CT),2010,BC,GDP_control,100
Africa_Western,industrial energy use,biomass,biomass,2010,BC,GDP_control,98
Africa_Western,industrial energy use,gas,gas,2010,BC,GDP_control,50
Africa_Western,industrial energy use,refined liquids,refined liquids,2010,BC,GDP_control,70
Africa_Western,N fertilizer,gas,gas,2010,BC,GDP_control,50
Africa_Western,resid others,biomass,biomass,2010,BC,GDP_control,92
Africa_Western,resid others,coal,coal,2010,BC,GDP_control,90
Africa_Western,resid others,refined liquids,refined liquids,2010,BC,GDP_control,50
Africa_Western,transportation,refined liquids,refined liquids,2010,BC,GDP_control,84
Africa_Western,comm heating,coal,coal,2010,OC,GDP_control,90
Africa_Western,comm heating,refined liquids,refined liquids,2010,OC,GDP_control,50
Africa_Western,comm others,biomass,biomass,2010,OC,GDP_control,90
Africa_Western,comm others,coal,coal,2010,OC,GDP_control,90
Africa_Western,comm others,gas,gas,2010,OC,GDP_control,50
Africa_Western,comm others,refined liquids,refined liquids,2010,OC,GDP_control,50
Africa_Western,electricity,biomass,biomass (conv),2010,OC,GDP_control,50
Africa_Western,electricity,coal,coal (conv pul),2010,OC,GDP_control,50
Africa_Western,electricity,gas,gas (steam/CT),2010,OC,GDP_control,50
Africa_Western,electricity,refined liquids,refined liquids (steam/CT),2010,OC,GDP_control,100
Africa_Western,industrial energy use,biomass,biomass,2010,OC,GDP_control,96
Africa_Western,industrial energy use,gas,gas,2010,OC,GDP_control,50
Africa_Western,industrial energy use,refined liquids,refined liquids,2010,OC,GDP_control,90
Africa_Western,N fertilizer,gas,gas,2010,OC,GDP_control,50
Africa_Western,resid others,biomass,biomass,2010,OC,GDP_control,90
Africa_Western,resid others,coal,coal,2010,OC,GDP_control,90
Africa_Western,resid others,refined liquids,refined liquids,2010,OC,GDP_control,50
Africa_Western,transportation,refined liquids,refined liquids,2010,OC,GDP_control,88
Australia_NZ,comm heating,biomass,biomass,2010,BC,GDP_control,92
Australia_NZ,comm heating,gas,gas,2010,BC,GDP_control,80
Australia_NZ,comm heating,refined liquids,refined liquids,2010,BC,GDP_control,50
Australia_NZ,comm others,coal,coal,2010,BC,GDP_control,90
Australia_NZ,comm others,gas,gas,2010,BC,GDP_control,80
Australia_NZ,comm others,refined liquids,refined liquids,2010,BC,GDP_control,50
Australia_NZ,electricity,coal,coal (conv pul),2010,BC,GDP_control,50
Australia_NZ,electricity,gas,gas (steam/CT),2010,BC,GDP_control,50
Australia_NZ,electricity,refined liquids,refined liquids (steam/CT),2010,BC,GDP_control,100
Australia_NZ,industrial energy use,biomass,biomass,2010,BC,GDP_control,98
Australia_NZ,industrial energy use,coal,coal,2010,BC,GDP_control,90
Australia_NZ,industrial energy use,gas,gas,2010,BC,GDP_control,50
Australia_NZ,industrial energy use,refined liquids,refined liquids,2010,BC,GDP_control,70
Australia_NZ,N fertilizer,gas,gas,2010,BC,GDP_control,50
Australia_NZ,resid heating,biomass,biomass,2010,BC,GDP_control,92
Australia_NZ,resid heating,gas,gas,2010,BC,GDP_control,80
Australia_NZ,resid heating,refined liquids,refined liquids,2010,BC,GDP_control,50
Australia_NZ,resid others,coal,coal,2010,BC,GDP_control,90
Australia_NZ,resid others,gas,gas,2010,BC,GDP_control,80
Australia_NZ,resid others,refined liquids,refined liquids,2010,BC,GDP_control,50
Australia_NZ,transportation,coal,coal,2010,BC,GDP_control,85
Australia_NZ,transportation,refined liquids,refined liquids,2010,BC,GDP_control,84
Australia_NZ,comm heating,biomass,biomass,2010,OC,GDP_control,90
Australia_NZ,comm heating,gas,gas,2010,OC,GDP_control,50
Australia_NZ,comm heating,refined liquids,refined liquids,2010,OC,GDP_control,50
Australia_NZ,comm others,coal,coal,2010,OC,GDP_control,90
Australia_NZ,comm others,gas,gas,2010,OC,GDP_control,50
Australia_NZ,comm others,refined liquids,refined liquids,2010,OC,GDP_control,50
Australia_NZ,electricity,coal,coal (conv pul),2010,OC,GDP_control,50
Australia_NZ,electricity,gas,gas (steam/CT),2010,OC,GDP_control,50
Australia_NZ,electricity,refined liquids,refined liquids (steam/CT),2010,OC,GDP_control,100
Australia_NZ,industrial energy use,biomass,biomass,2010,OC,GDP_control,96
Australia_NZ,industrial energy use,coal,coal,2010,OC,GDP_control,95
Australia_NZ,industrial energy use,gas,gas,2010,OC,GDP_control,50
Australia_NZ,industrial energy use,refined liquids,refined liquids,2010,OC,GDP_control,90
Australia_NZ,N fertilizer,gas,gas,2010,OC,GDP_control,50
Australia_NZ,resid heating,biomass,biomass,2010,OC,GDP_control,90
Australia_NZ,resid heating,gas,gas,2010,OC,GDP_control,50
Australia_NZ,resid heating,refined liquids,refined liquids,2010,OC,GDP_control,50
