INPUT_TABLE
Variable ID
SubsectorLogit

region,supplysector,subsector,logit.year.fillout,logit.exponent
Africa_Southern,industrial processes,solvents,1975,-6
Africa_Southern,industrial processes,HCFC_22_Prod,1975,-6
Africa_Southern,industrial processes,semiconductors,1975,-6
Africa_Southern,industrial processes,Al_Mg,1975,-6
Africa_Southern,industrial processes,other industrial processes,1975,-6
Africa_Western,urban processes,landfills,1975,-6
Africa_Western,urban processes,wastewater treatment,1975,-6
Africa_Western,urban processes,aerosols,1975,-6
Africa_Western,urban processes,fire_exting,1975,-6
Africa_Western,industrial processes,nitric acid,1975,-6
Africa_Western,industrial processes,foams,1975,-6
Africa_Western,industrial processes,solvents,1975,-6
Africa_Western,industrial processes,HCFC_22_Prod,1975,-6
Africa_Western,industrial processes,semiconductors,1975,-6
Africa_Western,industrial processes,Al_Mg,1975,-6
Africa_Western,industrial processes,other industrial processes,1975,-6
Australia_NZ,urban processes,landfills,1975,-6
Australia_NZ,urban processes,wastewater treatment,1975,-6
Australia_NZ,urban processes,aerosols,1975,-6
Australia_NZ,urban processes,fire_exting,1975,-6
Australia_NZ,industrial processes,nitric acid,1975,-6
Australia_NZ,industrial processes,foams,1975,-6
Australia_NZ,industrial processes,solvents,1975,-6
Australia_NZ,industrial processes,HCFC_22_Prod,1975,-6
Australia_NZ,industrial processes,semiconductors,1975,-6
Australia_NZ,industrial processes,Al_Mg,1975,-6
Australia_NZ,industrial processes,other industrial processes,1975,-6
Brazil,urban processes,landfills,1975,-6
Brazil,urban processes,wastewater treatment,1975,-6
Brazil,urban processes,aerosols,1975,-6
Brazil,urban processes,fire_exting,1975,-6
Brazil,industrial processes,nitric acid,1975,-6
Brazil,industrial processes,foams,1975,-6
Brazil,industrial processes,solvents,1975,-6
Brazil,industrial processes,HCFC_22_Prod,1975,-6
Brazil,industrial processes,semiconductors,1975,-6
Brazil,industrial processes,Al_Mg,1975,-6
Brazil,industrial processes,other industrial processes,1975,-6
Canada,urban processes,landfills,1975,-6
Canada,urban processes,wastewater treatment,1975,-6
Canada,urban processes,aerosols,1975,-6
Canada,urban processes,fire_exting,1975,-6
Canada,industrial processes,nitric acid,1975,-6
Canada,industrial processes,foams,1975,-6
Canada,industrial processes,solvents,1975,-6
Canada,industrial processes,HCFC_22_Prod,1975,-6
Canada,industrial processes,semiconductors,1975,-6
Canada,industrial processes,Al_Mg,1975,-6
Canada,industrial processes,other industrial processes,1975,-6
Central America and Caribbean,urban processes,landfills,1975,-6
Central America and Caribbean,urban processes,wastewater treatment,1975,-6
Central America and Caribbean,urban processes,aerosols,1975,-6
Central America and Caribbean,urban processes,fire_exting,1975,-6
Central America and Caribbean,industrial processes,nitric acid,1975,-6
Central America and Caribbean,industrial processes,foams,1975,-6
Central America and Caribbean,industrial processes,solvents,1975,-6
Central America and Caribbean,industrial processes,HCFC_22_Prod,1975,-6
Central America and Caribbean,industrial processes,semiconductors,1975,-6
Central America and Caribbean,industrial processes,Al_Mg,1975,-6
Central America and Caribbean,industrial processes,other industrial processes,1975,-6
Central Asia,urban processes,landfills,1975,-6
Central Asia,urban processes,wastewater treatment,1975,-6
Central Asia,urban processes,aerosols,1975,-6
Central Asia,urban processes,fire_exting,1975,-6
Central Asia,industrial processes,nitric acid,1975,-6
Central Asia,industrial processes,foams,1975,-6
Central Asia,industrial processes,solvents,1975,-6
Central Asia,industrial processes,HCFC_22_Prod,1975,-6
Central Asia,industrial processes,semiconductors,1975,-6
Central Asia,industrial processes,Al_Mg,1975,-6
Central Asia,industrial processes,other industrial processes,1975,-6
China,urban processes,landfills,1975,-6
China,urban processes,wastewater treatment,1975,-6
China,urban processes,aerosols,1975,-6
China,urban processes,fire_exting,1975,-6
China,industrial processes,nitric acid,1975,-6
China,industrial processes,foams,1975,-6
China,industrial processes,solvents,1975,-6
China,industrial processes,HCFC_22_Prod,1975,-6
China,industrial processes,semiconductors,1975,-6
China,industrial processes,Al_Mg,1975,-6
China,industrial processes,other industrial processes,1975,-6
EU-12,urban processes,landfills,1975,-6
EU-12,urban processes,wastewater treatment,1975,-6
EU-12,urban processes,aerosols,1975,-6
EU-12,urban processes,fire_exting,1975,-6
EU-12,industrial processes,nitric acid,1975,-6
EU-12,industrial processes,foams,1975,-6
EU-12,industrial processes,solvents,1975,-6
EU-12,industrial processes,HCFC_22_Prod,1975,-6
EU-12,industrial processes,semiconductors,1975,-6
EU-12,industrial processes,Al_Mg,1975,-6
EU-12,industrial processes,other industrial processes,1975,-6
EU-15,urban processes,landfills,1975,-6
EU-15,urban processes,wastewater treatment,1975,-6
EU-15,urban processes,aerosols,1975,-6
EU-15,urban processes,fire_exting,1975,-6
EU-15,industrial processes,nitric acid,1975,-6
EU-15,industrial processes,foams,1975,-6
EU-15,industrial processes,solvents,1975,-6
EU-15,industrial processes,HCFC_22_Prod,1975,-6
EU-15,industrial processes,semiconductors,1975,-6
EU-15,industrial processes,Al_Mg,1975,-6
EU-15,industrial processes,other industrial processes,1975,-6
Europe_Eastern,urban processes,landfills,1975,-6
Europe_Eastern,urban processes,wastewater treatment,1975,-6
Europe_Eastern,urban processes,aerosols,1975,-6
Europe_Eastern,urban processes,fire_exting,1975,-6
Europe_Eastern,industrial processes,nitric acid,1975,-6
Europe_Eastern,industrial processes,foams,1975,-6
Europe_Eastern,industrial processes,solvents,1975,-6
Europe_Eastern,industrial processes,HCFC_22_Prod,1975,-6
Europe_Eastern,industrial processes,semiconductors,1975,-6
Europe_Eastern,industrial processes,Al_Mg,1975,-6
Europe_Eastern,industrial processes,other industrial processes,1975,-6
Europe_Non_EU,urban processes,landfills,1975,-6
Europe_Non_EU,urban processes,wastewater treatment,1975,-6
Europe_Non_EU,urban processes,aerosols,1975,-6
Europe_Non_EU,urban processes,fire_exting,1975,-6
Europe_Non_EU,industrial processes,nitric acid,1975,-6
Europe_Non_EU,industrial processes,foams,1975,-6
Europe_Non_EU,industrial processes,solvents,1975,-6
Europe_Non_EU,industrial processes,HCFC_22_Prod,1975,-6
Europe_Non_EU,industrial processes,semiconductors,1975,-6
Europe_Non_EU,industrial processes,Al_Mg,1975,-6
Europe_Non_EU,industrial processes,other industrial processes,1975,-6
European Free Trade Association,urban processes,landfills,1975,-6
European Free Trade Association,urban processes,wastewater treatment,1975,-6
European Free Trade Association,urban processes,aerosols,1975,-6
European Free Trade Association,urban processes,fire_exting,1975,-6
European Free Trade Association,industrial processes,nitric acid,1975,-6
European Free Trade Association,industrial processes,foams,1975,-6
European Free Trade Association,industrial processes,solvents,1975,-6
European Free Trade Association,industrial processes,HCFC_22_Prod,1975,-6
European Free Trade Association,industrial processes,semiconductors,1975,-6
European Free Trade Association,industrial processes,Al_Mg,1975,-6
European Free Trade Association,industrial processes,other industrial processes,1975,-6
India,urban processes,landfills,1975,-6
India,urban processes,wastewater treatment,1975,-6
India,urban processes,aerosols,1975,-6
India,urban processes,fire_exting,1975,-6
India,industrial processes,nitric acid,1975,-6
India,industrial processes,foams,1975,-6
India,industrial processes,solvents,1975,-6
India,industrial processes,HCFC_22_Prod,1975,-6
India,industrial processes,semiconductors,1975,-6
India,industrial processes,Al_Mg,1975,-6
India,industrial processes,other industrial processes,1975,-6
Indonesia,urban processes,landfills,1975,-6
Indonesia,urban processes,wastewater treatment,1975,-6
Indonesia,urban processes,aerosols,1975,-6
Indonesia,urban processes,fire_exting,1975,-6
Indonesia,industrial processes,nitric acid,1975,-6
Indonesia,industrial processes,foams,1975,-6
Indonesia,industrial processes,solvents,1975,-6
Indonesia,industrial processes,HCFC_22_Prod,1975,-6
Indonesia,industrial processes,semiconductors,1975,-6
Indonesia,industrial processes,Al_Mg,1975,-6
Indonesia,industrial processes,other industrial processes,1975,-6
Japan,urban processes,landfills,1975,-6
Japan,urban processes,wastewater treatment,1975,-6
Japan,urban processes,aerosols,1975,-6
Japan,urban processes,fire_exting,1975,-6
Japan,industrial processes,nitric acid,1975,-6
Japan,industrial processes,foams,1975,-6
Japan,industrial processes,solvents,1975,-6
Japan,industrial processes,HCFC_22_Prod,1975,-6
Japan,industrial processes,semiconductors,1975,-6
Japan,industrial processes,Al_Mg,1975,-6
Japan,industrial processes,other industrial processes,1975,-6
Mexico,urban processes,landfills,1975,-6
Mexico,urban processes,wastewater treatment,1975,-6
Mexico,urban processes,aerosols,1975,-6
Mexico,urban processes,fire_exting,1975,-6
Mexico,industrial processes,nitric acid,1975,-6
Mexico,industrial processes,foams,1975,-6
Mexico,industrial processes,solvents,1975,-6
Mexico,industrial processes,HCFC_22_Prod,1975,-6
Mexico,industrial processes,semiconductors,1975,-6
Mexico,industrial processes,Al_Mg,1975,-6
Mexico,industrial processes,other industrial processes,1975,-6
Middle East,urban processes,landfills,1975,-6
Middle East,urban processes,wastewater treatment,1975,-6
Middle East,urban processes,aerosols,1975,-6
Middle East,urban processes,fire_exting,1975,-6
Middle East,industrial processes,nitric acid,1975,-6
Middle East,industrial processes,foams,1975,-6
Middle East,industrial processes,solvents,1975,-6
Middle East,industrial processes,HCFC_22_Prod,1975,-6
Middle East,industrial processes,semiconductors,1975,-6
Middle East,industrial processes,Al_Mg,1975,-6
Middle East,industrial processes,other industrial processes,1975,-6
Pakistan,urban processes,landfills,1975,-6
Pakistan,urban processes,wastewater treatment,1975,-6
Pakistan,urban processes,aerosols,1975,-6
Pakistan,urban processes,fire_exting,1975,-6
Pakistan,industrial processes,nitric acid,1975,-6
Pakistan,industrial processes,foams,1975,-6
Pakistan,industrial processes,solvents,1975,-6
Pakistan,industrial processes,HCFC_22_Prod,1975,-6
Pakistan,industrial processes,semiconductors,1975,-6
Pakistan,industrial processes,Al_Mg,1975,-6
Pakistan,industrial processes,other industrial processes,1975,-6
Russia,urban processes,landfills,1975,-6
Russia,urban processes,wastewater treatment,1975,-6
Russia,urban processes,aerosols,1975,-6
Russia,urban processes,fire_exting,1975,-6
Russia,industrial processes,nitric acid,1975,-6
Russia,industrial processes,foams,1975,-6
Russia,industrial processes,solvents,1975,-6
Russia,industrial processes,HCFC_22_Prod,1975,-6
Russia,industrial processes,semiconductors,1975,-6
Russia,industrial processes,Al_Mg,1975,-6
Russia,industrial processes,other industrial processes,1975,-6
South Africa,urban processes,landfills,1975,-6
South Africa,urban processes,wastewater treatment,1975,-6
South Africa,urban processes,aerosols,1975,-6
South Africa,urban processes,fire_exting,1975,-6
South Africa,industrial processes,nitric acid,1975,-6
South Africa,industrial processes,foams,1975,-6
South Africa,industrial processes,solvents,1975,-6
South Africa,industrial processes,HCFC_22_Prod,1975,-6
South Africa,industrial processes,semiconductors,1975,-6
South Africa,industrial processes,Al_Mg,1975,-6
South Africa,industrial processes,other industrial processes,1975,-6
South America_Northern,urban processes,landfills,1975,-6
South America_Northern,urban processes,wastewater treatment,1975,-6
South America_Northern,urban processes,aerosols,1975,-6
South America_Northern,urban processes,fire_exting,1975,-6
South America_Northern,industrial processes,nitric acid,1975,-6
South America_Northern,industrial processes,foams,1975,-6
South America_Northern,industrial processes,solvents,1975,-6
South America_Northern,industrial processes,HCFC_22_Prod,1975,-6
South America_Northern,industrial processes,semiconductors,1975,-6
South America_Northern,industrial processes,Al_Mg,1975,-6
South America_Northern,industrial processes,other industrial processes,1975,-6
South America_Southern,urban processes,landfills,1975,-6
South America_Southern,urban processes,wastewater treatment,1975,-6
South America_Southern,urban processes,aerosols,1975,-6
South America_Southern,urban processes,fire_exting,1975,-6
South America_Southern,industrial processes,nitric acid,1975,-6
South America_Southern,industrial processes,foams,1975,-6
South America_Southern,industrial processes,solvents,1975,-6
South America_Southern,industrial processes,HCFC_22_Prod,1975,-6
South America_Southern,industrial processes,semiconductors,1975,-6
South America_Southern,industrial processes,Al_Mg,1975,-6
South America_Southern,industrial processes,other industrial processes,1975,-6
South Asia,urban processes,landfills,1975,-6
South Asia,urban processes,wastewater treatment,1975,-6
South Asia,urban processes,aerosols,1975,-6
South Asia,urban processes,fire_exting,1975,-6
South Asia,industrial processes,nitric acid,1975,-6
South Asia,industrial processes,foams,1975,-6
South Asia,industrial processes,solvents,1975,-6
South Asia,industrial processes,HCFC_22_Prod,1975,-6
South Asia,industrial processes,semiconductors,1975,-6
South Asia,industrial processes,Al_Mg,1975,-6
South Asia,industrial processes,other industrial processes,1975,-6
South Korea,urban processes,landfills,1975,-6
South Korea,urban processes,wastewater treatment,1975,-6
South Korea,urban processes,aerosols,1975,-6
South Korea,urban processes,fire_exting,1975,-6
South Korea,industrial processes,nitric acid,1975,-6
South Korea,industrial processes,foams,1975,-6
South Korea,industrial processes,solvents,1975,-6
South Korea,industrial processes,HCFC_22_Prod,1975,-6
South Korea,industrial processes,semiconductors,1975,-6
South Korea,industrial processes,Al_Mg,1975,-6
South Korea,industrial processes,other industrial processes,1975,-6
Southeast Asia,urban processes,landfills,1975,-6
Southeast Asia,urban processes,wastewater treatment,1975,-6
Southeast Asia,urban processes,aerosols,1975,-6
Southeast Asia,urban processes,fire_exting,1975,-6
Southeast Asia,industrial processes,nitric acid,1975,-6
Southeast Asia,industrial processes,foams,1975,-6
Southeast Asia,industrial processes,solvents,1975,-6
Southeast Asia,industrial processes,HCFC_22_Prod,1975,-6
Southeast Asia,industrial processes,semiconductors,1975,-6
Southeast Asia,industrial processes,Al_Mg,1975,-6
Southeast Asia,industrial processes,other industrial processes,1975,-6
Taiwan,urban processes,landfills,1975,-6
Taiwan,urban processes,wastewater treatment,1975,-6
Taiwan,urban processes,aerosols,1975,-6
Taiwan,urban processes,fire_exting,1975,-6
Taiwan,industrial processes,nitric acid,1975,-6
Taiwan,industrial processes,foams,1975,-6
Taiwan,industrial processes,solvents,1975,-6
Taiwan,industrial processes,HCFC_22_Prod,1975,-6
Taiwan,industrial processes,semiconductors,1975,-6
Taiwan,industrial processes,Al_Mg,1975,-6
Taiwan,industrial processes,other industrial processes,1975,-6
Argentina,urban processes,landfills,1975,-6
Argentina,urban processes,wastewater treatment,1975,-6
Argentina,urban processes,aerosols,1975,-6
Argentina,urban processes,fire_exting,1975,-6
Argentina,industrial processes,nitric acid,1975,-6
Argentina,industrial processes,foams,1975,-6
Argentina,industrial processes,solvents,1975,-6
Argentina,industrial processes,HCFC_22_Prod,1975,-6
Argentina,industrial processes,semiconductors,1975,-6
Argentina,industrial processes,Al_Mg,1975,-6
Argentina,industrial processes,other industrial processes,1975,-6
Colombia,urban processes,landfills,1975,-6
Colombia,urban processes,wastewater treatment,1975,-6
Colombia,urban processes,aerosols,1975,-6
Colombia,urban processes,fire_exting,1975,-6
Colombia,industrial processes,nitric acid,1975,-6
Colombia,industrial processes,foams,1975,-6
Colombia,industrial processes,solvents,1975,-6
Colombia,industrial processes,HCFC_22_Prod,1975,-6
Colombia,industrial processes,semiconductors,1975,-6
Colombia,industrial processes,Al_Mg,1975,-6
Colombia,industrial processes,other industrial processes,1975,-6
