# File: en_chemical.csv
# Title: chemical energy use by region
# Units: ktoe
# Description: Regional chemical energy consumption
# Source: IEA
# Column types: ccicnic
# ----------
region,flow,GCAM_region_ID,fuel,value,year,unit
European Free Trade Association,CHEMICAL,16,gas,146,1996,ktoe
European Free Trade Association,CHEMICAL,16,gas,140,1997,ktoe
European Free Trade Association,CHEMICAL,16,gas,152,1998,ktoe
European Free Trade Association,CHEMICAL,16,gas,217,1999,ktoe
European Free Trade Association,CHEMICAL,16,gas,374,2000,ktoe
European Free Trade Association,CHEMICAL,16,gas,373,2001,ktoe
European Free Trade Association,CHEMICAL,16,gas,310,2002,ktoe
European Free Trade Association,CHEMICAL,16,gas,373,2003,ktoe
European Free Trade Association,CHEMICAL,16,gas,375,2004,ktoe
European Free Trade Association,CHEMICAL,16,gas,378,2005,ktoe
European Free Trade Association,CHEMICAL,16,gas,370,2006,ktoe
European Free Trade Association,CHEMICAL,16,gas,354,2007,ktoe
European Free Trade Association,CHEMICAL,16,gas,370,2008,ktoe
European Free Trade Association,CHEMICAL,16,gas,330,2009,ktoe
European Free Trade Association,CHEMICAL,16,gas,310,2010,ktoe
European Free Trade Association,CHEMICAL,16,gas,325,2011,ktoe
European Free Trade Association,CHEMICAL,16,gas,380,2012,ktoe
European Free Trade Association,CHEMICAL,16,gas,394,2013,ktoe
European Free Trade Association,CHEMICAL,16,gas,358,2014,ktoe
European Free Trade Association,CHEMICAL,16,gas,368,2015,ktoe
European Free Trade Association,CHEMICAL,16,gasified biomass,2,2012,ktoe
European Free Trade Association,CHEMICAL,16,gasified biomass,2,2013,ktoe
European Free Trade Association,CHEMICAL,16,gasified biomass,2,2014,ktoe
European Free Trade Association,CHEMICAL,16,gasified biomass,2,2015,ktoe
European Free Trade Association,CHEMICAL,16,heat,5,1978,ktoe
European Free Trade Association,CHEMICAL,16,heat,6,1979,ktoe
European Free Trade Association,CHEMICAL,16,heat,4,1980,ktoe
European Free Trade Association,CHEMICAL,16,heat,5,1981,ktoe
European Free Trade Association,CHEMICAL,16,heat,6,1982,ktoe
European Free Trade Association,CHEMICAL,16,heat,4,1983,ktoe
European Free Trade Association,CHEMICAL,16,heat,3,1984,ktoe
European Free Trade Association,CHEMICAL,16,heat,3,1985,ktoe
European Free Trade Association,CHEMICAL,16,heat,8,1986,ktoe
European Free Trade Association,CHEMICAL,16,heat,9,1987,ktoe
European Free Trade Association,CHEMICAL,16,heat,11,1988,ktoe
European Free Trade Association,CHEMICAL,16,heat,13,1989,ktoe
European Free Trade Association,CHEMICAL,16,heat,16,1990,ktoe
European Free Trade Association,CHEMICAL,16,heat,19,1991,ktoe
European Free Trade Association,CHEMICAL,16,heat,16,1992,ktoe
European Free Trade Association,CHEMICAL,16,heat,21,1993,ktoe
European Free Trade Association,CHEMICAL,16,heat,31,1994,ktoe
European Free Trade Association,CHEMICAL,16,heat,30,1995,ktoe
European Free Trade Association,CHEMICAL,16,heat,25,1996,ktoe
European Free Trade Association,CHEMICAL,16,heat,28,1997,ktoe
European Free Trade Association,CHEMICAL,16,heat,28,1998,ktoe
European Free Trade Association,CHEMICAL,16,heat,43,1999,ktoe
European Free Trade Association,CHEMICAL,16,heat,44,2000,ktoe
European Free Trade Association,CHEMICAL,16,heat,44,2001,ktoe
European Free Trade Association,CHEMICAL,16,heat,23,2002,ktoe
European Free Trade Association,CHEMICAL,16,heat,29,2003,ktoe
European Free Trade Association,CHEMICAL,16,heat,13,2004,ktoe
European Free Trade Association,CHEMICAL,16,heat,21,2005,ktoe
European Free Trade Association,CHEMICAL,16,heat,30,2006,ktoe
European Free Trade Association,CHEMICAL,16,heat,39,2007,ktoe
European Free Trade Association,CHEMICAL,16,heat,52,2008,ktoe
European Free Trade Association,CHEMICAL,16,heat,44,2009,ktoe
European Free Trade Association,CHEMICAL,16,heat,74,2010,ktoe
European Free Trade Association,CHEMICAL,16,heat,68,2011,ktoe
European Free Trade Association,CHEMICAL,16,heat,66,2012,ktoe
European Free Trade Association,CHEMICAL,16,heat,37,2013,ktoe
European Free Trade Association,CHEMICAL,16,heat,40,2014,ktoe
European Free Trade Association,CHEMICAL,16,heat,40,2015,ktoe
European Free Trade Association,CHEMICAL,16,refined liquids,215,1971,ktoe
European Free Trade Association,CHEMICAL,16,refined liquids,195,1972,ktoe
European Free Trade Association,CHEMICAL,16,refined liquids,126,1973,ktoe
European Free Trade Association,CHEMICAL,16,refined liquids,179,1974,ktoe
European Free Trade Association,CHEMICAL,16,refined liquids,122,1975,ktoe
European Free Trade Association,CHEMICAL,16,refined liquids,198,1976,ktoe
European Free Trade Association,CHEMICAL,16,refined liquids,226,1977,ktoe
European Free Trade Association,CHEMICAL,16,refined liquids,240,1978,ktoe
European Free Trade Association,CHEMICAL,16,refined liquids,251,1979,ktoe
European Free Trade Association,CHEMICAL,16,refined liquids,202,1980,ktoe
European Free Trade Association,CHEMICAL,16,refined liquids,208,1981,ktoe
European Free Trade Association,CHEMICAL,16,refined liquids,349,1982,ktoe
European Free Trade Association,CHEMICAL,16,refined liquids,332,1983,ktoe
European Free Trade Association,CHEMICAL,16,refined liquids,298,1984,ktoe
European Free Trade Association,CHEMICAL,16,refined liquids,299,1985,ktoe
European Free Trade Association,CHEMICAL,16,refined liquids,325,1986,ktoe
European Free Trade Association,CHEMICAL,16,refined liquids,302,1987,ktoe
European Free Trade Association,CHEMICAL,16,refined liquids,307,1988,ktoe
European Free Trade Association,CHEMICAL,16,refined liquids,257,1989,ktoe
European Free Trade Association,CHEMICAL,16,refined liquids,281,1990,ktoe
European Free Trade Association,CHEMICAL,16,refined liquids,266,1991,ktoe
European Free Trade Association,CHEMICAL,16,refined liquids,220,1992,ktoe
European Free Trade Association,CHEMICAL,16,refined liquids,224,1993,ktoe
European Free Trade Association,CHEMICAL,16,refined liquids,195,1994,ktoe
European Free Trade Association,CHEMICAL,16,refined liquids,173,1995,ktoe
European Free Trade Association,CHEMICAL,16,refined liquids,243,1996,ktoe
European Free Trade Association,CHEMICAL,16,refined liquids,190,1997,ktoe
European Free Trade Association,CHEMICAL,16,refined liquids,203,1998,ktoe
European Free Trade Association,CHEMICAL,16,refined liquids,197,1999,ktoe
European Free Trade Association,CHEMICAL,16,refined liquids,257,2000,ktoe
European Free Trade Association,CHEMICAL,16,refined liquids,252,2001,ktoe
European Free Trade Association,CHEMICAL,16,refined liquids,216,2002,ktoe
European Free Trade Association,CHEMICAL,16,refined liquids,553,2003,ktoe
European Free Trade Association,CHEMICAL,16,refined liquids,519,2004,ktoe
European Free Trade Association,CHEMICAL,16,refined liquids,490,2005,ktoe
European Free Trade Association,CHEMICAL,16,refined liquids,569,2006,ktoe
European Free Trade Association,CHEMICAL,16,refined liquids,466,2007,ktoe
European Free Trade Association,CHEMICAL,16,refined liquids,456,2008,ktoe
European Free Trade Association,CHEMICAL,16,refined liquids,453,2009,ktoe
European Free Trade Association,CHEMICAL,16,refined liquids,465,2010,ktoe
European Free Trade Association,CHEMICAL,16,refined liquids,468,2011,ktoe
European Free Trade Association,CHEMICAL,16,refined liquids,397,2012,ktoe
European Free Trade Association,CHEMICAL,16,refined liquids,377,2013,ktoe
European Free Trade Association,CHEMICAL,16,refined liquids,366,2014,ktoe
European Free Trade Association,CHEMICAL,16,refined liquids,389,2015,ktoe
European Free Trade Association,NECHEM,16,gas,417,2000,ktoe
European Free Trade Association,NECHEM,16,gas,497,2001,ktoe
European Free Trade Association,NECHEM,16,gas,368,2002,ktoe
European Free Trade Association,NECHEM,16,gas,515,2003,ktoe
European Free Trade Association,NECHEM,16,gas,592,2004,ktoe
European Free Trade Association,NECHEM,16,gas,520,2005,ktoe
European Free Trade Association,NECHEM,16,gas,532,2006,ktoe
European Free Trade Association,NECHEM,16,gas,436,2007,ktoe
European Free Trade Association,NECHEM,16,gas,555,2008,ktoe
European Free Trade Association,NECHEM,16,gas,400,2009,ktoe
European Free Trade Association,NECHEM,16,gas,464,2010,ktoe
European Free Trade Association,NECHEM,16,gas,503,2011,ktoe
European Free Trade Association,NECHEM,16,gas,435,2012,ktoe
European Free Trade Association,NECHEM,16,gas,478,2013,ktoe
European Free Trade Association,NECHEM,16,gas,518,2014,ktoe
European Free Trade Association,NECHEM,16,gas,550,2015,ktoe
European Free Trade Association,NECHEM,16,refined liquids,557,1971,ktoe
European Free Trade Association,NECHEM,16,refined liquids,578,1972,ktoe
European Free Trade Association,NECHEM,16,refined liquids,679,1973,ktoe
European Free Trade Association,NECHEM,16,refined liquids,668,1974,ktoe
European Free Trade Association,NECHEM,16,refined liquids,670,1975,ktoe
European Free Trade Association,NECHEM,16,refined liquids,575,1976,ktoe
European Free Trade Association,NECHEM,16,refined liquids,673,1977,ktoe
European Free Trade Association,NECHEM,16,refined liquids,958,1978,ktoe
European Free Trade Association,NECHEM,16,refined liquids,1084,1979,ktoe
European Free Trade Association,NECHEM,16,refined liquids,1224,1980,ktoe
European Free Trade Association,NECHEM,16,refined liquids,1234,1981,ktoe
European Free Trade Association,NECHEM,16,refined liquids,1263,1982,ktoe
European Free Trade Association,NECHEM,16,refined liquids,1251,1983,ktoe
European Free Trade Association,NECHEM,16,refined liquids,1453,1984,ktoe
European Free Trade Association,NECHEM,16,refined liquids,1470,1985,ktoe
European Free Trade Association,NECHEM,16,refined liquids,1217,1986,ktoe
European Free Trade Association,NECHEM,16,refined liquids,1539,1987,ktoe
European Free Trade Association,NECHEM,16,refined liquids,1470,1988,ktoe
European Free Trade Association,NECHEM,16,refined liquids,1249,1989,ktoe
European Free Trade Association,NECHEM,16,refined liquids,1369,1990,ktoe
European Free Trade Association,NECHEM,16,refined liquids,1311,1991,ktoe
European Free Trade Association,NECHEM,16,refined liquids,1198,1992,ktoe
European Free Trade Association,NECHEM,16,refined liquids,1252,1993,ktoe
European Free Trade Association,NECHEM,16,refined liquids,1248,1994,ktoe
European Free Trade Association,NECHEM,16,refined liquids,1308,1995,ktoe
European Free Trade Association,NECHEM,16,refined liquids,1284,1996,ktoe
European Free Trade Association,NECHEM,16,refined liquids,1275,1997,ktoe
European Free Trade Association,NECHEM,16,refined liquids,1250,1998,ktoe
European Free Trade Association,NECHEM,16,refined liquids,1127,1999,ktoe
European Free Trade Association,NECHEM,16,refined liquids,1127,2000,ktoe
European Free Trade Association,NECHEM,16,refined liquids,1512,2001,ktoe
European Free Trade Association,NECHEM,16,refined liquids,1471,2002,ktoe
European Free Trade Association,NECHEM,16,refined liquids,1407,2003,ktoe
European Free Trade Association,NECHEM,16,refined liquids,1130,2004,ktoe
European Free Trade Association,NECHEM,16,refined liquids,1156,2005,ktoe
European Free Trade Association,NECHEM,16,refined liquids,1134,2006,ktoe
European Free Trade Association,NECHEM,16,refined liquids,1293,2007,ktoe
European Free Trade Association,NECHEM,16,refined liquids,1107,2008,ktoe
European Free Trade Association,NECHEM,16,refined liquids,1045,2009,ktoe
European Free Trade Association,NECHEM,16,refined liquids,1103,2010,ktoe
European Free Trade Association,NECHEM,16,refined liquids,1097,2011,ktoe
European Free Trade Association,NECHEM,16,refined liquids,1039,2012,ktoe
European Free Trade Association,NECHEM,16,refined liquids,1128,2013,ktoe
European Free Trade Association,NECHEM,16,refined liquids,1108,2014,ktoe
European Free Trade Association,NECHEM,16,refined liquids,1174,2015,ktoe
India,CHEMICAL,17,coal,789,1971,ktoe
India,CHEMICAL,17,coal,893,1972,ktoe
India,CHEMICAL,17,coal,902,1973,ktoe
India,CHEMICAL,17,coal,1100,1974,ktoe
India,CHEMICAL,17,coal,1161,1975,ktoe
India,CHEMICAL,17,coal,1167,1976,ktoe
India,CHEMICAL,17,coal,1180,1977,ktoe
India,CHEMICAL,17,coal,997,1978,ktoe
India,CHEMICAL,17,coal,1033,1979,ktoe
India,CHEMICAL,17,coal,1193,1980,ktoe
India,CHEMICAL,17,coal,1382,1981,ktoe
India,CHEMICAL,17,coal,1454,1982,ktoe
India,CHEMICAL,17,coal,1521,1983,ktoe
India,CHEMICAL,17,coal,1561,1984,ktoe
India,CHEMICAL,17,coal,1707,1985,ktoe
India,CHEMICAL,17,coal,1807,1986,ktoe
India,CHEMICAL,17,coal,2050,1987,ktoe
India,CHEMICAL,17,coal,2222,1988,ktoe
India,CHEMICAL,17,coal,2358,1989,ktoe
India,CHEMICAL,17,coal,2506,1990,ktoe
India,CHEMICAL,17,coal,2806,1991,ktoe
India,CHEMICAL,17,coal,2829,1992,ktoe
India,CHEMICAL,17,coal,3033,1993,ktoe
India,CHEMICAL,17,coal,3502,1994,ktoe
India,CHEMICAL,17,coal,3180,1995,ktoe
India,CHEMICAL,17,coal,3156,1996,ktoe
India,CHEMICAL,17,coal,3280,1997,ktoe
India,CHEMICAL,17,coal,2468,1998,ktoe
India,CHEMICAL,17,coal,2100,1999,ktoe
India,CHEMICAL,17,coal,2525,2000,ktoe
India,CHEMICAL,17,coal,2381,2001,ktoe
India,CHEMICAL,17,coal,2374,2002,ktoe
India,CHEMICAL,17,coal,2004,2003,ktoe
India,CHEMICAL,17,coal,2082,2004,ktoe
India,CHEMICAL,17,coal,1740,2005,ktoe
India,CHEMICAL,17,coal,1754,2006,ktoe
India,CHEMICAL,17,coal,1761,2007,ktoe
India,CHEMICAL,17,coal,1726,2008,ktoe
India,CHEMICAL,17,coal,1755,2009,ktoe
India,CHEMICAL,17,coal,2061,2010,ktoe
India,CHEMICAL,17,coal,1920,2011,ktoe
India,CHEMICAL,17,coal,1668,2012,ktoe
India,CHEMICAL,17,coal,1425,2013,ktoe
India,CHEMICAL,17,coal,1469,2014,ktoe
India,CHEMICAL,17,coal,1419,2015,ktoe
India,CHEMICAL,17,electricity,1760,2008,ktoe
India,CHEMICAL,17,electricity,1809,2009,ktoe
India,CHEMICAL,17,electricity,2368,2010,ktoe
India,CHEMICAL,17,electricity,2617,2011,ktoe
India,CHEMICAL,17,electricity,2945,2012,ktoe
India,CHEMICAL,17,electricity,2935,2013,ktoe
India,CHEMICAL,17,electricity,3168,2014,ktoe
India,CHEMICAL,17,electricity,1179,2015,ktoe
India,CHEMICAL,17,refined liquids,350,1971,ktoe
India,CHEMICAL,17,refined liquids,485,1972,ktoe
India,CHEMICAL,17,refined liquids,582,1973,ktoe
India,CHEMICAL,17,refined liquids,550,1974,ktoe
India,CHEMICAL,17,refined liquids,632,1975,ktoe
India,CHEMICAL,17,refined liquids,666,1976,ktoe
India,CHEMICAL,17,refined liquids,738,1977,ktoe
India,CHEMICAL,17,refined liquids,980,1978,ktoe
India,CHEMICAL,17,refined liquids,1081,1979,ktoe
India,CHEMICAL,17,refined liquids,749,1980,ktoe
India,CHEMICAL,17,refined liquids,958,1981,ktoe
India,CHEMICAL,17,refined liquids,1139,1982,ktoe
India,CHEMICAL,17,refined liquids,1117,1983,ktoe
India,CHEMICAL,17,refined liquids,1199,1984,ktoe
India,CHEMICAL,17,refined liquids,1174,1985,ktoe
India,CHEMICAL,17,refined liquids,1219,1986,ktoe
India,CHEMICAL,17,refined liquids,1247,1987,ktoe
India,CHEMICAL,17,refined liquids,1345,1988,ktoe
India,CHEMICAL,17,refined liquids,1205,1989,ktoe
India,CHEMICAL,17,refined liquids,1167,1990,ktoe
India,CHEMICAL,17,refined liquids,1141,1991,ktoe
India,CHEMICAL,17,refined liquids,1262,1992,ktoe
India,CHEMICAL,17,refined liquids,1281,1993,ktoe
India,CHEMICAL,17,refined liquids,1333,1994,ktoe
India,CHEMICAL,17,refined liquids,1462,1995,ktoe
India,CHEMICAL,17,refined liquids,1604,1996,ktoe
India,CHEMICAL,17,refined liquids,1794,1997,ktoe
India,CHEMICAL,17,refined liquids,1902,1998,ktoe
India,CHEMICAL,17,refined liquids,1944,1999,ktoe
India,CHEMICAL,17,refined liquids,4247,2000,ktoe
India,CHEMICAL,17,refined liquids,4511,2001,ktoe
India,CHEMICAL,17,refined liquids,5182,2002,ktoe
India,CHEMICAL,17,refined liquids,4719,2003,ktoe
India,CHEMICAL,17,refined liquids,5346,2004,ktoe
India,CHEMICAL,17,refined liquids,4864,2005,ktoe
India,CHEMICAL,17,refined liquids,5601,2006,ktoe
India,CHEMICAL,17,refined liquids,4945,2007,ktoe
India,CHEMICAL,17,refined liquids,5266,2008,ktoe
India,CHEMICAL,17,refined liquids,4468,2009,ktoe
India,CHEMICAL,17,refined liquids,4228,2010,ktoe
India,CHEMICAL,17,refined liquids,4303,2011,ktoe
India,CHEMICAL,17,refined liquids,4450,2012,ktoe
India,CHEMICAL,17,refined liquids,4098,2013,ktoe
India,CHEMICAL,17,refined liquids,4066,2014,ktoe
India,CHEMICAL,17,refined liquids,4659,2015,ktoe
India,NECHEM,17,gas,162,1971,ktoe
India,NECHEM,17,gas,166,1972,ktoe
India,NECHEM,17,gas,148,1973,ktoe
India,NECHEM,17,gas,263,1974,ktoe
India,NECHEM,17,gas,383,1975,ktoe
India,NECHEM,17,gas,549,1976,ktoe
India,NECHEM,17,gas,565,1977,ktoe
India,NECHEM,17,gas,601,1978,ktoe
India,NECHEM,17,gas,631,1979,ktoe
India,NECHEM,17,gas,510,1980,ktoe
India,NECHEM,17,gas,827,1981,ktoe
India,NECHEM,17,gas,962,1982,ktoe
India,NECHEM,17,gas,1071,1983,ktoe
India,NECHEM,17,gas,1336,1984,ktoe
India,NECHEM,17,gas,2078,1985,ktoe
India,NECHEM,17,gas,2761,1986,ktoe
India,NECHEM,17,gas,2890,1987,ktoe
India,NECHEM,17,gas,4434,1988,ktoe
India,NECHEM,17,gas,5471,1989,ktoe
India,NECHEM,17,gas,4986,1990,ktoe
India,NECHEM,17,gas,5001,1991,ktoe
India,NECHEM,17,gas,6003,1992,ktoe
India,NECHEM,17,gas,5790,1993,ktoe
India,NECHEM,17,gas,6174,1994,ktoe
India,NECHEM,17,gas,6687,1995,ktoe
India,NECHEM,17,gas,6735,1996,ktoe
India,NECHEM,17,gas,7784,1997,ktoe
India,NECHEM,17,gas,7882,1998,ktoe
India,NECHEM,17,gas,7666,1999,ktoe
India,NECHEM,17,gas,7667,2000,ktoe
India,NECHEM,17,gas,7341,2001,ktoe
India,NECHEM,17,gas,7437,2002,ktoe
India,NECHEM,17,gas,7531,2003,ktoe
India,NECHEM,17,gas,8443,2004,ktoe
India,NECHEM,17,gas,8700,2005,ktoe
India,NECHEM,17,gas,9943,2006,ktoe
India,NECHEM,17,gas,10603,2007,ktoe
India,NECHEM,17,gas,10591,2008,ktoe
India,NECHEM,17,gas,12122,2009,ktoe
India,NECHEM,17,gas,13653,2010,ktoe
India,NECHEM,17,gas,15843,2011,ktoe
India,NECHEM,17,gas,18033,2012,ktoe
India,NECHEM,17,gas,18958,2013,ktoe
India,NECHEM,17,gas,18811,2014,ktoe
India,NECHEM,17,gas,20379,2015,ktoe
India,NECHEM,17,refined liquids,1739,1971,ktoe
India,NECHEM,17,refined liquids,1973,1972,ktoe
India,NECHEM,17,refined liquids,2322,1973,ktoe
India,NECHEM,17,refined liquids,2473,1974,ktoe
India,NECHEM,17,refined liquids,2889,1975,ktoe
India,NECHEM,17,refined liquids,3134,1976,ktoe
India,NECHEM,17,refined liquids,3157,1977,ktoe
India,NECHEM,17,refined liquids,3582,1978,ktoe
India,NECHEM,17,refined liquids,3559,1979,ktoe
India,NECHEM,17,refined liquids,3212,1980,ktoe
India,NECHEM,17,refined liquids,4656,1981,ktoe
India,NECHEM,17,refined liquids,4806,1982,ktoe
India,NECHEM,17,refined liquids,4605,1983,ktoe
India,NECHEM,17,refined liquids,4919,1984,ktoe
India,NECHEM,17,refined liquids,4968,1985,ktoe
India,NECHEM,17,refined liquids,5553,1986,ktoe
India,NECHEM,17,refined liquids,5010,1987,ktoe
India,NECHEM,17,refined liquids,5809,1988,ktoe
India,NECHEM,17,refined liquids,5199,1989,ktoe
India,NECHEM,17,refined liquids,5243,1990,ktoe
India,NECHEM,17,refined liquids,5459,1991,ktoe
India,NECHEM,17,refined liquids,5616,1992,ktoe
India,NECHEM,17,refined liquids,5874,1993,ktoe
India,NECHEM,17,refined liquids,6566,1994,ktoe
India,NECHEM,17,refined liquids,8378,1995,ktoe
India,NECHEM,17,refined liquids,8861,1996,ktoe
India,NECHEM,17,refined liquids,9124,1997,ktoe
India,NECHEM,17,refined liquids,8791,1998,ktoe
India,NECHEM,17,refined liquids,9238,1999,ktoe
India,NECHEM,17,refined liquids,12452,2000,ktoe
India,NECHEM,17,refined liquids,11151,2001,ktoe
India,NECHEM,17,refined liquids,11553,2002,ktoe
India,NECHEM,17,refined liquids,11711,2003,ktoe
India,NECHEM,17,refined liquids,13391,2004,ktoe
India,NECHEM,17,refined liquids,12245,2005,ktoe
India,NECHEM,17,refined liquids,12827,2006,ktoe
India,NECHEM,17,refined liquids,12822,2007,ktoe
India,NECHEM,17,refined liquids,12416,2008,ktoe
India,NECHEM,17,refined liquids,9850,2009,ktoe
India,NECHEM,17,refined liquids,10808,2010,ktoe
India,NECHEM,17,refined liquids,11585,2011,ktoe
India,NECHEM,17,refined liquids,12282,2012,ktoe
India,NECHEM,17,refined liquids,10910,2013,ktoe
India,NECHEM,17,refined liquids,10662,2014,ktoe
India,NECHEM,17,refined liquids,12864,2015,ktoe
Indonesia,CHEMICAL,18,coal,31,1971,ktoe
Indonesia,CHEMICAL,18,coal,31,1972,ktoe
Indonesia,CHEMICAL,18,coal,25,1973,ktoe
Indonesia,CHEMICAL,18,coal,25,1974,ktoe
Indonesia,CHEMICAL,18,coal,28,1975,ktoe
Indonesia,CHEMICAL,18,coal,21,1976,ktoe
Indonesia,CHEMICAL,18,coal,31,1977,ktoe
Indonesia,CHEMICAL,18,coal,34,1978,ktoe
Indonesia,CHEMICAL,18,coal,39,1979,ktoe
Indonesia,CHEMICAL,18,coal,42,1980,ktoe
Indonesia,CHEMICAL,18,coal,46,1981,ktoe
Indonesia,CHEMICAL,18,coal,51,1982,ktoe
Indonesia,CHEMICAL,18,coal,44,1983,ktoe
Indonesia,CHEMICAL,18,gas,3700,2006,ktoe
Indonesia,CHEMICAL,18,gas,2701,2007,ktoe
Indonesia,CHEMICAL,18,gas,2553,2008,ktoe
Indonesia,CHEMICAL,18,gas,3003,2009,ktoe
Indonesia,CHEMICAL,18,gas,2507,2010,ktoe
Indonesia,CHEMICAL,18,gas,2491,2011,ktoe
Indonesia,CHEMICAL,18,gas,2475,2012,ktoe
Indonesia,CHEMICAL,18,gas,2236,2013,ktoe
Indonesia,CHEMICAL,18,gas,2181,2014,ktoe
Indonesia,CHEMICAL,18,gas,2545,2015,ktoe
Indonesia,CHEMICAL,18,refined liquids,155,1971,ktoe
Indonesia,CHEMICAL,18,refined liquids,192,1972,ktoe
Indonesia,CHEMICAL,18,refined liquids,207,1973,ktoe
Indonesia,CHEMICAL,18,refined liquids,249,1974,ktoe
Indonesia,CHEMICAL,18,refined liquids,309,1975,ktoe
Indonesia,CHEMICAL,18,refined liquids,382,1976,ktoe
Indonesia,CHEMICAL,18,refined liquids,497,1977,ktoe
Indonesia,CHEMICAL,18,refined liquids,631,1978,ktoe
Indonesia,CHEMICAL,18,refined liquids,662,1979,ktoe
Indonesia,CHEMICAL,18,refined liquids,434,1980,ktoe
Indonesia,CHEMICAL,18,refined liquids,445,1981,ktoe
Indonesia,CHEMICAL,18,refined liquids,456,1982,ktoe
Indonesia,CHEMICAL,18,refined liquids,523,1983,ktoe
Indonesia,CHEMICAL,18,refined liquids,517,1984,ktoe
Indonesia,CHEMICAL,18,refined liquids,517,1985,ktoe
Indonesia,CHEMICAL,18,refined liquids,517,1986,ktoe
Indonesia,CHEMICAL,18,refined liquids,517,1987,ktoe
Indonesia,CHEMICAL,18,refined liquids,517,1988,ktoe
Indonesia,CHEMICAL,18,refined liquids,411,1989,ktoe
Indonesia,CHEMICAL,18,refined liquids,537,1990,ktoe
Indonesia,CHEMICAL,18,refined liquids,565,1991,ktoe
Indonesia,CHEMICAL,18,refined liquids,578,1992,ktoe
Indonesia,CHEMICAL,18,refined liquids,657,1993,ktoe
Indonesia,CHEMICAL,18,refined liquids,691,1994,ktoe
Indonesia,CHEMICAL,18,refined liquids,793,1995,ktoe
Indonesia,CHEMICAL,18,refined liquids,830,1996,ktoe
Indonesia,CHEMICAL,18,refined liquids,904,1997,ktoe
Indonesia,CHEMICAL,18,refined liquids,902,1998,ktoe
Indonesia,CHEMICAL,18,refined liquids,1035,1999,ktoe
Indonesia,CHEMICAL,18,refined liquids,923,2000,ktoe
Indonesia,CHEMICAL,18,refined liquids,929,2001,ktoe
Indonesia,CHEMICAL,18,refined liquids,750,2002,ktoe
Indonesia,CHEMICAL,18,refined liquids,768,2003,ktoe
Indonesia,CHEMICAL,18,refined liquids,1088,2004,ktoe
Indonesia,CHEMICAL,18,refined liquids,900,2005,ktoe
Indonesia,CHEMICAL,18,refined liquids,824,2006,ktoe
Indonesia,CHEMICAL,18,refined liquids,1012,2007,ktoe
Indonesia,CHEMICAL,18,refined liquids,995,2008,ktoe
Indonesia,CHEMICAL,18,refined liquids,962,2009,ktoe
Indonesia,CHEMICAL,18,refined liquids,819,2010,ktoe
Indonesia,CHEMICAL,18,refined liquids,950,2011,ktoe
Indonesia,CHEMICAL,18,refined liquids,1069,2012,ktoe
Indonesia,CHEMICAL,18,refined liquids,844,2013,ktoe
Indonesia,CHEMICAL,18,refined liquids,777,2014,ktoe
Indonesia,CHEMICAL,18,refined liquids,860,2015,ktoe
Indonesia,NECHEM,18,gas,100,1971,ktoe
Indonesia,NECHEM,18,gas,107,1972,ktoe
Indonesia,NECHEM,18,gas,107,1973,ktoe
Indonesia,NECHEM,18,gas,209,1974,ktoe
Indonesia,NECHEM,18,gas,311,1975,ktoe
Indonesia,NECHEM,18,gas,339,1976,ktoe
Indonesia,NECHEM,18,gas,847,1977,ktoe
Indonesia,NECHEM,18,gas,1125,1978,ktoe
Indonesia,NECHEM,18,gas,1120,1979,ktoe
Indonesia,NECHEM,18,gas,1213,1980,ktoe
Indonesia,NECHEM,18,gas,1247,1981,ktoe
Indonesia,NECHEM,18,gas,1267,1982,ktoe
Indonesia,NECHEM,18,gas,1477,1983,ktoe
Indonesia,NECHEM,18,gas,2113,1984,ktoe
Indonesia,NECHEM,18,gas,3151,1985,ktoe
Indonesia,NECHEM,18,gas,3361,1986,ktoe
Indonesia,NECHEM,18,gas,3425,1987,ktoe
Indonesia,NECHEM,18,gas,3514,1988,ktoe
Indonesia,NECHEM,18,gas,3784,1989,ktoe
Indonesia,NECHEM,18,gas,4076,1990,ktoe
Indonesia,NECHEM,18,gas,4390,1991,ktoe
Indonesia,NECHEM,18,gas,4638,1992,ktoe
Indonesia,NECHEM,18,gas,4948,1993,ktoe
Indonesia,NECHEM,18,gas,4858,1994,ktoe
Indonesia,NECHEM,18,gas,4489,1995,ktoe
Indonesia,NECHEM,18,gas,5022,1996,ktoe
Indonesia,NECHEM,18,gas,5113,1997,ktoe
Indonesia,NECHEM,18,gas,5074,1998,ktoe
Indonesia,NECHEM,18,gas,5901,1999,ktoe
Indonesia,NECHEM,18,gas,6306,2000,ktoe
Indonesia,NECHEM,18,gas,5688,2001,ktoe
Indonesia,NECHEM,18,gas,6566,2002,ktoe
Indonesia,NECHEM,18,gas,6345,2003,ktoe
Indonesia,NECHEM,18,gas,6270,2004,ktoe
Indonesia,NECHEM,18,gas,6466,2005,ktoe
Indonesia,NECHEM,18,gas,2346,2006,ktoe
Indonesia,NECHEM,18,gas,3424,2007,ktoe
Indonesia,NECHEM,18,gas,2996,2008,ktoe
Indonesia,NECHEM,18,gas,3913,2009,ktoe
Indonesia,NECHEM,18,gas,3905,2010,ktoe
Indonesia,NECHEM,18,gas,3895,2011,ktoe
Indonesia,NECHEM,18,gas,4011,2012,ktoe
Indonesia,NECHEM,18,gas,3904,2013,ktoe
Indonesia,NECHEM,18,gas,4011,2014,ktoe
