# File: en_chemical.csv
# Title: chemical energy use by region
# Units: ktoe
# Description: Regional chemical energy consumption
# Source: IEA
# Column types: ccicnic
# ----------
region,flow,GCAM_region_ID,fuel,value,year,unit
USA,CHEMICAL,1,heat,3078,1996,ktoe
USA,CHEMICAL,1,heat,3112,1997,ktoe
USA,CHEMICAL,1,heat,2903,1998,ktoe
USA,CHEMICAL,1,heat,2905,1999,ktoe
USA,CHEMICAL,1,heat,2558,2000,ktoe
USA,CHEMICAL,1,heat,2271,2001,ktoe
USA,CHEMICAL,1,heat,2345,2002,ktoe
USA,CHEMICAL,1,heat,2318,2003,ktoe
USA,CHEMICAL,1,heat,1492,2004,ktoe
USA,CHEMICAL,1,heat,1578,2005,ktoe
USA,CHEMICAL,1,heat,3424,2006,ktoe
USA,CHEMICAL,1,heat,3486,2007,ktoe
USA,CHEMICAL,1,heat,3373,2008,ktoe
USA,CHEMICAL,1,heat,3289,2009,ktoe
USA,CHEMICAL,1,heat,3214,2010,ktoe
USA,CHEMICAL,1,heat,3216,2011,ktoe
USA,CHEMICAL,1,heat,3165,2012,ktoe
USA,CHEMICAL,1,heat,2841,2013,ktoe
USA,CHEMICAL,1,heat,2709,2014,ktoe
USA,CHEMICAL,1,heat,2643,2015,ktoe
USA,CHEMICAL,1,refined biofuels_FT,38,2011,ktoe
USA,CHEMICAL,1,refined biofuels_FT,28,2012,ktoe
USA,CHEMICAL,1,refined biofuels_FT,29,2013,ktoe
USA,CHEMICAL,1,refined biofuels_FT,27,2014,ktoe
USA,CHEMICAL,1,refined biofuels_FT,41,2015,ktoe
USA,CHEMICAL,1,refined liquids,4347,1976,ktoe
USA,CHEMICAL,1,refined liquids,5186,1977,ktoe
USA,CHEMICAL,1,refined liquids,4988,1978,ktoe
USA,CHEMICAL,1,refined liquids,4967,1979,ktoe
USA,CHEMICAL,1,refined liquids,4946,1980,ktoe
USA,CHEMICAL,1,refined liquids,3117,1981,ktoe
USA,CHEMICAL,1,refined liquids,5249,1982,ktoe
USA,CHEMICAL,1,refined liquids,4843,1995,ktoe
USA,CHEMICAL,1,refined liquids,4979,1996,ktoe
USA,CHEMICAL,1,refined liquids,4283,1997,ktoe
USA,CHEMICAL,1,refined liquids,4070,1998,ktoe
USA,CHEMICAL,1,refined liquids,3527,1999,ktoe
USA,CHEMICAL,1,refined liquids,6282,2000,ktoe
USA,CHEMICAL,1,refined liquids,7648,2001,ktoe
USA,CHEMICAL,1,refined liquids,6608,2002,ktoe
USA,CHEMICAL,1,refined liquids,6641,2003,ktoe
USA,CHEMICAL,1,refined liquids,8192,2004,ktoe
USA,CHEMICAL,1,refined liquids,8598,2005,ktoe
USA,CHEMICAL,1,refined liquids,8789,2006,ktoe
USA,CHEMICAL,1,refined liquids,7498,2007,ktoe
USA,CHEMICAL,1,refined liquids,8854,2008,ktoe
USA,CHEMICAL,1,refined liquids,7300,2009,ktoe
USA,CHEMICAL,1,refined liquids,8136,2010,ktoe
USA,CHEMICAL,1,refined liquids,3223,2011,ktoe
USA,CHEMICAL,1,refined liquids,2518,2012,ktoe
USA,CHEMICAL,1,refined liquids,2746,2013,ktoe
USA,CHEMICAL,1,refined liquids,2324,2014,ktoe
USA,CHEMICAL,1,refined liquids,2647,2015,ktoe
USA,NECHEM,1,gas,13890,1990,ktoe
USA,NECHEM,1,gas,13022,1991,ktoe
USA,NECHEM,1,gas,12892,1992,ktoe
USA,NECHEM,1,gas,13626,1993,ktoe
USA,NECHEM,1,gas,13828,1994,ktoe
USA,NECHEM,1,gas,14170,1995,ktoe
USA,NECHEM,1,gas,14423,1996,ktoe
USA,NECHEM,1,gas,15776,1997,ktoe
USA,NECHEM,1,gas,15693,1998,ktoe
USA,NECHEM,1,gas,14985,1999,ktoe
USA,NECHEM,1,gas,17429,2000,ktoe
USA,NECHEM,1,gas,15574,2001,ktoe
USA,NECHEM,1,gas,15850,2002,ktoe
USA,NECHEM,1,gas,14116,2003,ktoe
USA,NECHEM,1,gas,12280,2004,ktoe
USA,NECHEM,1,gas,11006,2005,ktoe
USA,NECHEM,1,gas,9138,2006,ktoe
USA,NECHEM,1,gas,9845,2007,ktoe
USA,NECHEM,1,gas,10759,2008,ktoe
USA,NECHEM,1,gas,11021,2009,ktoe
USA,NECHEM,1,gas,11791,2010,ktoe
USA,NECHEM,1,gas,12285,2011,ktoe
USA,NECHEM,1,gas,13633,2012,ktoe
USA,NECHEM,1,gas,13951,2013,ktoe
USA,NECHEM,1,gas,14644,2014,ktoe
USA,NECHEM,1,gas,15377,2015,ktoe
USA,NECHEM,1,refined liquids,37131,1971,ktoe
USA,NECHEM,1,refined liquids,41415,1972,ktoe
USA,NECHEM,1,refined liquids,46152,1973,ktoe
USA,NECHEM,1,refined liquids,46270,1974,ktoe
USA,NECHEM,1,refined liquids,48702,1975,ktoe
USA,NECHEM,1,refined liquids,55835,1976,ktoe
USA,NECHEM,1,refined liquids,62298,1977,ktoe
USA,NECHEM,1,refined liquids,60490,1978,ktoe
USA,NECHEM,1,refined liquids,58197,1979,ktoe
USA,NECHEM,1,refined liquids,57638,1980,ktoe
USA,NECHEM,1,refined liquids,59515,1981,ktoe
USA,NECHEM,1,refined liquids,51228,1982,ktoe
USA,NECHEM,1,refined liquids,51561,1983,ktoe
USA,NECHEM,1,refined liquids,53185,1984,ktoe
USA,NECHEM,1,refined liquids,42608,1985,ktoe
USA,NECHEM,1,refined liquids,46102,1986,ktoe
USA,NECHEM,1,refined liquids,46734,1987,ktoe
USA,NECHEM,1,refined liquids,49008,1988,ktoe
USA,NECHEM,1,refined liquids,46754,1989,ktoe
USA,NECHEM,1,refined liquids,57685,1990,ktoe
USA,NECHEM,1,refined liquids,61901,1991,ktoe
USA,NECHEM,1,refined liquids,62064,1992,ktoe
USA,NECHEM,1,refined liquids,61896,1993,ktoe
USA,NECHEM,1,refined liquids,62104,1994,ktoe
USA,NECHEM,1,refined liquids,74240,1995,ktoe
USA,NECHEM,1,refined liquids,80199,1996,ktoe
USA,NECHEM,1,refined liquids,82769,1997,ktoe
USA,NECHEM,1,refined liquids,75845,1998,ktoe
USA,NECHEM,1,refined liquids,82596,1999,ktoe
USA,NECHEM,1,refined liquids,83536,2000,ktoe
USA,NECHEM,1,refined liquids,78213,2001,ktoe
USA,NECHEM,1,refined liquids,82241,2002,ktoe
USA,NECHEM,1,refined liquids,82034,2003,ktoe
USA,NECHEM,1,refined liquids,89421,2004,ktoe
USA,NECHEM,1,refined liquids,85330,2005,ktoe
USA,NECHEM,1,refined liquids,85280,2006,ktoe
USA,NECHEM,1,refined liquids,83332,2007,ktoe
USA,NECHEM,1,refined liquids,76143,2008,ktoe
USA,NECHEM,1,refined liquids,77295,2009,ktoe
USA,NECHEM,1,refined liquids,82994,2010,ktoe
USA,NECHEM,1,refined liquids,71286,2011,ktoe
USA,NECHEM,1,refined liquids,80373,2012,ktoe
USA,NECHEM,1,refined liquids,74219,2013,ktoe
USA,NECHEM,1,refined liquids,84282,2014,ktoe
USA,NECHEM,1,refined liquids,75985,2015,ktoe
Africa_Eastern,NECHEM,2,gas,241.21185,2001,ktoe
Africa_Eastern,NECHEM,2,gas,292.9955265,2002,ktoe
Africa_Eastern,NECHEM,2,gas,355.7254202,2003,ktoe
Africa_Eastern,NECHEM,2,gas,471.4965734,2004,ktoe
Africa_Eastern,NECHEM,2,gas,464.5658314,2005,ktoe
Africa_Eastern,NECHEM,2,gas,346.7066311,2006,ktoe
Africa_Eastern,NECHEM,2,gas,306.7118078,2007,ktoe
Africa_Eastern,NECHEM,2,gas,288.2323336,2008,ktoe
Africa_Eastern,NECHEM,2,gas,213.2181808,2009,ktoe
Africa_Eastern,NECHEM,2,gas,141.4692766,2010,ktoe
Africa_Eastern,NECHEM,2,gas,314.8948687,2011,ktoe
Africa_Eastern,NECHEM,2,gas,263.8159135,2012,ktoe
Africa_Eastern,NECHEM,2,gas,311.7787697,2013,ktoe
Africa_Eastern,NECHEM,2,gas,413.4408805,2014,ktoe
Africa_Eastern,NECHEM,2,gas,468.2451412,2015,ktoe
Africa_Eastern,NECHEM,2,refined liquids,17,1982,ktoe
Africa_Eastern,NECHEM,2,refined liquids,18,1983,ktoe
Africa_Eastern,NECHEM,2,refined liquids,17,1984,ktoe
Africa_Eastern,NECHEM,2,refined liquids,19,1985,ktoe
Africa_Eastern,NECHEM,2,refined liquids,18,1986,ktoe
Africa_Eastern,NECHEM,2,refined liquids,20,1987,ktoe
Africa_Eastern,NECHEM,2,refined liquids,20,1988,ktoe
Africa_Eastern,NECHEM,2,refined liquids,21,1989,ktoe
Africa_Eastern,NECHEM,2,refined liquids,21,1990,ktoe
Africa_Eastern,NECHEM,2,refined liquids,24,1991,ktoe
Africa_Eastern,NECHEM,2,refined liquids,21,1992,ktoe
Africa_Eastern,NECHEM,2,refined liquids,24,1993,ktoe
Africa_Eastern,NECHEM,2,refined liquids,25,1994,ktoe
Africa_Eastern,NECHEM,2,refined liquids,25,1995,ktoe
Africa_Eastern,NECHEM,2,refined liquids,25,1996,ktoe
Africa_Eastern,NECHEM,2,refined liquids,25,1997,ktoe
Africa_Eastern,NECHEM,2,refined liquids,25,1998,ktoe
Africa_Eastern,NECHEM,2,refined liquids,15,1999,ktoe
Africa_Eastern,NECHEM,2,refined liquids,34,2000,ktoe
Africa_Eastern,NECHEM,2,refined liquids,5,2001,ktoe
Africa_Eastern,NECHEM,2,refined liquids,3,2003,ktoe
Africa_Eastern,NECHEM,2,refined liquids,5,2005,ktoe
Africa_Eastern,NECHEM,2,refined liquids,3,2006,ktoe
Africa_Eastern,NECHEM,2,refined liquids,18,2007,ktoe
Africa_Eastern,NECHEM,2,refined liquids,56,2008,ktoe
Africa_Eastern,NECHEM,2,refined liquids,25,2009,ktoe
Africa_Eastern,NECHEM,2,refined liquids,21,2010,ktoe
Africa_Eastern,NECHEM,2,refined liquids,19,2011,ktoe
Africa_Eastern,NECHEM,2,refined liquids,17,2012,ktoe
Africa_Eastern,NECHEM,2,refined liquids,17,2013,ktoe
Africa_Eastern,NECHEM,2,refined liquids,15,2014,ktoe
Africa_Eastern,NECHEM,2,refined liquids,16,2015,ktoe
Africa_Northern,CHEMICAL,3,biomass,7,2010,ktoe
Africa_Northern,CHEMICAL,3,biomass,8,2011,ktoe
Africa_Northern,CHEMICAL,3,biomass,8,2012,ktoe
Africa_Northern,CHEMICAL,3,biomass,8,2013,ktoe
Africa_Northern,CHEMICAL,3,biomass,9,2014,ktoe
Africa_Northern,CHEMICAL,3,biomass,9,2015,ktoe
Africa_Northern,CHEMICAL,3,electricity,9,1971,ktoe
Africa_Northern,CHEMICAL,3,electricity,9,1972,ktoe
Africa_Northern,CHEMICAL,3,electricity,24,1973,ktoe
Africa_Northern,CHEMICAL,3,electricity,24,1974,ktoe
Africa_Northern,CHEMICAL,3,electricity,22,1975,ktoe
Africa_Northern,CHEMICAL,3,electricity,30,1976,ktoe
Africa_Northern,CHEMICAL,3,electricity,36,1977,ktoe
Africa_Northern,CHEMICAL,3,electricity,48,1978,ktoe
Africa_Northern,CHEMICAL,3,electricity,55,1979,ktoe
Africa_Northern,CHEMICAL,3,electricity,66,1980,ktoe
Africa_Northern,CHEMICAL,3,electricity,74,1981,ktoe
Africa_Northern,CHEMICAL,3,electricity,50,1982,ktoe
Africa_Northern,CHEMICAL,3,electricity,55,1983,ktoe
Africa_Northern,CHEMICAL,3,electricity,59,1984,ktoe
Africa_Northern,CHEMICAL,3,electricity,60,1985,ktoe
Africa_Northern,CHEMICAL,3,electricity,38,1986,ktoe
Africa_Northern,CHEMICAL,3,electricity,42,1987,ktoe
Africa_Northern,CHEMICAL,3,electricity,33,1988,ktoe
Africa_Northern,CHEMICAL,3,electricity,34,1989,ktoe
Africa_Northern,CHEMICAL,3,electricity,110,1990,ktoe
Africa_Northern,CHEMICAL,3,electricity,105,1991,ktoe
Africa_Northern,CHEMICAL,3,electricity,105,1992,ktoe
Africa_Northern,CHEMICAL,3,electricity,100,1993,ktoe
Africa_Northern,CHEMICAL,3,electricity,102,1994,ktoe
Africa_Northern,CHEMICAL,3,electricity,101,1995,ktoe
Africa_Northern,CHEMICAL,3,electricity,106,1996,ktoe
Africa_Northern,CHEMICAL,3,electricity,114,1997,ktoe
Africa_Northern,CHEMICAL,3,electricity,89,1998,ktoe
Africa_Northern,CHEMICAL,3,electricity,90,1999,ktoe
Africa_Northern,CHEMICAL,3,electricity,94,2000,ktoe
Africa_Northern,CHEMICAL,3,electricity,143,2001,ktoe
Africa_Northern,CHEMICAL,3,electricity,145,2002,ktoe
Africa_Northern,CHEMICAL,3,electricity,156,2003,ktoe
Africa_Northern,CHEMICAL,3,electricity,155,2004,ktoe
Africa_Northern,CHEMICAL,3,electricity,156,2005,ktoe
Africa_Northern,CHEMICAL,3,electricity,169,2006,ktoe
Africa_Northern,CHEMICAL,3,electricity,168,2007,ktoe
Africa_Northern,CHEMICAL,3,electricity,171,2008,ktoe
Africa_Northern,CHEMICAL,3,electricity,211,2009,ktoe
Africa_Northern,CHEMICAL,3,electricity,249,2010,ktoe
Africa_Northern,CHEMICAL,3,electricity,239,2011,ktoe
Africa_Northern,CHEMICAL,3,electricity,265,2012,ktoe
Africa_Northern,CHEMICAL,3,electricity,235,2013,ktoe
Africa_Northern,CHEMICAL,3,electricity,240,2014,ktoe
Africa_Northern,CHEMICAL,3,electricity,233,2015,ktoe
Africa_Northern,CHEMICAL,3,gas,31,1979,ktoe
Africa_Northern,CHEMICAL,3,gas,295,1980,ktoe
Africa_Northern,CHEMICAL,3,gas,501,1981,ktoe
Africa_Northern,CHEMICAL,3,gas,628,1982,ktoe
Africa_Northern,CHEMICAL,3,gas,545,1983,ktoe
Africa_Northern,CHEMICAL,3,gas,653,1984,ktoe
Africa_Northern,CHEMICAL,3,gas,799,1985,ktoe
Africa_Northern,CHEMICAL,3,gas,860,1986,ktoe
Africa_Northern,CHEMICAL,3,gas,736,1987,ktoe
Africa_Northern,CHEMICAL,3,gas,632,1988,ktoe
Africa_Northern,CHEMICAL,3,gas,508,1989,ktoe
Africa_Northern,CHEMICAL,3,gas,44,1990,ktoe
Africa_Northern,CHEMICAL,3,gas,42,1991,ktoe
Africa_Northern,CHEMICAL,3,gas,42,1992,ktoe
Africa_Northern,CHEMICAL,3,gas,35,1993,ktoe
Africa_Northern,CHEMICAL,3,gas,31,1994,ktoe
Africa_Northern,CHEMICAL,3,gas,26,1995,ktoe
Africa_Northern,CHEMICAL,3,gas,27,1996,ktoe
Africa_Northern,CHEMICAL,3,gas,25,1997,ktoe
Africa_Northern,CHEMICAL,3,gas,26,1998,ktoe
Africa_Northern,CHEMICAL,3,gas,26,1999,ktoe
Africa_Northern,CHEMICAL,3,gas,21,2000,ktoe
Africa_Northern,CHEMICAL,3,gas,30,2001,ktoe
Africa_Northern,CHEMICAL,3,gas,31,2002,ktoe
Africa_Northern,CHEMICAL,3,gas,32,2003,ktoe
Africa_Northern,CHEMICAL,3,gas,29,2004,ktoe
Africa_Northern,CHEMICAL,3,gas,136,2005,ktoe
Africa_Northern,CHEMICAL,3,gas,152,2006,ktoe
Africa_Northern,CHEMICAL,3,gas,153,2007,ktoe
Africa_Northern,CHEMICAL,3,gas,143,2008,ktoe
Africa_Northern,CHEMICAL,3,gas,152,2009,ktoe
Africa_Northern,CHEMICAL,3,gas,162,2010,ktoe
Africa_Northern,CHEMICAL,3,gas,131,2011,ktoe
Africa_Northern,CHEMICAL,3,gas,150,2012,ktoe
Africa_Northern,CHEMICAL,3,gas,150,2013,ktoe
Africa_Northern,CHEMICAL,3,gas,166,2014,ktoe
Africa_Northern,CHEMICAL,3,gas,152,2015,ktoe
Africa_Northern,CHEMICAL,3,refined liquids,43,1983,ktoe
Africa_Northern,CHEMICAL,3,refined liquids,48,1984,ktoe
Africa_Northern,CHEMICAL,3,refined liquids,48,1985,ktoe
Africa_Northern,CHEMICAL,3,refined liquids,13,1990,ktoe
Africa_Northern,CHEMICAL,3,refined liquids,16,1991,ktoe
Africa_Northern,CHEMICAL,3,refined liquids,13,1992,ktoe
Africa_Northern,CHEMICAL,3,refined liquids,14,1993,ktoe
Africa_Northern,CHEMICAL,3,refined liquids,12,1994,ktoe
Africa_Northern,CHEMICAL,3,refined liquids,13,1995,ktoe
Africa_Northern,CHEMICAL,3,refined liquids,13,1996,ktoe
Africa_Northern,CHEMICAL,3,refined liquids,14,1997,ktoe
Africa_Northern,CHEMICAL,3,refined liquids,14,1998,ktoe
Africa_Northern,CHEMICAL,3,refined liquids,14,1999,ktoe
Africa_Northern,CHEMICAL,3,refined liquids,18,2000,ktoe
Africa_Northern,CHEMICAL,3,refined liquids,19,2001,ktoe
Africa_Northern,CHEMICAL,3,refined liquids,22,2002,ktoe
Africa_Northern,CHEMICAL,3,refined liquids,24,2003,ktoe
Africa_Northern,CHEMICAL,3,refined liquids,25,2004,ktoe
Africa_Northern,CHEMICAL,3,refined liquids,26,2005,ktoe
Africa_Northern,CHEMICAL,3,refined liquids,28,2006,ktoe
Africa_Northern,CHEMICAL,3,refined liquids,31,2007,ktoe
Africa_Northern,CHEMICAL,3,refined liquids,32,2008,ktoe
Africa_Northern,CHEMICAL,3,refined liquids,2,2010,ktoe
Africa_Northern,CHEMICAL,3,refined liquids,2,2011,ktoe
Africa_Northern,CHEMICAL,3,refined liquids,2,2012,ktoe
Africa_Northern,CHEMICAL,3,refined liquids,66,2013,ktoe
Africa_Northern,CHEMICAL,3,refined liquids,62,2014,ktoe
Africa_Northern,CHEMICAL,3,refined liquids,62,2015,ktoe
Africa_Northern,NECHEM,3,gas,45,1976,ktoe
Africa_Northern,NECHEM,3,gas,166,1977,ktoe
Africa_Northern,NECHEM,3,gas,166,1978,ktoe
Africa_Northern,NECHEM,3,gas,788,1979,ktoe
Africa_Northern,NECHEM,3,gas,792,1980,ktoe
Africa_Northern,NECHEM,3,gas,1054,1981,ktoe
Africa_Northern,NECHEM,3,gas,1282,1982,ktoe
Africa_Northern,NECHEM,3,gas,1366,1983,ktoe
Africa_Northern,NECHEM,3,gas,1562,1984,ktoe
Africa_Northern,NECHEM,3,gas,1628,1985,ktoe
Africa_Northern,NECHEM,3,gas,1647,1986,ktoe
Africa_Northern,NECHEM,3,gas,1741,1987,ktoe
Africa_Northern,NECHEM,3,gas,1462,1988,ktoe
