# File: NREL_offshore_energy.csv
# Title: Offshore Wind Resource Potential by Country from NREL
# Units: PWh
# Comments: distance -  near =  0-50 miles; transitional = 50-100 miles; far = 100-5000 miles
# Source: Eurek et. al (2017); https://doi.org/10.1016/j.eneco.2016.11.015; raw data at https://catalog.data.gov/dataset/global-cfdda-based-onshore-and-offshore-wind-potential-supply-curves-by-country-class-and--912c6
# Column types: cccnnnnnnnnnn
#  ----------
IAM_country,depth_class,distance_to_shore,c1,c2,c3,c4,c5,c6,c7,c8,c9,total
Guinea,shallow,intermediate,0.02473584,0,0,0,0,0,0,0,0,0.02473584
Guinea,transitional,intermediate,0.041713471,0,0,0,0,0,0,0,0,0.041713471
Guinea,deep,intermediate,0.000385928,0,0,0,0,0,0,0,0,0.000385928
Guinea-Bissau,shallow,intermediate,0.040789456,0,0,0,0,0,0,0,0,0.040789456
Guinea-Bissau,transitional,intermediate,0.023404527,0,0,0,0,0,0,0,0,0.023404527
Guinea-Bissau,deep,intermediate,0.018081189,0,0,0,0,0,0,0,0,0.018081189
Guyana,shallow,intermediate,0.000361394,0.051020495,0.006381613,0,0,0,0,0,0,0.057763502
Guyana,transitional,intermediate,0.002017785,0.048721648,0.094221731,0.005938554,0,0,0,0,0,0.150899719
Guyana,deep,intermediate,0,0.000386593,0.04124156,0.00363017,0,0,0,0,0,0.045258323
Haiti,shallow,intermediate,0,0,0,0,0,0,0,0,0,0
Haiti,transitional,intermediate,0,0,0,0,0,0,0,0,0,0
Haiti,deep,intermediate,0,0.004810597,0.003654026,0,0,0,0,0,0,0.008464623
Honduras,shallow,intermediate,0,0,0.007989071,0.025917189,0.051525483,0,0,0,0,0.085431742
Honduras,transitional,intermediate,0,0,0.000560349,0.013654554,0.074568149,0,0,0,0,0.088783051
Honduras,deep,intermediate,0,0.001226405,0.020314065,0.071969104,0.024729428,0,0,0,0,0.118239003
Iceland,shallow,intermediate,0,0,0,0,0,0,0,0,0,0
Iceland,transitional,intermediate,0,0,0,0,0,0,0.00014342,0.00044291,0,0.00058633
Iceland,deep,intermediate,0,0,0,0,0,0.012535848,1.312362115,0.525136366,0,1.850034329
India,shallow,intermediate,0.001921523,0.035591298,0.056625032,0.018605577,0.002641867,0.000607619,0,0,0,0.115992916
India,transitional,intermediate,0.060975743,0.119242823,0.140190712,0.086916318,0.018607647,0.004111496,0,0,0,0.430044741
India,deep,intermediate,0.152745857,0.258596929,0.476375565,0.186751194,0.07817626,0.037282258,0,0,0,1.189928063
Indonesia,shallow,intermediate,0.551372129,0.052027391,0.107378191,0.076370485,0.340981208,0,0,0,0,1.128129404
Indonesia,transitional,intermediate,1.027160073,0.341302148,0.039228746,0.156990492,0.085084988,0,0,0,0,1.649766446
Indonesia,deep,intermediate,0.839155223,0.622481925,0.025671674,0.283646876,0.065156754,0,0,0,0,1.836112453
"Iran, Islamic Republic of",shallow,intermediate,0.004450152,0.031560163,0,0,0,0,0,0,0,0.036010315
"Iran, Islamic Republic of",transitional,intermediate,0.020671293,0.127597112,0,0,0,0,0,0,0,0.148268405
"Iran, Islamic Republic of",deep,intermediate,0.077973413,0.120747654,0,0,0,0,0,0,0,0.198721067
Iraq,shallow,intermediate,0,0,0,0,0,0,0,0,0,0
Iraq,transitional,intermediate,0,0,0,0,0,0,0,0,0,0
Iraq,deep,intermediate,0,0,0,0,0,0,0,0,0,0
Ireland,shallow,intermediate,0,0,0,0,0,0,0,0,0,0
Ireland,transitional,intermediate,0,0,0,0,0,6.42E-05,0.004292084,0.001116916,0,0.005473237
Ireland,deep,intermediate,0,0,0,0,0,0.07168286,0.839925747,0.230066141,0,1.141674749
Israel,shallow,intermediate,0,0,0,0,0,0,0,0,0,0
Israel,transitional,intermediate,0,0,0,0,0,0,0,0,0,0
Israel,deep,intermediate,0.017789796,0,0,0,0,0,0,0,0,0.017789796
Italy,shallow,intermediate,0.000591718,0,0.000428185,0,0,0,0,0,0,0.001019903
Italy,transitional,intermediate,0.015249555,0,0.003940425,0,0,0,0,0,0,0.01918998
Italy,deep,intermediate,0.058875859,0.158913526,0.229453549,0,0,0,0,0,0,0.447242933
Jamaica,shallow,intermediate,0,0.000384936,0.002775395,0.008338163,0.01053754,0,0,0,0,0.022036035
Jamaica,transitional,intermediate,0,0.000538911,0.00117852,0.00179495,0.00516521,0,0,0,0,0.00867759
Jamaica,deep,intermediate,0,0.017452337,0.034689738,0.028336667,0.019710577,0,0,0,0,0.100189319
Japan,shallow,intermediate,0,0,0,0,0,0,0,0,0,0
Japan,transitional,intermediate,0,0,0,0,0,0.000548799,0,0,0,0.000548799
Japan,deep,intermediate,0,0,0.048896177,0.729208194,1.040992138,0.376935495,0,0,0,2.196032004
Kenya,shallow,intermediate,0,0,0,0.0003839,0,0,0,0,0,0.0003839
Kenya,transitional,intermediate,0,0,0,0.001007737,0,0,0,0,0,0.001007737
Kenya,deep,intermediate,0,0,0.073412789,0.060298047,0,0,0,0,0,0.133710835
Kuwait,shallow,intermediate,0,0.012776075,0,0,0,0,0,0,0,0.012776075
Kuwait,transitional,intermediate,0,0.012764043,0,0,0,0,0,0,0,0.012764043
Kuwait,deep,intermediate,0,0,0,0,0,0,0,0,0,0
Latvia,shallow,intermediate,0,0,0,0,0.000680358,0,0,0,0,0.000680358
Latvia,transitional,intermediate,0,0,0,0.004031914,0.029431809,0.005907971,0,0,0,0.039371694
Latvia,deep,intermediate,0,0,0,0,0.112077613,0.043844241,0,0,0,0.155921855
Lebanon,shallow,intermediate,0,0,0,0,0,0,0,0,0,0
Lebanon,transitional,intermediate,0,0,0,0,0,0,0,0,0,0
Lebanon,deep,intermediate,0,0,0,0,0,0,0,0,0,0
Liberia,shallow,intermediate,0,0,0,0,0,0,0,0,0,0
Liberia,transitional,intermediate,8.34E-06,0,0,0,0,0,0,0,0,8.34E-06
Liberia,deep,intermediate,0.013772672,0,0,0,0,0,0,0,0,0.013772672
Libyan Arab Jamahiriya,shallow,intermediate,0,0.000182304,0,0,0,0,0,0,0,0.000182304
Libyan Arab Jamahiriya,transitional,intermediate,0,0.001649832,0.008268214,0,0,0,0,0,0,0.009918046
Libyan Arab Jamahiriya,deep,intermediate,0,0.075755137,0.519554911,0,0,0,0,0,0,0.595310048
Lithuania,shallow,intermediate,0,0,0,0,0,0,0,0,0,0
Lithuania,transitional,intermediate,0,0,0,0,0.011914296,0.000964586,0,0,0,0.012878883
Lithuania,deep,intermediate,0,0,0,0,0.021038486,0.005784796,0,0,0,0.026823282
Madagascar,shallow,intermediate,0.038232737,0.000679556,7.71E-05,0.002245402,0.00097202,0.012316833,0,0,0,0.054523657
Madagascar,transitional,intermediate,0.028381652,0.002334926,0.001079545,0.011435886,0.00313765,0.020483516,0,0,0,0.066853174
Madagascar,deep,intermediate,0.044461435,0.013150416,0.016038018,0.014412349,0.004121442,0.130570625,0.001232772,0,0.012408136,0.236395193
Malaysia,shallow,intermediate,0.014167816,0,0,0,0,0,0,0,0,0.014167816
Malaysia,transitional,intermediate,0.233470228,0,0,0,0,0,0,0,0,0.233470228
Malaysia,deep,intermediate,0.247122931,0,0,0,0,0,0,0,0,0.247122931
Maldives,shallow,intermediate,0,0,0,0,0,0,0,0,0,0
Maldives,transitional,intermediate,5.70E-05,0,0,0,0,0,0,0,0,5.70E-05
Maldives,deep,intermediate,0.00433843,0,0,0,0,0,0,0,0,0.00433843
Malta,shallow,intermediate,0,0,0,0,0,0,0,0,0,0
Malta,transitional,intermediate,0,0,0,0,0,0,0,0,0,0
Malta,deep,intermediate,0,0.113995573,0.050117134,0,0,0,0,0,0,0.164112708
Mauritania,shallow,intermediate,0,0,0,0,0,0.018585061,0.023171657,0.005623659,0,0.047380377
Mauritania,transitional,intermediate,0,0,0,0,0.000756169,0.00151801,0.005022607,0.001136871,0,0.008433658
Mauritania,deep,intermediate,0,0,0,0.01321288,0.103298858,0.058788553,0.040090094,0.003334823,0,0.218725207
Mauritius,shallow,intermediate,0,0,0,0,0,0,0.000504687,0.004383028,0,0.004887715
Mauritius,transitional,intermediate,0,0,0,0,0,0,0.004955431,0.017621679,0,0.022577109
Mauritius,deep,intermediate,0,0,0,0,0,0.062991773,0.067918325,0.214341083,0,0.345251181
Mexico,shallow,intermediate,0.000791819,0.000327026,0.015890559,0.244392714,0,0,0,0,0,0.261402119
Mexico,transitional,intermediate,0.00404782,0.001669621,0.089273293,0.57682436,0,0,0,0,0,0.671815095
Mexico,deep,intermediate,0.281665944,0.111134772,0.388701765,0.438460714,0.041830696,0.001369541,0,0.052725821,0.014012029,1.329901283
Morocco,shallow,intermediate,0,0,0,0.000140201,0,0,0,0,0,0.000140201
Morocco,transitional,intermediate,0,0,0.002719299,0.001414803,0,0,0,0,0,0.004134102
Morocco,deep,intermediate,0.033631275,0.057701614,0.130741896,0.146609743,0.025050179,0.045769867,0,0,0,0.439504574
Mozambique,shallow,intermediate,0.000249699,0.005250073,0.013322456,0,0,0,0,0,0,0.018822227
Mozambique,transitional,intermediate,0.000499398,0.032423074,0.112735789,0,0,0,0,0,0,0.145658261
Mozambique,deep,intermediate,0.008361811,0.064526032,0.142471553,0.2353777,0,0,0,0,0,0.450737095
Myanmar,shallow,intermediate,0.009748883,0.13413163,0.001522248,0,0,0,0,0,0,0.145402762
Myanmar,transitional,intermediate,0.023604598,0.151589872,0.009727578,0,0,0,0,0,0,0.184922049
Myanmar,deep,intermediate,0.058574049,0.230353375,0.204136766,0,0,0,0,0,0,0.49306419
Namibia,shallow,intermediate,0.000363161,0.000332348,0,0,0,0,0,0,0,0.000695509
Namibia,transitional,intermediate,0.000977741,0.00110449,0,0,5.91E-05,0,0,0,0,0.002141327
Namibia,deep,intermediate,0.020026483,0.072487151,0.151210778,0.183474111,0.132547974,0.123599269,0.128578902,0.134759739,0.219332459,1.166016866
Netherlands,shallow,intermediate,0,0,0,0,0.00017108,0.179682144,0,0,0,0.179853224
Netherlands,transitional,intermediate,0,0,0,0,0,0.163399913,0.008821593,0,0,0.172221506
Netherlands,deep,intermediate,0,0,0,0,0,0,0,0,0,0
Netherlands Antilles,shallow,intermediate,0,0,0,0,0,0,0,0,0,0
Netherlands Antilles,transitional,intermediate,0,0,0,0,0,0,0,0,0,0
Netherlands Antilles,deep,intermediate,0,0,0,0,0,0.001615531,0.003539441,0.008243587,0,0.013398559
New Caledonia,shallow,intermediate,0,0,0,0,0.012591297,0.002331511,0,0,0,0.014922808
New Caledonia,transitional,intermediate,0,0,0,0,0.024525063,0.007062146,0,0,0,0.03158721
New Caledonia,deep,intermediate,0,0,0,0.019625985,0.247528603,0.039758651,0,0,0,0.306913239
New Zealand,shallow,intermediate,0,0,0,0.000241047,0.00068017,0.003594291,0,0.007667767,0.025918156,0.038101431
New Zealand,transitional,intermediate,0,0,0,0.000774808,0.004613422,0.008796512,0.000860331,0.018643348,0.040632362,0.074320784
New Zealand,deep,intermediate,0,0,0,0.031516138,0.630234364,1.089447757,0.502203202,0.476164984,1.615094716,4.34466116
Nicaragua,shallow,intermediate,0,0,0.003476957,0.055268237,0.18643524,0,0,0,0,0.245180435
Nicaragua,transitional,intermediate,0,0.002171448,0.006644163,0.006836961,0.00894591,0,0,0,0,0.024598482
Nicaragua,deep,intermediate,0.002104867,0.014451908,0.086140899,0.055853385,0.022683398,0.046845384,0,0,0,0.228079843
Nigeria,shallow,intermediate,0.000127274,0,0,0,0,0,0,0,0,0.000127274
Nigeria,transitional,intermediate,0.007840644,0,0,0,0,0,0,0,0,0.007840644
Nigeria,deep,intermediate,0.10632175,0,0,0,0,0,0,0,0,0.10632175
Norway,shallow,intermediate,0,0,0,0,0,0.005039026,0,0,0,0.005039026
Norway,transitional,intermediate,0,0,0,0,0.001923465,0.09719244,0.0015668,0,0,0.100682705
Norway,deep,intermediate,0,0,0,0.01666087,0.534640472,2.396503488,0.861680162,0,0,3.809484991
Oman,shallow,intermediate,1.24E-05,0,0,0.003527601,0.003549898,0.003513421,0,0,0,0.010603338
Oman,transitional,intermediate,7.45E-05,0,0,0.004698414,0.01200392,0.011337069,0,0,0,0.028113914
Oman,deep,intermediate,0.011192571,0,0.00280666,0.012604977,0.105797204,0.055941208,0,0,0,0.18834262
Pakistan,shallow,intermediate,0,0,0.004965691,0.004529665,0,0,0,0,0,0.009495356
Pakistan,transitional,intermediate,0,0,0.023450507,0.019187627,0,0,0,0,0,0.042638135
Pakistan,deep,intermediate,0.004062661,0.007087894,0.148985155,0.00013901,0,0,0,0,0,0.16027472
Panama,shallow,intermediate,0,0,0,0,0,0,0,0,0,0
Panama,transitional,intermediate,0.001144973,0.000131069,0,0,0,0,0,0,0,0.001276042
Panama,deep,intermediate,0.052658857,0.008569833,0,0,0,0,0,0,0,0.06122869
Papua New Guinea,shallow,intermediate,0.00283808,0.008967414,0.002802876,0.00130196,0.093880212,0.010916627,0,0,0,0.120707169
Papua New Guinea,transitional,intermediate,0.006145471,0.006734611,0.002441214,0.005299336,0.006998945,0,0,0,0,0.027619577
Papua New Guinea,deep,intermediate,0.091570788,0.00887279,0.034705976,0.02687653,0.067253045,6.13E-05,0,0,0,0.229340425
Peru,shallow,intermediate,0,0,0,0,0,0,0,0,0,0
Peru,transitional,intermediate,0.000305525,0,0,0,0,0,0,0,0,0.000305525
Peru,deep,intermediate,0.198706499,0.002416352,0.001633095,0.00101445,5.28E-05,0,0,0,0,0.203823242
Philippines,shallow,intermediate,0.001035535,0.001344407,0.001804858,0,0.000497683,0,0,0,0,0.004682483
Philippines,transitional,intermediate,0.00771736,0.006439917,0.007158154,0.000102078,0.020036715,0,0,0,0,0.041454224
Philippines,deep,intermediate,0.082931558,0.041103316,0.083793484,0.012776649,0.06147933,0.004038276,0,0,0,0.286122613
Poland,shallow,intermediate,0,0,0,0,0.0085725,0.004849675,0,0,0,0.013422175
Poland,transitional,intermediate,0,0,0,0.001302302,0.030199397,0.028653025,0,0,0,0.060154724
Poland,deep,intermediate,0,0,0,0.003625437,0.088638038,0.064724071,0,0,0,0.156987546
Portugal,shallow,intermediate,0,0,0,0,0,0,0,0,0,0
Portugal,transitional,intermediate,0,0,0,0.000141424,0,0,0,0,0,0.000141424
Portugal,deep,intermediate,0,0.00064497,0.056328487,0.049979973,0.037033724,0,0,0,0,0.143987154
Puerto Rico,shallow,intermediate,0,0,0,0,0,0,0,0,0,0
Puerto Rico,transitional,intermediate,0,0,0,0,0,0,0,0,0,0
Puerto Rico,deep,intermediate,0,0,0.001492052,0.014414652,0,0,0,0,0,0.015906704
Qatar,shallow,intermediate,0.023854912,0.013476429,0,0,0,0,0,0,0,0.037331341
Qatar,transitional,intermediate,0.026521551,0.028346104,0,0,0,0,0,0,0,0.054867655
Qatar,deep,intermediate,0,0.012115852,0,0,0,0,0,0,0,0.012115852
"Korea, Republic of",shallow,intermediate,0,0,0.000265971,0,0,0,0,0,0,0.000265971
"Korea, Republic of",transitional,intermediate,0,0,0.019394428,0.058881472,0.000317082,0,0,0,0,0.078592982
"Korea, Republic of",deep,intermediate,0,0,0.019297479,0.64061941,0.215131024,0,0,0,0,0.875047914
Reunion,shallow,intermediate,0,0,0,0,0,0,0,0,0,0
Reunion,transitional,intermediate,0,0,0,0,0,0,0,0,0,0
Reunion,deep,intermediate,0,0,0,0,0,0,0,0,0,0
Romania,shallow,intermediate,0,0,0,0,0,0,0,0,0,0
Romania,transitional,intermediate,0,0,0.034830735,0.010049208,0,0,0,0,0,0.044879943
Romania,deep,intermediate,0,0,0.065674802,0.014647707,0,0,0,0,0,0.08032251
Russian Federation,shallow,intermediate,0,0,0.003220185,0.056775326,0.335651338,0.236675728,0.007674185,0,0,0.639996762
Russian Federation,transitional,intermediate,0,0,0,0.081014074,0.703530335,1.115102624,0.146976972,0,0,2.046624005
Russian Federation,deep,intermediate,0,0,0.00791758,0.116416483,3.114741868,4.598290968,1.773445003,0.042251448,0,9.653063349
Samoa,shallow,intermediate,0,0,0,0,0,0,0,0,0,0
Samoa,transitional,intermediate,0,0,0,0,0,0,0,0,0,0
Samoa,deep,intermediate,0,0.000621316,0,0,0,0,0,0,0,0.000621316
Saudi Arabia,shallow,intermediate,0.002802649,0.018184437,0,0,0,0,0,0,0,0.020987086
Saudi Arabia,transitional,intermediate,0.001646416,0.063078637,0,0,0,0,0,0,0,0.064725053
Saudi Arabia,deep,intermediate,0.252611831,0.04641629,0,0,0,0,0,0,0,0.29902812
Senegal,shallow,intermediate,0.012309599,0.001159735,0,0,0,0,0,0,0,0.013469334
Senegal,transitional,intermediate,0.018051647,0.011269142,0,0.000321744,0,0,0,0,0,0.029642534
Senegal,deep,intermediate,0.014752534,0.028096364,0.006438754,0.0239194,0,0,0,0,0,0.073207053
Sierra Leone,shallow,intermediate,0.01505475,0,0,0,0,0,0,0,0,0.01505475
Sierra Leone,transitional,intermediate,0.006831699,0,0,0,0,0,0,0,0,0.006831699
Sierra Leone,deep,intermediate,0.006160118,0,0,0,0,0,0,0,0,0.006160118
Singapore,shallow,intermediate,0,0,0,0,0,0,0,0,0,0
Singapore,transitional,intermediate,0,0,0,0,0,0,0,0,0,0
Singapore,deep,intermediate,0,0,0,0,0,0,0,0,0,0
Slovenia,shallow,intermediate,0,0,0,0,0,0,0,0,0,0
Slovenia,transitional,intermediate,0,0,0,0,0,0,0,0,0,0
Slovenia,deep,intermediate,0,0,0,0,0,0,0,0,0,0
Solomon Islands,shallow,intermediate,0.000765867,0,0.000216147,0,0.005963865,0,0,0,0,0.006945879
Solomon Islands,transitional,intermediate,0.000123701,0,0.000343453,4.87E-05,0.002941807,0,0,0,0,0.003457699
Solomon Islands,deep,intermediate,0.009129255,0.001846451,0.010948032,0.006510084,0.015548082,0,0,0,0,0.043981904
Somalia,shallow,intermediate,0,0,0,0,0,0,0,0,0,0
Somalia,transitional,intermediate,0,0.00022473,0,0,0,0,0,0,0,0.00022473
Somalia,deep,intermediate,0.031217767,0.0232185,0.014234128,0.011186304,0.020909103,0.052001402,0.052265961,0.109291434,0.072766167,0.387090766
South Africa,shallow,intermediate,0,0,0,0.000541312,0.000391243,0,0,0,0,0.000932555
South Africa,transitional,intermediate,0,0,0.000317693,0.000644376,0.002334117,0,0,0,0,0.003296186
South Africa,deep,intermediate,0,0,0.044981792,0.301155538,0.574908599,0.336231243,0,0,0,1.257277171
Spain,shallow,intermediate,0,0,0,0,0.001112203,0,0,0,0,0.001112203
Spain,transitional,intermediate,0,0,0,0,0.001271093,0,0,0,0,0.001271093
Spain,deep,intermediate,0.002773312,0.09747483,0.121804456,0.038654757,0.036188961,0.04711693,0,0,0,0.344013246
Sri Lanka,shallow,intermediate,0,0,0,0,0.000236876,0.000191173,0,0,0,0.000428049
Sri Lanka,transitional,intermediate,0,0,0,0,0.000651409,0.007559194,0,0,0,0.008210603
Sri Lanka,deep,intermediate,5.64E-05,0,0,0.00033071,0.003991392,0.067310759,0,0,0,0.071689245
Sudan,shallow,intermediate,0,0,0,0,0,0,0,0,0,0
Sudan,transitional,intermediate,0,0,0,0,0,0,0,0,0,0
Sudan,deep,intermediate,0.110494806,0.002385207,0,0,0,0,0,0,0,0.112880014
Suriname,shallow,intermediate,0,0.001119878,0.025410202,0,0,0,0,0,0,0.02653008
Suriname,transitional,intermediate,0,0.000136401,0.19950425,0,0,0,0,0,0,0.199640651
Suriname,deep,intermediate,0,0,0.0057134,0,0,0,0,0,0,0.0057134
Sweden,shallow,intermediate,0,0,0,0.003156259,0.007070995,0.028633764,0,0,0,0.038861019
Sweden,transitional,intermediate,0,0,0,0.006098943,0.076484247,0.106396821,0,0,0,0.188980012
Sweden,deep,intermediate,0,0,0,0.056756524,0.168071742,0.223474807,0,0,0,0.448303074
Syrian Arab Republic,shallow,intermediate,0,0,0,0,0,0,0,0,0,0
Syrian Arab Republic,transitional,intermediate,0,0,0,0,0,0,0,0,0,0
Syrian Arab Republic,deep,intermediate,0.004085388,0,0,0,0,0,0,0,0,0.004085388
Taiwan,shallow,intermediate,0,0,0,0.00480065,0.004597392,0.067005066,0.004561812,0,0,0.08096492
Taiwan,transitional,intermediate,0,0,0,0.000250321,0.007239691,0.039389914,0.070545422,0,0,0.117425347
Taiwan,deep,intermediate,0.001950263,0.006902294,0.014249126,0.026020557,0.180064793,0.415468731,0.060344611,0,0,0.705000376
Thailand,shallow,intermediate,0.036874841,0.073112784,0.023671149,0,0,0,0,0,0,0.133658775
Thailand,transitional,intermediate,0.170539342,0.08708888,0.079520304,0,0,0,0,0,0,0.337148526
Thailand,deep,intermediate,0.174042311,0.097521525,0.010494579,0,0,0,0,0,0,0.282058415
Togo,shallow,intermediate,0,0,0,0,0,0,0,0,0,0
Togo,transitional,intermediate,0,0,0,0,0,0,0,0,0,0
Togo,deep,intermediate,0,0,0,0,0,0,0,0,0,0
Trinidad and Tobago,shallow,intermediate,0,0,0,0,0,0,0,0,0,0
Trinidad and Tobago,transitional,intermediate,0,0,0.00289049,0.005224702,0.024416597,0,0,0,0,0.032531789
Trinidad and Tobago,deep,intermediate,0,0,9.05E-05,0.009867012,0.103343263,0,0,0,0,0.113300775
Tunisia,shallow,intermediate,0,0.000990167,0.009361793,0,0,0,0,0,0,0.01035196
Tunisia,transitional,intermediate,0,0.008097349,0.10312007,0,0,0,0,0,0,0.111217419
Tunisia,deep,intermediate,0,0.005753807,0.274299812,0,0,0,0,0,0,0.280053618
Turkey,shallow,intermediate,0,0,0,0,0,0,0,0,0,0
Turkey,transitional,intermediate,0.000133439,0,0,4.81E-05,0,0,0,0,0,0.000181502
Turkey,deep,intermediate,0.023472117,0.012328655,0.018467684,0,0,0,0,0,0,0.054268456
Ukraine,shallow,intermediate,0,0,0.038029179,0.071908297,0,0,0,0,0,0.109937477
Ukraine,transitional,intermediate,0,0,0.028823018,0.085547255,0,0,0,0,0,0.114370273
Ukraine,deep,intermediate,0,0.000153796,0.072539557,0.010636789,0,0,0,0,0,0.083330142
United Arab Emirates,shallow,intermediate,0.036438324,0,0,0,0,0,0,0,0,0.036438324
United Arab Emirates,transitional,intermediate,0.017475467,0,0,0,0,0,0,0,0,0.017475467
United Arab Emirates,deep,intermediate,0.009126464,0,0,0,0,0,0,0,0,0.009126464
United Kingdom,shallow,intermediate,0,0,0,0,0.00186127,0.102635595,0.000840419,0,0,0.105337285
United Kingdom,transitional,intermediate,0,0,0,0,0.005116053,0.344816381,0.072099132,0.000958643,0,0.422990209
United Kingdom,deep,intermediate,0,0,0,0,0,0.559987517,1.475344609,0.405484521,0,2.440816647
"Tanzania, United Republic of",shallow,intermediate,0,0,0,0,0,0,0,0,0,0
"Tanzania, United Republic of",transitional,intermediate,0,0,0,0,0,0,0,0,0,0
"Tanzania, United Republic of",deep,intermediate,0,0,0.004674631,0,0,0,0,0,0,0.004674631
United States of America,shallow,intermediate,0,0.000172557,0.000217271,0.095212703,0.081182193,0.01062789,0,0,0,0.187412613
United States of America,transitional,intermediate,0,0.105162706,0.004503127,0.05221404,0.440979891,0.310628342,0,0,0,0.913488106
United States of America,deep,intermediate,0.011917344,0.098626322,0.173623051,0.323104257,1.230420329,0.83580895,0.281468593,0,0,2.954968847
Uruguay,shallow,intermediate,0,0,0.002526324,0.065425644,0.109511772,0,0,0,0,0.177463741
Uruguay,transitional,intermediate,0,0,0,0.031692682,0.089816866,0,0,0,0,0.121509547
Uruguay,deep,intermediate,0,0,0,0.005533572,0.017191125,0,0,0,0,0.022724697
Vanuatu,shallow,intermediate,0,0,0,0,0.000175352,0,0,0,0,0.000175352
Vanuatu,transitional,intermediate,0,0,0,0,0.00023194,0,0,0,0,0.00023194
Vanuatu,deep,intermediate,0,0,0,0,0.067474669,0.010601851,0,0,0,0.07807652
Venezuela,shallow,intermediate,0.002032388,0,0,0.000361398,0.000162082,0.004624874,0.022841211,0,0,0.030021953
Venezuela,transitional,intermediate,0,0.000515564,0.01749036,0.079985567,0.007729031,0.004484991,6.96E-05,0,0,0.110275116
Venezuela,deep,intermediate,0.001037414,0.004674004,0.008067783,0.052918701,0.201157223,0.054090475,0.007517082,0.04570641,0,0.375169092
Viet Nam,shallow,intermediate,0.01742922,0.110279145,0.115051307,0.044018794,0.085641311,0.033080568,0.001281244,0,0,0.406781588
Viet Nam,transitional,intermediate,0.052523505,0.033826225,0.028178359,0.132185643,0.219634328,0.092947568,0.06578505,0,0,0.625080678
Viet Nam,deep,intermediate,0.011697997,0.020959872,0.182270968,0.2363174,0.083204979,0.121465245,0.158970601,0.009471373,0,0.824358435
Western Sahara,shallow,intermediate,0,0,0,0,0,0,0.005177652,0.017660427,0.00202345,0.024861529
Western Sahara,transitional,intermediate,0,0,0,0,0,0,0.015759049,0.256350007,0.01568501,0.287794066
Western Sahara,deep,intermediate,0,0,0,0,0.01593983,0.015501884,0.115843676,0.196161712,0.22646064,0.569907742
Yemen,shallow,intermediate,3.62E-05,0,0,0,0,0,0,0,0,3.62E-05
Yemen,transitional,intermediate,0.000272994,0.000100422,0,0,0,0,0,0,0,0.000373416
Yemen,deep,intermediate,0.016893132,0.018314827,0.0437233,0.044874963,0.004326376,0.088518771,0.01075022,0,0,0.227401589
"Yugoslavia, Federal Republic of",shallow,intermediate,0,0,0,0,0,0,0,0,0,0
"Yugoslavia, Federal Republic of",transitional,intermediate,0,0,0,0,0,0,0,0,0,0
"Yugoslavia, Federal Republic of",deep,intermediate,0,0.026284962,0.008794086,0,0,0,0,0,0,0.035079049
Albania,shallow,far,0,0,0,0,0,0,0,0,0,0
Albania,transitional,far,0,0,0,0,0,0,0,0,0,0
Albania,deep,far,0,0,0,0,0,0,0,0,0,0
Algeria,shallow,far,0,0,0,0,0,0,0,0,0,0
Algeria,transitional,far,0,0,0,0,0,0,0,0,0,0
Algeria,deep,far,0,0,0,0,0,0,0,0,0,0
Angola,shallow,far,0,0,0,0,0,0,0,0,0,0
Angola,transitional,far,0,0,0,0,0,0,0,0,0,0
Angola,deep,far,0.011025172,0,0,0,0,0,0,0,0,0.011025172
Argentina,shallow,far,0,0,0,0,0.069665175,0.00480447,0,0.001636745,0.003630939,0.079737329
Argentina,transitional,far,0,0,0,0,0.210352789,0.126831006,0.010299419,0.005094741,0.006528909,0.359106864
Argentina,deep,far,0,0,0,0,0.848582907,0.709436746,0.684771029,0.739387779,1.683889247,4.666067708
Australia,shallow,far,0.021415529,0.011888986,0.318353678,0.266893229,0.072308209,0.021378278,0.000811434,0,0,0.713049344
Australia,transitional,far,0.101788955,0.103166767,0.568702313,0.432450472,0.56917839,0.019832106,0.000540499,0,0,1.795659503
Australia,deep,far,0.413594235,1.100245755,0.260383563,0.141270872,1.760093447,1.19905105,0.161657216,0,0,5.036296138
Bahamas,shallow,far,0,0,0,0.003961048,0,0,0,0,0,0.003961048
Bahamas,transitional,far,0,0,0,0,0,0,0,0,0,0
Bahamas,deep,far,0,0,0.046060865,4.58E-05,0,0,0,0,0,0.046106669
Bahrain,shallow,far,0,0,0,0,0,0,0,0,0,0
Bahrain,transitional,far,0,3.36E-05,0,0,0,0,0,0,0,3.36E-05
Bahrain,deep,far,0,0.000203536,0,0,0,0,0,0,0,0.000203536
Bangladesh,shallow,far,0.001123675,0.003362751,0,0,0,0,0,0,0,0.004486425
Bangladesh,transitional,far,0.003361478,0.016583023,0,0,0,0,0,0,0,0.019944501
Bangladesh,deep,far,0.030125422,0.133657591,0.001504723,0,0,0,0,0,0,0.165287736
Barbados,shallow,far,0,0,0,0,0,0,0,0,0,0
Barbados,transitional,far,0,0,0,0,0,0,0,0,0,0
Barbados,deep,far,0,0,0,0,0,0.000310683,0,0,0,0.000310683
Belgium,shallow,far,0,0,0,0,0,0,0,0,0,0
Belgium,transitional,far,0,0,0,0,0,0,0,0,0,0
Belgium,deep,far,0,0,0,0,0,0,0,0,0,0
Belize,shallow,far,0,0,0,0,0,0,0,0,0,0
Belize,transitional,far,0,0,0,0,0,0,0,0,0,0
